ribeiro	рибейро
odraz	отражения
casas	касас
etno	етно
etno	етническа
etno	етническо
etno	етнически
elena	елена
opterećenje	зареди
opterećenje	натоварване
opterećenje	зареждане
opterećenje	товар
ribari	рибарите
ribari	рибари
grosso	гросо
michelle	мишел
komentirao	коментира
prijatelje	приятели
prijatelje	friends
prijatelje	приятелки
sluge	слуги
sluge	прислуга
sluge	слугите
sluge	слуги
sluge	прислужници
sluge	служители
angela	анджела
otpušten	уволнен
otpušten	уволнени
otpušten	уволнена
otpušten	изписан
otpušten	изписана
depresije	депресия
monroe	монро
einstein	айнщайн
uvela	въведен
uvela	въведено
uvela	въведена
uvela	въведени
krzna	кожи
krzna	козина
krzna	козината
krzna	кожи
napusti	изоставят
colin	колин
rajko	райко
kongu	конго
walt	уолт
simpson	симпсън
afganistan	афганистан
grove	гроув
grove	горичка
pakistana	пакистан
brad	брад
himne	химн
himne	химни
troši	прекарва
troši	харчи
francisca	франциско
francisca	франсиско
cannesu	кан
obavijesti	уведомление
obavijesti	съобщаване
obavijesti	уведомяване
obavijesti	уведомления
obavijesti	уведомяване
obavijesti	известия
javi	хави
padaju	падаща
padaju	падане
padaju	падащи
padaju	падащ
keller	келър
planinu	планински
planinu	планина
planinu	планината
prapovijesti	праисторията
piva	бирата
piva	бира
piva	бирите
piva	бири
upoznati	среща
zviježđe	съзвездие
mrežnice	ретината
mrežnice	ретината
sprječava	предотвратява
kandidati	кандидатите
kandidati	кандидатки
kandidati	кандидати
prijateljica	приятелка
prijateljica	приятелю
prijateljica	приятел
hara	хара
hara	хара
lakši	запалка
posvetiti	посвети
studirala	учил
studirala	проучен
studirala	учила
ravnotežu	баланс
ravnotežu	салдо
ravnotežu	равновесие
gandalf	гандалф
slavna	знаменитости
slavna	знаменитост
linda	линда
azijski	азиатски
azijski	азиатска
franaka	франка
vicente	висенте
učinkovito	ефективна
učinkovito	ефикасно
učinkovito	ефикасен
učinkovito	ефективен
učinkovito	ефективно
učinkovito	ефективно
učinkovito	ефективна
učinkovito	ефективен
učinkovito	ефективни
učinkovito	ефикасно
učinkovito	ефективно
skuplja	събира
skuplja	колекционира
raznolikost	разнообразие
raznolikost	многообразие
raznolikost	разнообразие
raznolikost	сорт
raznolikost	разновидност
umre	умира
živković	живкович
brončana	бронзова
brončana	бронз
brončana	бронзов
brončana	бронзови
nancy	нанси
ocjena	рейтинги
ocjena	рейтинг
ocjena	квалификация
ocjena	резултат
konsenzus	консенсус
konsenzus	единодушие
pomoglo	помогнал
namjeravao	предназначен
namjeravao	предвидена
namjeravao	предназначени
učiti	учене
učiti	уча
učiti	изучаване
učiti	учим
vitezovi	рицарите
vitezovi	рицари
nakit	бижу
nakit	бижута
nakit	бижу
nakit	бижута
marcel	марсел
sinensis	sinensis
mirna	мирно
mirna	спокойна
mirna	мирен
mirna	спокоен
greg	грег
nord	nord
kriterija	критерии
izazov	предизвикателство
izazov	предизвикателството
domovi	къщи
domovi	домове
geološki	геоложки
banovina	бановина
cetine	цетина
commonwealtha	федерация
commonwealtha	федерацията
negativan	отрицателен
negativan	отрицателно
negativan	отрицателни
negativan	отрицателна
karaman	караман
bale	бейл
šesto	шесто
šesto	шести
šesto	шеста
pax	пакс
elite	елитна
elite	елит
elite	елитни
elite	елитен
elite	елита
bombardera	бомбардировач
mjesečno	месечна
mjesečno	месечно
mjesečno	месечни
mjesečno	месечен
zabranjuje	забранява
zabranjuje	забранява
leteći	летене
leteći	летящи
leteći	лети
stazama	пътеки
sljedbenici	последователите
sljedbenici	последователи
nacrt	чернова
sjena	сенки
sjena	сянката
sjena	сянка
posjetiti	посетете
posjetiti	визита
posjetiti	посещение
kontinent	континент
kontinent	континента
cca	приблизително
grijeh	грехът
grijeh	грехове
grijeh	грях
putnik	пътнически
putnik	пътник
putnik	пътника
putnik	пътешественик
putnik	пътник
putnik	пътешественик
putnik	пътник
romanopisac	писател
planova	планове
miloševića	милошевич
pripojena	приложено
pripojena	приложен
pripojena	приложени
bele	бела
dobivena	получено
dobivena	получена
dobivena	получен
dobivena	получени
osuđeni	осъждан
osuđeni	осъден
osuđeni	осъдени
osuđeni	осъди
osuđeni	осъдена
osuđeni	осъден
osuđeni	осъдени
proboj	пробив
proboj	нарушение
proboj	пробив
ssr	ssr
stupovi	стълбове
stupovi	колони
stupovi	колони
prosječni	среден
prosječni	средно
pittsburgh	питсбърг
detalj	подробност
detalj	детайл
mišići	мускулите
mišići	мускули
mišići	мускулно
mišići	мускул
mišići	мускули
algoritam	алгоритъм
teoretičar	теоретик
skladište	склад
skladište	хранилище
skladište	склад
skladište	съхранение
skladište	складиране
skladište	съхраняване
frankopana	франкопан
kostura	скелета
kostura	скелет
kostura	скелети
eve	ив
eve	ева
narav	нрав
brandt	бранд
brandt	брант
izgubi	губи
izgubi	губи
izgubi	губиш
izgubi	губят
potrošnja	потребление
potrošnja	консумация
učinkovitosti	кпд
učinkovitosti	ефективност
učinkovitosti	ефикасност
pitao	попитал
pitao	попитала
pitao	попита
medici	медичите
medici	медичи
