در	門
کیست	囊腫
هوس	慾望
هوس	情慾
هوس	願望
هوس	慾望
شکارچیان	獵人
فرمی	fermi
کلاهک	帽
کلاهک	cap
کلاهک	上限
کلاهک	彈頭
کلاهک	載荷
سفینه	船
سفینه	船隻
سفینه	艦
سفینه	船舶
عناصری	元素
عناصری	要件
سرکه	醋
جانز	johns
سکو	站台
سکو	平台
کود	施肥
کود	肥料
کود	化肥
کود	糞便
عروسکی	娃娃
عروسکی	洋娃娃
عروسکی	玩偶
خویی	khoi
پناهی	避難所
پناهی	避難
لاری	larry
سرطانی	癌症
سرطانی	癌
پیل	pil
گردشی	流離失所
گردشی	位移
دیپلماسی	外交
منبر	講課
عواقب	後果
تیروئید	甲狀腺
فروسرخ	紅外線
فروسرخ	紅外
سنگفرش	人行道
سینگ	singh
بازاری	市場
دیون	dion
شعاعی	徑向
اورا	ora
نگهبانی	守衛
نگهبانی	衛兵
نگهبانی	警衛
نگهبانی	守護
تشنج	癲癇
تشنج	癲癇
تشنج	扣押
کوانتوم	量子
چرم	皮革
چرم	皮
جیک	jake
مهد	搖籃
سبد	籃
سبد	籃子
هیون	賢
هیون	玄
مرشد	導師
طلسم	魅力
میگل	miguel
دانشگاههای	大學
عادلانه	公平
روشنفکری	啓蒙
روشنفکری	智力
زکریا	zakaria
ارغوانی	紫色
ارغوانی	紫
پارکینگ	停車位
پارکینگ	停車場
خلوت	隱私
خلوت	私人
خلوت	私營
خلوت	隱私
خلوت	隱私權
اپراتور	經營者
اشتیاق	嚮往
اشتیاق	渴望
اشتیاق	熱情
اشتیاق	激情
اشتیاق	熱心
اشتیاق	熱情
زحل	土星
سامورایی	武士
تون	音調
تون	色調
تون	音
تون	基調
تون	語氣
تفاسیر	評註
ایزابل	isobel
رگ	reg
رگ	血管
رگ	靜脈
پرز	perez
نوترون	主持人
پلکان	樓梯
پلکان	階梯
پلکان	樓梯
معایب	瑕疵
معایب	缺點
معایب	缺陷
لحظات	moments
لحظات	瞬間
لحظات	時刻
خلأ	真空
سهمیه	配額
سهمیه	定額
سهمیه	限額
خیار	黃瓜
لیزا	lisa
گوشتی	肉
گوشتی	肉食
گوشتی	肉類
گوشتی	血肉
گوشتی	肉體
قضات	法官
قاشق	匙
قاشق	勺
قاشق	勺子
قاشق	湯匙
جاویدان	不朽
دیکتاتور	獨裁者
چاره	溶液
بخاری	加熱器
بخاری	暖爐
اورانوس	天王星
چن	陳
آمریکن	美式
طبی	大麻
طبی	醫療
طبی	醫務
طبی	醫學
امشب	今夜
امشب	今晚
دایناسورها	恐龍
توازن	均等
توازن	平衡
توازن	結餘
توازن	均衡
توازن	餘額
ویس	weiss
امیلیا	amelia
کنیسه	會堂
زبانها	語言
زبانها	語文
تابوت	棺材
نارضایتی	不滿
نارضایتی	不滿
ترانس	跨
ترانس	轉運
آرتمیس	artemis
پک	peck
پک	pac
پک	包
پک	打包
نقاب	口罩
نقاب	面具
نقاب	面罩
رنگارنگ	色彩繽紛
رنگارنگ	色彩繽紛
اولیور	oliver
انتساب	指派
فردریش	friedrich
اوون	owen
اوون	歐文
پروتئینی	蛋白質
پروتئینی	蛋白
چانگ	chang
چانگ	張
چانگ	鐘
چانگ	忠
آلو	李子
آلو	梅花
آلو	李子
آلو	蘆薈
چیس	追
چیس	大通
چیس	追逐
پلیمر	聚合物
پلیمر	高分子
خلاء	真空
پشتون	部族
پشتون	部落
مارتن	martin
مارتن	馬丁
مارتن	maarten
کباب	燒烤
کباب	烤肉
مای	mai
مای	邁
مای	mae
آیزاک	isaac
تلف	消瘦
تلف	廢棄物
تلف	廢物
تلف	浪費
آلان	alan
کینه	仇視
کینه	仇恨
کینه	復仇
کینه	仇怨
کینه	惡意
نیمکره	半球
حکاکی	刻字
حکاکی	雕刻
حکاکی	刻
حکاکی	雕刻
ساکورا	櫻
ساکورا	櫻花
نش	nash
مکانهای	地點
اعترافات	告白
اعترافات	供詞
اعترافات	口供
اعترافات	懺悔
سوزاندن	燒錄
سوزاندن	燃燒
سوزاندن	燒傷
سوزاندن	燒
سوزاندن	燒死
سوزاندن	燃燒
سوزاندن	燒
مارمولک	蜥蜴
مارمولک	蜥
کنایه	嘲諷
کنایه	諷刺
کنایه	挖苦
کلم	捲心菜
کلم	白菜
امگا	ō
زنانی	婦女
زنانی	女性
خویشاوندی	親情
خویشاوندی	親屬關係
ماکیان	禽
ماکیان	家禽
ماکیان	nml
متغیرها	變數
متغیرها	可變
متغیرها	變數
خار	荊棘
نبردناو	戰艦
چینگ	青
جرالد	gerald
بخشش	慈悲
بخشش	憐憫
بخشش	仁慈
بخشش	寬恕
بخشش	慷慨
کاربردها	申請
کاربردها	申請書
مبنا	基地
مبنا	基礎
مبنا	基數
فلوت	笛
فلوت	笛子
ادو	ado
ادو	edu
اتاقی	房間
اتاقی	房
مرزها	邊界
مرزها	邊框
مرزها	邊境
مرزها	邊疆
شبنم	露水
گذرنامه	護照
مکعبی	立方
شهابی	隕石
شهابی	流星
شهابی	流星雨
تخیل	想象力
تخیل	想象
تخیل	想像
تخیل	想像力
تقلیل	減少
تقلیل	裁減
بشوند	溫順
ساماندهی	記賬
ساماندهی	簿記
دویل	doyle
بردگی	奴隸制
بردگی	奴役
هنریک	henryk
خراج	悼念
خراج	悼念
اپوزیسیون	反對
اپوزیسیون	反對派
اپوزیسیون	反對黨
لاستیک	橡膠
لاستیک	橡皮
لاستیک	輪胎
لاستیک	胎
تشخیصی	診斷
گرفتگی	日蝕
دامپزشکی	獸醫
دامپزشکی	獸醫
دامپزشکی	獸醫
مینگ	阿明
مینگ	明
غیرمستقیم	間接
کرکس	禿鷹
بازدیدکنندگان	觀眾
دات	點
کوهپایه	山麓
مقصر	責怪
ناخدا	機長
ناخدا	隊長
درخشندگی	閃光
مخلوطی	混合物
ساید	sid
متان	甲烷
متان	沼氣
استثنا	例外
استثنا	例外
اصطکاک	摩擦力
اصطکاک	磨擦
اصطکاک	摩擦
هور	havre
کوزه	罐
کوزه	罐子
کوزه	罐
کوزه	罐子
فرابنفش	紫外線
فرابنفش	紫外
دوزخ	地獄
دروغین	虛假
دروغین	假
گالیله	伽利略
هاو	霍
هاو	郝
هاو	豪
هاو	howe
مارتینز	martinez
تسریع	加速度
تسریع	加速
شربت	汁
شربت	果汁
شربت	糖漿
الوار	木材
الوار	木板
الوار	木材
میوسن	miocene
ولوو	富豪
دلم	渴求
دلم	渴望
دلم	饞
آبجو	啤酒
مات	matte
مات	不透明
فراغت	休閒
فراغت	閒暇
شیردهی	哺乳
کارآفرینی	創業
بطری	瓶子
بطری	瓶子
بطری	瓶
کلئوپاترا	cleopatra
ذغال	煤礦
ذغال	煤炭
ذغال	煤
ذغال	渣
شاپرک	飛蛾
شاپرک	蛾
اورتن	orton
مفعول	天體
مفعول	物件
مفعول	下方
مفعول	底
مفعول	底部
مفعول	底下
کرمی	蠕蟲
کربوکسیلیک	carboxylic
ضربان	脈搏
ضربان	脈衝
آیینه	鏡
آیینه	鏡子
کفر	褻瀆
کفر	不忠
کفر	拒絕
کفر	否定
کفر	否認
کفر	kafr
حلزون	蝸牛
دانوب	多瑙河
دانوب	多瑙
فاسد	腐敗
فاسد	爛
فاسد	退化
فاسد	墮落
فرآوری	生殖
فرآوری	生育
ابرها	雲
ابرها	雲彩
نویسه	字元
نویسه	人物
نویسه	角色
نویسه	性格
نویسه	品格
نویسه	字元
نویسه	角色
چسب	膠
چسب	膠水
چسب	黏膠
سیلویا	silvia
ژاندارمری	憲兵隊
ژاندارمری	憲兵
سرسخت	頑固
لفظی	字面
کلینیک	門診
کلینیک	診所
پیشگویی	預言
قولی	承諾
قولی	許諾
مردانی	男性
مردانی	男人
مردانی	男子
آریل	ariel
پیشنهادهای	建議
پیشنهادهای	提議
شیرهای	獅子
حداد	haddad
ترامپ	trump
فارنهایت	華氏
خردمند	明智
خردمند	英明
تاسف	後悔
معاینه	考試
معاینه	考試
یادمان	碑
یادمان	紀念碑
مگابایت	mb
هرمس	hermes
هضم	消化
هضم	消化
هضم	消化
هضم	文摘
هضم	妊娠
شالکه	schalke
جنگها	戰爭
پالایه	篩選
پالایه	濾波器
پالایه	過濾
پالایه	過濾器
سوت	吹口哨
سوت	口哨
سوت	吹哨
جامه	包裹
جامه	成衣
جامه	被單
بالگردگاه	blm
استیونز	stevens
مگی	maggie
همراهان	隨從
کابوس	惡夢
کابوس	噩夢
کابوس	夢魘
مازاد	剩餘
مازاد	盈餘
مازاد	順差
مازاد	過剩
مازاد	過剩
مازاد	過量
مازاد	超額
مازاد	多餘
ورشکستگی	破產
ورشکستگی	破產
لیام	liam
سیری	siri
فاکتورهای	發票
فواید	福利
دوردست	遙遠
دوردست	遠方
دنور	丹佛
تجلی	頓悟
رودها	流
رودها	溪流
رودها	河流
سوئیفت	swift
کامپایل	編譯
کامپایل	編纂
کامپایل	編譯
کامپایل	匯編
آمینو	氨基
آمینو	氨基酸
شال	披肩
شال	圍巾
روت	ruth
خوشی	快樂
خوشی	喜悅
خوشی	歡樂
خوشی	joy
خوشی	幸福
مورچه	蟻
مورچه	螞蟻
مورچه	蟻
مورچه	螞蟻
کاکس	cox
اختر	akhtar
ناز	可愛
ناز	恩澤
باغچه	園
باغچه	園林
باغچه	花園
باغچه	園藝
فاینال	決賽
الکساندرا	alexandra
میسون	梅森
میسون	mason
هیدرولیک	水力
هیدرولیک	液壓
هیدرولیک	水利
هیدرولیک	水力
هیدرولیک	液壓
سفالی	陶器
سفالی	陶藝
افزونه	延伸
افزونه	擴展
افزونه	延長
افزونه	延期
همگرایی	收斂
رژه	遊行
رژه	巡遊
رژه	閱兵
ساندرا	sandra
اخیرا	最近
اخیرا	近日
اخیرا	近期
اخیرا	最近
زهر	毒
زهر	毒液
زهر	毒藥
زهر	毒
زهر	毒物
روبین	robin
اکتشافات	勘探
اکتشافات	探索
چان	陳
چان	燦
شقایق	漿果
شقایق	海葵
تمسخر	嘲笑
موز	香蕉
موز	蕉
موز	香蕉
اندوه	悲痛
اندوه	哀愁
اندوه	悲傷
اندوه	悲哀
آکوستیک	聲學
آکوستیک	聲學
هنرمندی	藝術
هنرمندی	藝術家
هنرمندی	藝人
نیمروز	正午
نیمروز	中午
نیمروز	正午
نیمروز	中午
چوپان	shepherd
چوپان	牧羊人
بالستیک	彈道
نابینا	瞎子
نابینا	盲目
نابینا	盲
نابینا	盲人
نابینا	瞎
فریبا	迷人
آماتور	業餘
توالت	馬桶
توالت	廁所
توالت	洗手間
توالت	廁
تورنمنت	錦標賽
دادرسی	審訊
دادرسی	審判
اتاقک	駕駛艙
اتاقک	船艙
اتاقک	客艙
اتاقک	機艙
مکالمه	對話
کیس	案例
کیس	個案
کیس	案件
کهکشانی	銀河
دف	daf
دف	def
مسموم	中毒
مسموم	毒藥
مسموم	毒
مسموم	毒物
ماین	主要
ماین	緬因州
کارزار	戰
کارزار	戰役
کارزار	戰鬥
هلیم	氦
اهانت	輕蔑
اهانت	藐視
اهانت	蔑視
همخوان	合唱團
همخوان	合唱
همخوان	音
امپریالیسم	帝國主義
میهنی	愛國
میهنی	愛國主義
کلینت	clint
آندریا	andrea
شارون	sharon
شارون	沙龍
خورخه	jorge
هپاتیت	肝炎
تظاهر	假裝
تظاهر	假裝
پلاس	加上
پلاس	加
امانت	誠信
امانت	完整性
امانت	正直
گومز	gómez
نوئل	noel
حاصلخیز	肥沃
سنترال	中央
هایک	hayek
وینستون	winston
هوکایدو	北海道
تانگ	唐
خالدار	斑點
کلوب	幫會
کلوب	club
کلوب	俱樂部
طرحهای	設計
ملیتی	國籍
تشریفاتی	禮儀
دلا	dela
صباح	沙巴
فشنگ	墨盒
فشنگ	子彈
فشنگ	彈頭
گون	坤
هلنا	helena
افعال	動詞
افشا	曝光
افشا	揭露
افشا	曝光
ادوبی	adobe
شایعات	流言
شایعات	謠言
شری	紅豆
شری	雪利酒
بازخورد	回饋
بازخورد	反饋
ربکا	rebekah
انسولین	胰島素
شاعرانه	詩意
مؤمن	忠誠
مؤمن	忠實
ماندگاری	耐用
یاکوب	jacob
یاکوب	雅各
ویتوریو	vittorio
مدیسون	madison
جاوااسکریپت	javascript
شیروانی	閣樓
بلفاست	貝爾法斯特
بافر	緩衝區
بافر	緩衝
قیچی	剪刀
چاقی	肥胖
چاقی	肥胖症
چاقی	肥
چاقی	脂肪
چاقی	胖
بازو	軍火
بازو	手臂
بازو	臂
بازو	胳膊
پرنسس	王妃
پرنسس	小公主
پرنسس	公主
ضرایب	系數
ضرایب	係數
لایق	值得
اشتراکی	集體
شیلات	漁業
مانور	莊園
تیمهای	團隊
تیمهای	球隊
تیمهای	隊伍
درنگ	猶豫
نابرابری	不等式
نابرابری	不平等
رمزگشایی	解碼
دندانپزشکی	牙科
مامایی	助產士
بول	boll
بول	牛
بول	公牛
ورژن	版
بافتی	組織
بافتی	紙巾
لوبیا	豆
رضی	razi
جنی	珍妮
جنی	jenny
کوبه	kobe
کوبه	神戶
نزدیکتر	更近
حواس	感官
پیغمبر	先知
اسرارآمیز	神秘
استفانی	stephanie
گزارشگر	記者
النور	eleanor
درخور	適當
سوییس	瑞士
فانوس	燈籠
اشاعه	擴散
کریستوف	christoph
دفترچه	筆記本
دفترچه	筆記簿
ایگل	鷹
ایگل	老鷹
ایگل	雕
ایگل	鵰
ویر	窯
ویر	veer
مافوق	優越
مافوق	上級
سدها	水庫
سدها	水塘
لنگر	錨
خطری	危險
خطری	危險性
سوختگی	燒傷
سوختگی	燒錄
سوختگی	燃燒
سوختگی	燒傷
سوختگی	燒
سوختگی	燒死
یورگن	jürgen
یورگن	jurgen
سانی	晴
معطر	辣
القایی	誘導
القایی	感應
زال	zal
نفوذی	內幕
نفوذی	內線
لیبرتی	自由
تفصیل	區分
برنجی	黃銅
برنجی	大米
برنجی	米
برنجی	米飯
برنجی	飯
دالان	走廊
قاعدگی	月經
پوزش	懇求
پوزش	藉口
ماکائو	澳門
ماکائو	澳門
ارزی	準備金
ارزی	儲備
منزوی	隔離
منزوی	孤立
منزوی	與世隔絕
مثانه	膀胱
ادا	ada
آمبرلا	傘
آمبرلا	雨傘
آگوستین	augustin
زاغه	貧民窟
چاق	肥
چاق	脂肪
چاق	胖
فضیلت	美德
گروس	毛
گروس	毛額
نمادها	符號
شارپ	尖銳
شارپ	鋒利
شارپ	銳利
پاناسونیک	panasonic
هرمی	金字塔
ناپیوسته	discontinuous
کای	凱
کای	啓
کای	啟
آرزوهای	樂觀
آرزوهای	期望
آرزوهای	預期
آرزوهای	期望值
مخروط	錐
دانگ	dang
رالی	集結
رالی	集會
کونگ	孔
آهوی	鹿
کاکتوس	仙人掌
پرستو	燕
پرستو	燕子
پرستو	吞
پرستو	presto
سوان	天鵝
تذکره	傳記
تذکره	自傳
پرهای	羽毛
ایدا	ida
ایدا	ada
کلیر	claire
کراولی	crowley
کراولی	crawley
جسارت	推定
مسن	長者
مسن	老人
مسن	老年人
ناپایدار	波動
ناپایدار	揮發性
میراندا	miranda
کنسرسیوم	財團
نخود	豌豆
اسکلتی	骨骼
زنگبار	桑給巴爾
گوران	goran
مهمانان	賓客
مهمانان	來賓
مهمانان	客人
ژنراتور	產生器
ژنراتور	發電機
ریانا	rihanna
کوله	背包
کوله	書包
سای	psi
ساکس	麻袋
ساکس	sox
فروشندگان	經銷商
فروشندگان	零售商
فروشندگان	賣方
توافقی	適應性
توافقی	協作
لبخند	笑
لبخند	微笑
لبخند	笑容
سرزنش	責怪
سرزنش	責難
مرورگرهای	瀏覽器
جوخه	班長
جوخه	班
جوخه	小隊
جوخه	排
ممنوعه	禁
ممنوعه	禁止
ممنوعه	違禁
ممنوعه	禁忌
یکا	股
یکا	單元
یکا	單位
فیلی	象
فیلی	大象
استفراغ	嘔吐
نوسانات	波動
لئوپولد	leopold
کولین	colin
جنگلهای	森林
غشاء	膜
یوحنا	john
بیضوی	橢圓
خلف	khalaf
کلمبوس	哥倫布
رکس	rex
عبوری	過境
همسان	相同
ناخودآگاه	潛意識
ناخودآگاه	潛意識
ناخودآگاه	無意識
لسلی	leslie
والری	valerie
خونه	首頁
خونه	家
خونه	home
خونه	住家
بیوه	喪偶
بیوه	寡婦
بیوه	寡婦
بیوه	遺孀
بیوه	寡婦
عدن	亞丁
عدن	伊甸園
عدن	eden
دانشیار	講師
یوم	好吃
بینندگان	觀眾
دلتای	三角洲
دلتای	delta
زبانه	標籤
زبانه	tab
قرضه	債務
تهوع	反胃
ناخن	釘
ناخن	釘子
ناخن	指甲
ناخن	釘子
ناخن	指甲
خنجر	匕首
بانکوک	曼谷
رویان	胚胎
کالیبر	口徑
ماژور	少校
ماژور	主要
ماژور	主修
خندق	壕溝
خندق	海溝
خندق	戰壕
خندق	溝
خندق	溝渠
خندق	護城河
اسکله	碼頭
اسکله	碼頭
خوابگاه	宿舍
خوابگاه	寢室
خوابگاه	宿舍
خوابگاه	宿舍
خوابگاه	客棧
خوابگاه	旅店
شلاق	鞭打
شلاق	鞭
شلاق	鞭子
دایان	黛安娜
وجدان	良知
وجدان	良心
خودمختاری	自主
خودمختاری	自治
اتاوا	渥太華
علایق	興趣
علایق	利益
غاز	雁
غاز	鵝
غاز	雁
غاز	鵝
امکاناتی	獎金
امکاناتی	紅利
طعمه	獵物
طعمه	魚餌
طعمه	餌
طعمه	誘餌
نای	氣管
نای	nye
آسا	asa
صداقت	誠信
صداقت	誠實
صداقت	誠意
صداقت	真誠
تعهدات	義務
رومانتیک	浪漫
جزر	潮流
جزر	潮
جزر	浪潮
جزر	潮汐
جزر	潮水
ابریشمی	蠶絲
ابریشمی	絲
ابریشمی	絲綢
سکوهای	平台
سنگسار	stone
سنگسار	石
سنگسار	斯通
سنگسار	石頭
سازش	定居
سازش	定居點
سازش	妥協
سازش	折衷
سازش	住宿
مرداب	沼澤
مرداب	沼澤地
مرداب	潟湖
مرداب	沼澤
چتر	降落傘
چتر	傘
چتر	雨傘
نیکوزیا	尼科西亞
عزیزم	dear
عزیزم	嬰兒
عزیزم	baby
عزیزم	寶貝
عزیزم	寶寶
عزیزم	蜂蜜
مؤسسان	創始人
استعماری	殖民
هاربر	海港
هاربر	港灣
هاربر	港口
هاربر	港
ادویه	調味料
ادویه	調味
ادویه	香料
ادویه	香料
فدریکو	federico
هد	頭
هد	頭部
مومیایی	木乃伊
ماکسیم	格言
استنتاج	扣減
استنتاج	扣除
استنتاج	推論
استنتاج	推理
استنتاج	推斷
چاپخانه	出版物
چاپخانه	出版
گناهان	斷層
گناهان	罪孽
گناهان	罪
گناهان	罪惡
جادوی	魔神
جادوی	魔法
جادوی	魔術
جادوی	神奇
جادوی	魔力
سفارشی	定制
سفارشی	自訂
کلیپ	片段
کلیپ	剪輯
کلیپ	夾
هارپر	harper
متد	法
متد	方法
متد	辦法
متد	方式
روشنفکر	智力
پدرخوانده	乾爹
پدرخوانده	教父
محصولاتی	商品
محصولاتی	產品
زامبی	殭屍
زامبی	僵屍
شفق	晚霞
شفق	曙光
شفق	黃昏
هاوک	鷹
هاوک	雕
شاهدان	證人
شاهدان	目擊者
حسادت	妒忌
حسادت	吃醋
حسادت	嫉妒
حسادت	醋意
حسادت	嫉妒
زمانهای	時代
زمانهای	times
زمانهای	時報
کنسرتو	協奏曲
معمای	神秘
معمای	謎團
معمای	謎
معمای	拼圖
معمای	謎題
معمای	益智
معمای	謎
معمای	困境
معمای	進退兩難
زوم	放大
گرانیت	花崗岩
مثلثی	三角形
مثلثی	三角
حکیمی	明智
حکیمی	英明
تبتی	藏文
تبتی	藏族
ادل	adele
کلاین	cline
کلاین	klein
مفرد	單數
مفرد	奇異
شیلد	盾牌
بلندای	週六
بلندای	sat
سهمی	拋物線
یونیون	聯盟
یونیون	工會
منقار	喙
تلاقی	重疊
ساق	腿
ساق	leg
بلبل	夜鶯
راههای	小徑
راههای	路徑
قیس	qais
مونیکا	monica
معتمد	信任
معتمد	信賴
چکش	錘
چکش	錘子
چکش	槌
گالن	加侖
بلدرچین	鵪鶉
فانتوم	幻影
وداع	告別
چارت	圖表
چارت	圖
موشی	滑鼠
موشی	鼠
تینا	tina
کید	cade
کید	小孩
داو	daw
داو	鳩
داو	鴿
داو	鴿子
مته	演習
مته	演練
مته	鑽
مته	鑽孔
هیولا	妖怪
هیولا	怪獸
هیولا	怪物
تیتانیوم	鈦
اسپرم	精子
لاشه	殘骸
ضمیر	代名詞
ضمیر	代詞
ایزاک	isaac
زینت	閃光
بخوانند	讀
بخوانند	讀取
بخوانند	閱讀
اوکیناوا	沖繩
اوکیناوا	琉球
تدارکات	供應
تدارکات	用品
تدارکات	餐飲
سودی	盈利
سودی	利潤
سودی	營利
سودی	獲利
سودی	受益
استیک	牛排
بزرگوار	高尚
بزرگوار	貴族
بزرگوار	高貴
بزرگوار	崇高
بزرگوار	光榮
بزرگوار	可敬
درایو	開車
درایو	駕駛
مروان	marwan
مغ	magi
هرتز	赫茲
مردود	失敗
مردود	拒絕
ورم	腫脹
ورم	腫
ورم	水腫
ورم	腫
ورم	腫脹
موم	蜂蠟
موم	蠟
سردرد	頭疼
سردرد	頭痛
زاهد	隱士
اجاق	爐
اجاق	爐子
اجاق	火爐
اجاق	灶
اجاق	灶
اجاق	爐
اجاق	烤爐
اجاق	烤箱
مرغابی	鴨
مرغابی	鴨子
گذرا	短暫
ستونی	柱
ستونی	專欄
ستونی	欄
ستونی	列
ستونی	柱
ستونی	支柱
ترا	高地
ترا	terra
کامو	加茂
خاکسپاری	喪葬
خاکسپاری	葬
خاکسپاری	埋葬
خاکسپاری	葬禮
خاکسپاری	喪葬
خاکسپاری	喪禮
اتر	醚
مادربزرگ	祖母
مادربزرگ	奶奶
مادربزرگ	阿嬤
قلاب	勾勾
قلاب	鈎
همگن	同質
تیگران	tigran
معالجه	治療
معالجه	療法
معالجه	治療
اوره	尿素
زننده	苛刻
زننده	嚴酷
زننده	嚴厲
رینز	reigns
اورال	口頭
اورال	口服
اورال	口腔
دپ	dap
خواستگاری	提議
خواستگاری	建議
خواستگاری	提案
وایلد	狂野
وایلد	野
وایلد	野性
وایلد	野生
هانی	蜂蜜
هوپ	希望
هوپ	hope
محدب	凸面
محدب	凸
براک	brock
عرق	出汗
عرق	汗水
عرق	流汗
عرق	汗
نامرئی	隱身
نامرئی	無形
نامرئی	隱形
ارگانیک	有機
تملک	持有
تملک	擁有
تملک	佔有
جهانگردی	勘探
جهانگردی	探索
دونگ	東
دونگ	董
دونگ	洞
جواز	執照
جواز	駕照
جواز	許可證
مجرمان	罪犯
حواصیل	白鷺
حواصیل	鷺
کمین	埋伏
کمین	伏擊
کمین	跟蹤
اتوبان	相撞
اتوبان	碰撞
اتوبان	高速公路
اتوبان	公路
اتوبان	車道
سیک	植
لعاب	釉
غلامی	奴役
پورتال	門戶
هوک	勾勾
هوک	鈎
اعیاد	假期
اعیاد	假日
اعیاد	節假日
اعیاد	節日
معنویت	靈性
کوئن	cohen
کوئن	權
گلخانه	溫室
بدرود	告別
آویخته	洪
واریانس	差異
بوداگرایی	佛教
تاکتیکی	戰術
راهب	教士
راهب	神職人員
راهب	僧侶
راهب	和尚
راهب	僧
مردن	死
تخفیف	折扣
تخفیف	優惠
محرکه	推進
محرکه	機車
محرکه	火車頭
آرسنیک	砷
بریل	點字
بریل	brill
میکی	mickey
جزییات	細節
جزییات	詳細
جزییات	詳情
لایت	lite
مرئی	可見
خردسال	未成年
گلچین	詩選
فوتون	光子
کوبین	cobain
قلمی	苗條
عامر	aamir
سرحد	劃界
وولف	狼
بزرگتری	更大
بزرگتری	較大
تاتار	韃靼
کالری	卡路里
پترسون	peterson
بیسمارک	俾斯麥
محک	基準
متروکه	廢棄
متروکه	遺棄
پوتین	靴
پوتین	靴子
اتیلن	乙烯
خداحافظ	拜拜
خداحافظ	拜
یوزپلنگ	獵豹
برآمدگی	凸起
برآمدگی	隆起
سیمز	sims
سیمز	simms
زک	zach
والش	walsh
رونویسی	轉錄
بلی	肚子
بلی	肚皮
گراز	野豬
گراز	海象
گینس	gaines
هوم	mmm
یاسین	yasin
ماراتن	馬拉松
ارثی	世襲
ارثی	遺傳
سیاهی	黑
سیاهی	black
سیاهی	黑色
سیاهی	黑人
شبگرد	夜鷹
ایت	ait
لگن	骨盆
لگن	浴盆
لگن	浴缸
بازشدن	pip
روبر	羅伯特
روبر	robert
پرطرفدار	熱門
نواز	nawaz
مانعی	障礙
رب	籃板
تاپ	頂
تاپ	top
تاپ	頂端
تاپ	熱門
تاپ	最高
جادوگری	女巫
جادوگری	魔女
جادوگری	巫婆
فیلمبردار	攝影師
تشابه	相似
تشابه	相似
خلقت	創作
خلقت	創建
خلقت	創造
خلقت	建立
میکائیل	麥可
میکائیل	michael
نیروانا	涅槃
تبرئه	無罪開釋
مستقیما	直接
دهلیز	atrium
اسپیرز	長矛
اسپیرز	spears
چکی	捷克
تکی	單一
تکی	單人
تکی	單身
تکی	單
خوشبختی	幸福
لیمو	檸檬
باکره	處女
وودویل	woodville
پلوتو	冥王星
مغناطیس	磁鐵
مغناطیس	磁
مغناطیس	磁力
مغناطیس	磁性
شیار	追蹤
شیار	曲目
شیار	軌道
شیار	軌跡
لورنزو	lorenzo
سرجیو	sergio
صفرا	膽汁
بانکدار	莊
هکتور	hector
حنا	花
شنود	竊聽
شنود	偷聽
تخمدان	卵巢
دایملر	君主
دایملر	主權
دایملر	daimler
گلوگاه	喉
گلوگاه	喉嚨
گلوگاه	嗓子
گلوگاه	咽喉
سرزمینهای	領土
سرزمینهای	土地
یگانگی	統一
سؤالات	問題
ضمانت	交保
ضمانت	保釋
ضمانت	保障
ضمانت	擔保
ضمانت	保證
دارکوب	啄木鳥
ارتفاعی	身高
ارتفاعی	高度
شریان	動脈
مشروب	酒類
مشروب	白酒
مارینا	marina
ات	ott
صبحانه	早餐
صبحانه	早飯
برا	胸罩
برا	胸圍
سوز	suz
فرکانسی	頻率
لیسا	lisa
ترم	任期
ترم	術語
ترم	學期
درامر	鼓手
باریکه	狹義
باریکه	狹隘
باریکه	縮小
باریکه	窄
باریکه	狹窄
بریت	britt
صرع	癲癇
ارابه	戰車
ارابه	手推車
کدی	cody
گلوریا	gloria
احمق	蠢
احمق	笨
احمق	愚蠢
احمق	笨蛋
احمق	傻
نعمتی	祝福
قمار	賭
قمار	賭博
قمار	賭博
قارچی	真菌
نیلی	indigo
پیمانکار	承包商
وثیقه	附帶
وثیقه	抵押
وثیقه	交保
وثیقه	保釋
القای	誘導
القای	感應
اینچئون	仁川
آنجلا	angela
لیوان	玻璃
حریق	縱火
تخمیر	發酵
بارتون	burton
میلز	mills
غافل	忽略
غافل	疏忽
غافل	忽視
هارمونی	和睦
هارمونی	和諧
صدمات	損壞
صدمات	損害賠償
تراست	信任
تراست	信託
دارک	黑
دارک	暗
دارک	黑暗
دستگاههای	裝置
کمون	公社
پهناور	廣
پهناور	寬
پهناور	寬敞
پهناور	遼闊
ژرف	深
ژرف	深層
گمراه	誤導
بیر	啤酒
بیر	bir
بیر	熊
غیاب	缺席
زرافه	長頸鹿
تلمبه	泵
تلمبه	水泵
سلسیوس	攝氏
زهکشی	排水
حاتم	hatem
رله	中繼
رله	接力
رله	繼電器
رله	傳遞
تایر	輪胎
تایر	輪胎
تایر	tyre
تایر	輪胎
تایر	胎
کالی	kali
کالی	callie
گورجیف	gurdjieff
ماژول	單元
ماژول	模組
کلین	klein
شهیدان	烈士
شهیدان	殉難者
شرور	反派
شرور	惡
شرور	邪惡
فیلیپه	felipe
فیلیپه	philippe
متفکر	思想家
شیفت	輪班
شیفت	輪班
شیاطین	鬼子
فتق	疝
طالبی	哈密瓜
سرورهای	伺服器
هورن	牛角
هورن	喇叭
هورن	號角
میت	交配
میت	隊友
سرمای	frosty
منسجم	凝聚力
فوکوئوکا	福岡
اقامتگاه	居住
