κβαντική	quantum
ενδιαφέρουσα	intressant
διαφάνεια	transparens
διαφάνεια	insyn
διαφάνεια	öppenhet
αντιρρήσεις	invändningar
δημιουργοί	skapare
δημιουργοί	skapare
δημιουργοί	författarna
δημιουργοί	upphovsmän
δημιουργοί	författare
μπουτάν	bhutan
αιώνια	evigt
αιώνια	evighet
αιώνια	evigt
αιώνια	evig
αιώνια	eviga
ενθουσιασμό	spänning
ενθουσιασμό	upphetsning
ενθουσιασμό	entusiastisk
ενθουσιασμό	entusiasm
λοατ	hbt
λοατ	hbtq
γιοχάνες	johannes
ανακατασκευή	ombyggnad
ανακατασκευή	återuppbygga
ανακατασκευή	återuppbyggnad
ανακατασκευή	rekonstruktion
αξιωματούχοι	ämbetsmän
αξιωματούχοι	tjänstemän
νύφη	bruden
νύφη	brud
βασανιστήρια	tortera
βασανιστήρια	tortyr
καλημέρα	godmorgon
καλημέρα	morgon
καλημέρα	morning
κάλτσιο	calcio
κρατούμενοι	interner
κρατούμενοι	fångar
κρατούμενοι	interner
κρατούμενοι	intagna
κρατούμενοι	häktade
κρατούμενοι	fångar
χαλκιδική	chalkidike
τοσκάνης	toskanska
διερεύνηση	undersökningen
διερεύνηση	utredning
διερεύνηση	undersökning
σύνθετο	sammansatt
σύνθετο	sammansatta
σύνθετο	komplext
σύνθετο	komplicerad
σύνθετο	komplex
σύνθετο	komplexa
σύνθετο	komplicerat
μειονότητα	minoritet
ήπια	milt
ήπια	milda
ήπια	lindriga
ήπια	lindrig
ήπια	mild
ήπια	drack
ήπια	druckit
προσωρινός	tillfällig
προσωρινός	temporär
προσωρινός	tillfälliga
προσωρινός	temporärt
προσωρινός	tillfälligt
προσωρινός	provisoriska
προσωρινός	preliminärt
προσωρινός	preliminär
προσωρινός	provisoriskt
προσωρινός	vikarie
χειμώνας	vintern
χειμώνας	winter
χειμώνας	vinter
ανέβασε	uppladdade
κυριαρχούν	dominerar
κυριαρχούν	dominera
προκήρυξη	proklamation
προκήρυξη	kungörelse
όνειρα	dream
όνειρα	dröm
όνειρα	drömmar
όνειρα	dreams
συμμαχικές	allierade
συμμαχικές	allierades
συμμαχικές	allierad
βασικού	grundläggande
βασικού	basic
κρατουμένων	häktade
κρατουμένων	fångar
αποκαταστάθηκε	återställts
αποκαταστάθηκε	återställd
αποκαταστάθηκε	återställt
σιβηρία	sibirien
απορρόφηση	absorption
απορρόφηση	absorptionen
αναβάθμιση	uppgradera
αναβάθμιση	uppgradering
αναβάθμιση	uppgradera
αναβάθμιση	uppgradering
μογγολία	mongoliet
οχυρώσεις	befästningar
διαλύεται	löses
διαλύεται	upplöses
τελικοί	final
τελικοί	finalen
χωριστά	separat
χωριστά	separat
χωριστά	separata
χωριστά	separera
φίσερ	fisher
φίσερ	fischer
συσχέτιση	samband
συσχέτιση	korrelation
πολωνικά	polskt
πολωνικά	polsk
πολωνικά	polska
κέιν	cain
κέιν	kane
κέιν	caine
κατηγοριοποιούνται	kategoriseras
ορθογώνιο	rektangel
ορθογώνιο	rektangulära
ορθογώνιο	rektangulär
λάος	laos
πανοραμική	panorama
πανοραμική	panorama
κοινωνιολογία	sociologi
φτώχεια	fattigdom
φτώχεια	fattigdomen
φτωχή	stackars
φτωχή	fattig
φτωχή	fattiga
στίχο	vers
στίχο	versen
φρανκφούρτη	frankfurt
ιουστινιανού	justinianus
κύριε	sir
κύριε	herrn
μυστήρια	mysterier
θάλαμο	plenisalen
θάλαμο	kammaren
θάλαμο	kammare
καταδίκασε	dömt
καταδίκασε	dömd
καταδίκασε	dömda
καταδίκασε	dömde
καταδίκασε	fördömt
καταδίκασε	dömd
καταδίκασε	dömda
καταδίκασε	dömde
περιφερειακά	kringutrustning
περιφερειακά	regionala
περιφερειακά	regional
περιφερειακά	regionalt
νύμφη	nymf
βιογραφίες	biografier
κάμερα	kamera
κάμερα	kameran
βαβυλώνα	babylon
τραγικό	tragisk
τραγικό	tragiskt
τραγικό	tragiska
δίκης	rättegången
δίκης	prövning
δίκης	rättegång
ανθρωπότητα	medmänsklighet
ανθρωπότητα	mänsklighet
ανθρωπότητα	mänskligheten
ανθρωπότητα	mänskligheten
παπά	predikant
παπά	präst
παπά	präst
αντιπρόσωποι	representanter
αντιπρόσωποι	företrädare
αντιπρόσωποι	delegaterna
αντιπρόσωποι	delegater
συμβούλια	råden
ναυάγιο	skeppsbrott
ναυάγιο	vrak
επιβεβαιώνεται	bekräftade
επιβεβαιώνεται	bekräftad
επιβεβαιώνεται	bekräftas
επιβεβαιώνεται	bekräftat
επιβεβαιώνεται	bekräftats
ζυρίχη	zürich
ζυρίχη	zürich
συγνώμη	sorry
συγνώμη	förlåt
συγνώμη	ledsen
συγνώμη	beklagar
σχετικότητας	relativitet
στέψη	kröning
λουκ	luke
λουκ	lukas
απαίτησε	krävt
απαίτησε	krävde
βομβαρδισμό	beskjutningen
βομβαρδισμό	bombardemang
βομβαρδισμό	bombningarna
βομβαρδισμό	bombningen
βομβαρδισμό	bombningar
βίαιη	våldsamt
βίαιη	våldsam
βίαιη	våldsamma
τρένα	tågen
τρένα	tåg
ιονίου	joniska
κέπλερ	kepler
καπετάνιος	kaptenen
καπετάνιος	captain
καπετάνιος	kommendör
καπετάνιος	kapten
καπετάνιος	skipper
κυκλικό	cykliska
κυκλικό	cirkulär
φίλε	dude
φίλε	mannen
φίλε	människan
φίλε	man
αμίνη	amin
ηφαιστειακή	vulkanisk
παπούτσια	skor
ηθικά	moraliskt
χόφμαν	hoffmann
χόφμαν	hoffman
οντάριο	ontario
προσεκτικά	noggrant
προσεκτικά	försiktigt
προσεκτικά	noga
προσεκτικά	omsorgsfullt
πρωτεύουσες	huvudstäder
πρωτεύουσες	huvudstäderna
βατικανό	vatikanen
χρησιμότητα	användbarhet
χρησιμότητα	användbarhet
ακούσει	hört
ακούσει	hörde
ακούσει	hördes
ακούσει	hörs
παρουσιάζοντας	presenterar
φυλάσσεται	vaktade
φυλάσσεται	bevakat
φυλάσσεται	bevakad
γουίλσον	wilson
ηρώδη	herodes
υποψηφίων	kandidaterna
υποψηφίων	kandidater
επαρκώς	adekvat
στηβ	steve
πολύτιμα	värdefullt
πολύτιμα	älskade
πολύτιμα	precious
πολύτιμα	dyrbart
πολύτιμα	dyrbar
πράκτορες	ombud
πράκτορες	agenter
πράκτορες	agens
ομοιότητα	likhet
ομοιότητα	likhet
ομοιότητα	likheten
ομοιότητα	likhet
ομοιότητα	likheter
διαφημίσεις	annonser
οπλισμό	krigsmateriel
φυσιολογική	normalt
φυσιολογική	normala
φυσιολογική	normal
δεκαετιών	årtionden
δεκαετιών	decennier
σταυροφόροι	crusaders
γουόλτερ	walter
άνετα	bekvämt
άνετα	bekväm
άνετα	bekvämt
άνετα	behagligt
άνετα	bekväma
άνετα	bekväm
τζούλια	giulia
τζούλια	julia
οξφόρδη	oxford
απορρίπτει	avfärdar
απορρίπτει	förkastar
απορρίπτει	avvisar
ατλάντα	atlanta
μον	mont
μον	mån
μον	mon
γνωριμία	bekanta
γνωριμία	bekant
προσωρινό	tillfällig
προσωρινό	temporär
προσωρινό	tillfälliga
προσωρινό	temporärt
προσωρινό	tillfälligt
προσωρινό	provisoriska
προσωρινό	preliminärt
προσωρινό	preliminär
προσωρινό	provisoriskt
πληροί	uppfyller
πληροί	möter
πληροί	uppfyller
λιοντάρια	lejon
μαρίνο	marino
έντυπο	blankett
έντυπο	formulär
έντυπο	form
έντυπο	bilda
τριλογία	trilogi
μεταλλική	metalliska
μεταλλική	metalliskt
μονοπάτια	slingor
μονοπάτια	vägar
μονοπάτια	banor
μονοπάτια	banorna
μονοπάτια	banor
μονοπάτια	stigar
πακέτα	paket
πακέτα	förpackningar
πακέτα	paket
πακέτα	förpackningar
συνεχές	kontinuerlig
συνεχές	kontinuerliga
συνεχές	fortlöpande
συνεχές	kontinuerligt
συνεχές	kontinuum
επιφανειακή	ytlig
επιφανειακή	ytligt
επιφανειακή	ytliga
πνεύματα	sprit
πνεύματα	andarna
πνεύματα	spritdrycker
πνεύματα	andar
αντουάν	antoine
λοίμωξη	infektioner
λοίμωξη	infektion
εμίλ	emile
εμίλ	emil
τηλέφωνο	telefon
τηλέφωνο	telefonen
τηλέφωνο	telefon
επαρκή	adekvata
επαρκή	tillräcklig
επαρκή	adekvat
επαρκή	tillräckliga
επαρκή	tillräcklig
επαρκή	tillräckligt
εβραϊκά	hebreiska
ασυνήθιστο	ovanlig
ασυνήθιστο	ovanliga
ασυνήθιστο	ovanligt
ασυνήθιστο	ovanlig
ασυνήθιστο	ovanligt
έγκυος	dräktiga
έγκυος	gravida
έγκυος	gravid
κριμαία	krim
λάνκαστερ	lancaster
σύμμαχος	allierade
σύμμαχος	bundsförvant
σύμμαχος	allierad
σύμμαχος	ally
καθίσματα	sittplatser
καθίσματα	sittplatser
καθίσματα	platser
καθίσματα	säten
χαρτοφυλακίου	portföljen
χαρτοφυλακίου	portfölj
διανέμεται	distribuerade
διανέμεται	fördelat
διανέμεται	utdelade
διανέμεται	distribueras
διανέμεται	fördelad
διανέμεται	fördelade
διασποράς	kluster
άρνολντ	arnold
σπόρους	frön
σπόρους	frö
σπόρους	utsäde
αρχιεπισκοπή	ärkestiftet
μπέιζμπολ	baseboll
μπέιζμπολ	baseball
κατέθεσε	vittnade
κατέθεσε	vittnat
επεκτάσεις	förlängningar
επεκτάσεις	utvidgningar
επεκτάσεις	utökningar
τζιμπουτί	djibouti
επίτευγμα	prestation
επίτευγμα	prestation
αντιτορπιλικό	jagare
τζούνιορ	junior
τζούνιορ	yngre
φεγγάρι	måne
φεγγάρι	månen
φεγγάρι	moon
συνήθης	vanligt
συνήθης	vanliga
τηλεπικοινωνιών	telekommunikationer
τηλεπικοινωνιών	telekommunikation
δημιουργική	kreativ
δημιουργική	kreativa
δημιουργική	kreativt
μπενφίκα	benfica
στεφάνι	hoop
στεφάνι	krans
κουν	kun
κουν	kuhn
σκληρότητα	grymhet
σκληρότητα	hårdhet
ανοικοδόμηση	återuppbygga
ανοικοδόμηση	återuppbyggnad
ανοικοδόμηση	ombyggnad
ανοικοδόμηση	återuppbyggnaden
ανοικοδόμηση	återuppbyggnad
ανοικοδόμηση	rekonstruktion
μότσαρτ	mozart
στρατηγούς	generaler
εξηγήσεις	förklaringar
αλμπέρτο	alberto
πληρωμή	betalar
πληρωμή	betala
πληρωμή	avbetalning
πληρωμή	betalning
πληρωμή	utbetalning
ξενοφών	xenofon
λύσει	löser
λύσει	lösa
λύσει	lös
υπόσχεση	lova
υπόσχεση	lovar
υπόσχεση	löfte
υπόσχεση	löfte
υπόσχεση	pant
τουβαλού	tuvalu
τόνγκα	tonga
μπροστινό	front
μπροστινό	främre
μπροστινό	framsidan
μπροστινό	fram
μπροστινό	framsida
θηλαστικών	däggdjur
φόρου	skatt
φόρου	beskatta
βερόνα	verona
πάρκερ	parker
γερουσιαστές	senatorer
ενωμένη	förenade
ενωμένη	united
ενωμένη	enad
ενωμένη	enade
κινητά	rörlig
κινητά	mobil
κινητά	mobila
λίθιο	litium
διάβασε	läs
διάβασε	läst
διάβασε	läser
διάβασε	läsa
διάβασε	läste
στάλθηκαν	skickas
στάλθηκαν	skickade
στάλθηκαν	skickat
στάλθηκαν	skickad
θουκυδίδης	thukydides
αρχίζοντας	startar
αρχίζοντας	börjar
ανάρτηση	avstängning
ανάρτηση	suspension
ανάρτηση	upphävande
μετράει	räknar
μετράει	räknas
μετράει	räknar
μετράει	räkna
ελπίδες	hopp
ελπίδες	förhoppningarna
ελπίδες	förhoppningar
φάλαγγα	konvojen
φάλαγγα	konvoj
δέσμη	bunt
εξερευνητής	upptäcktsresande
εξερευνητής	explorer
άντον	anton
λισαβόνας	lissabon
λισαβόνας	lissabons
λισαβόνας	lisbon
αστικές	urban
αστικές	urbana
αστικές	tätort
αποσπάσει	distrahera
ορατή	synlig
ορατή	synligt
ορατή	synliga
συναισθηματική	känslomässiga
συναισθηματική	känslomässigt
συναισθηματική	emotionell
συναισθηματική	känslomässig
συναισθηματική	emotionellt
συναισθηματική	sentimental
συναισθηματική	sentimentala
πείνα	hungersnöd
πείνα	svält
πείνα	hungersnöden
πείνα	svält
πείνα	svält
πείνα	hungern
πείνα	hunger
πιθανότητας	sannolikhet
ενδιαφέρονται	intresserad
ενδιαφέρονται	intresserade
χειρισμό	hantering
χέρμπερτ	herbert
σεμινάρια	seminarier
ύψη	heights
ύψη	höjder
μπόμπι	bobby
πρίγκιπες	prinsar
πρίγκιπες	furstar
ομάρ	omar
μπορντό	bordeaux
μπορντό	bourgogne
απόφοιτος	examen
τζέισον	jason
καταλανικά	katalanska
αυτόνομο	självständig
αυτόνομο	autonoma
αυτόνομο	självstyrande
αυτόνομο	autonom
αιτιολογία	rättfärdigande
αιτιολογία	berättigande
αιτιολογία	motivering
μεθάνιο	metan
τάκη	taki
ανάμειξη	blandning
ανάμειξη	blandning
απόρριψη	förkastande
απόρριψη	avslag
απόρριψη	avvisande
απόρριψη	avvisning
απόρριψη	omhändertagande
απόρριψη	avvisa
απόρριψη	ogilla
απόρριψη	avskeda
απόρριψη	avfärda
απόρριψη	avvisad
απόρριψη	förkastade
απόρριψη	förkastat
απόρριψη	avvisat
απόρριψη	avvisade
απόρριψη	kasta
απόρριψη	kasseras
απόρριψη	släng
ζητήθηκε	efterfrågade
ζητήθηκε	begärt
ζητήθηκε	begärda
ζητήθηκε	begärd
ζητήθηκε	begärde
ισπανούς	spanjorer
παράδοξο	paradox
παράδοξο	paradoxalt
οχτώ	åtta
οχτώ	eight
βαλτική	baltic
βαλτική	baltiska
βαλτική	östersjön
αγοράστηκε	inköpt
αγοράστηκε	inköpta
αγοράστηκε	köpta
αγοράστηκε	köpt
αγοράστηκε	köptes
αγοράστηκε	köpte
αγοράστηκε	köpta
αγοράστηκε	köpt
κέιμπριτζ	cambridge
μεταλλικά	metall
μεταλλικά	metal
μεταλλικά	metalliska
μεταλλικά	metalliskt
κεμάλ	kemal
εστιατόρια	restauranger
εστιατόρια	restaurangerna
προτείνεται	rekommenderas
προτείνεται	rekommenderade
προτείνεται	rekommenderat
προτείνεται	rekommenderad
εφαρμόστηκε	tillämpade
εφαρμόστηκε	tillämpad
εφαρμόστηκε	ansökt
εφαρμόστηκε	tillämpat
εφαρμόστηκε	tillämpas
εφαρμόστηκε	implementeras
εφαρμόστηκε	genomförda
εφαρμόστηκε	genomförd
εφαρμόστηκε	genomföras
εφαρμόστηκε	genomfört
σύντροφος	kompanjon
σύντροφος	partner
σύντροφος	delägare
σύντροφος	kamrat
σύντροφος	kompanjon
σύντροφος	följeslagare
γονίδια	gener
γονίδια	generna
ακραίες	extrem
ακραίες	extrema
ακραίες	extremt
τούρκου	åbo
έτοιμο	klara
έτοιμο	beredd
έτοιμο	klar
έτοιμο	redo
έτοιμο	färdiga
συνεχίζονται	fortsätter
συνεχίζονται	fortsatt
μπερνάρ	bernard
μπερνάρ	bernhard
ραψωδία	rhapsody
ψυχική	synsk
ψυχική	psykiska
ψυχική	psykisk
ψυχική	psykiskt
ψυχική	mentala
ψυχική	mental
ψυχική	psykiska
πρόωρα	förtida
πρόωρα	förhastat
απασχολεί	sysselsätter
συνθέτουν	komponera
ενήλικα	vuxen
ενήλικα	vuxna
λογότυπα	logotyper
γαμπρός	brudgum
γαμπρός	brudgum
γαμπρός	brudgummen
σομαλία	somalia
σεμπάστιαν	sebastian
χορηγός	sponsrar
χορηγός	sponsra
χορηγός	sponsring
χορηγός	sponsrade
χορηγός	sponsrad
χορηγός	sponsrat
χορηγός	sponsra
χορηγός	medverkande
χορηγός	sponsor
αντιστοιχία	matchning
αντιστοιχία	match
αντιστοιχία	matchar
αντιστοιχία	matcha
ντόπιοι	lokalbefolkningen
ντόπιοι	infödda
διέλευση	korsning
διέλευση	passerar
διέλευση	korsar
διέλευση	transit
μερίδιο	dela
ουγκάντα	uganda
γόνος	scion
σχεδιάσει	planeras
σχεδιάσει	planerade
σχεδιάσει	planerad
σχεδιάσει	planerat
πυρετό	feber
αποκαλύψει	avslöjar
αποκαλύψει	avslöja
ζάχαρη	socker
παράγραφο	punkt
παράγραφο	stycke
παράγραφο	stycket
διευθέτηση	uppgörelse
διευθέτηση	bosättning
διευθέτηση	avveckling
χρησιμοποίηση	använda
χρησιμοποίηση	använd
χρησιμοποίηση	användning
βέρνερ	werner
εξαφανίστηκε	försvunnen
εξαφανίστηκε	försvann
εξαφανίστηκε	försvunnit
αντίστροφη	omvänd
αντίστροφη	omvänt
αντίστροφη	omvända
αντίστροφη	vända
μάνο	mano
ενέπνευσε	inspirerad
ενέπνευσε	inspirerade
ενέπνευσε	inspirerat
δικαστές	domare
δικαστές	domarna
ράλι	rally
συγγένεια	affinitet
συγγένεια	släktskap
συγγένεια	släktskap
τζουζέπε	giuseppe
μπρούνο	bruno
δημόσιος	offentliga
δημόσιος	offentligt
δημόσιος	offentlig
αυτόχθονες	inhemsk
αυτόχθονες	inhemska
άλλως	annars
ποινικό	kriminella
ποινικό	kriminell
ποινικό	brottslig
ποινικό	brottsling
ποινικό	brottmål
όγδοη	åttonde
όγδοη	eighth
δημιουργίες	skapelser
υποδιαίρεση	indelning
υποδιαίρεση	underavdelning
υποδιαίρεση	underavdelning
ρέμπραντ	rembrandt
αντιπροσωπεία	delegation
αντιπροσωπεία	delegationen
πιανίστας	pianist
ικανότητας	kompetens
συναδέλφους	kollegor
συναδέλφους	kolleger
συναδέλφους	kollegor
συναδέλφους	kolleger
συναδέλφους	arbetskamrater
συναδέλφους	medarbetare
λεφτά	money
λεφτά	pengar
υπολογισμός	beräkning
υπολογισμός	beräkna
κουρτ	kurt
πελάτη	kunden
πελάτη	kund
πελάτη	klienten
πελάτη	kunden
πελάτη	klient
πελάτη	kund
δείχνοντας	visar
δείχνοντας	pekar
δείχνοντας	peka
επιγράμματα	epigram
έκκληση	överklaga
έκκληση	överklagande
έκκληση	överklagandet
έκκληση	överklagan
ευρωπαίων	européer
ευρωπαίων	européerna
διαχωρισμού	separering
διαχωρισμού	separation
υγρή	fuktig
υγρή	fuktigt
υγρή	fuktiga
υγρή	likvida
υγρή	flytande
υγρή	vätska
υγρή	blöt
υγρή	blöta
υγρή	våt
υγρή	vått
υγρή	blött
διαγράμματα	diagram
διαγράμματα	sjökort
κλωντ	claude
απαγωγή	kidnappning
απαγωγή	kidnappa
απαγωγή	kidnappad
απαγωγή	kidnappade
απαγωγή	kidnappat
ζάμπια	zambia
ενεργοποίηση	aktivering
ενεργοποίηση	aktiveringen
ενεργοποίηση	aktivera
ενεργοποίηση	aktivera
μηχανικά	mekaniskt
μηχανικά	mekaniskt
μηχανικά	mekaniska
μηχανικά	mekanisk
σεπτέμβρη	september
διακριτικά	insignier
διακριτικά	diskret
διακριτικά	diskreta
διακριτικά	diskret
καμπύλες	kurvor
διαβάστε	läs
διαβάστε	läst
διαβάστε	läser
διαβάστε	läsa
διαβάστε	läste
καλλιεργούνται	vuxit
καλλιεργούνται	växt
καλλιεργούνται	odlas
καλλιεργούνται	vuxen
ξίφος	svärd
αισθήσεις	sinnena
αισθήσεις	sinnen
έσωσε	räddade
έσωσε	sparade
έσωσε	sparat
έσωσε	räddad
έσωσε	sparad
καινοτομία	nyskapande
καινοτομία	innovationer
καινοτομία	innovation
φορτία	transporter
φορτία	sändningar
φορτία	laster
φορτία	belastningar
παράδεισο	himmel
παράδεισο	heaven
παράδεισο	himlen
παράδεισο	himmelriket
παράδεισο	himmelen
παράδεισο	paradiset
παράδεισο	paradis
παράδεισο	paradise
βαρσοβία	warszawa
εκδηλώνεται	manifesterar
χωράφια	fields
χωράφια	fält
χωράφια	fälten
ντίζελ	diesel
υπουργούς	ministrarna
υπουργούς	ministrar
ευγενία	eugenia
κατηγορεί	klandrar
κατηγορεί	anklagar
διάσημοι	berömt
διάσημοι	kända
διάσημοι	berömd
διάσημοι	känd
διάσημοι	berömda
διάσημοι	kändis
διάσημοι	kändisar
διάσημοι	kändisar
δαπάνη	utgifter
δαπάνη	utgifterna
αρκαδία	arcadia
στοιχειώδη	grundläggande
στοιχειώδη	elementära
στοιχειώδη	elementär
παρουσιαστής	programledare
παρουσιαστής	värd
παρουσιαστής	host
ψηλότερη	längre
ψηλότερη	längsta
αϊτή	haiti
εξάρτηση	beroende
εξάρτηση	beroende
εξάρτηση	beroendet
κώδικες	koder
κώδικες	koderna
γκάνα	ghana
κλίντον	clinton
κρατήρες	kratrar
διακριτικό	distinkt
διακριτικό	särskiljande
διακριτικό	utmärkande
διακριτικό	token
διακριτικό	diskret
διακριτικό	diskreta
λιμνών	sjöar
ύφεση	recession
ύφεση	lågkonjunkturen
ύφεση	lågkonjunktur
ύφεση	eftergift
εξαφανιστεί	försvinner
εξαφανιστεί	försvinna
εύνοια	ynnest
εύνοια	gunst
εύνοια	favör
εύνοια	ynnest
εύνοια	gynna
ανησυχίες	oroar
ανησυχίες	bekymmer
ανησυχίες	betänkligheter
ανησυχίες	farhågor
εστιατόριο	restaurang
εστιατόριο	restaurangen
ιππότη	riddare
ιππότη	knight
ιππότη	springare
χαρακτηρίζουν	karakterisera
αλβανοί	albanska
αλβανοί	albaner
αλβανοί	albanerna
χειρότερο	värsta
χειρότερο	värst
χειρότερο	sämsta
χειρότερο	sämst
χειρότερο	sämre
χειρότερο	värre
ύλες	material
οπίσθια	stjärt
οπίσθια	bakdel
οπίσθια	bakre
οπίσθια	bak
κλοντ	claude
γένοβα	genua
ράιαν	ryan
ισχυρότερη	starkare
ισχυρότερη	kraftfullare
νουβέλα	novell
νουβέλα	romanen
νουβέλα	roman
επιβεβαιώνει	bekräftar
ψηφία	siffror
πρίνσιπε	príncipe
ράπερ	rappare
κάθειρξη	fängslande
δημογραφικά	demografi
δημογραφικά	demografi
δημογραφικά	demografiska
δημογραφικά	demografisk
άουσβιτς	auschwitz
γουέλς	brunnar
γουέλς	wells
ενδιάμεση	mellannivå
ενδιάμεση	mellanliggande
κόσοβο	kosovo
φθόριο	fluor
χείλος	lip
χείλος	läppen
χείλος	läpp
χείλος	brink
χέρσελ	herschel
μελίνα	melina
σκαρφάλωσε	klättrar
σκαρφάλωσε	klättra
παραδοθεί	levererade
παραδοθεί	levereras
παραδοθεί	levererat
παραδοθεί	levererad
μασαχουσέτης	massachusetts
περιγράφηκε	beskrev
περιγράφηκε	beskrivet
περιγράφηκε	beskrivna
περιγράφηκε	beskrivs
περιβάλλει	omger
ποιητικό	poetiskt
απαγόρευσε	förbjöd
μαχαίρι	kniv
συνήθειες	vanor
επενδύσεων	investment
επενδύσεων	investering
επενδύσεων	investeringar
μόντε	monte
τραγουδά	sjunger
παράκτια	kustnära
παράκτια	kust
προσδιορίζει	anger
προσδιορίζει	specificerar
προσδιορίζει	identifierar
προσδιορίζει	identifieras
προσδιορίζει	ange
προσδιορίζει	specificera
προσδιορίζει	precisera
φωτισμού	belysning
φωτισμού	belysning
σκυλιά	hundar
σκυλιά	hund
σκυλιά	dogs
κακός	bad
κακός	dåligt
κακός	dåliga
κακός	dålig
εικασία	förmodan
εικασία	gissningar
εικασία	antagande
εικασία	spekulation
εικασία	spekulationer
ξένος	utlänning
ξένος	främling
ξένος	konstigare
ξένος	utrikes
ξένος	utländska
ξένος	utländsk
ξένος	utländskt
ξένος	främmande
ρόουζ	rose
ρόουζ	ros
προστατεύεται	skyddas
προστατεύεται	skyddad
προστατεύεται	skyddade
προστατεύεται	skyddat
μίσιγκαν	michigan
ψηλό	tall
ψηλό	lång
υποχρεωτικά	obligatoriska
υποχρεωτικά	obligatorisk
υποχρεωτικά	obligatoriskt
υποχρεωτικά	obligatorisk
υποχρεωτικά	obligatoriska
υποχρεωτικά	obligatoriskt
λιντς	leeds
λιντς	lynch
λιντς	linz
καταλαβαίνει	förstår
σύνθετη	sammansatt
σύνθετη	sammansatta
σύνθετη	komplext
σύνθετη	komplicerad
σύνθετη	komplex
σύνθετη	komplexa
σύνθετη	komplicerat
δίδυμα	tvillingarna
δίδυμα	tvillingar
προορισμός	destination
προορισμός	destinationen
προορισμός	resmål
επαναλαμβάνεται	upprepas
επαναλαμβάνεται	upprepade
επαναλαμβάνεται	upprepat
επαναλαμβάνεται	upprepad
κηλίδες	fläckar
κηλίδες	prickar
κηλίδες	fläckar
φοίνικας	fenix
φοίνικας	phoenix
ανέμους	vindar
ανέμους	vindarna
σάμιουελ	samuel
αμνηστία	amnesti
αμνηστία	amnesty
προσφέρθηκε	erbjöd
προσφέρθηκε	erbjuds
προσφέρθηκε	erbjudna
προσφέρθηκε	erbjuden
ισλαμική	islamisk
ισλαμική	islamistiska
ισλαμική	islamiska
ισλαμική	islamska
εχθροί	fientliga
εχθροί	ovänner
εχθροί	fiender
γυρισμάτων	filmar
γυρισμάτων	filma
κλάσμα	bråkdel
κλάσμα	fraktionen
κλάσμα	fraktion
αναψυχής	rekreation
αναψυχής	fritids
αναψυχής	fritid
νεα	ny
νεα	nyhet
νεα	nya
νεα	nytt
νεα	nyheter
νεα	news
νεα	nyhet
νεα	nyheterna
καινοτομίες	nyskapande
καινοτομίες	innovationer
καινοτομίες	innovation
καινοτομίες	innovationer
ημίχρονο	halvtid
ημίχρονο	halvlek
απαγορεύτηκε	förbjudna
απαγορεύτηκε	förbjuden
απαγορεύτηκε	förbjudet
απαγορεύτηκε	spärrad
σταματά	slutar
σταματά	stoppar
σταματά	hållplatser
νόρμαν	norman
επιπροσθέτως	dessutom
βαλουά	valois
μετοχές	lager
μετοχές	stockar
μετοχές	bestånd
μετοχές	delningar
μετοχές	aktier
μετοχές	delar
μετοχές	andelar
επαναστάσεις	varv
επαναστάσεις	revolutioner
νύμφες	nymfer
κάλπες	opinionsundersökningar
κάλπες	undersökningar
κάλπες	omröstningar
κάλπες	enkäter
περιμένω	väntande
περιμένω	väntan
περιμένω	väntar
κάθεται	sitter
στέκεται	står
στέκεται	stående
στέκεται	står
κλάους	klaus
αριστοκρατία	aristokratin
γενέθλια	födelsedagar
γενέθλια	födelsedatum
γενέθλια	födelsedag
υπηρετεί	tjänar
υπηρετεί	serverar
περίληψη	sammanfattning
περίληψη	summering
περίληψη	sammandrag
αμφιβολίες	tvivel
ευριπίδης	euripides
πυκνή	täta
πυκνή	tät
ατυχήματα	olycksfall
ατυχήματα	olyckor
μάγια	maia
μάγια	maya
μάγια	maja
θανάτους	dödsfall
εργαζόμενοι	arbetare
εργαζόμενοι	arbetstagare
εργαζόμενοι	anställda
εργαζόμενοι	medarbetare
επανέλαβε	repetera
επανέλαβε	upprepar
επανέλαβε	upprepa
επιμονή	ihärdighet
επιμονή	uthållighet
επιμονή	envishet
επιμονή	ihärdighet
επιμονή	uthållighet
επιμονή	beständighet
λούκα	luca
λούκα	lucca
λούκα	luka
καμβά	canvas
καμβά	duk
φρέντερικ	frederic
φρέντερικ	frederick
φρέντερικ	fredrik
μανία	fury
μανία	raseri
μανία	mani
λιμνοθάλασσα	lagunen
ακολουθίες	sekvenser
ψυχολογική	psykologisk
ψυχολογική	psykologiskt
ψυχολογική	psykiskt
ψυχολογική	psykologiska
ψυχολογική	psykiska
ρόζα	rosa
οσμάν	osman
λεπτομερή	detaljerade
λεπτομερή	detaljerat
λεπτομερή	detaljerad
λεπτομερή	utförlig
τυρί	ost
κίτρινη	gula
κίτρινη	gult
κίτρινη	gul
γρήγορο	snabbt
γρήγορο	snabb
γρήγορο	snabba
συντομογραφίες	förkortningar
ανοχή	tolerans
αποδέχεται	godtar
αποδέχεται	accepterar
αποδέχεται	accepteras
μπατίστα	batista
ισχυρότερο	starkaste
ισχυρότερο	starkast
ερωτικό	erotisk
ερωτικό	erotiskt
ερωτικό	erotiska
άπω	distala
καταχώρηση	inresa
καταχώρηση	post
καταχώρηση	inträde
καταχώρηση	ingång
καταχώρηση	registrering
