partigiani	partisaner
entrate	indtægt
cancelliere	forbundskansler
cancelliere	kansler
cancelliere	kansleren
cancelliere	justitssekretær
primogenito	førstefødte
incidenti	arbejdsulykker
incidenti	ulykker
incidenti	uheld
incidenti	ulykkestilfælde
incidenti	hændelser
sonda	sonde
sonda	sonden
boeing	boeing
applicare	ansøge
applicare	anvend
finanze	finansiere
finanze	finans
finanze	finanser
finanze	finansiering
finanze	finanser
livio	livio
grasso	fede
grasso	tykke
grasso	fedtstof
grasso	fed
grasso	fedt
grasso	fede
annuncio	meddelelse
annuncio	bekendtgørelse
annuncio	udmelding
annuncio	annoncering
innumerevoli	utallige
innumerevoli	utallige
aggregato	aggregerede
consacrato	salvet
consacrato	indviet
collettivo	kollektivt
collettivo	kollektiv
febbre	feber
sella	sella
sella	sadel
sella	saddel
sella	sadlen
cacciatore	jæger
cacciatore	jægeren
cacciatore	hunter
cacciatore	jæger
mattoni	mursten
mattoni	klodser
mattoni	brick
mattoni	mursten
seta	silke
ideali	ideal
ideali	idealer
ideali	ideal
ideali	ideelt
ideali	ideelle
ideali	ideel
primera	primera
liberali	liberale
liberali	liberale
liberali	liberal
liberali	liberalt
elettronico	elektronisk
elettronico	elektroniske
animati	animeret
estetica	æstetik
estetica	æstetiske
sonno	søvnig
sonno	sover
sonno	sleep
sonno	søvn
sonno	sove
sonno	sov
sonno	sovende
sonno	sover
sonno	sove
shadow	skygge
shadow	shadow
shadow	skyggen
occupare	besætter
occupare	besætte
occupare	besætte
occupare	besætter
eccezionale	udestående
eccezionale	ekstraordinær
eccezionale	undtagelsesvis
incisioni	indgravering
lopez	lópez
lopez	lopez
progressivo	gradvist
progressivo	gradvis
progressivo	progressiv
progressivo	fremadskridende
progressivo	gradvis
progressivo	progressive
progressivo	progressivt
sardo	sardiske
rischi	risici
rischi	farer
rischi	farerne
rischi	risici
rischi	risici
rischi	risiko
fusto	fustage
fusto	stamceller
rumore	støj
rumore	larm
specializzato	specialiseret
specializzato	specialiserede
specializzato	specialiseret
specializzato	specialiserede
cedere	afhænde
palestina	palæstina
rinascita	genfødsel
rinascita	genoplivning
kyle	kyle
abc	abc
sciatore	skiløber
scout	scout
scout	spejder
scout	spejderne
scout	spejdere
arabia	arabien
eccessiva	overdrevet
eccessiva	overdreven
osservata	observeret
osservata	observerede
osservata	iagttaget
attrazione	tiltrækning
divieto	ban
divieto	forbyde
divieto	forbud
divieto	forbud
earl	earl
earl	jarl
nana	nana
intelligente	snedigt
intelligente	klog
intelligente	smart
intelligente	intelligente
intelligente	intelligent
intelligente	kvik
intelligente	klog
intelligente	kloge
intelligente	smart
minoranza	mindretallet
minoranza	minoritet
minoranza	mindretal
navarra	navarra
navarra	pamplona
navarra	navarra
abraham	abraham
meriti	fortjener
meriti	fortjene
meriti	fortjent
meriti	fortrin
meriti	fortjenester
meriti	fortjeneste
michail	mikhail
michelle	michelle
molecola	molekyle
square	firkant
square	firkantet
square	square
square	kvadrat
square	torv
anversa	antwerpen
steel	stål
magica	magi
magica	trylleri
magica	magic
magica	magiske
magica	magisk
magica	magiske
magica	magisk
significative	betydningsfuldt
significative	betydelige
significative	betydende
significative	betydelig
significative	væsentlig
significative	signifikant
bacio	kysser
bacio	kysse
bacio	kys
spara	skyde
spara	skyd
spara	skyder
spara	skyder
elisa	eliza
elisa	elisa
rispose	svarede
rispose	besvarede
rispose	besvaret
supergigante	superkæmpe
sensibile	følsomme
sensibile	følsom
sensibile	følsomt
generico	generiske
generico	generisk
cartoni	kartoner
cartoni	pap
guarnigione	garrison
coll	sml
incantesimo	fortryllelse
incantesimo	besværgelse
incantesimo	trylleformular
incantesimo	besværgelse
incantesimo	stave
incantesimo	fortryllelse
spade	sværd
spade	spade
senna	vod
senna	seine
senna	senna
oliva	olive
oliva	oliven
oliva	oliva
bureau	præsidium
bureau	præsidiet
bureau	bureau
bureau	bureauet
orsini	orsini
innocenzo	uskyldig
innocenzo	uskyldige
innocenzo	uskyldigt
ramírez	ramirez
medievali	middelalder
medievali	middelalderlige
diamond	diamanter
diamond	diamond
diamond	diamant
diamond	diamanten
mappe	kort
mappe	landkort
soccer	fodbold
chang	chang
miniera	mit
miniera	mine
miniera	min
umanista	humanistiske
umanista	humanistisk
umanista	humanistiske
umanista	humanistisk
battute	vittigheder
battute	jokes
battute	vitser
determina	bestemmer
determina	fastslår
determina	afgør
determina	bestem
determina	bestemme
determina	afgør
onorario	honorære
trovate	finde
trovate	find
trovate	finder
selezionato	valgt
selezionato	valgte
selezionato	udvalgte
selezionato	udvalgt
selezionato	markeret
nido	nest
nido	reden
nido	rede
pubblicamente	offentligt
ordinaria	ordinært
ordinaria	ordinær
belli	smukt
belli	smukke
belli	smuk
belli	smukkeste
belli	belli
bundesliga	bundesliga
riso	rice
riso	ris
player	player
player	spilleren
player	spiller
player	afspiller
volpe	fox
volpe	ræv
volpe	ræven
poker	poker
oscura	obskure
mortale	dødbringende
mortale	dødelig
mortale	dødelige
mortale	dødeligt
mortale	dødelig
mortale	fatalt
mortale	fatal
mortale	fatale
mortale	dødeligt
mortale	dødelig
mortale	dødelige
opzione	tilvalg
opzione	mulighed
opzione	indstilling
opzione	valgmulighed
strana	mærkeligt
strana	underlig
strana	underligt
strana	mærkelig
strana	mærkeligt
strana	underlig
strana	underligt
strana	besynderligt
strana	mærkelig
interviste	interview
interviste	samtaler
interviste	interviews
interviste	interviewer
interviste	afhøringer
celebrare	fejrer
celebrare	fejre
celebrare	fejres
giovinezza	ungdommen
giovinezza	ungdoms
giovinezza	unge
giovinezza	ungdom
guitar	guitar
guitar	guitaren
succeduto	lykkedes
sostituisce	erstatter
vinti	vandt
vinti	vundet
vinti	besejrede
some	nogle
sommergibile	ubåden
sommergibile	ubåd
sommergibile	ubåd
cantoni	kantoner
denver	denver
costruttore	bygmester
costruttore	fabrikanten
costruttore	producent
costruttore	fremstillere
costruttore	fremstiller
costruttore	fabrikant
pci	pci
württemberg	württemberg
baptiste	baptiste
toscano	toscanske
vicente	vicente
intel	efterretninger
intel	intel
elettrici	elektriske
elettrici	elektrisk
southern	sydlige
cicero	cicero
batte	slår
bonifacio	bonifacio
bonifacio	boniface
loira	loire
madison	madison
lupi	ulvene
lupi	ulve
lupi	wolf
lupi	ulven
lupi	ulve
lupi	ulv
abuso	misbrug
abuso	mishandling
abuso	misbrug
abuso	overgreb
capolinea	terminus
moretti	moretti
spiriti	ånder
spiriti	humøret
spiriti	brændevin
spiriti	spiritus
dirty	beskidt
dirty	frækt
dirty	dirty
dirty	snavset
dirty	beskidte
sosta	mellemlanding
wisconsin	wisconsin
gesuita	jesuit
linguista	lingvist
lang	lang
restaurato	renoveret
restaurato	genoprettet
restaurato	gendannet
restaurato	genetableret
restaurato	genindsat
restaurato	genskabt
tunisia	tunesien
sconfiggendo	besejre
joey	joey
sophie	sophie
povero	fattig
povero	stakkels
povero	fattige
turistico	turist
rivelazione	åbenbaring
rivelazione	afsløring
impegnata	travlt
impegnata	optaget
impegnata	travl
meyer	meyer
sottili	tynd
sottili	tyndt
sottili	tynde
cmq	btw
spia	spion
spia	udspionere
spia	spionen
becco	næb
becco	næb
becco	næbbet
combustibile	brændstoffer
combustibile	brændstof
combustibile	brændsel
viso	ansigts
viso	ansigt
viso	ansigtet
viso	fjæs
viso	face
fischer	fischer
schiena	retur
schiena	ryg
schiena	tilbage
fiamma	flamme
fiamma	flammen
fiamma	flammer
risparmio	opsparing
risparmio	besparelser
risparmio	besparelse
risparmio	opsparing
risparmio	besparelse
risparmio	gemmer
risparmio	redde
risparmio	besparelser
mercanti	købmænd
mercanti	handlende
brooks	brooks
dorothy	dorothy
facebook	facebook
sostituendo	udskiftning
sostituendo	erstatter
sostituendo	afløser
sostituendo	erstatte
motion	bevægelse
byron	byron
angiò	anjou
gómez	gomez
gómez	gómez
annie	annie
fianchi	hip
fianchi	hoften
fianchi	hofte
fianchi	hofter
fianchi	hofterne
fianchi	flanker
bull	bull
finanza	finansiere
finanza	finans
finanza	finanser
finanza	finansiering
finanza	finanser
pressioni	pres
pressioni	tryk
pressioni	presset
pressioni	pres
deboli	besvime
deboli	besvimer
deboli	svagt
deboli	svage
deboli	svag
metalli	metaller
metalli	metal
metalli	metaller
metalli	metal
chirurgia	operation
chirurgia	kirurgi
chirurgia	kirurgisk
diminuzione	faldt
diminuzione	sænket
diminuzione	mindsket
diminuzione	nedsat
diminuzione	reduceret
diminuzione	formindsket
diminuzione	nedgang
diminuzione	fald
conferenze	konferencerne
conferenze	konferencer
andrés	andrés
seguiti	fulgte
seguiti	efterfulgt
seguiti	fulgt
seguiti	følges
loc	loc
vulcano	vulkanen
vulcano	vulkan
vulcano	vulcan
sonoro	lyd
sonoro	lyde
sonoro	sound
sonoro	lyden
dialoghi	dialogen
dialoghi	dialog
dialoghi	dialoger
adelaide	adelaide
radiale	radial
concludere	indgå
concludere	konkludere
schmidt	schmidt
ice	is
ice	køl
ice	ice
molecolare	molekylær
sepoltura	begravelse
cohen	cohen
tumore	tumor
tumore	svulst
tumore	tumor
tumore	svulst
tumore	kræft
tumore	cancer
tumore	kræften
cliente	kunden
cliente	kunde
cliente	klienten
cliente	kunden
cliente	klient
cliente	kunde
biografico	biografiske
incisa	graveret
incisa	indgraveret
rovina	ruin
rovina	ødelægge
brevemente	kortvarigt
break	bryde
break	pause
break	bræk
break	bryd
break	break
scade	udløber
scade	udløber
scade	udløbe
harvard	harvard
bolognese	bolognese
incoronazione	kroning
affermare	hævde
mantello	kappe
mantello	cape
mantello	kap
mantello	kåbe
mantello	kappe
mantello	kåbe
mantello	kåbe
mantello	mantle
angoli	hjørner
angoli	hjørnerne
angoli	vinkler
angoli	synsvinkler
edge	rand
edge	kant
edge	edge
edge	kanten
duchi	dukes
duchi	duke
duchi	hertug
sospetti	mistanke
sospetti	mistænkelig
sospetti	suspekt
sospetti	mistænkt
sospetti	mistænkte
sospetti	mistænkte
sospetti	mistænkelig
sospetti	mistænkeligt
sospetti	suspekt
sospetti	mistænkelige
sospetti	mistænksom
sospetti	mistanke
sospetti	mistænksomhed
sospetti	mistanke
sospetti	mistanker
sanità	sundhed
sanità	helbred
contribuisce	bidrager
contribuisce	bidrage
tributo	hyldest
approfondimento	uddybelse
approfondimento	uddybning
imposta	sæt
imposta	indstillet
imposta	sat
imposta	afgift
imposta	skatte
zhang	zhang
estone	estiske
estone	estisk
split	flækker
split	delt
split	opdelt
split	split
control	kontrol
control	control
control	kontroller
miti	myter
tigre	tiger
tigre	tigeren
portico	veranda
portico	verandaen
portico	portico
spiegazioni	forklaring
spiegazioni	redegørelser
spiegazioni	forklaring
spiegazioni	forklaringer
hudson	hudson
granata	granat
subsp	subsp
bordeaux	bordeaux
biblioteche	bibliotekerne
biblioteche	biblioteker
biblioteche	bibliotek
biblioteche	biblioteket
amiche	friends
amiche	venner
amiche	vennerne
amiche	veninder
corolla	corolla
tales	tales
tales	fortællinger
emiliano	emiliano
mercurio	kviksølv
mercurio	mercury
martirio	martyrium
piattaforme	platforme
piattaforme	perron
piattaforme	platform
piattaforme	perronen
piattaforme	platformen
fascio	beam
fascio	bjælke
fascio	stråle
fascio	bundt
consisteva	bestod
uci	uci
montenegro	montenegros
montenegro	montenegro
aiuti	bistand
aiuti	støtte
missionario	missionær
vasco	vasco
damiano	damien
damiano	damian
damiano	damiano
remake	genindspilning
disturbo	uorden
disturbo	lidelse
disturbo	forstyrrelse
disturbo	uroligheder
burton	burton
birmingham	birmingham
fleming	flemming
fleming	fleming
determinazione	beslutsomhed
determinazione	bestemmelse
determinazione	fastlæggelse
font	skrifttyper
font	skrifttypen
font	font
font	skrifttype
cfr	cfr
berlina	sedan
cold	fryser
cold	kold
cold	koldt
cold	kulde
cold	kolde
creek	bæk
creek	creek
suddivisioni	underafsnit
suddivisioni	flækker
suddivisioni	splitter
suddivisioni	opdeler
suprema	supreme
metallica	metallica
metallica	metalliske
metallica	metallisk
tradotta	oversat
ruth	ruth
dee	dee
scartamento	sporvidde
amministrazioni	forvaltninger
amministrazioni	administrationer
tip	spids
tip	drikkepenge
tip	tip
kane	kane
occasionalmente	lejlighedsvise
occasionalmente	lejlighedsvis
orléans	orleans
orléans	orléans
complessità	kompleksitet
complessità	komplekst
complessità	kompliceret
complessità	indviklet
complessità	komplekse
complessità	kompleks
complessità	komplekst
cliff	klippe
cliff	klint
cliff	cliff
adventure	eventyr
adventure	eventyret
cum	sperm
rifiutato	forkastet
rifiutato	afviste
rifiutato	afvist
rifiutato	afviste
rifiutato	nægtet
rifiutato	afslået
rifiutato	afviste
rifiutato	afvist
rifiutato	afslået
chirurgo	kirurg
chirurgo	kirurgen
chirurgo	kirurger
celebrazione	festdag
celebrazione	fest
celebrazione	fejring
voluta	eftersøgte
voluta	efterlyst
voluta	eftersøgt
voluta	ønskede
resistere	modstå
resistere	modstår
ecuador	ecuador
sainte	sainte
fiandre	flandern
circondata	omringet
circondata	omgivet
viceré	vicekonge
koch	koch
cox	cox
repubblicana	republikanere
repubblicana	republikanske
repubblicana	republikaner
repubblicana	republikanerne
numerazione	nummerering
viterbo	viterbo
montevideo	montevideo
soddisfare	opfylde
soddisfare	tilfredsstille
cantieri	værfter
cantieri	skibsværfter
toledo	toledo
paulo	paulo
lanciata	igangsat
lanciata	lanceret
lanciata	iværksat
segmento	segment
segmento	indslag
teodoro	theodore
teodoro	teodoro
ass	ass
ass	røv
chiusi	lukkede
chiusi	lukket
ginocchio	knæ
ginocchio	knæet
guadagnare	tjene
