категорія	категория
влаштовує	допустимо
влаштовує	приемливи
влаштовує	приемлива
влаштовує	приемлив
мрії	сънища
мрії	мечтите
мрії	мечти
обробку	преработване
обробку	преработка
обробку	обработване
обробку	обработка
обличчям	фейс
обличчям	лицето
обличчям	лице
обстріл	бомбардировки
обстріл	бомбардировка
харчові	хранителна
харчові	хранително
рум	руж
мітинг	митинг
мітинг	рали
точні	точен
точні	точен
точні	точна
точні	точни
точні	точен
петрова	петрова
вірша	поема
вірша	стихотворение
загострення	изтъняване
зміщення	компенсиране
зміщення	компенсира
масивів	масиви
вулканів	вулкани
вулканів	вулканите
скоротити	тапицерия
скоротити	съкратено
скоротити	съкратен
скоротити	съкрати
дзюдо	джудо
свідоцтво	безумие
свідоцтво	лудост
сонячні	слънчево
сонячні	слънчева
сонячні	слънчеви
рай	рай
рай	раят
рай	рая
рай	небето
рай	рай
рай	раят
рай	рая
таїланд	тайланд
депресії	подтиснат
депресії	депресиран
депресії	депресирана
командний	cmd
командний	командване
командний	команда
командний	командата
язи	мускулите
язи	мускули
нащадок	наследник
нащадок	дете
печатки	печат
печатки	тюлен
печатки	сийл
вибрав	избра
гері	гери
гері	гари
айдахо	айдахо
радше	тор
доводить	доказва
шкала	мащаб
шкала	скала
терор	терор
терор	ужас
коронації	коронацията
телефони	телефони
оттава	отава
стрільці	стрелци
стрільці	стрелци
стрільці	стрелците
вертикальні	вертикален
вертикальні	вертикално
вертикальні	вертикална
вертикальні	вертикални
попова	попова
повені	наводнения
повені	наводненията
ребра	ребра
ребра	ребрата
ребра	ребро
ребра	ръба
ребра	ръб
кави	кафета
артерії	емболия
мури	стени
мури	стените
лестер	лестър
лестер	лестър
притулку	убежище
впала	падна
впала	паднала
впала	паднал
впала	паднал
впала	паднали
впала	паднало
впала	паднала
змінюють	неблагоприятно
натовп	тълпа
натовп	тълпата
ядерна	ядрено
ядерна	ядрен
ядерна	ядрена
ядерна	атомна
ядерна	ядрени
геолог	геолог
діаграма	диаграма
діаграма	диаграма
діаграма	картона
ломоносова	ломоносов
левченко	левченко
султанат	султанат
трансляції	предавания
трансляції	подкаст
страху	страх
трубки	тръби
ядерні	ядрено
ядерні	ядрен
ядерні	ядрена
ядерні	атомна
ядерні	ядрени
бригад	бригади
кажу	казвайки
кажу	кажи
каналом	лула
каналом	тръбата
каналом	тръба
каналом	канал
каналом	каналът
ведуться	положени
зосереджена	концентриран
зосереджена	концентрирана
зосереджена	концентрирани
родовід	родословието
моментів	мигове
моментів	моменти
молодші	незначителни
делегація	делегация
делегація	делегиране
пограбування	ограбва
пограбування	грабеж
пограбування	обири
пограбування	обир
перетворює	преобразува
перетворює	трансформира
світи	светове
лонг	дълги
лонг	дълго
лонг	дълъг
лонг	лонг
додатки	приложения
додатки	заявления
додатки	молби
додатки	екстри
додатки	приложения
додатки	разширения
додатки	приставки
підтвердили	потвърдено
підтвердили	потвърден
підтвердили	потвърдена
підтвердили	потвърдени
йоган	йохан
йоган	йохан
міцно	стегнат
міцно	стегнато
міцно	здраво
міцно	стегната
помітити	забележи
помітити	известие
помітити	предизвестие
помітити	забележете
поворот	завъртане
поворот	въртене
додаткове	напреднал
додаткове	напреднала
додаткове	разширено
додаткове	напреднали
благословення	благословията
благословення	благословия
благословення	благословията
благословення	блага
благословення	благословия
успенський	успенски
центрах	центровете
центрах	центрове
карпенко	карпенко
романо	романо
чехи	чехи
сітки	мрежа
сітки	решетка
яскравий	красноречив
яскравий	ярки
ральф	ралф
долинах	велт
відправити	изпращане
відправити	изпрати
відправити	изпратете
квадратний	квадратна
квадратний	квадратни
квадратний	квадратен
квадратний	квадрат
квадратний	площад
експерти	експерти
експерти	експертите
опіки	бърнс
опіки	гори
опіки	изгаряния
опіки	надзор
цілісність	почтеност
цілісність	цялост
берклі	бъркли
пропустив	пропуснати
пропустив	пропуснали
пропустив	пропусна
пропустив	пропуснал
карток	картите
карток	карти
карток	картички
шкірі	тръпки
набоїв	патрони
набоїв	касети
набоїв	патроните
фракція	фракция
долар	долар
борг	борг
борг	заем
борг	дългове
борг	дълг
схвалення	одобрение
схвалення	одобряване
іноземний	чужди
іноземний	чуждестранни
іноземний	чужд
іноземний	чужда
іноземний	чужденец
фбр	фбр
мотив	мотив
бронювання	резервация
бронювання	резерват
бронювання	резервация
кастро	кастро
універсальна	универсален
універсальна	универсално
універсальна	универсална
універсальна	универсални
тенор	тенор
залишаючи	напускане
чайковський	чайковски
танзанії	танзания
кредит	кредитиране
кредит	кредит
кредит	заем
кілометр	километър
кілометр	километър
небезпека	опасност
небезпека	опасност
небезпека	опастност
резерв	резерв
резерв	резерви
резерв	резерва
розбили	разорен
розбили	разорени
львович	авербах
динозаврів	динозаврите
динозаврів	динозаври
процедуру	процедура
регбі	ръгби
лисиця	фокс
лисиця	лисица
лисиця	fox
колоністів	колонисти
роуз	роуз
роуз	роза
роуз	розата
ліон	лайън
ліон	лион
запропонувала	замислена
запропонувала	замислен
запропонувала	заченат
піттсбург	питсбърг
лікарська	officinalis
базовий	основа
базовий	база
базовий	основна
базовий	основни
базовий	основен
вузький	кондензирано
вузький	тясно
вузький	тясна
вузький	тесни
вузький	тесен
степових	момини
косова	косово
цитати	цитат
цитати	цитирам
цитати	кавички
цитати	цитати
цитати	цитати
адміністрування	админ
адміністрування	администратор
адміністрування	администриране
адміністрування	администрация
радість	радост
радість	джой
калібр	калибър
мелодрама	мелодрама
кримінальне	престъпник
кримінальне	престъпно
кримінальне	целулоза
вбивці	убийците
вбивці	убийци
вбивці	убийци
вбивці	убийци
відкриваються	отваря
попереднє	прев
попереднє	предварителна
попереднє	предварителни
попереднє	предварителен
попереднє	предишна
попереднє	предишни
попереднє	предишен
попереднє	предишно
втекли	избяга
втекли	избягали
втекли	избягал
шпиталь	болница
шпиталь	болницата
батарея	батерията
батарея	акумулатор
батарея	батерия
батарея	батерии
чаю	чай
виклав	теглен
закінчити	завърши
закінчити	довърши
закінчити	довърша
закінчити	край
одружена	женени
одружена	женена
одружена	омъжена
одружена	женен
понеділок	понеделник
платформу	перон
платформу	платформата
платформу	платформа
динамічний	динамична
динамічний	динамични
динамічний	динамика
динамічний	динамично
динамічний	динамичен
труба	лула
труба	тръбата
труба	тръба
труба	тръбичка
труба	туба
труба	тръба
труба	тромпет
русини	русини
шин	шийн
шин	овладяването
шин	усъвършенстване
теніс	тенис
йоганна	джоана
йоганна	йоана
грей	сив
грей	сиво
грей	сива
грей	сиви
грей	грей
щоденно	дневна
щоденно	дневен
щоденно	ежедневно
щоденно	дневно
доменіко	доменико
миші	мишки
миші	маус
миші	миши
миші	мишки
миші	мишка
піддаються	прелъсти
піддаються	съблазни
братислава	братислава
підписати	табела
підписати	знак
порівняти	сравни
порівняти	сравнение
порівняти	сравняване
іспити	изпит
іспити	изпити
жертвами	жертвите
жертвами	жертви
подруга	гадже
подруга	приятелката
подруга	приятелка
подруга	приятелка
подруга	приятелю
подруга	приятел
календарі	календари
молитва	молитва
стабільність	стабилност
стабільність	устойчивост
пости	вертолети
пости	хеликоптери
пости	варени
пости	постове
пости	публикации
тай	тай
тай	таи
кропивницький	марк
кропивницький	отбелязване
спокій	спокойна
спокій	бдителност
зомбі	зомби
зомбі	зомбита
хворим	болно
хворим	болен
хворим	болни
хворим	болна
гарматами	оръдия
необхідного	съществени
необхідного	съществена
необхідного	съществено
уаз	оаз
демократичні	демократично
демократичні	демократичен
демократичні	демократични
демократичні	демократична
крамниці	магазини
єврей	евреин
астероїди	астероид
астероїди	астероиди
астероїди	камъни
астероїди	скали
костюми	костюми
костюми	костюмите
костюми	костюми
прогноз	прогноза
прогноз	прогноза
засновники	основатели
засновники	основателите
засновники	основаването
гарні	добър
гарні	добро
гарні	добре
спеціалізована	специализирана
спеціалізована	специализиран
спеціалізована	специализирани
фігуру	късче
фігуру	парченце
фігуру	парче
керували	постанови
наближається	подходи
наближається	приближава
наближається	очаквайте
наближається	идва
наближається	идвам
зустріли	срещна
зустріли	мет
ліза	лиза
ліза	лиса
ліза	лис
точне	точен
ковель	ковел
чутливість	чувствителност
румунська	румъния
румунська	румънски
румунська	румънска
робінсон	робинсън
вбивця	убийствен
вбивця	убиец
вбивця	убиец
паркер	паркър
помітили	забелязал
скрипаль	цигулар
штефан	стефан
штефан	стефан
представляти	представляват
паралельні	паралелно
паралельні	успоредно
паралельні	успоредни
паралельні	паралелна
паралельні	паралелни
степів	степи
подробиці	детайли
подробиці	подробности
подробиці	подробност
подробиці	детайл
набрали	отбеляза
набрали	вкара
єреван	ереван
реєстрація	регистър
реєстрація	регистрация
реєстрація	регистриране
листівки	картички
взаємини	връзки
взаємини	взаимоотношения
взаємини	връзките
взаємини	отношения
повторення	повторение
повторення	възникване
повторення	настъпване
повторення	повтаряне
повторення	повторения
повторення	повтаряне
повторення	повторение
повторення	повтаряне
повторення	повторение
студентам	студенти
студентам	ученици
гаврилович	чернишевски
сходить	изгрява
вижити	оцелява
вижити	оцелее
норман	норман
надаються	са
перемишль	пшемишъл
партнери	партньори
партнери	съдружници
голосом	гласът
голосом	глас
екваторіальної	екваториална
леонард	ленард
леонард	леонард
леонард	ленърд
емма	ема
емма	емма
перекриття	покриване
кор	кор
кор	кр
представила	въведен
представила	въведено
представила	въведена
представила	въведени
емблеми	емблеми
аргентинський	дого
аргентинський	аржентински
поставила	рискува
громадянам	граждани
громадянам	гражданите
самара	самара
теології	теология
зловживання	малтретиране
зловживання	злоупотреби
зловживання	злоупотреба
вольф	волф
кратери	кратери
італійці	италианците
італійці	италианци
цру	цру
цру	цру
філіппіни	филипините
підвид	подвид
сказала	каза
сказала	саид
банди	бандите
банди	банди
банди	банда
опори	подпори
чув	чул
чув	чух
вернер	вернер
обурення	възмущение
обурення	негодувание
обурення	възмущение
ховається	дебнат
ховається	крие
ховається	укриване
ховається	криене
пляжі	плажове
пляжі	плажовете
баха	баха
урожай	жътва
урожай	реколта
генуя	генуа
протоколів	протоколите
протоколів	протоколи
тренерів	маратонки
тренерів	инструктори
тренерів	треньори
хуана	хуана
викидів	емисиите
викидів	емисии
сховище	склад
сховище	съхранение
сховище	складиране
сховище	съхраняване
сховище	хранилището
сховище	хранилище
анальний	анално
анальний	анален
досягло	пиърсинг
купа	купчина
хворий	болна
хворий	болно
хворий	болен
хворий	болни
хворий	болна
ацтеків	ацтеките
докладно	подробност
докладно	детайл
комета	кометата
комета	комета
михаїл	майкъл
мирослава	мирослава
кота	овес
кота	овесени
запрошені	поканени
запрошені	поканена
запрошені	поканен
близькість	интимност
духовенство	духовенството
камері	карцера
камері	бригаден
стрільба	стрелба
джакомо	джакомо
лінійна	линейни
лінійна	линеен
лінійна	линейна
відповісти	отговори
відповісти	отговор
відповісти	проследяване
далекі	далечна
місячний	месечна
місячний	месечно
місячний	месечни
місячний	месечен
місячний	лунен
філ	фил
чиста	чисто
чиста	чист
чиста	чиста
етика	етика
втеча	бягство
втеча	бягство
франкфурт	франкфурт
вагітність	бременност
літрів	литра
літрів	литра
лавра	лавра
рожевий	розово
рожевий	розов
рожевий	розова
рожевий	розови
диво	учудващо
диво	изненадващо
диво	чудо
диво	чудото
ягоди	ягодите
ягоди	ягоди
ягоди	сливи
любомир	любомир
йон	йоун
уругвай	уругвай
церквах	църкви
церквах	църквите
вашингтона	уошингтън
вашингтона	вашингтон
артема	артьом
виграє	печели
метью	матю
метью	матей
співати	пеенето
співати	пея
співати	пее
співати	пеене
співати	пеейки
розширена	ипп
розширена	разширени
розширена	разширена
розширена	удължен
розширена	разширен
розширена	разширено
алгебра	алгебра
абдул	абдул
перепрошую	съжалявам
перепрошую	сори
обрядів	обреди
обрядів	ритуали
людський	човешка
людський	човешко
людський	човек
людський	човешки
хмар	облаци
хмар	облаците
псевдоніми	никс
псевдоніми	прякори
псевдоніми	псевдоними
доходить	снимам
доходить	снимането
доходить	снимаш
доходить	снимане
арка	арка
мозамбіку	мозамбик
купує	купува
ямато	ямато
коронація	коронацията
границі	граници
границі	ограничения
границі	предел
македонський	македонска
македонський	македонски
знайомі	позната
знайомі	познати
знайомі	познат
знайомі	познато
знайомі	запознат
знайомі	позната
знайомі	познати
знайомі	запознанство
знайомі	познат
знайомі	познати
підручника	наръчник
ставився	лекувани
ставився	обработен
ставився	обработени
ставився	третирани
ставився	лекувана
класицизм	класицизъм
службовця	военнослужещ
показала	показа
кішка	котарак
кішка	котка
кішка	кат
кішка	коте
карабаської	карабах
халіфат	халифата
усунути	елиминира
страждання	страданието
страждання	страда
страждання	страдания
страждання	страдание
страждання	беда
оточують	обкръжени
оточують	обкръжен
оточують	обграден
оточують	обградени
оточують	заобиколен
практичний	практично
практичний	практичен
практичний	практически
практичний	практическо
практичний	практична
краса	красавица
краса	прелест
краса	красота
інструкцій	преобразувателя
професіоналізм	професионализъм
душанбе	душанбе
гончар	потър
діана	даяна
діана	диана
ліквідація	ликвидиране
ліквідація	ликвидация
деревина	дървен
деревина	дърва
деревина	дървесина
деревина	дървени
деревина	дърво
белл	бел
белл	камбана
белл	звънче
белл	звънец
реалізовано	приложено
реалізовано	приложени
оклахома	оклахома
коаліція	коалиция
коаліція	коалицията
дискусія	дискусия
дискусія	обсъждания
дискусія	дискусии
дискусія	обсъждане
дискусія	обсъжда
стрічок	касети
стрічок	ленти
приєдналася	съединени
рівний	равно
рівний	равни
коса	плюе
розмова	разговор
розмова	разговори
розмова	беседа
розмова	говори
розмова	поговорим
риса	черта
конкурентів	конкуренти
конкурентів	съперници
конкурентів	конкурент
конкурентів	състезател
інфекційних	инфекциозни
істота	създание
істота	същество
перехідний	преходни
перехідний	преходно
перехідний	преходна
перехідний	преходна
перехідний	преходно
перехідний	преходни
ера	възраст
планка	планк
єгипетський	египетски
вічний	вечна
вічний	вечни
вічний	вечен
нитки	нишки
нитки	нишка
нитки	конец
нитки	конци
кинув	изхвърля
імпорт	внасяне
імпорт	внос
імпорт	внасяне
імпорт	импортиране
імпорт	внос
американською	нса
американською	анс
гранати	гранат
активи	активи
серверів	сървъри
серверів	сървърите
розкрити	разшири
розкрити	разрастване
розкрити	разширяване
службовець	чиновник
мобільний	мобилни
мобільний	мобилен
мобільний	мобилно
мобільний	мобилна
визнають	разпознава
шанси	шансове
місячного	месечна
місячного	месечно
місячного	месечни
місячного	месечен
челентано	челентано
мечем	сабя
мечем	мечът
мечем	меч
сербська	сърбин
сербська	сръбски
сербська	сръбска
сербська	сръбско
сербська	сърбин
сербська	сръбски
підкріплення	подкрепления
ходить	отива
ходить	разходки
кліматичних	климатични
інтелект	интелигентност
інтелект	разузнаване
інтелект	интелект
інтелект	интелект
автоматичний	автоматично
автоматичний	авто
автоматичний	автоматична
автоматичний	автоматични
автоматичний	автоматично
автоматичний	автоматичен
вертоліт	вертолети
вертоліт	хеликоптер
страва	блюдо
страва	ястие
повернуто	върнато
повернуто	върнати
повернуто	върната
язав	бинтове
язав	бинт
язав	превръзки
кен	кен
кемпбелл	кембъл
льодовик	ледник
відбиття	отражение
відбиття	размисъл
відбиття	отражения
тор	тор
спектакль	спектакъл
спектакль	зрелище
манча	манча
тактика	тактики
тактика	тактика
тактика	тактика
дубль	двойна
дубль	двойни
дубль	двоен
дубль	двойно
миша	маус
миша	миши
миша	мишки
миша	мишка
перетин	кръстовището
перетин	пресичане
перетин	кръстовище
перетин	пресечка
перетин	сечение
перетин	кросоувър
перетин	кръстосано
гола	хола
аравія	арабия
софі	софи
ландшафт	пейзаж
кат	екзекутор
кат	палач
кат	палача
кат	палач
кат	палача
холмс	холмс
звертався	поиска
звертався	поискани
звертався	поискано
звертався	поискана
звертався	поискаха
словаки	словаци
колія	ос
колія	оста
різною	варира
активіст	активист
вапняку	варовик
обирає	избира
стрій	настройка
звільнив	уволнен
звільнив	уволнени
звільнив	уволнена
німець	германец
німець	германски
німець	немски
німець	немска
німець	германска
вин	вина
кукурудзи	царевица
єгор	егор
систематично	системно
систематично	систематично
мерфі	мърфи
блюз	блус
тимчасове	временна
тимчасове	временни
тимчасове	временен
тимчасове	временно
тимчасове	избухлив
тимчасове	летливи
бмп	bmp
єктивно	обективно
алессандро	алесандро
включити	включват
включити	включване
роздуми	мислене
аляска	аляска
випуски	освобождава
зоопарк	зоопарк
зоопарк	зоопарка
цариці	кралицата
цариці	царица
цариці	кралица
рани	рани
рани	раните
дзьоб	клюн
відступ	абзац
відступ	тире
відступ	вдлъбнатина
відступ	компенсиране
відступ	компенсира
святе	свято
святе	свети
святе	свята
святе	свято
святе	свещено
святе	свещена
святе	свещени
святе	свещен
механізованої	механизирани
розуміючи	разбирателство
розуміючи	разбиране
зупинився	спрян
зупинився	спряна
зупинився	спря
підтвердити	потвърждение
підтвердити	потвърждаване
підтвердити	потвърждение
підтвердити	потвърждавам
підтвердити	потвърждаване
підтвердити	потвърди
підтвердити	приема
астрономія	астрономия
астрономія	астрономията
газові	газообразни
каталоги	каталози
каталоги	директории
каталоги	каталози
мальта	малта
ален	ален
абрамович	абрамович
знамениті	прочут
знамениті	известни
знамениті	прочута
знамениті	известна
знамениті	известен
розвідник	скаут
розвідник	разузнавач
декор	декор
десятка	десетка
десятка	ten
десятка	десет
приземлення	техници
приземлення	техниците
баба	баба
легендарний	легендарно
легендарний	легендарен
впевнено	уверен
впевнено	уверено
впевнено	уверена
впевнено	уверени
саксен	саксония
ліхтенштейн	лихтенщайн
ліхтенштейн	лихтенщайн
антарктиди	антарктида
антарктиди	антарктика
змусило	пълзи
дністровський	днестър
леона	леона
консультантом	консултант
консультантом	консултанти
прикрас	бижу
прикрас	бижута
еміграція	емиграция
лоран	лоран
приблизна	изчислено
приблизна	изчислен
мобільні	мобилни
мобільні	мобилен
мобільні	мобилно
мобільні	мобилна
нельсон	нелсън
вбрання	тоалет
вбрання	облекло
господа	лорд
товариша	съотборник
джорджо	джорджо
коментарів	мнение
коментарів	забележки
коментарів	коментари
коментарів	мнения
очко	рен
ефективний	ефективна
ефективний	ефективен
ефективний	ефективни
ефективний	ефикасно
ефективний	ефективно
черних	черних
дагестан	дагестан
жаба	жаба
жаба	жаба
підготовлено	приготвен
підготовлено	подготвен
підготовлено	подготвени
підготовлено	подготвено
підготовлено	подготвена
інтервал	интервал
інтервал	отстояние
араби	арабите
араби	араби
томаш	томаш
зайнято	зает
зайнято	заети
зайнято	заето
зайнято	заето
позначки	куршум
позначки	етикети
позначки	тагове
позначки	етикети
позначки	етикетите
позначки	жетони
позначки	куршумите
позначки	патрони
позначки	куршуми
позначки	маркиране
маски	маски
маски	маските
юридично	легално
юридично	законно
атлетіко	атлетико
індійська	индианец
індійська	индиец
індійська	индийско
індійська	индийски
індійська	индийска
соната	sonata
деколи	понякога
спортивне	културизъм
експериментальний	експериментални
експериментальний	експериментална
експериментальний	експериментален
експериментальний	експериментално
точний	точен
точний	точен
кузнецов	кузнецов
симфонічний	симфония
симфонічний	симфонична
фізіологія	физиология
континенті	континент
континенті	континента
габріель	гейбриъл
габріель	габриел
габріель	габриел
хороші	добър
хороші	добро
хороші	добре
фокс	фокс
фокс	лисица
фокс	fox
сертифікат	удостоверение
сертифікат	сертификат
сертифікат	свидетелство
неділі	неделите
антени	антени
антени	антената
антени	антена
озброєний	въоръжен
озброєний	въоръжени
озброєний	въоръжена
нащо	защо
кодів	кодове
імпульс	импулс
імпульс	импулсна
вази	васа
варвари	варвари
варвари	варварите
наварра	навара
мухаммад	мохамед
складною	сложен
складною	сложно
складною	сложни
складною	сложна
нормальної	постигане
нормальної	достигането
нормальної	достигане
легендарного	легендарно
легендарного	легендарен
оголошує	обявява
оголошує	обяви
альто	алто
тайвань	тайван
кольорові	цветни
кольорові	оцветен
кольорові	оцветени
зайнята	зает
зайнята	заети
зайнята	заето
цікавить	заинтересовани
цікавить	заинтересована
цікавить	заинтригуван
цікавить	заинтересуван
цікавить	заинтересован
лінкольн	линкълн
знімає	изчиства
знімає	облекчава
підняли	отгледани
підняли	отгледа
підняли	отгледана
підняли	повдигнат
підняли	отгледан
підняли	повдигнати
невада	невада
позбавити	лиши
позбавити	отърва
атом	атом
атом	атома
страждає	страда
імпульсу	инерция
зібралися	събрана
зібралися	събрани
кубань	кубан
грошова	парична
грошова	паричен
грошова	парично
метр	метър
метр	метър
мая	мая
мая	мая
мая	мая
африканський	африкан
африканський	африканска
африканський	африкански
миттєво	мигновено
миттєво	моментално
дозволяється	одобри
дозволяється	одобрява
хмара	облаци
хмара	клауд
хмара	облак
айова	айова
зберегла	държани
зберегла	запазено
зберегла	запазен
зберегла	запазени
зберегла	консервирани
зберегла	запазена
діагностика	диагностика
діагностика	диагноза
діагностика	диагностика
африканська	африканска
африканська	африкански
броди	броуди
броди	броди
парами	двойни
парами	двойници
розмовляє	разговори
оцінок	рейтинг
оцінок	квалификации
оцінок	рейтинги
оцінок	рейтингите
вимирання	изчезване
завантажити	зареди
завантажити	натоварване
завантажити	зареждане
завантажити	товар
сальвадор	салвадор
федоров	федоров
ендемік	ендемизъм
фракцій	фракции
вечори	вечери
вечори	вечерите
аст	ast
словників	речници
уривок	откъс
спасіння	избавление
спасіння	спасението
спасіння	спасение
лиха	беда
терміново	спешна
терміново	спешно
обсє	оссе
казино	казината
казино	казина
казино	казино
казино	казиното
прибутки	приход
прибутки	доход
прибутки	приходи
прибутки	доходи
прибутки	печалби
прибутки	печалба
хворі	болно
хворі	болен
хворі	болни
хворі	болна
базові	основна
базові	основни
базові	основен
схилу	склон
схилу	наклон
едгар	едгар
вивезли	карал
пустеля	пустиня
пустеля	пустинята
коннектикут	кънектикът
бомбардувальник	бомбардировач
саудівська	саудитска
настрій	настроението
настрій	настроение
традиційними	традиционно
традиційними	традиционен
традиційними	традиционна
традиційними	традиционни
мить	момент
мить	миг
вестфалія	вестфалия
клаус	клаус
степах	пасища
степах	пасищата
правопорушення	изнудва
гостра	кръвоносната
гостра	остро
гостра	остър
гостра	остра
водорості	водораслите
водорості	водорасли
діагноз	диагностика
діагноз	диагноза
досвідчений	опитен
досвідчений	опитна
досвідчений	опитни
кадр	кадър
кадр	рамка
кадр	стимули
джулія	джулия
джулія	юлия
джулія	джулия
джулія	хулия
вплинути	засегнат
вплинути	засегне
мінімальний	минимален
мінімальний	минимално
мінімальний	минимална
мінімальний	минимум
парадокс	парадокс
каганат	хаганат
просвіти	просветление
поранені	ранена
поранені	ранен
поранені	ранени
викладені	поставено
викладені	поставен
викладені	поставени
мол	мол
мол	mol
вак	вак
духів	духовете
духів	духове
відмінні	различна
відмінні	различно
відмінні	различни
відмінні	различен
євангелія	ейда
євангелія	ада
дарія	дария
приймається	траен
приймається	приета
приймається	приет
приймається	осиновен
приймається	осиновена
здобуває	получава
забороняє	отрича
забороняє	предотвратява
забороняє	забранява
операційна	оперативни
відкриттів	открития
мавзолей	мавзолей
гватемали	гватемала
твердий	твърда
твердий	солиден
твердий	твърдо
твердий	твърд
картку	карта
картку	картичка
чути	чуя
тунісі	тунис
діна	дина
одинадцять	единайсет
одинадцять	eleven
одинадцять	единадесет
статусі	статус
статусі	състояние
статусі	положение
статусі	статут
психолог	психолог
болгар	българи
болгар	българите
іспит	разглеждане
іспит	изследване
хорватська	хърватски
хорватська	хърватска
леслі	лесли
леслі	лесли
терапія	терапията
терапія	терапия
конфедерація	конфедерация
конфедерація	конфедерацията
гамбург	хамбург
перемовини	договаряне
перемовини	преговори
перемовини	преговорите
поверхи	етажите
поверхи	подове
поверхи	етажи
поверхи	етажа
роб	роб
альтернативні	алтернатива
альтернативні	алтернативно
альтернативні	алтернативен
альтернативні	алтернативни
альтернативні	алтернативна
плечі	раменете
плечі	рамене
плечі	рамена
плечі	рамената
россі	роси
випускають	отхвърлен
випускають	отхвърлени
випускають	отхвърлено
випускають	отхвърлена
вирази	изрази
вирази	изразяване
розширений	разширени
розширений	разширена
розширений	удължен
розширений	разширен
розширений	разширено
розширений	напреднал
розширений	напреднала
розширений	разширено
розширений	напреднали
господь	лорд
героїні	героинята
героїні	героиня
смертності	смъртност
сумнівна	dubia
опер	опери
трамвая	железница
трамвая	железопътния
трамвая	железопътен
