perzijanci	персов
spomenuo	упомянули
chippewa	чиппева
sposobni	способные
sposobni	способных
sposobni	способная
sposobni	способный
nadležnost	компетенция
nadležnost	юрисдикция
suze	слёзы
suze	слезы
odraz	отражение
odraz	соображения
odraz	размышления
odraz	отражения
casas	касас
etno	этно
etno	этнических
etno	этническая
etno	этнический
elena	елена
opterećenje	загрузить
opterećenje	нагрузка
ribari	рыбаков
grosso	гросу
vjeroispovijesti	конфессий
michelle	мишель
komentirao	прокомментировали
komentirao	прокомментировала
komentirao	прокомментировал
prijatelje	друзей
prijatelje	друзья
sluge	миньоны
sluge	прислуга
sluge	слуги
angela	энджела
angela	анжела
angela	анджела
otpušten	уволили
otpušten	уволена
otpušten	уволены
otpušten	уволен
otpušten	выписали
depresije	депрессия
depresije	депрессии
monroe	монро
einstein	эйнштейн
einstein	эйнштейна
uvela	введена
uvela	введен
uvela	введено
krzna	меха
krzna	шерсть
krzna	мех
krzna	меха
napusti	оставьте
napusti	оставить
napusti	покинуть
napusti	бросить
colin	колина
colin	колин
colin	колен
kongu	конго
walt	уолт
simpson	симпсон
afganistan	афганистана
afganistan	афганистан
afganistan	афганистане
grove	гроув
pakistana	пакистана
pakistana	пакистан
snimatelj	оператор
brad	бред
brad	брэд
himne	гимн
himne	гимны
troši	тратит
troši	расходует
francisca	франциско
francisca	франсиско
cannesu	cannes
obavijesti	уведомление
obavijesti	уведомления
obavijesti	уведомления
javi	хави
padaju	падение
padaju	падает
keller	келлер
planinu	горы
planinu	горный
planinu	гора
planinu	горных
marjan	марьян
prapovijesti	prehistory
piva	пива
piva	пиво
piva	пива
piva	пиво
upoznati	познакомиться
upoznati	знакомьтесь
upoznati	встретиться
zviježđe	созвездии
mrežnice	сетчатки
mrežnice	сетчатки
sprječava	препятствует
sprječava	предотвращает
kandidati	кандидатов
kandidati	кандидаты
bsk	бск
prijateljica	друг
prijateljica	друга
prijateljica	подруга
hara	хара
lakši	зажигалка
lakši	легче
posvetiti	посвятить
posvetiti	уделять
posvetiti	посвятить
studirala	изучал
studirala	изучил
studirala	учился
studirala	изучен
studirala	училась
ravnotežu	баланс
ravnotežu	остаток
ravnotežu	равновесие
gandalf	гэндальф
slavna	знаменитости
slavna	знаменитость
linda	линда
azijski	азиатская
azijski	азиатские
azijski	азии
azijski	азиатский
franaka	франков
vicente	висенте
učinkovito	эффективное
učinkovito	эффективный
učinkovito	эффективная
učinkovito	эффективного
učinkovito	эффективно
učinkovito	эффективное
učinkovito	эффективность
učinkovito	эффективный
učinkovito	эффективная
učinkovito	эффективные
učinkovito	эффективно
skuplja	собирает
raznolikost	разнообразие
raznolikost	разнообразия
raznolikost	многообразие
raznolikost	разнообразие
raznolikost	разновидность
raznolikost	разновидности
umre	умирает
umre	умрет
surađivati	сотрудничать
drassodes	drassodes
brončana	бронза
nancy	нэнси
ocjena	рейтинг
ocjena	оценка
ocjena	счёт
ocjena	счет
ocjena	очко
konsenzus	консенсус
konsenzus	консенсуса
pomoglo	помогло
pomoglo	помогли
pomoglo	помог
pomoglo	помогла
namjeravao	предназначенных
gibb	гибб
učiti	изучения
učiti	изучаю
učiti	изучение
učiti	учусь
vitezovi	рыцари
nakit	украшения
nakit	украшение
nakit	драгоценности
nakit	украшения
marcel	марсель
arctosa	arctosa
mirna	мирная
mirna	мирные
mirna	мирное
mirna	мирного
mirna	мирный
greg	грег
nord	нор
nord	nord
kriterija	критерии
izazov	challenge
izazov	задача
izazov	вызов
deeleman	deeleman
domovi	дома
geološki	геологической
banovina	бановина
commonwealtha	содружества
commonwealtha	содружество
negativan	негативных
negativan	отрицательный
negativan	отрицательные
negativan	отрицательно
negativan	негативные
negativan	отрицательное
bale	бэйл
šesto	шестая
šesto	шестой
šesto	шестое
elite	элиты
elite	элита
bombardera	бомбардировщик
mjesečno	месячные
mjesečno	ежемесячно
mjesečno	ежемесячные
mjesečno	ежемесячный
zabranjuje	запрещает
zabranjuje	запрещает
leteći	полёт
leteći	полет
leteći	летать
sljedbenici	подписчики
sljedbenici	последователи
sljedbenici	подписчиков
nacrt	черновик
nacrt	проект
nacrt	драфт
sjena	тени
sjena	тень
posjetiti	посетить
posjetiti	визит
posjetiti	визита
posjetiti	посещение
kontinent	континенте
kontinent	континент
cca	приблизительно
cca	осо
brignoli	brignoli
grijeh	грех
grijeh	син
tanasevitch	tanasevitch
putnik	пассажирских
putnik	пассажир
putnik	пассажира
putnik	путешественник
putnik	traveller
putnik	путешественник
putnik	странник
romanopisac	писатель
planova	планы
miloševića	милошевича
bele	бела
dobivena	получено
dobivena	полученный
osuđeni	осужден
osuđeni	осужденным
osuđeni	осужденные
osuđeni	осужденный
osuđeni	осудил
osuđeni	осудила
osuđeni	осуждает
osuđeni	осудили
proboj	прорыв
proboj	нарушение
proboj	брешь
ssr	сср
stupovi	столбцы
stupovi	колонки
stupovi	колонны
prosječni	средняя
prosječni	средний
prosječni	среднее
pittsburgh	питтсбурге
detalj	деталь
mišići	мускулы
mišići	мышцы
mišići	мускулы
mišići	мышцы
mišići	мышца
algoritam	алгоритм
teoretičar	теоретик
skladište	склад
skladište	хранилище
skladište	хранение
skladište	хранения
skladište	хранилище
skladište	склад
kostura	скелет
kostura	скелеты
eve	ив
eve	ева
narav	нрав
brandt	брандт
