ניומן	নিউম্যান
ענבים	আঙ্গুর
ענבים	গুর
ריכטר	রিখটার
באלה	বালা
נחקר	জিজ্ঞাসাবাদ
טרה	তারা
טרה	tara
מצטרפים	যোগদান
מצטרפים	যোগদানের
ניקול	নিকোল
נאמנה	অনুগত
נאמנה	বিশ্বাসী
נאמנה	বিশ্বস্ত
שבור	ভেঙে
שבור	ভাঙ্গা
שבור	ভাঙা
שבור	ভেঙ্গে
שבור	অচল
עשב	ঘাস
עשב	ঘাসের
עשב	গ্রাস
עשב	গাঁজা
האחדות	ইউনিটি
האחדות	ঐক্য
האחדות	একতা
העכבר	মাউস
שבועי	সপ্তাহ
שבועי	সাপ্তাহিক
שבועי	সপ্তাহে
הושג	অর্জিত
הושג	প্রাপ্ত
הושג	অর্জিত
פושעים	অপরাধীরা
פושעים	অপরাধী
פושעים	অপরাধীদের
ממוקד	নিবদ্ধ
הירך	হিপ
הירך	উরুর
אנטואן	আন্তনিও
צנזורה	সেন্সরশিপ
קניות	শপিং
קניות	কেনাকাটা
קניות	বাজার
ארגז	বাক্স
ארגז	বক্স
ארגז	ট্রাঙ্ক
פריס	প্যারিস
נשואים	বিবাহিত
המכירה	বিক্রয়
המכירה	সেল
המכירה	sale
הגורל	ভাগ্য
הגורל	ভাগ্যের
הגורל	ডেসটিনি
הגורל	নিয়তি
הגורל	ভাগ্য
הגורל	পরিণতি
נוקשה	কঠোর
נוקשה	অনমনীয়
נוקשה	নির্মম
נוקשה	কঠোর
נוקשה	হর্ষ
נורמלית	স্বাভাবিক
גאוס	গাউস
קרמיקה	সিরামিক
התנקשות	হত্যার
קאנט	কান্ত
דינוזאורים	ডাইনোসর
דינוזאורים	ডাইনোসর
מדגסקר	মাদাগাস্কার
לכסות	আবরণ
לכסות	প্রচ্ছদ
לכסות	কভার
הקמפוס	ক্যাম্পাসে
הקמפוס	ক্যাম্পাস
כרום	chrome
כרום	ক্রোম
כרום	ক্রোমিয়াম
מורחבת	এক্সটেন্ডেড
במפתיע	অপ্রত্যাশিতভাবে
אגמים	হ্রদ
אגמים	লেক
בגידה	ধোকা
בגידה	প্রতারণা
בגידה	বিশ্বাসঘাতকতা
בגידה	বিশ্বাসঘাতকতা
צום	রোযা
צום	উপোস
צום	উপবাস
צום	অনশন
דחוף	জরুরী
דחוף	জরুরি
המתנה	মুলতুবি
בלשנות	ভাষাবিজ্ঞান
פלה	পেলে
אלטרנטיבית	বিকল্প
לופז	লোপেজ
הרגיש	অনুভূত
הרגיש	অনুভব
כרונית	ক্রনিক
מחרוזת	স্ট্রিং
מחרוזת	পংক্তি
סיבים	তন্তু
סיבים	আঁশ
סיבים	ফাইবার
סיבים	তন্তু
מנו	মনু
ביקרה	পরিদর্শিত
פמיניסטית	নারীবাদী
אבחזיה	আবখাজিয়া
קידם	উন্নীত
מחשוב	কম্পিউটিং
אקראית	যথেচ্ছ
אקראית	এলোমেলো
מוליך	কন্ডাক্টর
מוליך	পরিবাহী
גוטליב	গটলিব
גינס	গিনেস
מלמדת	শেখায়
הפגנה	বিক্ষোভ
גיבוי	ব্যাকআপ
סאליבן	sullivan
מונגוליה	মঙ্গোলিয়া
שישים	sixty
שישים	ষাট
סנטרל	কেন্দ্রীয়
סנטרל	সেন্ট্রাল
סנטרל	মধ্য
פילוסופית	দার্শনিক
הקניון	মল
הקניון	মলে
סביבות	পরিবেশেই
שבעים	সত্তর
מסווג	শ্রেণীবদ্ধ
פגישות	সভা
פגישות	সাক্ষাৎকার
פגישות	সাক্ষাত্কার
פגישות	সেশন
עצבים	স্নায়ু
עצבים	বিচলিত
עצבים	নার্ভাস
האיטי	হাইতি
בגלוי	খোলাখুলি
האוטובוס	বাসে
האוטובוס	বাসের
האוטובוס	বাস
מבוקש	চেয়েছিলেন
מבוקש	চেয়েছি
מבוקש	চাইছিল
מבוקש	চেয়েছিল
מבוקש	চেয়েছিলাম
הוזכר	উল্লেখিত
מכס	কাস্টমস
מכס	শুল্ক
כפות	থাবা
קשיח	কঠিন
קשיח	অনমনীয়
לנתק	বিচ্ছিন্ন
אפיק	মহাকাব্য
אפיק	মহাকাব্যিক
דימום	রক্তক্ষরণ
דימום	রক্তপাত
דימום	রক্তক্ষরণ
עליזה	প্রফুল্ল
עליזה	উৎফুল্ল
קתרינה	ক্যাটরিনা
ריינר	রাইনার
האתיקה	নৈতিকতা
שתן	প্রস্রাব
שתן	মূত্র
מקבץ	ক্লাস্টার
מקבץ	গুচ্ছ
מקבץ	স্তবক
זכרון	মেমরি
זכרון	স্মৃতি
חיקוי	ছাপ
ישמעאל	ইসমাইল
מונו	মোনো
ראם	oryx
ראם	ram
ראם	রাম
יהלומים	হীরে
יהלומים	হীরা
יהלומים	হীরক
יהלומים	ডায়মন্ড
יהלומים	হীরার
להרגיש	অনুভব
פרג	পপি
פורק	কাঁটা
פורק	fork
פורק	ফর্ক
ספציפיות	সুনির্দিষ্ট
ספציפיות	নির্দিষ্ট
ידני	ম্যানুয়াল
השלד	কঙ্কাল
חיפש	চেয়েছিল
הצללים	ছায়া
הצללים	শ্যাডো
סולומון	সলোমন
אנושיות	মনুষ্যত্ব
אנושיות	মানবতা
בוליביה	বলিভিয়ার
בוליביה	বলিভিয়া
טיהור	পরিষ্কারক
מבחנים	পরীক্ষা
מבחנים	টেস্ট
מבחנים	পরীক্ষা
חסרה	অনুপস্থিত
מסתורי	রহস্যময়
מלונות	হোটেল
ליכטנשטיין	lichtenstein
ליפול	পড়ে
ליפול	পতন
טיפולי	চিকিত্সা
טיפולי	থেরাপিউটিক
בריחה	অব্যাহতি
בריחה	এস্কেপ
בריחה	escape
אימפריה	এম্পায়ার
אימפריה	সাম্রাজ্য
גביש	স্ফটিক
גביש	ক্রিস্টাল
מינרל	মিনারেল
מינרל	খনিজ
גט	ডিভোর্স
גט	তালাকের
גט	তালাক
מסיים	সমাপ্তি
אלבה	আলবা
טרופי	ক্রান্তীয়
נינה	নিনা
ניבים	উপভাষা
פקטור	ফ্যাক্টর
קלר	কেলার
מקרקעין	এস্টেট
איוון	ইভান
זוגיות	সম্পর্কগুলো
זוגיות	সম্পর্ক
זוגיות	প্যারিটি
זוגיות	সম্পর্কের
זוגיות	সম্পর্ক
ייעודי	নিবেদিত
ייעודי	একনিষ্ঠ
ייעודי	উৎসর্গ
מגלן	ম্যাগেলান
לעוף	উড়তে
לעוף	উড়ে
לעוף	মাছি
בונוס	বোনাস
גארפילד	গারফিল্ড
טינה	টিনা
מבטאים	উচ্চারন
המגילה	স্ক্রোল
זהוב	গোল্ডেন
זהוב	সোনালী
שמנה	মোটা
שמנה	ফ্যাট
מרינו	মারিনো
עטיפות	মোড়ানো
נשי	নারী
נשי	মহিলা
נשי	স্ত্রী
תגלית	আবিষ্কার
תגלית	ডিসকভারি
תגלית	আবিস্কার
תגלית	খোঁজা
גייל	গেইল
גייל	গেইল
גייל	gale
קיסריה	caesarea
ליסה	লিসা
שף	রাঁধুনি
שף	বাবুর্চি
שף	সেফ
שף	শেফ
אורגני	অর্গানিক
אורגני	জৈবিক
עני	অসহায়
עני	কম
עני	খারাপ
ניקי	নিকি
ניקי	নিকি
עמר	amr
עמר	আমর
עמר	অমর
עמר	আমার
נוכחי	বর্তমান
רנו	রেনো
רנו	রেনল্ট
מעודד	উৎসাহ
גאליה	গল
הקן	নীড়
ביסמרק	বিসমার্ক
יג	বিজয়
חרבות	তলোয়ার
מפתחים	ডেভেলপারদের
מפתחים	বিকাশকারী
מפתחים	ডেভেলপার
יונג	ইয়ং
יונג	জং
יונג	জাং
האריסון	হ্যারিসন
אתני	জাতিগত
חלקות	মসৃণ
חלקות	মসৃন
זאגרב	জাগ্রেব
מכללות	কলেজ
הוקס	হুক
הוקס	হকস
הוקס	hawkes
תפאורה	দৃশ্যাবলী
תפאורה	দৃশ্য
מומנט	moment
מומנט	মুহুর্ত
מומנט	মূহুর্ত
מומנט	মুহূর্ত
מומנט	মোমেন্ট
מומנט	টর্ক
משדר	ট্রান্সমিটার
משדר	সম্প্রচার
הרה	হেরা
הרה	গর্ভবতী
הרה	pregnant
הדסון	হাডসন
חשופים	উন্মোচিত
חשופים	উদ্ভাসিত
חשופים	অনাবৃত
מדעים	বিজ্ঞান
פיי	ফায়ে
פיי	পেই
העיראקי	ইরাকি
העיראקי	ইরাকী
פמיניזם	নারীবাদ
קייטי	কেটি
לורי	লরি
נגיף	ভাইরাস
כלכלנים	অর্থনীতিবিদ
חיבה	স্নেহ
טבעו	ডুবিয়ে
טבעו	ডুবে
קטלוניה	কাতালোনিয়া
שיחים	ঝোপ
אשלגן	পটাশিয়াম
אשלגן	পটাসিয়াম
ויילד	ওয়াইল্ড
המפגינים	বিক্ষোভকারীরা
המפגינים	বিক্ষোভকারীদের
קידומת	উপসর্গ
קידומת	প্রেফিক্স
קידומת	প্রিফিক্স
גרדנר	গার্ডনার
תודעה	চেতনা
תודעה	সচেতন
תורמת	দাতা
תורמת	তিরুমালার
קופי	কোফি
בריכה	পুকুরে
בריכה	পুকুর
בריכה	পুল
מנתח	সার্জন
מאו	মাও
כעס	ক্রোধ
כעס	রাগের
כעס	রাগ
כעס	ক্রুদ্ধ
כעס	রাগান্বিত
כעס	রাগী
כעס	রেগে
כעס	রাগ
שיאן	জিয়ান
האפקט	ইফেক্ট
האפקט	প্রভাব
דרומי	দক্ষিণাঞ্চলীয়
ננו	ন্যানো
שריף	শেরিফ
שחיין	সাঁতারু
באהבה	ভালবাসার
באהבה	ভালোবাসার
באהבה	ভালোবাসে
באהבה	ভালবাসা
באהבה	ভালোবাসা
באהבה	প্রেম
עינויים	অত্যাচার
עינויים	নির্যাতন
עינויים	অত্যাচারিত
כבשים	ভেড়া
כבשים	ল্যাম্বস
נטוש	নাড়ার
נטוש	পরিত্যাক্ত
במאים	পরিচালকদের
פנאי	চিত্তবিনোদন
פנאי	বিনোদনমূলক
פנאי	অবকাশ
פנאי	অবসর
נרדף	ভুতুড়ে
דרייפוס	dreyfus
מיילס	মাইলস
מיילס	মাইল
אהובה	ভালবাসার
אהובה	ভালোবাসার
אהובה	ভালোবাসে
אהובה	ভালবাসা
אהובה	ভালোবাসা
אהובה	প্রেম
ניקולא	নিকোলা
ניקולא	নিকোলাস
ניקולא	নিকোলা
שבירה	ভঙ্গুর
שבירה	ব্রেকিং
שבירה	ভাঙ্গার
עקבי	bonaparte
הרשאה	অনুমোদন
הרשאה	অনুমতি
כאבים	কষ্ট
כאבים	যন্ত্রণা
כאבים	ব্যথা
כאבים	ব্যাথা
כאבים	যন্ত্রনা
כאבים	যন্ত্রণায়
פורטוגזית	পর্তুগিজ
סנטימטר	ইঞ্চি
מיומנות	দক্ষতা
שכיח	কমন
שכיח	প্রচলিত
דקוטה	ডাকোটা
יוקרה	প্রেস্টিজ
יוקרה	বিলাসিতা
מנוהל	পরিচালিত
מנוהל	পরিচালনা
פרייזר	ফ্রেজার
מסתור	লুকানোর
מסתור	লুকিয়ে
בוטה	ডাহা
בוטה	ভয়ানক
בוטה	ভোঁতা
בורמה	বার্মা
בורמה	বার্মায়
בורמה	বার্মার
סיאול	সিওল
סבון	সাবান
בוי	ছেলে
בוי	বালক
בוי	ছেলেটা
בוי	ছেলেটি
טרייסי	ট্রেসি
אפקטים	ইফেক্ট
אפקטים	প্রভাব
בישוף	বিশপ
בישוף	গজ
הסיסמה	পাসওয়ার্ড
קלינית	ক্লিনিক্যাল
דיוויס	ডেভিস
דיוויס	ডেভিস
ענישה	শাস্তির
ענישה	শাস্তি
ענישה	শাস
אווירה	পরিবেশ
דחק	চাপ
דחק	স্ট্রেস
דחק	ধকল
בלייר	ব্লেয়ার
מלוכה	রয়্যালটি
אימות	যাচাইকরণ
מפקח	ইন্সপেক্টর
מפקח	পর্যবেক্ষক
קוקה	কোকা
גרגוריוס	গ্রেগরি
מרכוס	মার্কাস
בריסטול	ব্রিস্টল
מרוחק	দূরবর্তী
ניגוד	পার্থক্য
ניגוד	বৈসাদৃশ্য
הקדמונים	সেকেলে
מוס	মুজ
מוס	মস
מוס	mohs
הילס	পাহাড়
הילס	হিলস
נביא	নবী
הלוואה	ঋণ
הלוואה	লোন
הלוואה	ঋণ
מאלי	মালি
מוריסון	মরিসন
הפרטיות	গোপনীয়তা
סרגל	রুলার
סרגל	মাপকাঠি
סרגל	বার
גאווה	প্রাইড
גאווה	অহংকার
גאווה	গর্ব
גאווה	গর্ববোধ
גאווה	গর্ববোধ
גאווה	গর্বিত
גאווה	অভিমান
תופת	ইনফার্নো
לירון	লরেন্ট
ארווין	আরউইন
ראשה	মাথা
ראשה	মাথায়
ראשה	মাথার
ראשה	হেড
גבורה	বীরত্ব
גבורה	সাহসিকতা
אינטליגנציה	ইন্টেলিজেন্স
אינטליגנציה	বুদ্ধি
אינטליגנציה	বুদ্ধিমত্তা
אינטליגנציה	বুদ্ধির
אינטליגנציה	বুদ্ধিমান
וודי	উডি
רגישים	সংবেদনশীল
רגישים	স্পর্শকাতর
שיוט	ক্রুজ
חלשים	দূর্বল
חלשים	দুর্বল
נאם	nam
היקר	প্রিয়
היקר	ডিয়ার
אוקלהומה	ওকলাহোমা
רצועה	ট্র্যাক
רצועה	শিকল
רצועה	স্ট্র্যাপ
רצועה	স্ট্রিপ
עוקבים	নিম্নোক্ত
עוקבים	নিম্নলিখিত
עוקבים	অনুসরণকারীদের
עוקבים	অনুসরণকারী
מורן	মোরান
אלוהי	ঐশ্বরিক
אלוהי	ঐশী
אלוהי	স্বর্গীয়
דפדפן	ব্রাউজার
האפרו	আফ্রো
אנזימים	এনজাইম
רומל	রমেল
סוקרטס	সক্রেটিস
הגעה	আগমনের
הגעה	আগমন
חופשה	ছুটি
חופשה	অবকাশ
חופשה	ছুটি
מוסכם	রাজি
מוסכם	একমত
מוסכם	রাজী
הופקינס	হপকিন্স
קולט	colette
הימלר	হিমলার
מולקולה	অণু
עיכוב	বিলম্ব
עוקבת	নিম্নোক্ত
עוקבת	নিম্নলিখিত
קבל	গ্রহণ
קבל	পাওয়া
קבל	পাবেন
קבל	পান
קבל	পেতে
קבל	পাও
ליגות	লীগ
ליגות	লিগ
עבדות	দাসত্ব
מותרת	অনুমোদিত
אמריטוס	এমেরিটাস
קוף	বাঁদর
קוף	বানর
קוף	বান্দর
קוף	ape
ליישב	নিষ্পত্তি
רונית	রনিত
תאריכים	তারিখ
ארגנטינאי	আর্জেন্টিনীয়
קטלני	প্রাণঘাতী
קטלני	মারাত্মক
קטלני	মারাত্মক
פלוני	ডো
פריים	প্রাইম
מדומה	মক
מדומה	অনুকরণ
מתיו	ম্যাথু
מתיו	ম্যাথিউ
מתיו	মাতিয়ো
מתיו	ম্যাথিউ
שדרוג	আপগ্রেড
מציל	বাঁচায়
נכים	নিষ্ক্রিয়
נכים	নিস্ক্রিয়
הומואים	সমকামীদের
הסוכן	এজেন্টের
הסוכן	এজেন্ট
מצלמת	ক্যামেরা
מינוס	মিনস
העלות	ব্যয়
העלות	মূল্য
העלות	কস্ট
העלות	খরচ
הנסיבות	পরিস্থিতি
סירה	নৌকা
סירה	নৌকার
סירה	বোট
וניורס	জুনিয়র্স
קרע	তোড়ে
קרע	রিফট
סיאטל	সিয়াটেল
גמל	উটের
גמל	উট
קוצר	কাটবে
סינון	ফিল্টার
וטו	ভেটো
רישומים	রেকর্ড
רישומים	রেকর্ডের
הגיליון	রেখাচিত্র
הגיליון	লেখচিত্র
הגיליון	ছক
אנימה	এনিমে
אנימה	অ্যানিমে
הציל	সংরক্ষিত
הקלט	ইনপুট
לוגיקה	লজিক্যাল
לוגיקה	যৌক্তিক
לוגיקה	লজিক
לוגיקה	যুক্তি
בושה	ধিক্কার
בושה	লজ্জাজনক
בושה	লজ্জা
בושה	লজ্জাজনক
בושה	নির্লজ্জ
מבוקשים	চেয়েছিলেন
מבוקשים	চেয়েছি
מבוקשים	চাইছিল
מבוקשים	চেয়েছিল
מבוקשים	চেয়েছিলাম
מורשה	অনুমোদিত
מורשה	অনুমোদিত
לידס	লিডস
לן	লেন
פרא	বন্য
פרא	বুনো
פרא	ওয়াইল্ড
פרא	অসভ্য
נכס	বৈশিষ্ট্য
נכס	সম্পদ
נכס	সম্পত্তি
נכס	সম্পদ
נכס	সম্পদ
היפים	জলহস্তী
אגו	ego
מכוסים	ঢেকে
פילים	হাতি
פילים	হাতির
מדים	ইউনিফর্ম
מדים	ইউনিফর্ম
היבשות	মহাদেশের
היבשות	মহাদেশ
סגורים	বন্ধ
סגורים	ঘনিষ্ট
סגורים	সীমিত
סגורים	ঘনিষ্ঠ
בעיטות	লাথি
המכס	কাস্টমস
המכס	শুল্ক
אבחנה	নির্ণয়
המנועים	ইঞ্জিন
צפו	দেখেছেন
צפו	দেখবেন
צפו	দেখুন
המפקדה	সদর
המפקדה	সদরদপ্তর
לאמה	লামা
להרוויח	উপার্জন
להרוויח	রোজগার
פטריות	মাশরুম
פטריות	মাশরুম
ערבות	জামিন
כפופה	অধস্তন
טבעה	ডুবিয়ে
טבעה	ডুবে
