dinaras	دينار
įsipareigojimą	الالتزام
įsipareigojimą	التزام
galileo	غاليليو
zhang	تشانغ
zhang	جانغ
proporcinga	متناسبة
proporcinga	متناسب
įrašoma	الطابعة
įrašoma	طابعة
teršalai	الملوثات
irving	ايرفينغ
paralyžius	الشلل
paralyžius	شلل
keller	كيلر
funkcinių	وظيفية
funkcinių	وظيفي
apgultyje	المحاصر
šeštadienis	سبت
šeštadienis	السبت
dns	dns
lėlė	دمية
lėlė	الدمية
netbsd	netbsd
zaz	zaz
kobalto	الكوبالت
pie	الفطيرة
pie	فطيرة
safavidų	الصفوية
nuolaužos	الانقاض
nuolaužos	الحطام
nuolaužos	حطام
amonas	امون
baigiama	ينتهي
astma	ربو
astma	الربو
priemaišos	الشوائب
messi	ميسي
hari	هارى
hari	هاري
bakai	بوك
bakai	باك
chu	تشو
telegramų	البرقيات
ateis	ات
ateis	قادمون
ateis	قادم
ateis	قادمة
indigo	النيلي
diegimas	التركيب
diegimas	تثبيت
diegimas	التثبيت
diegimas	تركيب
šamanas	شامان
addclass	addclass
inn	نزل
susirūpinimą	شاغل
bankrotas	افلاس
bankrotas	الافلاس
širdys	القلوب
širdys	قلوب
širdys	بقلوب
katrina	كاترينا
hidrologijos	الهيدرولوجية
pluoštai	الياف
šalinamas	يزيل
