elst	эльст
syriske	сирийские
syriske	сирийская
visstnok	предположительно
visstnok	очевидно
visstnok	видимо
concert	концерт
sparken	консервы
sparken	уволил
sparken	уволили
sparken	уволена
sparken	уволены
sparken	уволен
utredning	следствие
utredning	расследование
ufc	ufc
timothy	тимоти
gaza	газа
gaza	газу
gaza	газы
hyllet	приветствовали
butterfly	бабочка
butterfly	бабочки
winston	уинстон
barndommen	детство
barndommen	детства
konsept	понятие
konsept	концепция
luthersk	лютеранской
utvidelser	расширения
utvidelser	продления
riddere	рыцари
jose	жозе
jose	хосе
spesialist	специалиста
spesialist	специалист
sykkel	велосипед
sykkel	байк
sykkel	велосипед
rodríguez	родригес
statskupp	переворот
statskupp	переворота
susanne	сюзанна
innehaver	держатель
journalistikk	журналистики
arrow	стрелы
arrow	стрелка
arrow	стрела
arrow	стрелки
nærhet	близость
nærhet	близости
satser	ставки
als	бас
forsinket	задерживается
forsinket	задержка
forsinket	прошедшим
tank	танк
tank	цистерны
tank	цистерна
fremtidig	будущее
fremtidig	будущий
fremtidig	будущая
fremtidig	будущие
plaget	проблемных
plaget	проблемные
plaget	беспокоило
marmor	мрамор
rasisme	расизм
utstedt	выпущено
utstedt	издан
utstedt	выдано
utstedt	изданы
nåde	милосердия
nåde	мерси
nåde	милосердие
nåde	милость
nåde	благодать
nåde	грейс
nåde	грэйс
ich	ich
dortmund	дортмунд
innvandring	иммиграция
innvandring	иммиграции
vannkraft	гидроэнергетики
cornwall	корнуолл
bombe	бомба
pannen	лоб
skvadron	эскадрилья
beregning	расчеты
beregning	расчёт
beregning	расчета
beregning	расчет
dominikanske	доминиканская
dominikanske	доминиканской
overgi	сдаться
overgi	сдаваться
kinesere	китайская
kinesere	китайское
kinesere	китайцы
kinesere	китайский
kinesere	китая
dukke	куколка
dukke	кукла
beslutninger	решения
forbehold	оговорки
forbehold	бронирование
forbehold	оговорок
klemens	клеменс
klemens	клемент
sannsynlighet	вероятность
