medio	medio
falska	лажни
falska	лажно
ideologi	идеологија
sophia	софија
rehn	рен
blair	блер
ulrich	улрих
bakåt	наназад
bakåt	грб
bakåt	назад
bakåt	наназад
essen	essen
nån	некој
nån	некого
nån	некому
nån	некој
control	контрола
poster	предмети
poster	ставки
poster	ставки
poster	елементи
rachel	rachel
rachel	рејчел
rygg	грб
rygg	назад
homosexuella	хомосексуалец
homosexuella	хомосексуалци
klubbarna	клубови
utrikes	странски
utrikes	странска
mellanrum	простор
mellanrum	растојание
mellanrum	празнина
mellanrum	јаз
mellanrum	гап
mellanrum	празнини
månaders	месеци
tät	густа
tät	густ
västindien	карибите
crown	круна
lübeck	либек
omdirigering	пренасочи
omdirigering	пренасочување
omdirigering	пренасочување
niclas	никлас
extrema	екстремен
extrema	екстремно
extrema	екстремни
extrema	екстремна
sogn	согн
horace	хорас
chapelle	чапел
chapelle	чапел
stavning	правописот
stavning	правопис
samlat	собрани
samlat	собрал
samlat	собран
samlat	собрани
samlat	собирал
samlat	собрано
samlat	собрана
samlat	акумулираните
publikationer	публикации
faktor	фактор
lateralis	lateralis
hemlig	тајна
dordogne	дордоња
uppsatser	есеи
utseendet	изглед
utseendet	појавување
standarden	стандард
standarden	стандардна
standarden	стандардни
standarden	стандарден
standarden	стандардно
tomten	санта
planerar	планирање
planerar	планираат
planerar	план
planerar	планови
pedersen	педерсен
återstående	преостанати
återstående	преостанат
återstående	преостанатите
kaffe	кафе
kanon	топ
kanon	топот
expert	стручен
expert	стручњак
expert	стручно
expert	експерт
bars	барови
bars	решетки
wing	крило
utsatt	изложена
utsatt	изложено
utsatt	изложен
äga	сопствени
äga	сопствено
äga	сопствена
äga	сопствен
äga	поседување
äga	поседувањето
frisk	здрав
frisk	здрави
frisk	здрава
frisk	здрав
flickvän	девојка
lysande	брилијантен
lysande	брилијантно
lysande	брилијантна
lysande	поучни
trädgårdar	градини
monark	монарх
programvara	софтвер
ateljé	studio
ateljé	студио
utrustad	опремен
utrustad	опремени
utrustad	опремена
sittplatser	седење
sittplatser	места
sittplatser	седишта
konferens	конференција
konferens	конференции
comeback	враќање
loss	лабаво
alive	жива
alive	живи
alive	жив
erövra	освојување
gäng	банди
gäng	банда
gäng	орда
gäng	куп
orkestern	оркестар
glädje	локум
glädje	радост
parma	парма
avslutat	прекинат
avslutat	заврши
avslutat	завршено
avslutat	завршив
avslutat	заврши
avslutat	завршена
avslutat	завршено
jin	џин
