teolog	teolog
nil	neil
nil	nilu
chu	chu
glenn	glenn
aljaska	aljaška
aljaska	aljašku
imotski	imotski
specifičan	specifické
specifičan	specifická
specifičan	konkrétní
specifičan	specifický
anglo	anglo
demokracija	demokracie
demokracija	demokracii
čimbenik	činitel
čimbenik	faktor
modul	modul
uništava	zničí
uništava	ničí
koplja	oštěp
koplja	spears
koplja	kopí
koplja	oštěp
koplja	kopí
materije	hmota
materije	hmoty
materije	hmotu
tenor	tenor
rap	rap
uhićenja	zatčení
uhićenja	zatýkání
berlina	berlín
berlina	berlin
berlina	berlíně
grafika	grafika
trofeja	trofeje
nana	nana
nana	nanna
antoine	antoine
strasti	vášně
strasti	vášní
strasti	vášeň
mustela	mustela
prosvjeda	protesty
uočio	spatřen
uočio	spatřena
mont	mont
tribine	tribunou
nataša	natasha
matej	matthew
matej	matěj
steel	ocelový
steel	ocel
lily	lilie
lily	lily
dvorištu	dvorku
dvorištu	dvorek
dvorištu	dvorek
dvorištu	yard
dvorištu	loděnice
alonso	alonso
reed	reeda
reed	reed
reed	reedová
agardh	agardh
kira	kira
inka	inků
palo	palo
ustavni	ústavní
presuda	věta
presuda	trest
presuda	rozsudek
presuda	verdikt
presuda	rozsudek
presuda	úsudek
presuda	rozsudek
newcastle	newcastle
rtb	rtb
tipičan	typický
tipičan	typická
tipičan	typické
amor	amor
pojačanja	posily
ugrađeni	vložené
laurent	laurent
pretjerano	nadměrná
pretjerano	nadměrné
pretjerano	nadměrný
pretjerano	nepřiměřené
pretjerano	přehnaně
principa	zásady
principa	zásadami
principa	principy
erik	eriku
erik	erik
erik	eriku
erik	eric
erik	erik
izotopa	izotopy
itf	itf
brodogradilište	loděnice
brodogradilište	loděnic
brodogradilište	loděnice
mapa	mapě
mapa	mapa
mapa	mapy
mapa	mapu
višak	přebytek
višak	přebytky
višak	nadbytek
višak	přebytek
višak	nadbytek
ropstva	otroctví
teoretski	teoretické
teoretski	teoreticky
manjak	nedostatek
manjak	schodek
manjak	schodku
manjak	deficit
odlučiti	rozhodování
uvjeren	sebevědomý
uvjeren	přesvědčen
uvjeren	přesvědčil
gregory	gregory
allmusic	allmusic
planirano	naplánovaný
planirano	naplánované
planirano	plánované
planirano	plánováno
planirano	plánovaný
planirano	naplánované
planirano	plánovaná
automobili	aut
automobili	automobily
automobili	auta
operativni	provozní
najbrži	nejrychlejší
najbrži	nejrychleji
nizvodno	navazující
praga	praha
konjica	kavalerie
konjica	kavalérie
ahmad	ahmad
teza	teze
manning	manning
prihvati	přijmout
becker	becker
zaposlen	zaměstnaní
zaposlen	zaměstnané
odvajanje	odloučení
odvajanje	oddělení
arheolog	archeolog
arheolog	archeolog
odgovori	odpovědi
odgovori	odpovědí
odgovori	odpovězte
odgovori	odpověď
odgovori	odpovědět
odgovori	odpovědět
odgovori	odpověď
registar	registr
registar	registrovat
registar	zaregistrovat
registar	registru
registar	registr
registar	rejstřík
ostanak	zůstávám
litoria	rosnice
oslanja	spoléhá
adrese	adres
adrese	adresy
godišnjak	ročenky
godišnjak	ročenku
paše	sedí
standarde	normy
standarde	standardy
standarde	norem
zastupa	zastupuje
zastupa	reprezentuje
zastupa	představuje
zastupa	zastupování
zastupa	zastupující
zastupa	představující
zmaju	draku
zmaju	drak
privremeni	dočasné
privremeni	dočasná
privremeni	dočasně
privremeni	dočasný
privremeni	teplota
žlijezda	žlázy
rafinesque	rafinesque
istrage	šetření
istrage	vyšetřování
istrage	šetření
istrage	vyšetřování
državnosti	státnosti
maculatus	maculatus
umjetnica	umělec
umjetnica	umělkyně
umjetnica	umělce
deveti	devátý
deveti	devátá
deveti	deváté
tajland	thajsko
prijateljska	přátelský
prijateljska	přátelská
prijateljska	friendly
prijateljska	přátelské
biološki	biologický
biološki	biologická
biološki	biologické
biološki	biologicky
stephan	stephan
hum	hum
pokušavajući	zkouší
pokušavajući	zkouším
umijeće	dovednost
umijeće	dovednosti
stolica	židle
stolica	židli
stolica	křeslo
stolica	stolici
stolica	stolice
berk	berk
angelo	angelo
kornjača	turtle
kornjača	želva
kornjača	želví
kornjača	želva
sds	sds
oštećen	poškozen
oštećen	poškozený
oštećen	poškozené
oštećen	poškozená
smjesa	směs
smjesa	směsi
katastrofa	pohroma
katastrofa	neštěstí
katastrofa	katastrofa
katastrofa	katastrofa
višestruko	násobek
ljiljana	lilie
orleans	orleans
pionir	průkopnický
pionir	pioneer
jaje	vajíčko
jaje	vejce
ted	ted
višestruki	násobek
mana	mana
mana	vada
oštećena	poškozen
oštećena	poškozený
oštećena	poškozené
oštećena	poškozená
promociju	propagace
promociju	povýšení
promociju	propagaci
presude	rozsudků
presude	rozsudky
zalihe	zásoby
zalihe	zásobování
zalihe	dodávky
zalihe	akcie
zalihe	skladem
usvojena	přijato
usvojena	přijata
usvojena	přijat
usvojena	přijatá
instrumente	přístroje
instrumente	nástroje
fotografiju	fotografie
fotografiju	photo
fotografiju	foto
fotografiju	fotka
fotografiju	fotku
ilirska	ilyrské
krugovi	kruhy
krugovi	kroužky
zagorje	zagorje
komplikacija	komplikace
komplikacija	komplikace
dobitnici	vítěze
dobitnici	vítězové
dobitnici	vítězů
crawford	crawford
konrad	konrad
lana	lano
lana	laně
lana	lana
crtež	kreslení
crtež	kresba
crtež	losování
doboj	doboj
tiger	tiger
tiger	tygří
tiger	tygr
kara	kara
kara	karo
kos	blackbird
kos	kos
pivo	piva
pivo	pivní
pivo	pivo
pivo	pivko
zakonski	právně
zakonski	legálně
prah	prachu
prah	prach
prah	prach
prah	prášek
prah	pudr
alternativni	alternativa
alternativni	alternativní
alternativni	náhradník
alternativni	alternativní
daniela	daniela
daniela	daniela
daniela	daniel
paice	paice
strategije	strategie
strategije	strategie
strategije	strategii
tipični	typický
tipični	typická
tipični	typické
sfere	koule
sfere	sféry
kronologija	chronologie
jpl	jpl
psima	psy
psima	psi
psima	psů
brasiliensis	brasiliensis
pavić	pavić
hrasta	dub
hrasta	oak
hrasta	dubu
britton	britton
torinu	turín
bataljun	prapor
gloria	glorie
gloria	glorii
gloria	gloria
moderno	moderní
berkeley	berkeley
shi	shi
herre	herre
centri	centra
centri	střediska
centri	centra
centri	střediska
armstrong	armstrong
ranjeno	zranění
ranjeno	zraněn
ranjeno	zraněný
uživao	užil
perkins	perkins
prijateljstva	přátelství
prijateljstva	kamarádství
prijateljstva	přátelství
bečki	vídeňský
neo	neo
seksualno	pohlavní
seksualno	sexuálně
seksualno	sexuální
seksualno	sexuálně
spielberg	spielberg
dodavanje	přidání
dodavanje	přidávám
dodavanje	přidávání
arsen	arsenu
sačuvati	zachovávat
sačuvati	zachovat
sačuvati	uchovat
pravna	zákonné
pravna	zákonný
pravna	právní
pravna	legální
marine	marina
marine	přístav
marine	marino
marine	námořní
marine	mariňák
marine	marine
marine	mořských
marine	mořská
trend	trend
poželjno	nejlépe
poželjno	přednostně
poželjno	žádoucí
distribucija	distribuční
distribucija	rozdělení
distribucija	distribuce
distribucija	rozložení
gruzijski	gruzínské
gruzijski	gruzie
medijski	media
medijski	média
medijski	mediální
propustio	minul
propustio	zmeškal
propustio	minula
ravnica	prosté
ravnica	prostá
ravnica	prostý
ravnica	plains
ravnica	roviny
ravnica	pláně
pre	pre
prihod	příjmy
prihod	výnosy
prihod	příjem
prihod	příjmy
prihod	výnosy
prihod	příjem
izum	vynález
hopkins	hopkins
ratnici	válečníci
ratnici	bojovníků
ratnici	bojovníci
subjekt	předmět
subjekt	subjekt
salzburg	salzburg
luca	luca
rotor	rotoru
proračun	rozpočet
proračun	rozpočtu
magdalena	magdaléna
magdalena	magdalena
detektiv	detektiv
