fasciata	fasciata
mollis	mollis
fuller	fuller
ricardo	ricardo
härnösand	härnösand
willem	willem
inledning	introdução
inledning	preâmbulo
institution	instituição
väder	clima
väder	tempo
väder	meteorologia
sylvia	sylvia
sylvia	silvia
alliansen	aliança
alliansen	alliance
splendens	splendens
harriet	harriet
gara	gara
innehållande	contendo
sveti	sveti
räkning	bill
räkning	enumeração
boulder	boulder
timrå	timrå
akademisk	acadêmica
akademisk	académico
akademisk	acadêmico
akademisk	académica
bedömning	apreciação
bedömning	avaliação
bedömning	apreciação
bedömning	avaliação
desert	deserto
desert	desert
desert	desertos
campus	campus
industrin	industria
industrin	indústria
cola	cocaína
cola	coque
cola	coca
cola	cola
case	case
case	caso
primära	primária
primära	primário
primära	primárias
primära	primários
medborgarskap	nacionalidade
medborgarskap	cidadania
rosea	rosea
bröd	pães
bröd	pão
oberthür	oberthür
knutsson	knutsson
fas	fase
lissabon	lisboa
markera	mark
markera	marcar
markera	marca
markera	marcos
markera	destaque
markera	realçar
markera	realce
markera	destacar
markera	selecionar
markera	seleciona
markera	seleccionar
markera	selecione
kritiserade	criticada
kritiserade	criticados
kritiserade	criticou
kritiserade	criticado
kritiserade	criticada
kritiserade	criticados
kritiserade	criticado
noterade	citado
noterade	citadas
noterade	citados
noterade	citada
noterade	anotado
noterade	notou
noterade	observou
fragment	fragmento
fragment	fragmentos
stand	stand
konrad	konrad
chester	chester
patricia	patrícia
patricia	patricia
kalender	calendário
kurser	cursos
ovanlig	invulgar
ovanlig	incomum
ovanlig	incomum
sega	sega
ringmaskar	anelídeos
edmonton	edmonton
aristolochia	aristolochia
verbascum	verbascum
wallenberg	wallenberg
härkomst	ascendência
härkomst	descida
härkomst	proveniência
härkomst	procedência
antigua	antígua
lanserade	lançado
lanserade	lançou
lanserade	lançada
rapporterade	denunciado
rapporterade	denunciou
rapporterade	relatado
rapporterade	comunicados
rapporterade	denunciada
gardner	gardner
negativt	negativamente
negativt	negativa
negativt	negativas
negativt	negativos
negativt	negativo
släkting	parente
släkting	relativa
släkting	relativo
väsby	väsby
läsaren	leitora
läsaren	leitor
allians	aliança
allians	alliance
utmärkelse	prémio
utmärkelse	prêmio
ham	pernil
ham	presunto
ham	ham
ham	fiambre
sigrid	sigrid
armeniska	armênio
armeniska	arménia
armeniska	arménio
armeniska	armênios
armeniska	armênia
ngc	ngc
antônio	antônio
etablerat	estabelecida
etablerat	estabelecido
synpunkter	opiniões
synpunkter	opinião
synpunkter	feedback
synpunkter	comentários
synpunkter	comentário
synpunkter	comentar
synpunkter	comenta
synpunkter	comentários
synpunkter	observações
flyg	fly
flyg	voe
flyg	mosca
flyg	voar
flyg	voa
flyg	voo
flyg	vôo
flyg	vôos
flyg	voos
ajax	ajax
stärka	reforçar
stärka	fortalece
stärka	fortalecer
stärka	reforço
stärka	fortalecimento
stärka	reforçando
styrde	governado
styrde	governou
styrde	governados
styrde	reinou
styrde	governada
enorma	enormes
enorma	enorme
enorma	enormes
enorma	enorme
enorma	imensa
enorma	imensas
enorma	imenso
klaus	klaus
gang	gangue
gang	gang
gang	quadrilha
gang	bando
begravningsplats	cemitério
begravningsplats	cemitério
giftermål	casamento
giftermål	matrimônio
coenonympha	coenonympha
nordström	nordström
anopheles	anopheles
eden	éden
eden	eden
morton	morton
calgary	calgary
robotar	mísseis
robotar	misseis
robotar	robôs
robotar	robots
dominerade	dominado
dominerade	dominados
dominerade	dominadas
dominerade	dominou
dominerade	dominada
finansiella	financeiro
finansiella	financeira
dawson	dawson
hertigdömet	ducado
magna	magna
pia	pia
devon	devon
regerade	reinou
regerade	governado
regerade	governou
regerade	governados
regerade	reinou
regerade	governada
delägare	sócio
delägare	parceira
delägare	parceiro
oncidium	oncidium
croix	croix
kenny	kenny
mick	mick
bitar	bits
bitar	pedaços
bitar	peças
gros	gros
lundqvist	lundqvist
ljusa	brilhante
ljusa	bright
ljusa	brilhantes
theodore	theodore
theodore	teodoro
electric	elétricos
electric	eléctricos
electric	elétrica
electric	elétrico
diskuteras	discute
diskuteras	discutiu
diskuteras	discutiram
diskuteras	discutida
diskuteras	discutido
vitryska	bielorrussa
vitryska	bielorrusso
edith	edith
edith	edite
dynastin	dinastia
väntar	esperando
väntar	aguardando
knapp	botão
knapp	button
inter	inter
republik	república
madame	madame
handbollsspelare	handebolista
presentation	apresentação
utgivning	emissão
utgivning	publicar
utgivning	edição
utgivning	publicação
utgivning	publicando
förstöra	destruam
förstöra	destrua
förstöra	destrói
förstöra	destruir
förstöra	ruína
förstöra	arruinar
förstöra	mimar
förstöra	estragar
syre	oxigénio
syre	oxigênio
lycka	felicidade
lycka	felicidades
kulturer	culturas
hawk	gavião
hawk	falcão
hawk	hawk
opus	opus
slovenska	esloveno
slovenska	esloveno
slovenska	eslovênia
slovenska	eslovena
tristis	tristis
befattning	função
befattning	funções
befattning	posição
systrar	manas
systrar	irmãs
piedras	piedras
innehar	detém
innehar	porões
rättegången	julgamento
planeras	planeado
planeras	planejou
planeras	planejado
planeras	planejada
planeras	planeada
kontroversiella	polémica
kontroversiella	controverso
kontroversiella	polêmica
kontroversiella	controversa
datorn	computador
manga	manga
manga	mangá
kommersiellt	comerciais
kommersiellt	comercial
kommersiellt	comercialmente
accepterade	aceitos
accepterade	aceites
accepterade	aceitado
accepterade	aceite
accepterade	aceita
accepterade	aceito
planina	planina
tittar	olhando
tittar	procurando
tittar	olhar
tittar	observando
tittar	assistindo
tittar	vendo
justin	justin
barend	barend
orleans	orleans
orleans	orléans
orleans	orleães
giro	giro
bristande	deficiente
levi	levi
istanbul	istambul
uppträda	realizando
cut	corta
cut	cut
cut	corte
cut	cortar
indigofera	indigofera
väggen	parede
väggen	muro
väggen	mural
väggen	muralha
