در	врата
مقدماتی	прелиминарно
مقدماتی	прелиминарни
قومی	етничка
قومی	етнички
قومی	етничко
مجتمع	интегриран
مجتمع	интегрирано
مجتمع	интегрирани
مجتمع	интегрирана
دانشجو	студентски
دانشجو	ученик
دانشجو	ученичка
دانشجو	студент
شاگردان	ученици
شاگردان	апостоли
نوجوانان	тинејџери
نوجوانان	адолесценти
نوجوانان	малолетник
نوجوانان	малолетници
نظم	ред
نظم	наредба
نظم	нарачка
نظم	редослед
معانی	значења
تنهایی	сами
تنهایی	сама
تنهایی	сам
تنهایی	осаменост
تنهایی	осаменоста
تنهایی	осамена
تنهایی	осамени
تنهایی	осамен
تنهایی	осамено
آلفا	алфа
چرخ	тркало
چرخ	тркалото
چرخ	воланот
چرخ	тркала
چرخ	количка
چرخ	количката
هرات	херат
هرات	комплекс
هرات	комплексен
مهندسان	инженери
گردش	екскурзија
گردش	циркулацијата
گردش	промет
گردش	циркулација
گردش	разгледување
گردش	прошетките
بم	бам
بم	бум
پور	пор
پور	por
پور	пур
تبعید	прогон
تبعید	прогонство
تبعید	егзил
تبعید	протераните
تبعید	одвоен
تبعید	протеран
جنگلی	шума
جنگلی	шумски
جنگلی	џунглата
جنگلی	џунгла
روزگار	денови
روزگار	дена
آسیاب	мелница
بحرین	бахреин
دانسته	позната
دانسته	познати
دانسته	познат
خواص	намалени
خواص	намалено
خواص	намален
خواص	намалена
اریک	ерик
اریک	eric
قربانی	жртвување
قربانی	жртва
قربانی	жртва
جوزف	јосиф
جوزف	џозеф
آندره	андре
پارس	лаат
پارس	парс
وکیل	правници
وکیل	адвокати
وکیل	адвокатка
وکیل	адвокат
وکیل	правник
اختراع	измислување
اختراع	изумот
اختراع	изум
اختراع	пронајдок
اختراع	измислил
اختراع	измислени
اختراع	измислено
اختراع	измислена
گرامی	чесен
گرامی	чесни
گرامی	великодушно
گرامی	дарежливо
گرامی	дарежлив
گرامی	великодушна
گرامی	почестен
گرامی	почестена
گرامی	почитувани
گرامی	чест
گرامی	благородник
گرامی	благородни
گرامی	благородно
گرامی	благородна
گرامی	благороден
واگذار	довериле
داغ	згодна
داغ	жешка
داغ	жешко
داغ	жешки
داغ	топла
جدایی	разделбата
جدایی	разделба
جدایی	одвојување
جدایی	раздвојување
جدایی	разделба
جدایی	разделување
سفیر	амбасадор
سفیر	сафир
مزرعه	фармата
مزرعه	фарма
لیسانس	ерген
تحقیقاتی	истражување
تحقیقاتی	истражувања
سینا	синај
الفبای	азбука
حرفه	кариера
حرفه	професија
همراهی	придружува
همراهی	придружуваат
همراهی	друштво
همراهی	придружба
محرم	интимен
محرم	интимно
محرم	интимни
محرم	интимна
ادب	љубезност
ادب	учтивост
ادب	манирите
ادب	манири
خودروی	автомобил
خودروی	кола
خودروی	хибрид
کوهی	планинска
کوهی	планински
کوهی	планина
بوسنی	босанско
بوسنی	босанска
بوسنی	босански
بوسنی	босна
جداگانه	одвоено
جداگانه	одделно
سیما	сима
افسانه	легенда
افسانه	мит
افسانه	легенди
افسانه	легендите
قفقاز	кавказ
قفقاز	белец
مجاز	овластени
مجاز	овласти
مجاز	одобрено
مجاز	овластени
مجاز	овластен
مجاز	авторизиран
مجاز	легално
مجاز	законска
مجاز	легална
مجاز	правна
مجاز	легален
مجاز	правен
مجاز	дозволени
مجاز	дозволено
مجاز	дозволена
البرز	алборз
معمولا	обично
معمولا	обично
اروگوئه	уругвај
سراب	фатаморгана
سراب	мираж
گمان	мислење
گمان	претпоставка
گمان	фенси
چای	чај
محاصره	опсада
محاصره	блокада
محاصره	опкружена
محاصره	опкружени
محاصره	опколен
محاصره	опколени
محاصره	опкружен
کف	пена
کف	спрат
کف	кат
کف	подот
کف	партер
فرماندار	управител
فرماندار	гувернер
فرماندار	гувернерот
کنسرت	концерт
کنسرت	концертот
کنسرت	концерти
بیمه	осигурување
آلبرت	алберт
آلبرت	албер
گلی	глина
گلی	клеј
کجا	каде
اکسید	оксид
قیام	стои
قیام	стоечки
قیام	стојам
قیام	стоејќи
قیام	стоење
خدایان	богови
ونزوئلا	венецуела
سؤال	прашање
سؤال	прашања
مقادیر	вредности
برآورد	проценка
برآورد	процени
برآورد	процена
برآورد	проценуваат
برآورد	проценки
امیدوارم	надеж
امیدوارم	хоуп
لیتوانی	литванскиот
لیتوانی	литванија
علائم	симптоми
درونی	ентериер
درونی	внатрешност
درونی	внатрешни
درونی	внатрешно
درونی	внатрешна
درونی	внатрешен
درونی	внатрешно
درونی	внатрешен
سرور	сервер
سرور	серверот
فیلسوف	филозоф
موریس	маврициус
موریس	морис
موریس	морис
درج	вметнување
درج	вметни
درج	вметнување
درج	додатоците
درج	влошки
سامسونگ	самсунг
سامسونگ	samsung
الیزابت	елизабета
الیزابت	елизабет
وظایف	должности
سانتا	санта
سایه	сенка
سایه	сенката
سایه	сенка
سایه	нијанса
مرور	прелистување
مرور	прегледај
مرور	преглед
مرور	разгледување
مرور	прелистување
پیروان	следбеници
گذار	транзиција
وحدت	единство
الهام	инспирираше
الهام	инспириран
الهام	инспирирани
الهام	инспирирана
الهام	инспирираат
الهام	инспирира
الهام	инспирација
محبوب	популарно
محبوب	популарен
محبوب	популарни
محبوب	популарна
محبوب	омилено
محبوب	омилен
محبوب	омилена
محبوب	омилени
محبوب	сакан
محبوب	сакана
محبوب	љубена
پروتکل	протокол
گام	степ
گام	чекор
تحویل	достава
تحویل	испорака
تحویل	избави
تحویل	доставување
حرارتی	термичка
سندی	сенди
جلال	слава
راس	рос
مشتری	муштерија
مشتری	клиенти
مشتری	муштерии
مشتری	клиентот
مشتری	клиент
مشتری	јупитер
بابا	тате
بابا	тато
بابا	татко
مرده	мртво
مرده	мртов
مرده	мртви
مرده	мртва
نوجوانی	тинејџерски
نوجوانی	тинејџер
نوجوانی	тинејџерка
نوجوانی	адолесценцијата
ورزشکار	атлетска
ورزشکار	атлетски
ورزشکار	спортист
ورزشکار	атлетичар
ورزشکار	атлетичарка
ورزشکار	sport
ورزشکار	спорт
هواگرد	летала
هواگرد	авионски
مدافعان	бранителите
مدافعان	бранители
سونی	сони
تجدید	обновување
تجدید	обнова
نویس	нојс
نویس	невис
والتر	волтер
والتر	валтер
چوبی	дрвено
چوبی	дрвена
چوبی	дрвен
چوبی	дрвени
چوبی	дрво
چوبی	дрва
پژوهشگران	истражувачи
دفاعی	одбрана
سیم	жица
سیم	дисплејот
سیم	сим
سیم	sim
نوادا	невада
اصطلاحات	термини
اصطلاحات	услови
اصطلاحات	терминологија
آبشارها	водопади
دقیقاً	точно
تخم	јајца
تخم	јајце
سالم	здрав
سالم	здрави
سالم	здрава
سالم	безбедно
سالم	салем
کامرون	камерун
مسکن	домување
تحریک	провокативни
تحریک	провокативна
تحریک	предизвика
تحریک	стимулираат
تحریک	стимулира
تحریک	поттикнување
یحیی	јахја
آرایه	палета
مکانی	место
حسابداری	сметководство
آیلند	островот
آیلند	остров
آدرس	адреса
الهی	богот
الهی	бога
الهی	бог
الهی	господ
الهی	божествен
الهی	божествена
الهی	божествено
سوار	возење
سوار	превоз
سوار	јавач
نادرست	неточно
نادرست	неточни
نادرست	погрешно
نادرست	погрешна
نادرست	лажна
نادرست	неточно
نادرست	лажен
اصلاحات	модификации
اصلاحات	реформи
اصلاحات	реформа
اصلاحات	подобрувања
اصلاحات	реформација
اصلاحات	корекции
اصلاحات	подобри
اصلاحات	подобрување
هزاران	илјадници
تظاهرات	демонстрираат
تظاهرات	демонстрира
تظاهرات	протести
تظاهرات	протест
تظاهرات	демонстрациите
تظاهرات	демонстрации
تظاهرات	демонстрација
تظاهرات	демонстрации
مرزی	граница
کارائیب	карибите
گردن	врат
گردن	вратот
تحصیلی	академик
تحصیلی	академски
تحصیلی	академска
ویکتوریا	викторија
تجاوز	напад
تجاوز	агресија
تجاوز	агресивност
تجاوز	силување
تجاوز	силувања
زمستانی	зима
تبلیغاتی	рекламирање
تبلیغاتی	рекламирањето
تبلیغاتی	пропаганда
فردا	утре
مرتب	средено
ترس	стравот
ترس	страв
ترس	стравопочит
استیو	steve
استیو	стив
تل	тал
تل	висок
تل	висока
تل	тел
تل	tol
قصر	тврдина
قصر	замок
قصر	палас
قصر	дворец
قصر	палата
پرستاری	пензионерски
رساله	брошура
رساله	брошури
توده	маси
توده	масовен
توده	масовно
توده	маса
توده	масовни
توده	миса
گاو	крава
دموکراتیک	демократски
دموکراتیک	демократска
سوخته	изгоре
شعار	мото
شعار	слоган
وحشی	диво
وحشی	диви
وحشی	див
وحشی	дива
وحشی	дивина
وحشی	savage
وحشی	диви
وحشی	дивјак
وحشی	дивјачки
خبرنگار	дописник
خبرنگار	новинарка
خبرنگار	новинар
آنتونیو	antonio
آنتونیو	антонио
واقعه	инциденти
واقعه	инцидент
واقعه	настан
واقعه	настанот
جلسه	седница
جلسه	сесија
جلسه	средба
جلسه	состанок
اکسیژن	кислород
عدالت	правдата
عدالت	правдина
عدالت	правда
فیلتر	филтер
مترو	метро
مترو	метрото
مترو	метро
دخالت	мешање
دخالت	интервенции
دخالت	интервенција
دخالت	вклученост
دخالت	вмешаност
دخالت	мешањето
ابی	аби
شهروندان	граѓани
شهروندان	граѓаните
رسم	традицијата
رسم	традиција
رسم	заговор
رسم	парцела
رسم	завера
ازبکستان	узбекистан
تشویق	охрабрување
تشویق	охрабри
تشویق	аплауз
سرکوب	репресија
سرکوب	потисне
سرکوب	потиснување
سرکوب	сузбие
سرکوب	потиснати
سرکوب	потисна
هشدار	предупредување
هشدار	тревога
شاهین	соколи
شاهین	сокол
برود	минува
برود	поминува
برود	помине
برود	пропусници
معادله	равенка
معادله	равенки
کوچکتر	помала
کوچکتر	помало
کوچکتر	помал
کوچکتر	помали
سیب	епл
سیب	јаболко
سیب	apple
سیب	јаболка
سیب	јаболки
ولتاژ	напон
ماهواره	сателитот
ماهواره	сателитски
ماهواره	сателит
ماهواره	сателитска
برگشت	грб
برگشت	назад
یخ	лед
یخ	мраз
صلیب	крос
صلیب	крстот
صلیب	крст
بیس	бас
بیس	бис
بل	бел
بل	ѕвоно
بل	бел
بل	ѕвонче
ناخالص	грос
ناخالص	одвратно
ناخالص	бруто
پورنو	порнографски
داوری	арбитража
داوری	судија
داوری	судијата
داوری	пресуда
نمایشی	изведува
نمایشی	демонстрации
پراکنده	раштркани
بیگ	големо
بیگ	голем
بیگ	голема
بیگ	големи
محقق	истражувач
کاظم	касим
کاظم	казим
اختلالات	растројство
اختلالات	нереди
اختلالات	пореметување
اختلالات	пореметувања
اختلالات	нарушувања
مأموریت	мисија
مأموریت	мисијата
قطار	воз
قطار	возови
مهاجران	емигранти
مهاجران	имигранти
مهاجران	емигранти
مهاجران	мигранти
مهاجران	емигранти
پری	пери
متحرک	мобилен
متحرک	мобилни
متحرک	мобиле
کوهستان	планинска
کوهستان	планински
کوهستان	планина
کوهستان	планини
ادیان	религии
ادیان	религиите
حشرات	инсекти
حشرات	инсектите
حشرات	бубачки
دیسک	диск
دیسک	диск
دوستی	другарство
دوستی	пријателство
دوستی	другарка
دوستی	пријател
تقلید	имитираат
تقلید	имитира
تقلید	имитација
نهضت	поход
نهضت	движење
کهنه	старо
کهنه	стари
کهنه	стар
کهنه	стара
اجباری	принуден
اجباری	присилена
اجباری	присилени
اجباری	принудени
اجباری	присилен
اجباری	сила
اجباری	присили
اجباری	задолжително
اجباری	задолжително
ضریب	коефициент
نان	кари
نان	nan
نان	леб
خورده	јадеше
خورده	ate
خورده	изеде
خورده	јадел
خورده	изеден
خورده	изедени
اختصاصی	неслободен
امریکا	америка
یوروویژن	eurovision
یوروویژن	евровизија
گرافیک	gpu
گرافیک	графика
گرافیک	графики
معمار	архитект
نیل	нил
بخصوص	поготово
بخصوص	особено
بخصوص	посебно
مرکب	мастило
ماندن	останувам
ماندن	останување
ماندن	остани
نفس	здивот
نفس	здив
نفس	его
نفس	егото
نفس	душа
براون	кафеава
براون	браун
براون	кафеав
براون	кафена
واسطه	посредникот
واسطه	посредник
واسطه	посредници
واسطه	посредник
فشرده	зип
فشرده	компресиран
مری	мери
مری	честит
آذربایجانی	азербејџански
شطرنج	чес
شطرنج	шаховска
شطرنج	шах
لیورپول	ливерпул
وسیع	широко
وسیع	широка
وسیع	широк
وسیع	широки
وسیع	обемна
وسیع	простран
وسیع	огромно
تار	web
تار	веб
تار	пајажина
تار	ворп
تار	катран
سودان	судан
سودان	судански
اسلواکی	словачкиот
اسلواکی	словачки
اسلواکی	словачка
اسلواکی	словачка
شکلی	фигури
شکلی	личности
شکلی	бројки
عملیاتی	оперативно
عملیاتی	оперативен
عملیاتی	оперативни
عملیاتی	оперативна
سازهای	структурните
سازهای	структурни
حرم	прибежиште
حرم	засолниште
حرم	светилиште
راهنما	прирачник
راهنما	упатство
راهنما	рачно
راهنما	рачна
راهنما	водич
دوستدار	сакање
دوستدار	сакан
رمز	крипто
سیدنی	сидни
سیدنی	сиднеј
جونز	јонс
جونز	џонс
استانداردهای	стандарди
سران	началници
اپرا	оперски
اپرا	опера
اسلحه	пушка
اسلحه	пиштол
آلفرد	алфред
نمادهای	симболи
بادی	другар
بادی	бади
بادی	ветер
بادی	ветерот
بادی	ветрот
بادی	ветар
فرانسیس	францис
فرانسیس	франсис
فرانسیس	френсис
خطاب	катаб
سهم	придонес
سهم	придонеси
سهم	акции
متمرکز	концентриран
متمرکز	концентрирани
متمرکز	концентрирана
متمرکز	фокусиран
متمرکز	фокусирана
متمرکز	фокусирани
دلیلی	причина
دلیلی	разум
دلیلی	разумот
ماجرای	авантура
کارگر	труд
کارگر	работник
کارگر	работникот
کارگر	работничка
کارگر	труд
کارگر	работнички
کارگر	трудот
دایره	кругови
دایره	круг
دایره	кружни
دایره	кружен
مغزی	мозок
مغزی	мозокот
پروفسور	професор
مانی	мани
سرپرستی	патронат
سرپرستی	усвојувањето
سرپرستی	надзор
خوراکی	зајадливи
دان	дон
سرچشمه	фонтана
عقاید	мислења
عقاید	верувања
عقاید	убедувања
انفجار	експлозија
انفجار	експлозијата
انفجار	експлозија
انفجار	детонација
خزندگان	рептил
خزندگان	рептили
تحمل	толерира
تحمل	толеранција
تحمل	толерира
بنیانگذار	основач
مقبره	гроб
مقبره	гробница
متخصص	специјалист
متخصص	стручен
متخصص	стручњак
متخصص	стручно
متخصص	експерт
عاشق	љубов
عاشق	љубовта
لحظه	момент
لحظه	moment
شباهت	сличности
شباهت	сличност
شباهت	сличност
شباهت	сличност
داوران	судиите
داوران	судии
تسلیم	предадете
تسلیم	предавање
تسلیم	поднесе
تسلیم	достават
تسلیم	пријава
تسلیم	поднесување
آستانه	праг
آستانه	астана
اثرات	ефекти
تعادل	рамнотежа
تعادل	баланс
تعادل	биланс
کاغذ	хартија
کاغذ	хартии
کاغذ	документи
کاغذ	трудови
کاغذ	весници
زوج	пар
زوج	пар
زوج	двојка
فضانوردان	астронаути
گرگ	волф
گرگ	волк
گرگ	грег
تعقیب	потера
یهودیت	јудаизмот
اسلوونی	словенија
اسلوونی	словенечки
اسلوونی	словенечкиот
اسلوونی	словенечка
آماری	статистика
آماری	статистичка
آماری	статистички
سراسری	глобална
سراسری	глобални
سراسری	глобално
هوش	разузнавање
هوش	интелегенција
هوش	интелигенција
لینوکس	линукс
لینوکس	linux
سنگاپور	сингапур
مالیات	оданочување
مالیات	данок
مالیات	даноците
مالیات	даноци
کشتن	убие
کشتن	убивање
کشتن	убиваат
کشتن	убиј
کشتن	убивањето
کشتن	убивање
عبری	хебрејски
عبری	еврејски
اثری	импресии
اثری	впечатоци
اثری	прегледи
آغازین	init
آغازین	почетен
آغازین	првичните
آغازین	првични
آغازین	почетно
سواحل	брегови
سواحل	бреговите
سواحل	плажи
یادگیری	учење
یادگیری	учењето
یادگیری	дознај
یادگیری	учи
یادگیری	научи
یادگیری	научете
یادگیری	дознајте
مجازات	пенал
مجازات	казни
مجازات	казнување
مجازات	казна
سازمانی	организациона
سازمانی	претпријатие
سازمانی	ентерпрајс
دوک	војвода
دوک	дук
دوک	дјук
دوک	кнез
رز	роуз
رز	rose
رز	роза
رز	роза
رز	роса
سکه	парички
سکه	монети
سکه	паричка
سکه	монета
نمودار	дијаграм
نمودار	табелата
هالیوود	холивудски
هالیوود	холивуд
بمب	бомба
محلول	раствор
محلول	решение
تیمور	тимор
تیمور	тимур
بچه	бебе
بچه	орце
بچه	душичка
بچه	срце
بچه	дете
کمبریج	кембриџ
دختری	девојка
دختری	девојче
نمک	солт
نمک	солта
نمک	сол
عمران	имран
کنیا	кенија
استون	камени
استون	камен
استون	стон
استون	ацетон
پوشیده	носен
پوشیده	носел
پوشیده	носени
معماران	архитекти
موجودات	суштества
هلندی	дач
هلندی	холандска
هلندی	холандскиот
هلندی	холандски
روزه	пости
روزه	постот
روزه	брзо
روزه	бргу
روزه	брз
روزه	брзи
موش	глушец
موش	стаорец
موش	глушец
موش	глувче
آگاه	запознавање
آگاه	информирани
آگاه	информиран
آگاه	свесни
آگاه	свесна
آگاه	свесен
تفکیک	дисоцијациона
تفکیک	одвојување
تفکیک	раздвојување
تفکیک	разделба
تفکیک	разделување
جامد	цврсто
جامد	цврст
جامد	цврста
جامد	солидно
جامد	цврсти
اخراج	депортирање
اخراج	депортација
اخراج	протерување
اخراج	испука
اخراج	отпуштена
اخراج	испукани
اخراج	отпуштен
دژ	тврдина
دژ	форт
جمعیتی	демографски
جمعیتی	популација
جمعیتی	население
کمترین	минимално
کمترین	минимална
کمترین	минимум
کمترین	најмалку
کمترین	минимална
کمترین	минимално
کمترین	минимални
کمترین	минимален
میشل	мишел
دموکراسی	демократија
تدریج	постепено
خزر	хазар
خزر	каспиското
شکسته	скршен
شکسته	скршена
شکسته	прекршени
شکسته	скршено
شکسته	скршени
شکسته	банкрот
شکسته	скрши
لوکزامبورگ	луксембург
ماداگاسکار	мадагаскар
کوانتومی	квантна
برتری	извонредност
برتری	предност
بارگذاری	оптоварување
بارگذاری	наполнет
بارگذاری	наполнета
بارگذاری	наполнето
بارگذاری	наполнети
بارگذاری	натоварени
بارگذاری	вчитување
بارگذاری	прикачи
تورنتو	торонто
جانی	џони
جانی	јони
هیل	хејл
هیل	брдо
هیل	ридот
هیل	hill
هیل	хил
هیل	рид
بنگلادش	бангладеш
مار	april
مار	мар
مار	змија
شواهد	докази
دهان	уста
دهان	устата
دهان	усти
دهان	устите
مهاجمان	raiders
مهاجمان	напаѓач
مهاجمان	освојувачи
مهاجمان	окупатори
مهاجمان	атентатори
مهاجمان	убијци
وست	запад
وست	западно
وست	вест
شک	шак
شک	сомнежот
شک	сомнеж
شک	сомневање
شک	сомневам
تابش	брилијантност
شیطان	ѓавол
شیطان	ѓаволот
جفت	пар
جفت	плацента
جفت	пара
جفت	парови
جفت	другари
ابر	облаци
ابر	клауд
ابر	облак
عمیق	deep
عمیق	длабок
عمیق	длабока
عمیق	длабоко
عمیق	длабоки
ابراز	изразувајќи
ابراز	изразува
ابراز	искажувајќи
ویلیامز	вилијамс
دستگیری	апсење
دستگیری	фаќање
دستگیری	апсења
تست	тест
تست	тестирања
تست	тестирање
اساتید	мајстори
اساتید	господари
اساتید	мастерс
اساتید	господарите
اساتید	учители
اساتید	наставниците
اساتید	наставници
تنوع	разновидност
تنوع	разновидноста
تنوع	варијација
تنوع	разновидност
ترجیح	преферира
ترجیح	претпочита
نشانی	адреса
حساس	чувствителен
حساس	осетливо
حساس	чувствителни
حساس	осетлив
حساس	осетлива
اشخاص	личности
اشخاص	лица
پرتو	зрак
پرتو	бим
پرتو	греда
پرتو	реј
اورشلیم	ерусалим
فرمانروایی	кралство
فرمانروایی	царство
ارنست	ернст
ارنست	ернест
گپ	муабет
گپ	разговор
گپ	чат
پاس	благодарност
پاس	поминете
پاس	помине
اجزای	компоненти
معنا	значење
هیدروژن	хидроген
جاز	џез
راز	тајни
راز	тајна
نوجوان	тинејџерски
نوجوان	тинејџер
نوجوان	тинејџерка
نوجوان	тинејџер
نوجوان	тинејџери
نوجوان	тинејџер
نوجوان	тинејџерски
نوجوان	тинејџерка
نوجوان	тинејџери
عامه	популарно
عامه	популарен
عامه	популарни
عامه	популарна
تمرین	проба
تمرین	обука
تمرین	тренинг
تمرین	вежбање
تمرین	пракса
تمرین	практика
تمرین	вежбање
تمرین	вежби
تمرین	вежба
تمرین	вежбајте
اواسط	средината
شلیک	застрелан
شلیک	истрел
شلیک	погодок
کوشش	напор
کوشش	напори
کوشش	напори
پلاک	порција
پلاک	чинија
پلاک	плочка
بیاید	дојди
هماهنگی	координација
هماهنگی	хармонија
خام	сурова
خام	raw
خام	сурова
قدس	ерусалим
هوشمند	интелигентен
هوشمند	интелегентни
هوشمند	интелегентен
هوشمند	интелигентни
هوشمند	интелигентна
هوشمند	паметен
هوشمند	смарт
هوشمند	паметна
هوشمند	паметни
هوشمند	паметно
هوشمند	smart
انتقام	одмаздата
انتقام	одмазда
انتقام	освета
انتقام	одмазди
منافع	интереси
منافع	придобивки
منافع	бенефиции
منافع	поволности
منافع	придобивките
بام	кров
بام	покрив
بام	покривот
دستیار	помошничка
دستیار	асистент
دستیار	помошник
نشریات	дневници
نشریات	публикации
رویدادها	настани
بالاخره	конечно
بالاخره	најпосле
کتیبه	орнамент
ویکیپدیا	википедија
خلافت	калифатот
لغو	откажи
لغو	премостување
چرخه	круг
چرخه	циклуси
چرخه	циклус
تیلور	тејлор
هاوایی	хаваи
هاوایی	хаваите
هاوایی	хавајски
استخدام	вработување
استخدام	изнајмување
استخدام	вработи
استخدام	најми
استخدام	најмен
استخدام	вработувања
استخدام	вработување
استخدام	регрут
استخدام	регрутира
استخدام	регрутираат
تندیس	скулптура
تندیس	скулптури
تندیس	статуа
پاییز	есента
پاییز	наесен
پاییز	есен
پاییز	паѓање
پاییز	пад
پاییز	падот
پاییز	есен
پاییز	падне
دیویس	дејвис
خوزه	жозе
خوزه	хозе
خوزه	жозе
خوزه	хозе
خوزه	хосе
مخابرات	комуникации
مخابرات	телекомуникациска
مخابرات	телекомуникациите
مخابرات	телекомуникации
مخابرات	телекомуникациски
مخابرات	телекомуникации
مخابرات	телекомуникациски
تفریحی	рекреативни
معامله	договори
معامله	зделки
معامله	зделка
معامله	договор
معامله	договорено
معامله	зделка
برایان	брајан
برایان	брајан
حدیث	соопштение
تسلط	доминација
تسلط	доминација
تسلط	авторитет
تسلط	власт
تسلط	овластувања
تسلط	управа
حاکمان	владетели
حاکمان	судиите
حاکمان	судии
تجربی	емпириски
تجربی	експериментални
تجربی	експериментален
مقدمه	вовед
مقدمه	воведувањето
مقدمه	воведување
مقدمه	запознавање
مقدمه	претставување
مقدمه	вовед
مقدمه	најавата
فصلی	сезонски
فصلی	сезонска
ویدئو	video
ویدئو	видео
قضایی	судски
قضایی	судско
قضایی	судска
دراز	лонг
دراز	долги
دراز	долго
دراز	долга
معنوی	духовна
معنوی	духовни
معنوی	духовен
معنوی	духовно
والدین	родителство
والدین	воспитување
والدین	родител
مکه	мека
مقصد	одредиште
مقصد	дестинација
مغول	монголци
مغول	магнат
مغول	монгол
محاسبات	пресметки
محاسبات	информатика
محاسبات	computing
مدارک	докази
بلافاصله	веднаш
بلافاصله	одма
بلافاصله	инстантно
شن	шен
شن	песок
بوئینگ	ah
بوئینگ	боинг
حرکات	поместува
حرکات	потези
حرکات	движења
اکوادور	еквадор
رسول	гласник
رسول	курир
رسول	messenger
خلبان	пилот
خلبان	пилотот
پائولو	пауло
پائولو	паоло
تفکر	мисла
تفکر	мислата
تفکر	размислување
تفکر	анализираат
حجت	гаранција
حجت	расправање
حجت	аргумент
حجت	расудување
ویکتور	виктор
بارسلونا	барселона
عجیب	чудни
عجیب	чудна
عجیب	чуден
عجیب	чудно
عجیب	чудни
عجیب	чудна
عجیب	чудно
عجیب	чудна
عجیب	чудни
عجیب	чуден
عجیب	чудно
فرماندهان	командири
فرماندهان	команданти
فراز	над
فراز	погоре
فراز	наведените
فراز	одозгора
اعتراضات	протести
اعتراضات	протест
اعتراضات	протести
فراموش	заборави
فراموش	заборавете
طنز	сатира
طنز	иронија
طنز	хумор
طنز	хуморот
طنز	хумор
کریستین	христијански
کریستین	кристијан
کریستین	христијан
کریستین	христијани
کریستین	христијанин
نخل	дланка
نخل	палм
نامزدی	ангажман
نامزدی	интеракција
نامزدی	ангажираност
نامزدی	веридба
ضعف	слабоста
ضعف	слабост
سکته	удар
فرعی	подморницата
آلودگی	контаминација
آلودگی	загадување
آلودگی	инфекција
آلودگی	зараза
آلودگی	загадувањето
آلودگی	загадување
عفونت	инфекции
عفونت	инфекција
عفونت	зараза
بست	поврзувач
بستن	блиску
بستن	затвори
بستن	затворајќи
بستن	затворањето
بستن	затворање
سدیم	натриум
پورنوگرافی	порнографија
پورنوگرافی	порнографски
حکمت	мудрост
ماد	кал
ماد	мод
لاله	лалиња
لاله	лалињата
لاله	лале
لاله	нем
لاله	исклучи
درختی	дрво
درختی	стебло
مو	влакна
مو	коса
احتمالی	веројатна
احتمالی	прелиминарни
سوئدی	шведскиот
سوئدی	шведска
سوئدی	шведски
پیشنهادی	предложени
پیشنهادی	предложена
پیشنهادی	предложен
پیشنهادی	предлози
پیشنهادی	сугестии
هرزگوین	херцеговина
پروتئین	протеини
پروتئین	протеин
دشتی	рамнина
دشتی	рамнини
کالا	кала
کالا	стока
کالا	стоки
کالا	стока
کالا	стоки
کیم	ким
کشیدن	влечење
کشیدن	влечење
کشیدن	цртеж
کشیدن	цртање
کشیدن	ждрепката
عقاب	орел
عقاب	орли
عقاب	орлите
تسخیر	опседнатост
تسخیر	поседување
تسخیر	освојување
آوری	ејвори
آزار	налутен
آزار	нервира
آزار	повреден
آزار	повредена
آزار	боли
آزار	повреди
بلوک	блока
بلوک	блокови
بلوک	блокирај
بلوک	блок
هیتلر	хитлер
مبلغ	сума
مبلغ	sum
مبلغ	сума
مبلغ	износ
مبلغ	количество
قبیله	клан
قبیله	кланот
قبیله	племето
قبیله	племе
قبیله	племенски
قبیله	племиња
تزریق	инјекции
تزریق	инекции
تزریق	инјекција
تزریق	инекција
تزریق	вбризгување
تزریق	внесе
افتخاری	почесен
همایش	конференција
همایش	конференции
همایش	конвенции
همایش	конвенција
تاکید	нагласок
تاکید	акцент
صدها	стотини
صدها	стотици
صدها	стотина
جانسون	џонсон
مجاهدین	муџахедините
مجاهدین	милиција
لوح	табла
لوح	плоча
لوح	таблет
آتن	атина
آتن	aтина
چی	што
کابینه	кабинет
کابینه	креденец
موازی	паралелно
موازی	паралела
موازی	паралелен
موازی	паралелни
موازی	паралелна
منظم	дисциплиниран
منظم	уредна
منظم	редовна
منظم	регуларен
منظم	регуларно
منظم	редовни
منظم	редовен
منظم	регуларни
غلط	лажна
غلط	неточно
غلط	лажен
انیمیشن	анимација
انیمیشن	анимиран
انیمیشن	анимирани
خواهان	желба
خواهان	желби
فیفا	фифа
کانی	кони
مرحوم	починати
مرحوم	почината
مرحوم	починат
کرم	гасеницата
کرم	црв
کرم	cream
کرم	крема
کرم	крем
کلاه	кацига
کلاه	шлем
کلاه	шапка
کلاه	капата
کلاه	шешир
کلاه	капа
انیمه	аниме
اقلیم	клима
خیالی	замислена
خیالی	измислен
خیالی	измислени
خیالی	замислен
خیالی	измислена
خیالی	измислени
بوی	мирис
بوی	мирисни
بوی	мирисаат
بوی	миризба
بوی	мириса
بوی	смрди
بوی	мирисаат
محدودیت	ограничувања
محدودیت	рестрикција
محدودیت	граници
محدودیت	ограничувања
محدودیت	ограничување
محدودیت	ограничи
محدودیت	ограничувања
شوش	суса
مختلط	мешани
مختلط	мешано
مختلط	мешан
مختلط	мешана
مختلط	помешани
روشی	роши
اهدا	доделување
اهدا	донирање
اهدا	донирање
اهدا	донација
اهدا	донации
اهدا	донациите
اهدا	посветеност
اهدا	посвета
اهدا	донатор
شفاف	транспарентна
