ausscheiden	pengunduran
schriftlich	tulisan
palästina	palestina
palästina	palestina
klärung	mengklarifikasi
klärung	perjelas
klärung	klarifikasi
wilfried	wilfred
wilfried	wilfried
verfolgte	dilacak
verfolgte	terlacak
verfolgte	dikejar
verfolgte	angker
verfolgte	berhantu
verfolgte	menghantui
verfolgte	dihantui
verfolgte	dianiaya
verfolgte	teraniaya
angewandt	terapan
angewandt	diaplikasikan
angewandt	diterapkan
zehnten	tenth
zehnten	kesepuluh
zehnten	sepersepuluh
still	hush
still	hus
still	masih
eingeleitet	melembagakan
vorgaben	default
vorgaben	baku
beobachter	observers
beobachter	pengamat
beobachter	pengamat
beobachter	watchers
beobachter	memonitor
beobachter	pantau
beobachter	monitor
beobachter	pengamat
beobachter	observer
bilanz	keseimbangan
bilanz	saldo
bilanz	balance
produkten	produk
fürth	fürth
mtv	mtv
alias	alias
alias	alias
alias	aka
bestätigung	konfirmasi
bestätigung	pengakuan
bestätigung	mengonfirmasi
bestätigung	konfirmasi
bestätigung	validasi
mühlen	mill
mühlen	penggilingan
mühlen	pemintalan
mühlen	mills
mühlen	aparat
libretto	libreto
wiederherstellen	kembalikan
wiederherstellen	mengembalikan
wiederherstellen	pulihkan
wiederherstellen	memulihkan
wiederherstellen	pulihkan
wiederherstellen	mengulang
wiederherstellen	memulihkan
wiederherstellen	mengembalikan
massaker	pembantaian
suffix	akhiran
rudolph	rudolph
umgangssprachlich	colloquial
umgangssprachlich	slang
rennfahrer	pembalap
rennfahrer	pembalap
rennfahrer	racer
beseitigt	memecahkan
beseitigt	diselesaikan
beseitigt	dipecahkan
beseitigt	terpecahkan
beseitigt	terjawab
beseitigt	dieliminasi
beseitigt	dihilangkan
beseitigt	dibuang
aufschwung	kebangkitan
matrix	array
matrix	larik
matrix	matriks
matrix	matrix
ähnlichkeit	kesamaan
ähnlichkeit	persamaan
ähnlichkeit	kemiripan
ähnlichkeit	kemiripan
ähnlichkeit	kesamaan
ähnlichkeit	kemiripan
verteidigte	dipertahankan
empfehlung	disarankan
empfehlung	dianjurkan
empfehlung	direkomendasikan
empfehlung	usul
empfehlung	sugesti
empfehlung	saran
empfehlung	rekomendasi
bedrohung	ancaman
bedrohung	ancaman
bedrohung	ancaman
einweihung	dedikasi
einweihung	pelantikan
einweihung	peresmian
einweihung	konsekrasi
landkreise	distrik
landkreise	kabupaten
vollendet	melengkapi
landung	touchdown
landung	landing
landung	pendaratan
landung	mendarat
saniert	direhabilitasi
sozialer	social
sozialer	sosial
dallas	dallas
betreute	mengawasi
offensive	ofensif
offensive	menyinggung
offensive	menghina
offensive	serangan
offensive	menyerang
offensive	mengganggu
fein	fine
fein	halus
fein	fein
pole	kutub
pole	pole
pole	galah
pole	tiang
pole	kutub
pole	galah
herman	herman
besiegt	ditaklukkan
besiegt	menaklukkan
besiegt	dipukuli
besiegt	dihajar
besiegt	mengalahkan
besiegt	terkalahkan
besiegt	kalah
besiegt	dikalahkan
krause	krause
bindung	pengikat
bindung	pengikatan
bindung	mengikat
bindung	pengikatan
bindung	binding
bindung	ikatan
bindung	ikatan
bindung	ikatan
bindung	obligasi
bindung	bond
entwürfe	sketsa
entwürfe	desain
entwürfe	draf
entwürfe	draft
entwürfe	konsep
schwimmen	berenang
schwimmen	renang
schwimmen	berenang
schwimmen	renang
early	early
early	dini
early	awal
abkürzungen	pintasan
abkürzungen	kependekan
abkürzungen	singkatan
abkürzungen	singkatan
abkürzungen	akronim
protest	protes
protest	protes
messina	messina
organisierten	terorganisasi
organisierten	terorganisir
organisierten	tertata
organisierten	terorganisasi
organisierten	terorganisir
organisierten	teratur
organisierten	tertata
bsg	bsg
kugel	bola
kugel	lingkup
kugel	globe
kugel	bola
kugel	ball
kugel	orb
kugel	peluru
kugel	bullet
kugel	bulet
kosovo	kosovo
delegation	delegasi
färbung	pewarnaan
färbung	pewarna
färbung	mewarnai
färbung	pewarnaan
färbung	mewarnai
trophy	trophy
trophy	piala
trophy	trofi
ausstrahlung	siarkan
ausstrahlung	siaran
ausstrahlung	broadcast
ausstrahlung	penyiaran
ausstrahlung	kharisma
ausstrahlung	karisma
ausstrahlung	siaran
ausstrahlung	penyiaran
pest	hama
pest	wabah
indischer	indian
indischer	india
indischer	hindia
genehmigt	setujui
genehmigt	menyetujui
genehmigt	disetujui
genehmigt	sanksi
genehmigt	resmi
universum	universe
universum	semesta
gespräche	perundingan
gespräche	pembicaraan
gespräche	percakapan
gespräche	interview
gespräche	wawancara
gespräche	diskusi
biathlon	biatlon
wärme	thermal
wärme	termal
wärme	heat
wärme	panasnya
wärme	panas
wärme	hangat
wärme	warm
wärme	hangatnya
wärme	kehangatan
wärme	pemanas
wärme	memanaskan
wärme	pemanasan
kommerzielle	komersial
kommerzielle	komersil
korrigieren	koreksi
korrigieren	fix
korrigieren	memperbaiki
korrigieren	betulkan
korrigieren	perbaiki
korrigieren	mengoreksi
korrigieren	betulkan
mechanische	mekanik
mechanische	mechanical
mechanische	mekanis
mechanische	mekanika
moor	rawa
moor	paya
moor	marsh
moor	bog
bezeugt	bersaksi
erfüllung	memuaskan
erfüllung	kepatuhan
erfüllung	pemenuhan
erfüllung	pemenuhan
schach	catur
schach	chess
hauptquartier	markas
ward	ward
ward	bangsal
vieles	banyak
vieles	much
vieles	banyak
einheitlich	bersatu
einheitlich	unified
einheitlich	unitary
einheitlich	seragam
ehrungen	tribut
ehrungen	kehormatan
auftauchen	munculnya
einbau	mengaitkan
einbau	mengait
einbau	fitting
einbau	pas
einbau	pemasangan
einbau	penginstalan
einbau	instalasi
steinen	batu
breitengrad	lintang
breitengrad	paralel
breitengrad	bujur
silberne	perak
silberne	silver
commonwealth	persemakmuran
commonwealth	cac
hohenzollern	hohenzollern
klang	sound
klang	suara
klang	dibunyikan
klang	klang
verpflichtete	tamtama
verpflichtete	terdaftar
malta	malta
sitzung	sesi
sitzung	session
sitzung	rapat
sitzung	meeting
sitzung	pertemuan
bolivien	bolivia
bolivien	bolivia
wohin	mana
wohin	dimana
schwerpunkte	highlight
schwerpunkte	sorot
schwerpunkte	highlights
schwerpunkte	sorotan
schwerpunkte	fokus
schwerpunkte	focus
schwerpunkte	prioritas
seoul	seoul
relevanter	relevan
verpflichtung	kewajiban
verpflichtung	komitmen
teilnahmen	berpartisipasi
teilnahmen	menghadiri
teilnahmen	dihadiri
teilnahmen	hadir
aufsatz	essay
aufsatz	esai
benutzung	penggunaan
benutzung	kegunaan
benutzung	pemakaian
leiche	mayat
leiche	jenasah
leiche	jenazah
leiche	mayat
leiche	jenazah
warner	warner
verträge	kontrak
nordsee	utara
nordsee	north
abschied	perpisahan
abschied	farewell
abschied	goodbye
perfekt	perfect
perfekt	sempurna
burgruine	burgruine
burgruine	reruntuhan
burgruine	puing
kommunisten	komunis
kommunisten	komunis
eingegangen	diterima
ngc	ngc
definieren	mendefinisikan
definieren	mendefinisikan
definieren	definisikan
definieren	jelaskan
definieren	mendefinisikan
definieren	tentukan
augustin	augustine
augustin	augustin
gotischen	goth
gotischen	gotik
gotischen	gothic
werdegang	karir
werdegang	karier
werdegang	berkarir
werdegang	history
werdegang	riwayat
werdegang	sejarah
organ	organ
organ	organ
konto	rekening
konto	account
konto	akun
inhaftiert	dipenjara
inhaftiert	ditahan
inhaftiert	ditangkap
inhaftiert	ditahan
inhaftiert	dipenjarakan
inhaftiert	dipenjara
inhaftiert	terpenjara
inhaftiert	dipenjara
busse	bus
busse	bis
busse	pelatih
busse	bus
busse	bis
mineral	mineral
mineral	mineral
mixed	mixed
mixed	bercampur
mixed	campuran
mixed	campur
konzerten	konser
holger	holger
kommissar	detective
kommissar	detektif
kommissar	inspektur
kommissar	pemeriksa
kommissar	komisaris
kommissar	pengawas
kommissar	inspektur
kommissar	komisioner
kommissar	komisaris
erlernte	dipelajari
erlernte	dipelajari
präsentierte	disajikan
präsentierte	dihadirkan
dream	impian
dream	mimpi
dream	dream
aktien	ekuitas
aktien	saham
aktien	bursa
aktien	stock
aktien	saham
aktien	stok
aktien	bagikan
aktien	berbagi
aktien	dibagikan
aktien	saham
aktien	ekuitas
grammatik	linguistik
grammatik	grammar
lustig	asyik
lustig	fun
lustig	seru
lustig	menyenangkan
lustig	kesenangan
lustig	lucu
lustig	kocak
fernseh	television
fernseh	televisi
landshut	landshut
silver	perak
silver	silver
case	case
case	kasus
spanier	spaniard
upper	upper
upper	atas
filter	filter
filter	penyaring
filter	saring
filter	saringan
filter	filter
filter	penyaring
filter	saringan
hölle	hell
hölle	neraka
beat	beat
beat	mengalahkan
beat	kalahkan
meta	meta
charakteristisch	karakteristik
grade	grade
grade	derajat
mönch	friar
mönch	biksu
mönch	rahib
mönch	biarawan
mönch	monk
plateau	plateau
befreien	membebaskan
befreien	memerdekakan
befreien	memerdekakan
mathematischen	matematis
mathematischen	matematika
amateur	amatiran
amateur	amatir
nachbarschaft	tetangga
nachbarschaft	tetangga
nachbarschaft	lingkungan
nachbarschaft	lingkungan
staatsanwaltschaft	penuntutan
staatsanwaltschaft	jaksa
popularität	popularitas
oberhausen	oberhausen
laurent	laurent
wolfenbüttel	wolfenbüttel
konsequenzen	implikasi
konsequenzen	konsekwensi
konsequenzen	konsekuensi
belgische	belgia
rechtsprechung	yuridiksi
rechtsprechung	yurisdiksi
rechtsprechung	kehakiman
rechtsprechung	pengadilan
rechtsprechung	peradilan
bakterien	bakteri
martha	marta
martha	martha
pan	pan
channel	kanal
channel	channel
channel	saluran
übersetzen	menerjemahkan
übersetzen	translation
übersetzen	terjemahan
übersetzen	penerjemahan
übersetzen	menerjemahkan
übersetzen	terjemahkan
übersetzen	translate
erhard	erhard
hunderte	ratusan
trainiert	dilatih
trainiert	dilatih
trainiert	terlatih
börse	tukar
börse	exchange
börse	pertukaran
börse	bursa
börse	börse
kings	kings
taunus	taunus
angefangen	dimulai
angefangen	memulai
angefangen	mulai
angefangen	dimulai
angefangen	starting
angefangen	memulai
damm	dam
damm	waduk
damm	bendungan
genua	genoa
cook	masak
cook	cook
cook	memasak
juristen	pengacara
juristen	pengacara
rum	rum
preisgeld	prize
sekunde	detik
sekunde	detik
sekunde	kedua
sekunde	second
sekunde	detik
sekunde	sec
warren	warren
nigeria	nigeria
nigeria	pekanbaru
nigeria	nigeria
orient	orient
benötigen	membutuhkan
benötigen	perlukan
benötigen	perlu
benötigen	kebutuhan
benötigen	need
benötigen	butuh
benötigen	membutuhkan
benötigen	memerlukan
benötigen	mengharuskan
gespeichert	tersimpan
gespeichert	disimpan
gespeichert	tersimpan
gespeichert	disimpan
gespeichert	diselamatkan
christiane	christiane
gültige	valid
gültige	sah
bezirke	distrik
bezirke	kabupaten
paare	pasangan
paare	sepasang
paare	pasangan
paare	pair
paare	pair
blood	blood
blood	darah
mathematische	matematis
mathematische	matematika
mathematische	matematika
mathematische	math
mathematische	matematika
gefasst	tertangkap
gefasst	ketahuan
gefasst	ditangkap
set	tetapkan
set	set
set	setel
set	atur
rechtfertigen	membenarkan
protagonisten	protagonis
störung	malfungsi
störung	interferensi
störung	gangguan
störung	gangguan
störung	gangguan
störung	penyimpangan
störung	kelainan
rekonstruktion	merekonstruksi
rekonstruktion	merekonstruksi
rekonstruktion	rekonstruksi
administratoren	pengurus
administratoren	administrator
administratoren	admin
administratoren	admin
administratoren	pengurus
administratoren	pengurus
administratoren	administrator
gelernt	dipelajari
gelernt	dipelajari
gefüllt	kekenyangan
gefüllt	terisi
gefüllt	diisi
auslegung	interpretasi
auslegung	penafsiran
auslegung	interpretasi
auslegung	penafsiran
auslegung	menafsirkan
haushalt	budget
haushalt	anggaran
haushalt	housekeeping
marschall	marshall
marschall	marsekal
marschall	marshal
prediger	pengkhotbah
prediger	pendeta
prediger	pengkhotbah
installation	pemasangan
installation	penginstalan
installation	instalasi
installation	memasang
installation	menginstal
installation	instalasi
installation	install
installation	pasang
installation	instal
schöner	beautiful
schöner	cantiknya
schöner	cantik
schöner	indah
schöner	nice
kaspar	kaspar
kaspar	caspar
ecken	stek
ecken	pinggir
ecken	tepi
ecken	pinggiran
ecken	pojok
ecken	corner
ecken	pojokan
ecken	sudut
speichern	simp
speichern	luu
speichern	simpan
speichern	save
speichern	menyimpan
speichern	tabungan
speichern	menabung
speichern	simpan
speichern	toko
zurückkehren	balikkan
zurückkehren	kembalikan
zurückkehren	pulihkan
zurückkehren	mengembalikan
sprachlich	linguistik
schuss	tembakan
schuss	shot
schuss	bidikan
schuss	tertembak
schuss	ditembak
freundlich	kind
freundlich	jenis
freundlich	bersahabat
freundlich	ramah
gehäuse	perumahan
gehäuse	casing
zylinder	silinder
zylinder	cylinder
zylinder	silinder
zylinder	barel
zylinder	laras
zylinder	tong
vorschlagen	usulkan
vorschlagen	mengusulkan
vorschlagen	sarankan
vorschlagen	menyarankan
portugiesisch	portugis
wähler	pemilih
wähler	pemilih
reduzieren	mengurangi
reduzieren	kurangi
reduzieren	mengurangi
populär	popularitas
filmmusik	soundtrack
filmmusik	score
filmmusik	skor
gewinnung	ekstraksi
gewinnung	pencabutan
fotografien	foto
fotografien	photography
fotografien	fotografi
fotografien	foto
fotografien	photograph
kommunen	komune
zuständige	kompeten
verknüpft	ditautkan
verknüpft	terkait
verknüpft	terhubung
nachteil	cacat
nachteil	kekurangan
nachteil	kelemahan
nachteil	downside
nachteil	kerugian
gramm	gram
gramm	gram
abgekürzt	disingkat
wände	tembok
wände	dinding
begleitung	pemantauan
begleitung	monitoring
begleitung	memonitor
begleitung	memantau
begleitung	iringan
begleitung	mengawal
begleitung	menemani
begleitung	mendampingi
abwehr	defense
abwehr	pembela
abwehr	pertahanan
abwehr	pembela
abwehr	pertahanan
abwehr	defensif
genres	genre
genres	genre
genres	aliran
konkurrenten	rival
konkurrenten	saingan
konkurrenten	saingannya
konkurrenten	kompetitor
konkurrenten	pesaing
konkurrenten	kompetitor
konkurrenten	pesaing
wiederholte	berulang
wiederholte	diulang
wiederholte	berulang
landstraße	highway
chancen	peluang
chancen	peluang
chancen	kesempatan
chancen	peluang
chancen	kesempatan
stören	ganggu
stören	jamming
gastgeber	penyelenggara
gastgeber	host
gastgeber	penyelenggara
gastgeber	host
gastgeber	penyelenggara
gastgeber	hosting
gastgeber	inang
gastgeber	menyelenggarakan
denkt	qii
kämpfer	pejuang
kämpfer	petarung
kämpfer	laskar
kämpfer	warriors
kämpfer	pejuang
kämpfer	prajurit
kämpfer	pejuang
kämpfer	petarung
kämpfer	fighters
kämpfer	petarung
kämpfer	fighter
kämpfer	tempur
kämpfer	prajurit
kämpfer	warrior
kämpfer	pejuang
charlottenburg	charlottenburg
blumen	bunganya
blumen	bunga
blumen	bunga
blumen	flower
wünschen	wish
wünschen	berharap
wünschen	berharap
venus	venus
schema	skema
schema	skema
alexandra	alexandra
split	belah
split	pecah
split	split
split	pisah
unruhen	kerusuhan
unruhen	keresahan
unruhen	kerusuhan
unruhen	kerusuhan
unruhen	riot
unruhen	gejolak
rosen	roses
rosen	mawar
rosen	rosen
rosen	rose
rosen	mawar
keith	keith
beigetragen	kontribusi
statistische	statistik
fassen	genggaman
renommierten	bergengsi
renommierten	terkenal
tante	bibi
tante	tante
tante	bibi
tante	tante
tante	bibi
tante	tante
einstellungen	rekrutmen
einstellungen	perekrutan
einstellungen	sikap
einstellungen	preferensi
einstellungen	setingan
einstellungen	pengaturan
erwiesen	terbukti
dekanat	dekenat
selbständig	independen
selbständig	independent
selbständig	mandiri
selbständig	diri
selbständig	self
selbständig	independen
wohn	pemukiman
wohn	perumahan
meisterin	nyonya
meisterin	selingkuhan
nazi	nazi
hudson	hudson
sorte	variety
sorte	keberagaman
sorte	varietas
sorte	variasi
jüngsten	bungsu
jüngsten	termuda
jüngsten	terkini
jüngsten	terbaru
fdl	fdl
diktatur	kediktatoran
lehrerin	pengajar
lehrerin	tutor
lehrerin	instruktur
lehrerin	guru
nase	hidung
nase	nose
nase	hidung
ebert	ebert
finanzen	financial
finanzen	keuangan
finanzen	finansial
finanzen	keuangan
finanzen	finansial
finanzen	finance
finanzen	keuangannya
finanzen	keuangan
vorgänge	proses
jungfrau	virgo
jungfrau	virgin
jungfrau	perawan
jungfrau	jungfrau
jungfrau	maiden
marsch	rawa
marsch	paya
marsch	marsh
marsch	march
marsch	maret
marsch	marching
fresken	fresco
brooklyn	brooklyn
verbandsgemeinde	verbandsgemeinde
tel	tel
herder	herder
herder	gembala
doppelte	double
doppelte	ganda
doppelte	dobel
doppelte	gandakan
doppelte	duplikat
doppelte	duplikasi
doppelte	gandakan
doppelte	dual
eiförmig	ovate
heine	heine
teilchen	partikel
teilchen	partikulat
teilchen	partikel
kong	kong
gedeckt	tertutupi
gedeckt	ditutupi
gedeckt	tercakup
achtung	respek
achtung	hormat
achtung	hormati
achtung	respect
achtung	perhatian
achtung	peringatan
achtung	warning
achtung	waspadalah
spendete	sumbangan
spendete	disumbangkan
spendete	menyumbang
betriebssystem	beroperasi
salon	salon
salon	sedan
buddhismus	buddhisme
buddhismus	budha
buddhismus	buddhis
buddhismus	buddha
buddhismus	buddhisme
sauer	sauer
sauer	angry
sauer	marah
sauer	sour
sauer	jengkel
zufall	chance
zufall	peluang
zufall	berpeluang
zufall	kesempatan
zufall	random
zufall	acak
zufall	kecelakaan
zufall	hse
zufall	kebetulan
jay	jay
suite	suite
suite	suite
massive	besaran
massive	masif
massive	massive
kommend	datang
kommend	coming
salz	garam
salz	asin
monaco	monaco
monaco	monako
guillaume	guillaume
export	ekspor
export	mengekspor
swr	swr
kollege	kolega
kollege	kakak
portugiesische	portugis
future	future
future	berjangka
kommende	mendatang
naval	naval
helen	helen
bretagne	bretagne
bretagne	bretagne
bretagne	brittany
söhnen	sons
railroad	railroad
railroad	rel
entfernte	jauh
entfernte	dibuang
entfernte	dihapus
entfernte	remot
entfernte	jauh
entfernte	remote
volumen	volume
volumen	borongan
volumen	volum
volumen	volume
volumen	volum
volumen	jilid
betreten	memasuki
betreten	memasukkan
betreten	masukkan
betreten	enter
normandie	normandie
larry	larry
ghana	ghana
himmelfahrt	kenaikan
himmelfahrt	asumsi
yale	yale
richten	meluruskan
regierungen	pemerintah
regierungen	pemerintahan
regierungen	pemerintahan
regierungen	pemerintah
regierungen	pemerintahan
besserung	perbaikan
besserung	peningkatan
estnischen	estonia
wilden	wild
wilden	liar
wilden	biadab
wilden	wilden
wilden	savage
wilden	buas
wilden	biadab
deep	sedalam
deep	mendalam
deep	deep
manhattan	manhattan
talsperre	dam
talsperre	waduk
talsperre	bendungan
talsperre	waduk
volleyball	volley
volleyball	volly
volleyball	voli
volleyball	volley
volleyball	volly
volleyball	voli
volleyball	volleyball
sortiert	urut
sortiert	urutkan
sortiert	diurut
sortiert	terurut
sortiert	diurutkan
urlaub	libur
urlaub	holiday
urlaub	liburan
urlaub	liburan
urlaub	libur
urlaub	liburan
südöstlichen	tenggara
neffe	keponakan
plural	jamak
sportlichen	athletic
sportlichen	atletik
sportlichen	atletis
sportlichen	sportive
sportlichen	sporting
baptiste	baptiste
julie	julie
oldid	oldid
inspiriert	terinspirasi
inspiriert	menginspirasi
inspiriert	inspirasi
inspiriert	inspired
inspiriert	menginspirasi
inspiriert	menginspirasi
inspiriert	inspirasi
rafael	rafael
metro	metro
regina	regina
feind	enemy
feind	musuh
feind	musuh
feind	musuh
schriftliche	tertulis
schriftliche	ditulis
niedergang	tolak
niedergang	kejatuhan
niedergang	wafatnya
klage	tindakan
klage	aksi
klage	pengaduan
klage	keluhan
klage	komplain
klage	gugatan
schauspielhaus	schauspielhaus
fortschritt	kemajuan
fortschritt	perkembangan
fortschritt	progres
fortschritt	progress
teich	kolam
teich	tambak
teich	pond
teich	kolam
untersuchte	diselidiki
untersuchte	diperiksa
endgültige	final
endgültige	definitif
track	lacak
track	trek
track	track
dachau	dachau
sms	sms
anatomie	anatomi
strauss	buket
strauss	strauss
leere	void
leere	kehampaan
leere	kekosongan
leere	kehampaan
leere	hampa
leere	kosongkan
leere	kosong
leere	kosong
leere	blank
raketen	rudal
raketen	roket
raketen	misil
raketen	roket
raketen	rocket
raketen	roket
steuer	fiskal
steuer	helm
steuer	pajak
steuer	tax
steuer	pajak
bull	banteng
bull	bull
irene	irene
aussterben	musnah
aussterben	punah
aussterben	kepunahan
aussprache	pengucapan
aussprache	perdebatan
aussprache	debat
aussprache	perdebatan
aussprache	debat
perry	perry
aufgeben	keluar
aufgeben	menyerah
aufgeben	ditinggalkan
synthese	sintesis
trainierte	dilatih
vermieden	dihindari
montag	senin
montag	senin
kurve	kurva
kurve	curve
goldener	golden
goldener	emas
goldener	keemasan
rettung	keselamatan
rettung	penyelamatan
rettung	rescue
fotografiert	difoto
ems	ems
empfänger	penerima
empfänger	penerima
empfänger	penerima
empfänger	receiver
iucn	iucn
kaiserliche	imperial
konsequent	konsisten
konsequent	konsisten
erläuterung	penjelasan
erläuterung	penjelasan
edith	edith
gewerkschaften	perserikatan
tokyo	tokyo
beton	beton
santo	santo
playoffs	playoff
holen	mengambil
holen	pengambilan
holen	ambil
holen	tangkap
holen	dapatkan
jünger	younger
jünger	muda
jünger	murid
jünger	murid
gotische	goth
gotische	gotik
gotische	gothic
bois	bois
glücklich	beruntung
glücklich	mujur
glücklich	lucky
glücklich	beruntungnya
glücklich	senang
glücklich	bahagia
glücklich	ibrahimovic
glücklich	happy
demokraten	demokrat
demokraten	demokrat
termin	dandi
termin	deadline
termin	tenggat
termin	janji
anbieten	menawarkan
anbieten	promo
anbieten	menawarkan
anbieten	penawaran
anbieten	tawarkan
anbieten	tawaran
rakete	roket
rakete	rocket
rakete	roket
rakete	rudal
rakete	misil
rakete	missile
spezifische	spesifik
spezifische	tertentu
spezifische	khusus
ausgleich	kompensasi
ausgleich	menyeimbangkan
ausgleich	offset
wallace	wallace
schnellste	tercepat
schnellste	tercepat
kapital	capital
kapital	ibukota
kapital	modal
verwechselt	kebingungan
verwechselt	bingung
abschaffung	abolisi
facto	facto
helena	helena
helena	helen
unterhalten	converse
unterhalten	menghibur
entwässert	pengeringan
entwässert	terkuras
entwässert	mengeringkan
entwässert	dikeringkan
anwesend	sajikan
anwesend	hadir
anwesend	present
moses	musa
moses	moses
champion	champ
champion	juara
champion	champion
singapur	singapura
singapur	singapore
pablo	pablo
baut	membangun
mülheim	mülheim
toulouse	toulouse
verlegung	transfer
verlegung	mentransfer
verlegung	relokasi
nordöstlichen	northeastern
nordöstlichen	northeast
neunten	kesembilan
neunten	ninth
lyriker	penyair
lyriker	pujangga
lyriker	penyair
lyriker	pujangga
