athenaeum	athenaeum
merész	τολμηρός
merész	τόλμη
merész	τολμηρή
josh	josh
josh	τζος
jezsuiták	ιησουίτες
dohány	καπνού
dohány	καπνός
dohány	καπνό
dohány	καπνά
elkészített	προετοιμασμένος
elkészített	προετοιμασμένη
elkészített	παρασκευασμένα
megszökött	δραπέτευσε
megszökött	δραπέτης
megszökött	απέδρασε
nbc	nbc
lemondását	παραίτηση
üstökös	κομήτης
üstökös	κομήτη
univerzális	καθολική
platina	πλατίνα
powell	πάουελ
teher	βάρος
teher	φόρτος
teher	επιβάρυνση
fegyverzet	οπλισμό
nyitó	ανοίγω
nyitó	εγκαίνια
nyitó	άνοιγμα
szerencse	περιουσία
szerencse	τύχη
szerencse	λάκι
szerencse	τυχερός
szerencse	τυχερό
szerencse	τυχερή
szerencse	τυχεροί
szerencse	τύχη
termékeket	προϊόντα
sokoldalú	ευέλικτο
szalag	ταινία
szalag	κασέτα
szalag	κορδέλα
szalag	στριπ
szalag	λωρίδα
vágás	κοπή
vágás	κόψιμο
vágás	κόψτε
vágás	κομμένα
vágás	κόψιμο
vágás	κόψω
vágás	μοντάζ
vágás	σφαγή
vágás	τεμάχια
vágás	περικοπές
vágás	κοψίματα
felismerhető	αναγνωρίσιμο
felismerhető	αναγνωρίσιμο
testek	σώματα
testek	κορμιά
testek	πτώματα
őrmester	λοχία
őrmester	λοχίας
qui	qui
manhattan	μανχάταν
tisztviselő	διαχειριστής
tisztviselő	διαχειριστή
tisztviselő	επίσημο
tisztviselő	αξιωματούχος
tisztviselő	επίσημη
vancouver	βανκούβερ
állatorvos	κτηνίατρος
állatorvos	κτηνιατρική
állatorvos	κτηνίατρος
szabályozása	ρυθμίζουν
brüsszelben	βρυξέλλες
brüsszelben	βρυξελλών
gátolja	αναστέλλει
eugene	γιουτζίν
konstantinápoly	κωνσταντινούπολη
fogadó	ξενιστής
fogadó	υποδοχής
fogadó	παρουσιαστής
fogadó	οικοδεσπότης
fogadó	inn
fogadó	ιν
fogadó	πανδοχείο
fogadó	δέκτης
fogadó	δέκτη
apostolok	απόστολοι
szándékos	σκόπιμη
szándékos	σκόπιμη
hívő	πιστός
egyetemek	πανεπιστημίων
egyetemek	πανεπιστήμια
abdul	αμπντούλ
app	app
app	εφαρμογή
íze	γεύση
íze	γούστο
íze	γούστα
íze	γεύσεις
túlélő	επιζήσαντες
túlélő	επιζώντες
túlélő	επιζών
túlélő	survivor
graf	γκραφ
tengerparton	παραλία
tengerparton	παραλια
kristályos	κρύσταλ
kristályos	κρίσταλ
kristályos	κρύσταλλος
kristályos	κρύσταλλο
kristályos	κρυσταλλική
kristályos	κρυσταλλική
xavier	ξαβιέ
csúnya	άσχημη
csúnya	άσχημος
csúnya	άσχημο
csúnya	ασχήμια
csúnya	άσχημο
viszonylagos	συγγενής
viszonylagos	σχετικός
viszonylagos	σχετική
viszonylagos	σχετικό
oregon	όρεγκον
sztár	αστέρας
sztár	αστέρι
sztár	star
sztár	σταρ
kevesebbet	λιγότερο
kevesebbet	λιγότερες
kevesebbet	λιγότερα
silvio	σίλβιο
egyensúly	υπόλοιπο
egyensúly	ισορροπία
egyensúly	ισοζύγιο
egyensúly	ισορροπία
xxii	xxii
orlando	ορλάντο
june	ιούνιο
june	ιουνίου
june	τζουν
june	ιούνιος
bernhard	bernhard
jevgenyij	γιεβγκένι
díszítették	στολισμένο
megegyezés	διακανονισμού
megegyezés	διευθέτηση
megegyezés	διακανονισμός
megegyezés	συμφωνία
megegyezés	διακανονισμός
felépített	κατασκευάστηκε
felépített	έχτισε
felépített	χτίστηκε
felépített	χτισμένο
összefüggés	πλαίσιο
barcelonai	βαρκελώνη
igazolja	δικαιολογήσει
vándor	περιπλανώμενος
ingatlan	ακίνητο
ingatlan	ιδιοκτησία
ingatlan	ιδιότητα
ingatlan	ακίνητα
ital	αναψυκτικό
ital	ποτό
ital	ρόφημα
ital	ποτό
ital	ποτά
szemek	μάτια
szemek	ματια
szemek	κόκκοι
sovány	αδύνατος
sovány	λεπτό
sovány	λεπτή
sovány	αδύνατος
olcsóbb	φθηνότερο
olcsóbb	φθηνότερα
olcsóbb	φθηνότερη
erődítmény	οχύρωση
erődítmény	οχυρώσεις
ciudad	ciudad
krónikák	χρονικά
hajóval	σκάφος
hajóval	καράβι
hajóval	πλοίο
szintetikus	συνθετικές
szintetikus	συνθετική
szintetikus	συνθετικά
szintetikus	συνθετικό
szintetikus	συνθετικό
lezuhant	συνετρίβη
kézikönyv	εγχειρίδιο
kézikönyv	χειροκίνητο
kézikönyv	χειροκίνητα
kézikönyv	χειροκίνητη
kézikönyv	εγχειρίδιο
raf	ραφ
tizenkettedik	δωδέκατη
dio	dio
ügynökség	πρακτορείο
ügynökség	υπηρεσία
ügynökség	οργανισμός
tobago	τομπάγκο
uralta	κυριάρχησε
átírni	ξαναγράψω
adler	άντλερ
gmbh	gmbh
jet	τζετ
jet	jet
elhelyezve	τοποθετημένο
elhelyezve	τοποθετημένα
elhelyezve	τοποθετημένη
zen	ζεν
bika	bull
bika	ταύρος
bika	ταύρο
bika	μπουλ
alkalmaz	απασχολεί
szatirikus	σατιρικό
hangos	δυνατά
hangos	φασαρία
hangos	θορυβώδες
mono	mono
lars	λαρς
polo	πόλο
tank	τανκ
tank	δεξαμενή
tao	τάο
teremt	δημιουργεί
teremt	δημιουργείται
érzés	συναίσθημα
érzés	αίσθηση
érzés	αίσθημα
deutsch	deutsch
pillanat	στιγμή
ártatlan	αθώα
ártatlan	αθώος
ártatlan	αθώοι
ártatlan	αθώο
nickelodeon	nickelodeon
vigyázz	δείτε
vigyázz	ρολόι
kaiser	κάιζερ
piquet	piquet
tanul	εκμάθηση
tanul	μαθαίνοντας
tanul	μάθηση
tanul	μάθησης
tanul	μάθε
tanul	μάθετε
tanul	μάθεις
ghz	ghz
incidens	περιστατικό
incidens	συμβάν
incidens	περιστατικά
incidens	συμβάντα
díszítő	διακοσμητικό
díszítő	διακοσμητικά
nicolae	νικολάε
nicolae	νικολάι
butler	μπάτλερ
dale	ντέιλ
roosevelt	fdr
roosevelt	ρούσβελτ
roosevelt	ρούζβελτ
kézműves	τεχνίτες
kézműves	σκάφος
kézműves	βιοτεχνίας
obszervatórium	παρατηρητήριο
michele	μιχάλη
föderáció	ομοσπονδίας
föderáció	ομοσπονδία
chen	chen
chen	τσεν
enzim	ένζυμα
enzim	ένζυμο
enzim	ενζύμου
mansell	μάνσελ
robbant	εξερράγη
halvány	χλωμή
halvány	χλωμός
halvány	χλωμό
táplálék	διατροφή
táplálék	τροφή
táplálék	τροφές
táplálék	τρόφιμα
táplálék	φαγητό
funkciók	λειτουργίες
funkciók	λειτουργικότητα
funkciók	χαρακτηριστικά
promóciós	promo
promóciós	προαγωγή
promóciós	προώθηση
palmer	πάλμερ
edzés	γυμναστική
edzés	προπόνηση
edzés	πρακτική
edzés	ιατρείο
edzés	εξάσκηση
edzés	προπόνηση
edzés	επιμόρφωση
edzés	εκπαίδευση
edzés	κατάρτισης
edzés	κατάρτιση
edzés	προπόνηση
fuvola	φλάουτο
melinda	μελίντα
mássalhangzó	σύμφωνο
próba	τεστ
próba	δοκιμασία
próba	δοκιμή
próba	πρόβα
próba	δοκιμή
próba	δοκιμές
win	κερδίσει
win	νίκη
win	κέρδισε
hangokat	θορύβους
hangokat	θόρυβοι
hangokat	φωνές
fellini	φελίνι
fokozatos	σταδιακή
fokozatos	βαθμιαία
fokozatos	προοδευτικά
fokozatos	προοδευτική
fokozatos	προοδευτικό
angela	άντζελα
angela	angela
öröm	χαρα
öröm	χαρά
öröm	απόλαυση
öröm	χαρα
öröm	χαρά
öröm	ευχαρίστηση
madridi	μαδρίτη
madridi	μαδρίτης
faji	φυλετικές
faji	φυλετική
texasi	τέξας
texasi	texas
összecsapás	αντιπαράθεση
közzétett	δημοσιεύτηκε
közzétett	καταχωρήθηκε
közzétett	δημοσιεύθηκε
közzétett	δημοσίευσε
közzétett	δημοσιεύθηκε
közzétett	δημοσιευθεί
közzétett	δημοσιεύτηκε
közzétett	δημοσίευση
közzétett	δημοσιεύεται
közzétett	εκδίδεται
gyakorlatok	ασκήσεων
gyakorlatok	ασκήσεις
gyakorlatok	πρακτικές
kozák	κοζάκος
reformok	μεταρρύθμιση
reformok	αναμόρφωση
reformok	μεταρρυθμίσεις
reformok	μεταρρυθμίσεις
társult	σχετιζόμενη
társult	συνεργάτης
folt	κηλίδα
folt	spot
folt	σποτ
diamond	διαμάντι
dízel	ντήζελ
dízel	ντίζελ
audio	ήχου
audio	ηχητική
audio	ήχο
audio	ήχος
hunok	ούνοι
termelő	παραγωγική
termelő	παραγωγικό
termelő	παραγωγικές
termelő	παραγωγικά
termelő	παραγωγός
facto	facto
chapman	τσάπμαν
millennium	χιλιετία
bosszú	εκδίκηση
bosszú	εκδίκηση
tisztelet	σεβασμός
tisztelet	σεβασμό
emírségek	εμιράτων
terror	τρόμος
terror	τρόμο
vöröses	κοκκινωπό
betöltötte	γεμάτο
burkina	μπουρκίνα
irma	ίρμα
dalmát	δαλματίας
galériában	στοά
galériában	gallery
galériában	γκαλερί
közvetítő	μεσίτης
közvetítő	μεσάζων
közvetítő	ενδιάμεσος
közvetítő	μεσολαβητής
trófea	τρόπαιο
terápiás	θεραπευτική
terápiás	θεραπευτικό
terápiás	θεραπευτικά
terápiás	θεραπευτικές
küzd	αγωνίζεται
küzd	παλεύοντας
küzd	παλεύει
küzd	αγωνίζεται
miranda	μιράντα
miranda	miranda
hülye	ηλίθια
hülye	ηλίθιο
fejes	κεφαλίδα
örökké	forever
kukorica	αραβόσιτο
kukorica	καλαμπόκι
kukorica	αραβοσίτου
kukorica	αραβόσιτος
kukorica	καλαμποκιού
kukorica	καλαμπόκι
kukorica	καλαμπόκια
damon	ντέιμον
tulajdonosai	ιδιοκτήτες
tulajdonosai	κάτοχοι
tesztek	τεστ
tesztek	εξετάσεις
tesztek	δοκιμασίες
tesztek	δοκιμές
szerelvény	αμαξοστοιχίας
szerelvény	τρένο
szerelvény	αμαξοστοιχία
szerelvény	τραίνο
szerelvény	συναρμολόγηση
szerelvény	συνέλευση
domain	domain
helena	ελενα
helena	έλενα
nagykövet	πρέσβειρα
nagykövet	πρέσβης
nagykövet	πρέσβη
nagykövet	πρεσβευτή
nagykövet	πρεσβευτής
reakciók	αντιδράσεις
reakciók	αντίδραση
rövidített	συντομογραφία
elsüllyedt	βυθίστηκε
elsüllyedt	βούλιαξε
elsüllyedt	βυθίστηκε
elsüllyedt	βυθισμένο
sátán	σατανάς
sátán	σατανά
bejegyzett	εγγεγραμμένος
bejegyzett	καταχωρημένο
alany	υποκείμενο
alany	θέμα
asztali	πίνακας
asztali	πινακας
asztali	τραπέζι
káosz	χάος
hyde	χάιντ
meggyőzni	πείσω
állva	όρθια
állva	όρθιος
állva	όρθιοι
állva	στέκεται
hajnalban	αυγή
hajnalban	ξημέρωμα
hajnalban	ντόουν
őszinte	ειλικρινές
őszinte	ειλικρινής
őszinte	ειλικρινείς
őszinte	γνήσιος
őszinte	γνήσια
őszinte	γνήσιο
őszinte	ειλικρινής
őszinte	τίμιος
őszinte	τίμια
őszinte	τίμιο
meteor	μετεωρίτη
meteor	μετεωρίτης
meteor	μετεωρίτη
meteor	μετεωρίτης
crassus	κράσσος
doki	doc
doki	ντοκ
szertartás	τελετή
szertartás	ιεροτελεστία
szertartás	τελετουργικό
szertartás	τελετουργία
szertartás	ιεροτελεστία
fájdalmas	επώδυνη
fájdalmas	οδυνηρή
fájdalmas	επίπονο
fájdalmas	οδυνηρό
fájdalmas	επώδυνο
színtelen	άχρωμο
tisztázott	αποσαφηνιστεί
alkalmanként	περιστασιακή
alkalmanként	περιστασιακά
alkalmanként	περιστασιακές
alkalmanként	περιστασιακά
menekülés	διαφυγής
menekülés	διαφυγή
menekülés	απόδραση
suárez	σουάρες
rev	αναθ
elvis	έλβις
befolyás	επίδραση
befolyás	επιρροές
befolyás	επιρροή
számol	μετρώντας
számol	μετράει
számol	μετράμε
számol	μέτρημα
trió	τρίο
javítás	επιδιόρθωση
javítás	επισκευή
javítás	επισκευές
javítás	διόρθωση
javítás	επισκευή
javítás	επισκευές
javítás	επιδιορθώσεις
ich	ich
fulham	φούλαμ
befolyással	επίδραση
befolyással	επιρροές
befolyással	επιρροή
birtokok	κτήματα
lisszabon	λισαβόνα
lisszabon	λισσαβόνα
lisszabon	λισαβόνας
lisszabon	λισσαβώνα
bevált	δούλεψε
bevált	εργάστηκε
bevált	δούλευε
teremtés	δημιουργία
meggyilkolt	δολοφονήθηκε
meggyilkolt	δολοφονήθηκαν
meggyilkolt	δολοφόνησε
mozilla	mozilla
oldalsó	πλάγια
oldalsó	πλευρική
leicester	λέστερ
leicester	leicester
humor	κωμωδία
humor	χιούμορ
humor	χιούμορ
vonattal	αμαξοστοιχίας
vonattal	τρένο
vonattal	αμαξοστοιχία
vonattal	τραίνο
megmenti	σώζει
ronnie	ρόνι
meta	μέτα
meta	meta
baptiste	μπαπτίστ
neme	φύλο
neme	γένος
duó	ντουέτο
duó	δίδυμο
pet	pet
pet	κατοικίδιο
pet	ζωάκι
szállítási	παράδοση
csecsemő	βρέφος
utah	γιούτα
legmélyebb	βαθύτερο
mélységben	βάθη
átlátszó	διαφανείς
átlátszó	διαφανής
átlátszó	διαφανές
átlátszó	διαφανή
korlátlan	απεριόριστη
korlátlan	απεριόριστες
korlátlan	απεριόριστη
korlátlan	απεριόριστο
korlátlan	απεριόριστα
operát	όπερα
paraszt	χωριάτης
paraszt	βλάχος
paraszt	βλάχο
para	para
kölyök	κιντ
kölyök	παιδί
érdekelt	ενδιαφέρεται
érdekelt	ενδιαφέρομαι
érdekelt	ενδιαφέρονται
érdekelt	ενδιαφερόμενα
tanúsított	πιστοποιημένο
tanúsított	πιστοποιημένη
temple	τεμπλ
temple	ναός
temple	ναό
másutt	αλλού
savanyú	ξινή
légköri	ατμοσφαιρικό
légköri	ατμοσφαιρική
louisiana	λουιζιάνα
wisconsin	γουισκόνσιν
wisconsin	ουισκόνσιν
key	κλειδί
key	πλήκτρο
key	κλείδα
tapasztalat	εμπειρία
tapasztalat	πείρα
veronica	veronica
veronica	βερόνικα
valois	βαλουά
api	api
api	αρι
ragaszkodott	επέμενε
ragaszkodott	επέμεινε
foltok	λεκέδες
foltok	κηλίδες
foltok	στίγματα
foltok	βούλες
foltok	κηλίδες
sérülések	τραυματισμούς
sérülések	κακώσεις
sérülések	τραυματισμοί
sérülések	τραύματα
lóerős	βηρ
wang	wang
wang	γουάνγκ
cache	κρύπτη
tajvani	ταϊβάν
szobrászat	γλυπτική
rotterdam	ρότερνταμ
írjon	γράψω
írjon	γράψτε
írjon	γράψε
áldozatai	θύματα
baszk	βάσκων
python	python
erőteljesen	μαζικά
szemet	μάτι
szemet	ματι
szemet	οφθαλμός
szemet	eye
romeo	ρομέο
romeo	ρωμαίος
romeo	ρωμαίο
pak	πακ
ibrahim	ιμπραήμ
veszteség	απώλειες
veszteség	απώλεια
veszteség	ζημία
veszteség	απώλειες
veszteség	ήττες
veszteség	ζημίες
como	κόμο
hajózási	ναυτιλία
minősített	προσόντα
minősített	ονομαστική
minősített	πιστοποιημένο
minősített	πιστοποιημένη
benz	benz
rágcsálók	τρωκτικό
rágcsálók	τρωκτικά
rágcsálók	τρωκτικά
operett	οπερέτα
namíbia	ναμίμπια
díjakat	βραβεία
évszak	εποχή
évszak	σαιζόν
évszak	σεζον
évszak	σεζόν
évszak	εποχές
kincstár	θησαυροφυλάκιο
españa	españa
rövidítés	συντομογραφία
rövidítés	ακρωνύμιο
rövidítés	συντομογραφίες
rövidítés	συντόμευση
rövidítés	παράκαμψη
bővítése	μεγέθυνση
szarvasmarha	βόδια
szarvasmarha	βοοειδή
xxiii	xxiii
változók	μεταβλητές
rush	βιασύνη
rush	ρας
bíbor	μοβ
bíbor	πορφυρό
bíbor	μωβ
bíbor	crimson
constantin	κονσταντίν
martha	μάρθα
torre	torre
palesztin	παλαιστίνη
palesztin	παλαιστινιακό
palesztin	παλαιστίνης
palesztin	παλαιστινιακό
palesztin	παλαιστινιακή
palesztin	παλαιστίνιοι
aviv	αβίβ
legősibb	παλαιότερη
legősibb	παλαιότερο
megőrzése	διαφύλαξη
megőrzése	διατήρηση
cohen	κόεν
cohen	κοέν
képességek	ικανότητες
képességek	ικανότητα
képességek	δεξιότητες
képességek	ικανότητες
haller	χάλερ
hozó	κομιστής
federer	φέντερερ
patricia	πατρίσια
patricia	πατρίτσια
mozgását	κινήσεις
mozgását	κινήματα
parkok	παρκς
parkok	πάρκα
gazdálkodás	διοίκηση
gazdálkodás	διαχείρισης
gazdálkodás	διαχείριση
pentium	pentium
berry	μπέρι
újságok	εφημερίδες
mir	μιρ
hannah	hannah
hannah	χάννα
hannah	χάνα
sportban	αθλήματα
sportban	σπορ
sportban	αθλητισμός
sportban	αθλητικά
gil	gil
gil	γκιλ
kölni	κολόνια
kölni	κολωνία
gerincesek	σπονδυλωτά
ace	άσσος
ace	έις
megyek	πηγαίνοντας
chicagói	σικάγο
chicagói	chicago
kétnyelvű	δίγλωσση
létrehozva	δημιουργώντας
létrehozva	δημιουργήθηκε
létrehozva	δημιούργησε
létrehozva	δημιουργήθηκαν
létrehozva	δημιουργείται
zero	μηδενικό
zero	μηδέν
karibi	καραϊβικής
karibi	καραϊβική
praktikus	πρακτικά
praktikus	πρακτική
praktikus	πρακτικός
praktikus	πρακτικό
praktikus	βολικό
hepburn	χέπμπορν
ellentétek	αντιθέτων
következetesen	συνεπής
megölni	σκοτώσει
megölni	σκότωσε
megölni	σκοτώστε
gérard	ζεράρ
bennszülött	αυτόχθονες
fenntartható	αειφόρος
fenntartható	βιώσιμη
fenntartható	αειφόρο
fenntartható	βιώσιμο
vonzó	ελκυστικά
vonzó	ελκυστικό
vonzó	ελκυστική
vonzó	ελκυστικός
homoszexuális	ομοφυλόφιλος
kombinált	συνδυασμένα
kombinált	συνδυασμένες
kombinált	συνδυασμένη
kombinált	συνδυασμένης
kombinált	συνδυασμένο
aromás	αρωματικές
aromás	αρωματικά
aromás	αρωματικούς
aromás	αρωματικό
foglyok	αιχμάλωτοι
foglyok	κρατούμενοι
foglyok	φυλακισμένοι
hatékonyan	αποτελεσματική
hatékonyan	αποτελεσματικό
hatékonyan	αποδοτικό
hatékonyan	αποδοτική
elméletileg	υποθετικά
elméletileg	θεωρητικά
énekli	τραγουδάει
énekli	τραγουδά
granada	γρανάδα
védők	υπερασπιστές
terhesség	κύηση
terhesség	εγκυμοσύνη
vezeték	αγωγός
vezeték	αγωγού
vezeték	σύρματα
vezeték	καλώδιο
vezeték	σύρμα
vezeték	καλωδίωση
készítő	δημιουργός
richardson	ρίτσαρντσον
ruha	ρούχα
ruha	ενδύματα
ruha	ένδυση
ruha	ντύσιμο
ruha	στολή
ruha	φόρεμα
ruha	ρούχα
terek	χώροι
terek	χώρους
woody	γούντι
gyűrűt	δακτύλιο
gyűrűt	ρινγκ
gyűrűt	δακτύλιος
gyűrűt	δαχτυλίδι
tartósan	επίμονο
tartósan	επίμονη
tartósan	επίμονος
tartósan	μόνιμα
tanítani	διδασκαλία
tanítani	δίδαξε
tanítani	διδάσκουν
kíséri	συνοδεύει
kifejezett	προφέρεται
kifejezett	ρητή
kifejezett	εκφράζεται
kifejezett	εκφρασμένο
kifejezett	εξέφρασε
adók	φόρου
adók	φόρος
adók	φόρους
adók	φόροι
österreich	österreich
húsvét	πάσχα
húsvét	easter
rabszolga	δούλος
rabszolga	σκλάβα
rabszolga	σκλάβος
termesztett	καλλιεργούμενα
látszólagos	προφανής
látszólagos	εμφανής
lily	λίλυ
lily	lily
lily	λίλι
jogilag	νομίμως
jogilag	νομικά
jogilag	νομικώς
jogilag	νόμιμα
genfi	γενεύη
zár	κλείδωμα
zár	λοκ
zár	κλειδαριά
zár	κλείδωμα
zár	κλείνει
lépcső	σκάλα
lépcső	κλιμακοστάσιο
lépcső	σκάλα
lépcső	κλιμακοστάσιο
lépcső	βημα
lépcső	βήμα
lépcső	σκαλοπάτι
lépcső	σκαλιά
lépcső	στάδια
lépcső	σκαλοπάτια
lépcső	βήματα
lépcső	βαθμίδες
lépcső	σκάλα
lépcső	σκαλιά
lépcső	σκαλοπάτια
lépcső	σκάλες
szárnyai	φτερούγες
szárnyai	φτερά
szárnyai	πτέρυγες
zeitung	zeitung
carol	κάρολ
carol	carol
vitorlázás	ιστιοπλοΐα
éjjeli	νυχτερινό
éjjeli	nite
vedd	πάρτε
vedd	λήψη
vedd	πάρε
koronás	στεφθεί
rab	φυλακισμένη
rab	φυλακισμένος
rab	αιχμάλωτος
rab	κρατούμενος
rab	κρατούμενο
rab	κρατούμενος
rab	τρόφιμος
szárazföld	ξηρά
szárazföld	land
szárazföld	γη
szárazföld	στεριά
szárazföld	ηπειρωτική
szárazföld	ενδοχώρα
pleisztocén	πλειστόκαινο
cserék	ανταλλαγές
cserék	χρηματιστήρια
kint	έξω
kint	εξω
felügyelet	επιτηρούμενη
felügyelet	επίβλεψη
felügyelet	επιτήρηση
felügyelet	εποπτεία
felügyelet	παρακολούθηση
felügyelet	επιτήρηση
javak	εμπορεύματα
javak	αγαθά
javak	εμπορευμάτων
baskír	μπασκίρ
thomson	τόμσον
alejandro	αλεχάντρο
salamanca	σαλαμάνκα
messier	μεσιέ
bárhol	οπουδήποτε
bárhol	όπου
bárhol	οπου
bárhol	οπουδήποτε
terápia	θεραπεία
gorkij	γκόρκι
egészség	υγεία
testőr	σωματοφύλακας
testőr	σωματοφύλακα
gilles	ζιλ
burke	μπερκ
burke	burke
sebészeti	χειρουργική
sebészeti	χειρουργικό
sebészeti	χειρουργικά
sebészeti	χειρουργικές
köztes	ενδιάμεσα
köztes	ενδιάμεσος
köztes	ενδιάμεση
köztes	ενδιάμεσες
köztes	ενδιάμεσο
henderson	χέντερσον
henderson	henderson
elképzelt	φανταστικός
elképzelt	φανταστεί
martín	μαρτίν
érdeklődő	οδηγεί
érdeklődő	ενδιαφέρεται
érdeklődő	ενδιαφέρομαι
érdeklődő	ενδιαφέρονται
érdeklődő	ενδιαφερόμενα
darabjai	τεμάχια
darabjai	κομμάτια
ívelt	κυρτό
tengerész	ναύτης
tengerész	ναύτη
tengerész	ναυτικός
tengerész	πεζοναύτης
tengerész	θαλάσσια
tengerész	μαρίν
tengerész	πεζοναύτη
tengerész	ναύτης
tengerész	ναύτη
tengerész	ναυτικός
ütközik	συγκρούονται
disco	ντίσκο
márki	μαρκήσιος
wells	γουέλς
wells	πηγάδια
valentin	βαλεντίν
valentin	βαλεντάιν
fehérjék	πρωτεΐνη
fehérjék	πρωτεΐνες
fehérjék	πρωτεΐνες
felfogás	αντίληψη
felfogás	αντιλήψεις
táblázatok	τραπέζια
táblázatok	πίνακες
találkoztam	κοα
találkoztam	γνωρίσει
támadásokat	επιθέσεις
cirkusz	τσίρκο
íme	ιδού
januári	ιανουαρίου
januári	ιανουάριο
januári	ιανουάριος
erőforrások	πόρων
erőforrások	πόροι
hozzájárul	συναινεί
hozzájárul	συμβάλλει
hozzájárul	συνεισφέρει
melléknév	επίθετο
rituális	τελετουργικό
rituális	τελετουργία
rituális	ιεροτελεστία
fiziológiai	φυσιολογικές
fiziológiai	φυσιολογία
labor	εργαστήριο
feketék	μαύροι
feketék	μαύρους
meztelen	γυμνοί
meztelen	γυμνές
meztelen	γυμνή
meztelen	γυμνός
meztelen	γυμνό
meztelen	γυμνοί
meztelen	γυμνές
meztelen	γυμνή
meztelen	γυμνός
meztelen	γυμνό
visszavonta	απέσυρε
inn	inn
inn	ιν
inn	πανδοχείο
valladolid	valladolid
érdekességek	αξιοπερίεργα
tallinn	ταλίν
tavi	λίμνη
elhagyni	εγκαταλείψτε
elhagyni	εγκατάλειψη
elhagyni	εγκαταλείψει
fölötte	ανωτέρω
fölötte	παραπάνω
csíkos	ριγέ
csíkos	λωρίδες
csíkos	γαλόνια
csíkos	ρίγες
értelem	εξυπνάδα
értelem	ευφυία
értelem	νοημοσύνη
értelem	νοημοσύνη
értelem	διάνοια
értelem	αίσθηση
papa	μπαμπά
földek	χωράφια
földek	πεδία
concerto	κονσέρτο
hasonlóak	παρόμοιο
hasonlóak	παρόμοιες
hasonlóak	παρόμοιος
hasonlóak	παρόμοια
árnyék	σκιές
árnyék	σκιά
árnyék	σκιά
árnyék	απόχρωση
klinika	κλινική
tágas	ευρύχωρο
tágas	ευρύχωρα
tágas	ευρύχωρο
wing	πτέρυγα
wing	wing
wing	φτερό
belize	μπελίζ
márciusi	μαρτίου
márciusi	μάρτιος
márciusi	μάρτιο
falat	wall
falat	τοίχος
falat	τοίχο
falat	τείχος
falat	γουόλ
ellis	έλις
bergman	μπέργκμαν
oldalakon	σελίδες
érd	συμφέρον
érd	τόκος
érd	τόκοι
invázió	εισβολή
tojást	αβγά
tojást	αυγά
tojást	αβγό
tojást	αυγό
tojást	ωάριο
támogatói	υποστηρικτές
flavius	φλάβιος
kifejező	εκφραστική
koszovó	κοσσυφοπέδιο
koszovó	κόσοβο
kifutó	πασαρέλα
kifutó	διάδρομος
kifutó	διάδρομο
nyaka	λαιμό
nyaka	σβέρκο
nyaka	λαιμός
earl	ερλ
legelő	λειμώνες
legelő	βόσκηση
cselekvés	δραση
cselekvés	δράση
cselekvés	δράσης
cselekvés	action
mechanizmus	μηχανισμοί
mechanizmus	μηχανισμών
mechanizmus	μηχανισμός
mechanizmus	μηχανισμό
eszik	τρως
eszik	τρώει
eszik	τρώγοντας
eszik	τρώμε
eszik	τρώω
eszik	τρώει
őrző	φύλακας
őrző	φύλακα
őrző	κηδεμόνας
őrző	φύλακας
őrző	φύλακα
mozaik	μωσαϊκό
alto	alto
stevens	στήβενς
stevens	στίβενς
stevens	stevens
savas	όξινο
savas	οξυ
savas	οξύ
súly	βάρος
thriller	θρίλερ
ericsson	έρικσον
ericsson	ericsson
fennmaradó	παραμένοντας
fennmaradó	απομένουν
fennmaradó	απομένει
parancsnokság	διοίκηση
parancsnokság	εντολή
gerard	τζεράρντ
lionel	λάιονελ
rovat	κουτί
rovat	box
rovat	κιβώτιο
rovat	κουτι
szabott	προσαρμοσμένα
norma	νόρμα
norma	νορμ
megkülönböztető	διακριτικό
megkülönböztető	διακρίσεις
rubin	ρούμπιν
rubin	ρούμπι
rubin	ruby
rubin	ρουμπίνι
szálak	ίνες
szálak	νήματα
szálak	ίνες
feudális	φεουδαρχική
puglia	puglia
betty	μπέτι
betty	μπέτυ
betty	betty
hiphop	hiphop
bejegyzés	είσοδος
bejegyzés	εισόδου
bejegyzés	καταχώρηση
bejegyzés	post
bejegyzés	δημοσίευση
bejegyzés	ποστ
mad	τρελός
mad	μαντ
jeffrey	τζέφρι
jeffrey	τζέφρυ
mariah	μαράια
kiskorú	ανήλικη
kiskorú	ανήλικος
kiskorú	ανήλικους
kiskorú	ανηλίκων
kiskorú	ανήλικοι
kiskorú	ανηλίκους
kiskorú	ανήλικος
mozambik	μοζαμβίκη
mítosz	μύθο
mítosz	μύθος
portsmouth	πόρτσμουθ
andre	αντρέ
andre	άντρε
andre	andre
andre	αντρέ
andre	andré
andre	andre
nyomozás	έρευνες
nyomozás	έρευνα
nyomozás	διερεύνηση
burrows	μπάροους
ljubljana	λιουμπλιάνα
jótékony	φιλανθρωπικό
jótékony	ωφέλιμη
jótékony	ευεργετική
strand	παραλία
strand	παραλια
strand	σκέλος
kylie	κάιλι
méh	μήτρα
méh	μήτρα
méh	μπι
méh	μέλισσα
hajlamos	επιρρεπής
nina	νίνα
golyó	μπαλάκι
golyó	μπάλα
golyó	σφαίρες
golyó	σφαίρα
erőforrás	πόρο
erőforrás	πόρος
erőforrás	πόρων
erőforrás	πόροι
gall	χολή
gall	γαλατία
