भ्रमित	বিভ্রান্ত
भतीजे	ভাইপো
भतीजे	ভাতিজা
कुंभ	কুম্ভ
संभाव्यता	সম্ভাবনা
दंगे	দাঙ্গার
दंगे	রায়ট
दंगे	দাঙ্গা
प्रमोद	প্রমোদ
अपर	ঊর্ধ্ব
मेरिल	মেরিল
स्तनधारियों	স্তন্যপায়ী
संकेतक	কার্সর
संकेतक	পয়েন্টার
स्पष्टता	স্বচ্ছতা
बेंज	বেঞ্জ
तंजानिया	তাঞ্জানিয়া
तंजानिया	তানজানিয়া
गोल्डबर्ग	গোল্ডবার্গ
एडी	এডি
खुदा	খুদা
गांगुली	গঙ্গোপাধ্যায়
गांगुली	গাঙ্গুলী
गांगुली	গাঙ্গুলি
मिज़ोरम	মিজোরাম
नहरों	খাল
पिस्तौल	পিস্তল
विभेदन	রেজোলিউশন
विभेदन	রেজল্যুশন
वेल्लोर	ভেলোর
रणजीत	রঞ্জিত
सूक्ष्मजैविकी	microbiology
उज़्बेकिस्तान	উজবেকিস্তান
सीरियल	নাইজেরিয়া
सीरियल	ক্রমিক
सीरियल	সিরিয়াল
सीरियल	আলজেরিয়া
रिवर्स	বিপরীত
कार्यपालिका	এক্সিকিউটিভ
कार्यपालिका	নির্বাহী
कास्ट	নিক
कास्ट	নিক্ষিপ্ত
कास्ट	কাস্ট
सुषमा	সুষমা
झटका	শক
कैदी	বন্দী
कैदी	কয়েদী
कैदी	কারাবন্দী
कैदी	বন্দীদের
कैदी	বন্দি
कैदी	বন্দীরা
कैदी	কারাবন্দী
साओ	সাও
विंडो	জানালা
विंडो	উইন্ডো
विंडो	জানালার
खोने	হারানোর
कैश	ক্যাশে
कैश	ক্যাশ
लोधी	লোধি
लोधी	লোদি
इराकी	ইরাকি
इराकी	ইরাকী
इराकी	ইরাক
इराकी	ইরাকি
इराकी	ইরাকী
अराजकता	অরাজকতা
अराजकता	বিশৃঙ্খলা
अराजकता	বিশৃঙ্খলার
सिग्मा	সিগমা
पाला	পালা
आजीविका	ক্যারিয়ার
आजीविका	কর্মজীবন
आजीविका	জীবিকা
फायदे	pros
फायदे	উপকারিতা
फायदे	সুবিধাসমূহ
फायदे	সুবিধা
फायदे	উপকার
गूढ़	গূঢ়
गिरवी	pawn
बार्कलेज	barclays
नवीकरण	সংস্কার
मल्टीमीडिया	মাল্টিমিডিয়া
ग्लेशियर	হিমবাহ
निरोध	কনডম
मैराथन	ম্যারাথন
पोटेशियम	পটাশিয়াম
पोटेशियम	পটাসিয়াম
लारा	লারা
थर्मल	থার্মাল
झाड़ी	গুল্ম
डेविल	শয়তানের
डेविल	ডেভিল
डेविल	শয়তান
राघव	রাঘব
अधूरा	অসমাপ্ত
अधूरा	অসম্পূর্ণ
स्क्रीनिंग	স্ক্রিনিং
सर्वसम्मति	ঐকমত্য
हरीश	হরিশ
उत्साही	উৎসাহী
कार्यशील	চলমান
कार्यशील	চলছে
बजाज	বাজাজ
खालसा	খালসা
सराहनीय	প্রশংসনীয়
किंवदंती	কিংবদন্তী
किंवदंती	লেজেন্ড
किंवदंती	লিজেন্ড
किंवदंती	কিংবদন্তি
लाओस	লাওস
साइप्रस	সাইপ্রাস
स्वायत्तता	স্বায়ত্তশাসন
गाढ़ा	গাঢ়
गाढ़ा	উজ্জ্বল
गाढ़ा	গাড়
एंथोनी	এন্থনি
कुण्डली	রাশিফল
बीयर	বিয়ার
ड्राइविंग	ড্রাইভিং
वेनेजुएला	ভেনেজুয়েলা
वेनेजुएला	ভেনিজুয়েলা
बोनस	বোনাস
जलाकर	জ্বালানো
जलाकर	লিট
थाना	থানা
थाना	জেল
थाना	জেলখানা
थाना	কারাগারে
थाना	কারাগারের
थाना	কারাগার
झूठे	মিথ্যাবাদী
झूठे	মিথ্যাবাদী
तक्षशिला	তক্ষশিলা
पिक्सेल	পিক্সেল
पिक्सेल	পিক্সেল
ब्रेट	ব্রেট
हीट	তাপ
वायसराय	viceroy
क्राय	ক্রাই
सुनहरा	গোল্ডেন
सुनहरा	সোনালী
सुनहरा	সোনা
सुनहरा	সোনার
सुनहरा	সোনালি
सुनहरा	স্বর্ণ
अंपायर	আম্পায়ার
नमाज़	নামাজ
नमाज़	সালাত
नमाज़	নামাজের
नमाज़	প্রার্থনা
नमाज़	নামায
नमाज़	নামাজ
कर्कट	ক্যান্সার
कर्कट	কর্কট
कर्कट	ক্যানসার
शौचालय	টয়লেট
शौचालय	শৌচাগার
पर्सनल	ব্যক্তিগত
मॉनमाउथशायर	monmouthshire
पहिया	চাকা
पहिया	হুইল
पहिया	টায়ারের
पहिया	টায়ার
मेगाडेथ	মেগাডেথ
लोकल	স্থানীয়
लोकल	আঞ্চলিক
पुनरुद्धार	পুনর্নির্মাণ
मस्जिदों	মসজিদ
विकासवादी	বিবর্তনীয়
डेयरी	দুগ্ধ
प्रतिरूपण	ক্লোনিং
बाय	বিদায়
बाय	বাই
जावास्क्रिप्ट	জাভাস্ক্রিপ্ট
गेल	গেইল
छू	স্পর্শ
छू	টাচ
छू	ছোঁয়া
छू	স্পর্শের
पंक्तियाँ	সারি
पंक्तियाँ	লাইন
पंक्तियाँ	পংক্তি
पंक्तियाँ	রেখা
ट्रेक	ট্রেক
जेफ	জেফ
जेफ	jeff
मददगार	হেল্পার
मददगार	helper
वर्णनात्मक	বর্ননা
मद	বস্তু
मद	আইটেম
मद	বস্তু
मद	আইটেম
तेंदुलकर	টেন্ডুলকার
मिशनरी	মিশনারি
बियोवुल्फ़	beowulf
पिताजी	বাবা
पिताजी	বাবার
पिताजी	বাবাকে
पिताजी	বাবা
पिताजी	বাবার
पिताजी	বাবাকে
पिताजी	ড্যাডি
गोकुल	গোকুল
सबवे	সাবওয়ে
वू	woo
चोटियों	শৃঙ্গ
पुनर्जन्म	নবজন্ম
पर्यायवाची	synonym
रनर	দৌড়বিদ
जेसन	জ্যাসন
जेसन	জেসন
घेराबंदी	অবরোধ
क्रोएशिया	ক্রোয়েশিয়া
आरा	আরা
कल्याणकारी	উদ্দেশ্য
कल्याणकारी	ঘটান
कल्याणकारी	কারণ
सेटिंग	মানসমূহ
सेटिंग	সেটিং
सेटिंग	সেটিংস
सेटिंग	বৈশিষ্ট্য
टीपू	টিপু
बापू	বাপু
नीरो	নিরো
ग्लासगो	গ্লাসগো
आंखें	চোখে
आंखें	চোখের
आंखें	চোখ
आंखें	চোখকে
ईश्वरीय	ধার্মিক
ताश	কার্ড
ताश	তাস
प्रेषण	ট্রান্সমিশন
सारनाथ	সারনাথ
शील	শালীনতা
पोलियो	পোলিও
लिथियम	লিথিয়াম
पालक	শাক
फैमिली	পরিবারের
फैमिली	পারিবারিক
फैमिली	পরিবার
फैमिली	সংসার
बॉक्सिंग	মুষ্টিযুদ্ধ
बॉक्सिंग	বক্সিং
हिरन	হরিণ
हिरन	ডিয়ার
धारकों	হোল্ডার
चैपल	চ্যাপেল
होंडा	হোন্ডা
ज्योतिषी	জ্যোতিষী
अभिभावक	পিতামাতা
अभिभावक	পেরেন্ট
अभिभावक	প্যারেন্ট
अभिभावक	মাতাপিতা
अभिभावक	পিতামাতা
फ्लैट	সমান্তরাল
फ्लैट	ফ্ল্যাট
फ्लैट	ফ্লাট
बौद्धों	বৌদ্ধরা
टेन	tan
टेन	ট্যান
टेन	তান
टेन	দশ
शील्ड	শিল্ড
चीड़	পাইন
चीड़	পাইনের
आइवी	আইভি
गार्डनर	গার্ডনার
तोड़कर	ব্রেকিং
तोड़कर	ভাঙ্গার
चुंबक	চুম্বক
मॉन्ट्रियल	মনট্রিল
अठारहवीं	অষ্টাদশ
हेलो	hello
हेलो	হ্যালো
हेलो	halo
कविताएं	কবিতা
सुरेन्द्र	সুরেন্দ্র
कोका	কোকেন
कोका	কোকা
रॉड	রড
निरस्त	বাতিল
बुद्धिमत्ता	ইন্টেলিজেন্স
बुद्धिमत्ता	বুদ্ধি
बुद्धिमत्ता	বুদ্ধিমত্তা
बुद्धिमत्ता	বুদ্ধির
बुद्धिमत्ता	প্রজ্ঞা
बुद्धिमत्ता	আক্কেল
बुद्धिमत्ता	জ্ঞান
एसिटिक	অ্যাসিটিক
चेचक	pox
नर्स	নার্স
नर्स	নার্স
उठती	উদয়
उठती	রাইজিং
उठती	ক্রমবর্ধমান
इकट्ठे	সমবেত
ब्रोमाइड	bromide
हड़प्पा	হরপ্পা
पकड़कर	হোল্ডিং
पकड़कर	ধরে
जया	জয়া
नार्वे	নরওয়ে
धैर्य	ধৈর্য্য
धैर्य	ধৈর্য
महत्वाकांक्षी	উচ্চাভিলাষী
त्रिनिदाद	ত্রিনিদাদ
निराकरण	মীমাংসা
बकाया	অসামান্য
सुपरहीरो	সুপারহিরো
कोल्ड	ঠান্ডা
कोल्ड	ঠাণ্ডা
कोल्ड	কোল্ড
खड़गपुर	খড়গপুর
नागालैण्ड	নাগাল্যান্ড
संयोजी	যোজক
संयोजी	সংযোজক
कै	কাই
प्रकार्य	ফাংশন
शरणार्थी	শরণার্থী
शरणार्थी	উদ্বাস্তু
शरणार्थी	রিফিউজি
शरणार्थी	শরণার্থী
शरणार्थी	শরণার্থীদের
गुंजाइश	পরিধি
धीमे	ধীর
धीमे	ধীরে
धीमे	মন্থর
धीमे	আস্তে
धीमे	ধীরে
दानों	rash
चरक	চরক
अवांछित	অবাঞ্ছিত
समोआ	সামোয়া
लोदी	লোদি
सममिति	প্রতিসাম্য
कीर्तन	কীর্তন
अनमोल	মূল্যবান
कैस्पियन	কাস্পিয়ান
बिरला	বিড়লা
कक्षों	চেম্বারস
कक्षों	চেম্বার
स्पार्टा	স্পার্টা
रिमोट	দূরবর্তী
अनियंत्रित	প্রসারণশীল
आत्माओं	চেতনা
आत्माओं	স্পিরিট
आत्माओं	রূহ
आत्माओं	আত্মা
आत्माओं	স্পিরিট
प्रभारी	ইনচার্জ
खुशबू	সুগন্ধী
खुशबू	ঘ্রাণ
त्रिशूल	ট্রাইডেন্ট
त्रिशूल	ত্রিশূল
स्तनपान	মাতৃদুগ্ধ
स्तनपान	স্তন্যপান
इनाम	পুরষ্কার
इनाम	প্রাইজ
इनाम	পুরস্কার
इनाम	পুরস্কার
विपुल	বিপুল
जिन्दगी	প্রাণ
जिन्दगी	জিবন
जिन्दगी	লাইফ
जिन्दगी	জীবনের
जिन्दगी	জীবন
गरमी	তাপ
नोड	নোড
नोड	নোড
असंगत	অসামঞ্জস্যপূর্ণ
जीरा	জিরা
पूर्वाग्रह	পক্ষপাত
पूर्वाग्रह	কুসংস্কার
जैकेट	জ্যাকেট
आयतें	আয়াত
अफवाह	গুজব
अफवाह	গুজব
तानसेन	তানসেন
उत्सुक	উৎসুক
उत्सुक	কৌতুহল
उत्सुक	কৌতূহলী
प्रिंटिंग	মুদ্রণ
टैबलेट	ট্যাবলেট
टैबलेट	ট্যাবলেট
भीमसेन	ভীমসেন
चैरिटी	দাতব্য
चैरिटी	দান
चैरिटी	যাকাত
देसी	দেশি
देसी	দেশী
केट	কেট
केट	kate
पांचवां	পঞ্চম
प्रयोगकर्ता	ব্যবহারকারীগণ
प्रयोगकर्ता	ব্যবহারকারীরা
प्रयोगकर्ता	ব্যবহারকারী
प्रयोगकर्ता	ব্যবহারকারীদের
अनैतिक	অনৈতিক
रोनाल्ड	রোনাল্ড
भोजपुर	ভোজপুর
तस्करी	পাচারের
तस्करी	পাচার
तस्करी	নির্যাতনে
कटु	তেতো
कटु	তিক্ত
ब्रेकिंग	ব্রেকিং
ब्रेकिंग	ভাঙ্গার
मोनिका	মনিকা
मोनिका	মনিকা
ग्रेस	গ্রেস
ग्रेस	অনুগ্রহ
चोटों	জখম
मैजिक	যাদু
मैजिक	ম্যাজিক
मैजिक	জাদু
भुट्टो	ভুট্টো
हर्बल	ভেষজ
रॉकी	রকি
चुम्बक	চুম্বক
रयान	রায়ান
एडिडास	এডিডাস
फास्फोरस	ফসফরাস
जामनगर	জামনগর
एथलेटिक	অ্যাথলেটিক
नेविगेशन	পরিভ্রমণ
नेविगेशन	ন্যাভিগেশন
नेविगेशन	পরিদর্শন
नेविगेशन	নেভিগেশন
शिश्न	শিশ্ন
अधूरी	অসমাপ্ত
अधूरी	অসম্পূর্ণ
मोतीलाल	motilal
फ़ौज	আর্মি
फ़ौज	সেনাবাহিনী
फ़ौज	সেনাবাহিনীর
फ़ौज	সেনা
पागलपन	পাগলামি
ओड़िया	ওড়িয়া
युआन	ইউয়ান
चतुर्थी	চতুর্থী
रोमांच	শিহরণ
रोमांच	রোমাঞ্চ
कारगिल	কারগিল
बर्बर	বর্বর
सूख	শুকনো
सूख	ড্রাই
सूख	শুকিয়ে
सूख	শুষ্ক
सूख	শুকাতে
दिग्गज	দৈত্যদের
दिग्गज	বর্ষীয়ান
इजाजत	অনুমতি
सगाई	নিযুক্ত
सगाई	সংশ্লিষ্টতা
सगाई	নিযুক্তি
सगाई	লিপ্ত
सगाई	নিযুক্ত
सूद	সূদ
अटलांटा	আটলান্টা
हलवा	হালুয়া
सीताराम	sitaram
मैडिसन	ম্যাডিসন
पैराशूट	প্যারাশুট
खरगोश	খরগোশ
खरगोश	খরগোশ
मेज़बान	হোস্ট
मेज़बान	আয়োজক
नागालैंड	নাগাল্যান্ড
तकलीफ	কষ
तकलीफ	অস্বস্তি
तकलीफ	দুর্ভাগ্য
मृतक	মৃত
कैट	বিড়াল
कैट	বেড়াল
वीरों	বীর
काका	কাকা
लिफ्ट	লিফট
लिफ्ट	এলিভেটর
लिफ्ट	লিফট
छठ	ছট
बैरल	ব্যারেল
अन्वेषक	তদন্তকারী
मूर्ख	বোকা
मूर्ख	বোকা
मूर्ख	বোকামি
मूर्ख	নির্বোধ
बीम	বিম
कोडिंग	কোডিং
अशांति	অস্থিরতা
अविश्वसनीय	অবিশ্বাস
अविश्वसनीय	অবিশ্বাস্য
अविश्वसनीय	অবিশ্বস্ত
शीन	শিন
कर्षण	আকর্ষণ
इम्पीरियल	ইম্পিরিয়াল
वहा	সেখানে
रेट	রেট
रेट	হার
पर्वतारोही	পর্বতারোহী
गर्ग	গর্গ
सत्रह	সতেরো
सत्रह	সতের
सोया	সয়
मक्खी	উড়তে
मक्खी	উড়ে
मक्खी	মাছি
बड़ौदा	baroda
उद्यमों	এন্টারপ্রাইজের
कॉन्सर्ट	কনসার্ট
कॉन्सर्ट	কনসার্ট
छायांकन	ফটোগ্রাফি
नंदी	নন্দী
अभिमन्यु	অভিমন্যু
जहाँगीर	জাহাঙ্গীর
नजारा	দৃশ্যাবলী
नजारा	দৃশ্য
मधुमक्खी	মৌমাছি
टिप्पणियां	মন্তব্য
गुलामी	দাসত্ব
सरलीकृत	সরলীকৃত
गोआ	গোয়া
गोआ	গোয়ার
प्रलेखन	ডকুমেন্টেশন
प्रलेखन	নথিপত্র
संकेतन	অঙ্কপাতন
घटी	হ্রাস
पक्षपात	বৈষম্য
इजरायल	ইজরায়েল
इजरायल	ইজরাইল
इजरायल	ইসরায়েল
इजरायल	ইসরাইল
गेंदबाज़ी	বোলিং
आबू	আবু
डीलर	ডিলার
डीलर	ডিলার
मीठी	মিষ্টি
मीठी	সুইট
मीठी	মধুর
मीठी	sweet
पुष्कर	পুষ্কর
ब्रॉडवे	ব্রডওয়ে
जिगर	লিভার
जिगर	মেটে
जिगर	লিভারের
अंगोला	অ্যাঙ্গোলা
अंगोला	মঙ্গোলিয়া
एक्सटेंशन	এক্সটেনশন
एक्सटेंशन	প্রসার
एक्सटेंशन	প্রসারণ
एक्सटेंशन	এক্সটেনশন
गोथिक	গথিক
ऐंठन	খিচুনি
गुरुद्वारा	গুরুদুয়ারা
दस्ते	স্কোয়াড
आयोडीन	আয়োডিন
आयोडीन	আইসোটোপ
परावर्तन	প্রতিফলিত
परावर्तन	প্রতিবিম্ব
परावर्तन	প্রতিচ্ছবি
परावर्तन	প্রতিফলন
छानबीन	তদন্ত
कामुक	কামুক
नीतियां	রাজনৈতিকভাবে
नीतियां	নীতিমালা
नीतियां	নীতিগুলি
नीतियां	নীতি
लेस	লেস
विन्स	জয়
रणबीर	রণবীর
मॉरिस	মরিশাস
मॉरिस	মরিস
नारे	স্লোগানে
नारे	স্লোগান
त्रासदी	ট্রাজেডি
त्रासदी	ট্র্যাজেডি
सीन	দৃশ্য
रंगोली	আলপনা
ईशा	এশা
ईशा	ইশা
ईशा	এশা
दिव्या	দিব্য
कैफे	ক্যাফেইন
नींबू	লেবু
नींबू	লেমন
नींबू	হলদে
ओपल	উপল
गिग्स	গিগস
हडसन	হাডসন
धावक	দৌড়বিদ
लद्दाख	লাদাখ
बर्न	বার্ন
बर्न	বার্ণ
नेहा	নেহা
शाहिद	শহিদ
शाहिद	শহীদ
इंडेक्स	সূচিপত্র
इंडेक्स	সূচি
तेंदुआ	চিতা
अनुशंसा	সুপারিশ
निरर्थक	অর্থহীন
निरर्थक	null
अमान्य	অবৈধ
अमान्य	অকার্যকর
होड़	ছুটে
होड़	রাশ
घिरी	ঘেরা
बाल्टिक	বাল্টিক
देयता	দায়
गोखले	গোখলে
