சுந்தரி	sundari
நிறுத்தங்கள்	stoppar
நிறுத்தங்கள்	hållplatser
நாகை	nagai
பர்	burr
ஈரம்	blöt
ஈரம்	blöta
ஈரம்	våt
ஈரம்	vått
ஈரம்	blött
மிருகங்கள்	djur
விதிவிலக்கு	undantag
விதிவிலக்கு	undantagen
பொறுமை	tålamod
குறிப்பை	not
குறிப்பை	observera
குறிப்பை	obs
குறிப்பை	anteckning
குறிப்பை	anmärkning
கன்னியர்	jungfrur
ஜார்ஜியா	georgia
ஜார்ஜியா	georgien
சிறகுகள்	fjädrar
சிறகுகள்	vingar
சிறகுகள்	wings
காகம்	kråka
காகம்	crow
ஜிகாத்	jihad
பையன்	boy
பையன்	pojke
பையன்	gosse
பையன்	pojk
பையன்	kille
பையன்	guy
பையன்	killen
மெய்யான	ursprungliga
மெய்யான	ursprungligt
மெய்யான	originellt
மெய்யான	original
மெய்யான	ursprunglig
கோர்டன்	gordon
பெக்	tigga
பெக்	böna
ஹாரிசன்	harrison
கீத்	keith
சுற்றுகள்	rundor
சுற்றுகள்	omgångar
சுற்றுகள்	skott
விரும்புகின்றனர்	återgälda
குறும்படங்கள்	ikoner
குறும்படங்கள்	ikonerna
குரல்கள்	röster
சிண்ட்ரெல்லா	askungen
பானு	banu
மோ	moe
தோட்டக்கலை	trädgårdsskötsel
தோட்டக்கலை	trädgårdsarbete
தீவுக்கூட்டம்	skärgården
தீவுக்கூட்டம்	skärgård
அலைந்து	vandra
இஞ்சி	ingefära
இஞ்சி	ginger
கணவனை	maken
கணவனை	gubben
கணவனை	gubbe
காசநோய்	tuberkulos
கிட்ஸ்	kidz
கிட்ஸ்	kitts
பிரான்	braun
பிரான்	piran
மகிழ்ச்சியாக	lyckligare
மகிழ்ச்சியாக	gladare
ஏபெல்	abel
பெல்ஜிய	belgiska
பெல்ஜிய	belgare
பெல்ஜிய	belgisk
பெல்ஜிய	belgiskt
சமரசம்	kompromisser
சமரசம்	kompromiss
சமரசம்	kompromissa
பணியாளர்களின்	anställda
பணியாளர்களின்	medarbetare
பணியாளர்களின்	personal
பணியாளர்களின்	personalen
தோராயமான	tufft
தோராயமான	grov
தோராயமான	tuff
உருவகம்	iakttagelse
திறமைகள்	kompetenser
திறமைகள்	färdigheter
திறமைகள்	kompetens
திறமைகள்	talanger
விஷம்	förgifta
விஷம்	gift
அச்சே	aceh
பீங்கான்	porslin
கரோலின்	caroline
மதிப்புறு	bokstavligt
விஸ்கி	whiskey
விஸ்கி	whisky
விஸ்கி	whisky
பேனா	pen
பேனா	penna
பேனா	pennan
பேனா	opengl
திணிப்பு	dumpa
மசாலா	masala
ஸல்	sal
மாஸ்	massa
மாஸ்	mässan
மாஸ்	mässa
மாஸ்	mass
குத்து	bål
நட்டு	nöt
ஊழி	epok
சொகுசு	lyx
நம்பத்தகுந்த	troget
யே	hurra
சேகரிக்க	samla
சிதறல்	sprider
ஆலம்	alam
சுவடுகள்	stigar
உகாண்டா	uganda
கருக்கலைப்பு	aborter
கருக்கலைப்பு	abort
உருப்படிகள்	poster
உருப்படிகள்	objekt
உருப்படிகள்	föremål
வெளியாகிறது	släpper
கரீம்	karim
கரீம்	kareem
காத்மாண்டு	katmandu
இரவுகள்	nätter
இரவுகள்	kvällar
ஷர்மா	sharma
செவ்வாய்க்கிழமை	tisdag
பரிசுத்த	fy
பரிசுத்த	heliga
பரிசுத்த	helig
பரிசுத்த	helige
பரிசுத்த	heligt
சியாங்	chiang
சியாங்	xiang
சியாங்	siang
வரதட்சணை	hemgift
அகலமான	bredare
சர்வாதிகாரி	diktator
புதர்	buskiga
பீஸ்	pis
முகில்	cloud
முகில்	moln
கிட்மேன்	kidman
கிராமங்களை	byar
கிராமங்களை	byarna
பூசி	varma
பூசி	varm
பூசி	värma
பூசி	varmt
கற்றை	linor
முடுக்கம்	acceleration
இருக்கும்போதே	medan
கடத்தப்பட்ட	kidnappad
கடத்தப்பட்ட	kidnappade
கடத்தப்பட்ட	kidnappat
சோர்ஸ்	soares
இறுக்கமாக	trångt
இறுக்கமாக	tight
இறுக்கமாக	snäv
இறுக்கமாக	hårt
விரும்பத்தகாத	otrevligt
விரும்பத்தகாத	obehagligt
விரும்பத்தகாத	otrevlig
விரும்பத்தகாத	obehaglig
விரும்பத்தகாத	obehagliga
இசைக்கு	stäm
இத்தாலியன்	italienare
இத்தாலியன்	italienska
இத்தாலியன்	italienskt
இத்தாலியன்	italiensk
ஒயிட்	vita
ஒயிட்	white
ஒயிட்	vit
ஒயிட்	vitt
தொந்தரவு	besvära
தொந்தரவு	stör
தொந்தரவு	trakasserier
தொந்தரவு	stör
தொந்தரவு	störa
தால்	dal
தால்	taal
சான்டா	tomte
சான்டா	tomten
கேளுங்கள்	lyssna
ஃபிராங்கண்ஸ்டைன்	frankenstein
கிடைமட்ட	horisontell
கிடைமட்ட	horisontellt
கிடைமட்ட	övergripande
கிடைமட்ட	horisontella
கிடைமட்ட	vågrätt
கேன்ஸ்	cannes
கிளாஸ்கோ	glasgow
மட்டு	modulär
ஹாலந்து	holland
வடிகால்	dränering
ஆக்ஸிஜன்	syrgas
ஆக்ஸிஜன்	syre
செருகி	insticksprogram
செருகி	plugin
அடுப்பு	spis
புல்வெளி	gräsmark
புல்வெளி	vall
புல்வெளி	gräsmatta
புல்வெளி	gräsmattan
பழைமை	antikviteter
அடிமைத்தனம்	slaveriet
அடிமைத்தனம்	slaveri
அடிமைத்தனம்	beroendeframkallande
குரோ	kuro
குரோ	cro
குரோ	gro
தொடர்புடையவை	relaterad
தொடர்புடையவை	relaterat
தொடர்புடையவை	släkt
தொடர்புடையவை	närstående
தொடர்புடையவை	relaterade
லைலா	leila
ஷேக்ஸ்பியர்	shakespeare
மெர்ரில்	merrill
புரிந்தவர்	förövare
புரிந்தவர்	förövarna
புரிந்தவர்	gärningsmän
புரிந்தவர்	gärningsmännen
அன்ரன்	anton
ஜாஸ்	jazz
அன்பும்	kärlek
அன்பும்	älska
அன்பும்	love
அன்பும்	älskar
கலவைகள்	föreningar
வைரல்	viral
வைரல்	virus
சகாப்தம்	eran
சகாப்தம்	era
தானியம்	säd
தானியம்	spannmål
தானியம்	spannmål
தானியம்	flingor
மூ	mu
மூ	moo
ரூஸ்வெல்ட்	roosevelt
டொபாகோ	tobago
செப்பெலின்	zeppelin
சாத்தியங்கள்	möjligheter
சாத்தியங்கள்	möjligheterna
ஆர்டர்	ordnad
ஆர்டர்	beställt
ஆர்டர்	beställde
ஆர்டர்	beställd
ஆர்டர்	beställda
ஆர்டர்	ordningsföljd
ஆர்டர்	beställning
ஆர்டர்	ordning
ஆர்டர்	beställa
மதுவிலக்கு	förbud
பயணிகளும்	resenärer
கரங்கள்	händer
கரங்கள்	hands
அரசியலிலும்	koncentrerar
அரசியலிலும்	koncentrera
படிவங்கள்	formulär
படிவங்கள்	blanketter
படிவங்கள்	former
நிறைவடைந்தது	avslutade
நிறைவடைந்தது	klar
நிறைவடைந்தது	avslutat
நிறைவடைந்தது	färdiga
நிறைவடைந்தது	färdig
நெடுந்தீவு	delft
பலமாக	starkare
பலமாக	kraftfullare
மகிழ்ச்சியான	lyckligaste
சமர்	samar
தீர்மானிக்கிறது	bestämmer
தீர்மானிக்கிறது	avgör
திருடன்	tjuv
கபில	chestnut
ஜோவி	jovi
நாற்காலி	stol
விற்பனையாளர்	säljare
விற்பனையாளர்	säljaren
ஓநாய்	varg
ஓநாய்	wolf
ஓநாய்	vargen
வர்ண	pigment
பாகு	baku
பீட	platå
கிராமத்து	byn
கிராமத்து	by
கிராமத்து	village
உத்திகளை	strategier
பத்தொன்பது	nitton
பத்தொன்பது	nineteen
பிரிமியர்	premiär
ஹாப்	hop
தேவதைகள்	älvor
தேவதைகள்	feer
தேவதைகள்	änglar
தேவதைகள்	angels
கோர்ட்	domstolen
கோர்ட்	revisionsrätten
கோர்ட்	court
கோர்ட்	domstol
அஸ்ஸாம்	assam
லூனா	luna
முன்மொழியப்பட்ட	föreslaget
முன்மொழியப்பட்ட	föreslagna
முன்மொழியப்பட்ட	föreslagen
முன்மொழியப்பட்ட	friade
முன்மொழியப்பட்ட	friat
ஆண்டனி	anthony
அருளும்	nåd
அருளும்	grace
நறுமணம்	parfymer
நறுமணம்	doft
சுயமாக	self
சுயமாக	själv
தேனீக்கள்	bin
அறிக்கைகளை	uttalanden
உரங்கள்	gödningsmedel
பெண்டிர்	ladies
பெண்டிர்	damerna
பெண்டிர்	damer
நெறிகள்	protokoll
நெறிகள்	protokollen
நார்மாண்டி	normandie
எல்லாவற்றிலும்	everything
எல்லாவற்றிலும்	allt
எல்லாவற்றிலும்	allting
ஃபேஸ்புக்	facebook
ஜோனாஸ்	jonas
செய்தித்தாள்கள்	dagstidningar
செய்தித்தாள்கள்	tidningar
ஜேக்கப்	jakob
ஜேக்கப்	jacob
நெற்றி	pannan
நெற்றி	panna
உணர்தல்	insikten
உணர்தல்	förverkligande
உணர்தல்	insikt
சந்தித்தனர்	träffas
சந்தித்தனர்	mötas
சந்தித்தனர்	möt
சந்தித்தனர்	möts
சந்தித்தனர்	träffa
பூசாரி	präst
வணிகங்கள்	företag
லாலா	lala
பிங்	bing
பிங்	ping
கபீர்	kabir
திருப்பு	vänd
திருப்பு	flip
ஆணி	spik
ஆணி	nagel
ஆணி	spiken
சிந்திக்க	fundera
சிந்திக்க	begrunda
டிஸ்கவரி	upptäckt
டிஸ்கவரி	upptäckter
டிஸ்கவரி	upptäckten
டிஸ்கவரி	discovery
ஆத்தர்	arthur
ஆத்தர்	artur
குறைத்தது	reducerad
குறைத்தது	minskade
குறைத்தது	nedsatt
குறைத்தது	sänkt
குறைத்தது	reducerat
குறைத்தது	minskat
கலந்துகொண்டனர்	åkte
கலந்துகொண்டனர்	gick
கலந்துகொண்டனர்	närvarade
கலந்துகொண்டனர்	deltog
இல்லாமலே	utan
மதீனா	medina
மோர்கன்	morgan
மன்மதன்	amor
வீனஸ்	venus
பெய்லி	bailey
பெய்லி	baily
தொகுக்கப்பட்டது	sammanställde
தொகுக்கப்பட்டது	sammanställda
தொகுக்கப்பட்டது	sammanställt
தொகுக்கப்பட்டது	sammanställd
எளிமை	enkelhet
மினாக்	minogue
லூர்து	lourdes
எஸ்தர்	esther
டூர்	tour
டூர்	turné
டூர்	rundtur
சுற்றிப்	kring
சுற்றிப்	omkring
சுற்றிப்	runt
சுழலி	turbin
புலிட்சர்	pulitzer
ஆய்வக	laboratoriet
ஆய்வக	laboratorium
நெபுலா	nebulosan
பகைமை	fiendskap
கிரியை	funkar
கிரியை	arbetar
கிரியை	fungerar
அமல்	amal
பாதிக்கப்பட்டவர்கள்	offren
பாதிக்கப்பட்டவர்கள்	offers
பாதிக்கப்பட்டவர்கள்	brottsoffer
பாதிக்கப்பட்டவர்கள்	offer
வெற்றிடம்	vakuum
துடுப்பு	fena
துடுப்பு	fin
துடுப்பு	paddla
விரிவுரையாளர்	föreläsare
கலந்துகொண்ட	närvarade
கலந்துகொண்ட	deltog
வினாடி	sekund
வினாடி	andra
பத்திரிகையாளர்கள்	journalisten
பத்திரிகையாளர்கள்	journalist
பத்திரிகையாளர்கள்	journalister
டோன்	ton
டோன்	tonfall
பிக்காசோ	picasso
பீட்	pete
சமத்துவ	eritreanska
தேடிய	sökte
தேடிய	letade
தேடிய	sökt
தேடிய	sökta
மேம்படுத்தப்பட்டது	optimerad
மேம்படுத்தப்பட்டது	optimerade
அடைவு	katalogen
அடைவு	katalog
அடைவு	katalog
அடைவு	korg
அடைவு	mapp
பிடியில்	greppet
பிடியில்	grepp
துளி	drop
துளி	droppe
துளி	släpp
கெல்லர்	keller
கணித்த	förutsåg
கணித்த	förutspådde
கணித்த	förutsett
கணித்த	förutspått
பரிந்துரையை	rekommendationer
பரிந்துரையை	rekommendation
அகதி	flykting
ஆதாம்	adam
அவென்யூ	avenyn
அவென்யூ	avenue
கோழிகள்	kycklingar
கோழிகள்	höns
கோழிகள்	hönor
மறுக்கப்பட்டது	nekad
மறுக்கப்பட்டது	förnekade
மறுக்கப்பட்டது	nekat
மறுக்கப்பட்டது	förnekat
மறுக்கப்பட்டது	nekas
பெல்லி	belle
நலத்துறை	välbefinnande
நலத்துறை	socialbidrag
நலத்துறை	välfärd
நலத்துறை	välfärden
குத்தகை	hyreskontrakt
ரஸ்புடின்	rasputin
எகான்	akon
தியோடர்	theodore
தியோடர்	theodor
ஹலோ	hallå
ஹலோ	hello
ஹலோ	hej
ஹலோ	hejsan
வடை	vada
ஹார்வர்டு	harvard
சசி	shashi
சசி	sasi
கண்டியில்	kandy
புத்தம்	varumärket
புத்தம்	brand
புத்தம்	märke
புத்தம்	varumärke
வனவிலங்குகள்	djurliv
கேட்டது	hört
கேட்டது	hörde
கேட்டது	hördes
கேட்டது	hörs
பத்மா	padma
பொலிவு	buff
ஒட்டாவா	ottawa
தோற்றது	misslyckades
தோற்றது	misslyckad
#ஒரு	#ett
#ஒரு	#en
#ஒரு	#one
மூலை	corner
மூலை	hörn
மூலை	hörna
மூலை	hörnet
இமாலய	himalaya
நூர்	noor
அஃப்லெக்	affleck
நொதித்தல்	jäsning
நொதித்தல்	fermentering
ஆஸ்கர்	oscar
டேவி	davey
ஜகார்த்தா	jakarta
மீறும்	kränker
கார்ட்	vagn
கார்ட்	kärra
காக்ஸ்	cox
பாஷா	basha
பாஷா	pasha
எக்செல்	excel
வினாக்கள்	frågor
செயலற்ற	tomgång
கைரேகை	fingeravtryck
இலினொய்	illinois
எத்தியோப்பியா	etiopien
நாரதர்	narada
வாக்களிக்கும்	röstning
வாக்களிக்கும்	omröstning
வாக்களிக்கும்	röstar
வாக்களிக்கும்	röstande
கண்ணுக்குத்	osynliga
கண்ணுக்குத்	osynlig
கண்ணுக்குத்	osynligt
பெல்லா	bella
லாரா	laura
லாரா	lara
பிரான்சுவா	francois
பிரான்சுவா	françois
பிரான்சுவா	francois
பிரான்சுவா	françois
அற்புதம்	grymt
அற்புதம்	häftig
அற்புதம்	häftigt
அற்புதம்	grym
அற்புதம்	mums
பெர்க்லி	berkeley
மொழிபெயர்க்க	översätta
மொழிபெயர்க்க	översätt
அதிசயம்	mirakel
அதிசயம்	undrar
அதிசயம்	undra
அதிசயம்	wonder
மீனின்	skumt
எபிசோட்	avsnitt
எபிசோட்	episod
விசுவநாதர்	vishwanath
கியோட்டோ	kyoto
கச்சேரிகள்	konserter
எடி	eddie
எடி	eddy
எடி	ede
இஸ்லாமியர்கள்	muslimer
இஸ்லாமியர்கள்	muslimerna
ஆப்கான்	afghanska
ஆப்கான்	afghansk
கரன்	karan
அப்துல்லாஹ்	abdullah
புலாவ்	batam
அல்பேனியா	albanien
பிலாத்து	pilatus
மறுவாழ்வு	rehab
மகிமை	ära
மகிமை	härlighet
மகிமை	glory
பாத்	bad
பாத்	bath
பாத்	badkar
போதகர்	predikant
போதகர்	präst
கோபா	copa
நரகம்	hell
நரகம்	helvete
நரகம்	helvetet
சிரிப்பு	skrattet
சிரிப்பு	skratt
சிரிப்பு	skrattar
சிரிப்பு	skratta
சிரிப்பு	skratt
டைட்டானிக்	titanic
யோ	yoo
கேஸ்	case
கேஸ்	fodral
கேஸ்	fallet
கேஸ்	fall
கேஸ்	gasa
கேஸ்	gas
கேஸ்	gaser
லெவி	levy
லெவி	avgift
ஜும்மா	juma
என்றென்றும்	forever
கேல்	gale
கேல்	kel
படுகை	bäcken
பூஜைகள்	puja
தீன்	deen
வாழைப்பழம்	bananer
வாழைப்பழம்	banan
வாழைப்பழம்	banana
கிடைக்காது	otillgänglig
பவுண்டுகள்	pund
பவுண்டுகள்	kilo
நிச்சயமற்ற	ovisshet
நிச்சயமற்ற	osäkerhet
மாறு	byt
மாறு	strömbrytare
மாறு	byta
மாறு	växla
சேர்க்கவும்	add
சேர்க்கவும்	addera
சேர்க்கவும்	inkluderar
சேர்க்கவும்	inkludera
வடம்	kabel
வடம்	cable
வடம்	kabeln
சாரணர்	spejare
சாரணர்	scout
கொழுப்புகள்	fett
கொழுப்புகள்	fetter
வெள்ளப்பெருக்கு	översvämning
வெள்ளப்பெருக்கு	översvämningar
அழகை	skönheten
அழகை	skönhet
அழகை	beauty
குள்ள	jackal
குள்ள	dvärg
குவியம்	fokus
குவியம்	fokusera
குவியம்	focus
லெப்டினன்ட்	löjtnant
பாதுகாக்கிறது	skyddar
பாதுகாக்கிறது	beskyddar
நாயக்	nayak
நாயக்	naik
இரிடியம்	iridium
அங்கோலா	angola
முழம்	aln
நார்மன்	norman
எதற்காக	varför
பீனிக்ஸ்	fenix
பீனிக்ஸ்	phoenix
லேன்	lane
குமட்டல்	illamående
நிமிர்ந்து	påtvingade
நிமிர்ந்து	tvingad
நிமிர்ந்து	påtvingad
நிமிர்ந்து	påtvingat
நிமிர்ந்து	tvingade
மாண்டரின்	mandarin
திராவிடம்	dravidiska
ஆரியன்	ariska
பராகுவே	paraguay
கடுகு	senap
குத்திக்	piercing
கவுர்	kaur
விசாரிக்க	undersöka
விசாரிக்க	utreda
காசோலை	check
நண்டுகள்	krabbor
ரகசியமாக	konfidentiellt
காண்கிறார்	tittar
பலேடியம்	palladium
தூண்டில்	bete
கருத்தைப்	kommentera
கருத்தைப்	kommentar
ஹரோல்ட்	harold
வாரிசாக	ärva
வாரிசாக	ärver
உலோகவியல்	metallurgi
ஹாமில்டன்	hamilton
பிரதிபலிக்கிறது	företräder
பிரதிபலிக்கிறது	representerar
பிரதிபலிக்கிறது	reflekterande
மைனர்	minderårig
மைனர்	mindre
மைனர்	minor
ஆமாம்	ja
தன்னார்வலர்கள்	frivilliga
தன்னார்வலர்கள்	volontärer
மடகாஸ்கர்	madagaskar
கேள்	ask
கேள்	fråga
கேள்	lyssna
நார்னியா	narnia
விடுதலைப்புலிகள்	ltte
சோயா	soja
துணிகளை	kläder
உதவுவது	hjälper
உதவுவது	hjälpa
மறதி	minnesförlust
பஜார்	bazaar
பஜார்	basar
உடம்பு	sjuka
உடம்பு	sjuk
உடம்பு	sjukt
கண்களால்	ögon
கண்களால்	eyes
கால்டுவெல்	caldwell
மாத்திரைகள்	tabletter
மாத்திரைகள்	piller
கோல்ஃப்	golf
கோல்ஃப்	golfen
கோல்ஃப்	golf
ஆதித்யா	aditya
அரக்கு	maroon
வாட்ச்மென்	watchmen
வாடி	wadi
மாதாந்திர	månatlig
மாதாந்திர	månad
மாதாந்திர	månatliga
மாதாந்திர	månadsvis
மாதாந்திர	månaden
பாலிடெக்னிக்	polytechnic
எழுது	skriva
எழுது	skriv
எழுது	komponera
எழுது	bränn
எழுது	bränna
எழுது	bränner
பிரயன்	brian
பிரயன்	bryan
ராஜினாமா	avgång
ராஜினாமா	avskedsansökan
ராஜினாமா	avsked
பவள	koraller
பவள	coral
பவள	korall
நைஜல்	nigel
அறிவிப்புகள்	anmälningar
அறிவிப்புகள்	meddelanden
அறிவிப்புகள்	underrättelser
ஓரம்	marginal
ஓரம்	gräns
ஓரம்	kant
ஓரம்	border
ஓரம்	inramning
ஓரம்	gränsen
பிளேர்	blair
ஐன்ஸ்டீன்	einstein
சந்தர்ப்பத்தில்	tillfälle
கிளீசு	gliese
தொண்டர்கள்	frivilliga
தொண்டர்கள்	volontärer
அரட்டை	chatten
அரட்டை	chatta
அரட்டை	chat
அரட்டை	chatt
நடத்தல்	walking
நடத்தல்	gående
நடத்தல்	vandrande
நடத்தல்	promenerar
நடத்தல்	promenad
உணரி	sensor
உணரி	givare
உணரி	sensorn
பேரம்	fynd
குயின்	queen
குயின்	drottningen
குயின்	drottning
பாக்தாத்	bagdad
சட்டவிரோத	olagliga
சட்டவிரோத	illegal
சட்டவிரோத	olaglig
சட்டவிரோத	olagligt
சிக்கலானது	komplexitet
சிக்கலானது	kritisk
சிக்கலானது	kritiskt
சிக்கலானது	kritiska
சிக்கலானது	komplicerade
சிக்கலானது	krångligt
சிக்கலானது	komplicerad
சிக்கலானது	komplicerat
ட்விட்டர்	twitter
புறக்கணிப்பு	bojkott
புறக்கணிப்பு	bojkotta
முகவர்கள்	ombud
முகவர்கள்	agenter
முகவர்கள்	agens
வில்வித்தை	bågskytte
உணர்	feel
உணர்	känn
உணர்	känner
உணர்	känna
கோகோ	coco
கோகோ	koko
கனக	kanaka
பிளஸ்	plus
பாசிச	fascistiska
பாசிச	fascist
பரிவு	sympatier
பரிவு	medkänsla
பரிவு	sympati
ஏந்திய	håller
ஏந்திய	holding
பூட்டி	booty
எமினெம்	eminem
மேம்பாலம்	viadukten
மேம்பாலம்	förbiflygning
கொட்டும்	hälla
கொட்டும்	häller
பாப்லோ	pablo
தூக்கம்	viloläge
தூக்கம்	sova
தூக்கம்	sömn
தூக்கம்	sov
மீட்பர்	frälsare
மீட்பர்	räddare
மீட்பர்	frälsare
மீட்பர்	frälsaren
மீட்பர்	räddare
கூறினார்கள்	garant
கழி	subtrahera
சமஸ்கிருதத்தில்	sanskrit
வடிவமைக்கப்பட்டுள்ளன	konstruerade
வடிவமைக்கப்பட்டுள்ளன	konstruerad
மாலுமிகள்	sjömän
கவர்	täcka
கவர்	omslag
அண்ட்ராய்டு	android
ருவாண்டா	rwanda
வியர்வை	svett
வியர்வை	svettas
கென்னத்	kenneth
சந்ததி	avkomman
சந்ததி	avkomma
சந்ததி	avkommor
ஞானத்தை	visdom
ஞானத்தை	klokhet
ஞானத்தை	vishet
தகுதியான	berättigade
புரட்சிகரமான	revolutionära
புரட்சிகரமான	revolutionär
புரட்சிகரமான	revolutionerande
குறிக்கோள்கள்	mål
குறிக்கோள்கள்	syften
குறிக்கோள்கள்	målsättningar
குறிக்கோள்கள்	mål
குறிக்கோள்கள்	goals
குறிக்கோள்கள்	målsättningar
பொதுவானது	offentliga
பொதுவானது	offentligt
பொதுவானது	offentlig
சுல்தான்கள்	sultaner
தோமசு	tomas
எல்லிஸ்	ellis
விக்	peruk
விக்	vic
நிரப்பு	fylla
நிரப்பு	fyll
வெறி	desperata
வெறி	desperat
மருமகள்	brorsdotter
மருமகள்	syskonbarn
மருமகள்	systerdotter
டாய்	dai
பாலும்	mjölk
அந்தோணி	anthony
அடித்தல்	piska
கில்பர்ட்	gilbert
குழப்பமான	kaos
குழப்பமான	kaoset
குழப்பமான	förvirrat
குழப்பமான	förvirrade
குழப்பமான	förvirrad
குழப்பமான	störande
குழப்பமான	oroväckande
குழப்பமான	oroande
ராசி	razi
ராசி	zodiac
சேகரித்தல்	spionerar
சேகரித்தல்	spioneri
சேகரித்தல்	spionera
ஓரி	ori
வரிவிதிப்பு	beskattningen
வரிவிதிப்பு	beskattning
கொக்கோ	kakao
கொக்கோ	choklad
எட்கர்	edgar
பலவீனம்	svaghet
அழைப்பிதழ்	inbjudan
பந்துவீச்சு	bowling
வெளியீட்டாளர்	förlag
வெளியீட்டாளர்	förläggare
வெளியீட்டாளர்	utgivare
சோபியா	sofia
சோபியா	sofia
சோபியா	sophia
நொடிகள்	sekunderna
நொடிகள்	sekunder
நொடிகள்	sec
நொடிகள்	sek
கடல்கள்	hav
வடிவமைத்தல்	formatera
வடிவமைத்தல்	formatering
டிசைன்	designa
டிசைன்	utformning
டிசைன்	konstruktion
டிசைன்	design
டிசைன்	utforma
வரம்புகள்	begränsningar
வரம்புகள்	inskränkningar
வரம்புகள்	gränsvärden
வரம்புகள்	begränsningar
வரம்புகள்	gränser
பிசின்	harts
நேப்பியர்	napier
மார்ஸ்	mars
பேச்சுக்கள்	föredrag
பேச்சுக்கள்	samtal
உடைகளை	kläder
குப்லாய்	kublai
சிலிகான்	silikon
பரம	param
சேத்	seth
துயரம்	sorgen
துயரம்	sorg
குணமாகும்	läkt
சுட்டிக்காட்டி	indikator
சுட்டிக்காட்டி	visare
பசை	lim
புதுப்பித்தல்	uppdatera
சிமோன்	simone
டெனிஸ்	denise
டெனிஸ்	denis
ராய்ட்டர்ஸ்	reuters
ரெனே	rené
ரெனே	rene
சைனா	china
சைனா	kina
வினவல்	förfrågan
வினவல்	sökning
வினவல்	fråga
பாதுகாவலர்	beskyddare
பாதுகாவலர்	beskydd
பாதுகாவலர்	skydd
விருந்தோம்பல்	gästfrihet
யாம்	garn
எக்குவடோர்	ecuador
மிமி	mimi
ஸ்டுடியோஸ்	studios
கார்ட்டர்	carter
அணிகலன்	prydnad
தன்னம்பிக்கை	självsäker
தன்னம்பிக்கை	förtroendet
தன்னம்பிக்கை	självförtroende
தன்னம்பிக்கை	förtroende
வாரிசுகள்	arvinge
வாரிசுகள்	arvtagare
வாரிசுகள்	arvingar
வாரிசுகள்	arvtagare
மரியானா	mariana
ஜெஃப்ரி	jeffrey
லூசியா	lucia
சாட்சிகள்	vittnen
சாட்சிகள்	vittne
சாட்சிகள்	vittnesbörd
சாட்சிகள்	vittnesmål
விறகு	ved
கடன்களை	skulder
பாசு	basu
கேட்ஸ்	grindar
கேட்ஸ்	gates
கேட்ஸ்	portar
கேட்ஸ்	cats
கேட்ஸ்	katterna
கேட்ஸ்	katter
கேட்ஸ்	katt
மைக்கலாஞ்சலோ	michelangelo
மகளின்	dotter
மகளின்	dottern
வளைவுகள்	kurvor
டட்லி	dudley
கடி	nappar
கடி	bit
கடி	bits
கடி	bita
கடி	bett
ஸ்கேன்	skanna
ஸ்கேன்	scanna
ஸ்கேன்	scan
