frankfurtes	φρανκφούρτη
definēts	καθορισμένη
definēts	καθορισμένο
equus	equus
mijiedarbības	αλληλεπίδραση
mijiedarbības	αλληλεπιδράσεις
protokoli	λεπτά
protokoli	λεπτα
protokoli	πρωτόκολλα
ieradumi	συνήθειες
starppilsētu	intercity
asa	asa
salīdzinājums	σύγκριση
rabīns	ραβίνος
īres	μίσθωση
īres	ενοικίαση
pierādījumi	αποδείξεις
pierādījumi	απόδειξη
pierādījumi	αποδείξεις
futbolisti	ποδοσφαιριστές
pārstāvēt	αντιπροσωπεύουν
karēlijas	καρελία
marokas	μαροκινή
anete	ανέτ
reģistrācija	εγγραφή
reģistrācija	καταγραφή
reģistrācija	ηχογράφηση
reģistrācija	καταχώριση
reģistrācija	καταχώρηση
reģistrācija	καταχώρισης
reģistrācija	καταγραφή
reģistrācija	εγγραφή
alekss	άλεξ
alekss	αλεξ
dzintara	κεχριμπάρι
dzintara	amber
dzintara	άμπερ
konfederācija	συνομοσπονδία
konfederācija	συνομοσπονδίας
indukcijas	επαγωγή
rūzvelts	ρούσβελτ
rūzvelts	ρούζβελτ
tauriņu	πεταλούδα
miruši	νεκροί
miruši	νεκρή
miruši	νεκρός
miruši	νεκρό
piedāvāts	προσφέρθηκαν
piedāvāts	προσφέρεται
piedāvāts	πρόσφερε
piedāvāts	προσφέρθηκε
piedāvāts	προσφέρονται
ierobežot	όριο
ierobežot	όρια
briselē	βρυξέλλες
briselē	βρυξελλών
vagoni	άμαξες
vagoni	βαγόνια
vagoni	βανς
vagoni	φορτηγά
vagoni	προπονητές
klauss	βασίλης
klauss	βασίλη
klauss	κλάους
klauss	klaus
reālā	πραγματικός
reālā	πραγματικό
reālā	ρεάλ
reālā	αληθινά
imagesize	imagesize
sasniegta	επετεύχθη
sasniegta	επιτευχθεί
sasniegta	επιτεύχθηκε
sasniegta	επιτεύχθηκαν
degunradzis	ρινόκερος
degunradzis	ρίνο
degunradzis	ρινόκερος
porcelāna	πορσελάνη
traģēdija	τραγωδία
nākotni	μελλοντικός
nākotni	μέλλον
nākotni	μελλον
ieroča	όπλο
rakstnieki	συγγραφείς
dokuments	έγγραφο
siu	σιού
bruņotajiem	οπλισμένοι
bruņotajiem	οπλισμένη
bruņotajiem	οπλισμένος
bruņotajiem	ένοπλες
bruņotajiem	οπλισμένο
dzejolis	ποίημα
dzim	γενέτειρα
izcils	λαμπρό
izcils	λαμπρά
izcils	λαμπρή
izcils	εκκρεμή
izcils	εξαιρετικά
izcils	εξαιρετικό
izcils	εξαιρετική
auduma	ύφασμα
stabilitāti	σταθερότητας
stabilitāti	σταθερότητα
skulptūru	γλυπτά
skulptūru	γλυπτό
skulptūru	γλυπτά
edu	edu
savannas	σαβάνες
burgundijas	bourgogne
identitātes	ταυτότητες
identitātes	ταυτότητα
piemin	αναφέρει
ekspozīcija	έκθεση
ekspozīcija	εκθεση
minimālā	ελάχιστη
minimālā	ελάχιστα
minimālā	ελάχιστες
minimālā	ελάχιστο
minimālā	ελάχιστος
jēga	έννοια
jēga	νόημα
jēga	εννοώντας
jēga	αίσθηση
paraugi	μοντέλα
paraugi	υποδείγματα
paraugi	δείγματα
paraugi	δείγματα
zobens	sabre
zobens	σπαθί
zobens	ξίφος
smith	σμίθ
smith	smith
smith	σμιθ
desmiti	tens
desmiti	δεδ
desmiti	δωδεκάδα
desmiti	ντουζίνα
desmiti	dozen
benz	benz
pframe	pframe
sulas	χυμούς
sulas	χυμοί
sulas	χυμοί
sulas	χυμό
sulas	χυμός
nogādāt	παραδώσω
klusais	ειρηνικός
klusais	ειρηνικού
klusais	πασίφικ
klusais	ειρηνικό
pastiprina	ενισχύει
teroristu	τρομοκρατική
teroristu	τρομοκράτης
teroristu	τρομοκράτη
ciematu	χωριο
ciematu	χωριό
akadēmiskais	ακαδημαϊκή
akadēmiskais	ακαδημαϊκά
akadēmiskais	ακαδημαϊκό
korupcijas	διαφθορά
krēpes	χαίτη
dārzkopības	κηπουρική
dārzkopības	κηπουρική
valdījumā	κατοχή
viesi	προσκεκλημένοι
viesi	καλεσμένους
viesi	καλεσμένοι
viesi	φιλοξενούμενοι
viesi	επισκέπτες
ctx	ctx
turdus	turdus
indiana	ιντιάνα
oksīds	οξείδιο
civilizācija	πολιτισμός
atslēga	κλειδί
atslēga	πλήκτρο
atslēga	κλείδα
izplešanās	επέκταση
skaistas	πανέμορφη
skaistas	όμορφη
cietā	συμπαγής
cietā	στερεό
cietā	στερεά
cietā	συμπαγές
pagalmā	αυλή
pagalmā	προαύλιο
sargs	κηδεμόνας
sargs	φύλακας
sargs	φύλακα
sargs	φύλακα
sargs	φρουρός
sargs	φρουρά
sargs	φύλακας
sekunžu	δεύτερα
sekunžu	δευτερόλεπτα
ivo	ίβο
slovēņu	σλοβενική
slovēņu	σλοβενική
bataljoni	τάγματα
spriedumu	κριση
spriedumu	κρίση
termini	όρους
termini	όροι
aizliedz	απαγορεύει
prūsija	πρωσία
unikāla	μοναδική
unikāla	μοναδικό
unikāla	μοναδικός
unikāla	μοναδικοί
izņēmumi	εξαίρεση
izņēmumi	εξαιρέσεις
izņēmumi	εξαιρέσεις
izņēmumi	εξαιρέσεις
izņēmumi	απαλλαγές
stratēģiskā	στρατηγικό
konstante	σταθερά
motīvi	κίνητρα
pastāvēšana	ύπαρξη
saglabāta	αποθηκευμένα
saglabāta	αποθηκεύτηκε
saglabāta	σώθηκε
saglabāta	έσωσε
saglabāta	αποθηκευμένες
intensitātes	εντάσεις
ungāri	ούγγροι
ungāri	ούγγρων
skautu	ανιχνευτής
atkārtot	επανέλαβε
atkārtot	επανάληψη
atkārtot	επαναλάβετε
atkārtot	επαναλαμβάνω
paulu	πάολο
mīksts	απαλά
mīksts	μαλακός
mīksts	μαλακά
mīksts	μαλακό
kampaņa	εκστρατεία
kampaņa	καμπάνια
konts	account
konts	λογαριασμός
konts	λογαριασμό
slikta	καημένε
slikta	φτωχή
slikta	φτωχό
slikta	φτωχός
slikta	φτωχοί
slikta	bad
slikta	κακός
slikta	κακό
slikta	κακή
zina	ξέρει
netieši	έμμεσα
netieši	έμμεσες
netieši	έμμεσο
netieši	έμμεση
netieši	έμμεσα
netieši	εμμέσως
dzirde	ακρόαση
dzirde	ακοή
pelēkās	γκρίζο
pelēkās	γκρέι
pelēkās	γκρι
pelēkās	γκρίζα
pelēkās	grey
rafaels	ραφαέλ
skaitās	μετράει
lūkas	καταπακτές
lūkas	καταπακτή
lūkas	χατς
komēdijas	κωμωδίες
piekrīt	δέχεται
piekrīt	αποδέχεται
piekrīt	συμφωνεί
tipiska	τυπικές
tipiska	τυπικά
tipiska	τυπικός
tipiska	τυπικό
tipiska	τυπική
viedokļi	γνωμοδοτήσεις
viedokļi	γνώμες
viedokļi	απόψεις
viedokļi	προβολές
viedokļi	απόψεις
efekti	επιπτώσεις
efekti	επιδράσεις
efekti	εφέ
pole	καλάμι
pole	πόλο
pole	κοντάρι
spējīgi	ικανοί
spējīgi	ικανές
spējīgi	ικανός
spējīgi	ικανό
spējīgi	ικανή
admirālis	ναύαρχος
noteikšana	ανίχνευση
noteikšana	εντοπισμός
noteikšana	ανίχνευσης
noteikšana	αποφασιστικότητα
noteikšana	προσδιορισμός
noteikšana	καθορισμός
jaunība	νέων
jaunība	νέοι
jaunība	νιότη
jaunība	νεολαία
jaunība	νιάτα
jaunība	νεότητα
sat	καθόταν
sat	σαβ
emi	eni
rezervē	απόθεμα
rezervē	ρεζέρβα
rezervē	αποθεματικό
serbijā	σερβία
pārvarēt	ξεπεράσει
apvienots	συνδυασμένα
apvienots	συνδυασμένες
apvienots	συνδυασμένη
apvienots	συνδυασμένης
apvienots	συνδυασμένο
modo	modo
viesis	επισκέπτης
viesis	φιλοξενούμενος
viesis	καλεσμένος
limited	limited
limited	περιορισμένη
limited	περιορισμένα
limited	περιορισμένο
limited	περιορισμένος
ētika	δεοντολογία
ētika	ηθική
aspekti	πτυχές
aristotelis	αριστοτέλη
panama	παναμά
demokrātija	δημοκρατια
demokrātija	δημοκρατία
migrācija	μετανάστευση
migrācija	μετανάστευσης
dzīvokļu	διαμερίσματα
atkarīgi	εξαρτημένος
atkarīgi	εξαρτημένη
atkarīgi	εθισμένη
atkarīgi	εθισμένος
tvaiku	ατμούς
tvaiku	ατμός
tvaiku	ατμό
tvaiku	ατμού
fidži	φίτζι
ēnā	σκιά
ēnā	απόχρωση
coca	κόκα
coca	coca
trūkumi	ανεπάρκειες
trūkumi	ελλείψεις
trūkumi	ελαττώματα
trūkumi	αδυναμίες
trūkumi	ανεπάρκειες
trūkumi	ελλείψεις
līdzsvaru	υπόλοιπο
līdzsvaru	ισορροπία
līdzsvaru	ισοζύγιο
pārliecināts	σίγουρα
pārliecināts	έπεισε
pārliecināts	πεπεισμένος
konstitūcijā	σύνταγμα
interwiki	interwiki
visaugstākā	υψηλότερη
visaugstākā	υψηλότερο
astotais	όγδοη
astotais	όγδοο
bagātību	περιουσία
bagātību	τύχη
inovāciju	καινοτομίες
inovāciju	καινοτομίας
inovāciju	καινοτομία
uzbrucēji	δράστες
slepkava	δολοφόνος
slepkava	φονιά
slepkava	φονιάς
slepkava	δολοφόνος
grunts	πάτος
grunts	βυθό
tumšs	dark
tumšs	σκοτεινά
tumšs	σκοτάδι
tumšs	σκούρο
tumšs	σκοτεινό
bremzēšanas	πέδησης
bremzēšanas	πέδηση
investīcijas	επένδυση
investīcijas	επενδύσεις
investīcijas	επενδύσεων
investīcijas	επενδύσεις
pārbauda	επαλήθευση
pārbauda	επαλήθευση
pārbauda	ελέγξτε
pārbauda	επιταγή
pārbauda	έλεγχος
pārbauda	check
pārbauda	τσεκ
ženēvā	γενεύη
patiesība	αληθές
patiesība	αληθεια
patiesība	αληθινή
patiesība	αλήθεια
patiesība	αλήθεια
ieņēmumi	έσοδα
ieņēmumi	εισπράξεις
ieņēmumi	αποδείξεις
ieņēmumi	εισόδημα
ieņēmumi	έσοδα
ieņēmumi	εισοδήματα
ieņēmumi	εισοδήματος
ieņēmumi	έσοδα
iegūšana	εκχύλιση
iegūšana	εξόρυξη
iegūšana	εξαγορά
iegūšana	απόκτηση
dārzi	κήποι
dārzi	κήπους
statujas	αγάλματα
bordo	μπορντώ
bordo	μπορντό
bordo	βουργουνδίας
bordo	μπορντό
atļauta	επιτρεπόμενη
atļauta	επιτρέπεται
atļauta	επιτρέπονται
atļauta	επιτρεπόμενες
atļauta	επιτρεπόμενη
atļauta	επιτρέπεται
atļauta	επιτρέπονται
atļauta	επιτρεπόμενο
atļauta	επιτρεπόμενες
atļauta	επιτρεπόμενη
audzes	σχηματισμούς
atkarīgas	εξαρτημένος
atkarīgas	εξαρτημένη
lada	lada
saņemšanas	απόδειξη
saņemšanas	παραλαβή
sakramento	σακραμέντο
veikala	shop
veikala	κατάστημα
veikala	μαγαζί
vīni	κρασιά
vīni	οίνοι
velns	διάβολος
velns	σκατά
zinu	ζι
taizemes	ταϊλανδέζικο
pērtiķi	μαϊμούδες
pērtiķi	πιθήκους
pērtiķi	πίθηκοι
aizstāt	παράκαμψη
aizstāt	αντικατάσταση
aizstāt	αντικαταστήσει
aizstāt	αντικατέστησε
apvienošanos	συγχωνεύσεις
apvienošanos	συγκεντρώσεις
godalgas	βραβεία
pārbaudi	ελέγξτε
pārbaudi	επιταγή
pārbaudi	έλεγχος
pārbaudi	check
pārbaudi	τσεκ
benzola	βενζόλιο
slavenais	διάσημο
slavenais	διάσημος
slavenais	διάσημη
slavenais	διάσημοι
testa	τεστ
testa	δοκιμασία
testa	δοκιμή
sadarboties	συνεργαστείτε
sadarboties	συνεργάζονται
sadarboties	συνεργαστείτε
gatavi	έτοιμο
gatavi	έτοιμη
gatavi	έτοιμος
gatavi	έτοιμοι
izplatīt	διανέμουν
amerika	αμερική
matricu	μήτρα
matricu	μάτριξ
vērtīga	πολύτιμος
vērtīga	πολύτιμο
vērtīga	πολύτιμες
vērtīga	πολύτιμη
lielgabali	κανόνια
toni	τόνι
toni	τόνο
toni	τόνος
sabrukšanas	αποσύνθεση
emocijas	συναίσθημα
emocijas	συγκίνηση
emocijas	αισθήματα
emocijas	συναισθήματα
palestīnā	παλαιστίνη
palestīnā	παλαιστινιακό
palestīnā	παλαιστίνης
izlaist	παράλειψη
izlaist	σκιπ
bezkrāsains	άχρωμο
atklājumi	ανακαλύψεις
zilonis	ελέφαντες
zilonis	ελέφαντα
zilonis	ελέφαντας
pakļaut	εκθέσει
izstrādājumi	άρθρα
izstrādājumi	τεχνουργήματα
izstrādājumi	αρθρα
izstrādājumi	προϊόντα
izstrādājumi	προετοιμασίες
izstrādājumi	παρασκευάσματα
misūri	μιζούρι
gatava	έτοιμο
gatava	έτοιμη
gatava	έτοιμος
gatava	έτοιμοι
odzes	οχιές
apstrāde	χειρισμός
apstrāde	χειρισμό
apstrāde	μεταποίηση
apstrāde	επεξεργασία
apstrāde	θεραπεία
profesionālais	επαγγελματικό
profesionālais	επαγγελματική
profesionālais	επαγγελματίας
profesionālais	επαγγελματικά
ķirurģijas	χειρουργική
ķirurģijas	χειρουργικό
ķirurģijas	χειρουργικά
ķirurģijas	χειρουργικές
silva	silva
silva	σίλβα
novērojamas	παρατηρήσιμες
frānsiss	φράνσις
spacex	spacex
traucē	παρεμπόδιση
fib	fbi
kampaņā	εκστρατεία
kampaņā	καμπάνια
ziņots	αναφέρθηκε
ziņots	αναφέρθηκαν
zināja	ήξερε
galerijas	γκαλερί
galerijas	στοά
galerijas	gallery
galerijas	γκαλερί
alise	alice
alise	αλίκη
tops	κορυφαία
tops	τοπ
tops	top
tops	κορυφή
hronoloģija	χρονολογία
cukuru	ζάχαρη
bojājumi	βλάβες
bojājumi	κακώσεις
bojājumi	αλλοιώσεις
bojājumi	αλλοίωση
bojājumi	κάκωση
uzlabojumi	βελτίωση
uzlabojumi	βελτιώσεις
uzlabojumi	βελτίωση
bruņas	πανοπλία
bruņas	πανοπλία
eksports	εξαγωγές
eksports	εξαγωγές
eksports	εξαγωγή
eksports	εξαγωγής
src	src
melodija	μελωδία
psihologs	ψυχολόγος
čīle	χιλής
čīle	χιλή
īstenībā	βασικά
atļaujas	άδειες
atļaujas	άδειες
zosu	χήνας
zosu	χήνα
zosu	χήνες
partneris	συνεργάτης
partneris	σύντροφος
partneris	συνεργάτη
partneris	εταίρος
partneris	συνέταιρος
studio	στούντιο
studio	studio
dūmu	καπνός
dūmu	καπνό
pensijā	συνταξιοδότησης
pensijā	συνταξιοδότηση
pensijā	συνταξιούχος
pensijā	αποσύρθηκε
piesārņojums	μόλυνση
piesārņojums	μόλυνσης
piesārņojums	μόλυνση
piesārņojums	ρύπανση
piesārņojums	ρύπανσης
polis	polis
polis	καλάμι
polis	πόλο
polis	κοντάρι
taivānas	ταϊβάν
kombinācijas	συνδυασμοί
kombinācijas	συνδυασμούς
arctos	arctos
kaza	κατσίκα
kaza	τράγος
shēmu	καθεστώς
neue	neue
klīniskā	κλινικά
klīniskā	κλινική
klīniskā	κλινικό
voyager	βόγιατζερ
modelēšanas	μοντελοποίηση
android	android
android	ανδροειδές
jpeg	jpeg
agronoms	γεωπόνος
kopsavilkums	περίληψη
kopsavilkums	σύνοψη
sūnu	μος
organizēts	οργανωμένο
organizēts	οργανωμένη
organizēts	οργανωμένου
organizēts	οργανωμένα
organizēts	οργανωμένη
organizēts	οργανωμένες
organizēts	οργανωμένα
organizēts	οργανωμένοι
organizēts	οργανωμένο
traģēdijas	τραγωδίες
kļūdaini	εσφαλμένη
kļūdaini	ψευδής
kļūdaini	ψευδή
hormonu	ορμόνη
alenia	alenia
iekaisuma	φλεγμονώδης
alma	άλμα
robinsons	robinson
robinsons	ρόμπινσον
luksemburgā	λουξεμβούργο
vāclavs	βεντσεσλάβος
dzenītis	kingfisher
lidija	λυδία
lidija	λύντια
lidija	λίντια
kadrs	καρέ
ierobežots	limited
ierobežots	περιορισμένη
ierobežots	περιορισμένα
ierobežots	περιορισμένο
ierobežots	περιορισμένος
ierobežots	περιορισμένη
ierobežots	περιορισμένος
ierobežots	περιορισμένο
pas	pas
mika	μίκα
nometnēm	στρατόπεδα
nometnēm	κατασκηνώσεις
apģērbs	ένδυμα
apģērbs	ρούχα
apģērbs	ενδύματα
apģērbs	ένδυση
apģērbs	ρούχα
izdzīvoja	επέζησαν
izdzīvoja	επιβίωσε
izdzīvoja	επέζησε
proza	πρόζα
internets	ίντερνετ
internets	διαδίκτυο
internets	ιντερνετ
internets	internet
tieslietas	δικαιοσύνη
tieslietas	δικαιοσύνης
tieslietas	νόμο
tieslietas	δίκαιο
tieslietas	νόμος
taisnība	αληθές
taisnība	αληθεια
taisnība	αληθινή
taisnība	αλήθεια
mūki	μοναχούς
mūki	μοναχοί
procedūru	διαδικασία
#ffff	#ffff
pārbūve	ανοικοδόμηση
pārbūve	ανακατασκευή
filiāles	κλάδοι
filiāles	κλαδιά
filiāles	υποκαταστήματα
apsolīja	υποσχέθηκε
datoram	υπολογιστής
datoram	υπολογιστή
datoram	κομπιούτερ
datoram	υπολογιστές
atzīmēts	σημαδεμένος
atzīmēts	σηματοδότησε
atpūšas	ξεκουράζεται
nbc	nbc
sals	φροστ
sals	παγωνιά
potenciāls	δυνατότητες
potenciāls	δυναμικό
billijs	μπίλι
billijs	μπίλυ
alternatīva	εναλλακτικό
alternatīva	εναλλακτικά
alternatīva	εναλλακτική
palmas	παλμ
palmas	παλάμη
palmas	palm
palmas	παλάμες
iznīcina	καταστραφεί
iznīcina	καταστράφηκε
iznīcina	κατεστραμμένο
iznīcina	καταστράφηκαν
iznīcina	κατεστραμμένα
iznīcina	καταστρέφει
karla	κάρλα
bruņurupucis	χελώνα
šons	σον
šons	σων
stabila	σταθερό
stabila	σταθερή
stabila	σταθερά
stabila	σταθερός
maratons	μαραθώνιο
maratons	μαραθώνιος
grūtāk	σκληρότερα
sākts	ξεκίνησα
sākts	άρχισε
sākts	ξεκίνησε
izpildīta	πληρούνται
izpildīta	εκπλήρωσε
uzturēties	μείνετε
uzturēties	μείνε
uzturēties	παραμονή
pētījuma	μελέτη
psiholoģija	ψυχολογία
musulmaņiem	μουσουλμάνων
musulmaņiem	μουσουλμάνους
musulmaņiem	μουσουλμάνοι
volejbola	βόλεϊ
iejaukšanās	παρεμβάσεις
iejaukšanās	παρεμβολές
iejaukšanās	παρέμβαση
iejaukšanās	παρεμβολή
iejaukšanās	παρεμβάσεις
iejaukšanās	παρέμβασης
iejaukšanās	παρέμβαση
einšteins	αϊνστάιν
garša	γεύση
garša	γούστο
garša	γεύση
batista	μπατίστα
kobe	κόμπε
instruktoru	εκπαιδευτές
elbas	έλβα
iegūtā	αποκτήσει
iegūtā	αποκτήθηκαν
iegūtā	αποκτήθηκε
iegūtā	κεκτημένα
ameriku	αμερική
platformām	εξέδρες
ideoloģija	ιδεολογία
uzsvars	έμφαση
sadales	διανομής
sadales	κατανομή
sadales	διανομή
karsts	ζέστη
karsts	ζεστό
karsts	καυτός
karsts	καυτό
karsts	καυτή
siemens	siemens
kalējs	σιδερά
eksperiments	πείραμα
moto	ρητό
moto	σύνθημα
vesela	ολόκληρα
vesela	ολόκληρη
vesela	ολόκληρο
nils	νιλς
nils	νηλ
nils	νιλ
brālim	αδερφός
brālim	αδερφέ
brālim	αδελφέ
brālim	αδελφός
sintēzi	σύνθεση
win	κερδίσει
win	νίκη
win	κέρδισε
alternatīvas	εναλλακτικές
desmitgades	δεκαετιών
desmitgades	δεκαετίες
desmitgades	δεκαετία
desmitgades	decade
nodevas	εισφορές
nodevas	τέλη
nodevas	αμοιβές
nodevas	δασμοί
nodevas	καθήκοντα
med	med
konstitucionālā	συνταγματικά
konstitucionālā	συνταγματικό
konstitucionālā	συνταγματική
maķedonija	σκόπια
maķedonija	πγδμ
maķedonija	μακεδονίας
maķedonija	μακεδονία
frankfurtē	φρανκφούρτη
plain	σκέτο
plain	απλό
plain	πεδιάδα
bavārijā	βαυαρία
pilnas	full
pilnas	πλήρη
pilnas	πλήρες
pilnas	πλήρης
morāli	ηθικά
morāli	ήθη
morāli	ηθική
morāli	ήθος
morāli	ηθική
pilota	πιλότος
litru	λίτρο
litru	λίτρο
litru	λίτρα
virtuves	κουζίνα
anti	αντι
mārciņu	κιλά
mārciņu	λίρες
mārciņu	λίβρες
vebers	γουέμπερ
pārveido	μεταμορφώνει
akti	πράξεις
hello	γεια
hello	γειά
arhīvā	αρχειοθέτηση
arhīvā	αρχείο
uzsvēra	τόνισε
uzsvēra	επισημάνθηκε
uzsvēra	υπογράμμισε
uzsvēra	τόνισε
uzsvēra	αγχωμένος
pasniegtas	εξόδους
arhangeļskas	αρχάγγελσκ
zālīte	φούντα
zālīte	χόρτο
zvērestu	ορκιστεί
zvērestu	όρκο
zvērestu	όρκος
zvērestu	όρκο
zvērestu	όρκος
amatpersona	επίσημο
amatpersona	αξιωματούχος
amatpersona	επίσημη
amatpersona	αξιωματικός
manevrs	μανούβρα
manevrs	ελιγμός
met	ματ
met	matt
fenerbahçe	fenerbahçe
pelnu	στάχτη
pelnu	τέφρα
apraksti	λεζάντες
apraksti	περιγραφές
stabu	κατάρτι
ari	αρι
ari	άρι
alberto	αλμπέρτο
ievietoja	δημοσιεύτηκε
ievietoja	καταχωρήθηκε
ievietoja	δημοσιεύθηκε
ievietoja	δημοσίευσε
dibinātāja	ιδρυτής
dibinātāja	ιδρυτή
slēgtas	κλειστό
slēgtas	κλειστο
slēgtas	κλειστή
slēgtas	κλειστά
gvinejas	γουϊνέα
gvinejas	γουινέας
gvinejas	γουινέα
samoa	σαμόα
sāļi	άλατά
sāļi	άλατα
algas	μισθός
algas	μισθό
algas	μισθοί
algas	μισθούς
algas	μισθός
algas	μισθοί
algas	μισθούς
ilustrācija	απεικόνιση
scalemajor	scalemajor
montāža	τοποθέτηση
montāža	στερέωσης
montāža	συναρμολόγηση
montāža	συνέλευση
scenārijs	σενάριο
nojaukta	κατεδαφιστεί
balkānos	βαλκανίων
balkānos	βαλκάνια
oficiāls	επίσημο
oficiāls	επίσημη
oficiāls	πανηγυρική
ģipša	γύψο
ģipša	γύψος
ģipša	γύψο
pārtika	τροφή
pārtika	τροφές
pārtika	τρόφιμα
pārtika	φαγητό
pārtika	τροφές
pārtika	τρόφιμα
pārtika	φαγητά
depresijas	κατάθλιψη
džūlija	julie
džūlija	τζούλι
džūlija	τζούλια
džūlija	χούλια
džūlija	julia
upuris	θυσίες
upuris	θυσία
upuris	θύμα
pievienošanās	προσχώρηση
pievienošanās	ένταξη
pievienošanās	προσχώρησης
pievienošanās	προσχωρήσεις
jubileju	ιωβηλαίο
plotarea	plotarea
paolo	πάολο
bendžamins	benjamin
bendžamins	μπέντζαμιν
vislas	βιστούλα
brālības	αδελφότητα
lūgums	παράκληση
lūgums	αίτηση
lūgums	αίτημα
pirts	μπάνιο
pirts	λουτρό
pirts	σάουνα
iekšējie	εσωτερικό
iekšējie	εσωτερικών
iekšējie	εσωτερικές
iekšējie	εσωτερική
iekšējie	εσωτερικός
iekšējie	εσωτερικό
iekšējie	εσωτερικά
dibināšana	σχηματισμός
dibināšana	σχηματισμό
jacques	ζακ
jacques	jacques
trenēties	εξάσκηση
slaveno	διάσημο
slaveno	διάσημος
slaveno	διάσημη
slaveno	διάσημοι
žurka	ποντικός
žurka	αρουραίος
biosfēras	βιόσφαιρα
astrahaņas	αστραχάν
paņēmiens	τεχνική
volejbols	βόλεϊ
slēpotāja	σκιέρ
edīte	έντιθ
edīte	ίντιθ
ņūtons	νιούτον
ņūtons	newton
henri	ανρί
henri	henri
festivālos	φεστιβάλ
purna	ρύγχος
pretoties	αντισταθεί
ostām	λιμένες
ostām	θύρες
ostām	λιμάνια
saprotu	κατάλαβε
saprotu	καταλάβετε
kapenes	τάφους
kapenes	τάφοι
veicināšanas	προαγωγή
veicināšanas	προώθηση
membrānas	μεμβράνες
membrānas	μεμβράνη
strūklaka	σιντριβάνι
strūklaka	συντριβάνι
iebildumu	ένσταση
gvido	γκουίντο
korekcijas	διορθώσεις
korekcijas	προσαρμογές
korekcijas	αναπροσαρμογές
ārzemēm	εξωτερικό
motīvs	χαρακτηριστικό
galapagu	γκαλαπάγκος
čečenijas	τσετσενία
melnkalne	μαυροβούνιο
zvezda	zvezda
zilbes	συλλαβές
pieauguši	ενήλικο
pieauguši	ενήλικας
pieauguši	ενήλικα
pieauguši	ενήλικος
pieauguši	ενήλικες
pieauguši	ενηλίκων
abhāzijas	αμπχαζία
ātrākais	γρηγορότερο
āfrika	αφρικη
āfrika	αφρική
noslēdzas	λήγει
noslēdzas	τελειώνει
varoņiem	ήρωες
varoņiem	ηρώων
kustas	κινήσεις
anime	anime
vētru	καταιγίδα
vētru	στορμ
vētru	θύελλα
beringa	μπέρινγκ
dimorfisms	διμορφισμού
dziedāt	τραγουδήστε
dziedāt	τραγούδα
dziedāt	τραγουδούν
dziedāt	τραγουδάει
dziedāt	τραγουδάμε
dziedāt	τραγούδι
dziedāt	τραγουδώντας
dziedāt	τραγουδούν
sapnis	ονειρο
sapnis	όνειρο
sapnis	dream
sapnis	όνειρα
china	κίνα
hanna	hannah
hanna	χάννα
hanna	χάνα
hanna	χάννα
hanna	χάνα
tokijas	τόκυο
tokijas	τόκιο
krogs	παμπ
pakistāna	πακιστάν
čigāni	τσιγγάνους
čigāni	τσιγγάνοι
fiksēta	σταθερό
fiksēta	σταθερή
fiksēta	σταθερά
turkiem	τούρκους
turkiem	τούρκοι
klātbūtne	παρουσία
klātbūtne	παρουσια
apvienoties	συγχώνευση
apvienoties	ενωθείτε
apvienoties	ενώσει
bērzs	pendula
priekšrocība	πλεονέκτημα
mizas	φλοιού
mizas	φλοιός
mizas	φλοιό
mizas	φλούδα
neskaidra	διφορούμενη
neskaidra	ασαφές
neskaidra	ασαφείς
neskaidra	ασαφής
neskaidra	αβέβαιο
neskaidra	αβέβαιη
ideoloģijas	ιδεολογία
ideoloģijas	ιδεολογίες
variantiem	παραλλαγές
izturību	αντοχή
benetton	benetton
māršala	marshall
māršala	μάρσαλ
plosījās	μαινόταν
zaudēt	χάνω
zaudēt	χάνοντας
zaudēt	χάνει
zaudēt	χάνουν
zaudēt	χάσω
obligāta	υποχρεωτικό
obligāta	υποχρεωτική
obligāta	υποχρεωτικός
obligāta	υποχρεωτικά
obligāta	υποχρεωτικό
obligāta	υποχρεωτική
obligāta	υποχρεωτικές
obligāta	υποχρεωτικός
obligāta	υποχρεωτικό
obligāta	υποχρεωτικά
obligāta	υποχρεωτική
obligāta	υποχρεωτικές
obligāta	υποχρεωτικός
pievērsa	ντρου
atbilda	αντιστοιχούσε
cff	cff
kazahstāna	καζακστάν
kazahstāna	καζαχστάν
palaišana	εκκίνηση
veikli	μανιωδώς
konsultants	σύμβουλος
konsultants	σύμβουλος
kartupeļu	πατάτας
kartupeļu	πατάτα
kartupeļu	πατάτες
jirgens	jürgen
kompleksi	συγκροτήματα
kompleksi	συνελεύσεις
stratēģija	στρατηγική
esperanto	εσπεράντο
visums	σύμπαν
freds	φρεντ
freds	fred
ibc	ibc
patiesības	αλήθειες
patiesības	αλήθεια
starpvalstu	διακρατική
starpvalstu	υπερεθνική
rehabilitācijas	αναμόρφωση
rehabilitācijas	επανένταξη
rehabilitācijas	αποκατάσταση
larus	larus
skatīties	δείτε
skatīties	ρολόι
biti	bit
paplašināšanās	διεύρυνσης
paplašināšanās	διεύρυνση
paplašināšanās	επέκταση
pārkāpums	παράβαση
pārkāpums	ρήγμα
pārkāpums	παραβίαση
pārkāpums	παρατυπία
pastiprināta	ενισχυθεί
pastiprināta	ενταθεί
pastiprināta	ενισχυμένη
pastiprināta	ενισχυμένες
pastiprināta	ενισχυμένες
pastiprināta	ενισχυμένη
pastiprināta	ενισχυμένα
