кратеров	kraattereita
организаторы	järjestäjien
организаторы	järjestäjien
организаторы	isäntiä
переводить	käännä
переводить	kääntää
грамотности	lukutaito
коллегами	kollegat
свод	redd
походы	vaelluksia
моряков	merimiehet
моряков	merenkulkijoiden
моряков	merimiesten
моряков	merimies
потеря	häviää
потеря	häviäminen
потеря	menettää
потеря	häviöllä
потеря	tappiot
потеря	tappio
потеря	menetys
потеря	menetykset
профессионально	ammattimaisesti
кентукки	kentucky
получен	vastaanotettu
получен	saadut
получен	saanut
получен	saatu
французское	ranska
французское	ranskan
французское	ranskalaiset
французское	ranskalaisia
французское	ranskalainen
имеющихся	saatavissa
имеющихся	käytettävissä
имеющихся	tarjolla
имеющихся	saatavilla
имеющихся	saatavana
секрет	salaisuuden
секрет	salaista
секрет	salainen
секрет	salaisuus
электрические	sähkö
электрические	sähköinen
электрические	sähköiset
иерархии	hierarkian
камеру	kamera
камеру	kameran
этнических	etninen
этнических	etnistä
этнических	etniset
этнических	etnisten
зимы	winters
чужой	muukalainen
чужой	avaruusolento
чужой	muukalaisten
чужой	muukalainen
чужой	vieras
излучение	säteilyä
излучение	säteilyn
излучение	säteily
принести	tuoda
принести	tuo
методика	menetelmä
методика	menetelmät
семян	siemeniä
семян	siemen
семян	siemenet
семян	siementen
прекращено	lopetettu
прекращено	lopetettu
электрический	sähkö
электрический	sähköinen
электрический	sähköiset
электрический	sähköllä
электрический	sähkö
электрический	sähköinen
электрический	sähköiset
комплект	setti
комплект	määritä
комплект	asettaa
комплект	aseta
комплект	asetettu
комплект	kit
чэнь	chen
лоуренс	laurence
лоуренс	lawrence
полицейские	poliisit
полицейские	poliiseja
полицейские	poliisi
полицейские	poliisit
утвержден	hyväksytty
утвержден	hyväksyttiin
утвержден	hyväksynyt
утвержден	hyväksytyt
префектуре	prefektuuri
сухопутные	maanpäällisen
собственная	omista
собственная	oman
собственная	oma
собственная	omat
богиня	jumalatar
проход	käytävällä
проход	käytävä
рид	reid
рид	reedin
рид	reed
аппараты	koneet
аппараты	koneita
отпуск	loma
отпуск	lomaa
отпуск	loman
отпуск	lomalle
мэттью	mathew
мэттью	matthew
медицинское	lääketieteelliset
медицинское	lääketieteellinen
медицинское	lääketieteen
замки	linnoja
замки	lukot
эрнест	ernest
уверены	varma
уверены	itsevarma
уверены	luottavainen
треугольник	kolmion
треугольник	kolmio
дональд	donald
дональд	aku
автоматического	automaattinen
автоматического	automaattisesti
автоматического	automaattiset
автоматического	automaatti
мыши	hiiri
мыши	hiiret
мыши	hiirillä
мыши	hiiriä
мыши	hiiri
мыши	hiirtä
мыши	hiiren
лагерей	leirit
реабилитации	vieroitukseen
реабилитации	kuntoutus
реабилитации	kunnostaminen
реабилитации	kunnostus
реабилитации	kuntoutus
симона	simone
рик	rick
рик	ric
оригинальная	alkuperäinen
оригинальная	alkuperäiset
богатый	rikkaita
богатый	rikkaat
богатый	rich
богатый	rikas
богатый	varakas
грэм	graeme
грэм	grahamin
грэм	graham
необходимое	tarpeellisia
необходимое	tarpeen
необходимое	tarpeellista
необходимое	tarpeelliset
необходимое	tarpeellinen
необходимое	välttämätön
призыв	valitus
призыв	valituksen
ибрагим	ibrahim
протокола	pöytäkirjan
протокола	protokolla
протокола	pöytäkirja
толедо	toledo
канадская	kanadan
канадская	kanadalainen
послов	suurlähettiläät
ходит	kävelee
моисей	mooses
моисей	moses
моисей	mooseksen
моисей	musa
дайте	antaa
дайте	annetaan
записано	kirjatut
записано	kirjattu
записано	kirjataan
теоретические	teoreettinen
корень	root
невский	nevski
черный	mustat
черный	black
черный	musta
черный	mustaa
коллегой	vastine
аполлон	apollo
кении	kenian
иностранный	ulkomaan
иностранный	ulkomaalainen
иностранный	ulkomainen
иностранный	ulkomaiset
шансы	todennäköisyys
шансы	kertoimet
раса	kisa
раса	rotu
раса	kisaa
точные	tarkka
точные	täsmällinen
точные	tarkat
точные	tarkkaa
точные	tarkka
обещал	luvattu
обещал	lupasivat
обещал	luvannut
обещал	lupasi
ближнем	keskimmäinen
ближнем	lähi
ближнем	keski
бондаренко	bondarenko
решительно	voimakkaasti
решительно	vahvasti
решительно	päättäväisesti
непрерывно	jatkuvasti
непрерывно	jatkuvat
непрерывно	jatkuvia
непрерывно	jatkuva
непрерывно	jatkuvaa
прованс	provence
определять	määritetään
определять	määrittää
опасных	vaarallista
опасных	vaarallinen
опасных	vaaralliset
опасных	vaarallisten
опасных	vaarallista
опасных	vaarallinen
опасных	vaaralliset
филиппин	filippiineillä
филиппин	filippiinien
филиппин	filippiinit
филиппин	filippiinien
предпринимателей	yrittäjiä
предпринимателей	yrittäjien
предпринимателей	yrittäjät
пятое	viidenneksi
пятое	viides
подозрения	epäilys
подозрения	epäilykset
подозрения	epäilyt
подозрения	epäilyksiä
подозрения	epäilykset
подозрения	epäilyt
шеф	kokki
шеф	keittiömestari
шеф	päällikkö
исчезает	katoaa
исчезает	katoavan
исчезает	katoaminen
исчезает	katoavat
исчезает	katoaa
фестивалей	festivaalit
физически	fyysisesti
инди	indie
инди	indy
пособия	käyttöohjeet
пособия	korvaukset
пособия	hyödyt
пособия	etuudet
пособия	edut
пособия	hyöty
пособия	etuja
покрытием	päällystetyt
покрытием	päällystetty
активисты	aktivisteja
новость	uutisia
новость	uutinen
новость	uutiset
новость	ajankohtaista
новость	tarinaa
новость	tarina
новость	tarinan
вводит	esittelee
чешской	tsekin
чешской	tšekin
идеология	ideologia
идеология	ideologiat
вилла	huvila
вилла	villa
нейтральной	puolueeton
нейтральной	neutraali
тень	varjon
тень	varjo
тень	varjo
тень	varjoa
тень	sävy
предоставление	myöntäminen
предоставление	myöntämistä
рассуждения	perustelut
рассуждения	perustelu
терминал	terminaali
племен	heimot
племен	heimojen
племен	heimo
массово	massiivinen
массово	valtavasti
активистов	aktivisteja
консоли	konsoli
бин	bin
бин	papua
бин	bean
тепла	lämpöä
тепла	kuumuus
тепла	lämpö
тепла	helle
тепла	lämpöä
традиционная	perinteisiä
традиционная	perinteiset
традиционная	perinteinen
купол	dome
купол	kupu
миссисипи	mississippi
конкуренции	kilpailun
конкуренции	kilpailu
бернард	bernard
смита	smith
смита	seppä
смита	smithin
маска	naamio
маска	maski
маска	naamari
дели	delhin
обширные	laajat
обширные	laaja
киров	kirov
ионов	ionit
референдум	kansanäänestyksen
референдум	kansanäänestystä
референдум	kansanäänestys
пейзаж	maiseman
пейзаж	maisema
пейзаж	maisemat
пейзаж	maisemaa
задних	taka
принимая	ottaa
принимая	ottaminen
принимая	ottaen
принимая	ottamassa
платить	maksaa
платить	maksa
платить	palkka
платить	maksaa
платить	maksettava
враги	vihollisia
враги	viholliset
враги	vihollinen
враги	vihollisia
враги	viholliset
мексиканский	meksikolaista
мексиканский	meksikolainen
мексиканский	meksikon
кошки	kissoja
кошки	kissat
исход	exodus
протесты	mielenosoitus
протесты	protestoida
протесты	vastalauseita
протесты	mielenosoitukset
протесты	mielenosoituksia
строка	jono
строка	line
строка	rivi
строка	viiva
строка	linja
строка	naru
строка	narua
строка	string
строка	rivin
строка	rivi
требовал	vaati
соломон	solomon
сторонник	kannattaja
сторонник	tukija
мягко	pehmeästi
мягко	varovasti
мягко	hellästi
альбрехт	albrecht
публикует	julkaisee
передние	edessä
передние	edestä
передние	rintama
передние	etu
миров	maailmojen
миров	maailmoja
колебания	vaihtelu
колебания	vaihtelua
колебания	epäröi
колебания	vaihtelut
помогло	auttoi
помогло	auttoivat
помогло	auttanut
молдова	moldovan
молдова	moldova
листов	lakanat
мэй	touko
мэй	toukokuu
мэй	voi
мэй	toukokuun
мэй	toukokuuta
мэй	mae
мэй	mei
мэй	mein
трофей	palkinto
бригад	prikaatit
содержащих	sisältävien
содержащих	sisältävät
спасителя	pelastaja
спасителя	vapahtaja
сохраняет	pelastaa
сохраняет	säästää
призрак	ghost
призрак	haamu
призрак	kummitus
призрак	aave
призрак	aave
призрак	haamu
акцент	korostus
акцент	aksentti
текущее	tämänhetkinen
текущее	tämänhetkiset
текущее	nykyiset
текущее	nykyinen
ожидания	odotuksiin
ожидания	odotuksia
ожидания	odotukset
ожидания	odotusten
ожидания	odotus
ожидания	odotuksia
ожидания	odotukset
ранены	vahingoittunut
ранены	loukkaantunut
ранены	haavoittunut
ранены	loukkaantuneita
ранены	haavoittuneet
ранены	haavoittuneita
ранены	haavoittunut
пациента	potilaat
пациента	potilas
пациента	potilaan
серые	gray
серые	harmaata
серые	harmaa
серые	harmaita
серые	harmaata
серые	harmaa
серые	grey
восприятие	näkemys
восприятие	käsitys
восприятие	käsitykset
джоан	johanna
джоан	joan
помогли	auttoi
помогли	auttoivat
помогли	auttanut
самец	mies
самец	uros
хелен	helene
хелен	helena
хелен	elli
хелен	helen
симптомы	oireet
симптомы	oireita
лошадь	hevonen
лошадь	hevosella
лошадь	hevosen
ника	nick
солнечный	aurinkoinen
солнечный	sunny
солнечный	aurinkoista
диана	diana
диана	dianan
диана	diane
уэйн	wayne
вернер	verner
вернер	werner
арабские	arabi
коммерческие	kaupallista
коммерческие	kaupalliset
коммерческие	kaupallinen
даллас	dallasin
даллас	dallasissa
даллас	dallas
миллиардов	miljardeja
миллиардов	miljardien
завершение	päätökseen
завершение	viimeistely
испанцы	espanjalaisia
испанцы	espanjalaiset
атаковал	hyökkäsi
атаковал	hyökätty
джесси	jessie
джесси	jessen
джесси	jesse
хуана	juan
временные	tilapäinen
временные	väliaikaisesti
временные	väliaikainen
временные	väliaikaiset
временные	tilapäiset
перси	percy
гамильтон	hamilton
сергеев	sergejev
рамон	ramón
рамон	ramon
рамон	ramone
рамон	ramon
обзора	tarkistaminen
обзора	arvostelu
обзора	tarkistaa
обзора	tarkastelu
павильон	paviljonki
неофициальный	epävirallinen
неофициальный	epävirallista
неофициальный	epävirallisia
неофициальный	epävirallisen
неофициальный	epävirallisessa
неофициальный	epävirallinen
неофициальный	epävirallista
неофициальный	epävirallisia
агентов	agentit
баланс	vaaka
баланс	saldo
баланс	tasapainoa
баланс	tasapaino
баланс	tase
персии	persia
разведку	etsintä
разведку	tutkiminen
комарка	comarca
обозреватель	kolumnisti
разведка	älykkyys
разведка	tiedustelu
разведка	älyä
разведка	tiedustelupalvelu
разведка	tiedustelu
разведка	etsintä
разведка	tutkiminen
защитники	puolustajia
защитники	puolustajat
ткань	kangas
ткань	kankaalla
ткань	kudosten
ткань	kudosta
ткань	kudos
ткань	kudoksen
ткань	kankaan
ткань	kangasta
ткань	kangas
рыцари	ritarit
рыцари	ritareita
низ	pohjaan
низ	pohja
низ	pohjaa
партизанского	puolueellinen
регистрация	rekisteriin
регистрация	rekisteröi
регистрация	rekisteri
регистрация	rekisteröityä
регистрация	ilmoittautuminen
регистрация	rekisteröinti
регистрация	rekisteröinnin
гомер	homer
служащий	työntekijä
служащий	työntekijää
миссий	tehtäviä
миссий	tehtävät
ужас	kauhun
ужас	kauhu
ужас	kauhua
рязань	rjazan
консультант	konsultti
поступления	tuotot
поступления	tulot
поступления	tuotot
поступления	tulo
поступления	tulot
поступления	tuotto
поступления	tuotot
поступления	tuotot
поступления	tuotto
поступления	tulot
патент	patentti
патент	patentin
франкфурт	frankfurt
франкфурт	frankfurtin
моделирования	mallina
моделирования	mallintaminen
моделирования	simulaatio
потоков	virrat
читайте	luettu
читайте	lukea
читайте	lue
лоренцо	lorenzo
вестфалия	westfalenin
точной	tarkkaa
точной	tarkka
отверстия	aukkoja
отверстия	aukkojen
отверстия	aukot
отверстия	reikiä
отверстия	aukkoja
отверстия	reiät
отверстия	aukot
готовится	valmistelee
краков	kraków
пятна	tahroja
зимбабве	zimbabwessa
зимбабве	zimbabwen
уши	korvat
уши	korvia
уши	korvien
нагрузка	kuorma
нагрузка	lataa
нагрузка	kuormitus
андреас	andreas
блюда	aterioita
блюда	ateriat
блюда	astiat
блюда	ruokia
блюда	astioita
обычная	tavallinen
обычная	tavalliset
обычная	tavanomainen
переменных	muuttujat
джеки	jackie
джеки	jacky
стекло	lasi
стекло	lasia
стекло	lasin
стекло	lasista
стекло	lasinen
запрещена	kiellettyä
запрещена	kielletty
запрещена	kiellettyä
запрещена	kielletty
запрещена	estetty
запрещена	kielletty
совершено	sitoutuneet
совершено	sitoutunut
совершено	sidotut
совершено	sitoutui
бол	bol
витебск	vitebskin
системные	systeeminen
нпо	kansalaisjärjestöjen
нпо	kansalaisjärjestöjä
нпо	kansalaisjärjestöjen
нпо	kansalaisjärjestöt
финансово	taloudellisesti
маккартни	mccartney
жив	hengissä
жив	elävä
жив	elävänä
жив	elossa
искусственный	keinotekoista
искусственный	keinotekoisia
искусственный	keinotekoinen
спросить	kysyä
спросить	kysy
спросить	pyydä
эксперты	asiantuntijat
эксперты	asiantuntijoiden
рэп	räppää
рэп	rap
трансляции	lähetys
трансляции	lähetyksiä
трансляции	lähetykset
боролся	kamppaillut
фауны	eläimistön
членство	jäsenyyksiä
членство	jäsenyyttä
членство	jäsenyys
майер	maier
майер	mayer
майер	meier
майер	meyer
норман	norman
кристи	christie
кристи	christy
главу	luku
голод	nälänhätä
голод	nälänhätä
голод	nälkä
голод	nälän
страсти	intohimoja
страсти	intohimoa
страсти	intohimo
антропологии	antropologia
бежали	paennut
бежали	pakeni
бежали	pakenivat
товарищи	toverit
отменил	peruutettu
отменил	perui
отменил	peruttu
слушателей	kuuntelijoita
слушателей	kuulijat
сет	setti
сет	määritä
сет	asettaa
сет	aseta
сет	asetettu
сет	sethin
сет	seth
роже	roger
общаться	kommunikoida
валюты	valuuttojen
валюты	valuutat
толщина	paksuus
билет	lippu
диски	levyt
диски	vanteet
диски	ajaa
автоматическая	automaattinen
автоматическая	automaattisesti
автоматическая	automaattiset
автоматическая	automaatti
распад	erittely
распад	jaottelu
распад	jakautuminen
распад	hajoaminen
распад	ero
распад	liuennut
распад	purkaminen
распад	hajoaminen
восточное	itämainen
восточное	itä
восточное	itäinen
похороны	hautajaiset
похороны	hautajaiset
похороны	hautajaisia
похороны	hautajaisiin
похороны	hautajaiset
похороны	hautajaisia
похороны	hautajaisiin
хабаровск	habarovsk
крыши	katot
крыши	katoilla
крыши	katto
крыши	kattoa
крыши	katon
эмили	emilyn
эмили	emily
потребность	tarve
потребность	tarvitaan
потребность	tarpeen
потребность	tarvita
потребность	tarvetta
бег	juoksu
бег	juoksevat
бег	juoksee
бег	käynnissä
бег	lenkillä
крещение	kaste
карен	karen
новичок	tulokas
новичок	keltanokka
новичок	aloittelija
новичок	tulokas
новичок	alokas
песнь	biisi
песнь	song
песнь	laulua
песнь	laulu
песнь	kappale
рауль	raoul
рауль	raul
рауль	raoul
рауль	raúl
эсперанто	esperanto
скала	scala
скала	kallio
скала	kivi
скала	rokkaa
скала	rock
сидит	istuu
совместный	yhteinen
совместный	yhteisen
герцеговина	hertsegovina
альтернативный	varajäsen
альтернативный	vaihtoehtoinen
улучшать	parannetaan
улучшать	parannettava
улучшать	paranna
улучшать	parantaa
абсолютная	absoluuttinen
абсолютная	ehdoton
анатомии	anatomian
духовный	henkinen
духовный	henkistä
духовный	hengellinen
владельцы	omistajia
владельцы	omistajille
владельцы	omistajat
классицизма	klassismi
математические	matemaattinen
беккер	becker
сахара	saharan
поблизости	lähistöllä
поблизости	lähellä
простая	yksinkertaiset
простая	yksinkertaista
простая	yksinkertainen
кожа	nahkaa
кожа	nahka
кожа	nahan
кожа	ihon
кожа	iho
кожа	ihoa
плену	vankeudessa
плену	vankeus
дельта	delta
сценарии	skenaarioita
сценарии	skriptit
пак	puck
пак	kiekko
пак	park
пак	puisto
пак	puistoon
пак	puiston
пак	pak
брест	brest
систематически	systemaattisesti
систематически	järjestelmällisesti
террористов	terroristit
террористов	terroristeja
террористов	terroristien
собранные	kerätään
собранные	kerätyt
собранные	kerätty
собранные	koottu
собранные	korjattu
плотины	dam
плотины	pato
плотины	patojen
японцы	japanilaista
японцы	japani
японцы	japanilainen
японцы	japanin
японцы	japanilaiset
религий	uskontojen
интеллектуальной	henkisen
фланг	sivusta
автоматизации	automaatio
организовано	järjestäytyneen
организовано	järjestäytynyt
организовано	järjestetty
страхования	vakuutus
страхования	vakuutuksen
страхования	vakuutukset
положительный	positiiviset
положительный	myönteinen
положительный	positiivinen
положительный	positiivista
бренд	brändin
бренд	brand
бренд	merkki
доблестный	uljas
доблестный	valiant
инфекции	infektiot
инфекции	infektioita
инфекции	tulehdus
инфекции	infektio
инфекции	infektiot
инфекции	tartunta
информатики	tietotekniikka
информатики	tietotekniikan
нанесли	aiheutettu
пятая	viidenneksi
пятая	viides
отрицательно	kielteinen
отрицательно	negatiiviset
отрицательно	negatiivinen
перевели	käännetty
синие	sininen
синие	siniset
синие	sinistä
синие	sini
бегство	pakenevat
бегство	lento
бегство	lennon
бегство	lentoa
хаус	house
хаус	talo
хаус	talon
найдена	löydetty
найдена	löytynyt
найдена	löydettiin
найдена	löysi
найдена	löyty
найдена	löytyi
нэнси	nancyn
нэнси	nancy
отмечали	juhlittu
отмечали	juhlittiin
отмечали	juhli
напишите	kirjoittaa
напишите	kirjoita
напишите	kirjoitetaan
бедных	köyhä
декоративные	koriste
гражданское	siviili
отдых	virkistys
отдых	loma
отдых	lomaa
отдых	loman
отдых	lomalle
отдых	lepo
отдых	lepää
отдых	levätä
отдых	lepoa
отдых	loma
отдых	lomaa
отдых	juhlapäivä
чжоу	zhou
забыли	unohdin
забыли	unohti
забыли	unohdettu
забыли	unohtanut
забыли	unohtunut
прокси	asiamies
прокси	proxy
пули	luodit
пули	luoteja
богданов	bogdanov
ирландский	irlanti
ирландский	irish
ирландский	irlantilaiset
ирландский	irlannin
ирландский	irlantilainen
запасов	varastot
запасов	osakkeet
запасов	kannat
совместных	yhteinen
совместных	yhteisen
пустой	tyhjennä
пустой	tyhjä
пустой	tyhjä
привлекает	houkuttelee
уничтожена	tuhottu
уничтожена	hävitetty
уничтожена	tuhosi
уничтожена	tuhoutunut
люси	lucy
аляска	alaska
аляска	alaskassa
ноль	zero
ноль	nolla
первичные	ensisijainen
чжао	zhao
кэмпбелл	campbell
практическая	käytännöllistä
практическая	käytännöllinen
практическая	käytännön
пенсии	eläkkeet
пенсии	eläkkeen
пенсии	eläke
зло	pahaa
зло	ilkeä
зло	paha
зло	pahuus
махмуд	mahmud
махмуд	mahmoud
противоречие	ristiriita
сетях	verkostot
сетях	verkkojen
сетях	verkot
ронни	ronnie
ронни	ronny
вероника	veronica
вероника	veronika
купола	dome
купола	kupu
успешное	menestys
успешное	onnistui
успешное	menestynyt
успешное	onnistunut
шахта	kuilu
шахта	shaft
рона	rhône
рона	ronin
рона	ron
презентация	esittelyssä
презентация	esitys
презентация	esittely
антонов	antonov
организованной	järjestäytyneen
организованной	järjestäytynyt
организованной	järjestetty
организованной	järjestelmällinen
организованной	järjestäytyneen
организованной	järjestäytynyt
организованной	järjestetty
мат	kaveri
мат	matto
мат	mat
шлем	kypärä
шлем	kypärää
комната	huoneen
комната	huone
подписано	allekirjoitus
подписано	allekirjoittanut
подписано	allekirjoitettu
расстройства	häiriö
расстройства	häiriöt
труба	putki
труба	piippu
труба	trumpetti
тенор	tenori
арабов	arabit
ставка	tarjous
ставка	tarjouksen
ставка	tarjoa
ставка	arvioi
ставка	korko
ставка	veto
ставка	vetoa
римляне	roomalaisia
римляне	roomalaiset
бока	boca
баба	baba
рао	rao
эмма	emman
эмма	emma
косвенно	välillinen
косвенно	välillistä
косвенно	epäsuora
косвенно	epäsuorasti
косвенно	epäsuorasti
косвенно	välillisesti
архитектурных	arkkitehti
фрегат	fregatti
сельскохозяйственные	maatalouden
сельскохозяйственные	maatalous
архивы	arkistojen
архивы	arkistoja
архивы	arkisto
архивы	arkistot
врата	portti
врата	portille
врата	portin
врата	portti
выходные	viikonloput
выходные	viikonloppuisin
выходные	viikonloppu
выходные	viikonloppua
выходные	viikonloppuna
выходные	viikonlopun
собрались	kokoontunut
собрались	kokoontuneet
добычу	saalista
добычу	saalis
добычу	saalista
добычу	booty
психолог	psykologi
глубокий	syvälle
глубокий	syvällä
глубокий	syvä
глубокий	syvät
глубокий	deep
коробка	laatikko
коробка	ruutu
коробка	box
синоним	synonyymi
лесли	lesley
лесли	leslie
вольфганг	wolfgang
кенни	kenny
сёстры	sisarukset
сёстры	siskot
сёстры	sisaret
винтовка	kiväärin
винтовка	kivääri
изменено	muutettu
изменено	muuttunut
изменено	muutti
изменено	vaihdettu
изменено	muunnettu
изменено	muutettu
изменено	muokattu
алиев	alijev
видение	näkemys
видение	näkö
видение	näky
видение	vision
видение	visio
харрис	harris
харрис	harrisin
богатые	rikkaita
богатые	rikkaat
богатые	rich
богатые	rikas
богатые	varakas
физический	fyysiset
физический	fyysinen
физический	fyysistä
закрыты	kiinni
закрыты	suljettu
паспорт	passin
паспорт	passi
вмешательство	häiriöitä
вмешательство	häiriö
вмешательство	häirintä
вмешательство	häiriöt
вмешательство	interventio
вмешательство	väliintuloa
вмешательство	väliintulo
опытные	kokenut
опытные	kokeneet
опытные	koettu
отображения	näyttö
отображения	näytön
обратное	käänteinen
обратное	kääntää
парагвая	paraguayn
толкование	tulkinta
толкование	tulkintaa
толкование	tulkkaus
рейх	reich
статистику	tilastot
статистику	tilastoja
ветки	oksat
крыше	katolla
крыше	katto
крыше	kattoa
крыше	katon
рай	taivaaseen
рай	taivas
рай	taivaan
рай	rai
рай	paratiisi
демократия	demokratia
демократия	demokratiaa
демократия	demokratian
контент	sisältö
контент	sisältöä
серая	gray
серая	harmaata
серая	harmaa
серая	harmaita
серая	harmaata
серая	harmaa
серая	grey
шмидт	schmidt
депортиво	deportivo
освобожден	vapautunut
освобожден	vapautettu
психиатрии	psykiatria
землетрясение	maanjäristys
удаляет	poistaa
кошка	kissa
кошка	kissaa
кошка	kissan
клаус	claus
клаус	klaus
обратный	käänteinen
обратный	kääntää
стадия	vaihe
стадия	vaihe
стадия	näyttämö
стадия	vaiheessa
стадия	lava
съемки	kuvaaminen
съемки	kuvaukset
съемки	kuvaan
син	shin
син	syntiä
син	synti
син	synnin
персонал	henkilöstö
персонал	henkilöstön
персонал	henkilökunta
персонал	henkilöstö
персонал	henkilöstön
персонал	henkilökunta
обвинил	syytti
флоры	flora
страдает	kärsii
алессандро	alessandro
купер	cooperin
купер	cooper
тупик	pattitilanne
тупик	umpikuja
тупик	umpikuja
раствор	ratkaisu
раствор	liuos
раствор	ratkaisua
дикой	villieläinten
гена	gene
гена	geeni
чужие	muukalaiset
чужие	vieraat
чужие	vieraita
заложников	panttivankeja
заложников	panttivangit
юта	utah
объявление	ilmoitus
орландо	orlando
кухни	keittiöt
кухни	keittiöön
кухни	keittiö
паук	hämähäkin
паук	spider
паук	hämähäkki
уникальные	ainutlaatuinen
уникальные	ainutlaatuista
уникальные	yksilöllinen
уникальные	yksilölliset
доказано	todisti
доказано	osoittautunut
доказано	todistettu
доказано	osoittautui
доказано	osoitettu
доказано	todistetusti
доказано	todistettu
кои	coy
националистов	kansallismieliset
артиллерийские	tykistö
матрица	matriisi
продажа	myy
продажа	myydä
продажа	myydään
продажа	myy
продажа	myyminen
продажа	myydä
продажа	myydään
продажа	myyntiin
продажа	myynti
продажа	myynnin
продажа	myynti
продажа	myyntiä
чиновники	virkamiehiä
чиновники	virkamiesten
чиновники	virkamiehet
страха	kauhun
печи	uunit
печи	uuni
печи	uuniin
печи	uunit
избрание	vaali
избрание	vaalit
