teologiju	teológia
rex	rex
kent	kent
kupila	kúpila
kupila	zakúpené
kupila	kúpené
kupila	kúpil
floridi	floridu
floridi	florida
obred	obrad
pratnju	doprovod
restoran	reštaurácie
restoran	reštaurácia
had	hades
pružanje	poskytnutia
pružanje	poskytovanie
pješaštvo	pechoty
poteškoće	ťažkosti
poteškoće	ťažkostiach
poteškoće	náročnosť
poteškoće	ťažkosti
poteškoće	ťažkostí
sadašnjost	prítomná
sadašnjost	prítomnosť
sadašnjost	prezentovať
sadašnjost	darček
sadašnjost	prítomný
glina	glynn
glina	hlina
glina	hliny
glina	clay
homer	homer
perrier	perrier
blizine	blízkosť
chuck	chuck
chuck	chucka
bis	bis
bis	prídavok
portreta	portréty
službenik	úradník
službenik	úradník
službenik	dôstojník
službenik	strážnik
bijelci	bielych
sajam	spravodlivý
sajam	fér
sajam	spravodlivé
sajam	veľtrh
zaustavio	zastavená
zaustavio	prestalo
zaustavio	zastavené
zaustavio	zastavený
garden	záhrade
garden	záhrady
garden	záhrada
primijetio	oznam
primijetio	oznámenie
primijetio	všimol
prisilno	nasilu
prisilno	násilne
prisilno	nútená
prisilno	nútené
prisilno	nútený
prisilno	donútili
poslovna	obchodné
poslovna	obchody
poslovna	podnikanie
poslovna	biznis
poslovna	business
elektrode	defibrilátor
elektrode	elektródy
uvala	vstupe
uvala	zálive
uvala	záliv
uvala	bay
utvrđivanje	určovanie
utvrđivanje	odhodlanie
utvrđivanje	určenie
utvrđivanje	stanovenie
zabranio	zakázal
očigledno	očividné
očigledno	samozrejmé
očigledno	zjavné
očigledno	zrejmé
ponos	pýcha
ponos	hrdosť
ponos	hrdosti
ponos	pride
zdenka	zdenka
cole	cole
fosila	fosílie
mozaik	mozaiky
marsh	marsh
graz	graz
komponenta	komponentu
komponenta	zložka
komponenta	komponent
komponenta	súčasť
matične	kmeňových
matične	kmeňové
matične	kmeň
zamisli	predstav
zamisli	predstaviť
naslovi	titulky
naslovi	názvy
naslovi	tituly
uvid	nahliadnutie
kažnjen	potrestať
kažnjen	potrestaný
kažnjen	potrestaná
kažnjen	potrestaní
sonata	sonata
ocjene	známky
ocjene	stupne
novaka	nováčikovia
madrida	madrid
postrojenje	zariadenie
cbs	cbs
štap	palica
štap	palicu
oštećenje	poškodenie
oštećenje	škody
balkana	balkán
balkana	balkánu
urbana	urban
urbana	mestský
urbana	mestské
urbana	mestská
castle	castle
castle	zámok
castle	hrad
castle	hradu
romane	rímske
romane	roman
romane	rímsky
romane	romana
romane	rímska
romane	romány
ratove	vojen
ratove	wars
ratove	vojny
platanthera	platanthera
zvijeri	beštia
zvijeri	šelmy
zvijeri	zviera
zvijeri	zvery
jurij	yuri
elektronički	elektronický
elektronički	elektronická
elektronički	elektronické
elektronički	elektronickej
elektronički	elektronicky
carmen	carmen
zube	zubami
zube	zubov
zube	zuby
wheeler	wheeler
nigra	nigra
uspona	ups
ostvaren	splnená
ostvaren	dosiahnuté
ostvaren	splnený
ostvaren	dosiahnutý
ostvaren	dosiahnutá
ostvaren	dosiahlo
ostvaren	dosiahnuté
ostvaren	dosiahli
oslobođeni	oslobodený
oslobođeni	oslobodené
oslobođeni	oslobodená
oslobođeni	oslobodil
julius	julius
sant	sant
naboj	nabiť
naboj	poplatok
loza	vine
loza	viniča
loza	viniča
alcock	alcock
albume	albumy
albume	albumov
aleksandr	alexandr
jednaki	rovnaké
jednaki	rovnaký
jednaki	rovná
jednaki	rovné
jednaki	rovná
indoneziji	indonézia
indoneziji	indonézie
oklopna	obrnené
oklopna	pancierové
vijećnica	poslankyňa
bjeloruski	bieloruskej
bjeloruski	bielorusko
bugari	bulharov
pozadina	pozadie
pozadina	minulosť
pozadina	pozadí
pozadina	pozadia
izumiranja	vyhynutie
izumiranja	zánik
helsinkiju	helsinkách
naočale	okuliare
naočale	sklá
naočale	poháre
partneri	partnerov
partneri	partneri
terapije	terapie
terapije	terapiu
terapije	liečba
terapije	terapia
piloti	piloti
piloti	pilotov
otočića	ostrovčeky
alija	ali
olimpija	olimpija
sivi	gray
sivi	sivé
sivi	sivá
sivi	sivý
sivi	šedá
sivi	šedá
sivi	sivý
sivi	grey
sivi	šedé
sivi	sivá
sivi	sivé
temeljito	dôkladne
temeljito	dôkladný
temeljito	dôkladné
temeljito	dôkladná
nasilno	násilne
nasilno	násilné
nasilno	násilný
nasilno	násilne
sirije	sýria
luther	luther
uhvatiti	catch
uhvatiti	úlovok
uhvatiti	chytiť
uhvatiti	háčik
uhvatiti	zachytenie
uhvatiti	zachytiť
uhvatiti	zajať
uhvatiti	zachytávanie
xbox	xbox
reputaciju	reputácia
reputaciju	povesť
siva	gray
siva	sivé
siva	sivá
siva	sivý
siva	šedá
siva	šedá
siva	sivý
siva	grey
siva	šedé
siva	sivá
siva	sivé
deklaracija	deklaráciu
deklaracija	deklarácia
deklaracija	vyhlásenie
deklaracija	prehlásenie
wells	studne
wells	jamky
wells	wells
harvard	harvard
gubici	strát
gubici	prehry
gubici	straty
coelotes	coelotes
gardner	gardner
povlastice	oprávnení
povlastice	oprávnenia
povlastice	prínosy
povlastice	výhody
povlastice	dávky
povlastice	prospieva
povlastice	prínos
phillips	phillips
spencer	spencer
žensko	samice
žensko	ženské
žensko	samica
žensko	ženská
žensko	žena
žensko	žien
poslovanje	obchodné
poslovanje	obchody
poslovanje	podnikanie
poslovanje	biznis
poslovanje	business
skijaš	lyžiar
orbitu	orbitu
svetozar	svetozar
break	break
break	zlom
break	rozbiť
break	prestávka
break	zlomiť
primarna	primárne
primarna	primárna
primarna	primárny
zarada	profit
zarada	zisku
zarada	zisk
zarada	zárobok
zarada	zisky
uzdiže	povyšuje
nivo	level
nivo	úrovne
nivo	úroveň
nivo	hladina
nivo	úrovni
meadow	lúke
meadow	lúky
jana	jan
jana	ján
jana	jana
jedinstveno	jedinečný
jedinstveno	unikátne
jedinstveno	jedinečné
jedinstveno	jedinečná
jedinstveno	unikátny
olovo	vedenia
olovo	vedúci
olovo	olovo
olovo	vedenie
olovo	viesť
ostavi	odíď
ostavi	opustiť
ostavi	odísť
ostavi	dovolenka
ostavi	nechajte
kanadu	kanada
kanadu	kanady
kanadu	kanade
tvorac	maker
tvorac	tvorca
tvorac	stvoriteľ
tvorac	tvorca
napušten	opustené
napušten	opustenej
napušten	opustený
napušten	opustená
preživjela	prežila
preživjela	prežil
kolegama	kolegom
kolegama	kolegovia
kolegama	kolegov
stajao	stál
stajao	stáli
stajao	stála
mia	mia
mia	mii
mia	miu
odabran	vybrané
odabran	vybratý
odabran	zvolená
odabran	vybraná
odabran	vybraný
odabran	vybraté
hoda	kráčať
hoda	chôdza
hoda	chodenie
hoda	chôdzu
hoda	prechádzka
hoda	kráča
hoda	prechádzky
svile	hodvábu
svile	hodváb
smijenjen	vyhodili
žile	žilách
žile	žily
žile	žíl
žile	plavidiel
žile	plavidlá
div	obor
div	obrovský
div	obrie
div	div
stefana	štefan
stefana	stefan
stefana	stefana
neboder	mrakodrap
ostavljajući	odchádzajú
ostavljajući	odchádza
ostavljajući	odchod
sredina	blízkom
sredina	stredný
sredina	stredné
sredina	stredná
sredina	stred
sredina	centrum
sredina	centre
sredina	stredisko
sredina	stred
sedma	siedma
sedma	siedmy
sedma	siedmej
sedma	siedmeho
sedma	siedme
sharp	ostrý
sharp	ostré
sharp	ostro
sharp	ostrá
rušenje	demoláciu
glasovi	hlasy
glasovi	hlasov
glasovi	hlasovania
glasovi	hlasy
glasovi	hlasov
urednici	redaktorov
prostorno	priestorový
prostorno	priestorových
prostorno	priestorové
podnijeti	zvládnuť
podnijeti	zaobchádzať
podnijeti	predložiť
podnijeti	odoslať
stao	zastavená
stao	prestalo
stao	zastavené
stao	zastavený
mason	mason
mirovina	dôchodku
mirovina	vyradenie
mirovina	penzión
mirovina	dôchodok
vatikan	vatikán
pobunjenici	povstalci
pobunjenici	rebelov
pobunjenici	rebeli
uspostavi	nadviazať
uspostavi	zriadiť
parkovi	parky
parkovi	parkov
kung	kung
viridis	viridis
carice	cisárovná
mornar	námorník
lucius	lucius
granate	škrupín
granate	mušle
granate	granáty
granate	granát
che	che
zahtijevao	požadoval
provoditi	presadiť
provoditi	vymôcť
provoditi	presadzovať
provoditi	vymáhať
cvijeće	kvety
cvijeće	kvetov
cvijeće	kvietky
cvijeće	kvetiny
kratera	krátery
kratera	kráter
buffalo	buffalo
vežu	väzba
vežu	viažu
vežu	viazať
licence	licencie
licence	licencií
hal	hal
tumačenja	interpretácie
nacionalizam	nacionalizmu
predstavljali	zastúpené
predstavljali	zastupoval
predstavljali	zastúpená
predstavljali	predstavoval
predstavljali	zastúpený
najbliže	najbližšieho
najbliže	najbližšia
najbliže	najbližší
najbliže	najbližšie
najbliže	najbližšia
najbliže	najbližší
najbliže	najbližšie
prethodna	predošlý
prethodna	predchádzajúci
prethodna	predošlé
prethodna	predchádzajúca
prethodna	predchádzajúce
carolina	karolína
carolina	carolina
puerto	puerto
herman	herman
tursko	turecká
tursko	turecké
tursko	turecký
tursko	tureckých
benfica	benfica
seta	nastaví
seta	súpravy
seta	zostavy
seta	stanovuje
seta	nastavuje
seta	sady
redovnik	monk
redovnik	mních
islamski	islamského
islamski	islamský
islamski	islamských
islamski	islamskej
jeste	did
jeste	spravil
jeste	urobila
jeste	urobil
asteroida	asteroid
asteroida	asteroidy
vrta	záhrade
vrta	záhrady
vrta	záhrada
označavanje	označovanie
struke	povolanie
struke	profesia
prikazane	zobrazený
prikazane	zobrazená
prikazane	zobrazené
iznose	čiastky
iznose	množstvá
iznose	sumy
šesta	šiesta
šesta	šiestej
šesta	šieste
šesta	šiesty
omogućeno	povolené
omogućeno	umožnilo
omogućeno	zapnuté
omogućeno	povolená
nil	neil
nil	níle
chu	chu
glenn	glenn
aljaska	aljašku
specifičan	špecifické
specifičan	konkrétne
specifičan	špecifická
specifičan	osobitné
specifičan	konkrétnych
specifičan	špecifický
anglo	anglo
demokracija	demokraciu
demokracija	demokracia
čimbenik	činiteľ
čimbenik	faktor
modul	modul
modul	modulu
uništava	ničia
uništava	ničí
uništava	zničí
uništava	ničia
uništava	ničí
koplja	oštep
koplja	spears
koplja	oštep
materije	hmota
materije	hmotu
materije	záležitosť
materije	hmoty
tenor	tenor
rap	rap
uhićenja	zatknutia
uhićenja	zatýkanie
uhićenja	zatknutí
berlina	berlin
berlina	berlíne
berlina	berlín
grafika	grafiku
grafika	grafické
grafika	grafika
trofeja	trofeje
nana	nana
nana	nanna
antoine	antoine
strasti	vášne
strasti	vášeň
strasti	vášne
mustela	mustela
prosvjeda	protesty
prosvjeda	protestov
uočio	videli
uočio	zachytené
mont	mont
tribine	tribúny
nataša	natasha
matej	matthew
matej	matúš
kamiona	vozíky
steel	steel
steel	oceľové
steel	ocele
steel	oceľový
steel	oceľ
lily	lily
dvorištu	dvore
dvorištu	dvor
dvorištu	lodenica
dvorištu	dvore
dvorištu	dvor
dvorištu	lodenice
alonso	alonso
reed	reed
agardh	agardh
kira	kira
palo	palo
ustavni	ústavné
ustavni	ústavný
presuda	rozsudok
presuda	vetu
presuda	vety
presuda	veta
presuda	rozsudok
presuda	verdikt
presuda	rozsudok
presuda	úsudok
newcastle	newcastle
tipičan	typický
tipičan	typická
tipičan	typické
tipičan	typicky
amor	amor
pojačanja	posily
ugrađeni	vložené
ugrađeni	vložená
ugrađeni	vložený
laurent	laurent
pretjerano	nadmerný
pretjerano	nadmerná
pretjerano	nadmerné
pretjerano	nadmerného
pretjerano	prehnane
pretjerano	nadmieru
principa	zásady
principa	princípy
principa	zásadami
erik	erik
erik	eric
erik	erik
izotopa	izotopov
itf	itf
brodogradilište	lodenica
brodogradilište	lodenice
brodogradilište	lodeníc
brodogradilište	lodenice
mapa	mapa
mapa	mapu
mapa	mapy
mapa	mape
višak	prebytku
višak	prebytky
višak	prebytok
višak	nadbytok
višak	nadmerné
višak	prebytok
višak	nadbytok
ropstva	otroctvo
ropstva	otroctva
teoretski	teoretické
teoretski	teoretický
teoretski	teoretická
teoretski	teoreticky
manjak	nedostatok
manjak	deficitu
manjak	deficit
odlučiti	rozhodovanie
uvjeren	presvedčený
uvjeren	presvedčený
uvjeren	presvedčená
uvjeren	presvedčení
gregory	gregory
gregory	gregor
allmusic	allmusic
planirano	plánované
planirano	naplánovaný
planirano	plánovaný
planirano	naplánované
planirano	plánovaná
planirano	plánované
planirano	plánuje
planirano	plánovaný
planirano	naplánovaná
planirano	plánovaná
automobili	cars
automobili	áut
automobili	automobily
automobili	autá
operativni	prevádzkové
operativni	prevádzková
najbrži	najrýchlejší
najbrži	najrýchlejšie
nizvodno	nadväzujúcich
praga	prague
praga	praha
praga	prahy
praga	prahe
konjica	kavaléria
ahmad	ahmad
manning	manning
prihvati	akceptovať
prihvati	prijať
becker	becker
zaposlen	zamestnaný
zaposlen	zamestnané
zaposlen	zamestnaná
odvajanje	oddeľovanie
odvajanje	oddelenie
arheolog	archeológ
arheolog	archeológ
odgovori	odpovede
odgovori	odpovedať
odgovori	odpoved
odgovori	odpoveď
odgovori	odpovedz
odgovori	odpovedať
odgovori	odpoveď
registar	registrovať
registar	register
registar	zaregistrovať
registar	registrácia
registar	register
ostanak	zostať
oslanja	opiera
oslanja	spolieha
adrese	adresy
godišnjak	ročenke
godišnjak	ročenku
paše	zmestí
paše	sedí
paše	pasuje
standarde	štandardov
standarde	normy
standarde	štandardy
zastupa	zastupuje
zastupa	predstavuje
zastupa	reprezentuje
zastupa	zastupujúci
zastupa	zastupujúcich
zmaju	draka
zmaju	dračí
zmaju	drak
privremeni	dočasné
privremeni	dočasný
privremeni	dočasne
privremeni	dočasná
privremeni	teplota
rafinesque	rafinesque
istrage	vyšetrovania
istrage	vyšetrenia
istrage	vyšetrovanie
istrage	prešetrenie
istrage	zisťovanie
istrage	skúmanie
istrage	vyšetrovanie
državnosti	štátnosti
umjetnica	umelec
umjetnica	umelkyňa
umjetnica	umelca
deveti	deviaty
deveti	deviateho
deveti	deviatej
tajland	thajsku
tajland	thajsko
tajland	thajska
prijateljska	priateľské
prijateljska	priateľská
prijateljska	priateľský
biološki	biologicky
biološki	biologickej
biološki	biologický
biološki	biologické
biološki	biologická
biološki	biologicky
stephan	stephan
hum	hum
pokušavajući	skúšam
umijeće	zručnosť
umijeće	zručnosti
stolica	kreslo
stolica	predseda
stolica	stoličky
stolica	stolička
stolica	stolica
stolica	stolice
berk	berk
angelo	angelo
kornjača	korytnačka
kornjača	korytnačka
sds	sds
oštećen	poškodený
oštećen	poškodená
oštećen	poškodené
smjesa	zmesi
smjesa	zmes
katastrofa	pohroma
katastrofa	katastrofa
katastrofa	katastrofu
katastrofa	katastrofa
višestruko	viacnásobné
višestruko	viacero
višestruko	viaceré
višestruko	násobok
višestruko	viacerých
ljiljana	ľalie
srušena	zbúrané
orleans	orleans
pionir	priekopnícky
pionir	pionier
jaje	vajíčko
jaje	vajca
jaje	vajce
ted	ted
višestruki	viacnásobné
višestruki	viacero
višestruki	viaceré
višestruki	násobok
višestruki	viacerých
mana	mana
oštećena	poškodený
oštećena	poškodená
oštećena	poškodené
promociju	povýšenie
promociju	propagáciu
promociju	propagácia
presude	rozsudky
zalihe	zásoby
zalihe	zásobovanie
zalihe	dodávky
zalihe	zásob
zalihe	zásoba
zalihe	skladom
zalihe	populácia
usvojena	prijatý
usvojena	prijaté
usvojena	prijatá
instrumente	nástroje
instrumente	prístroje
instrumente	nástrojov
fotografiju	photo
fotografiju	foto
fotografiju	fotografia
fotografiju	fotka
fotografiju	fotku
krugovi	kruhy
krugovi	kruhoch
zagorje	zagorje
komplikacija	komplikácia
komplikacija	komplikácie
komplikacija	komplikácií
komplikacija	komplikácie
dobitnici	výhercov
dobitnici	víťazi
dobitnici	víťazov
crawford	crawford
konrad	konrad
lana	lana
crtež	kresba
crtež	kreslenie
crtež	výkres
crtež	čerpania
tiger	tiger
tiger	tigra
kara	kara
kos	drozd
kos	kos
pivo	piva
pivo	pivo
pivo	pivko
zakonski	zákonne
zakonski	právne
zakonski	legálne
prah	prachu
prah	prach
prah	prášok
prah	prášku
alternativni	alternatíva
alternativni	alternatívne
alternativni	alternatívna
alternativni	alternatívny
alternativni	náhradné
alternativni	alternatívne
alternativni	alternatívna
alternativni	náhradník
alternativni	alternatívny
daniela	daniela
daniela	danielovi
daniela	daniel
paice	paice
strategije	stratégie
strategije	stratégií
strategije	stratégia
strategije	stratégie
strategije	stratégiu
strategije	stratégii
tipični	typický
tipični	typická
tipični	typické
tipični	typicky
sfere	guľôčky
sfere	sféry
kronologija	chronológia
jpl	jpl
eggers	eggers
psima	psov
psima	psi
psima	psy
brasiliensis	brasiliensis
pavić	pavić
hrasta	dub
britton	britton
torinu	turíne
bataljun	prápor
gloria	gloria
moderno	moderné
moderno	moderný
moderno	moderná
moderno	módne
berkeley	berkeley
shi	shi
centri	centrá
centri	centrách
centri	centier
centri	centrá
centri	strediská
centri	stredísk
centri	centier
armstrong	armstrong
ranjeno	zranených
ranjeno	zraneného
ranjeno	ranený
ranjeno	zranený
uživao	tešili
uživao	tešil
uživao	užil
perkins	perkins
prijateljstva	priateľstvá
prijateljstva	priateľstvo
prijateljstva	priateľstva
bečki	viedenský
neo	neo
seksualno	pohlavný
seksualno	sexuálna
seksualno	sexuálne
seksualno	sexuálny
seksualno	sexuálne
spielberg	spielberg
dodavanje	pridávanie
dodavanje	pridanie
arsen	arzénu
arsen	arzén
sačuvati	zachovávať
sačuvati	uchovať
sačuvati	zachovať
pravna	zákonné
pravna	právna
pravna	právny
pravna	právne
pravna	legálne
marine	marina
marine	mariňák
marine	morské
marine	morských
marine	námorník
marine	marine
marine	morský
trend	trend
trend	tendencia
