터치스크린	pekskärm
웰스	wells
에덴	eden
지뢰	gruvor
지뢰	gruva
지뢰	minor
지뢰	minfält
에두아르도	eduardo
코브라	kobra
코브라	cobra
플라톤	platon
항생제	antibiotika
항생제	antibiotika
항생제	antibiotikum
그리피스	griffith
그리피스	griffiths
정서	känsla
정서	känslor
현미경	mikroskop
민트	mint
민트	mynta
민트	myntverk
롤리	raleigh
트로이아	troy
트로이아	troja
육체	kött
아이튠즈	itunes
컨셉	begreppet
컨셉	begrepp
컨셉	koncept
컨셉	konceptet
컨셉	begrepp
컨셉	koncept
트레이딩	trading
트레이딩	handel
중요성	betydelse
제우스	zeus
전화번호	telefon
전화번호	telefonen
긴장	nervös
긴장	nervöst
긴장	nervösa
긴장	spänning
긴장	spända
긴장	spänningar
긴장	spänt
워털루	waterloo
지다	jeddah
노구치	noguchi
질투	svartsjuk
질투	avundsjuk
질투	svartsjuka
질투	avundsjuka
안젤로	angelo
안젤로	angela
원예	trädgårdsskötsel
지부티	djibouti
스탠포드	stanford
개선하기	förbättras
개선하기	förbättring
개선하기	förbättra
개선하기	förbättrad
개선하기	förbättra
플라스마	plasma
수평으로	horisontellt
수평으로	vågrätt
몽골족	mongoler
몽골족	mongol
프라이스	pris
프라이스	price
프라이스	priset
프라이스	pryce
불규칙	oregelbunden
불규칙	oregelbundet
불규칙	oregelbundna
사자자리	leonis
사자자리	leos
사자자리	leo
스테파니	stefani
스테파니	stefanie
스테파니	stephanie
킬로그램	kilogram
킬로그램	kilogram
두부	tofu
볼프스부르크	wolfsburg
타당성	giltighet
쿠르드	kurdistan
복장	klädsel
차분한	lugna
차분한	lugnet
차분한	lugn
바니	barney
바니	varney
아순시온	asuncion
디아스	díaz
디아스	díaz
디아스	diaz
볼리바르	bolivar
볼리바르	bolívar
엘렌	ellen
모방	oäkta
모방	imitation
랜드마크	landmärke
탈레반	talibanerna
고민	bekymmer
그놈	gnome
약사	apotekare
약사	apotekare
약사	farmaceut
용접	svetsare
용접	svetsning
수프	soppan
수프	soppa
수프	soppor
측도	åtgärd
측도	mäta
측도	mät
리라	lira
리라	lire
트와일라잇	skymning
트와일라잇	twilight
트와일라잇	skymningen
나탈리	natalie
에밀리오	emilio
우크라이나인	ukrainare
우크라이나인	ukrainarna
악용	missbruk
악용	missbruk
악용	missbruka
악용	övergrepp
콕스	cox
초보자	nybörjare
초보자	nybörjare
초보자	novis
초보자	nybörjare
남동	sydöstra
남동	sydost
남동	sydöst
남동	sydöstra
바부다	barbuda
카슈미르	kashmir
블리치	blekmedel
수수	sorghum
마크업	pålägg
히트맨	hitman
버니	bernie
토레스	torres
에리트레아	eritrea
명목	nominellt
명목	nominella
명목	nominell
엘비스	elvis
귀한	sällsynta
귀한	sällsynt
대리인	väktare
대리인	vårdnadshavare
대리인	ombud
대리인	agent
리베라	rivera
성기	penis
성기	könsorgan
복수형	plural
양수	positivt
양수	positiv
양수	positiva
어색한	krångligt
어색한	besvärligt
어색한	pinsamt
피카츄	pikachu
불가피한	oundviklig
불가피한	oundvikligt
불가피한	ofrånkomligt
불가피한	oundvikliga
바바라	barbara
콤보	kombo
레아	rhea
레아	lea
아톰	atom
마시기	dricka
마시기	supa
마시기	dricker
마시기	drickande
류블랴나	ljubljana
위생	sanitära
위생	hygienen
위생	hygien
위생	sanitet
팩터	zin
팩터	faktorn
팩터	faktor
올라프	olaf
사구	sanddyner
사구	dune
멸치	ansjovis
멸치	ansjovis
노예제	slav
노예제	slaven
노예제	slaveriet
노예제	slaveri
아쉬운	lätta
아쉬운	enkelt
아쉬운	lätt
아쉬운	easy
인류학	antropologi
인류학	antropologiska
레이어	lager
레이어	skikt
레이어	lager
레이어	skikt
집착	fixering
집착	besatthet
집착	besatt
집착	besatta
음주	dricka
음주	supa
음주	dricker
음주	drickande
음주	rus
음주	berusning
가입자	abonnenten
가입자	prenumeranter
가입자	abonnenter
가입자	prenumeranter
아이누	ainu
스프린트	sprint
어리석은	dumt
호프만	hoffmann
호프만	hoffman
팍스	pax
불만	klagomål
불만	missnöje
불만	klagomål
불만	missnöje
패티	patti
패티	patty
보일러	pannan
보일러	panna
보일러	pannor
신선	färskt
신선	färsk
신선	fräsch
신선	färska
에이커	tunnland
에이커	tunnland
에이커	hektar
광둥어	kantonesiska
조차도	jämn
조차도	även
가루	krut
가루	puder
가루	pulver
가루	powder
구출	räddning
구출	rädda
구출	undsättning
구출	räddar
명소	attraktioner
명소	sevärdheter
명소	sevärdheter
명소	landmärken
세슘	cesium
리히터	richter
아르곤	argon
웨슬리	wesley
니제르	niger
퀸시	quincy
숭배	kult
숭배	sekt
숭배	dyrkar
숭배	dyrka
숭배	gudstjänst
숭배	tillbedjan
숭배	tillbe
숭배	dyrkan
독성	giftiga
독성	toxisk
독성	giftig
독성	giftigt
독성	toxicitet
트릭	trick
트릭	bus
트릭	tricket
트릭	trick
트릭	tricks
트릭	knep
트릭	konster
코멘트	kommentera
코멘트	kommentar
영사	konsul
영사	konsuln
루안다	luanda
휘슬러	whistler
도난	stulen
도난	stulet
도난	stulit
도난	stulna
도난	stöld
도난	stölder
유명인	berömt
유명인	kända
유명인	berömd
유명인	känd
유명인	berömda
웨어	ware
그라츠	graz
치사	mord
탬파	tampa
팔라우	palau
목장	betesmark
목장	ranch
목장	ranchen
마찰음	frikativa
카리스마	karisma
카리스마	utstrålning
카리스마	karismatisk
주스	juice
주스	saft
주스	juicer
자치령	herravälde
매니토바	manitoba
헤이	tjena
헤이	hej
매점	matsalen
펌웨어	firmware
준수	uppfyllande
준수	överensstämmelse
준수	efterlevnad
준수	överensstämmer
중서부	mellanvästern
티나	tina
마스터링	behärska
마스터링	bemästra
펀드	fonden
펀드	fond
펀드	medel
펀드	fonder
종속	beroende
종속	avhängiga
종속	beroende
종속	beroenden
볼드윈	baldwin
명품	lyx
크레인	kranar
크레인	kran
크레인	crane
체코어	tjeckiska
체코어	tjeckien
알레그로	allegro
젖은	blöt
젖은	blöta
젖은	våt
젖은	vått
젖은	blött
설문	opinionsundersökningar
설문	undersökningar
설문	omröstningar
설문	enkäter
설문	omröstning
설문	enkät
행크	hank
싸인	autograf
규소	silikon
규소	silicon
규소	kisel
태평	taiping
위임	delegation
위임	delegationen
위임	delegerad
위임	delegerade
슈나이더	schneider
프린시페	príncipe
걸음	stride
걸음	kliv
걸음	step
걸음	steg
걸음	fotsteg
걸음	steg
걸음	trappsteg
세븐틴	sjutton
세븐틴	seventeen
할렐루야	halleluja
주머니	pocket
주머니	fickan
주머니	ficka
주머니	pung
주머니	påse
주머니	fickor
덮개	täcka
덮개	omslag
스펀지	svampen
스펀지	svamp
노키아	nokia
클리프	klippan
클리프	klippa
클리프	cliff
톰프슨	thompson
톰프슨	thomson
파푸아	papua
록펠러	rockefeller
우치	łódź
이고르	igor
맑음	klart
맑음	tydlig
맑음	rensa
맑음	soligt
맑음	solig
맑음	soliga
직사각형	rektanglar
직사각형	rektangel
직사각형	rektangulära
직사각형	rektangulär
최소화	minimera
최소화	minimera
재미	roliga
재미	kul
재미	rolig
재미	skoj
재미	roligt
산화물	oxid
히스	heath
미치	mitch
몰수	konfiskera
몰수	förverkat
몰수	förverkande
몰수	konfiskerade
몰수	beslagtog
드라큘라	dracula
악화	förvärrade
악화	försämring
악화	sämre
악화	värre
커크	kirk
경매	auktion
경매	auktioner
테오도시우스	theodosius
콘티넨탈	continental
콘티넨탈	kontinental
콘티넨탈	kontinentala
브릿지	bridges
브릿지	broarna
브릿지	broar
칵테일	cocktails
칵테일	drinkar
칵테일	cocktail
머무르고	vistelse
머무르고	stanna
머무르고	stay
도표	diagram
동남아	sydöstra
동남아	sydost
동남아	sydöst
생산성	produktivitet
생산성	produktiviteten
프리웨어	freeware
카트만두	katmandu
프라이	fry
스팀	ånga
유리카	erica
출퇴근	pendlar
출퇴근	pendla
출퇴근	pendlar
출퇴근	pendling
대백과사전	uppslagsbok
마지	marge
특사	sändebud
하우	howe
언더우드	underwood
네이티브	infödda
네이티브	inhemska
손잡이	knopp
손잡이	handtaget
손잡이	handtag
손잡이	hantera
코코넛	kokosnöt
코코넛	kokos
코코넛	kokosnötter
고릴라	gorilla
고릴라	gorillor
고릴라	gorillan
고릴라	gorillor
하마	flodhäst
하마	flodhästar
하마	flodhäst
당뇨병	diabetiker
당뇨병	diabetes
유방	bröst
비테르보	viterbo
보완	kompletterar
보완	kompletteringar
보완	kompletterar
보완	komplettera
보완	komplement
보완	kompletterande
좋아요	okej
웃음	skrattar
웃음	skrattar
웃음	skratta
웃음	skrattar
웃음	skratta
웃음	skratt
웃음	skrattet
웃음	skratt
루가	luke
루가	lukas
여관	inn
여관	värdshus
콜론	colón
콜론	kolon
아이유	child
아이유	barn
피에몬테	piemonte
먹어	äter
먹어	äta
먹어	ät
브랜던	brandon
기병대	kavalleri
기병대	kavalleriet
리아	lea
리아	leah
리아	lia
