romero	ρομέρο
perillós	επικίνδυνος
perillós	επικίνδυνο
perillós	επικίνδυνες
perillós	επικίνδυνα
perillós	επικίνδυνη
caracteritzar	χαρακτηρίζουν
millorat	βελτιώθηκε
millorat	βελτιωμένη
millorat	βελτιωμένο
millorat	βελτιώθηκαν
millorat	βελτιωθεί
millorat	ενισχυμένη
millorat	ενισχυμένες
pròxima	επόμενος
pròxima	επόμενη
pròxima	επόμενο
leon	λέων
leon	λεόν
leon	leon
leon	λίον
distintiu	διακριτικό
distintiu	σήμα
debats	συζητήσεις
debats	συζητήσεις
debats	ντιμπέιτ
ferrari	φεράρι
ferrari	ferrari
cripta	κρύπτη
keith	κηθ
keith	keith
keith	κιθ
repetició	επανέλαβε
repetició	επανάληψη
repetició	επαναλάβετε
repetició	επαναλαμβάνω
salvació	σωτηρία
salvació	λύτρωση
diàlegs	διαλόγους
oracle	μάντισσα
confiar	εμπιστοσύνη
restant	παραμένοντας
restant	απομένουν
restant	απομένει
contractes	συμβόλαια
contractes	συμβάσεις
pantalons	παντελόνι
pantalons	παντελόνια
tinta	μελάνι
lingüista	γλωσσολόγος
tibet	θιβέτ
hassan	χασάν
plànols	επίπεδη
plànols	διαμέρισμα
plànols	σχεδιαγράμματα
dot	προίκα
dot	ντοτ
dot	βούλα
dot	τελεία
continuada	συνεχίζεται
continuada	συνέχεια
culpable	ένοχοι
culpable	ένοχος
culpable	ένοχη
numeració	αρίθμηση
incidència	επίπτωση
aisne	aisne
federacions	ομοσπονδίες
defensava	ομολογεί
mares	μανάδες
mares	μητέρες
bilingüe	δίγλωσση
greix	λίπος
greix	χοντρός
jin	jin
jin	τζιν
saqueig	λεηλασίες
saqueig	λεηλασία
saqueig	σακ
saqueig	τσουβάλι
saqueig	σάκο
saqueig	σακί
saqueig	σάκος
anunciat	ανακοινώθηκαν
anunciat	ανακοίνωσαν
anunciat	ανακοίνωσε
anunciat	ανακοινώθηκε
teòrics	θεωρητικοί
lloguer	νοίκι
lloguer	ενοίκια
lloguer	ενοικίαση
lloguer	ενοίκιο
compensació	αντιστάθμιση
compensació	αποζημίωση
simbolitza	συμβολίζει
jeanne	ιωάννα
jeanne	ζαν
tel	τηλ
tel	τελ
ampliada	διευρυμένη
congressos	συνέδρια
incertae	incertae
apèndix	προσάρτημα
detectiu	ντετέκτιβ
detectiu	ντεντέκτιβ
trompeta	σάλπιγγα
trompeta	τρομπέτα
corint	κορίνθου
organitzador	διοργανωτής
organitzador	οργανωτής
comunicat	αναφέρθηκε
comunicat	αναφέρθηκαν
rates	ποντίκια
rates	αρουραίοι
rates	αρουραίους
ruth	ruth
ruth	ρουθ
penjar	κρεμάσουν
loir	loir
five	five
five	πεντε
five	πέντε
funcionalitat	λειτουργικότητα
roi	αε
enter	ακέραιο
enter	ακέραιος
fractura	κάταγμα
fractura	θραύση
chopin	σοπέν
sean	σον
sean	sean
sean	σων
entreteniment	διασκέδαση
entreteniment	ψυχαγωγία
constava	συνίστατο
constava	αποτελούνταν
eritrea	ερυθραία
genealogia	γενεαλογία
patins	πέδιλα
patins	πατίνια
ran	έτρεξε
ran	έτρεξα
mateo	ματέο
ritu	ιεροτελεστία
agulles	βελόνες
inscrits	εγγεγραμμένος
inscrits	καταχωρημένο
llicenciatura	μπάτσελορ
llicenciatura	εργένης
tutela	κηδεμονία
mitridates	μιθριδάτης
umar	ουμάρ
treballador	εργαζόμενος
treballador	εργάτη
treballador	εργάτης
plaer	απόλαυση
plaer	χαρα
plaer	χαρά
plaer	ευχαρίστηση
gene	τζην
gene	gene
gene	τζιν
gene	γονίδιο
navegant	ιστιοπλοΐα
amnistia	αμνηστία
antilles	αντίλλες
aritmètica	αριθμητική
planteja	θέτει
planteja	εγείρει
planteja	αυξήσεις
monopoli	μονοπώλιο
jay	τζέι
jay	jay
zinc	ψευδάργυρος
zinc	ψευδάργυρο
zinc	ψευδαργύρου
guies	οδηγούς
guies	οδηγοί
perfecció	τελειότητα
antònia	αντωνία
mantell	μανδύα
adona	συνειδητοποιεί
acosta	ακόστα
sei	sei
lituà	λιθουανική
bei	bei
indians	ινδιάνους
indians	ινδιάνοι
indians	ινδοί
electric	ηλεκτρικά
electric	ηλεκτρικό
electric	ηλεκτρική
electric	ηλεκτρικός
stefan	στέφαν
stefan	στεφάν
instituts	ινστιτούτα
elefant	ελέφαντες
elefant	ελέφαντα
elefant	ελέφαντας
fuentes	φουέντες
absent	απουσία
absent	απών
absent	απούσα
absent	απουσιάζει
hostal	inn
hostal	ιν
hostal	πανδοχείο
powell	πάουελ
zimbabwe	ζιμπάμπουε
atzar	τυχαίος
atzar	τυχαίο
atzar	τυχαία
mitchell	mitchell
mitchell	μίτσελ
palla	καλαμάκι
palla	άχυρα
palla	άχυρο
frare	μοναχός
intel	intel
olis	λάδια
olis	έλαια
mobiliari	έπιπλα
mobiliari	έπιπλο
orientat	προσανατολισμένη
constructor	κατασκευαστής
atmosfèrica	ατμοσφαιρικό
atmosfèrica	ατμοσφαιρική
convenient	βολικό
convenient	βολική
convenient	βολικά
sicílies	σικελιών
