மற்றும்	és
பணிபுரிந்தார்	bevált
பணிபுரிந்தார்	dolgozott
பணிபுரிந்தார்	működött
துவக்க	startup
அருகாமையில்	közelebb
கொன்று	megölni
கொன்று	ölj
சிட்டி	city
சிட்டி	városi
சிட்டி	város
அதிகரித்து	növekszik
அதிகரித்து	növekvő
புலம்	mező
பாய்	fiú
பாய்	pai
மோகன்	mohan
நந்தி	nandi
தவம்	bűnbánat
தொற்று	fertőzések
தொற்று	fertőzés
தொற்று	fertőzések
தொற்று	fertőzés
காணாமல்	eltűnt
காணாமல்	eltünt
காணாமல்	hiányzik
காணாமல்	eltűnt
காணாமல்	hiányzó
சந்திரன்	hold
சந்திரன்	holdon
சந்திரன்	holdat
சந்திரன்	moon
குழுவினர்	legénység
குழுவினர்	személyzet
திரவ	folyékony
திரவ	folyadék
குலம்	klán
தானாகவே	auto
தானாகவே	automata
தானாகவே	automatikus
தானாகவே	automatikusan
தானாகவே	automatikus
நுழைவாயில்	kapu
நுழைவாயில்	átjáró
செல்	cella
செல்	sejt
மோட்டார்	motor
மரபியல்	genetika
விமர்சனம்	kritika
விமர்சனம்	kritikát
கிருஷ்ணா	krishna
போர்கள்	háborúk
பரவியது	terjed
இசைக்குழு	band
இசைக்குழு	banda
இசைக்குழு	együttes
இசைக்குழு	zenekar
ஓட்டம்	futó
ஓட்டம்	flow
ஓட்டம்	áramlás
ஓட்டம்	futás
ஓட்டம்	fut
ஓட்டம்	futó
ஓட்டம்	futok
ஓட்டம்	futás
ஊழல்	korrupt
ஊழல்	botrány
ஊழல்	botrányos
ஊழல்	csalás
ஊழல்	átverés
ஊழல்	korrupció
குழந்தைகளின்	gyerekek
குழந்தைகளின்	kölykök
பாதி	fele
ஆதலால்	előny
தேர்	szekér
ஸ்டீவ்	steve
வம்சம்	dinasztia
இந்துக்கள்	hinduk
கொஞ்சம்	enyhe
வாரியம்	deszka
வாரியம்	fedélzeten
வாரியம்	tábla
தாக்குதல்கள்	támadások
தாக்குதல்கள்	támad
தாக்குதல்கள்	támadásokat
அசல்	eredeti
முக்கோண	háromszög
முக்கோண	kubizmus
நிறுத்தி	leállt
நிறுத்தி	megállt
சுவிட்சர்லாந்து	svájc
கண்டிப்பாக	határozottan
உருவாக்குகிறது	létrehozása
உருவாக்குகிறது	létrehozva
உருவாக்குகிறது	létrehoz
உருவாக்குகிறது	teremt
கொலம்பியா	kolumbia
கொலம்பியா	columbia
கொலம்பியா	kolumbia
மத்தேயு	matthew
மத்தேயு	máté
இந்தோனேசியா	indonéziában
இந்தோனேசியா	indonézia
இந்தோனேசியா	indonéz
நாளும்	nap
நாளும்	napon
நாளும்	nappal
நாளும்	napot
பொறி	gépezet
பொறி	gép
பொறி	hajtómű
பொறி	motor
பொறி	csapda
செக்	csehország
செக்	cseh
தேடல்	keresés
எலிசபெத்	erzsébet
எலிசபெத்	elizabeth
நன்மை	haszon
நன்மை	előny
நன்மை	jó
அமில	savas
பிணைப்பு	kötődés
பிணைப்பு	köt
பிணைப்பு	kötve
கேட்டுக்	figyelsz
சட்டத்தை	jogszabályok
சட்டத்தை	jog
சட்டத்தை	jogszabály
சட்டத்தை	törvény
தொலைத்தொடர்பு	távközlés
தொலைத்தொடர்பு	távközlési
தொலைத்தொடர்பு	távközlés
தொலைத்தொடர்பு	távközlési
உயர்வு	emelkedés
மையங்கள்	kávézók
மையங்கள்	központok
கருப்பை	méh
கருப்பை	méh
ஆதரவாக	támogató
மாநகராட்சி	corporation
ஆயுதங்கள்	fegyver
ஆயுதங்கள்	fegyverek
பராமரிப்பு	karbantartási
பராமரிப்பு	karbantartó
பராமரிப்பு	karbantartás
ஞாயிறு	napsütés
ஞாயிறு	sun
ஞாயிறு	nap
ஞாயிறு	napfény
ஞாயிறு	vasárnap
ஞாயிறு	vasárnapi
கண்கள்	szemed
கண்கள்	szeme
கண்கள்	szem
கண்கள்	szemek
சகோதரி	sis
சகோதரி	nővérem
சகோதரி	sissy
பணியாளர்	alkalmazott
பணியாளர்	alkalmazottak
பணியாளர்	munkavállaló
பணியாளர்	munkatárs
விழாக்கள்	fesztiválok
முக்கோணம்	fordítás
முக்கோணம்	lefordítani
முக்கோணம்	háromszög
இணைக்கிறது	kapcsolódás
இணைக்கிறது	csatlakozás
கணம்	pillanat
சிறிதளவு	enyhén
சிறிதளவு	kissé
சிறிதளவு	kevéssé
சிறிதளவு	valamennyire
சிறிதளவு	némileg
அனுபவம்	tapasztalt
அனுபவம்	tapasztaltak
அனுபவம்	gyakorlott
அனுபவம்	élmény
அனுபவம்	tapasztalat
அனுபவம்	tapasztalatok
அனுபவம்	tapasztalattal
கோரி	cori
கோரி	követel
கோரி	igényes
கோரி	corey
கோரி	cory
ஒப்பிடுகையில்	összehasonlítva
ஒப்பிடுகையில்	képest
இயக்கங்கள்	műveletek
இயக்கங்கள்	üzemeltetés
உடை	ruha
உடை	kötést
டாலர்கள்	dollárban
டாலர்கள்	dollár
மற்றவர்கள்	másoknak
மற்றவர்கள்	egyéb
மற்றவர்கள்	mások
மற்றவர்கள்	egyebek
ஸ்பெயின்	spanyolország
நோக்கியா	nokia
அக்னி	agni
காளி	kali
டே	tae
பாடலை	dal
பாடலை	dalt
பாடலை	song
நடுத்தர	közepes
ஹோட்டல்	szálloda
ஹோட்டல்	hotel
வடிவவியல்	geometria
நீக்கம்	folt
நீக்கம்	foltos
பழுப்பு	brown
பழுப்பு	barna
பழுப்பு	égés
பழுப்பு	égni
பழுப்பு	ősz
பழுப்பு	grey
பழுப்பு	szürke
பழுப்பு	ősz
பழுப்பு	gray
பழுப்பு	szürke
தடுக்கும்	megelőzni
தடுக்கும்	megelőzése
நாட்களுக்கு	napok
நாட்களுக்கு	napokban
நாட்களுக்கு	napokat
நாட்களுக்கு	napokon
பழக்கம்	szokás
அழகான	gyönyörű
அழகான	bájos
அழகான	kedves
இணையாக	párhuzamos
இணையாக	párhuzamosan
நடப்பு	áramlat
நடப்பு	jelenlegi
நடப்பு	aktuális
நடப்பு	ajándék
நடப்பு	jelen
இறையியல்	teológia
நெட்வொர்க்	hálózat
நெட்வொர்க்	hálózati
நெட்வொர்க்	network
பக்கத்தை	oldalt
பக்கத்தை	oldal
சின்னங்கள்	ikonok
கோரிக்கை	megkeresés
கோரிக்கை	kérésére
கோரிக்கை	kérésre
கோரிக்கை	kérés
கோரிக்கை	kérelem
காலி	üresek
காலி	üres
காலி	üresen
ஆலன்	allen
ஆலன்	allan
ஆலன்	alan
யோகம்	jóga
மூலங்கள்	forrás
மூலங்கள்	források
மூலங்கள்	erőforrások
மூலங்கள்	erőforrás
மூலங்கள்	források
வீழ்ச்சி	vereség
வீழ்ச்சி	legyőzni
வீழ்ச்சி	esés
வீழ்ச்சி	őszi
வீழ்ச்சி	zuhanás
வீழ்ச்சி	ősszel
வீழ்ச்சி	ősz
பாடினார்	sang
பாடினார்	énekelt
பாடினார்	énekeltem
தொழிலில்	ágazat
தொழிலில்	iparág
தொழிலில்	ipar
கொடுக்கப்பட்ட	megadott
கொடுக்கப்பட்ட	adva
கொடுக்கப்பட்ட	megadva
கொடுக்கப்பட்ட	adott
சொந்தமான	személyes
சொந்தமான	személyi
வாழ	live
வாழ	élni
வாழ	élőben
வாழ	élő
முன்னோடி	úttörő
பிறர்	másoknak
பிறர்	egyéb
பிறர்	mások
பிறர்	egyebek
காந்த	mágneses
அப்பால்	túl
தேர்ச்சி	elhunyt
எண்ணற்ற	számos
எண்ணற்ற	számtalan
கண்டறியப்பட்டது	feltárt
கண்டறியப்பட்டது	észlelt
கண்டறியப்பட்டது	diagnosztizálták
கண்டறியப்பட்டது	diagnosztizáltak
கண்டறியப்பட்டது	diagnosztizált
கண்டறியப்பட்டது	megtalált
கண்டறியப்பட்டது	megtaláltam
கண்டறியப்பட்டது	talált
அமைப்புகளில்	beállítások
துடுப்பாட்டம்	krikett
துடுப்பாட்டம்	tücsök
எகிப்திய	egyiptomi
பாட்டு	dal
பாட்டு	dalt
பாட்டு	song
பாடும்	ének
பாடும்	éneklés
பாடும்	énekelni
பாடும்	énekel
ஜாவா	java
நாணயங்கள்	érméket
நாணயங்கள்	érme
நாணயங்கள்	érmék
டூ	doo
ஹார்ட்	hart
ஆடு	kecske
அம்மா	amma
அம்மா	mami
அம்மா	anyu
அம்மா	anyu
அம்மா	anya
அம்மா	édesanyám
அம்மா	anya
படகு	rafting
படகு	csónak
படகு	hajó
படகு	hajós
தொழில்துறை	ágazat
தொழில்துறை	iparág
தொழில்துறை	ipar
தொழில்துறை	ipari
குல	with
துல்லியமாக	pontos
துல்லியமாக	pontosan
கூற்று	kifejezés
கூற்று	nyilatkozat
கூற்று	nyilatkozata
கூற்று	kimutatás
கூற்று	állítás
கூற்று	kijelentés
ஒப்புதல்	hozzájárulás
ஒப்புதல்	beleegyezése
ஒப்புதல்	jóváhagyja
ஒப்புதல்	jóváhagyása
ஒப்புதல்	jóváhagyni
ஒப்புதல்	jóváhagyás
ஒப்புதல்	jóváhagyási
ஒப்புதல்	engedélyezés
சக	kollégám
சக	kolléga
சக	munkatárs
சக	fickó
அதிகாரப்பூர்வமாக	hivatalosan
டென்னிஸ்	tenisz
உருவாகின்றன	évmilliók
மணல்	homok
இடை	derék
நுட்பம்	textúrák
நுட்பம்	textúra
நுட்பம்	pontosság
கவலை	szorongás
கவலை	aggodalom
கவலை	aggódom
கவலை	aggódik
கவலை	aggasztó
கவலை	aggódj
கவலை	aggodalmát
கவலை	aggodalom
இலைகள்	levelek
உலா	tour
உலா	turné
உலா	túra
உலா	ula
உலா	séta
அமிலங்கள்	savak
பாலை	tejjel
பாலை	tej
பாலை	tejet
ரேடியோ	rádió
ரேடியோ	rádiós
ரேடியோ	radio
லூயிஸ்	louis
லூயிஸ்	lajos
லூயிஸ்	lewis
லூயிஸ்	luis
செயற்பாடுகள்	műveletek
செயற்பாடுகள்	üzemeltetés
செயற்பாடுகள்	tevékenységei
செயற்பாடுகள்	tevékenységek
செயற்பாடுகள்	tevékenység
செயற்பாடுகள்	funkciók
செயற்பாடுகள்	feladatok
எண்ணம்	hittem
எண்ணம்	gondoltam
எண்ணம்	gondolat
காக்கும்	megtartása
காக்கும்	tartása
வாஷிங்டன்	washingtonban
வாஷிங்டன்	washington
புள்ளியியல்	statisztika
புள்ளியியல்	statisztikák
செயல்கள்	műveletek
செயல்கள்	fellépések
செயல்கள்	akciók
செயல்கள்	intézkedések
செயல்கள்	cselekvések
காம்	com
காம்	kam
சாரா	sarah
சாரா	sara
நிலநடுக்கம்	földrengés
எடுக்கப்பட்டது	foglalt
நன்று	jó
நன்று	hát
எண்ணி	pult
எண்ணி	számláló
எண்ணி	szám
எண்ணி	száma
பார்த்த	láttam
பார்த்த	látta
பார்த்த	látták
அட்லாண்டிக்	atlanti
ஜெமினி	gemini
ஜெமினி	ikrek
கணவர்	férjem
கணவர்	férje
கணவர்	férjem
கணவர்	férj
வளங்கள்	erőforrások
வளங்கள்	erőforrás
வளங்கள்	források
பணியாளர்கள்	alkalmazottak
பணியாளர்கள்	munkavállalók
பணியாளர்கள்	foglalkoztatottak
பணியாளர்கள்	munkatársak
பணியாளர்கள்	alkalmazottak
பணியாளர்கள்	személyzet
பணியாளர்கள்	munkatársak
பொழுதுபோக்கு	hobbi
பொழுதுபோக்கு	hobbija
பாடம்	lecke
பாடம்	leckét
பாடம்	tanulság
பாடம்	bemutató
தற்காலிக	cache
தற்காலிக	ideiglenesen
தற்காலிக	ideiglenes
தற்காலிக	átmeneti
பெருக்கல்	szorzás
பெருக்கல்	többszörös
பெருக்கல்	többszörösen
படையெடுப்பு	invázió
வத்திக்கான்	vatikáni
வத்திக்கான்	vatikán
வாய்ப்புகள்	lehetőségek
வாய்ப்புகள்	lehetőségeket
ஓசோன்	ózon
நோக்கிய	felé
மறைந்து	elrejtve
மறைந்து	rejtett
மறைந்து	elrejtett
மறைந்து	eltűnik
வட்டி	érdeklődés
வட்டி	kamat
வட்டி	érd
வட்டி	kamatok
வாடிக்கையாளர்	vendég
வாடிக்கையாளர்	ügyfél
வாடிக்கையாளர்	vevő
வாடிக்கையாளர்	vásárlói
வாடிக்கையாளர்	vásárló
வாடிக்கையாளர்	ügyfél
வாடிக்கையாளர்	kliens
வாடிக்கையாளர்	versenytárs
வழங்கல்	takarmány
வழங்கல்	etesd
வழங்கல்	takarmányok
வழங்கல்	kézbesítés
வழங்கல்	szállítás
வழங்கல்	teljesítés
வழங்கல்	szállítási
வேலைகள்	állás
வேலைகள்	állások
வேலைகள்	munkahelyek
ஆயுள்	élet
ஆயுள்	életem
ஆயுள்	life
போலி	tökfej
போலி	hamisítvány
போலி	hamisított
போலி	hamisítvány
போலி	mű
போலி	kamu
போலி	hamis
பிரான்சில்	braun
சிற்பம்	szobor
சிற்பம்	szobrok
சிற்பம்	faragás
இணையான	párhuzamos
இணையான	párhuzamosan
இயக்கவியல்	dynamics
நண்பர்	barát
நண்பர்	barátom
தேன்	méz
ரிஷபம்	taurus
உதாரணம்	példa
ஈராக்	irak
ஈராக்	iraki
மின்காந்த	elektromágneses
தாயின்	édesanyám
தாயின்	anya
வாங்க	vegyél
வாங்க	venni
வாங்க	vásárol
வாங்க	megvásárolni
எடுத்துக்காட்டுகள்	példák
எடுத்துக்காட்டுகள்	példákat
எடுத்துக்காட்டுகள்	példa
ஜனாதிபதி	elnök
ஜனாதிபதி	prez
வந்தான்	jött
வாகனங்கள்	járművek
சூழலியல்	ökológia
தாக்கல்	benyújtott
போராட்டங்கள்	küzd
சூத்திரம்	képlet
சூத்திரம்	formula
பெர்லின்	berlin
பெர்லின்	berlinben
பெர்லின்	berlini
பள்ளிவாசல்	mecset
சோதனைகள்	perek
சோதனைகள்	kísérletek
சோதனைகள்	próbák
சோதனைகள்	vizsgálatok
சோதனைகள்	tesztek
பயனுள்ள	hasznos
பயனுள்ள	hatékony
பயனுள்ள	hatásos
பயனுள்ள	effektív
பயனுள்ள	eredményes
தொடங்குகிறது	kezdődik
தொடங்குகிறது	kezdődik
தொடங்குகிறது	kezdem
தொடங்குகிறது	kezdő
தொடங்குகிறது	kezdve
சந்திக்கும்	találkozni
சந்திக்கும்	találkozó
அங்கீகாரம்	megjelenítés
அங்கீகாரம்	elismerés
அங்கீகாரம்	felismerés
உம்	umm
நெருக்கடி	krízis
நெருக்கடி	válság
தானம்	adományozni
சமநிலை	egyenleg
சமநிலை	mérleg
சமநிலை	egyensúly
திருத்தம்	módosítás
ஆரிய	árja
ஆபத்து	kockázat
ஆபத்து	kockázatos
ஆழம்	mélység
ரயில்வே	vasútvonal
ரயில்வே	vasút
ரயில்வே	vasúti
டென்மார்க்	dániában
டென்மார்க்	dánia
பெங்களூரு	bangalore
நாணயம்	pénznem
நாணயம்	valuta
நாணயம்	fizetőeszköz
உயரிய	nagyszerű
ஓட்டங்கள்	fut
ஓட்டங்கள்	vezeti
அலுமினியம்	alumínium
பென்	ben
ஜூலியன்	julian
ஆர்தர்	artúr
ஆர்தர்	arthur
தேவைகள்	követelmény
தேவைகள்	előírások
தேவைகள்	követelmények
ஆழ்ந்த	mély
பலம்	erőt
பலம்	erő
நேபாள	nepáli
விளக்கங்கள்	részletek
விளக்கங்கள்	részleteket
அகலம்	szélessége
அகலம்	szélesség
சமயப்	vallásos
சமயப்	vallás
சமயப்	vallási
இணைந்தார்	csatlakozott
சமீபத்தில்	nemrégiben
சமீபத்தில்	nemrég
சமீபத்தில்	mostanában
சமீபத்தில்	mostanában
செறிவு	intenzitás
செறிவு	intenzitása
செறிவு	koncentrációja
செறிவு	koncentráció
செறிவு	összefonódás
செறிவு	koncentrációt
கேட்க	hallani
கேப்	cape
கேப்	fok
கேப்	köpeny
கேப்	taxi
கேப்	taxit
வழக்குகள்	ügyek
வழக்குகள்	esetekben
வழக்குகள்	esetek
விடுமுறை	vakáció
விடுமுறை	ünnep
விடுமுறை	ünnepi
விடுமுறை	nyaralás
விடுமுறை	vakáció
விடுமுறை	nyaralás
விடுமுறை	ünnepek
வாழ்வியல்	életmód
நிறுவனர்	szervezés
நிறுவனர்	szervezet
நிறுவனர்	szervező
நிறுவனர்	alapítója
நிறுவனர்	alapító
விண்மீன்கள்	csillagos
இழந்த	vesztett
இழந்த	elveszett
இழந்த	lost
எழுத்தறிவு	műveltség
பிரதம	fővezér
பிரதம	prime
பிரதம	elsődleges
துணைக்	tengeralattjáró
கிறித்தவம்	kereszténység
இனப்பெருக்கம்	fajta
இனப்பெருக்கம்	reprodukciós
திறமை	szakértelem
திறமை	képesség
திறமை	készség
திறமை	tehetséges
திறமை	tehetség
திறமை	tehetséges
தெரிந்த	ismeretes
தெரிந்த	ismertek
தெரிந்த	ismert
செவ்வாய்	keddenként
செவ்வாய்	kedd
செவ்வாய்	kedden
செவ்வாய்	jupiter
செவ்வாய்	marson
செவ்வாய்	mars
மெட்டல்	metál
மெட்டல்	metal
மெட்டல்	fémek
மெட்டல்	fém
மெட்டல்	fémek
கட்டளை	parancsnokság
கட்டளை	parancs
தீர்மானம்	meghatározás
தீர்மானம்	meghatározása
தீர்மானம்	állásfoglalás
தீர்மானம்	határozat
தீர்மானம்	felbontás
கணிதவியலாளர்	matematikus
முஸ்லிம்கள்	muszlimok
தாவரவியல்	botanika
சபையில்	gyülekezet
தழுவி	ölelés
குவாண்டம்	kvantum
குவாண்டம்	megdöbbentő
கணிப்பு	jóslat
கணிப்பு	előrejelzés
அக்பர்	akbar
கண்டுபிடிப்பு	találmány
கண்டுபிடிப்பு	innováció
கண்டுபிடிப்பு	innovációs
பெறப்பட்டது	kapott
பெறப்பட்டது	fogadott
பெறப்பட்டது	beérkezett
எவரும்	bárkinek
எவரும்	valaki
எவரும்	bárkit
எவரும்	bárki
எவரும்	senki
எதையும்	bármit
எதையும்	bármi
நோர்வே	norvégia
புல்	fű
புல்	füvet
சோ	zhou
சோ	cho
எதிர்மறை	negatív
திபெத்திய	tibeti
பருத்தி	gyapot
பருத்தி	pamut
நாய்	kutyus
நாய்	kutyus
நாய்	kutya
பினாங்கு	penang
விழிப்புணர்வு	tudatosság
விபத்தில்	baleset
விபத்தில்	ütközés
விபத்தில்	baleset
விபத்தில்	crash
இருப்பு	egyenleg
இருப்பு	mérleg
இருப்பு	egyensúly
இருப்பு	jelenlét
இருப்பு	jelenléte
இருப்பு	részvény
ஜோர்ஜ்	jorge
இயந்திரங்கள்	robotok
நிலக்கரி	szén
நிலக்கரி	szenet
பதிவுகள்	megjelenés
பதிவுகள்	megjelenések
பதிவுகள்	benyomás
பதிவுகள்	feljegyzések
பதிவுகள்	records
பதிவுகள்	nyilvántartások
பதிவுகள்	nyilvántartás
இருமுறை	kétszer
கட்டிட	épület
முட்டை	tojást
முட்டை	tojás
பட்டி	menü
ஜீ	zee
ஐதராபாத்	hyderabad
நட்சத்திர	csillagos
நட்சத்திர	csillag
நட்சத்திர	sztár
இருந்தபோதிலும்	mindamellett
இருந்தபோதிலும்	mindazonáltal
இளவரசர்	herceg
இளவரசர்	prince
மறுபடியும்	újra
குணம்	attribútum
இறக்குமதி	behozatali
இறக்குமதி	import
இறக்குமதி	importálása
இறக்குமதி	behozatal
ஹாரி	harry
சைமன்	simon
தீவிரமாக	komolyan
பணத்தை	pénz
பணத்தை	pénzt
ஏழை	szegény
ஏழை	szegények
வெளிப்படுத்தும்	felfedje
வெளிப்படுத்தும்	felfedni
காயம்	sérülés
காயம்	károkozás
காயம்	kár
காயம்	seb
காயம்	fáj
காயம்	bántani
காயம்	megsérült
ஆசை	vágy
ஆசை	kívánom
ஆசை	kívánság
ஆசை	bárcsak
விளம்பரம்	hirdetések
விளம்பரம்	hirdetés
விளம்பரம்	hirdetéseket
விளம்பரம்	hirdetési
விளம்பரம்	hirdetések
விளம்பரம்	hirdetés
விளம்பரம்	reklám
விளம்பரம்	hirdetés
விளம்பரம்	reklám
விளம்பரம்	kinevezés
விளம்பரம்	előléptetés
விளம்பரம்	előmozdítása
விளம்பரம்	kiemelés
விளம்பரம்	promóciós
விளம்பரம்	kiemelés
மூலிகைகள்	gyógynövény
மூலிகைகள்	gyógynövények
நீலம்	kék
நீலம்	blue
மாதிரிகள்	minták
மாதிரிகள்	mintákat
வருகிறார்கள்	jövök
வருகிறார்கள்	jön
தொடர்ந்தது	folyamatos
தொடர்ந்தது	folytatása
தொடர்ந்தது	folytatta
தொடர்ந்தது	folytatás
தொடர்ந்தது	folytatódott
அமெரிக்கர்கள்	amerikaiak
கனவு	álmodj
கனவு	álma
கனவு	álom
கனவு	álmodik
கனவு	álmodom
வானிலை	időjárás
கபூர்	kapoor
தேற்றம்	tétel
ஆணை	utasítás
ஆணை	parancsnokság
ஆணை	parancs
அதிகரித்தது	fokozott
அதிகரித்தது	emelkedett
அதிகரித்தது	megnövelt
அதிகரித்தது	megnőtt
அதிகரித்தது	megnövekedett
அதிகரித்தது	nőtt
தாக்கும்	támadás
அன்றாட	naponta
அன்றாட	napi
நிகழ்வில்	esemény
நிகழ்வில்	rendezvény
நியமனம்	kijelölt
நியமனம்	kinevezett
தொண்டு	jótékonyság
தொண்டு	jótékonysági
அதிகரிக்கிறது	javítja
அதிகரிக்கிறது	javul
போர்க்	háború
பரம்பரை	örökség
நேர்காணல்	interjú
தயார்	kész
சிலைகள்	bálványok
சிலைகள்	szobrok
மிதமான	közepes
மிதமான	mérsékelt
சிகாகோ	chicagóban
சிகாகோ	chicagói
சிகாகோ	chicago
எங்கே	hol
எங்கே	ahol
வேண்டியது	kell
காட்டினார்	mutatta
காட்டினார்	mutatott
காட்டினார்	megmutatta
தினசரி	naponta
தினசரி	napi
தீய	gonoszság
தீய	gonosz
தசை	izmok
தசை	izom
வயலின்	hegedű
மறுத்து	elutasított
பன்னிரண்டு	twelve
பன்னிரண்டு	tizenkettő
வாக்கு	szavazz
வாக்கு	szavazás
வாக்கு	szavazat
வாக்கு	szavazzatok
கிளப்	klub
கிளப்	club
ஆவி	ghost
ஆவி	szellem
ஆவி	szellem
ஆவி	lélek
பெட்டிகள்	dobozok
பெட்டிகள்	dobozokat
பெட்டிகள்	ládák
மெய்	mássalhangzó
மெய்	igaz
மெய்	igazi
ஹால்	terem
ஹால்	hall
ஹால்	csarnok
எச்சரிக்கை	figyelmeztetés
எச்சரிக்கை	óvatosság
எச்சரிக்கை	figyelmeztetés
எச்சரிக்கை	riadó
எச்சரிக்கை	riasztás
அரங்கு	színházi
அரங்கு	színház
சாந்தி	shanti
தங்கப்	arany
விரல்	ujja
விரல்	ujját
விரல்	ujj
விரல்	uj
பூச்சிகள்	rovarok
ஜோ	joe
கலாச்சாரம்	tenyésztés
கலாச்சாரம்	kultúra
கட்டுப்பாடுகள்	korlátozások
கட்டுப்பாடுகள்	korlátozás
கட்டுப்பாடுகள்	megszorítások
கட்டுப்பாடுகள்	ellenőrzések
முற்றுகை	ostrom
தகவலை	info
தகவலை	infó
தகவலை	információ
தகவலை	infók
தகவலை	információk
தகவலை	információ
தகவலை	tájékoztatás
தகவலை	információk
பன்றி	disznó
பன்றி	sertés
பன்றி	malac
அதிகரிக்க	növekedés
அதிகரிக்க	növelése
அதிகரிக்க	emelkedés
அதிகரிக்க	növelje
ஏற்க	elfogadni
ஏற்க	elfogadom
ரோம்	róma
ரோம்	rom
அட்டைகள்	kártyák
அட்டைகள்	lapok
அட்டைகள்	kártya
நேரியல்	lineáris
முக்கியமானது	fontos
படிப்பு	persze
படிப்பு	vizsgálat
படிப்பு	tanulmányok
படிப்பு	tanulás
படிப்பு	tanulmány
தட்டச்சு	gépelni
காப்பு	tartalék
காப்பு	erősítés
காப்பு	karkötő
போட்டு	rakd
போட்டு	tedd
வசனம்	párbeszédre
வசனம்	párbeszéd
வசனம்	vers
கற்கள்	stones
கற்கள்	kövek
திறக்கப்பட்டது	megnyitott
திறக்கப்பட்டது	megnyílt
திறக்கப்பட்டது	nyitva
எழுத்துகள்	karakterek
எழுத்துகள்	szereplők
ஏவுகணை	rakéta
நீராவி	gőz
நீராவி	gőzzel
சம்பந்தப்பட்ட	érintett
சம்பந்தப்பட்ட	aggódó
காய்ச்சல்	lázas
காய்ச்சல்	láz
காய்ச்சல்	nátha
காய்ச்சல்	influenza
காய்ச்சல்	influenzás
விட்டம்	átmérője
விட்டம்	átmérő
விட்டம்	átmérőjű
ஆன்மீக	spirituális
ஆன்மீக	szellemi
ஆன்மீக	lelki
எபிரேய	héber
மறைந்த	elrejtve
மறைந்த	rejtett
மறைந்த	elrejtett
நடிக்க	casting
ஏர்லைன்ஸ்	légitársaság
ஏர்லைன்ஸ்	légitársaságok
ஏர்லைன்ஸ்	airlines
அமர்ந்து	ül
அமர்ந்து	ülve
அமர்ந்து	ülök
அமர்ந்து	ülő
சமமான	egyenlők
சமமான	egyenlő
சமமான	egyenlők
சமமான	egyenlőek
சமமான	egyenlő
பட்டை	bárok
பட்டை	rácsok
பட்டை	rúd
பட்டை	rács
பட்டை	bar
பட்டை	bár
சடங்கு	rituálé
சடங்கு	szertartás
சடங்கு	rituális
குகை	barlang
குகை	barlangot
குறைக்கும்	csökkentése
குறைக்கும்	csökkentik
குறைக்கும்	csökkenteni
குறைக்கும்	csökkentse
நாற்பது	negyven
மண்டலங்கள்	régiói
மண்டலங்கள்	régiók
மண்டலங்கள்	zónák
மண்டலங்கள்	övezetek
கோல்டன்	golden
கோல்டன்	arany
அகமது	ahmed
குழாய்கள்	csövek
நோயாளிகள்	páciensek
நோயாளிகள்	betegek
போராளிகள்	harcosok
போராளிகள்	vadászok
நிகழ்கிறது	előfordul
நிகழ்கிறது	megtörténik
நிகழ்கிறது	történik
நீக்கி	visszavonják
முழுவதுமாக	teljesen
கண்டுபிடிக்கப்பட்ட	felfedezte
கண்டுபிடிக்கப்பட்ட	felfedezett
பழங்கால	antik
நேபாளம்	nepál
நேபாளம்	nepáli
இடர்	kockázat
இடர்	kockázatos
ஆடும்	tánc
ஆடும்	táncolni
ஆடும்	táncol
சூழ்நிலை	szituáció
சூழ்நிலை	helyzet
உறவுகள்	kapcsolatok
உறவுகள்	kapcsolatok
கற்றுக்	tanított
நிறுவி	telepítő
நடுநிலை	semleges
கோபம்	düh
கோபம்	harag
கோபம்	dühöt
கோபம்	haragot
கோபம்	dühös
கோபம்	mérges
விழுந்து	esés
விழுந்து	őszi
விழுந்து	zuhanás
விழுந்து	ősszel
விழுந்து	ősz
குழப்பம்	rendetlenség
குழப்பம்	zűrzavar
குழப்பம்	zavart
குழப்பம்	zavartság
குழப்பம்	zűrzavar
குழப்பம்	zavarodott
குழப்பம்	zavart
குழப்பம்	zavaros
குழப்பம்	ütközés
குழப்பம்	konfliktusok
குழப்பம்	konfliktus
குழப்பம்	káosz
மூலக்கூறுகள்	molekulák
துகள்	részecske
தட்டு	tányér
தட்டு	lemez
தட்டு	tányért
தட்டு	tálca
துல்லியமான	pontos
துல்லியமான	precíziós
துல்லியமான	pontosság
நாயர்	nair
பூச்சி	rovarok
பூச்சி	rovar
பூச்சி	pest
நிலைமை	szituáció
நிலைமை	helyzet
எட்டாவது	nyolcadik
சிறுவர்கள்	fiuk
சிறுவர்கள்	fiúk
சிறுவர்கள்	gyerekek
சிறுவர்கள்	kölykök
ஒளியியல்	optika
புரதம்	protein
புரதம்	fehérje
புரதம்	fehérjék
நாகரிகம்	civilizációt
நாகரிகம்	civilizáció
ஆரம்	körzetben
ஆரம்	sugár
பண்ணை	farm
பண்ணை	gazdaság
மேற்பரப்பு	felszín
மேற்பரப்பு	felület
மேற்பரப்பு	felszíni
சாமுவேல்	samuel
பிடித்தது	kedvenc
பிடித்தது	kedvencem
வீரன்	bajnok
கையேடு	kézikönyv
கையேடு	kézi
கையேடு	manuális
கோதுமை	búza
பதிப்புகள்	változatok
விரைந்து	sietett
வளர்ச்சியை	növekedés
