年	año
固有	inherente
固有	intrínseco
固有	intrínseca
地層	estrato
地層	estratos
地層	estrato
重疊	superposiciones
重疊	duplicación
重疊	superposición
重疊	superposiciones
重疊	solapamiento
重疊	superposición
重疊	superposiciones
重疊	solapamiento
健身	entrenamiento
健身	gimnasio
健身	aptitud
健身	fitness
共產主義	comunistas
共產主義	comunista
共產主義	comunismo
候補	alternativo
候補	suplente
候補	suplentes
候補	alternar
候補	alternativa
守門員	portero
守門員	arquero
守門員	portero
守門員	arquero
瓷	porcelana
心跳	latidos
心跳	latido
愛好者	entusiasta
愛好者	entusiastas
傳承	legado
傳承	legacy
傳承	herencia
史前	prehistoria
史前	prehistóricos
史前	prehistórico
禮物	obsequios
禮物	regalos
禮物	regalo
禮物	obsequio
禮物	regalo
禮物	regalar
侵入	allanamiento
侵入	incursiones
里程碑	hitos
里程碑	hito
野外	selva
虐待	abusivo
虐待	abusador
虐待	abusiva
虐待	abuso
虐待	maltrato
虐待	abusos
虐待	maltrato
鋸	vi
鋸	vio
鋸	vieron
鋸	aserrado
可行	factibles
可行	viable
可行	factible
逆轉	invertido
逆轉	reveses
逆轉	invierte
平反	reivindicación
工藝	artesanía
工藝	artesanía
工藝	embarcaciones
工藝	artesanía
工藝	manualidades
工藝	artesanías
解體	desintegración
聊	chatear
聊	charlar
聊	chat
聊	charla
聊	hablar
聊	habla
聊	hable
聊	talk
聊	charla
門檻	umbral
門檻	umbrales
門檻	umbrales
商用	anuncio
商用	comercial
商用	comerciales
先驅	herald
先驅	heraldo
先驅	pioneer
先驅	pionera
先驅	pioneros
先驅	pionero
先驅	pioneros
先知	oracle
先知	oráculo
先知	profeta
挑	elegir
挑	pick
撤離	evacuar
撤離	evacuación
撤離	evacuaciones
產物	producto
估算	estimación
凸	convexa
法學	jurisprudencia
美容	belleza
美容	hermosura
克服	superando
克服	superar
克服	superación
克服	superar
克服	superada
克服	superación
年表	cronología
配件	accesorios
配件	complementos
配件	accesorio
邁阿密	miami
寒冷	frio
寒冷	frías
寒冷	fría
寒冷	frío
寒冷	cold
數學家	matemático
數學家	matemáticos
靴	bota
靴	boot
靴	arranque
靴	botas
靴	botines
晚會	gala
手冊	manual
手冊	manuales
手冊	manuales
手冊	manual
整數	enteras
整數	entero
整數	entera
整數	enteros
致死	letales
致死	letal
調節	acondicionado
調節	condicionamiento
調節	acondicionador
調節	acondicionamiento
瑞安	ryan
馬尼拉	manila
妖精	duendes
妖精	duende
預防	preventivo
預防	prevención
預防	preventivas
預防	preventivos
預防	preventiva
預防	prevención
修士	fraile
表決	voto
表決	votaciones
表決	votación
表決	votación
表決	votando
表決	votaciones
表決	votar
阿爾巴尼亞	albania
濫用	abusado
濫用	abusivo
濫用	abusador
濫用	abusiva
濫用	abuso
濫用	maltrato
濫用	abusos
濫用	abusos
好萊塢	hollywood
汁	jugos
汁	jugo
汁	zumos
汁	juice
汁	zumo
小吃	refrigerio
小吃	aperitivo
小吃	snack
小吃	bocadillo
小吃	merienda
小吃	aperitivos
小吃	bocadillos
小吃	merienda
小吃	snacks
海王星	neptuno
犁	arar
犁	arado
犁	arar
犁	arado
黃昏	penumbra
黃昏	twilight
黃昏	crepúsculo
黃昏	ocaso
黃昏	anochecer
地理位置	geografía
演變	evolution
演變	evolución
航程	travesía
航程	viaje
辣	picante
辣	picantes
適當	apropiada
適當	apropiadas
適當	apropiados
適當	adecuado
適當	apropiado
夾	clip
某人	alguien
階層	estrato
階層	estratos
貨車	camiones
貨車	camioneta
貨車	camión
貨車	camion
貨車	camioneta
貨車	van
貨車	furgoneta
熱情	entusiasmo
熱情	pasión
熱情	pasion
天天	cotidiano
天天	cotidiana
手動	manuales
手動	manual
噪音	ruidos
噪音	ruido
噪音	ruidos
噪音	sonidos
星期三	miércoles
星期三	miercoles
評論家	críticas
評論家	crítica
評論家	críticos
評論家	crítico
評論家	critico
評論家	crítica
尿	orinar
尿	orina
尿	pis
尿	orina
尿	orina
尿	pis
尿	meo
電源	potencia
電源	power
電源	poder
大洋	taiyo
大洋	océano
大洋	mar
大洋	oceano
演說	discurso
侯爵	marqués
侯爵	marqués
德克薩斯州	tejas
德克薩斯州	texas
學員	cadetes
學員	cadetes
學員	cadete
學員	aprendices
矮星	enanos
矮星	enano
矮星	enana
可行性	viabilidad
構想	concepto
主修	comandante
主修	major
主修	mayor
支柱	pilares
支柱	pilar
帳戶	cuenta
公國	principado
公國	ducado
東洋	toyo
曲棍球	hockey
靈感	inspirada
靈感	inspiró
靈感	inspirado
靈感	inspirados
靈感	inspiración
詮釋	interpreta
詮釋	interpretar
哲學家	filósofos
哲學家	filósofo
太田	ota
計算機	computadora
計算機	ordenador
計算機	informática
計算機	computadoras
計算機	ordenadores
計算機	informática
計算機	computadores
計算機	computadoras
計算機	ordenadores
財政部	tesorería
財政部	tesoro
財政部	hacienda
買賣	comerciar
買賣	trading
買賣	comercio
買賣	rebajas
買賣	venta
改正	rectificación
改正	corrección
改正	rectificación
制裁	sanción
制裁	sancionado
制裁	sanciones
可怕	miedo
可怕	asusta
可怕	aterrador
刺客	asesino
刺客	asesina
刺客	asesinos
手稿	manuscritos
手稿	manuscrito
手稿	manuscritos
中川	nakagawa
櫻井	sakurai
外面	fuera
外面	afuera
外面	exterior
替換	reemplazo
替換	sustitución
替換	sustituya
替換	sustituir
替換	reemplazar
替換	reemplazo
純粹	puramente
純粹	puras
純粹	pura
純粹	puro
純粹	puros
創始人	fundadores
創始人	fundadores
創始人	fundador
創始人	fundadora
精密	sofisticados
精密	sofisticado
精密	sofisticadas
精密	sofisticada
精密	sofisticación
精密	precisión
輕鬆	facil
輕鬆	sencilla
輕鬆	fácil
輕鬆	sencillo
輕鬆	easy
友情	amistades
友情	amistad
沙特	saudí
沙特	saudita
沙特	sauditas
沙特	saudi
引述	citado
引述	citó
引述	cotizado
引述	citar
引述	cita
引述	cotización
引述	cotizar
引述	citar
引述	citando
引述	citas
引述	frases
引述	cotizaciones
引述	comillas
萬里	miles
萬里	millas
萬里	kilómetros
繼承人	heredera
繼承人	heredero
繼承人	herederos
導航	navegante
導航	navegador
導航	navegación
導航	navegando
鵰	águila
鵰	eagle
鵰	aguila
退化	degeneración
退化	degradadas
退化	degradado
退化	degradados
退化	degenerativa
退化	degenerado
退化	degradación
季度	trimestralmente
季度	trimestrales
季度	trimestre
季度	trimestral
季度	trimestre
周日	domingo
向下	down
向下	abajo
領銜	encabezando
佛羅里達州	florida
尼泊爾	nepal
國會議員	congresista
國會議員	diputado
國會議員	congresistas
雙重	dobles
雙重	doble
雙重	dual
吞	golondrina
吞	tragar
捕捉	capturan
捕捉	capturar
捕捉	captura
捕捉	capturas
捕捉	capturando
捕捉	capturar
捕捉	captura
捕捉	captura
捕捉	capturas
冶金	metalúrgico
冶金	metalúrgica
冶金	metalurgia
冶金	metalúrgico
冶金	metalúrgica
冶金	metalurgia
代數	algebraica
代數	álgebra
堀	hori
重申	reafirmación
重申	reitero
重申	reiterar
重申	reafirmando
重申	reafirmación
重申	reiterando
降雨	lluvias
降雨	precipitaciones
降雨	precipitación
偶爾	ocasionalmente
選項	opciones
選項	opcion
選項	opción
貴州	guizhou
部族	clan
部族	tribu
部族	clanes
部族	tribus
折扣	descuentos
折扣	descuento
折扣	descontado
折扣	descuento
折扣	rebajas
折扣	descuentos
折扣	promociones
折扣	descuento
氣氛	atmosfera
氣氛	ambiente
氣氛	atmósfera
糧	cereales
糧	grano
糧	granos
反派	villano
反派	villanos
反派	villanos
召回	recordar
頻繁	frecuentemente
頻繁	frecuente
頻繁	frecuentes
頻繁	frecuente
頻繁	frecuentes
保密	confidencialidad
保密	confidencial
保密	confidenciales
保密	confidencial
保密	sigilo
保密	secreto
保密	secretismo
姿態	gesto
姿態	gestos
姿態	postura
渡輪	ferry
渡輪	transbordador
渡輪	transbordadores
渡輪	transbordadores
渡輪	ferries
財富	riquezas
財富	riqueza
財富	fortuna
財富	fortune
財富	riquezas
財富	riqueza
轉化	transformación
轉化	transformaciones
分泌	secreción
浪費	desperdiciado
浪費	desperdicio
浪費	desechos
浪費	desecho
浪費	residuos
浪費	residuo
蕉	plátano
蕉	banano
蕉	plátanos
蕉	banana
蕉	bananas
性感	sexy
性感	sexi
性感	sensual
性感	sexys
廢物	desperdicio
廢物	desechos
廢物	desecho
廢物	residuos
廢物	residuo
廢物	desechos
廢物	residuos
存取	acceda
存取	accesos
存取	acceso
存取	access
存取	acceder
存取	consultado
存取	accedido
存取	acceder
存取	acceso
存取	accediendo
初級	júnior
初級	junior
初級	primario
初級	primarias
初級	primarios
初級	primaria
香蕉	plátano
香蕉	banano
香蕉	plátanos
香蕉	banana
香蕉	bananas
香蕉	plátano
香蕉	banano
香蕉	plátanos
香蕉	bananas
迷宮	laberinto
迷宮	laberinto
大乘	mahayana
度量	métricas
度量	métrica
度量	mide
度量	medida
度量	medir
度量	medición
度量	mediciones
度量	medida
州長	gobernadora
州長	gobernador
省略	omitiendo
省略	omitido
省略	omitir
省略	omite
省略	omisión
驚人	asombroso
驚人	sorprendente
驚人	increíble
驚人	increible
振興	rejuvenecimiento
振興	revitalización
振興	revitalizar
振興	revitalización
振興	renacimiento
振興	reactivación
振興	resurgimiento
振興	revitalización
伽利略	galileo
氦	helio
金沙	arenas
金沙	sands
利比亞	libia
畜牧	ganado
畜牧	ganadero
畜牧	ganadería
教士	clérigo
鯨魚	ballenas
鯨魚	ballenas
鯨魚	ballena
鯨魚	whale
告白	confesión
告白	confesiones
告白	confesiones
貪污	malversación
處分	enajenación
處分	disposición
難度	dificultad
難度	dificultades
不列顛	britania
不列顛	britania
不列顛	britannia
士林	shilin
攔截	intercepción
攔截	interceptar
攔截	interceptación
攔截	intercepción
攔截	interceptación
海事	marinos
海事	marinas
海事	marino
海事	marina
海事	marine
海事	marítimo
海事	marítimas
海事	marítimos
海事	marítima
減輕	atenuantes
減輕	mitigar
減輕	mitigación
減輕	aligerar
減輕	atenuación
減輕	mitigación
視野	visualizar
視野	visualiza
視野	visión
視野	vision
結尾	end
結尾	fin
結尾	final
結尾	terminando
胸部	tórax
胸部	cofre
胸部	pecho
胸部	mama
胸部	pechuga
胸部	seno
胸部	pecho
二郎	jiro
破產	insolvencia
破產	quiebras
破產	bancarrota
破產	quiebra
精神病	psicosis
左側	izquierda
左側	izquierdo
業主	propietario
業主	dueño
業主	propietarios
業主	dueña
業主	propietaria
業主	propietarios
業主	dueños
業主	propietario
業主	casero
業主	arrendador
喜好	preferencias
喜好	preferencia
小泉	koizumi
纖維	fibra
纖維	fibras
纖維	fibra
纖維	fibras
纖維	tela
纖維	tejido
纖維	fibras
海港	harbor
海港	puerto
海港	harbour
渴望	anhelo
渴望	nostalgia
渴望	ansioso
渴望	ansiosa
渴望	ansiosos
渴望	impaciente
渴望	antojos
渴望	antojo
渴望	ansia
渴望	ansias
渴望	anhelo
矩陣	matrices
矩陣	matrices
矩陣	matrix
矩陣	matriz
攝影師	fotógrafa
攝影師	fotografo
攝影師	fotógrafo
攝影師	camarógrafo
攝影師	fotógrafos
挑選	selección
挑選	elegir
挑選	pick
會談	conversaciones
會談	charlas
聖誕節	navidad
聖誕節	navidades
聖誕節	navidad
塔吉克	tayikistán
學歷	educación
學歷	enseñanza
學歷	educacion
座標	coordinadas
座標	coordina
座標	coordenadas
急性	aguda
急性	agudos
急性	agudas
急性	agudo
扭	twist
扭	giro
繩	cuerda
繩	soga
超音速	supersónico
特技	acrobacias
特技	acrobacias
睡眠	duerma
睡眠	duerme
睡眠	dormir
睡眠	sueño
建構	construcciones
建構	construir
採購	adquisiciones
採購	contratación
採購	adquisición
採購	compras
忘記	olvide
忘記	olvido
忘記	olvidar
忘記	olvida
懲罰	penal
懲罰	sanción
懲罰	pena
懲罰	penalización
懲罰	penas
懲罰	castigos
懲罰	sanciones
懲罰	penalizaciones
懲罰	castigos
懲罰	castigo
離職	separaciones
離職	separación
對比	comparación
對比	comparaciones
對比	comparaciones
對比	contrastes
對比	contraste
圍繞	alrededor
圍繞	around
光線	ligera
光線	light
光線	luz
光線	ligero
信用	crédito
信用	credit
信用	credito
信用	créditos
信用	créditos
重生	renacer
重生	renacido
重生	renacimiento
重生	renacer
裁撤	supresión
裁撤	abolición
裁撤	abolición
詞典	diccionarios
詞典	diccionario
申請者	solicitante
申請者	demandante
申請者	aspirantes
申請者	solicitantes
自由主義	liberal
自由主義	liberales
自由主義	liberalismo
缺點	debilidades
缺點	debilidad
缺點	carencias
缺點	deficiencias
缺點	inconvenientes
缺點	desventajas
缺點	defectos
缺點	fallas
缺點	desventaja
缺點	desventajas
禮儀	etiqueta
禮儀	modales
禮儀	ceremonias
禮儀	ceremonial
內建	construidos
內建	construido
內建	construida
土司	brindis
土司	tostada
土司	tostadas
農村	campiña
農村	campo
農村	rural
農村	rurales
報復	revancha
報復	venganza
頂點	apex
頂點	vértice
頂點	ápice
頂點	vértice
頂點	vértices
多功能	multifuncionales
多功能	multifuncional
多功能	multifunción
多功能	polivalente
途徑	vías
覺醒	despertar
覺醒	despertando
覺醒	despertar
覺醒	despierta
例行	rutina
例行	rutinario
已婚	casadas
已婚	casada
已婚	casado
已婚	casados
微分	diferenciación
微分	diferencial
微分	diferenciales
傳教	misioneros
傳教	misionero
傳教	misionera
塑造	moldeado
塑造	moldear
塑造	moldeo
塑造	conformación
交替	alternar
交替	alternando
交替	alterna
交替	alternancia
手臂	brazo
手臂	arm
雙手	manos
魔神	mágica
魔神	mágico
魔神	magic
魔神	magia
極度	extremadamente
極度	extrema
極度	extremo
極度	extreme
極度	extremos
交出	rendirse
交出	rendición
交出	entrego
獲取	conseguir
獲取	consigue
獲取	obtener
獲取	obtenga
屠殺	masacres
屠殺	matanza
屠殺	masacre
屠殺	matanzas
屠殺	matanza
屠殺	masacre
屠殺	matanzas
大邱	daegu
演習	ejercicios
演習	ejercicios
演習	ejercicio
演習	taladro
巴拿馬	panamá
巴拿馬	panama
攝氏	celsius
攝氏	centígrados
匹配	cerillas
匹配	fósforos
匹配	coincidencias
匹配	partidos
匹配	coincidir
匹配	cerilla
匹配	partido
匹配	coincidencia
匹配	match
損害	daños
損害	daño
斷層	defectos
斷層	fallos
斷層	fallas
斷層	faltas
力士	lux
電波	ondas
出境	salir
出境	salida
出境	partida
出境	salida
郊區	suburbio
郊區	suburbana
郊區	afueras
郊區	periferia
郊區	suburbios
郊區	periferia
哈哈	jaja
哈哈	haha
哈哈	jajajaja
哈哈	jejeje
哈哈	jajaja
哈哈	lol
願望	deseo
願望	desea
願望	deseo
願望	desearía
願望	desee
願望	desea
願望	deseos
阿拉伯人	árabes
貧窮	pobreza
光滑	escurridizo
光滑	resbaladizo
光滑	suave
光滑	liso
君子	caballero
君子	caballeros
福井	fukui
河岸	ribera
遲	tarde
遲	tardía
詞語	palabras
生物學	biológica
生物學	biológicas
生物學	biológicos
生物學	biológico
生物學	biología
債務	deudas
債務	deudas
債務	endeudamiento
債務	deuda
光芒	resplandor
光芒	brilla
光芒	resplandor
塾	sook
俄語	rusia
俄語	rusas
俄語	rusa
俄語	ruso
俄語	rusos
穿梭	lanzadera
穿梭	transbordador
穿梭	trasbordador
按鈕	botones
按鈕	botón
按鈕	button
按鈕	boton
陣線	fachada
陣線	frontal
陣線	front
陣線	frente
陣線	delantero
分化	divida
分化	divisoria
分化	dividir
分化	divide
氨基	aminoácidos
週日	domingo
跆拳道	taekwondo
跆拳道	kickboxing
題目	tópico
題目	tema
題目	tópicos
題目	temáticas
題目	temas
高知	kōchi
高知	kochi
忙	ocupada
忙	ocupado
忙	ocupados
忙	ocupadas
半導體	semiconductores
半導體	semiconductores
評分	calificar
評分	clasificación
評分	habilitación
評分	calificación
評分	rating
評分	calificado
評分	nominal
評分	calificados
評分	clasificado
評分	audiencias
評分	calificaciones
評分	clasificaciones
評分	calificar
評分	tasa
附件	adjunto
附件	apego
黃埔	whampoa
泡沫	burbujas
泡沫	burbuja
泡沫	espuma
泡沫	espumas
泡沫	burbujas
泡沫	burbuja
狀元	erudito
狀元	estudioso
動員	movilización
動員	movilizar
動員	movilización
動員	movilizarse
動員	moviliza
動員	movilizar
動員	movilización
動員	movilizando
動員	movilización
倉庫	almacén
倉庫	almacen
發電機	generadores
發電機	generadores
發電機	generador
比喻	parábola
比喻	metáfora
比喻	metáforas
比喻	analogía
齋藤	saito
埋葬	sepultura
埋葬	entierro
埋葬	entierro
埋葬	enterrar
埋葬	sepultado
埋葬	enterrada
埋葬	enterrados
埋葬	enterrado
松鼠	ardilla
松鼠	ardillas
松鼠	ardillas
衫	camiseta
衫	camisa
衫	playera
塵	polvo
相撞	colisión
相撞	colisiones
相撞	chocan
多多	toto
臨床	clínico
臨床	clínicos
臨床	clínica
臨床	clínicamente
繞道	desvío
繞道	derivación
繞道	bypass
繞道	circunvalación
住院	hospitalizados
住院	hospitalizado
住院	hospitalización
自願	voluntario
自願	voluntariado
自願	voluntaria
輸	perdido
輸	lost
輸	perdida
輸	perdidos
輸	perdió
輸	perdidas
輸	perder
輸	pierden
輸	pierda
輸	pierdo
輸	pierde
林子	maderas
林子	bosque
林子	woods
林子	bosques
方形	cuadrado
方形	square
方形	cuadrada
方形	plaza
岡田	okada
強行	forzoso
猜想	conjetura
猜想	conjeturas
愛國	patriótico
愛國	patriótica
愛國	patriota
祝福	bendición
祝福	bendiciones
祝福	bendecido
祝福	bendita
祝福	bendecidos
祝福	bendecida
祝福	bendito
人類學	antropológico
陷阱	trampa
陷阱	trampas
倒數	countdown
倒數	conteo
編纂	recopilación
編纂	compilación
編纂	codificación
遺傳	genéticas
遺傳	genética
遺傳	genético
遺傳	genéticos
遺傳	genética
遺傳	hereditario
遺傳	hereditaria
雨水	lluvia
雨水	lluvias
無數	sinnúmero
無數	innumerables
無數	incontables
干預	interferencia
干預	intromisión
干預	interferencias
干預	injerencia
干預	injerencias
干預	intervenir
干預	intervenga
干預	intervienen
干預	interviene
干預	intervenciones
干預	intervención
崩潰	choque
崩潰	crash
崩潰	accidente
崩潰	caída
崩潰	colapso
崩潰	desplome
崩潰	derrumbe
手球	balonmano
車票	entradas
車票	billetes
車票	boletos
車票	tickets
車票	pasaje
車票	ticket
車票	boleto
車票	billete
射箭	arquería
牛頓	newton
糖尿病	diabético
糖尿病	diabética
糖尿病	diabéticos
糖尿病	diabetes
訂購	ordenar
訂購	ordenando
訂購	encargar
訂購	ordenados
訂購	ordenado
訂購	ordenó
訂購	orden
訂購	ordenar
訂購	encargo
訂購	pedido
訂購	pedidos
鋁	aluminio
鋁	aluminio
謀殺	asesinato
謀殺	asesinatos
謀殺	homicidio
師傅	maestro
師傅	master
師傅	máster
師傅	amo
探測器	detector
探測器	sonda
探測器	detectores
探測器	sondas
可靠性	confiabilidad
可靠性	fiabilidad
托馬斯	tomás
托馬斯	thomas
托馬斯	tomas
壟斷	monopolios
壟斷	monopolización
壟斷	monopolio
壟斷	monopolios
變數	variable
變數	variables
變數	variables
切割	cortar
切割	corte
雙胞胎	gemela
雙胞胎	twin
雙胞胎	gemelos
雙胞胎	gemelo
雙胞胎	gemelas
雙胞胎	mellizos
雙胞胎	gemelos
聰明	listo
聰明	inteligentes
聰明	smart
聰明	inteligente
語文	idiomas
語文	lenguas
語文	lengua
語文	idioma
語文	lenguaje
語文	idiomas
法西斯	fascista
法西斯	fascistas
大主教	arzobispo
量化	cuantitativas
量化	cuantitativa
量化	cuantitativo
量化	cuantitativos
量化	cuantificación
量化	cuantificables
量化	cuantificados
量化	cuantificar
量化	cuantificación
鯉魚	carpas
鯉魚	carpa
有時候	aveces
曼哈頓	manhattan
植被	vegetación
老大	jefa
老大	jefe
老大	boss
解答	respuestas
同居	convivencia
同居	cohabitación
大象	elefante
大象	elefantes
大象	elefante
遊樂場	patios
會場	lugar
閻	yan
回覆	contestar
回覆	contestación
回覆	responder
回覆	respuesta
回覆	respuestas
衰變	desintegración
衰變	decadencia
衰變	descomposición
感應	vibra
感應	inducción
塑膠	plástica
塑膠	plástico
塑膠	plásticos
塑膠	plástica
塑膠	plásticos
塑膠	plástico
排斥	ostracismo
排斥	exclusión
排斥	exclusiones
連鎖	cadena
企鵝	pingüinos
企鵝	pingüino
企鵝	pingüinos
沙灘	playas
沙灘	playa
沙灘	playas
沙灘	playa
賓夕法尼亞	pennsylvania
賓夕法尼亞	pensilvania
騎師	jockey
騎師	jinete
高棉	khmer
高棉	jemeres
懸	colgado
懸	ahorcamiento
懸	colgando
頒布	promulgadas
頒布	promulgada
頒布	promulgado
頒布	promulgó
頒布	promulgación
頒布	promulgación
頒布	promulgar
頒布	promulgadas
頒布	promulgada
頒布	promulgado
浪潮	marea
浪潮	oleada
浪潮	ola
浪潮	onda
浪潮	wave
盈利	ganancia
盈利	beneficio
盈利	provecho
盈利	ganancias
盈利	beneficios
盈利	rentables
盈利	rentable
盈利	rentabilidad
過渡	transición
過渡	transiciones
傳教士	misioneros
傳教士	misioneros
傳教士	misionero
傳教士	misionera
表揚	encomio
表揚	elogio
表揚	elogios
表揚	alabanza
表揚	alabanzas
表揚	alabado
每個人	todos
每個人	todos
辜	koo
目睹	presenciando
濕	mojados
濕	húmedo
濕	mojado
濕	mojada
濕	húmeda
獲准	permitida
獲准	permitidos
獲准	permitido
摩西	moses
摩西	moisés
降級	rebajar
降級	degradado
降級	degradados
網際網路	internet
遠藤	endo
戶外	exteriores
戶外	exterior
文憑	diplomado
文憑	diploma
文憑	diplomas
氨基酸	aminoácidos
脊椎	espina
脊椎	columna
脊椎	lomo
空缺	vacante
空缺	vacantes
空缺	vacantes
空缺	vacante
空缺	vacantes
阻擋	bloqueando
阻擋	bloqueo
阻擋	bloquear
巡邏	patrullar
巡邏	patrullas
巡邏	patrullaje
巡邏	patrullando
巡邏	patrullas
巡邏	patrullaje
巡邏	patrullar
巡邏	patrulla
巡邏	patrullaje
巡邏	patrullas
睡	duerma
睡	duerme
睡	dormir
睡	sueño
睡	durmiendo
睡	dormido
睡	dormir
睡	dormida
溴	bromo
扭力	par
扭力	torsión
蛋糕	pastel
蛋糕	bizcocho
蛋糕	torta
蛋糕	tarta
蛋糕	pasteles
蛋糕	tartas
蛋糕	tortas
沙巴	sabah
對待	tratarlo
對待	tratar
持股	participaciones
崇德	virgilio
過期	expirar
過期	expirado
過期	caducado
過期	expiró
過期	expira
過期	caduca
庇護	manicomio
庇護	asilo
恐慌	pánico
前輩	anciano
前輩	elder
海嘯	tsunami
海嘯	tsunamis
海嘯	tsunamis
旋風	ozono
旋風	ciclón
旋風	torbellino
殘疾	minusválidos
殘疾	desactivada
殘疾	desactivado
殘疾	discapacitados
殘疾	discapacitado
殘疾	discapacidad
殘疾	discapacidades
殘疾	discapacidad
殘疾	invalidez
殘疾	incapacidad
殘疾	discapacidades
聖地牙哥	santiago
推定	presunción
推定	presunciones
推定	presunción
推定	presunto
推定	presunta
處決	ejecución
處決	ejecuciones
自傳	autobiografía
自傳	biografías
自傳	biografía
哇	wow
哇	guau
哇	vaya
病患	pacientes
病患	paciente
病患	pacientes
碳酸	carbonato
漁業	pesca
漁業	pesquerías
漁業	pesquería
漁業	pescar
漁業	pesca
漁業	pescando
硼	boro
命中	aciertos
命中	hits
命中	éxitos
命中	golpeó
命中	hit
命中	golpear
互通	interoperables
大野	ono
杜鵑	rhododendron
杜鵑	cuco
定型	estereotipadas
大理石	mármol
撥款	asignación
撥款	asignaciones
撥款	dotaciones
炭	carbón
炭	carbon
炭	carbono
炭	carbón
特效	efecto
特效	efectos
疑問	duda
疑問	dudas
疑問	dudar
疑問	dudo
步驟	escalón
步驟	step
步驟	paso
步驟	peldaños
步驟	pasos
步驟	escalones
大洲	continentes
大洲	continente
織	tejer
救助	salvamento
救助	rescate
救助	salvar
救助	salvage
縮小	angosto
縮小	estrechas
縮小	estrecha
縮小	estrecho
縮小	estrechos
縮小	psiquiatra
衡量	medición
衡量	medir
衡量	medición
衡量	mediciones
衡量	medida
衡量	mide
衡量	medida
衡量	medir
高興	feliz
高興	felices
高興	contenta
高興	contento
高興	happy
電路	circuitos
電路	circuito
電路	circuitos
墓園	cementerio
間隔	intervalos
間隔	intervalo
間隔	espacio
海岸線	litoral
海岸線	costa
海岸線	costas
海岸線	litoral
海岸線	litoral
海岸線	costa
擢	mew
擢	mea
詩歌	poemas
詩歌	poesía
善良	amable
善良	bondad
善良	gentileza
善良	amabilidad
流失	desagüe
流失	drenaje
氧化物	óxidos
氧化物	óxido
氧化物	óxidos
正方形	cuadrado
正方形	square
正方形	cuadrada
正方形	plaza
保守派	conservadores
保守派	conservadora
保守派	conservadoras
保守派	conservadores
保守派	conservador
判刑	sentencia
判刑	sentencias
判刑	sentenciado
判刑	condenado
判刑	condenados
判刑	sentenciados
判刑	sentencias
判刑	frases
判刑	oraciones
判刑	frase
判刑	sentencia
剪輯	edición
剪輯	editando
剪輯	editar
剪輯	montaje
剪輯	clip
灶	estufas
灶	estufa
複數	plural
英勇	valentía
氯化	cloruro
氯化	cloración
印度教	hinduismo
印度教	hindúes
印度教	hindú
外貌	aspecto
外貌	aparición
外貌	comparecencia
外貌	apariencia
短缺	carencias
短缺	escasez
短缺	escasez
音節	sílaba
音節	sílabas
傻	estúpido
傻	estúpidos
傻	estúpida
傻	tonto
傻	tonta
跳躍	jump
跳躍	salto
跳躍	salta
跳躍	saltar
跳躍	saltos
跳躍	salto
跳躍	saltando
跳躍	saltar
測驗	test
測驗	probar
測驗	prueba
測驗	ensayo
測驗	tests
測驗	ensayos
測驗	pruebas
測驗	ensayos
測驗	probando
測驗	pruebas
測驗	ensayo
測驗	cuestionario
伯德	pajaro
伯德	aves
伯德	pájaro
伯德	ave
峽谷	cañones
峽谷	garganta
峽谷	desfiladero
峽谷	canyon
峽谷	cañón
峽谷	cañon
傳聞	oídas
傳聞	habladurías
傳聞	rumor
飼養	cría
飼養	reproductores
飼養	crianza
飼養	reproducción
氣壓	presión
氣壓	presiones
氣壓	presion
戰區	teatro
微波	microondas
液體	líquidos
液體	fluido
液體	fluida
液體	líquido
液體	fluidos
液體	liquido
液體	líquida
液體	líquido
液體	líquidos
回顧	recordando
回顧	recapitulación
住宿	hospedaje
住宿	alojamiento
住宿	alojamientos
住宿	alojamiento
住宿	alojarse
住宿	alojamientos
住宿	alojamiento
信念	faith
信念	fe
信念	fé
信念	convicción
信念	convencimiento
槍擊	disparos
槍擊	disparo
槍擊	tiroteo
槍擊	tiro
槍擊	rodaje
荷馬	homer
荷馬	homero
落地	desembarco
落地	desembarque
落地	aterrizando
落地	aterrizar
落地	aterrizaje
墓碑	lápida
墓碑	lápida
國歌	himno
彈頭	ojivas
彈頭	ojiva
彈頭	balazo
彈頭	bala
彈頭	ojivas
內心	dentro
內心	adentro
內心	inside
內心	interior
新鮮	frescas
新鮮	fresh
新鮮	frescos
新鮮	fresco
新鮮	fresca
畏	angustia
沼澤	ciénaga
沼澤	pantano
沼澤	marismas
沼澤	pantano
沼澤	marsh
沼澤	ciénaga
沼澤	pantano
圍攻	asedio
圍攻	sitio
表情	expresión
幻影	phantom
幻影	fantasma
幻影	espejismo
幻影	mirage
氟化	flúor
氟化	fluoruro
遙遠	lejano
遙遠	lejana
遙遠	lejano
遙遠	lejana
遙遠	distante
遙遠	distantes
遙遠	lejanos
躲避	esquivar
躲避	esquivando
各式	surtido
各式	surtidos
各式	surtido
各式	variada
塑像	estatuas
塑像	estatua
牛肉	carne
牛肉	vacuno
牛肉	ternera
樓梯	escaleras
樓梯	escalones
樓梯	escalera
樓梯	escalera
狩獵	hunt
狩獵	cazar
狩獵	caza
狩獵	cacería
狩獵	cazo
狩獵	cazar
狩獵	caza
狩獵	cacería
狩獵	cazando
專科	especialidades
穩	constante
等候	esperándote
等候	esperando
等候	esperar
下屬	subordinados
末日	doomsday
動機	motivo
動機	motivación
