και	and
ελισάβετ	elizabeth
ελισάβετ	elisabeth
διαμάχη	controversy
διαμάχη	dispute
γεωμετρικά	geometrical
βαθμός	degree
βαθμός	grade
βαθμός	rank
σταθερή	fixed
σταθερή	steady
σταθερή	stable
κριτήριο	criterion
κοινωνικές	social
φρανκ	frank
δάση	forestry
δάση	forests
δάση	forest
φιλόσοφοι	philosophers
ουγγαρία	hungary
ακρόπολη	acropolis
ακρόπολη	citadel
μαθητής	pupil
μαθητής	student
γιους	sons
υποψηφιότητες	nominations
πρεμιέρα	premiere
βιογραφικό	bio
βιογραφικό	resume
θεά	goddess
πελοποννήσου	peloponnese
κρίσιμη	critical
κρίσιμη	crucial
καταλαμβάνει	occupies
ηράκλειο	heraklion
κωδικός	password
κωδικός	code
τύχη	fortune
τύχη	luck
παραμένουν	remain
επικοινωνία	communication
επικοινωνία	contact
επικοινωνία	communications
γεωγραφική	geographical
αποδίδεται	attributed
είδε	saw
δόξα	fame
δόξα	glory
κέρκυρας	corfu
πέμπτη	fifth
πέμπτη	thursday
ποσότητες	quantities
ποσότητες	quantity
καθολική	catholic
καθολική	universal
αίσθηση	feeling
αίσθηση	sensation
αίσθηση	sense
εξίσωση	equation
μοίρα	squadron
μοίρα	destiny
μοίρα	fate
αραβικά	arabic
ασθένεια	illness
ασθένεια	disease
ασθένεια	sickness
αρχαίος	ancient
σύνοδο	summit
φυλακή	jail
φυλακή	prison
πλήρης	full
πλήρης	complete
στρατιωτικοί	military
αποσύρθηκε	retired
αποσύρθηκε	withdrawn
αγγλικό	english
περιουσία	fortune
περιουσία	estate
αθλητικό	athletic
αθλητικό	sporting
οργανώσεις	organizations
οργανώσεις	organisations
κενό	gap
κενό	vacuum
κενό	void
κενό	empty
κενό	blank
ιβάν	ivan
αποτελούνταν	consisted
προτείνει	recommends
προτείνει	proposes
βαθμοί	grades
βαθμοί	points
βαθμοί	degrees
σάντα	santa
στέλεχος	strain
παπαδόπουλος	papadopoulos
σμύρνη	izmir
αριστερό	left
σίγουρα	sure
σίγουρα	definitely
λαμβάνοντας	taking
σχετικές	relevant
σχετικές	related
μοριακή	molecular
σχηματισμό	formation
τυπικά	formally
τυπικά	typical
τυπικά	typically
πέραν	beyond
άγγελος	angel
συνεχή	continuous
ευαισθησία	sensitive
ευαισθησία	sensitivity
ευαισθησία	tenderness
κόρες	pupils
κόρες	daughters
οργανική	organic
εργοστάσιο	plant
εργοστάσιο	factory
θερμοκρασίες	temperatures
προσωρινή	temporary
προσωρινή	provisional
προσωρινή	temp
κωμωδία	comedy
συρίας	syria
συρίας	syrian
ηθοποιό	actress
φυλές	tribes
φυλές	clans
φυλές	races
συγγραφή	writing
κύπρος	cyprus
κυβερνήτη	captain
κυβερνήτη	governor
ζωντανά	live
πίτερ	peter
αποφασίζει	decides
εκπρόσωπος	spokesman
εκπρόσωπος	representative
εκπρόσωπος	delegate
κατασκευές	construction
κατασκευές	structures
κατασκευές	constructions
γέννηση	birth
αλεξάντερ	alexander
άκρη	edge
συναυλία	concert
βυζαντινοί	byzantines
γιορτή	holiday
γιορτή	feast
γιορτή	celebration
μάντσεστερ	manchester
έγγραφα	documents
λειτουργίες	functions
τακτική	regular
τακτική	tactics
τακτική	tactic
τακτική	tactical
περιγράφεται	described
κάλυψη	cover
κάλυψη	coverage
σαφώς	clearly
μαρκ	marc
μαρκ	mark
ψευδώνυμο	alias
ψευδώνυμο	nickname
ψευδώνυμο	pseudonym
ποπ	pdo
ποπ	pop
προγραμματισμού	programming
ωκεανό	ocean
πέρσες	persians
έννοιες	concepts
καλλιτεχνική	artistic
θρησκευτική	religious
πακιστάν	pakistan
παναγία	madonna
ζούσε	lived
πρωταγωνιστές	protagonists
βιέννης	vienna
εκθέσεις	exhibitions
εκθέσεις	reports
πλευρό	rib
ανεξάρτητο	independent
καλλιέργεια	culture
καλλιέργεια	cultivation
παραίτηση	resignation
παραίτηση	waiver
πλάκα	fun
βήματα	footsteps
βήματα	steps
διαμόρφωση	configuration
διαμόρφωση	shaping
σερ	ser
λέγοντας	saying
καταστάσεις	situations
πεδία	fields
χάσει	lost
βρετανοί	british
σμιθ	smith
σκέψη	thought
σκέψη	thinking
αντώνιος	antony
διεθνώς	internationally
φυσικές	natural
πγδμ	macedonian
πγδμ	macedonia
σωστή	correct
δυναμικό	potential
δυναμικό	dynamic
πρωτότυπο	prototype
πρωτότυπο	original
ουσίες	substances
βλέπε	see
ενημέρωση	update
προεδρία	presidency
χίου	chios
παο	pao
ροή	feed
ροή	flow
ροή	stream
υπολογιστές	computers
υπολογιστές	computer
γεν	yen
απέτυχε	failed
δεσμούς	ties
σύνδεσμο	link
ντι	dee
συχνότητα	frequency
χαμηλή	low
εστία	dorm
εστία	outbreak
εστία	hotspot
κορέα	korea
δημιουργείται	created
δημιουργείται	creates
άθλημα	sport
χωρητικότητα	capacity
χωρητικότητα	tonnage
εκλογική	electoral
πιθανή	possible
παραδοσιακή	traditional
αποφάσισαν	decided
έμαθε	learned
δραματική	dramatic
πλήκτρα	keys
πλήκτρα	keyboards
πλήκτρα	keyboard
χαλκού	copper
αποχώρηση	departure
αποχώρηση	withdrawal
καταφύγιο	shelter
καταφύγιο	bunker
καταφύγιο	sanctuary
καταφύγιο	refuge
μουσεία	museums
μετάλλια	medals
απόλυτη	absolute
αποτυχία	fail
αποτυχία	failure
αποτυχία	failed
τοποθέτηση	positioning
τοποθέτηση	placement
τοποθέτηση	mounting
κοζάνης	kozani
φανέλα	jersey
φανέλα	flannel
τροφή	food
πύργο	chateau
πύργο	tower
πύργο	rook
διάμετρο	diameter
κατείχε	possessed
διαχείρισης	management
θεατρικό	theatrical
ταυτότητα	identification
ταυτότητα	identity
δείγματα	specimens
δείγματα	samples
μετρό	subway
μετρό	metro
ύλη	matter
μπαράζ	barrage
επιμέρους	individual
πανεπιστήμια	universities
διαλύθηκε	dissolved
γιατρός	physician
γιατρός	doctor
χημικός	chemist
φυτό	plant
φίλους	friends
ταξίδεψε	travelled
ταξίδεψε	traveled
προσώπου	facial
όγκος	volume
όγκος	tumor
όγκος	tumour
κακό	bad
κακό	evil
σπάρτη	sparta
δύσκολη	difficult
συμπεριλαμβανομένου	including
κίτρινο	yellow
τραγουδιστές	singers
ρωμαίους	romans
γραφεία	offices
γραφεία	desks
όντως	indeed
φιλμ	film
ουκρανία	ukraine
ισχυρό	powerful
ηλία	elijah
ηλία	elias
στατιστική	statistics
συνθέτες	composers
μητρόπολη	metropolis
ηχογράφηση	recording
αντικειμένων	objects
γιόχαν	johann
γιόχαν	johan
σύσταση	recommendation
θεσσαλίας	thessaly
εξέταση	examination
αρχιεπίσκοπος	archbishop
ποίημα	poem
μέθοδοι	methods
δανία	denmark
δέντρο	tree
γουίλιαμ	william
μέγιστο	maximum
ήρωα	hero
ανώτατο	supreme
διαχειριστή	admin
διαχειριστή	administrator
χημικό	chemical
άκρα	limbs
άκρα	extremes
άκρα	extremities
μονάχου	munich
παραδόσεις	traditions
παραδόσεις	deliveries
κοινωνικό	social
κανένας	nobody
πεθάνει	die
απειλή	threat
πρωί	morning
ετήσια	yearly
ετήσια	annual
υποθέσεις	cases
νεκροταφείο	cemetery
νεκροταφείο	graveyard
παραλλαγές	variants
παραλλαγές	variations
σκοτ	scott
βαθιά	deeply
βαθιά	deep
κώδικας	code
τσαρλς	charles
επιτυχημένη	successful
απαραίτητο	necessary
απαραίτητο	essential
αδερφός	brother
εργαλείο	tool
αρχιτέκτονας	architect
γιουγκοσλαβία	yugoslavia
ελεύθερος	free
αποικία	colony
συνδέει	connects
καβάλας	kavala
βασισμένη	based
κυρία	madam
κυρία	lady
λόγιος	scholar
κλίση	slope
κλίση	gradient
κλίση	tilt
κλίση	inclination
δημοφιλής	popular
αφγανιστάν	afghanistan
πετύχει	succeed
μεταβολές	changes
ενεργά	active
ενεργά	actively
τόνους	tonnes
τόνους	tons
προηγούμενες	previous
δημοκρατική	democratic
παίκτη	player
εκτείνεται	extends
ναυτική	naval
αργεντινής	argentina
αργεντινής	argentinian
αργεντινής	argentine
εισήγαγε	introduced
θεία	auntie
θεία	aunty
θεία	aunt
γουινέα	guinea
διαιρείται	divided
ικανότητες	abilities
ικανότητες	skills
αφιέρωμα	tribute
αντιπολίτευσης	opposition
κιλά	lbs
κιλά	pounds
κιλά	kilograms
κιλά	kilos
φάσμα	spectrum
μέγαρο	mansion
ελάχιστη	minimum
ελάχιστη	minimal
βιετνάμ	vietnam
βιετνάμ	vietnamese
παρούσα	present
ντοκιμαντέρ	documentary
ντοκιμαντέρ	documentaries
υψηλότερη	higher
συνθέσεις	compositions
συνθέσεις	configurations
πωλ	paul
άμστερνταμ	amsterdam
επιθυμία	desire
επιθυμία	wish
γεωγραφικό	geographic
γεωγραφικό	geographical
προφορά	pronunciation
προφορά	accent
προφορά	accents
άγιοι	saints
αναπτύσσεται	develops
ακολουθώντας	following
ιούλιος	july
σκότωσε	kill
σκότωσε	killed
εγκαταλείψει	abandon
τζακ	jack
συμπέρασμα	conclusion
σταυρό	cross
χερσόνησο	peninsula
μηχανές	engines
μηχανές	machines
μηχανές	machinery
αγωνιστές	fighters
αγωνιστές	militants
μεταβολή	change
απαραίτητα	necessarily
εκατό	hundred
μάρτιν	martin
φορείς	carriers
σκάφος	vessel
σκάφος	ship
σκάφος	craft
σκάφος	boat
ένταση	tension
ένταση	intensity
απουσία	absent
απουσία	absence
όροι	terms
όροι	conditions
δίσκους	discs
δίσκους	disks
δέντρα	trees
μέγιστη	maximum
εκλέγεται	elected
μόναχο	munich
μόνιμα	permanent
μόνιμα	permanently
σταυρός	cross
σταυρός	crucifix
δίκτυα	networks
δημιουργός	maker
δημιουργός	creator
μέσων	instruments
φίλοι	friends
στελέχη	strains
στελέχη	executives
όπλων	arms
δείκτης	index
δείκτης	indicator
εντύπωση	impression
αναλογία	proportion
αναλογία	ratio
άγνωστος	unknown
πρόσφατες	recent
δυνατότητες	possibilities
δυνατότητες	potential
ουρά	queue
ουρά	tail
αποικίες	colonies
λογότυπο	logo
αυξάνεται	increasing
ήρωας	hero
κορυφαία	top
επιτρέπεται	allowed
επιτρέπεται	permitted
αέριο	gas
συν	plus
νήσος	island
νήσος	isle
μεραρχία	division
ακολουθία	sequence
οξυγόνο	oxygen
ταξινόμηση	sorting
ταξινόμηση	classification
ποινή	penalty
ποινή	sentence
αναπαράσταση	representation
ματς	match
έντουαρντ	edward
λαμβάνουν	receive
αυτόματα	automatic
αυτόματα	automatically
γυμναστήριο	gym
γυμναστήριο	gymnasium
λίμνες	lakes
πίστευε	believed
χαν	khan
χαν	han
νόμους	laws
λήψη	download
λήψη	take
χριστιανοί	christian
χριστιανοί	christians
εμφανίζει	displays
οπτική	visual
οπτική	optics
ενίσχυση	aid
αποκατάσταση	restoration
αποκατάσταση	rehabilitation
διευθυντή	director
ευγενείς	nobles
ευγενείς	noble
μάρκος	markos
μάρκος	marcos
δέρμα	leather
δέρμα	skin
οθόνη	screen
οθόνη	monitor
σάο	são
σάο	sao
τουρκικά	turkish
μίλια	miles
προτείνω	recommend
ιδρύματα	institutions
ήχο	sound
ήχο	audio
στρατευμάτων	troop
στόλος	fleet
σκωτία	scotland
ίδιοι	same
ακτινοβολία	radiation
μένει	stays
έγκλημα	crime
δουκάτο	duchy
στέλιος	stelios
συσκευές	appliances
συσκευές	devices
συσκευές	apparatus
παράγουν	produce
γιαν	jan
ρωμαίος	roman
ρωμαίος	romeo
τάφος	tomb
τάφος	grave
σχολές	schools
σχολές	faculties
ρίζα	root
κοινωνικά	social
σωστό	right
σωστό	correct
κομητεία	county
κεφάλαιο	chapter
κεφάλαιο	capital
αντιπροσωπεύει	represents
πνευματική	spiritual
πνευματική	intellectual
εκδότης	publisher
εκδότης	editor
εκδότης	issuer
χρυσά	golden
χρυσά	gold
παλαιότερη	older
υψηλό	high
παραδοσιακό	traditional
απόστολος	apostle
όρη	mountains
αποφασίστηκε	decided
μοναδικός	unique
παραλλαγή	variant
παραλλαγή	variation
ξεκινάει	begins
ξεκινάει	starts
σκοτώθηκαν	killed
ζακ	zac
ζακ	zack
ζακ	zach
ζακ	jacques
φινλανδία	finland
επιδρομές	raids
νωρίς	early
κατασκευάστηκαν	manufactured
μάτι	eye
μάτι	matty
συλλογικό	collective
ύμνος	hymn
ύμνος	anthem
κανάλια	channels
κανάλια	canals
νορβηγία	norway
ορυκτά	minerals
ορυκτά	mineral
αποτελούνται	consist
ιδιοκτησία	property
ιδιοκτησία	ownership
είσοδος	entrance
είσοδος	entering
είσοδος	input
είσοδος	entry
σχηματίζεται	forming
σχηματίζεται	formed
αποσαφήνιση	clarifying
αποσαφήνιση	clarify
αποσαφήνιση	disambiguation
αποσαφήνιση	clarification
μεσόγειο	mediterranean
αεροσκαφών	aircraft
πάντοτε	always
χάρτες	maps
χοσέ	jose
χοσέ	josé
ζηλανδία	zealand
κυβερνήσεις	governments
μαξ	max
επαγγελματίας	professional
επαγγελματίας	pro
αντίστασης	resistance
συστηματική	systemic
συστηματική	systematic
κινητήρες	engines
ίχνη	tracks
ίχνη	traces
ίχνη	trace
μηνών	months
σπορ	sport
σπορ	sports
διαστάσεων	dimensional
στρατηγική	strategy
δημοσίευση	posting
δημοσίευση	publish
δημοσίευση	publication
δημοσίευση	published
δημοσίευση	post
παρέμειναν	remained
βιβλιοθήκες	libraries
ανακοίνωση	announcement
ανακοίνωση	communication
ευρύ	wide
κόμικς	comics
σκάφη	boats
σκάφη	ships
σκάφη	vessels
γνώσεις	knowledge
απαραίτητη	necessary
ζώνες	zones
ζώνες	seatbelts
ζώνες	belts
θύματα	victims
επιθετικός	aggressive
επιθετικός	striker
πετρούπολη	petersburg
πνευματικά	spiritual
πνευματικά	spiritually
πνευματικά	mentally
λαρούς	larousse
άλμα	jump
άλμα	leap
άλμα	alma
πολιτικούς	politicians
δήλωση	statement
δήλωση	declaration
θέα	view
ολυμπιάδα	olympiad
ουκρανίας	ukraine
ουκρανίας	ukrainian
ηθική	ethical
ηθική	ethics
ηθική	moral
ηθική	morals
ηθική	morality
ξύλο	wood
ανάγνωση	read
ανάγνωση	reading
ναπολέοντα	napoleon
αλή	ali
μαθηματικός	mathematician
λίβερπουλ	liverpool
μιλάνο	milan
μιλάνο	milano
νεότερη	younger
θερμότητα	heat
λακωνίας	laconia
γερουσία	senate
αε	roi
εξελίχθηκε	evolved
προσωπικού	personnel
λάρισα	larissa
προκαλώντας	causing
προκαλώντας	provoking
αργά	late
αργά	slow
αργά	slowly
εκδήλωση	event
αύγουστος	august
καθηγητές	professors
καθηγητές	teachers
τοπίο	scenery
τοπίο	landscape
επιτέθηκε	attacked
κανόνας	rule
ιερός	sacred
όγκο	volume
ξεχωριστά	separately
ξεχωριστά	separate
μουσικούς	musicians
άγνωστη	unknown
κατάλληλη	appropriate
κατάλληλη	suitable
εξώφυλλο	cover
σχεδιασμός	planning
σχεδιασμός	design
ναυτικών	seamen
ανθρώπινο	human
τζόουνς	jones
αντόνιο	antonio
αδέλφια	siblings
αδέλφια	brothers
σουδάν	sudan
εύρος	range
θρησκευτικές	religious
ευρεία	broad
υποστηρικτές	supporters
λατρεία	cult
λατρεία	adoration
λατρεία	worship
σύμβαση	contract
σύμβαση	convention
κακή	bad
ορισμός	definition
ιταλικό	italian
τυχαία	random
τυχαία	accidental
πετρελαίου	oil
πετρελαίου	petroleum
ντράμερ	drummer
ακρωτήριο	cape
μέτρησης	measuring
σικελίας	sicily
μπάλα	ball
ξεκινώντας	starting
διαστήματα	intervals
συνεχείς	continuous
επισκέπτες	visitors
επισκέπτες	guests
ορίζει	stipulates
ορίζει	defines
συσκευή	device
συσκευή	apparatus
απαιτήσεις	requirements
απαιτήσεις	demands
απαιτήσεις	claims
κονγκό	congo
κονγκό	congolese
υδρογόνο	hydrogen
πρόποδες	foothills
εβραίοι	jewish
εβραίοι	jews
κατάρρευση	breakdown
κατάρρευση	collapse
κινείται	moving
εισήχθη	introduced
εισήχθη	admitted
επιχείρημα	argument
χρήσεις	uses
τομέας	sector
μετατροπή	conversion
μετατροπή	converted
μετατροπή	convert
αστρονόμος	astronomer
εισόδου	entry
εισόδου	input
γεωγραφικά	geographically
γεωγραφικά	geographic
γεωγραφικά	geographical
αικατερίνη	catherine
επιχειρήματα	arguments
ανθολογία	anthology
φρουρά	guard
άγνωστα	unknown
προσωπικότητες	personalities
επιπρόσθετα	additionally
εκπομπές	emissions
εκπομπές	emission
άραβες	arabs
όπλο	weapon
όπλο	gun
νεαρός	young
πολεμικές	martial
γραμμένο	written
πέτρα	stone
πέτρα	petra
πέτρα	rock
δολοφονήθηκε	murdered
διάδοση	dissemination
κύκλους	circles
κύκλους	cycles
φτάνοντας	arriving
φτάνοντας	reaching
θείο	sulfur
θείο	sulphur
ανταλλαγή	trade
ανταλλαγή	exchange
λέων	lion
λέων	leon
λέων	leo
αναγνωρίστηκε	acknowledged
αναγνωρίστηκε	identified
αναγνωρίστηκε	recognized
νίκο	nico
νίκο	niko
καταστήματα	shops
καταστήματα	stores
παρατήρηση	observation
μόνιμη	permanent
κροατία	croatia
πρωταθλητή	champ
πρωταθλητή	champion
βασίλη	claus
δευτερόλεπτα	seconds
τζων	john
δομές	structures
αρχιτέκτονα	architect
ουίλιαμ	william
ντελ	del
ντελ	dell
αμυντικός	defender
αμυντικός	defensive
ηχώ	echoes
ηχώ	echo
αγώνισμα	event
απόσπασμα	quote
απόσπασμα	excerpt
απόσπασμα	detachment
απόσπασμα	squad
απόσπασμα	extract
πέναλτι	penalty
κατανόηση	comprehension
κατανόηση	understanding
ναζί	nazi
ναζί	nazis
κορυφές	tops
κορυφές	peaks
αστέρια	stars
δημοσιεύτηκε	published
δημοσιεύτηκε	posted
λευκή	white
συγγενείς	relatives
λουί	louis
διαταγή	order
πολιτιστική	cultural
περιορισμένη	limited
περιορισμένη	restricted
μετακίνηση	move
μετακίνηση	moving
μετακίνηση	movement
ουάσινγκτον	washington
πω	say
κύματα	waves
αναπτυχθεί	developed
φύλλο	leaf
φύλλο	sheet
ελληνιστική	hellenistic
εφαρμόζεται	applied
εφαρμόζεται	applicable
μεταφράσεις	translations
περιλαμβάνεται	included
οργανισμοί	organizations
οργανισμοί	organisms
οργανισμοί	organisations
διαπραγματεύσεις	negotiation
διαπραγματεύσεις	negotiating
διαπραγματεύσεις	negotiations
νεκροί	dead
μεσογείου	mediterranean
ψηλά	high
επικράτεια	territory
εξωτερικά	externally
εξωτερικά	external
αναμέτρηση	showdown
επίδοση	performance
μύθο	myth
μύθο	fable
επώνυμο	surname
αποκτά	acquires
συστατικά	components
συστατικά	ingredients
κορέας	korea
πολιτιστικό	cultural
ισλάμ	islam
ρωμαϊκό	roman
πεθαίνει	dies
πεθαίνει	dying
γαλαξία	galaxy
στέμμα	crown
ακριβής	precise
ακριβής	accurate
ακριβής	exact
αίτημα	request
πόλεμοι	wars
στρατιωτικά	military
πλήρωμα	crew
πυροβόλα	shoot
διανομή	distribution
χώροι	premises
χώροι	sites
χώροι	spaces
σικάγο	chicago
επιστολές	letters
σταθερό	steady
σταθερό	stable
σταθερό	fixed
αθλήματα	sports
πλαγιές	slopes
καταδικάστηκε	convicted
καταδικάστηκε	sentenced
καταδικάστηκε	condemned
διαθέσιμο	available
έθνος	nation
εμπρός	forward
στενή	narrow
πολίτης	civilian
πολίτης	citizen
παρέμβαση	interference
παρέμβαση	intervention
ένοπλες	armed
λάδι	oil
σιδήρου	iron
αριστερή	left
έντονο	intense
πυρκαγιά	fire
οθωμανούς	ottomans
νεότερος	younger
μέτρηση	measuring
μέτρηση	measurement
μεταφέρθηκαν	transferred
μεταφέρθηκαν	transported
επιχειρηματίας	businessman
επιχειρηματίας	entrepreneur
χαρά	joy
χαρά	pleasure
αμβέρσα	antwerp
έγγραφο	document
καταγραφή	recording
καταγραφή	registration
παρόμοιες	similar
μετάδοση	transmission
μετάδοση	broadcast
μετάδοση	broadcasting
ψυχή	psyche
ψυχή	soul
κυπριακή	cypriot
αντιπάλους	opponents
αξίζει	worth
τείχος	wall
ιστορικούς	historians
οικία	residence
πτολεμαίος	ptolemy
θηλυκό	female
διήρκεσε	lasted
χιλ	hill
ζημιές	damages
ζημιές	damage
βενιζέλου	venizelos
πέφτει	falls
ομιλία	speech
ελπίδα	hope
σύλληψη	arrest
σύλληψη	capture
λευκωσία	nicosia
αίτηση	application
αίτηση	request
χημικά	chemical
χημικά	chemicals
σικελία	sicily
πλούσιο	rich
πτυχίο	diploma
πτυχίο	degree
μαρτυρίες	testimonials
μαρτυρίες	testimonies
γρήγορη	quick
γρήγορη	fast
εξοπλισμό	gear
επέλεξε	chose
ενδεχομένως	possibly
ενδεχομένως	potentially
εκπαιδευτικό	educational
σοβαρή	serious
σοβαρή	severe
αποελ	apoel
ιατρός	physician
επιγραφές	inscriptions
αποσπάσματα	extracts
αποσπάσματα	excerpts
βαριά	heavy
ουρανό	sky
κόντρα	contra
κόντρα	against
ταξίδια	journeys
ταξίδια	travel
ταξίδια	travels
ταξίδια	traveling
ταξίδια	travelling
ταξίδια	trips
θετικές	positive
φάσεις	phases
φάσεις	stages
ήρωες	heroes
κρις	chris
προορισμό	destination
πατριαρχείο	patriarchate
σκοτώσει	kill
επιδόσεις	performance
τριάντα	thirty
σταθμούς	stations
διαλυτότητα	solubility
αντικατάσταση	replacing
αντικατάσταση	replace
αντικατάσταση	substitution
αντικατάσταση	substitute
αντικατάσταση	replacement
τοιχογραφίες	frescoes
τοιχογραφίες	murals
βιομηχανική	industrial
ενδείξεις	indications
συνεργάτης	partner
συνεργάτης	associate
ασκήσεις	exercises
ασκήσεις	drills
κλαμπ	club
κλαμπ	clubs
αλφάβητο	alphabet
εσωτερικά	internal
εσωτερικά	internally
επιρροές	influence
επιρροές	influences
περού	peruvian
περού	peru
έπαιζε	played
σεναριογράφος	screenwriter
αστερισμό	constellation
υποχρεώσεις	obligations
υποχρεώσεις	liabilities
υποχρεώσεις	commitments
σπήλαιο	cave
σπήλαιο	cavern
δέλτα	delta
μπράιαν	brian
φρανσουά	francois
φρανσουά	françois
ιδιωτική	private
θετικά	positive
δυσκολίες	difficulty
δυσκολίες	difficulties
τάφο	tomb
τάφο	grave
στάλθηκε	sent
ατομικό	individual
αναφέρθηκε	reported
βουλγαρική	bulgarian
νομοθεσία	legislation
αραβική	arab
αραβική	arabic
δωρεάν	free
βελιγραδίου	belgrade
εξετάσεις	tests
εξετάσεις	exam
εξετάσεις	examinations
εξετάσεις	exams
συνδυασμός	combination
συνδυασμός	combine
τζαζ	jazz
λάθη	mistakes
λάθη	errors
σόλο	solo
αντάρτες	guerrillas
αντάρτες	insurgents
αντάρτες	guerillas
αντάρτες	partisans
αντάρτες	rebels
διατριβή	dissertation
διατριβή	thesis
συνέπειες	consequences
συνέπειες	implications
φιλοσοφική	philosophical
προσωπικότητα	personality
βελιγράδι	belgrade
οπαδούς	followers
ιερέας	priest
νικώντας	defeating
επισκοπή	diocese
ξενοδοχείο	hotel
διάσπαση	split
επισήμως	formally
επισήμως	officially
στάλιν	stalin
στόχους	goals
επαγγελματικό	professional
μαύρα	black
κίνδυνος	risk
κίνδυνος	hazard
κίνδυνος	danger
κοπ	kopp
σχεδιασμού	planning
φυσικοί	physicists
αποδείχθηκε	proved
κατανάλωση	consumption
φλωρεντία	florence
μονακό	monaco
λήμνου	lemnos
υψηλότερο	higher
μωάμεθ	muhammad
μωάμεθ	mohammed
διάγνωση	diagnosis
μεταφορές	transfers
μεταφορές	transport
εταιρίες	corporations
εταιρίες	companies
φάρμακα	medicine
φάρμακα	medicines
δυναμική	dynamics
δυναμική	dynamic
κατάλληλο	appropriate
κατάλληλο	suitable
ακτίνα	beam
συνεργάτες	partners
συνεργάτες	associates
εναλλακτική	alternative
εναλλακτική	alternate
ελληνισμού	hellenism
εξίσου	equally
εκφράσεις	expressions
ίαν	lan
ίαν	ian
μύθος	legend
μύθος	myth
έξοδο	exit
πιστεύει	believes
χανς	hans
στερεά	solid
στερεά	solids
ισορροπία	balance
ισορροπία	equilibrium
ισπανός	spanish
τυπική	typical
εξελίξεις	developments
ρυθμός	pace
ρυθμός	rate
ρυθμός	tempo
ρυθμός	rhythm
συνασπισμού	coalition
κάστρα	castles
θεατές	spectators
θεατές	viewers
σφαγή	massacre
σφαγή	carnage
σφαγή	slaughter
σουλτάνος	sultan
ελαφρά	lightly
ελαφρά	slight
ελαφρά	slightly
σεν	shen
σεν	sen
βιρτζίνια	virginia
μέταλλα	metal
μέταλλα	metals
αρχαίους	ancients
σκηνοθέτες	directors
υποκατάσταση	substitution
χορός	dance
χορός	dancing
κολέγιο	college
κύμα	wave
σχεδιάστηκε	designed
κέρματα	coins
βία	violence
μαδρίτη	madrid
πρωταγωνίστησε	starred
κάρλος	carlos
πύλες	gates
πύλες	portals
πύλες	gateways
κορίτσι	girl
εγγονός	grandson
πρόσφατη	recent
ρίο	rio
βυζάντιο	byzantium
θηλυκά	females
σταύρος	stavros
αρσενικό	arsenic
αρσενικό	male
επαγγελματίες	professionals
ψηφιακή	digital
ηλεκτρονική	electronics
ηλεκτρονική	electronic
καρδίτσας	karditsa
τεράστιο	huge
τεράστιο	enormous
κομμουνιστικό	communist
χάνει	losing
χάνει	loses
επεκτάθηκε	expanded
κατάργηση	repeal
κατάργηση	abolition
ήλιος	sun
άσπρο	white
θεολογία	theology
εκδοχές	versions
πρόεδροι	presidents
ερώτημα	query
ερώτημα	question
σύνταξη	pension
σύνταξη	syntax
τεχνικά	technical
τεχνικά	technically
ιδιοκτήτης	owner
γαλαξίες	galaxies
θεατρική	theatrical
κτήρια	buildings
ωραία	nice
τάσεις	trend
τάσεις	trends
σελήνη	moon
εύκολο	easy
εκτιμήσεις	estimates
δούναβη	danube
απεικονίζεται	depicted
απεικονίζεται	portrayed
ολυμπιακοί	olympics
διαρκεί	lasts
απάντησε	answer
θηλαστικά	mammalian
θηλαστικά	mammals
μεσαιωνική	medieval
ισοπαλία	tie
ισοπαλία	draw
κεφαλή	head
κεφαλή	warhead
επαναστάτες	revolutionaries
επαναστάτες	rebels
άθροισμα	sum
λειτουργούσε	operated
παρακολούθησε	watched
φυλακές	prison
φυλακές	prisons
σήμαινε	meant
σαλβαδόρ	salvador
ηλεκτρονικό	electronic
κάλεσε	call
αερίου	gas
σύνδρομο	syndrome
ζεύγος	pair
ανακοινώνει	announces
πόρων	resources
συνοικίες	districts
ολοκληρωθεί	completed
παναγιώτη	panagiotis
άσκηση	exercise
σημείωση	note
συμβολίζει	symbolises
συμβολίζει	symbolizes
ηλεκτρική	electrical
ηλεκτρική	electric
ηλεκτρικό	electric
αθηνά	athina
αθηνά	athena
επιπτώσεις	impact
επιπτώσεις	consequences
επιπτώσεις	impacts
επιπτώσεις	implications
επιπτώσεις	effects
αγροτική	rural
εκπέμπει	transmitting
δορυφόρος	satellite
αρσενικά	males
αρσενικά	male
ξέρει	knows
τίποτε	nothing
διαφέρουν	differ
τραγωδία	tragedy
αθλητικές	sporting
κλειδί	key
λευκά	white
μάρκο	marko
μάρκο	marco
υπεύθυνη	responsible
πρωταθλητές	champions
αναπληρωτής	deputy
μόρια	moria
μόρια	molecules
αυτόνομη	autonomous
αιγαίο	aegean
τατουάζ	tattoo
τατουάζ	tattoos
διαταγές	orders
διονύσιος	dionysius
ιδιοκτησίας	ownership
λασιθίου	lasithi
παιδεία	education
αντίγραφο	duplicate
αντίγραφο	copy
αντίγραφο	replica
φωτογραφίας	photography
ανοικτό	open
θρησκευτικά	religion
θρησκευτικά	religious
διάσταση	dimension
μυθιστορήματα	novels
χένρι	henry
αξιολόγηση	assessment
αξιολόγηση	evaluation
αντίθετο	opposite
ορολογία	terminology
δημοφιλές	popular
εντολές	commands
εντολές	orders
χειρόγραφα	manuscripts
