সিটিজেন	سویلین
প্ররোচনা	ترغیب
প্ররোচনা	گروہ
ফাটিয়ে	جُھانا
ফাটিয়ে	جھولنے
ফাটিয়ে	تھرکنا.
ফাটিয়ে	دولت
ফাটিয়ে	رقم.
ফাটিয়ে	خصیے.
ফাটিয়ে	لہرانا
বঞ্চনা	چھیننے
দন্তমূলীয়	س
দন্তমূলীয়	ت.
ফানেল	قیف.
ক্রাফট	کاریگری
ক্রাফট	چالاکی
ক্রাফট	عیّاری.
ক্রাফট	ڈھالنا
ক্রাফট	گھڑنا
ক্রাফট	مہارت
ক্রাফট	بنانا
আত্তার	عطر.
দুঃস্বপ্ন	ہول
দুঃস্বপ্ন	ہراس
দুঃস্বপ্ন	دہشت.
ঘনিষ্ট	مسدود
ঘনিষ্ট	محدود
ঘনিষ্ট	مسدود
ঘনিষ্ট	محدود
ঘনিষ্ট	بند
প্রিয়তমা	محبوب
প্রিয়তমা	محبوبہ.
প্রিয়তমা	معصوم
প্রিয়তমা	دلدار.
প্রিয়তমা	محبوب
প্রিয়তমা	دلارا
প্রিয়তমা	پسندیدہ
প্রিয়তমা	چہیتا
প্রিয়তমা	حسین
প্রিয়তমা	دلکش.
প্রিয়তমা	مرغوب.
প্রিয়তমা	خوبصورت
প্রিয়তমা	دلدار.
প্রিয়তমা	محبوب
প্রিয়তমা	دلارا
প্রিয়তমা	پسندیدہ
প্রিয়তমা	چہیتا
প্রিয়তমা	حسین
প্রিয়তমা	دلکش.
প্রিয়তমা	پیارا
প্রিয়তমা	مرغوب.
প্রিয়তমা	خوبصورت
সুমিষ্ট	طربناک
সুমিষ্ট	چنچل
সুমিষ্ট	رنگین
সুমিষ্ট	شوخ
ডায়াবেটিসের	ذیابیطس
ডায়াবেটিসের	پیاس
কিটি	بلوٹا
কিটি	بلونگڑا
মোরেল	مکو
চোদ্দ	xiv
চোদ্দ	xiv
চারণভূমি	چراگاہ.
ইরানিয়ান	پشتو
ইরানিয়ান	ایرانی
গতিময়	سریع.
গতিময়	پُھرتیلا
গতিময়	ترنت.
গতিময়	مٹھا
গতিময়	سست
নিখাদ	طاہر
নিখাদ	پاکیزہ.
নিখাদ	معصوم.
নিখাদ	خالص
নিখাদ	اکہرا
নিখাদ	آواز)
নিখাদ	کھرا
নিখাদ	فقط.
নিখাদ	طاہر
নিখাদ	پاکیزہ.
নিখাদ	معصوم.
নিখাদ	صاف
নিখাদ	خالص
নিখাদ	محض
নিখাদ	اکہرا
নিখাদ	آواز)
নিখাদ	کھرا
নিখাদ	سچّا
নিখাদ	پاک
নিখাদ	فقط.
জামাকাপড়	لباس
জামাকাপড়	پہناوا.
জামাকাপড়	بستر
জামাকাপড়	لباس
জামাকাপড়	پہناوا.
কার্টিজ	کارتوس.
বিল্ড	جوڑنا
বিল্ড	بڑھانا
বিল্ড	بھٹی
বিল্ড	ہاڑ
বিল্ড	گاڑی
বিল্ড	ساخت
বিল্ড	سڑک
বিল্ড	جوڑنا
বিল্ড	بڑھانا
বিল্ড	بھٹی
বিল্ড	ہاڑ
বিল্ড	گاڑی
বিল্ড	ساخت
বিল্ড	بنانا
বিল্ড	سڑک
পতিতাবৃত্তি	قحبگی
পতিতাবৃত্তি	تخریب
ভাবুক	مفکّر
স্টান্ট	شعبدہ
স্টান্ট	چال.
স্টান্ট	دبانا
স্টান্ট	ٹھٹھرانا.
চুক্তিপত্র	اقرار
চুক্তিপত্র	معاہدہ
চুক্তিপত্র	سمجھوتا
চুক্তিপত্র	توافق
পেরেক	مینح
পেরেক	کیل
অভদ্র	رکیک
অভদ্র	بھرپور
অভদ্র	چالو
অভদ্র	اچانک
অভদ্র	بھولا
অভদ্র	گستاخ
অভদ্র	نفاست
জাঁকজমকপূর্ণ	پُرشکوہ
জাঁকজমকপূর্ণ	عمدہ.
জাঁকজমকপূর্ণ	اعلٰی
জাঁকজমকপূর্ণ	شاندار
ভিসুয়াল	عینی.
ভিসুয়াল	بصری
ভিসুয়াল	عینی.
ভিসুয়াল	نظری
কোবাল্ট	عالمگیر
একনায়কতান্ত্রিক	جابرانہ
একনায়কতান্ত্রিক	جابر
একনায়কতান্ত্রিক	آمرانہ
একনায়কতান্ত্রিক	متکبر
প্যারাশুট	چھتری.
প্যারাশুট	پیراشوٹ
বিচক্ষণ	متوازن
বিচক্ষণ	واضح
বিচক্ষণ	مناسب.
বিচক্ষণ	متوازن
বিচক্ষণ	واضح
বিচক্ষণ	معقول
বিচক্ষণ	مناسب.
মরবিড	افسردہ.
মরবিড	غمگین
মরবিড	دلگرفتہ.
অসংগতি	ناموزونیت
কুমড়া	گول
ইন্টিগ্রেশন	تکمل
অস্থাবর	ترکہ
বিবর্ণ	کمزور
বিবর্ণ	بودا
বিবর্ণ	دُھندلانے
বিবর্ণ	دُھندلا
বিবর্ণ	کملانا.
বিবর্ণ	(احساس
ফুঁ	نفخ
ফুঁ	شگفتگی
ফুঁ	پھونکنا
ফুঁ	ضرب.
ফুঁ	دھونکنا.
ফুঁ	ساز
ফুঁ	پھوٹنا
শী	ہلکا
শী	عیارانہ
শী	مکّار.
শী	چالاک
শী	ہلکا
শী	نازک
শী	عیارانہ
শী	مکّار.
শী	چالاک
শ্রদ্ধাঞ্জলি	نذر
শ্রদ্ধাঞ্জলি	ستائش
মূর্খ	اُجڈ.
মূর্খ	ناواقف.
সাইটোপ্লাজম	خلومایہ
বৈসাদৃশ্য	موازنہ
পরমানন্দ	سرمستی.
পরমানন্দ	سرمستی.
পরমানন্দ	وجد
পেস্তা	پستہ.
মচমচে	سجل.
মচমচে	چست
মচমচে	صاف
মচমচে	کرارا
মচমচে	خستہ.
স্ক্রিনিং	تفتیش
সঞ্জননী	تولید
শ্রেষ্ট	پسندیدہ
শ্রেষ্ট	چیدہ
শ্রেষ্ট	ہرانا
শ্রেষ্ট	خاصیت
কথন	تصدیق
শিশুসুলভ	طفلانہ
শিশুসুলভ	احمقانہ
শিশুসুলভ	ابلہی.
শিশুসুলভ	بھولپن
শিশুসুলভ	ابلہی.
শিশুসুলভ	بھولپن
শিশুসুলভ	سادگی
মনস্থ	مطلب
মনস্থ	(مجہول
মনস্থ	قصد
অধরা	گریزاں
মেরিডিয়ান	کمال
মেরিডিয়ান	اوج.
মেরিডিয়ান	عروج
মেরিডিয়ান	فروغ
চটক	جھنڈی
মরতে	from
মরতে	اکتانا
মরতে	تمام
বোম	دھوئیں
শেক	اطمینان
শেক	جھنجوڑنا
শেক	رعشہ.
শেক	کپکپی
শেক	جھٹکا
শেক	صدمہ.
শেক	لرزنا.
শেক	اطمینان
শেক	جھنجوڑنا
শেক	رعشہ.
শেক	کپکپانا
শেক	کپکپی
শেক	جھٹکا
শেক	صدمہ.
শেক	لرزنا.
ভূদৃশ্য	پھیلواں
থাকো	دم.
থাকো	at
থাকো	تحدید.
থাকো	in
থাকো	مدد
থাকো	for
থাকো	روک
থাকো	(بعدہ
থাকো	رکاوٹ
ড্যাগার	نکیلا
ড্যাগার	طباعت
স্থানান্তরণ	جنبش
স্থানান্তরণ	حرکت
খাটি	طاہر
খাটি	پاکیزہ.
খাটি	معصوم.
খাটি	خالص
খাটি	اکہرا
খাটি	آواز)
খাটি	کھرا
খাটি	فقط.
খাটি	طاہر
খাটি	پاکیزہ.
খাটি	معصوم.
খাটি	صاف
খাটি	خالص
খাটি	محض
খাটি	اکہرا
খাটি	آواز)
খাটি	کھرا
খাটি	سچّا
খাটি	پاک
খাটি	فقط.
অ্যাবাকাস	گنتارا
শিল	پتھروں
শিল	اولے
শিল	تسلیم
শিল	برسنا.
শিল	حملہ
শিল	تحسین
শিল	ژالہ.
শিল	کورنش.
শিল	سلام
হিসাবরক্ষক	محاسب
গং	بِلّا.
গং	تمغا
ফালতু	بکواس
ফালতু	پاخانہ.
ফালতু	گو
ক্লোরোপ্লাস্ট	خضرہ
আঁচড়	کھرچنا
আঁচড়	off
আঁচড়	نقدی
আঁচড়	دھاری.
আঁচড়	رقم.
আঁচড়	خراش.
আঁচড়	کھرچنا
আঁচড়	off
আঁচড়	نقدی
আঁচড়	دھاری.
আঁচড়	رقم.
আঁচড়	خراش
আঁচড়	خراش.
আবেগপূর্ণ	جذباتی
আবেগপূর্ণ	روح
তুলুন	گرفتہ
তুলুন	تسخیر
তুলুন	پکڑا
তুলুন	قبضے
তুলুন	پانا
তুলুন	کھانا
তুলুন	اڑالینا
তুলুন	سمجھنا
তুলুন	پکڑنا
তুলুন	چُننا
তুলুন	آزمانا
তুলুন	ڈالنا
তুলুন	کمانا
তুলুন	چاہنا
পণ্যদ্রব্য	تجارتی
পণ্যদ্রব্য	تجارت
তিনগুণ	تین
তিনগুণ	تگنا.
তিনগুণ	تگڈّم.
শালীনতা	فروتنی
শালীনতা	عفت
শালীনতা	انکسار
ধূর্ত	گھنّا
ধূর্ত	شوخ
ধূর্ত	سازشی.
ধূর্ত	شریر
ধূর্ত	طنّاز.
ধূর্ত	مصنوعی
ধূর্ত	گھنّا
ধূর্ত	مکّار
ধূর্ত	شوخ
ধূর্ত	سازشی.
ধূর্ত	شریر
ধূর্ত	عیّار
ধূর্ত	چالاک
ধূর্ত	طنّاز.
ধূর্ত	مصنوعی
ধূর্ত	کائیاں
ধূর্ত	کائیاں
ধূর্ত	عیّار
ধূর্ত	اپج
ধূর্ত	ماہرانہ
ধূর্ত	پُرفن.
ধূর্ত	اچھوتا
ধূর্ত	پُرحکمت
ধূর্ত	ترکیب
ধূর্ত	اختراع.
ধূর্ত	طباعی
ধূর্ত	پُرکشش
ধূর্ত	حکمت
ধূর্ত	چالباز
ধ্বনিত	صوت
ধ্বনিত	صدا
ধ্বনিত	صوتی.
থ্রেড	رشتہ
থ্রেড	ڈوری
থ্রেড	رشتہ
কাস্তে	درانتی.
ব্যঙ্গচিত্র	خاکہ.
ব্যস	گھنٹہ.
ব্যস	دور.
লজিক্যাল	معقول
লজিক্যাল	مربوط
লজিক্যাল	صحیح
লজিক্যাল	استدلالی
লজিক্যাল	منطقی
লজিক্যাল	معقول
লজিক্যাল	مربوط
লজিক্যাল	صحیح
লজিক্যাল	استدلالی
নাইলন	نائلون
বাঁদর	دھمس.
বাঁদর	بندر
বাঁদর	دھمس.
বাঁদর	بُوزنہ
বর্গক্ষেত্র	برابر.
বর্গক্ষেত্র	گنیا.
বর্গক্ষেত্র	روایتی
বর্গক্ষেত্র	چکلا
বর্গক্ষেত্র	موافق
বর্গক্ষেত্র	آراستہ
বর্গক্ষেত্র	پرانا
বর্গক্ষেত্র	فربہ
বর্গক্ষেত্র	دقیانوسی.
বর্গক্ষেত্র	منصفانہ
বর্গক্ষেত্র	مرتب
বর্গক্ষেত্র	برابر.
বর্গক্ষেত্র	گنیا.
বর্গক্ষেত্র	چوکور
বর্গক্ষেত্র	روایتی
বর্গক্ষেত্র	چکلا
বর্গক্ষেত্র	موافق
বর্গক্ষেত্র	آراستہ
বর্গক্ষেত্র	پرانا
বর্গক্ষেত্র	فربہ
বর্গক্ষেত্র	دقیانوسی.
বর্গক্ষেত্র	منصفانہ
বর্গক্ষেত্র	مرتب
প্যারিটি	تعدیل
ওয়াইস	انداز
ওয়াইস	ذکی.
ওয়াইস	طور
ওয়াইস	طرح
ওয়াইস	عاقلانہ
ওয়াইস	درجہ.
ওয়াইস	مستعد
ওয়াইস	انداز
ওয়াইস	فہیم
ওয়াইস	ذکی.
ওয়াইস	طور
ওয়াইস	طرح
ওয়াইস	عاقلانہ
ওয়াইস	درجہ.
ওয়াইস	مستعد
বিলোপন	منسوخی.
বিলোপন	تنسیخ
বিলোপন	منسوخی.
ভীরু	شرمیلا
ভীরু	بزدل
ভীরু	شرمیلا
দুষ্টু	نافرمان
দুষ্টু	ناشائستہ
দুষ্টু	بدمعاش.
দুষ্টু	نافرمان
দুষ্টু	ناشائستہ
দুষ্টু	بدمعاش.
দুষ্টু	شریر
পুডিং	موٹا
পুডিং	مسالوں
পুডিং	گوشت
পুডিং	بھدّا
উদ্যমী	سرگرم
উদ্যমী	مستعد
প্রিয়তম	دلدار.
প্রিয়তম	محبوب
প্রিয়তম	دلارا
প্রিয়তম	پسندیدہ
প্রিয়তম	چہیتا
প্রিয়তম	حسین
প্রিয়তম	دلکش.
প্রিয়তম	مرغوب.
প্রিয়তম	خوبصورت
প্রিয়তম	دلدار.
প্রিয়তম	محبوب
প্রিয়তম	دلارا
প্রিয়তম	پسندیدہ
প্রিয়তম	چہیتا
প্রিয়তম	حسین
প্রিয়তম	دلکش.
প্রিয়তম	پیارا
প্রিয়তম	مرغوب.
প্রিয়তম	خوبصورت
পাসে	lay
পাসে	پھیرنا
পাসে	گزرنا
পাসে	down
সেফ	باورچی
বাবুর্চি	باورچی
আবছা	کمزور
আবছা	بودا
আবছা	دُھندلانے
আবছা	دُھندلا
আবছা	کملانا.
আবছা	(احساس
কাধে	کندھیانا
কাধে	پہاڑ
কাধে	کندھیانا
কাধে	دوش
কাধে	پہاڑ
অনিরাপদ	ٹھٹکتا
অনিরাপদ	جھجکتا
অনিরাপদ	(فیصلہ
প্যাচ	ریزہ
প্যাচ	ٹوٹا
প্যাচ	شاخسار.
প্যাচ	چپکنا.
প্যাচ	ٹکڑا.
খাট	کیاری
খাট	بٹھانا.
ড্রেন	کمزور
ড্রেন	اخراج
ড্রেন	away
ড্রেন	تقلیل
ড্রেন	کمزور
ড্রেন	اخراج
ড্রেন	away
ড্রেন	تقلیل
ড্রেন	نالی
নিষ্পাপ	بغیر
নিষ্পাপ	بدوں.
নিষ্পাপ	بغیر
নিষ্পাপ	بدوں.
নিষ্পাপ	معصوم
চিমনি	بھٹی
পেক	کھانا
পেক	چومنا
পেক	غذا.
পেক	نوچنا
রাখো	حصار.
রাখো	حوالگی
রাখো	قبضہ
রাখো	کوٹ
রাখো	قلعہ
সঙ্কোচন	بچنا
সঙ্কোচন	پچکنا
সঙ্কোচন	سکڑنے
সঙ্কোচন	احتراز.
সঙ্কোচন	(بعدہ
সঙ্কোচন	سکڑن
সঙ্কোচন	بچنا
সঙ্কোচন	پچکنا
সঙ্কোচন	دبکنا
সঙ্কোচন	سکڑنے
সঙ্কোচন	احتراز.
সঙ্কোচন	(بعدہ
সঙ্কোচন	سکڑن
শেকসপিয়রীয়	شیکسپیرشناس.
কৃতজ্ঞ	ممنون
কৃতজ্ঞ	خوشگوار
কৃতজ্ঞ	متشکر
কৃতজ্ঞ	خوشگوار
কৃতজ্ঞ	ممنون
কৃতজ্ঞ	متشکر
মুয়াজ্জিন	موذّن.
কলিজা	کنہہ
কলিজা	خلاصہ.
কলিজা	ہمت
কলিজা	کیفیت.
কলিজা	دل
কলিজা	قلب
খচ্চর	احمق
খচ্চর	خچر
খচ্চর	ضدی
ভন্ড	فریبی.
ভন্ড	مکّار
ভন্ড	منافق
পোষ্য	چہیتاشخص.
পোষ্য	خفگی
পোষ্য	مخصوص
পোষ্য	پالتو
পোষ্য	چہیتاشخص.
পোষ্য	خفگی
পোষ্য	مخصوص
ইউক্লিডিয়	اقلیدسی
গুজবের	(اکثربعدہ
গুজবের	(اکثربعدہ
গুজবের	افواہ
চান্স	خدشہ
চান্স	موقع
চান্স	مہلت
চান্স	باری
চান্স	قسمت
চান্স	حادثاتی
চান্স	وار
চান্স	توقع
চান্স	تقدیر
চান্স	اتفاقی
শ্রদ্ধাশীল	مودّب.
অজনপ্রিয়	ردّخلائق.
গাঁজন	برانگیختی
গাঁজন	ہلچل
গাঁজন	جوش
পেটি	محدود
পেটি	اوچھا
পেটি	معمولی.
পেটি	گھٹیا
পেটি	خورد
পেটি	کمتر
পেটি	کوچک
পেটি	کمینہ
পেটি	چھوٹا
পেটি	محدود
পেটি	ادنیٰ
পেটি	اوچھا
পেটি	معمولی.
পেটি	گھٹیا
পেটি	خورد
পেটি	کمتر
পেটি	کوچک
পেটি	کمینہ
মলম	تسکین.
মলম	تشفی
মলম	بلسان.
মলম	بلسان.
মলম	مرہم
মলম	خطا
মলম	کوتاہی
মলম	انا
মলম	نقص
ব্যাঙ্কিং	بینکاری
শৌচাগার	(بچے
কোয়েস্ট	for
কোয়েস্ট	مدعا
কোয়েস্ট	مقصد
কোয়েস্ট	جستجو
কোয়েস্ট	تلاش
কোয়েস্ট	for
কোয়েস্ট	مدعا
কোয়েস্ট	مقصد
কোয়েস্ট	جستجو
তেতো	کڑوا
তেতো	کڑوا
তেতো	تلخ
ব্যালট	balloting
ব্যালট	balloted
আবরন	وردی.
আবরন	ٹھوس
সানন্দে	بخوشی
শুষ্কতা	خشکی
শুষ্কতা	یبوست
মেলানিন	بال
খুংরিকাশি	پٹھا
খুংরিকাশি	پچھاڑی
বিবেকের	ضمیر
অসহ্য	گھناؤنا
অসহ্য	برہم
নেক	آبنائے
নেক	درّہ
নেক	گستاخی
নেক	چیرنی
নাইস	بھدّا.
নাইস	مشفق
নাইস	برا
নাইস	پسندیدہ
নাইস	حسّاس
নাইস	بااصول.
নাইস	لطیف
নাইস	باضابطہ
নাইস	بھونڈا
নাইস	مہربان
কোণার	کونا
গনতন্ত্র	جمہوریت
মিস্ত্রি	کاریگر
চিন্তাশীল	مصنف
চিন্তাশীল	(اکثربعدہ
ডেঞ্জারাস	مخدوش.
ডেঞ্জারাস	خطرناک
ডেঞ্জারাস	مخدوش.
উদারতা	مہربانی
উদারতা	کرم.
উদারতা	الطاف
টেন্সর	تناویہ
টিউটর	ہدایت
আবদার	انجانا.
আবদার	مہیب
আড়	آرپار
আড়	قاطع
আবর্তনশীল	دوری
আবর্তনশীল	متوارد
চিবুক	زنخداں
চিবুক	ٹھوڑی
চিবুক	ذقن
চিবুক	زنخداں
চিবুক	ٹھوڑی
কেনে	اعتراضاً
কেনে	تأمل
পিষে	عاجز
পিষে	کچلنا
পিষে	پیسنا.
পিষে	پیلنا.
পিষে	بیلنا
চোখকে	آنکھ
চোখকে	چشم
চোখকে	بصارت
চোখকে	شعور
চোখকে	مصنوعی
চিজ	بیزار
কিয়ামতের	احیا
কিয়ামতের	بیکار
সততার	ایمانداری
সততার	نیکی.
সততার	گول
সততার	سچائی
সততার	کھراپن.
ইনোসেন্ট	بغیر
ইনোসেন্ট	بدوں.
ইনোসেন্ট	بغیر
ইনোসেন্ট	بدوں.
ইনোসেন্ট	معصوم
বহিঃত্বক	برادمہ
অবমাননাকর	رکیک
হামাগুড়ি	گھسٹنا
হামাগুড়ি	رینگنے
হামাগুড়ি	رینگنا
হামাগুড়ি	گھسٹنا
হামাগুড়ি	رینگنے
হামাগুড়ি	رینگنے
হামাগুড়ি	سٹکنا
হামাগুড়ি	جھرجھری
হামাগুড়ি	out
হামাগুড়ি	رینگنا.
হামাগুড়ি	پنپنا
হামাগুড়ি	عاجزی
রক্তবর্ণ	ارغوانی
বধির	وزن
বধির	اصم
মুহুর্ত	اہمیت
মুহুর্ত	قدر.
মুহুর্ত	لخطہ
মুহুর্ত	پل.
মুহুর্ত	اہمیت
মুহুর্ত	لمحہ
মুহুর্ত	قدر.
মুহুর্ত	لخطہ
মুহুর্ত	پل.
দায়িত্ববোধ	of
কোয়ার্টজ	گار
ডিল	لگانا
ডিল	سلوک
ডিল	برتاؤ
ডিল	پہنچانا
ডিল	چھیڑنا
ডিল	جڑنا
ডিল	سودا.
ডিল	کثرت
ডিল	بانٹنا.
ডিল	معاملہ
পুঁজ	گُو
পুঁজ	براز.
পুঁজ	فحاشی
পুঁজ	غلاظت
পুঁজ	فحاشی
পুঁজ	گندگی
পুঁজ	غلاظت
গিফট	بخشنا.
গিফট	دہش
গিফট	عطیہ
গিফট	تحفہ.
গিফট	بخشنا.
গিফট	دہش
গিফট	عطیہ
গিফট	داد
গিফট	تحفہ.
ইয়েমেনি	یمنی.
অহংকারী	متکبر
অহংকারী	متکبر
অহংকারী	مغرور
উঁকি	تاکنا.
উঁকি	out
রক্তনালী	عروقی
রক্তনালী	قناتی.
ওভেন	چولھا.
ওভেন	تنور
ওভেন	گلخن
অন্তবর্তীকালীন	وقتی
অন্তবর্তীকালীন	عارضی
সুলি	کردار
সুলি	رسوا
হেম	حاشیہ
হেম	اٹکنا.
হেম	گوٹ.
লম্পট	ہوسناک
ঘটনাস্থল	محلہ
নিস্তেজ	مسلسل
নিস্তেজ	روشنی
নিস্তেজ	آواز
নিস্তেজ	ٹھپ
নিস্তেজ	غبی.
সয়্যার	آراکش
পূরন	کافی
পূরন	بھرنا
পূরন	کافی
গর্ভনিরোধক	بنجھوئی.
নিবন্ধীকরণ	رجسٹری
ভণ্ড	فریبی.
ভণ্ড	مکّار
ভণ্ড	منافق
ঊষ্মধ্বনি	ث
ঊষ্মধ্বনি	صفیری.
ঊষ্মধ্বনি	س.
মাউন্ড	انبار
মাউন্ড	ٹیلا.
মাউন্ড	لاٹ.
মাউন্ড	انبار
মাউন্ড	ٹیلا.
মাউন্ড	لاٹ.
মাউন্ড	تودہ
মাউন্ড	ڈھیر
অঙ্গাণু	عضوہ.
কড়াই	چونے
কড়াই	چہرہ.
কড়াই	پرات
কড়াই	کتھے
বিতর	مباحثہ.
বিতর	مناقشہ
বিতর	تنازعہ.
বিতর	قضیہ
খাচ্ছে	خوردنی
আন্টি	خالہ
আন্টি	چچی.
আন্টি	پھوپھی
এক্সপ্রেশন	اظہار
এক্সপ্রেশন	بیان
এক্সপ্রেশন	تعبیر.
এক্সপ্রেশন	تصریح
এক্সপ্রেশন	قیافہ.
মর	ماننا
মর	سمجھنا
মর	گرمجوشی
মর	لطف
বৈঠা	پیراکہ.
রেডিয়াল	شعاعی.
অন্ত্রে	مایہ
অন্ত্রে	خلاصہ.
আসলেন	سردست.
আসলেন	حقیقتہً
আসলেন	واقعتہً
আসলেন	واقعی
আসলেন	سردست.
আসলেন	حقیقتہً
আসলেন	واقعتہً
ক্লিয়ারেন্স	چکوتی
ক্লিয়ারেন্স	توضیح
ক্লিয়ারেন্স	تنقیح
ক্লিয়ারেন্স	تصفیہ
ক্লিয়ারেন্স	چھوٹ
নিম্নস্থ	آبدوز.
নিম্নস্থ	چندہ.
নিম্নস্থ	بدل.
লজিস্টিক	قیام
অধ্যবসায়	استقلال
অধ্যবসায়	دلجمعی
ফাজি	دھندلا
ফাজি	اُدھڑا
ফাজি	مبہم
ফাজি	گھنگریالہ.
প্যাথলজি	امراضیات
টম্বস্টোন	کتبہ.
ডুবন্ত	بعینہٖ
ডুবন্ত	(آنکھیں
ঝাড়বাতি	فانوس
ঝাড়বাতি	فانوس
ঝাড়বাতি	جھاڑ
ডামি	پُتلا
ডামি	رُوپک
ধাত্রী	دائی.
রেপ	نمائندہ
রেপ	توڑیا
রেপ	دھاوا
রেপ	لوٹنا.
রেপ	تاراجی.
ভেরিটি	صداقت.
মগজ	منتظم
মগজ	دماغ
মগজ	منتظم
মগজ	بھیجا
মগজ	دماغ
হঠাত	معاً
হঠাত	فوراً
হঠাত	یکبارگی
বন্ধ্যা	خالی
বন্ধ্যা	فضول
বন্ধ্যা	ٹھوٹھ
সরান	جنبش
সরান	حرکت
পটকা	پھونکنے
পটকা	سڑی.
স্পষ্টত	بظاہر
প্রে	صید.
প্রে	(مرض
অন্যায্য	غیرمنصفانہ.
নিপা	تاڑی.
অবিতর্কিত	واضح.
রেজাল্ট	حاصل
রেজাল্ট	(اکثربعدہ
রেজাল্ট	ثمر
রেজাল্ট	حاصل
রেজাল্ট	نتیجہ
রেজাল্ট	(اکثربعدہ
ককটেল	ملغوبہ
ককটেল	مخلوطہ.
ডিভোর্স	علاحدگی
ডিভোর্স	ناموافقت
ভাঁজের	چرس
ভাঁজের	جُھری.
ভাঁজের	bowling-crease)
অনন্যতা	ندرت
অনন্যতা	یکتائی
বিষ্ঠা	بکواس
বিষ্ঠা	پاخانہ.
বিষ্ঠা	گو
এলার্জি	اکراہ
এলার্জি	تنفر
এলার্জি	چڑ.
এলার্জি	بدمزگی
এলার্জি	بیزار.
পিতৃতন্ত্র	پدرسری
শশা	کھیرا
শশা	خِیار.
মুখরোচক	لذیذ
মিনারেল	فِلز
মিনারেল	فِلز
মিনারেল	معدنی
আর্ত	نادار
আর্ত	مفلس
শাটার	مانع.
জলদি	جلدی.
জলদি	فوراً
অগোছালো	خراب
অগোছালো	گندہ.
অগোছালো	پیچیدہ
বিষণ্ণতা	الم
বিষণ্ণতা	الم
বিষণ্ণতা	افسردگی
বিষণ্ণতা	نزول
বিষণ্ণতা	غمگینی
বিষণ্ণতা	نشیب
বিষণ্ণতা	فشار.
বিষণ্ণতা	نقاہت
বিষণ্ণতা	پچکن.
বিষণ্ণতা	اداسی
ঐন্দ্রজালিক	ساحر.
ঐন্দ্রজালিক	ساحر.
ঐন্দ্রজালিক	جادوگر
ঐন্দ্রজালিক	پُراسرار
ঐন্দ্রজালিক	طلسمی
ঐন্দ্রজালিক	جادوئی.
ঐন্দ্রজালিক	ساحرانہ.
কাকতালীয়ভাবে	احیاناً
কাকতালীয়ভাবে	اتفاقاً
ডাউনটাউন	مرکزی
রিকশায়	بانسری
রিকশায়	الغوزہ.
রিকশায়	شہپر.
রিকশায়	فیتے
ভালভা	فرج
চাকু	نکیلا
চাকু	طباعت
পিতৃতান্ত্রিক	سرقبیلی
পিতৃতান্ত্রিক	سرگروہی
ফার্মাসিস্ট	عطّار.
নাগাল	بڑھنا.
নাগাল	پھیلانا
নাগাল	(بعدہ
নাগাল	دسترس
নাগাল	پہنچنا
নাগাল	پانا
নাগাল	پہنچ
নাগাল	بڑھنا.
নাগাল	پھیلانا
নাগাল	(بعدہ
নাগাল	رسائی
নাগাল	دسترس
ভ্যাট	حوض
ভ্যাট	ہودی
ভ্যাট	ماٹ
বাজপাখি	شکرا
বাজপাখি	لٹیرا
বাজপাখি	جنگجو
ফাঙ্ক	بزدل
ফাঙ্ক	دہشت.
ফাঙ্ক	خوف
ফাঙ্ক	دبکنا
ফাঙ্ক	ڈرنا
ফাঙ্ক	بوداشخص.
ফাঙ্ক	ہراس
উত্তেজনাকর	کشیدہ.
উত্তেজনাকর	تنت
উত্তেজনাকর	تاننا
টেম্পোরাল	دنیوی
টেম্পোরাল	شقیقی.
টেম্পোরাল	ارضی.
সাবলীলভাবে	طاقت.
সাবলীলভাবে	طاقت.
সাবলীলভাবে	روانی
অসুখী	ناشاد.
অসুখী	منحوس
ড্যাডি	باپ
ড্যাডি	ابا
ড্যাডি	ابو.
গনোরিয়া	آتشک
ভোজ্য	خوراک.
ভোজ্য	خوردنی
রাঁধুনি	باورچی
স্কটিয়া	چیرنی.
কুয়াশাচ্ছন্ন	مبہم.
কুয়াশাচ্ছন্ন	فضا)
কুয়াশাচ্ছন্ন	مبہم.
কুয়াশাচ্ছন্ন	فضا)
কুয়াশাচ্ছন্ন	دُھندلا
কুয়াশাচ্ছন্ন	مٹامٹاسا.
কুয়াশাচ্ছন্ন	مبہم
প্রক্সি	نیابت
গলিতে	پٹڑی.
গলিতে	باغ
ছেলেটা	کودک
ছেলেটা	حیرت
ছেলেটা	خادم
ছেলেটা	کودک
ছেলেটা	حیرت
ছেলেটা	لڑکا
ছেলেটা	خادم
ধর্ষন	توڑیا
ধর্ষন	دھاوا
ধর্ষন	لوٹنا.
ধর্ষন	تاراجی.
অনন্তকাল	دوام
অনন্তকাল	مسلسل
অনন্তকাল	برابر
ফাং	کیلا
অসহিষ্ণুতা	عصبیت
ঘড়িয়াল	گھڑیال
কুমারীত্ব	بکارت
কুমারীত্ব	دوشیزگی
লুলু	عمدہ
লুলু	غیرمعمولی
ঝলমলে	شاندار
সর্বস্বান্ত	مفلس
লিগাল	قانونی
উৎফুল্ল	آمادہ
উৎফুল্ল	پُرولولہ
সারেঙ্গি	سارنگی
অশোধিত	کچا
অশোধিত	ناشائستہ
অশোধিত	بونگا
ফানি	دلچسپ
ফানি	انوکھا.
ফানি	مزاحیہ.
ফানি	پُرلطف
