gloria	gloria
aken	fereastră
aken	fereastra
aken	geam
hills	dealurile
hills	hills
hills	coline
hills	dealuri
isabelle	isabelle
passiivne	pasiv
passiivne	pasivă
passiivne	pasive
eno	eno
antonov	antonov
dumas	dumas
meele	minte
meele	mintea
hare	hare
ülalpool	deasupra
pre	pre
tõestus	dovezi
tõestus	dovadă
tõestus	dovada
tor	tor
kokkupuude	expunere
kokkupuude	expunerea
kasutuselevõtt	desfășurare
kasutuselevõtt	desfășurarea
stress	stres
stress	stress
stress	stresul
kahn	kahn
putnam	putnam
lode	lode
jalakäijate	pieton
jalakäijate	pietoni
detaili	detaliu
detaili	detalii
hoiak	atitudinea
hoiak	atitudine
hoiak	postură
hoiak	postura
spektroskoopia	spectroscopie
karp	căsuța
karp	cutie
karp	cutia
karp	carton
karp	cutie
gay	homosexual
gay	homo
gay	gay
pausi	pauza
pausi	pauză
hoidmine	păstrarea
hoidmine	holding
koostisosa	constitutiv
koostisosa	ingredientul
koostisosa	ingredient
tõmbab	atrage
stern	pupa
stern	stern
erosiooni	eroziune
merkel	merkel
kuulsus	celebritate
kuulsus	celebritatea
kuulsus	faimă
kuulsus	faima
kuulsus	fame
elise	elise
kong	kong
attila	attila
duncan	duncan
amour	amour
braun	braun
issn	issn
tehingu	tranzacția
tehingu	tranzacție
uuendused	inovare
uuendused	inovarea
uuendused	actualizări
uuendused	actualizările
kasutegur	randament
kasutegur	eficiență
kasutegur	eficiența
kasutegur	eficienta
horisontaalne	orizontal
horisontaalne	orizontale
horisontaalne	orizontală
kafka	kafka
seire	monitorizarea
seire	monitorizare
mongolid	mongoli
mongolid	mongolilor
mongolid	mongolii
vabariiklaste	republicani
vabariiklaste	republican
vabariiklaste	republicane
vabariiklaste	republicană
terminid	termenii
terminid	termeni
regulatsioon	regulament
regulatsioon	regulamentul
regulatsioon	reglementare
regulatsioon	reglementarea
spetsiifiline	specific
spetsiifiline	specifică
spetsiifiline	specifice
sügavale	adanc
sügavale	profund
sügavale	adâncă
sügavale	adânc
dets	dec
antenni	antena
antenni	antenă
ios	ios
castel	castel
ohvreid	victime
ohvreid	victimele
keeruliseks	complica
keeruliseks	complică
salzburgi	salzburg
stabiilsed	stabil
stabiilsed	stabile
stabiilsed	grajd
stabiilsed	stabilă
murdoch	murdoch
iha	dorinta
iha	dorința
iha	dorință
iha	poftă
iha	pofta
tunded	sentimente
tunded	sentimentele
pantvangi	ostatici
pantvangi	ostatec
pantvangi	ostatic
alvar	alvar
vaadeldud	observate
vaadeldud	observat
vaadeldud	observată
määramata	nedeterminat
määramata	nedeterminată
määramata	nedeterminată
määramata	nedefinit
määramata	nedefinită
määramata	nespecificate
golf	golf
golf	golful
impulss	pulsul
impulss	puls
impulss	impuls
jackie	jackie
käsud	comenzi
käsud	ordine
käsud	ordinele
käsud	comenzi
blake	blake
transistor	tranzistor
troopiline	tropical
troopiline	tropicală
troopiline	tropicale
alu	alu
hobuseid	cai
hobuseid	cailor
hobuseid	caii
martínez	martínez
lihased	muschi
lihased	muschii
teenindab	serveste
teenindab	servește
trento	trento
kahjustatud	deteriorat
kahjustatud	deteriorată
kahjustatud	avariate
kahjustatud	avariat
kahjustatud	deteriorate
côte	côte
ulla	ulla
jurisdiktsiooni	competență
määratlus	definiție
määratlus	definirea
määratlus	definiția
lugemist	citirea
lugemist	citire
lugemist	citesc
lugemist	citind
lugemist	lectură
alejandro	alejandro
