অ্যানি	annie
গতানুগতিক	typisk
গতানুগতিক	typiskt
গতানুগতিক	typiska
শক	chock
শক	stöt
বোধগম্য	förstått
বোধগম্য	uppfattat
বোধগম্য	förstod
বোধগম্য	begripligt
বোধগম্য	förståeligt
বোধগম্য	begriplig
বোধগম্য	förståelig
বোধগম্য	förståeliga
ফ্লাইং	flyger
ফ্লাইং	flygning
ফ্লাইং	flyga
ফ্লাইং	flygande
জামাইকার	jamaicanska
জোনস	jones
লোদি	lodi
ফ্লেচার	fletcher
চশমা	glasögon
চশমা	glasögon
ভোল্টেজ	spänning
উন্মোচিত	presenterade
উন্মোচিত	utsatt
উন্মোচিত	exponerad
উন্মোচিত	utsatta
উন্মোচিত	exponerade
এডগার	edgar
এলিয়ট	elliott
এলিয়ট	eliot
এলিয়ট	elliot
সমকক্ষ	likar
সমকক্ষ	jämlikar
সত্তর	seventy
সত্তর	sjuttio
সামি	sami
চামচ	sked
চামচ	skeden
লেকচার	föredrag
লেকচার	föreläsning
ইসরাইল	israel
দেখেছি	sett
দেখেছি	sedd
দেখেছি	sedda
হটে	haute
যুদ্ধবিরতি	vapenstillestånd
যুদ্ধবিরতি	vapenvila
যুদ্ধবিরতি	eldupphör
তিমি	valar
তিমি	valen
তিমি	val
অ্যালকোহল	alkohol
অবরুদ্ধ	blockerade
অবরুদ্ধ	blockerat
অবরুদ্ধ	blockeras
অবরুদ্ধ	blockerad
অবরুদ্ধ	spärrad
তত্ত্বাবধান	övervakning
তত্ত্বাবধান	tillsyn
বুকার	booker
কট	kot
ফিতা	band
ফ্যাক্টরি	fabriken
ফ্যাক্টরি	fabrik
ফ্যাক্টরি	factory
চকচকে	glansiga
বিস্ময়	överraskad
বিস্ময়	överraskning
বিস্ময়	överraska
বিস্ময়	underverk
বাধার	hinder
লেস	les
লেস	spetsar
লেস	spets
মেটে	lever
মেটে	levern
বাতিঘর	fyr
বাতিঘর	fyren
জারণ	korrosion
মিষ্টান্ন	efterrätt
মিষ্টান্ন	dessert
কান্দাহার	kandahar
নিক্ষিপ্ত	gips
নিক্ষিপ্ত	gjutna
নিক্ষিপ্ত	kasta
নিক্ষিপ্ত	kastad
রেস্টুরেন্ট	restaurang
রেস্টুরেন্ট	restaurangen
মুষ্টিযোদ্ধা	boxare
হল্যান্ড	holland
কিটস	keats
বেলুন	ballong
বেলুন	ballonger
নাস	nas
পরিসর	avstånd
পরিসর	range
পরিসর	intervall
ছিটকে	knackade
রিডার	läsare
রিডার	läsaren
রিডার	läsare
ট্যাক্সি	taxi
সেবন	njuter
গিলবার্ট	gilbert
অধ্যয়নরত	studerar
অধ্যয়নরত	studera
লাফিয়ে	jump
লাফিয়ে	hoppa
লাফিয়ে	hopp
লাফিয়ে	hoppar
ছুড়ে	kast
ছুড়ে	kasta
ছুড়ে	kastar
ছুড়ে	slänga
অ্যাটলেটিকো	atlético
সাদ্দাম	saddam
গাড়ী	bil
জ্বলে	skiner
জ্বলে	lysa
জ্বলে	putsa
জ্বলে	skina
নাইরোবি	nairobi
ডিসকভারি	upptäckt
ডিসকভারি	upptäckter
ডিসকভারি	upptäckten
ডিসকভারি	discovery
হীরা	diamond
হীরা	diamant
অপব্যবহার	missbruk
অপব্যবহার	missbruka
অপব্যবহার	övergrepp
নিকারাগুয়া	nicaragua
নিকারাগুয়া	ryssland
আপিল	överklagande
আপিল	överklaganden
চিয়াং	chiang
সিন্ধ	sindh
জাজিরা	jazeera
লোকে	människor
লোকে	personer
লোকে	folk
লোকে	people
প্যালেস্টাইন	palestinska
প্যালেস্টাইন	palestina
কেনো	varför
ঘটবে	händer
হাজি	haji
স্যামুয়েলস	samuels
উপকারী	välgörande
উপকারী	fördelaktig
উপকারী	fördelaktigt
উপকারী	hjälpsam
ডো	doe
গুলিবর্ষণ	avfyrning
গুলিবর্ষণ	avfyrar
গুলিবর্ষণ	skjuter
সুখের	lycka
সুখের	lyckan
চলন	chalan
আর্দ্রতা	vattenhalt
আর্দ্রতা	fukt
আর্দ্রতা	fuktighet
আর্দ্রতা	luftfuktighet
আর্দ্রতা	fukt
আর্দ্রতা	fuktighet
নির্জন	ensamt
নির্জন	ensam
নির্জন	ensamma
সোমালিয়া	somalia
বিক্ষিপ্ত	spridda
বিক্ষিপ্ত	utspridd
বিক্ষিপ্ত	utspridda
বিক্ষিপ্ত	spridd
বিক্ষিপ্ত	distrahera
মহৎ	mäktiga
মহৎ	mäktige
মহৎ	mäktigt
মহৎ	magnifik
মহৎ	magnifika
মহৎ	storartat
মহৎ	magnifikt
ধারণকারী	innehållande
ধারণকারী	container
ধারণকারী	behållare
তীরন্দাজ	bågskyttar
মজা	roliga
মজা	kul
মজা	rolig
মজা	skoj
মজা	roligt
পশম	päls
সতর্কতা	varning
সতর্কতা	varning
সতর্কতা	försiktighet
সতর্কতা	registreringar
সতর্কতা	varningar
সতর্কতা	pigg
সতর্কতা	larm
সতর্কতা	varning
সতর্কতা	alert
আনু	anu
কেক	tårta
কেক	kaka
কেক	tårtor
কেক	kakor
পুরী	puri
পান্না	emerald
সাফারি	safari
ক্রোমোজোম	kromosom
কোরে	corey
মনোবল	uthållighet
নরম্যান	norman
কনরাড	conrad
কনরাড	konrad
নিকোলাই	nikolaj
নিকোলাই	nikolai
জয়েন্ট	joint
জয়েন্ট	gemensamt
জয়েন্ট	gemensamma
জয়েন্ট	gemensam
শামস	shams
বহিষ্কৃত	utvisade
বহিষ্কৃত	relegerad
কলি	kali
কলি	collie
কলি	bud
রেজিস্টার	register
রেজিস্টার	registrera
রেজিস্টার	register
রেজিস্টার	registret
ফিদেল	fidel
স্ট্রোক	stroke
স্ট্রোক	slaganfall
ব্যাথা	smärta
ব্যাথা	pain
ব্যাথা	smärtor
ব্যাথা	värk
ফ্রাই	fry
ফ্রাই	pommes
কীটনাশক	bekämpningsmedel
কীটনাশক	bekämpningsmedel
বক্ররেখা	kurva
বক্ররেখা	kurvor
গেটস	grindar
গেটস	gates
গেটস	portar
বর্মন	bartender
এক্সটেনশন	förlängningar
এক্সটেনশন	utvidgningar
এক্সটেনশন	utökningar
এক্সটেনশন	förlängning
এক্সটেনশন	utökning
এক্সটেনশন	utbyggnad
এক্সটেনশন	utvidgning
ব্রাউনের	brun
ব্রাউনের	bruna
ব্রাউনের	brunt
ব্রাউনের	brown
ব্রাউনের	braun
শশী	shashi
সুজা	souza
সুজা	shuja
সুজা	suja
ক্রাইস্টচার্চ	christchurch
ধূমপান	röker
ধূমপান	röka
ধূমপান	rökare
ধূমপান	rökning
লুইজ	luiz
ধ্বংসাত্মক	destruktiv
ধ্বংসাত্মক	destruktiva
সমানভাবে	lika
ভূগোলবিদ	geograf
সেটার	setter
মেহতা	mehta
ইয়োহানেস	johannes
প্রমিত	standarden
প্রমিত	standard
দই	yoghurt
লিওনার্ড	leonard
অপমান	vanära
অপমান	skam
অপমান	förnedring
অপমান	förolämpning
অপমান	förolämpar
অপমান	förolämpande
অপমান	kränkande
অপমান	förolämpning
অপমান	förolämpa
নেত্রী	ledaren
নেত্রী	ledare
নেত্রী	leader
তাঁত	vävstol
গোর্খা	gorkha
চেখভ	tjechov
বিচলিত	nervös
বিচলিত	nervöst
বিচলিত	nervösa
বিচলিত	upprörd
বিচলিত	upprörda
রাইডার	raider
রাইডার	ryder
রাইডার	ryttare
রাইডার	rider
প্রশিক্ষিত	utbildade
প্রশিক্ষিত	tränade
প্রশিক্ষিত	tränat
প্রশিক্ষিত	tränad
প্রশিক্ষিত	utbildad
পূর্বাভাস	prognos
ল্যান্স	lance
ল্যান্স	lans
সোয়ান	svanen
সোয়ান	swan
সোয়ান	svan
নানক	nanak
কুকুরের	hund
মাছরাঙা	kungsfiskare
ফতেহ	fateh
মেয়ার	meyer
কুসংস্কার	fördomar
দাসী	hemhjälp
দাসী	piga
দাসী	mö
দাসী	jungfru
দাসী	hembiträde
সূচী	innehållet
সূচী	innehåll
সূচী	innehållsförteckning
টিনের	tin
টিনের	tenn
পুরি	puri
পদ্মার	padma
বাব	bab
ম্যাট্রিক্স	matrisen
ম্যাট্রিক্স	matrix
ম্যাট্রিক্স	matris
ম্যাট্রিক্স	matriser
নির্যাতিত	missbrukas
নির্যাতিত	missbrukade
নির্যাতিত	utnyttjad
নির্যাতিত	missbrukat
নির্যাতিত	misshandlad
বিন্যাসে	formade
বিন্যাসে	formad
এফবিআই	fbi
ড্রামার	trummis
তিল	sesam
ম্যাডিসন	madison
প্রাপ্তবয়স্কদের	vuxna
টমেটো	tomater
টমেটো	tomat
প্রতিলিপি	kopior
প্রতিলিপি	kopiorna
প্রতিলিপি	exemplar
প্রতিলিপি	kopierar
অং	ong
ক্লায়েন্ট	klienten
ক্লায়েন্ট	kunden
ক্লায়েন্ট	klient
ক্লায়েন্ট	kund
হাঁটা	walking
হাঁটা	gående
হাঁটা	vandrande
হাঁটা	promenerar
হাঁটা	promenad
হাঁটা	promenad
হাঁটা	promenera
হাঁটা	walk
টানেল	tunnel
টানেল	tunneln
পটাশিয়াম	kalium
পিয়ার	pir
পিয়ার	pier
পরামর্শক	konsulten
পরামর্শক	konsult
অনুন্নত	outvecklade
জিনিসপত্র	saker
জিনিসপত্র	grejer
পুরুষেরা	karlar
পুরুষেরা	män
পুরুষেরা	manskap
এক্সবক্স	xbox
পাড়ার	grannskap
পাড়ার	stadsdel
ম্যানিলা	manila
জ্যামাইকা	jamaica
মুরগির	höna
মুরগির	kyckling
ভিশন	syn
ভিশন	visioner
ভিশন	vision
শিরা	ven
সংবেদনশীল	känsliga
সংবেদনশীল	känsligt
সংবেদনশীল	känslig
ফারাও	farao
আন্তরিক	uppriktigt
আন্তরিক	uppriktig
আন্তরিক	uppriktiga
আন্তরিক	uppriktigt
আন্তরিক	rejäl
কূটনীতিক	diplomat
আর্টিলারি	artilleri
আর্টিলারি	artilleriet
মার্স	mars
আওরঙ্গজেব	aurangzeb
এডিটর	redigerare
এডিটর	redaktörer
তরুন	unga
তরুন	young
তরুন	yngre
তরুন	ung
ভালুক	bear
ভালুক	björn
পৌঁছাতে	räckvidden
পৌঁছাতে	reach
পৌঁছাতে	nå
পৌঁছাতে	räckvidd
প্রিন্সিপাল	huvudsakliga
প্রিন্সিপাল	huvudansvarig
প্রিন্সিপাল	rektorn
প্রিন্সিপাল	huvudman
প্রিন্সিপাল	rektor
সুজি	susie
লেবাননের	libanesiska
পোলক	pollock
বিধিবদ্ধ	lagstadgad
বিধিবদ্ধ	lagstadgade
বিধিবদ্ধ	lagstadgat
প্রস্থান	sluta
প্রস্থান	avsluta
প্রস্থান	utgång
প্রস্থান	utförsel
প্রস্থান	utträde
প্রস্থান	avsluta
নখ	klo
নখ	spik
নখ	naglar
নখ	spikar
চেজ	jaga
চেজ	chase
সেলুলার	porösa
সেলুলার	cellulära
পাইরেটস	pirater
পাইরেটস	piraterna
পাইরেটস	sjörövare
হায়দরাবাদ	hyderabad
গন্তব্য	destination
গন্তব্য	destinationen
গন্তব্য	resmål
গন্তব্য	destinationer
গন্তব্য	resmål
টেলার	kassör
টেলার	teller
পেইন্টিং	tavla
পেইন্টিং	målar
পেইন্টিং	målning
শুন্য	noll
শুন্য	zero
শুন্য	nolla
হিলস	kullarna
হিলস	kullar
হিলস	hills
ভজন	chant
ভজন	mässa
অসন্তুষ্ট	missnöjda
অসন্তুষ্ট	missnöjd
চায়ের	tea
চায়ের	te
ড্যানিশ	danskt
ড্যানিশ	dansk
ড্যানিশ	danska
দাম্পত্য	brud
তর্ক	argumentera
তর্ক	argumenterar
তর্ক	grälade
তর্ক	bråkar
তর্ক	argumenterar
তর্ক	argumentera
অর্ডোভিশিয়ান	ordovicium
আগ্রাসী	aggressivt
আগ্রাসী	aggressiva
আগ্রাসী	aggressiv
কদর	uppskatta
কদর	uppskattar
ফিউশন	fusion
প্রজ্ঞা	uns
প্রজ্ঞা	visdom
প্রজ্ঞা	klokhet
প্রজ্ঞা	vishet
গেটের	gate
গেটের	grind
মাংসাশী	köttätare
সুইং	sving
সুইং	gunga
সুইং	svinga
সুইং	swing
তাহার	hennes
তাহার	her
তাহার	henne
রন্ধনপ্রণালী	köket
অভিনেতাদের	aktörer
অভিনেতাদের	skådespelare
আইজ্যাক	isaac
আইজ্যাক	isak
শাস্তির	bestraffning
শাস্তির	straff
লী	lee
এস্তোনিয়া	estland
দুর্বলতা	svaghet
রিয়া	rhea
রিয়া	ria
ব্যুৎপত্তি	etymologi
কাউন্টার	räknare
কাউন্টার	motverka
দেখছি	tittar
প্রসব	förlossning
প্রসব	barnsäng
বাধ্যবাধকতা	förpliktelse
বাধ্যবাধকতা	skyldighet
বাধ্যবাধকতা	skyldigheten
পেদ্রো	pedro
জাক	jacques
অলঙ্কার	smycken
অলঙ্কার	smycke
ইউরোপা	europa
কাজাখস্তান	kazakstan
সহচর	kompanjon
সহচর	följeslagare
লেন্সের	linser
অস্থিরতা	oroligheter
অস্থিরতা	oroligheterna
অস্থিরতা	instabilitet
গিলমোর	gilmour
বহুবিধ	multipla
বহুবিধ	flera
বহুবিধ	multipel
বহুবিধ	flertal
টলন	tallon
ক্যারোলিনা	carolina
পেশোয়ার	peshawar
লন	gräsmatta
লন	gräsmattan
ছদ্ম	pseudo
আড্ডা	tillhåll
আড্ডা	chatten
আড্ডা	chatta
আড্ডা	chat
আড্ডা	chatt
আম্বেদকর	ambedkar
ডিস্ট্রিক্ট	distriktet
ডিস্ট্রিক্ট	valdistrikt
ডিস্ট্রিক্ট	distrikt
বসতে	sitta
বসতে	sitt
বসতে	sit
বতুতা	battuta
মতলব	förför
মতলব	förföra
তিউনিসিয়া	tunisien
ডানায়	vingar
ডানায়	wings
ক্লিনটন	clinton
মন্ত্রীদের	ministrarna
মন্ত্রীদের	ministrar
সহোদর	syskon
সহোদর	syskonen
সহোদর	syskon
তিলক	tilak
সাজা	dömt
সাজা	dömd
সাজা	dömda
সাজা	dömde
গাজা	gaza
আদার	adar
আদার	ingefära
আদার	ginger
বীচ	stranden
বীচ	beach
বীচ	strand
একতা	enhetlighet
একতা	enighet
একতা	singularitet
সিসি	sisi
মাং	mang
অ্যান্টেনা	antenn
বোতাম	knappar
বোতাম	knapparna
বোতাম	knapp
বোতাম	knappen
বোতাম	button
ব্রি	bree
ব্রি	brie
ব্রি	bri
মশলা	krydda
মশলা	masala
মশলা	kryddor
প্রত্যাশিত	förväntade
প্রত্যাশিত	förväntat
প্রত্যাশিত	förväntas
প্রত্যাশিত	förväntad
প্রত্যাশিত	väntas
মুখার্জি	mukherjee
ঢেলে	häll
ঢেলে	hälla
ঢেলে	gjuta
ঢেলে	häller
কান্দি	kandi
শরণার্থীদের	flyktingar
স্থানীয়দের	lokalbefolkningen
নিরুৎসাহিত	avskräcka
নিরুৎসাহিত	avskräcker
নিরুৎসাহিত	motarbeta
নিরুৎসাহিত	motverka
অংশগ্রহণকারীদের	deltagare
অংশগ্রহণকারীদের	deltagarna
অংশগ্রহণকারীদের	deltagare
ফেটে	spricker
চাদর	tabeller
চাদর	plåt
চাদর	lakan
চাদর	blad
স্বাভাবিকভাবে	naturligt
ইংরাজি	swedish
ইংরাজি	engelska
ফ্লয়েড	floyd
বহিরাগত	extern
বহিরাগত	externt
বহিরাগত	yttre
বহিরাগত	externa
ম্যাপ	karta
ম্যাপ	kartlägga
ম্যাপ	kartan
ট্রয়	troy
ট্রয়	troja
বিভ্রান্ত	förvirrat
বিভ্রান্ত	förvirrade
বিভ্রান্ত	förvirrad
স্পাই	spion
স্পাই	spy
স্পাই	spionera
ফাঁক	mellanrum
ফাঁক	öppningar
ফাঁক	luckor
ব্যাচ	parti
ব্যাচ	sats
কপালে	pannan
কপালে	panna
অ্যাডমিরাল	amiral
অ্যাডমিরাল	admiral
অ্যাডমিরাল	amiralen
হরর	fasa
হরর	skräck
গফ	gough
মহাকাব্যিক	episk
কাকাতুয়া	kakadua
প্যাট	klapp
প্যাট	pat
কাট	nedskärningar
সাংবাদিকদের	journalister
মার্কাস	marcus
ইন্ডিপেন্ডেন্ট	självständig
ইন্ডিপেন্ডেন্ট	självständiga
ইন্ডিপেন্ডেন্ট	oberoende
ইন্ডিপেন্ডেন্ট	självständigt
ইন্ডিপেন্ডেন্ট	fristående
আইনগতভাবে	juridiskt
আইনগতভাবে	rättsligt
আইনগতভাবে	lagligt
আইনগতভাবে	lagligen
অ্যারিজোনা	arizona
জর্দান	jordan
জর্দান	jordanien
পার্ট	delen
পার্ট	del
পোকেমন	pokemon
টেপ	band
টেপ	tejp
সুইচ	byt
সুইচ	strömbrytare
সুইচ	byta
সুইচ	växla
হাঁটু	knä
হাঁটু	knäet
হাঁটু	knän
হাঁটু	knäna
নার্গিস	nargis
বেচে	levande
বেচে	alive
ধর্ষণের	våldtäkter
ধর্ষণের	raps
ধর্ষণের	våldta
ধর্ষণের	våldtäkter
ধর্ষণের	våldtäkt
আলজেরীয়	algeriska
বিকেলে	eftermiddagen
বিকেলে	eftermiddag
এনজাইম	enzymer
এনজাইম	enzym
এনজাইম	enzymet
সম্পূরক	komplettera
সম্পূরক	tillägg
সম্পূরক	supplement
সম্পূরক	kompletterar
সম্পূরক	komplettera
সম্পূরক	komplement
সম্পূরক	kompletterar
সম্পূরক	tillägg
সম্পূরক	tillskott
সম্পূরক	supplement
সম্পূরক	kosttillskott
মনোহর	manohar
কং	cong
কং	kong
রুবেল	rubel
বসন্তের	våras
বসন্তের	våren
শব্দসমষ্টি	fras
মনিটর	bildskärm
মনিটর	övervaka
মনিটর	övervakare
মনিটর	monitor
মনিটর	monitorer
মনিটর	övervakare
মনিটর	övervakar
খেলছেন	leker
খেলছেন	spelar
খেলছেন	spela
খেলছেন	leka
গম্ভীর	seriös
গম্ভীর	seriöst
গম্ভীর	allvarliga
গম্ভীর	allvarlig
গম্ভীর	allvarligt
হার্জেগোভিনা	hercegovina
এমআইটি	mit
নিম্নভূমি	låglandet
আমেরিকানদের	amerikanerna
আমেরিকানদের	amerikaner
মর্যাদাপূর্ণ	ansedda
মর্যাদাপূর্ণ	prestigefyllda
কোট	kappa
কোট	jacka
কোট	kot
কোট	offert
কোট	citerar
কোট	citera
কোট	citat
নগ্নতা	naket
নগ্নতা	nakenhet
আকাশচুম্বী	skyskrapa
পূর্বপুরুষদের	förfäder
টেড	ted
উপকণ্ঠে	ytterområden
অবহেলিত	försummas
অবহেলিত	försummade
অবহেলিত	försummat
লিডার	ledaren
লিডার	ledare
লিডার	leader
হামবুর্গ	hamburg
অ্যাডোবি	adobe
রাওয়ালপিন্ডি	rawalpindi
দ্রুতগামী	snubblar
দ্রুতগামী	strövar
বাসিন্দারা	invånare
বাসিন্দারা	boende
বাসিন্দারা	bosatta
মোটরগাড়ি	bilindustri
মোটরগাড়ি	automotive
মোটরগাড়ি	fordonsindustrin
প্লেবয়	playboy
কনকাকাফ	concacaf
সাম্রাজ্যবাদ	imperialism
নির্দোষ	oskyldig
নির্দোষ	oskyldigt
নির্দোষ	oskyldiga
দারিদ্র	fattigdom
দারিদ্র	fattigdomen
আগ্নেয়াস্ত্র	skjutvapen
লিটার	liter
লিটার	liter
লিটার	liters
জানুন	läs
জানুন	lär
জানুন	lära
দাড়িয়ে	står
দাড়িয়ে	stående
ব্রুকলিন	brooklyn
ব্যাটারী	batteri
ব্যাটারী	batteriet
ডেন	dane
ডেন	dansk
মাহফুজ	mahfouz
চুম্বন	kyssar
চুম্বন	kyssa
চুম্বন	kyssar
চুম্বন	puss
চুম্বন	puss
চুম্বন	kiss
চুম্বন	kyss
সান্টা	tomte
সান্টা	tomten
সমেত	inkluderande
বোমাবর্ষণ	bombat
বোমাবর্ষণ	bombade
বোমাবর্ষণ	bombningarna
বোমাবর্ষণ	bombningen
বোমাবর্ষণ	bombningar
ইভান্স	evans
জ্ঞাত	kända
জ্ঞাত	känd
জ্ঞাত	känt
তেনজিং	tenzin
সংহতি	solidaritet
সেরে	återvinning
সেরে	återhämtning
সেরে	indrivning
টেসলা	tesla
উত্তল	konvex
দুঃখিত	sorry
দুঃখিত	förlåt
দুঃখিত	ledsen
দুঃখিত	beklagar
ভোল্ট	volt
ভোল্ট	volt
অভিনন্দন	gratulerar
অভিনন্দন	gratulera
অভিনন্দন	grattis
ফোটে	blomma
ফোটে	bloom
ফোটে	blom
ফোটে	blommar
সেনেগাল	senegal
মুনি	mooney
মুনি	muni
মহর্ষি	maharishi
বাঁচার	överlevnad
চার্চিল	churchill
উপকার	vinst
উপকার	nytta
উপকার	fördelar
উপকার	förmåner
লেবু	lemon
লেবু	citron
সুখী	glada
সুখী	grattis
সুখী	lycklig
সুখী	nöjd
সুখী	lyckliga
সুখী	glad
গীর্জা	kyrkan
গীর্জা	kyrka
হান্ট	jaga
হান্ট	jakt
হান্ট	hunt
হান্ট	jagar
অস্থিতিশীল	oregelbunden
ট্রেডমার্ক	varumärket
ট্রেডমার্ক	varumärke
বাসস্থানের	livsmiljöer
বাসস্থানের	habitat
বাসস্থানের	livsmiljö
ঘটনাসমূহ	händelser
ঘটনাসমূহ	evenemang
কদাচিৎ	sällan
ঐশ্বরিক	gudomligt
ঐশ্বরিক	gudomlig
ঐশ্বরিক	gudomliga
পোর্তো	porto
ফিঞ্চ	fink
ফিঞ্চ	finch
শোভাযাত্রা	procession
শ্রবণ	utfrågning
শ্রবণ	hörande
শ্রবণ	hörsel
ছেলেরা	boys
ছেলেরা	pojkar
ছেলেরা	grabbar
ছেলেরা	sons
ছেলেরা	söner
ছেলেরা	söners
ছেলেরা	grabbar
ছেলেরা	killar
সস্তা	snål
সস্তা	snåla
সস্তা	billigt
সস্তা	billig
সস্তা	billiga
সস্তা	billigare
পরিবাহী	konduktören
পরিবাহী	dirigent
মানসিকতা	mentalitet
মানসিকতা	tankesätt
মানসিকতা	mentalitet
মানসিকতা	tänkesätt
হাটে	promenader
পরিদর্শনে	besöker
পরিদর্শনে	besöka
পরিদর্শনে	besökande
ঘুঘু	duva
ওরিয়েন্টাল	orientaliska
বোল্ট	bolt
বোল্ট	bult
আঙ্গুল	fingrar
আঙ্গুল	fingrarna
আঙ্গুল	fingret
আঙ্গুল	finger
ডক	docka
শিখে	lärt
অসলো	oslo
খাঁটি	autentisk
খাঁটি	autentiska
খাঁটি	äkta
খাঁটি	giltiga
খাঁটি	rena
খাঁটি	ren
খাঁটি	rent
গোলাবারুদ	ammunition
অমূল্য	ovärderliga
অমূল্য	ovärderlig
অমূল্য	ovärderligt
কিংডম	kingdom
কিংডম	kungarike
কিংডম	rike
কিংডম	kungariket
সরবরাহকারী	leverantör
কার্নেল	kärnan
কার্নেল	kärna
অ্যালাস্টেয়ার	alastair
রেমন্ড	raymond
বিষয়াবলী	ämnen
সনাক্তকরণ	upptäckt
টিউমার	tumör
টিউমার	tumörer
আভা	ava
আস্তানা	vinden
আস্তানা	astana
হত্যাকান্ড	mörda
হত্যাকান্ড	mord
পাঠায়	skickar
পাঠায়	sänder
পরিচালকদের	direktörer
পরিচালকদের	regissörer
পরিচালকদের	styrelseledamöter
পরিচালকদের	chefer
লেনন	lennon
ময়লা	smutsig
ময়লা	smutsiga
ময়লা	smutsigt
ময়লা	smuts
ময়লা	jord
বার্নস	barnes
টেলিকম	telecom
টেলিকম	telekom
বর্ন	född
বর্ন	born
বর্ন	födda
কাঠামোগত	strukturella
কাঠামোগত	strukturell
কাঠামোগত	strukturellt
ঝিনুক	ostron
ঝিনুক	ostron
সরলীকৃত	förenklat
সরলীকৃত	förenklad
সরলীকৃত	förenklade
ইদ্রিস	idris
এইচআইভি	hiv
ব্রেস্টস্ট্রোক	bröstsim
লিথুয়ানিয়া	litauen
বাত	artrit
ছাদে	tak
স্ত্রীদের	hustrur
স্ত্রীদের	fruar
দারা	dara
জেনারেটর	generator
জেনারেটর	generatorn
যুগোস্লাভিয়া	jugoslavien
সিগারেট	cigarett
সিগারেট	cigaretter
ফ্যাকাল্টি	fakulteten
সাবধান	varning
সাবধান	försiktighet
সাবধান	försiktigt
সাবধান	försiktig
কেনসিংটন	kensington
নিবদ্ধ	fokuserat
নিবদ্ধ	fokuserade
নিবদ্ধ	fokuserad
বান্টু	bantu
উদিত	stiger
ইতিমধ্যেই	redan
জা	jaa
লুমিয়া	lumia
দাতা	donator
দাতা	givare
কার্গো	frakt
কার্গো	last
কার্গো	gods
সাই	psy
সাই	psi
সাই	sai
পাউডার	krut
পাউডার	puder
পাউডার	pulver
পাউডার	powder
অ্যাকিলিস	akilles
বিশৃঙ্খলা	oordning
বিশৃঙ্খলা	störning
বিশৃঙ্খলা	kaos
বিশৃঙ্খলা	kaoset
অন্যভাবে	annars
মরিসন	morrison
ভাঁজ	veck
ভাঁজ	vika
ভাঁজ	viker
ভাঁজ	vik
ভাঁজ	vika
ভাঁজ	veck
ফ্ল্যাগ	flaggor
যোনি	vagina
যোনি	vaginan
অনুরাগী	fläkt
অনুরাগী	beundrare
অনুরাগী	fan
ফ্যান	fläkt
ফ্যান	beundrare
ফ্যান	fan
প্রসেসিং	beredning
প্রসেসিং	förädling
প্রসেসিং	bearbetning
প্রসেসিং	bearbetar
এয়ারলাইন	flygbolag
এয়ারলাইন	flygbolaget
অসুখ	sjukdomar
অসুখ	sjukdom
স্তবক	kluster
স্তবক	kluster
টমি	tommy
অনাথ	föräldralösa
অনাথ	föräldralös
অনাথ	föräldralösa
আবর্জনা	papperskorgen
আবর্জনা	sopor
আবর্জনা	skräp
শাশ্বত	evigt
শাশ্বত	evig
শাশ্বত	eviga
পর্ণমোচী	lövfällande
ঝুলে	hängande
ঝুলে	hängning
ঝুলে	hänger
ঝুলে	hänga
