тунел	tunel
толеранција	toleranciju
настапила	veličanstveno
настапила	slavno
ромео	romea
ромео	romeo
предизвикано	izazvan
предизвикано	izazvao
извозот	izvoz
терор	užas
терор	teror
фински	finska
фински	finski
статуи	aktove
статуи	kipove
статуи	statue
статуи	kipovi
делење	dijeljenje
делење	dijeljenja
златно	zlatni
златно	zlatna
златно	zlatne
златно	zlatno
посветеност	predanost
посветеност	posvećenost
посветеност	posvetu
посветеност	predanost
посветеност	obveza
посветеност	posvećenost
посветеност	obaveza
посветеност	predanost
дневна	danju
национализам	nacionalizam
истакне	vrhunac
истакне	istaknuti
истакне	naglasiti
летање	leti
летање	letenje
летање	leteći
соборен	svrgnuti
соборен	svrgnut
влажност	vlage
влажност	vlaga
потрошувачи	potrošači
бенедикт	benedict
загадување	kontaminacije
загадување	zagađenje
хрватите	hrvati
хрватите	hrvata
хрватите	hrvati
хајделберг	heidelbergu
харис	haris
харис	haris
харис	harris
христијанин	christian
христијанин	kršćanin
христијанин	kristijan
торп	thorpe
интензивно	intenzivno
интензивно	napeto
интензивно	intenzivna
интензивно	intenzivan
југоисточен	jugoistočnoj
југоисточен	jugoistočno
југоисточен	jugoistoku
југоисточен	jugoistočnoj
ричи	ritchie
ричи	riči
ричи	riči
ричи	richie
цврст	čvrsta
цврст	solidan
цврст	čvrsto
цврст	tesko
цврст	tvrd
цврст	teško
предавство	izdaje
предавство	izdaja
предавство	izdaju
предавство	izdaje
предавство	izdaja
тероризам	terorizma
тероризам	terorizam
анкета	anketa
анкета	ankete
анкета	anketu
анкета	istraživanje
анкета	anketa
кристал	kristal
кристал	kristalno
кристал	kristalna
кристал	crystal
џејми	jamie
џејми	jaime
јарец	jarac
стефанов	stefanov
убиваат	ubij
благосостојба	prosperitet
благосостојба	blagostanje
благосостојба	dobrobit
показатели	pokazatelji
координатен	koordinirati
такси	taxi
такси	taksi
такси	taksi
такси	taksija
неутрална	neutralna
неутрална	neutralni
неутрална	neutralan
родос	rhodes
советите	sovjeti
критична	kritičnom
критична	kritično
критична	kritične
критична	kritična
палати	palače
црта	crta
пенал	kazna
пенал	penal
домашно	domaći
домашно	domaće
домашно	domaća
домашно	domaći
домашно	domaća
домашно	domaće
домашно	domaći
континуитет	kontinuitet
континуитет	nastavak
инспирирана	inspiriran
инспирирана	inspirirala
иницијативата	prijedlog
роналдо	ronaldo
скај	skye
присуствувал	prisustvovali
присуствувал	nazočio
присуствувал	prisustvovao
