rob	rob
causado	előidézett
causado	okozta
causado	okozott
match	mérkőzés
match	egyezés
match	találat
match	meccs
match	gyufa
match	egyezik
transmite	továbbítja
transmite	továbbítja
fiables	megbízható
fiables	megbízhatóak
fiables	megbízható
enfermo	beteg
enfermo	beteg
enfermo	betegek
polar	sarki
avanzado	fejlett
avanzado	haladó
avanzado	előrehaladott
llamas	láng
llamas	lángok
ortografía	helyesírás
poniente	westeros
caro	caro
caro	drágák
caro	drága
esgrima	vívás
equipamiento	berendezés
equipamiento	berendezések
equipamiento	felszerelés
equipamiento	felszerelések
equipamiento	felszerelés
óptica	optikai
óptica	optika
ingredientes	hozzávalók
ingredientes	összetevők
párrafo	bekezdés
pizarro	pizarro
reconocen	felismeri
reconocen	felismerni
mago	mágus
mago	varázsló
mago	mágus
mago	varázsló
mago	bűvész
mago	mágus
sustituir	helyettesítő
sustituir	pótlék
sustituir	helyettesíteni
montero	montero
eliminados	törölve
eliminados	törölt
eliminados	eltávolították
eliminados	eltávolított
eliminados	eltávolította
extraña	idegen
extraña	különös
extraña	furcsa
suicidio	öngyilkos
suicidio	öngyilkosság
wolfgang	wolfgang
enormes	hatalmas
enormes	óriási
amarillas	sárgák
amarillas	sárga
rompió	tört
rompió	eltört
rompió	összetört
rompió	eltörte
asiento	ülést
asiento	ülés
presos	rabok
presos	foglyok
presos	rabok
presos	fegyencek
presos	elítéltek
liderado	vezetett
liderado	led
slam	slam
computación	számítások
computación	számítás
computación	számítástechnikai
quebrada	tört
quebrada	eltört
quebrada	összetört
quebrada	eltörte
citada	idézett
citada	hivatkozott
alerta	figyelmeztetés
alerta	riadó
alerta	riasztás
levantar	emelés
naturalista	természettudós
jujuy	jujuy
hawái	hawaii
wide	széles
amenazada	fenyegetett
superado	túllépése
superado	meghaladta
superado	felülmúlta
submarinos	tengeralattjárók
submarinos	tengeralattjárók
submarinos	tengeralattjáró
susan	susant
susan	susan
turca	török
turca	turk
turca	török
bailarina	balerina
bailarina	táncos
bailarina	táncosnő
preparado	előkészületek
preparado	elkészítése
preparado	előkészítés
preparado	felkészülés
preparado	készítmény
preparado	felkészült
preparado	elkészítve
preparado	előkészítve
preparado	elkészített
expresó	kifejezett
expresó	kifejezésre
expresó	kifejtett
borja	borgia
nido	fészket
nido	fészek
reemplazar	helyettesíteni
aprendió	tanult
aprendió	megtanult
aprendió	tanultam
fibra	szál
fibra	rost
fibra	rost
colaboraciones	partnerség
defendió	védte
secuencias	felvétel
secuencias	felvételek
secuencias	szekvenciák
secuencias	szekvencia
secuencias	sorrend
donación	adomány
donación	adományt
donación	adományozni
acontecimiento	esemény
acontecimiento	rendezvény
acompaña	kíséri
olga	olga
cohete	rakéta
vancouver	vancouver
pontevedra	pontevedra
horizonte	horizonton
horizonte	horizont
extraordinario	rendkívüli
folclore	folklór
prevenir	megelőzni
prevenir	megelőzése
boliviano	bolíviai
cano	cano
romántica	romantikus
designar	jelölni
derrotados	legyőzte
derrotados	legyőzött
compartido	közös
compartido	osztott
compartido	megosztotta
compartido	megosztott
compartido	megosztva
fan	ventilátor
fan	rajongó
fan	fan
fan	fanni
cineasta	filmes
malas	bad
malas	rosz
malas	rossz
afirmación	megerősítés
afirmación	állítás
afirmación	nyilatkozat
afirmación	nyilatkozata
afirmación	kimutatás
afirmación	állítás
afirmación	kijelentés
sombras	árnyékok
sombras	árnyék
sombras	árnyak
sombras	árnyékok
sombras	árny
sombras	árnyék
sombras	napszemüveg
violeta	lila
violeta	bíbor
violeta	lila
violeta	ibolya
violeta	violet
itunes	itunes
poblada	lakott
ácidos	savak
ácidos	savat
ácidos	lsd
ácidos	sav
ácidos	savas
nicholas	nicholas
nicholas	miklós
inflorescencia	virágzat
guayana	guyana
inspirada	inspirált
respaldo	tartalék
respaldo	erősítés
respaldo	kiterjesztés
retirar	visszavonják
ejes	tengelyek
ejes	tengelyek
ejes	tengely
ejes	tengely
militantes	harcias
militantes	militáns
militantes	aktivisták
militantes	aktivisták
oculta	elrejtve
oculta	rejtett
oculta	elrejtett
oculta	elrejteni
oculta	elrejtése
oculta	elrejti
alejandra	alexandra
helicóptero	helikopter
aplicada	alkalmazták
sindicatos	szakszervezet
sindicatos	szakszervezetek
testimonios	tanúvallomások
testimonios	vallomása
testimonios	vallomás
keith	keith
liberar	felszabadítani
femeninos	nőies
determina	meghatározza
determina	meghatározni
incidentes	incidens
incidentes	incidens
nervioso	ideges
clinton	clinton
irlandesa	írek
irlandesa	írország
irlandesa	ír
puntas	tipp
puntas	tanácsok
puntas	tippek
infantes	csecsemők
infantes	tengerészgyalogság
infantes	tengerészgyalogosok
constantino	konsztantyin
constantino	constantine
reflexión	tükörkép
pietro	pietro
afición	hobbi
afición	hobbija
again	újra
remodelación	felújítás
remodelación	felújítási
júpiter	jupiter
linaje	származását
linaje	származás
linaje	vérvonal
justin	justin
jessica	jessica
transferido	átadott
tanzania	tanzánia
francisca	françoise
zapata	zapata
promovido	hirdetett
orbital	orbitális
musulmana	muszlim
musulmana	muzulmán
musulmana	muszlimok
musulmana	muszlimok
kings	királyok
raf	raf
querer	akarsz
querer	akar
querer	akarod
querer	akarom
oregón	oregon
ref	bíró
haití	haiti
haití	haiti
pour	tölts
asistentes	kísérők
asistentes	részvétel
asistentes	jelenlét
asistentes	résztvevők
asistentes	asszisztensek
rachel	rachel
novena	kilencedik
ciclos	ciklus
ciclos	ciklusok
ciclos	ciklus
ciclos	ciklusban
confluencia	összefolyása
identifica	azonosítani
identifica	azonosítható
identifica	azonosítja
cuero	bőr
superando	előzés
superando	leküzdése
corredores	folyosók
corredores	folyosókon
corredores	futók
tranvía	villamos
tranvía	villamos
tranvía	villamosok
tranvía	villamos
tranvía	villamos
escolta	kísérje
escolta	kísérő
escolta	kíséret
terminales	terminál
terminales	terminálok
desfile	parádé
desfile	felvonulás
levantó	felemelte
masivo	masszív
masivo	hatalmas
barras	bárok
barras	rácsok
barras	rúd
barras	rács
dublín	dublini
dublín	dublin
celebraciones	ünnepségek
celebraciones	ünneplés
celebraciones	ünnep
celebraciones	ünneplés
celebraciones	ünnepség
galerías	galériák
artificiales	mesterséges
piscina	medence
piscina	biliárd
clásicas	klasszikusokat
patente	szabadalmi
patente	szabadalom
patente	szabadalmak
patente	szabadalom
nacionalistas	nacionalisták
nacionalistas	nacionalista
biografías	életrajzok
biografías	bios
biografías	életrajz
mundos	vb
mundos	világok
office	hivatal
office	iroda
prix	prix
institutos	intézetek
chelsea	chelsea
concedido	nyújtott
concedido	megítélt
concedido	odaítélt
marx	marx
nudos	csomó
nudos	csomót
nudos	csomó
biológica	biológiai
khan	kahn
khan	khan
khan	kán
anarquistas	anarchisták
anarquistas	anarchista
knight	lovag
billetes	jegyek
billetes	jegyeket
billetes	jegy
billetes	bankjegy
billetes	bankjegy
billetes	bankjegyek
coreano	koreai
organizados	rendezett
organizados	szervezett
organizados	szervezett
ecuaciones	egyenletek
atacado	megtámadott
atacado	megtámadta
atacado	megtámadtak
secret	titok
secret	titkos
privilegios	kiváltság
privilegios	kiváltságairól
privilegios	kiváltság
privilegios	jogosultságok
empatados	döntetlen
empatados	kötve
castaño	gesztenye
balada	balladát
enríquez	enríquez
mixtas	kevert
mixtas	vegyes
mixtas	keverve
perfecta	tökéletes
átomos	atomok
evidencias	bizonyíték
evidencias	bizonyítékok
suite	lakosztály
caracterizado	jellemez
caracterizado	jellemzett
detectar	észlelni
incendios	tüzek
ronald	ronald
sujetos	alanyok
sujetos	témák
revolucionarios	forradalmi
revolucionarios	forradalmárok
costos	költség
costos	költségek
láser	lézer
láser	lézer
láser	lézerek
marsella	marseille
marsella	marseille
marsella	marseilles
danzas	táncol
islámico	iszlám
vinculado	kapcsolt
vinculado	kapcsolódott
vinculado	kapcsolódó
vinculado	összekapcsolt
kiss	csók
kiss	puszi
kiss	kiss
conducir	vezetni
conducir	vezess
conducir	meghajtó
conducir	vezet
conducir	vezetés
conducir	vezetési
néstor	nestor
pirámide	piramis
ecuatorial	egyenlítői
inscripciones	nyilvántartási
inscripciones	nyilvántartásba
inscripciones	regisztráció
materna	anyai
eficiente	hatékony
eficiente	hatékonyan
eficiente	eredményes
humanidades	humán
agregado	összesített
agregado	hozzáadott
agregado	felvéve
agregado	attasé
agregado	összesített
algodón	gyapot
algodón	pamut
sultán	szultán
inundaciones	árvíz
inundaciones	árvizek
inundaciones	árvíz
inundaciones	árvíz
hopkins	hopkins
portland	portland
portland	portlandben
coronación	koronázás
adolf	adolf
inspector	felügyelő
inspector	ellenőr
calibre	kaliber
calibre	kaliberű
calibre	kaliberű
grey	ősz
grey	grey
grey	szürke
terrible	szörnyű
terrible	rettenetes
terrible	szörnyű
serbio	szerb
serbio	szerbia
serbio	szerb
serbio	szerbia
action	művelet
action	fellépés
action	cselekvési
action	cselekvés
action	akció
ejecutiva	végrehajtó
ejecutiva	ügyvezető
checoslovaquia	csehszlovákia
triste	szomorú
triste	szomorúság
triste	bús
edita	edit
edita	módosítás
edita	szerkesztés
edita	szerkesztése
edita	módosítások
edita	módosításai
edita	módosításokkal
templado	mérsékelt
templado	edzett
nieves	nieves
nieves	hó
nieves	hófehérke
nieves	havazás
maracaibo	maracaibo
mártir	mártír
frecuencias	frekvenciákat
frecuencias	frekvencia
frecuencias	gyakoriság
frecuencias	gyakorisága
luchando	küzd
luchando	harcok
luchando	harc
luchando	harcol
luchando	küzdelem
luchando	verekedés
luchando	harcolni
cometido	lekötött
cometido	elkövetett
cometido	elkötelezett
germánico	germán
talk	beszélni
talk	beszélgetés
analizar	elemezni
analizar	elemzi
analizar	elemezni
cantos	kántálás
cantos	ének
cantos	éneklés
cantos	énekelni
cantos	énekel
cantos	dalok
cantos	dalokat
emplear	alkalmazza
emplear	alkalmaz
emplear	foglalkoztató
emplear	alkalmazó
benjamín	benjamin
querido	kedves
querido	drága
view	megtekintés
view	kilátás
view	nézet
plomo	ólom
plomo	vezet
ciudadana	polgár
ciudadana	állampolgár
ciudadana	polgárok
bruja	boszorkány
sudán	szudáni
sudán	szudán
sudán	szudáni
sudán	szudán
horror	horror
horror	rémület
horror	borzalom
eficacia	hatékonyság
eficacia	hatékonysága
eficacia	hatékonyságát
eficacia	hatékonyság
eficacia	hatékonysági
eficacia	hatékonyság
coincide	egybeesik
roberts	roberts
creciendo	növekszik
creciendo	növekvő
traductor	fordító
traductor	tolmács
traductor	translators
monroe	monroe
ufc	ufc
supervisión	monitoring
supervisión	megfigyelés
supervisión	ellenőrzés
supervisión	felügyelet
supervisión	felügyelete
estudiosos	tudósok
rumano	román
rumano	románia
rumano	romániai
tag	címke
tag	megjelölés
tag	tag
tag	megjelölése
tonos	tone
tonos	hangnem
tonos	napszemüveg
ecología	ökológia
