और	and
केनेथ	kenneth
बज	budge
बज	ringing
टायलर	tyler
स्पंदन	vibration
उतरता	descends
मर्म	chaste
अनभिज्ञ	clueless
प्रतिद्वंद्वियों	opponents
कोठरी	closet
सेरा	serra
रामानुजन	ramanujan
कूल्हे	hip
पामीर	pamir
अपरदन	erosion
आज़म	azam
धीरज	endurance
धीरज	solace
चयनात्मक	selective
स्टेन	stan
कोरी	corey
कोरी	cory
वर्धन	escalation
जूल	joule
त्रुटियां	faults
त्रुटियां	shortcomings
त्रुटियां	errors
बॉयलर	boiler
रेस्टोरेंट	restaurants
रेस्टोरेंट	restaurant
गोर	gore
नंगे	naked
दिलों	hearts
चीते	cheetah
चीते	leopard
रिटेल	retail
अटकलें	speculation
दोस्ताना	friendly
समकालिक	synchronised
समकालिक	synchronous
प्रशिक्षु	apprentice
प्रशिक्षु	novice
प्रशिक्षु	trainee
त्रुटियाँ	errors
चिनाई	masonry
प्यारा	cute
प्यारा	lovely
बूम	boom
जमने	freezing
इम्फाल	imphal
ऑरलैंडो	orlando
मार्था	martha
असद	assad
विरह	separation
उग्रवादी	militant
बोर्नियो	borneo
कंसोल	console
सर्जिकल	surgical
कैम	cam
नियति	destiny
रिकार्डिंग	recording
रिकार्डिंग	recordings
विज्ञानियों	anthropologists
अंधविश्वास	superstition
यवन	yemenis
परिसर्प	simplex
कैसेट	cassette
रहस्यवाद	mysticism
इला	ila
एकॉन	akon
ऑर्केस्ट्रा	orchestra
डायलिसिस	dialysis
पड़ोसियों	neighbors
यूजर	user
डालें	enter
फ्लक्स	flux
मनीषी	seer
कालीकट	calicut
टॉमस	tomas
यति	yeti
एरिना	arena
परतें	layers
केमिकल	chemical
मूड	mood
पैगंबर	prophet
कबाब	barbecue
कबाब	kebab
हामिद	hamid
ग्रेगरी	gregory
सामान्यीकृत	normalized
पुजारियों	priests
एस्टोनिया	estonia
यूगोस्लाविया	yugoslavia
ट्राम	tram
सुने	listened
भटक	astray
सेमप्रास	sampras
डेवी	davy
बत्ती	lamp
बत्ती	lights
सादी	saadi
अवसंरचना	infrastructure
अवसंरचना	structure
फिंगर	finger
ऐश्वर्य	aishwarya
टैटू	tattoos
टैटू	tattoo
हैती	haiti
स्पाइस	spice
रॉयल्स	royals
प्रदूषक	mediator
प्रदूषक	pollutants
प्रदूषक	pollutant
प्रदूषक	pollution
बोतलों	bottles
समान्य	injunction
डेवलपर्स	developers
घुमाया	rotated
फीनिक्स	phoenix
टोन	tone
टोन	tones
माटी	matti
मुस्तफा	mustafa
मसूद	masud
मसूद	masood
समयरेखा	timeline
फौजी	military
नस	nas
चेर	cher
मूलाधार	foundations
भूपति	bhupathi
घाघरा	gagra
विपत्ति	disaster
मेट	mate
गुर्दा	kidney
चूहा	rat
चूहा	mouse
मातरम्	mataram
संज्ञान	cognition
अच्छाई	goodness
खोया	lost
यूक्लिड	euclid
कॉर्ड	korn
कॉर्ड	chord
किस्से	tales
रोस्टर	roster
वज्र	thunderbolt
वज्र	vajra
उद्यमियों	entrepreneur
उद्यमियों	entrepreneurs
बाज	falcon
किरगिज़	kyrgyz
बोसॉन	boson
रुश्दी	rushdie
अंकुरण	sprouting
फीडबैक	feedback
सुपरस्टार	superstar
सुपरस्टार	superstars
अत्रि	atri
ऋणी	indebted
हिट्स	hits
कस	tight
बेग	begum
बेग	beg
टोड	toad
निकोल	nicole
साहा	saha
क्रैश	crashed
क्रैश	crash
क्रैश	crashes
लौ	flame
निवृत्त	retired
दुर्भाग्यवश	unfortunately
धमाका	blast
धमाका	bombshell
बैंगन	eggplant
सटा	adjacent
जलोढ़	alluvial
कज़ाख़	kazakh
लॉरी	laurie
सिएरा	sierra
केला	banana
सुलह	compromise
जेरेमी	jeremy
कृष्णन	krishnan
ओवरड्राफ्ट	overdraft
देवल	deval
देवल	deol
पेप्टाइड	peptide
पगड़ी	turban
संडे	sunday
संडे	sundae
मार्जरीन	margarine
प्रपत्र	form
कार्यकुशलता	efficiency
बिल्लियों	cats
विकृतियों	malformations
ब्रेल	braille
मुखौटा	mask
चुनौतीपूर्ण	challenging
सूरजमुखी	sunflower
जैक्स	jax
डाल्टन	dalton
सलेम	salem
अपरिवर्तनीय	immutable
ठेकेदार	contractor
कॉलर	caller
कॉलर	collar
रैना	raina
सुधारवादी	reformist
असतत	discontinuous
पॉलिमर	polymer
खरब	trillion
चमेली	jasmine
ट्यूडर	tudor
शिल्पकला	sculpting
जवानी	youth
अफ़गानिस्तान	afghanistan
एरोस्मिथ	aerosmith
लहजा	accent
धो	wash
थार	thar
टंकी	reservoirs
टंकी	reservoir
स्थिरीकरण	stabilization
कछुआ	turtle
कछुआ	tortoise
फुटबाल	football
जाहिरा	outwardly
बैरेट	barrett
स्टॉकहोम	stockholm
परोपकार	altruism
अमन	aman
रिकी	ricky
मुस्कान	smile
धुंधला	blur
धुंधला	blurred
पोकीमॉन	pokémon
खिलौना	toy
गीला	wet
लिव	liv
गाम्बिया	gambia
एलसीए	lca
दावेदार	contender
दावेदार	contenders
उभयलिंगी	hermaphrodite
गिलहरी	squirrel
डिम्पल	dimples
स्मार्टफोन	smartphone
तैराक	swimmer
पूजनीय	venerable
हैथवे	hathaway
दुखद	painful
दुखद	sad
नाजुक	fragile
नाजुक	critical
नाजुक	delicate
पक्षपाती	biased
रोलर	roller
गुड़िया	doll
लालसा	longing
अलिंद	atrium
वीरगति	martyr
कम्यून	commune
बीजू	biju
मिल्टन	milton
चुनना	choosing
प्रेसिडेंसी	presidency
अजाक्स	ajax
मार्कर	marker
मंसूर	mansur
जूता	shoe
ट्रांसफर	transfer
अल्ट्रासाउंड	ultrasound
राइडर	rider
किड	kid
निक्सन	nixon
अक्षीय	axial
सक्रियण	activations
सक्रियण	activation
ग्रियर्सन	grierson
श्रोणि	pelvic
जुर्म	crime
चे	che
उर्स	urs
साक्षर	literate
स्पीच	speech
बेकन	bacon
निर्जलीकरण	dehydration
टारनटिनो	tarantino
रोनाल्डिन्हो	ronaldinho
ट्रांसमीटर	transmitter
पात	snows
ज़हर	poison
मधुबाला	madhu
नंदिनी	nandini
न्यायसंगत	judicious
बुराइयों	evils
मेज़	table
सर्वज्ञ	omniscient
वारंट	warrant
पूर्वावलोकन	recap
पूर्वावलोकन	preview
डोरी	strap
हेर	herr
कनिंघम	cunningham
उदासीनता	disregard
उदासीनता	apathy
उदासीनता	indifference
बवंडर	tornado
बदख़्शान	badakhshan
अज़ीज़	aziz
गुज़रते	unbecoming
स्टीवंस	stevens
तौल	weigh
एली	eli
वट	vat
हाइड्रोक्लोरिक	hydrochloric
ल्यूक	luke
गंदे	dirty
मिसाइलों	missiles
कार्बाइड	carbide
हैकर	hacker
हैकर	hackers
अछूत	untouchable
कॉकपिट	cockpit
स्तनों	breasts
प्रर्दशित	showing
बारा	bara
बारा	barça
मूलरूप	basically
मलाई	cream
तिथियाँ	dates
हॉपकिंस	hopkins
दुरूपयोग	abuse
केंद्रीकृत	centralised
मानवशास्त्र	anthropology
पुनर्विचार	rethink
जेनेरिक	generic
मुक्केबाज	boxers
भावनाएँ	feelings
प्रज्वलन	ignition
जैविकी	modulate
डेंटल	dental
इलेक्ट्रिकल	electrical
मज़ा	fun
हेलेना	helena
फॉस्फोरस	phosphorus
ऑटोमोटिव	automotive
शवों	corpses
छिलके	peel
अधर्म	disbelief
समितियां	committees
प्रदर्शनियों	exhibitions
विंची	vinci
अधिपति	sovereigns
पोर्श	porsche
उपदंश	syphilis
सय्यद	sayyid
विलंबित	delayed
मकड़ी	spider
होस्टिंग	hosting
लीना	leena
लीना	lina
कढ़ाई	embroidery
कढ़ाई	embroidered
स्पार्टाकस	spartacus
हेक्टर	hector
अल्पाइन	alpine
अंत्येष्टि	funeral
अंत्येष्टि	funerals
बंग	bang
वादे	promises
रिटायर	retire
लाइकेन	lichen
सीसे	lead
सब्सिडी	subsidy
स्वनिम	phoneme
कोहनी	elbow
साम्यवादियों	communists
ट्विंकल	twinkle
प्राग	prague
रूमी	rumi
टेम्पल	temple
कारतूस	cartridges
परिवर्धन	modification
परिवर्धन	additions
परिवर्धन	modifications
माफिया	mafia
वर्जिनिया	virginia
भाग्यशाली	lucky
भाग्यशाली	fortunate
इश्क	ishq
सल्फ्यूरिक	sulphuric
सिकल	sickle
भूमध्यसागरीय	mediterranean
मनसा	mansa
असभ्य	rude
छवियां	images
गैंग	gang
काश्मीर	kashmir
सोलो	solo
पेंसिल	pencil
कोचिंग	coaching
संचारण	transmit
गर्भनिरोधक	contraceptive
कोलोरेक्टल	colorectal
निकोल्सन	nicholson
लड़ाइयों	battles
पैंथर	panther
फेल	fail
पके	ripe
मिकी	mickey
मिकी	mikey
पीडीएफ	pdf
नमन	tribute
तोड़ना	rescind
अप्रवासी	immigrant
प्राधिकारी	authorities
गैलीलियो	galileo
द्विध्रुवी	bipolar
मंज़िल	destination
ऐलन	allen
अंतर्दृष्टि	insights
दुआ	dua
दुआ	prayer
ओटावा	ottawa
एशियाटिक	asiatic
मैंगनीज	manganese
मिरर	mirror
हिमपात	snowfall
प्रवर्धन	amplification
अम्बा	amba
डंक	dunk
डंक	stung
डंक	stings
ट्रॉय	troy
खंभे	pillars
टोकियो	tokyo
फा	pha
तारकीय	stellar
फरार	escaped
नृसिंह	narasimha
बीर	bir
साई	sai
साई	psi
इंतजाम	arrangements
चिट्ठाजगत	blogosphere
बरॉक	baroque
बेटियों	daughters
ट्रांसफॉर्मर	transformers
भूस्खलन	landslide
दस्तक	knock
बाँधकर	blindfold
टिकी	tiki
ऐप्स	apps
पिक्सल	pixels
पिक्सल	pixel
उतरा	landed
प्रवासियों	migrants
नाखून	nails
अप्रकाशित	unpublished
एल्टन	elton
थक्का	clot
सशक्तिकरण	empowerment
अशांत	tumultuous
अशांत	disturbed
लिंगों	sexes
आवर्धन	magnification
स्लेट	slate
ब्लिट्जक्रेग	blitzkrieg
रोबोटिक	robotic
लुसी	lucy
मार्टी	marty
उड़ाया	flew
व्यथित	aggrieved
किरीट	corona
जुड़वा	twin
जुड़वा	twins
ब्रिटनी	brittany
लहजे	accent
रफी	rafi
डक	duck
आजम	azam
आंसू	tear
आंसू	tears
इथेनॉल	ethanol
जिहाद	jihad
जेनी	jenny
जेनी	jenni
अतिरंजित	exaggerated
ग्रेजुएट	graduate
स्रावित	secreted
जमींदारी	dari
कामुकता	sexuality
कामुकता	sensuality
स्तरीकरण	stratification
फौरन	immediately
फौरन	promptly
स्टॉफ़ेनबर्ग	stauffenberg
दमा	asthma
मकई	corn
रेन	rain
दोलक	oscillator
अंधे	blind
रिची	richey
कंडोम	condoms
कंडोम	condom
शेड	shed
शेड	shade
गावों	villages
फ्राइज़	fries
कली	bud
शहादत	martyrdom
रीमिक्स	remix
विदाई	farewell
भूखंड	plots
रबड़	rubber
पार्ट	part
फ़ोटो	photo
फ़ोटो	photos
विषैला	venomous
आँसू	tears
ओह	yikes
ओह	oops
स्ट्राइक	strike
पार्षद	councilor
पार्षद	councillor
उपास्थि	cartilage
इंडिका	indica
स्टिक	stick
सम्मोहन	hypnosis
आइडल	idol
ग्लोनास	glonass
माइक्रोप्रोसेसर	microprocessor
प्रताड़ित	harassed
इंटरैक्टिव	interactive
अध	adh
परामर्शदाता	consultant
परामर्शदाता	counselors
परामर्शदाता	consultants
परामर्शदाता	counselor
पर्सी	percy
पक	puck
स्केच	sketch
साम्प्रदायिक	communal
नौटंकी	drama
जालसाजी	forgery
यांग	yang
महाशय	gentleman
बोलीविया	bolivia
साइटें	sites
साइटें	site
कोपेनहेगन	copenhagen
डरते	awe
महापुरुष	mahayana
छायाकार	cinematographer
क्लस्टर	cluster
क्लस्टर	clusters
हर्निया	hernia
चेरी	cherry
चेरी	cherries
दयनीय	pathetic
खदानों	quarries
बली	bali
प्लेबैक	playback
डायनासोर	dinosaur
रिच	rich
बदलें	convert
बदलें	change
बदलें	replace
पंछी	bird
पंछी	birds
उम्मीदों	expectations
तत्वावधान	aegis
जोजो	jojo
चालाक	trickster
चालाक	shrewd
चालाक	astute
चालाक	knave
क्षत्रप	satrap
आयतों	communications
आयतों	revelations
सुमेर	sumer
स्प्रिंग्स	springs
वाराह	varaha
मलजल	sewage
वेम्बली	wembley
सैमुएल	samuel
सुर्खियों	headlines
विजया	vijaya
छल्लों	collars
पैच	patch
विषुव	equinox
कार्निवाल	carnival
व्यक्तिवाद	individualism
बॉर्डर	border
मियां	mian
सैलून	salons
सैलून	salon
सैलून	saloon
प्रणालीगत	systemic
संक्षारण	corrosion
समलैंगिकता	homosexuality
मिलों	mills
सानिया	sania
कोन	cone
लियोनार्ड	leonard
खर्चों	expenses
उभयचर	amphibian
बीजीय	algebraic
जैकब	jacob
स्नेहक	lubricant
मैकलारेन	mclaren
दीनार	dinar
पिक	pick
रूबी	ruby
तिकड़ी	trio
साल्सा	salsa
क्लीवलैंड	cleveland
मॉरिशस	mauritius
महत्वाकांक्षा	ambition
अंकुरित	blooming
फ़रग़ना	fergana
अनुशासित	disciplined
एमसीसी	mcc
डेस्क	desk
आफिस	office
जूरी	jury
बेसेन्ट	besant
मूडी	moody
सुइट	suite
डोमिनिकन	dominican
डोमिनिकन	dominica
केसरिया	saffron
नवाज़	nawaz
डीटीएच	dth
कद्दू	pumpkin
मूषक	mouse
रिक्टर	richter
गेस्ट	guests
निर्यातक	exporters
निर्यातक	exporter
फार्मेसी	pharmacy
पेटी	boxes
गाल	cheek
गाल	cheeks
कांटे	thorns
कांटे	spines
पावेल	powell
पावेल	pavel
अप्रतिम	marvellous
हराम	forbidden
हराम	haram
क्रुद्ध	enraged
शहरीकरण	urbanization
जेक	jake
तोपें	cannon
रावलपिंडी	rawalpindi
व्यंग्यात्मक	sarcastic
कैथी	kathy
कैथी	cathy
प्रोटेस्टैंट	protestantism
मोज़िला	mozilla
मन्ना	manna
अंकल	uncle
रिबॉक	reebok
प्यूमा	puma
जठरांत्र	gastrointestinal
पिंकी	pinky
सर्किल	circle
ब्रैड	braid
ब्रैड	brad
ब्रैड	brief
ब्रैड	bread
लंबित	pending
छापामार	guerrilla
साही	porcupine
काठी	saddle
बाते	talks
बाते	things
सियोल	seoul
शर्म	shame
शर्म	ashamed
शर्म	shy
प्रत्युत्तर	replies
स्टुडियो	studio
डेब्यू	debut
प्रेषक	sender
तेजा	teja
नवी	navi
सन्निकट	approximate
विंसलेट	winslet
विधायकों	legislators
प्रिंसिपल	principal
मोनाको	monaco
नापा	napa
नूह	noah
चेस	chase
खाँसी	coughing
खाँसी	cough
शार्क	sharks
शार्क	shark
बार्बी	barbie
पांडुलिपियों	manuscripts
अभिवादन	greet
बनाएँ	create
झुकी	bent
रक्ताल्पता	anemia
ताना	tana
विनिमायक	exchanger
एल्गोरिथ्म	algorithm
चैलेंजर्स	challengers
पिल्लै	pillai
तैर	swim
पराकाष्ठा	pinnacle
पराकाष्ठा	acme
यर	yar
टाइल	tile
टाइल	tiles
गोगा	goga
साइनस	sinuses
दीर्घायु	longevity
देस	des
धुंध	foggy
धुंध	mist
धुंध	fog
अरमानी	armani
संगतता	compatibility
घूमना	wandering
ब्रिस्टल	bristol
यूआरएल	url
यूआरएल	urls
मिड	mid
पाश	loop
परिशुद्धता	precision
परिशुद्धता	accuracy
कंधों	shoulders
कोह	koh
गॉव	bedroom
मशाल	torch
ईथरनेट	ethernet
ताइपे	taipei
खट्टा	sour
दुविधा	dilemma
समाजशास्त्रीय	sociological
हिस्पैनिक	hispanic
दूँ	departing
थोरियम	thorium
अस्तर	lining
काय	kay
लाउंज	lounge
ओसामा	osama
मनोविश्लेषण	psychoanalysis
तुच्छ	slight
तुच्छ	trivial
पार्लियामेंट	parliament
पोर्टो	porto
तारीफ	praise
एप्लिकेशन	applications
एप्लिकेशन	app
एप्लिकेशन	apps
एप्लिकेशन	application
ट्रेस	trace
ब्लॉगर	blogger
ब्लॉगर	bloggers
लेविस	lewis
टूलबार	toolbar
बेंगलुरु	bengaluru
ट्रेंट	trent
भोर	dawn
होमी	homie
जिप्सम	gypsum
अलका	alka
नापसंद	dislike
जमाया	cranberries
मनीला	manila
महाधमनी	aorta
उदघाटन	inauguration
उदघाटन	inaugurated
सुजुकी	suzuki
ब्रुसेल्स	brussels
मजेदार	funny
सलमा	salma
न्युमैन	newman
पदचिह्न	footprint
अफवाहें	rumors
आठवां	eighth
आभारी	thankful
आभारी	grateful
रोहन	rohan
स्कीइंग	skiing
छिलका	peeled
कर्नेल	kernel
मौलवी	cleric
आरोह	mount
पाइपलाइन	pipeline
संतरे	oranges
जूली	julie
सैंट	scent
उलटा	reverse
गुणसूत्रों	chromosomes
संग्राहक	container
अंदाज़ा	guess
कागजी	paperwork
बिरयानी	biryani
रुस्तम	rustam
फव्वारे	fountain
परिष्कार	sophistication
वाकर	walker
आइसक्रीम	icecream
विरक्त	disown
कोलंबस	columbus
ढलाई	casting
एयरोस्पेस	airbus
ऑस्टियोपोरोसिस	osteoporosis
सेंसरशिप	censorship
एंजेलो	angelo
अनुभवजन्य	empirical
कठिनाइयाँ	sufferings
जेनरेटर	generator
फायरिंग	firing
खोई	khoi
खोई	lost
ब्रिन	brin
आँकड़ा	hook
आँकड़ा	data
अभियोजन	prosecution
विहित	prescribed
मनमानी	arbitrary
प्रश्नावली	questionnaire
थॉम्पसन	thompson
असंतृप्त	unsaturated
जॉय	joy
जॉय	joey
कॅप्लर	kepler
आंका	underestimated
अस्पष्टता	opacity
अस्पष्टता	obscurity
सिगनल	signals
रॅपन्ज़ेल	rapunzel
रामा	rama
द्वारों	gates
लालटेन	lantern
ज़ाकिर	zakir
यूरेशियाई	eurasian
डिस्को	disco
तितलियों	butterflies
पाइन	pine
हवाना	havana
ब्लाइंड	blind
प्रदर्शक	displays
प्रदर्शक	display
दिवाली	diwali
मज़ार	tomb
प्रशीतन	refrigeration
एबीएन	abn
जेम्सन	jameson
भव	baw
वितरकों	distributors
हर्ट्ज़	hertz
परिवर्धित	modified
कंगारू	kangaroo
रोलेक्स	rolex
गाली	abusive
गाली	abuse
गाली	filth
थामस	thomas
हुमायूं	humayun
मिस्त्र	egypt
एल्गोरिदम	algorithm
नैप्स्टर	napster
आविष्कारों	inventions
पडती	intensely
सम्मिलन	assimilation
संस्थापन	installation
नदिया	nadia
मेक्सिकन	mexican
मुक़ाबला	marching
लुडविग	ludwig
घोस्ट	ghost
नन	nun
नन	nuns
वांग	wang
वफादारी	loyalty
लोन	loans
लोन	lone
टोल	toll
वृक्षारोपण	plantation
रिचर्डसन	richardson
बल्लैक	ballack
न्यूट्रिनो	neutrino
कोर्निकोवा	kournikova
पसीने	sweat
दक्षिणपश्चिम	southwest
गोमांस	beef
बजरी	gravel
गोर्की	gorky
कार्डियक	atrioventricular
शा	sha
लेंडल	lendl
लिस्बन	lisbon
कैसर	kaiser
पाव	pav
पाव	paw
डिप्रेशन	depression
मोबाईल	mobile
मोबाईल	mobiles
कछुए	turtles
हैम्पशायर	hampshire
एहसान	favor
एहसान	ahsan
पनपने	flourish
यात्राएँ	rides
यात्राएँ	trips
मोहक	seductive
अज्ञानता	ignorance
जेफ़	jeff
राउल	raúl
बब्बर	babbar
बर्क	berk
बर्क	burke
गुफाएँ	caves
घृत	aloe
अचला	achala
गवाहों	witnesses
संरचनावाद	structuralism
डोम	dome
डोम	dom
ट्रायल	trial
ट्रायल	trials
आपत्तिजनक	offensive
अनिच्छा	reluctantly
हारा	hara
हारा	loser
आक्रमणकारी	invading
हैजा	cholera
मॉस	moss
ख़रीदा	purchased
चीर	rip
चलेगा	laurels
बेचैन	anxious
बेचैन	nervous
बेचैन	restless
इबादत	worship
फ़ोल्डर	folders
फ़ोल्डर	folder
लचीली	flexible
क्रिस्टी	christie
हैदराबादी	hyderabad
जेसी	jessie
जेसी	jesse
फ्रीस्टाइल	freestyle
शोधकार्य	researched
स्वार्थी	selfish
रेजीमेंट	regiment
अवेस्ता	avesta
कुटिया	cottage
जफर	jafar
जफर	zafar
ओडिसी	odyssey
कबूल	confess
कबूल	embrace
नेक	virtuous
नेक	nek
कोपा	copa
जैमी	jaime
सिम्पसन	simpson
बाड़	fence
अराजकतावादी	anarchist
अवामी	awami
लूसी	lucy
माँस	meat
गिरना	falling
गिरना	fall
ऑनर्स	hons
प्रीफ़ेक्चर	prefecture
दादाजी	grandpa
दादाजी	grandfather
आयोजक	organizer
पीएलसी	plc
भिखारी	beggar
अपसारी	divergent
दमनकारी	oppressive
बेघर	homeless
स्खलन	discharge
स्खलन	ejaculation
दस्ता	squad
मोहनदास	mohandas
त्रिकोणमिति	trigonometry
खींचे	pull
सिड	sid
मिठास	sweetness
अफवाहों	rumors
ड्रेस	dress
मूंग	mung
पिंजरे	cage
पिंजरे	cages
वीरा	vera
एसेक्स	essex
रोजा	rosa
हठ	persistence
गाडी	car
गाडी	vehicle
टेरा	terra
संगमर्मर	marble
हाइड्रॉक्साइड	hydroxide
डॉक	dock
भंगुर	brittle
ओटो	otto
लिपिड	lipid
देशवासियों	countrymen
धारीदार	striped
रैक	rack
भूखे	hungry
नम्रता	clemency
नम्रता	humility
महती	minimizing
हांग	hong
तीरंदाजी	archery
बर्ट	burt
आयल	oil
रोबिन	robin
उपयोक्ता	user
उपयोक्ता	users
जुवेंटस	juventus
क्वेस्ट	quest
होमो	homo
बाँधने	ranks
बाँधने	bamboo
रेने	rene
बंदियों	prisoners
बंदियों	detainees
मस्त	cool
हेलमेट	helmet
सीम	sims
मचान	loft
नाला	nala
एलिसन	allison
एलिसन	alison
टांग	leg
चर्चाएँ	discussions
फ़्लैश	flash
अंतरफलक	interface
अंतरफलक	interfaces
विषाद	sorrow
इरादों	intentions
परंपराएं	traditions
गारो	garo
गुस्ताव	gustav
गजेटियर	gazetteer
जैस	jass
चेन्नै	chennai
निर्धनता	poverty
जबकी	while
लॉन	lawn
विनाशक	destroyer
महाशक्ति	superpower
जारीकर्ता	issuer
खिलाफत	caliphate
रंगून	rangoon
बढ़ई	carpenters
बढ़ई	carpenter
बढ़ई	carpentry
इंटरएक्टिव	interactive
अंधेरा	dark
अंधेरा	darkness
फाइलें	files
नोवाक	novak
यूएमएल	uml
कम्पास	compass
तनावपूर्ण	stressful
ओज	vivacity
चित्राल	chitral
निकोटीन	nicotine
ढक्कन	lid
कुल्हाड़ी	axe
केरला	kerala
मालुकू	maluku
गिल्बर्ट	gilbert
कमियां	faults
कमियां	shortcomings
कमियां	drawbacks
कमियां	deficiency
खालिद	khaled
खालिद	khalid
हत्याओं	killings
चिंताएं	concerns
अतिशयोक्ति	hyperbole
अप्रासंगिक	irrelevant
सूर्या	surya
अवचेतन	subconscious
मधुमक्खियों	bees
शैडो	shadows
ईटीवी	etv
श्रीमति	mrs
युन्नान	yunnan
परिक्रमण	rotation
परिक्रमण	rational
टकर	tucker
तुषार	frost
प्रस्तुतकर्ता	presenter
विन्सेंट	vincent
कार्यकलाप	activity
वायलिन	violin
स्टीक	steak
कोलोन	cologne
कोलोन	colombo
अव्वल	topped
किसका	whose
मांसल	fleshy
प्रादा	prada
देवियाँ	goddesses
बड़ों	elders
बैंकाक	bangkok
यूक्रेनी	ukrainian
अदभुत	amazing
अदभुत	awesome
गौरवपूर्ण	glorious
प्रजनक	breeder
प्रजनक	breeders
रेट्रो	retro
स्टार्क	stark
सफलताओं	successes
बंदरों	monkeys
वीसा	visa
भौतिकवाद	materialism
कैरेक्टर	character
क्राफ्ट	craft
अनुशंसित	recommended
राफेल	raphael
राफेल	rafael
प्रकीर्णन	scattering
समानार्थी	synonyms
समानार्थी	synonym
फेलोशिप	fellowship
बुढ़ापे	ageing
नोएल	noel
क़त्ल	slay
रुचिकर	interested
रुचिकर	dainty
बोनापार्ट	bonaparte
स्नूकर	snooker
वोदका	vodka
काँटे	thorns
मांसपेशियां	muscles
रेडर	raider
खुर	hoof
लज्जा	shyness
चीचेन	chichen
बर्बादी	waste
हुड	hood
पिकासो	picasso
छुआ	touched
छुआ	chua
दिवालियापन	bankruptcy
आकांक्षाओं	aspirations
क्रियोल	creole
जोत	tillage
व्यवस्थापक	admin
व्यवस्थापक	administrators
व्यवस्थापक	admins
व्यवस्थापक	administrator
वंडरलैंड	wonderland
गम	sorrows
गम	sorrow
गम	gum
नवरातिलोवा	navratilova
प्रस्तुतिकरण	presentation
प्रस्तुतिकरण	presentations
कोमा	coma
पोर्ट्रेट	portrait
परिहास	mock
मोनो	mono
सम्मति	nod
हेनरिक	henrique
कर्मकाण्ड	rituals
खर्चे	expenses
तुर्किस्तान	turkestan
प्लाईवुड	plywood
मलाशय	rectum
कोहेन	cohen
वाकई	really
टर्बो	turbo
लैक्टिक	lactic
वार्निश	varnish
कोहरा	fog
समझदार	intelligent
सैंटियागो	santiago
भट	bhat
गड्ढा	pit
बकवास	fuck
बकवास	nonsense
बकवास	bullshit
कोसोवो	kosovo
व्यवहारवाद	behaviorism
एलसीडी	lcd
धनवान	wealthy
हैम	ham
बाना	bana
थियोडोर	theodore
स्टिंग	sting
गुणगान	praises
गुणगान	praise
ऑकलैंड	auckland
धुआँ	smoke
अपवित्र	unholy
पुजा	worship
मेकअप	makeup
हेरोइन	heroin
हेस	hesse
आगर	agar
छन्दों	rhymes
मोदिग्लिआनी	modigliani
घिर	smears
बलवान	strong
पोखरा	pokhara
ईश	ish
अविस्मरणीय	unforgettable
इब्ने	ibn
डॉली	dolly
व्यूह	phalanx
स्टैलोन	stallone
प्रूफ	proof
मिडलसेक्स	middlesex
ट्रैक्स	tracks
एंड्रोमेडा	andromeda
शाफ्ट	shaft
पीसा	pisa
कनेक्टर	connector
हॉर्न	horn
चमड़ी	skinned
चमड़ी	skin
शौच	defecation
शिंदे	shinde
ब्रांडेड	branded
लेक्स	lex
रहस्यवादी	mystic
हेरोल्ड	harold
एसोसिएट	associate
स्पिनर	spinner
कठबोली	slang
त्रुटिपूर्ण	erroneous
टनल	tunnel
अभिसारी	convergent
सेनेगल	senegal
बंजारा	nomad
ब्रुनेई	brunei
मिखाइल	mikhail
अमिट	indelible
सगरमाथा	sagarmatha
ईडन	eden
डिंब	ova
फतेह	fateh
खातिर	sake
पताका	flags
नाइटली	knightley
विज्ञापनदाता	advertiser
विज्ञापनदाता	advertisers
चालाकी	crafty
दिमागी	cerebral
दिमागी	mental
सरलीकरण	simplification
संवेदनहीनता	insensitivity
अलगाववादी	separatist
त्रिमूर्ति	trinity
कतई	certainly
नेक्सस	nexus
टेलनेट	telnet
बरमूडा	bermuda
शिफ्ट	shift
शिफ्ट	shifts
हेग	hague
सवाना	savanna
पैकिंग	packing
निशुल्क	free
मोहल्ले	locality
पंजों	claw
राजकोष	treasury
मंगोलियाई	mongolian
पारिभाषित	defined
पास्ता	pasta
ट्रैन	train
स्पेलिंग	spelling
दरारों	cracks
ब्रिगेडियर	brigadier
ब्रिगेडियर	brig
अभिभूत	overwhelmed
बाध्यता	compulsive
सिस्को	cisco
मार्ट	mart
प्रोस्टेट	prostate
टेरियर	terrier
चण्डीगढ़	chandigarh
बाइट्स	bytes
सोमदेव	somdev
अयोग्यता	disqualification
रपट	report
रपट	reports
प्रायद्वीपीय	peninsular
गुंटूर	guntur
कनेक्ट	connected
कनेक्ट	connect
बंधी	bound
सौहार्द	amity
एचटीएमएल	html
पठनीय	readable
प्रभुता	sovereignty
डेमन	daemon
बुआ	auntie
बुआ	aunt
आलिया	alia
गुब्बारे	balloons
फ़्रेम	frames
फ़्रेम	frame
अनिद्रा	insomnia
धर्मनिरपेक्षता	secularism
हैली	halley
सिवान	sivan
लैंग	lang
भेदन	breakthrough
एक्सपो	expo
निकारागुआ	nicaragua
लॉबी	lobby
बलगम	phlegm
मुल्ला	mulla
बटेर	quail
दालचीनी	cinnamon
ज़ारा	zara
नाडी	nadi
कामा	kama
बरोज	burroughs
लीसेस्टर	leicester
श्रीमान	sir
