категорија	categorie
убедени	overtuigde
убедени	overtuigd
едем	oedeem
комплементарни	complementair
комплементарни	aanvullend
комплементарни	complementaire
комплементарни	aanvullen
острите	vernietigend
острите	vernietigende
гробниците	crypten
меурчиња	bubbles
меурчиња	belletjes
меурчиња	bubbels
меурчиња	luchtbellen
поговорки	spreuken
манипулираат	manipuleren
манипулираат	manipuleren
контрацепција	anticonceptie
гебелс	goebbels
веродостојна	geloofwaardige
веродостојна	geloofwaardig
веродостојна	verifieerbare
веродостојна	controleerbare
веродостојна	controleerbaar
аспен	aspen
најширока	breedste
илирски	illyrische
спремна	ready
спремна	gereed
спремна	klaar
ослепен	verblind
хорн	horn
хорн	hoorn
котел	boiler
котел	ketel
котел	ketel
наесен	herfst
наесен	najaar
хидрографска	hydrografische
един	edin
јагне	lammetje
јагне	lam
јагне	lammeren
јагне	lamsvlees
токелау	tokelau
пирна	pirna
холбајн	holbein
песочна	zandstorm
антисемитизам	antisemitisme
рутина	routine
контроверзија	polemiek
контроверзија	controverse
минковски	minkowski
спорен	omstreden
спорен	betwiste
спорен	betwist
спорен	aangevochten
спорен	omstreden
семинар	seminarie
семинар	seminar
аспирации	ambities
аспирации	aspiraties
аспирации	aspirant
фондации	fundamenten
фондации	stichtingen
фондации	fundering
фондации	funderingen
фондации	grondslagen
лифтот	liften
лифтот	lift
тетратка	notebook
тетратка	notitieboek
тетратка	notitieboekje
тетратка	kladblok
одложен	uitgestelde
одложен	uitgesteld
одложен	uitgesteld
одложен	vertraagde
одложен	vertraagd
одложен	uitgesteld
нагони	driften
нагони	drang
прекриена	bestreken
прекриена	gedekt
прекриена	bedekt
прекриена	overdekt
прекриена	gedekte
кубанскиот	cubaan
кубанскиот	cubaanse
кубанскиот	cubaans
пиле	kip
пиле	kippen
мешавината	mengsel
јао	wee
јао	yao
граматичка	parser
нарачки	bevelen
нарачки	bestellingen
нарачки	orders
бај	standby
спречувајќи	voorkomen
растеше	groeiden
растеше	groeide
мандела	mandela
статистичар	statisticus
удави	verdrinken
способно	capabel
способно	bekwaam
заклучоците	bevindingen
дравидски	dravidische
белини	bellini
самара	samara
трилерот	mockumentary
киловат	kilowatt
хинденбург	hindenburg
пета	peta
нане	munt
нане	mint
разумна	verstandig
разумна	redelijke
разумна	redelijk
симетрично	symmetrische
симетрично	symmetrisch
колачи	muffins
колачи	taarten
колачи	gebak
колачи	cakes
кипарски	cypriotische
стареењето	vergrijzing
стареењето	veroudering
јуриздикција	rechtsgebied
јуриздикција	jurisdictie
јуриздикција	bevoegdheid
оригиналност	originaliteit
влезовите	ingangen
ица	itza
чекови	controles
чекови	checks
чекови	cheques
чекови	cheques
рика	rica
мизар	mizar
постојаност	samenhang
постојаност	consistentie
постојаност	coherentie
навивач	ventilator
навивач	waaier
навивач	fan
жед	dorst
отпушти	ontslaan
неизвесност	onzekerheden
неизвесност	onzekerheid
неизвесност	spanning
неизвесност	limbo
гледаа	bekeken
гледаа	gekeken
гледаа	keek
кира	kira
задржана	ingehouden
задржана	achtergehouden
задржана	ingehouden
задржана	behouden
васкез	vasquez
васкез	vazquez
васкез	vázquez
условен	voorwaardelijke
условен	voorwaardelijk
дијареа	diarree
димитриос	dimitrios
ерекција	erectie
ерекција	optrekken
оливие	olivier
алел	allel
охрабрување	aanmoedigen
охрабрување	bemoedigend
охрабрување	aanmoedigen
охрабрување	aanmoediging
охрабрување	aanmoedigen
отвореност	openbaarheid
отвореност	openheid
вознемирување	verstoring
џини	ginny
џини	jeannie
неутрализира	neutraliseren
кмет	overlord
верно	getrouw
франш	franche
ширли	shirley
дездемона	desdemona
тажна	triestig
тажна	treurig
тажна	droevig
тажна	verdrietig
тажна	triest
соочен	geconfronteerd
виконт	burggraaf
ханат	kanaat
принуда	dwang
гладијатори	gladiatoren
чуван	bewaakt
чуван	bewaakte
тузла	tuzla
заплашување	intimideren
заплашување	intimiderend
заплашување	intimideren
заплашување	intimidatie
симболичен	symbolische
симболичен	symbolisch
хидрографија	hydrografie
дејл	dale
хак	huck
манири	manieren
замрзнати	diepgevroren
замрзнати	ingevroren
замрзнати	bevroren
замрзнати	diepvries
сирискиот	syrische
сирискиот	syrisch
хувер	hoover
привремениот	tussentijds
привремениот	tussentijdse
привремениот	interim
прегледа	beoordeeld
прегледа	herzien
монографијата	monografie
лејте	leyte
ткаење	weven
бенедето	benedetto
фашизам	fascisme
бојд	boyd
јамка	lus
јамка	loop
лукреција	lucretia
сандали	sandalen
украинците	oekraïners
изабел	isabel
изабел	isobel
изабел	isabelle
пречекани	toegejuicht
пречекани	verwelkomd
пречекани	verwelkomde
патриша	patricia
грас	grasse
уредно	netjes
плеистоцен	pleistoceen
делфи	delphi
дополнувања	aanvullingen
дополнувања	toevoegingen
приговор	bezwaren
приговор	bezwaar
приговор	bezwaarschrift
трагична	tragische
трагична	tragisch
каприо	carpio
архитектури	architecturen
влажен	vochtig
влажен	vochtige
влажен	natte
влажен	nat
карик	carrick
обележи	markeren
обележи	merkteken
обележи	markeer
обележи	mark
гринберг	greenberg
халуцинации	hallucineren
халуцинации	hallucinaties
халуцинации	hallucinatie
халуцинации	hallucinaties
волгоград	volgograd
граната	granaat
колективни	collectief
колективни	collectieve
ратификација	bekrachtiging
ратификација	ratificatie
ратификација	ratificeren
рангираше	gerangschikt
такер	tucker
старател	guardian
старател	bewaker
старател	voogd
штетен	schadelijke
штетен	schadelijk
штетен	nadelig
костнер	costner
нули	nullen
нули	nullen
фокнер	faulkner
масивен	massief
масивен	enorme
масивен	massive
масивен	massaal
масивен	massale
покер	pokeren
покер	poker
покер	pook
арап	arabier
арап	arabisch
цду	cdu
чеси	tsjechen
кошници	netelroos
кошници	manden
шифра	wetboek
шифра	code
кокер	cocker
руслан	ruslan
игуаин	higuaín
хипотека	hypotheken
хипотека	hypotheek
фела	fela
сливен	sliven
кристобал	cristobal
прошка	vergeving
прошка	vergiffenis
паолини	paolini
олсен	olsen
олсен	olson
лагранж	lagrange
кантонски	kantonale
кантонски	kantonees
регистрациите	registraties
регистрациите	inschrijvingen
лесинг	lessing
детективот	detective
детективот	rechercheur
дижон	dijon
фрањо	franjo
валид	walid
степски	eryx
ориентираните	georiënteerd
ориентираните	georiënteerde
очекувајќи	verwacht
очекувајќи	verwachten
лагерфелд	lagerfeld
ришелје	richelieu
хајди	heidi
изолирано	afgelegen
изолирано	geïsoleerd
изолирано	geïsoleerde
патолошки	pathologisch
патолошки	pathologische
четинари	naaldbomen
терпстра	terpstra
најбогат	rijkste
говедата	vee
говедата	veestapel
иванчук	ivantsjoek
возела	gereden
пишувате	typen
клупи	bureaus
глуждот	enkel
витрувиј	vitruvius
распореден	ingezet
симулации	simulaties
судираат	botsen
димензионални	dimensionale
матрикс	matrix
пионерски	pioneer
пионерски	pionier
пионерски	pioniers
михо	miho
баран	gezocht
изберете	kies
изберете	kiezen
изберете	kies
изберете	selecteren
изберете	selecteer
наплати	geheven
наплати	opgeladen
наплати	geladen
наплати	aangeklaagd
инвентар	inventarisatie
инвентар	inventariseren
инвентар	inventaris
маи	mai
маи	moi
маи	muay
информирани	geïnformeerd
појасно	duidelijkere
појасно	helderder
појасно	duidelijker
дмитри	dmitry
столе	stal
столе	gestolen
нева	neva
територијален	territoriale
територијален	territoriaal
бурни	tumultueuze
нанел	toegebracht
ловел	lowell
ловел	lovell
ембарго	embargo
деутериум	deuterium
џенис	janice
џенис	janis
драм	dram
интердисциплинарни	interdisciplinaire
совпаѓање	bijpassende
совпаѓање	overeenkomende
совпаѓање	overeenkomend
совпаѓање	matching
совпаѓање	match
совпаѓање	toeval
хебриди	hebriden
перкинс	perkins
мато	mato
штабови	hoofdkantoor
штабови	hoofdkwartier
иранскиот	iraanse
иранскиот	iraans
стабилизирање	stabilisatie
стабилизирање	stabilisering
фулда	fulda
тамил	tamil
костим	kostuum
златан	zlatan
гор	gori
гор	gore
калап	mal
калап	schimmel
рециклирање	recyclen
рециклирање	recyclen
рециклирање	recycling
дакар	dakar
свика	bijeenroepen
свика	bijeengeroepen
индијанаполис	indianapolis
аврелиј	aurelius
мордред	mordred
протестантство	protestantisme
мрачна	sombere
мрачна	somber
мрачна	somber
судар	aanvaring
судар	botsing
судар	aanrijding
судар	crash
судар	crashen
ворхол	warhol
гестапо	gestapo
поправање	herstelling
поправање	reparatie
поправање	repareren
поправање	fix
бакли	buckley
несигурни	onveilig
несигурни	onzeker
несигурни	onzekere
несигурни	onbetrouwbare
несигурни	onbetrouwbaar
несигурни	onzeker
брутално	bruut
брутално	brutaal
брутално	brute
брутално	wreed
спајк	spike
милена	milena
хидро	waterkracht
хидро	hydro
соопштенија	aankondigingen
соопштенија	mededelingen
оаза	oasis
оаза	oase
атлантида	atlantis
густата	overwoekerd
говедско	rundvlees
ајзенхауер	eisenhower
шејн	shane
сафир	saffier
сафир	sapphire
царини	tarieven
царини	tarief
царини	douane
ада	ada
имигрант	immigranten
имигрант	immigrant
кондиција	uithoudingsvermogen
људмила	ljoedmila
ари	ari
вентил	ventiel
вентил	klep
вентил	hartklep
вентил	afsluiter
обновливи	hernieuwbare
симболички	symbolisch
симболички	symbolische
симболички	symbolisch
полнат	vullen
полнат	opvullen
полнат	vulling
кап	dop
кап	cap
ориентални	oosters
ориентални	oosterse
ориентални	waterpijp
квалификуван	gekwalificeerd
квалификуван	gekwalificeerde
тишината	stilte
тишината	zwijgen
тишината	silence
прогонуван	vervolgd
прогонуван	vervolgde
прогонуван	gejaagd
прогонуван	opgejaagd
зик	zeke
плетени	geweven
вртежи	rpm
патриот	patriot
тревата	gras
тревата	grass
ултиматум	ultimatum
нојбранденбург	neubrandenburg
дебора	deborah
малик	malik
кројач	kleermaker
излези	exit
излези	uitgang
излези	uitgangen
честитки	proficiat
честитки	gefeliciteerd
откопани	opgegraven
мистицизам	mystiek
виреат	bloeiende
натал	natal
спам	spam
жолчката	galstenen
торби	tassen
торби	zakken
торби	zakjes
дланка	handpalm
дланка	palm
дланка	hand
прашале	vroegen
прашале	gevraagd
лека	leka
сочувство	medeleven
сочувство	condoleances
профитабилноста	rentabiliteit
профитабилноста	winstgevendheid
заборавени	vergeten
пресечен	doorsnijden
пресечен	doorgesneden
пресечен	spleet
пресечен	doorgesneden
парадокси	paradoxen
корморан	aalscholver
достава	bezorging
достава	oplevering
достава	levering
достава	verzending
достава	scheepvaart
достава	verzenden
достава	verschepen
винс	vince
слабоста	zwakte
слабоста	zwakheid
романов	romanov
марихуана	marihuana
метил	methyl
калвин	calvin
розенберг	rosenberg
непријатен	onplezierig
непријатен	onaangenaam
непријатен	onprettig
лиценциран	licentie
психоанализа	psychoanalyse
манхајм	mannheim
туре	touré
впечатоци	weergaven
впечатоци	indrukken
споредливи	vergelijkbaar
споредливи	vergelijkbare
микел	mikel
лир	lear
тнт	tnt
герард	gerrard
вирџил	virgil
буф	uil
буф	gespierd
буф	buff
биотехнологија	biotechnologie
хепатит	hep
хепатит	hepatitis
процедурите	procedures
диференцијација	differentiatie
калта	goot
синклер	sinclair
биограф	biograaf
заговорниците	samenzweerders
есперанто	esperanto
легендарни	legendarische
легендарни	legendarisch
мешавини	mengsels
треперење	flikkeren
ограбени	beroofd
ограбени	bestolen
конкурентноста	concurrentievermogen
конкурентноста	concurrentiepositie
цигани	zigeuners
поволно	gunstig
поволно	gunstige
ито	ito
крпа	vod
крпа	rag
крпа	lap
крпа	mop
крпа	dweilen
крпа	dweil
крпа	handdoek
крпа	doek
пес	jachthond
ентропија	entropie
знд	cis
знд	gos
знд	dis
читач	reader
читач	lezer
земи	neem
земи	nemen
легислатива	wetgeving
засилен	verbeterd
засилен	versterkt
засилен	verstevigd
засилен	versterkte
засилен	versterkt
бастилја	bastille
спц	spc
деветиот	negende
гајгер	geiger
стоматологија	tandheelkunde
комплицирани	gecompliceerd
комплицирани	ingewikkelde
комплицирани	gecompliceerde
комплицирани	ingewikkeld
централизирана	gecentraliseerd
централизирана	gecentraliseerde
збогати	verrijken
потење	zweet
мигранти	migranten
мигранти	migrerende
мигранти	migrant
чили	chili
оси	osi
оси	horzels
заднина	achtergrondinformatie
заднина	achtergrond
секти	sekten
ференц	ferenc
брадина	bradina
емотивно	emotioneel
емотивно	emotionele
емотивно	emotioneel
лузни	littekens
лузни	littekens
ужасно	vreselijk
ужасно	verschrikkelijk
ужасно	vreselijk
ужасно	verschrikkelijk
ужасно	gruwelijk
ужасно	afschuwelijk
ужасно	vreselijk
ужасно	verschrikkelijk
ужасно	afschuwelijk
холанѓанец	nederlander
холанѓанец	hollander
џил	jill
колумна	column
колумна	zuil
колумна	kolom
футурама	futurama
калахари	kalahari
малдиви	malediven
малдиви	maldiven
јурген	jurgen
сребрено	zilver
сребрено	zilveren
сребрено	silver
муцката	snuit
савани	savannes
оденсе	odense
афион	poppy
кредибилитет	geloofwaardigheid
худ	kap
худ	motorkap
худ	hood
худ	capuchon
плунка	speeksel
плунка	spuwen
плунка	spit
плунка	spugen
следена	bekeken
следена	gekeken
следена	keek
следена	gevolgd
следена	volgde
следена	gevolgde
коперфилд	copperfield
рскавица	kraakbeen
истече	verlopen
детектор	detector
мами	mami
врсти	diersoort
врсти	diersoorten
врсти	soorten
врсти	soort
бадем	amandel
бадем	amandelen
метеорски	meteoor
метеорски	meteoriet
приматот	voorrang
пресметан	berekende
пресметан	berekend
рацебург	ratzeburg
одбележувањето	afbakening
зигмунд	sigmund
липе	lippe
тековно	momenteel
обрач	velg
обрач	rand
јаглехидратите	koolhydraten
махајана	mahayana
раширена	wijdverbreid
раширена	wijdverspreide
раширена	wijdverbreide
бастион	bastion
бастион	bolwerk
кнут	knut
јожеф	józsef
впечатливо	pittig
впечатливо	indrukwekkend
впечатливо	indrukwekkende
ака	aka
ака	alias
кани	uitnodigen
кани	uitnodigend
трски	riet
трски	rieten
мелење	malen
мелење	frezen
преговарање	onderhandelen
преговарање	onderhandeling
преговарање	onderhandelen
преговарање	onderhandeling
преговарање	onderhandelingen
љубоморен	jaloers
баварската	beierse
баварската	beieren
осип	osip
осип	uitslag
осип	rash
осип	huiduitslag
покажана	getoond
покажана	getoonde
покажана	inspirerend
покажана	inspirerende
старк	stark
дега	degas
каша	moes
реџина	regina
саломон	salomon
земаа	nam
спонзорство	sponsoring
лила	lila
витално	vitale
витално	vitaal
џегер	jaeger
џегер	jagger
подоле	down
подоле	omlaag
прасиња	biggetjes
прасиња	biggen
прасиња	biggetjes
прасиња	zwijnen
прасиња	varkens
колриџ	coleridge
козите	geiten
глупости	nonsens
глупости	onzin
глупости	zever
глупости	vuilnis
глупости	gelul
глупости	onzin
глупости	bullshit
катовице	katowice
хевисајд	heaviside
излечи	genezen
излечи	genees
шредер	schroeder
шредер	schröder
шатори	tenten
гејши	geisha
грабливки	vervoering
цвајг	zweig
наводни	vermeende
наводни	beweerde
наводни	vermeend
наводни	beweerd
ртб	rtb
атрактивна	aantrekkelijke
атрактивна	aantrekkelijk
станко	stanko
сона	sona
манипулирање	manipuleren
либерален	liberale
либерален	liberaal
тарот	tarot
ришар	richard
пријавување	rapportage
пријавување	verslaglegging
пријавување	rapporteren
вес	wes
прославување	vieren
екстракција	extractie
екстракција	winning
караница	ruzie
караница	twist
наметнуваат	opleggen
задникот	kont
бастија	bastia
еднострано	eenzijdig
еднострано	unilateraal
еднострано	unilaterale
еднострано	eenzijdige
еднострано	eenzijdig
еднострано	unilateraal
припадноста	adelstand
хулијан	julián
воислав	vojislav
велимир	velimir
ослободено	bevrijd
ослободено	bevrijde
сирените	zeemeerminnen
сирените	sirenes
другарка	vriendin
другарка	vriend
геринг	göring
двојките	deuces
лермонтов	lermontov
кокосово	kokos
кокосово	kokosnoot
хуморот	humor
марионети	poppen
марионети	marionetten
келти	kelten
ибм	ibm
арамии	boeven
арамии	dieven
влеза	ingangen
разонода	afleiding
праведно	terecht
шлука	wulp
монтсерат	montserrat
клос	kloss
есма	esma
рамос	ramos
телевизори	televisietoestellen
телевизори	televisies
телевизори	televisies
хронично	chronisch
осети	feel
осети	voelen
осети	voel
осети	voelde
клеменс	clemens
кемп	kemp
несигурноста	onzekerheden
мугабе	mugabe
валета	valletta
експериментира	experimenteerde
експериментира	geëxperimenteerd
наместени	gemanipuleerde
наместени	gemanipuleerd
гладијатор	gladiator
штица	plank
предавници	verraders
хушовд	hushovd
вернигероде	wernigerode
расин	racine
сул	sul
кало	kahlo
шокови	schokken
понте	ponte
шешир	hoed
шешир	pet
шешир	hat
шешир	muts
баркли	barkley
баркли	barclay
негираат	ontkent
негираат	ontken
негираат	ontkennen
скршено	verbroken
скршено	kapot
скршено	gebroken
фармакологија	farmacologie
хоризонте	horizonte
шејк	schud
шејк	schudden
шејк	shake
тапанари	drummers
батериите	batterijen
проблематично	problematisch
проблематично	problematische
драко	draco
заљубен	verpletteren
заљубен	verliefd
заљубен	plet
заљубен	verliefdheid
регулирано	gereglementeerde
регулирано	gereguleerd
регулирано	gereglementeerd
регулирано	geregeld
марбург	marburg
сарандон	sarandon
локва	plas
локва	plasje
кмерски	khmer
мигови	moments
мигови	momenten
мигови	ogenblikken
маневри	manoeuvres
маневри	manoeuvres
анџелина	angelina
афроазиски	cognaten
кастанеда	castaneda
страстите	passies
консултира	consultaties
консултира	consult
консултира	consulteren
консултира	raadplegen
бренда	brenda
елиза	eliza
спб	soa
умри	sterven
умри	sterf
праз	prei
хонолулу	honolulu
лојален	trouwe
лојален	loyaal
лојален	trouw
лојален	loyale
измамник	boef
измамник	bedrieger
подземје	ondergronds
подземје	ondergrondse
подземје	underground
подземје	onderwereld
коњче	vliegers
метјус	matthews
метјус	mathews
талог	sediment
сом	som
сом	meerval
џунглата	oerwoud
џунглата	jungle
документарци	documentaires
ранчот	ranch
експлоатацијата	uitbuiting
експлоатацијата	exploitatie
аланија	alania
витлеем	bethlehem
наведениот	gespecificeerde
наведениот	opgegeven
наведениот	gespecificeerd
небрежност	onachtzaamheid
небрежност	nalatigheid
образите	wangen
суровоста	wreedheid
косрае	kosrae
желките	schildpadden
желките	turtles
петобој	vijfkamp
побогатите	rijker
побогатите	rijkere
рефракција	breking
неон	neon
хамер	hummer
хамер	hamer
хамер	hammer
иптв	iptv
вен	wen
убедливи	overtuigen
убедливи	overtuigend
убедливи	overtuigende
загрозува	bedreigt
вилфред	wilfred
метрото	metro
прељуба	overspel
патоказ	routekaart
патоказ	stappenplan
патоказ	aanwijzing
тифус	tyfus
лорна	lorna
ставка	binnenkomst
ставка	vermelding
ставка	item
центиметри	centimeters
питагора	pythagoras
ламба	zaklantaarn
ламба	zaklamp
ламба	lamp
ентузијасти	enthousiaste
ентузијасти	enthousiast
ентузијасти	liefhebbers
пене	peene
фашистите	fascisten
ленстер	leinster
лициниј	licinius
архивирање	archivering
архивирање	archiveren
доверлив	betrouwbaar
доверлив	vertrouwd
доверлив	vertrouwden
доверлив	vertrouwde
порше	porsche
барет	barret
барет	barrett
институционални	institutioneel
луксузен	luxe
луксузен	luxueus
луксузен	luxe
луксузен	luxueus
маркони	marconi
проповедник	prediker
проповедник	predikant
симба	simba
готлоб	gottlob
спасени	gered
габа	schimmel
стациониран	gestationeerd
стациониран	gelegerd
звучат	klinkende
демонстранти	demonstranten
демонстранти	betogers
демонстранти	demonstranten
демонстранти	betogers
борислав	borislav
перник	pernik
видувања	waarnemingen
поз	pos
масакрирани	afgeslacht
контрадикторни	tegenstrijdige
контрадикторни	tegenstrijdig
тар	tahr
јеил	yale
основ	gronden
плагијат	plagiaat
сликан	afgebeeld
засилувач	verspreider
лилјак	bat
лилјак	bbt
лилјак	knuppel
лилјак	vleermuis
паторот	eend
паторот	eendje
паторот	eenden
паторот	bukken
колбаси	worstjes
колбаси	worst
колбаси	worstjes
колбаси	worsten
колбаси	worst
минеаполис	minneapolis
марлоу	marlowe
киш	kish
иванова	ivanova
башкортостан	basjkirostan
петерсон	peterson
петерсон	patterson
деко	deco
денг	deng
пиеро	piero
неизбежна	dreigend
неизбежна	onvermijdelijke
неизбежна	onvermijdelijk
фашисти	fascisten
работодавач	werkgever
работодавач	werkgevers
вит	vit
слепа	blind
слепа	verblinden
слепа	blinde
слепа	blinden
леброн	lebron
заинтересираните	geïnteresseerd
заинтересираните	interesse
мозочна	cerebrale
паметна	slimme
паметна	slim
паметна	slimme
паметна	slim
паметна	smart
мустаќи	snorren
мустаќи	snor
мустаќи	snor
рамената	schouders
присили	forceren
присили	kracht
присили	force
кваљарела	quagliarella
рад	rad
оае	vae
дебело	dikke
дебело	dik
дефо	defoe
табу	taboe
амандмани	amendement
амандмани	wijziging
амандмани	amendementen
амандмани	wijzigingen
конфликтни	tegenstrijdige
конфликтни	conflicterende
конфликтни	tegenstrijdig
хуманитарен	humanitair
хуманитарен	humanitaire
хиперинфлација	hyperinflatie
библиотекар	bibliothecaresse
библиотекар	bibliothecaris
стратокастер	stratocaster
архангели	aartsengelen
мана	mana
мана	defect
маурицио	mauricio
маурицио	maurizio
интегрирано	geïntegreerde
интегрирано	geïntegreerd
резервиран	voorbehouden
резервиран	gereserveerde
резервиран	gereserveerd
манитоба	manitoba
јакуб	jakub
застапниците	voorstanders
богојавление	openbaring
судејќи	oordelen
сомалиленд	somaliland
имагинацијата	verbeelding
имагинацијата	verbeeldingskracht
имагинацијата	fantasie
декер	dekker
декер	decker
русијон	roussillon
камерите	cctv
сторено	gedaan
сторено	done
сторено	klaar
евангелистичка	evangelische
ролф	rolf
радиоактивно	radioactief
седнат	zittend
седнат	zittende
чарлстон	charleston
југа	yuga
хел	hel
најсилно	hardste
најсилно	hardst
најсилно	moeilijkste
нунавут	nunavut
лајне	leine
полжав	slak
мејнард	maynard
поволен	gunstig
поволен	gunstige
поволен	gunstige
поволен	gunstig
поволен	voordelige
поволен	voordelig
побогат	rijker
побогат	rijkere
растворувачи	oplosmiddelen
пикардија	picardië
задоволна	voldaan
задоволна	tevreden
задоволна	tevreden
скандали	schandalen
астронаут	astronaut
избегнувајте	vermijd
избегнувајте	voorkom
избегнувајте	vermijdt
избегнувајте	vermijden
плауен	plauen
застарена	verouderd
застарена	achterhaald
застарена	verouderde
застарена	verouderd
застарена	achterhaald
застарена	verouderde
бендер	bender
осет	zintuig
грнчарија	aardewerk
едн	edn
инцест	incest
афоризми	aforismen
нинџа	ninja
егон	aegon
егон	egon
грузијци	georgiërs
годин	godín
половини	helften
камати	belangstelling
камати	rente
камати	belang
камати	interesse
економиите	economieën
кабина	booth
кабина	hut
кабина	kajuit
кабина	blokhut
кабина	cabine
пробите	repetities
пробите	repetitie
пробите	repeteren
тиранија	tirannie
дишат	ademt
постигнатите	behaald
постигнатите	bereikte
постигнатите	bereikt
гроба	graven
гроба	graves
кејхил	cahill
титаните	titanen
близначки	tweeling
близначки	twin
близначки	tweeling
близначки	tweelingen
гвидо	guido
хавел	havel
земјопоседници	landeigenaren
тројански	trojan
тројански	trojaanse
бахр	bahr
збунувачки	verwarrende
збунувачки	verwarrend
збунувачки	verwarren
пензионери	gepensioneerden
обвинителство	vervolging
обвинителство	aanklager
хавајски	hawaiian
цитирајќи	citeren
вестра	westra
претплатници	abonnees
веруваше	geloofden
веруваше	geloofde
веруваше	geloofd
прадедо	opa
прадедо	grootvader
прадедо	opa
бакер	bakker
мистериозна	geheimzinnig
мистериозна	mysterieuze
мистериозна	geheimzinnige
мистериозна	mysterieus
извозник	exporteur
полусестра	stiefzus
северин	severin
сонување	dromen
флексибилен	soepel
флексибилен	flexibel
флексибилен	flexibele
либерали	liberalen
импресивна	indrukwekkend
импресивна	indrukwekkende
титаник	titanic
гастрономија	keuken
наследно	erfelijk
наследно	erfelijke
шал	sjerp
шал	sjaal
опиум	opium
чемпрес	cupressus
инсталирање	installeren
инсталирање	installeren
инсталирање	installeer
дамир	damir
степа	steppe
бмц	bmc
адолесценцијата	adolescentie
адолесценцијата	puberteit
пресече	smash
регија	foramen
триглав	triglav
исламизација	islamisering
растворувач	oplosmiddel
гавранот	raaf
гавранот	raven
напишам	schrijven
напишам	schrijf
ендр	indre
симиќ	simic
вебстер	webster
одлучен	bepaald
одлучен	vastberaden
одлучен	vastbesloten
откажан	geannuleerd
откажан	afgelast
откажан	geannuleerde
шепи	poten
шепи	pootjes
живков	zjivkov
сведочење	getuigenissen
сведочење	getuigenis
клипот	zuiger
наце	nace
шварце	schwarze
нем	dempen
нем	stom
посвоен	geadopteerd
посвоен	aangenomen
посвоен	goedgekeurd
миленко	milenko
надлежни	competent
надлежни	competente
надлежни	bekwaam
надлежни	superieuren
надлежни	meerderen
надлежни	toezichthouders
енергични	krachtig
енергични	krachtdadig
метафори	metaforen
метафори	beeldspraak
испарува	verdampen
подморницата	sub
полен	pollen
полен	stuifmeel
акроним	acroniem
акроним	afkorting
антонов	antonov
скакулци	sprinkhanen
окупираат	bezetten
лесковац	leskovac
молина	molina
нојминстер	neumünster
смалување	psychiater
смалување	psych
смалување	krimpen
вдлабнатини	kuiltjes
зал	zao
шолја	kopje
шолја	beker
виновник	schuldige
виновник	boosdoener
потсетник	herinnering
мултиплекс	multiplex
отчет	verantwoordelijkheid
отчет	verantwoording
свеќа	kaarsje
свеќа	kaars
анегдоти	anekdotes
одма	onmiddellijk
одма	direct
одма	onmiddelijk
автокорелација	autocorrelatie
дијагонала	diagonaal
балони	ballonnen
розенборг	rosenborg
дисјункција	disjunctie
нацртани	getrokken
бремени	zwangere
бремени	zwanger
бремени	drachtige
крстопат	kruispunt
орлите	eagles
орлите	adelaars
робредо	robredo
фортуна	fortuna
плиток	oppervlakkige
плиток	ondiep
плиток	oppervlakkig
кавани	cavani
лола	lola
стомачни	buik
стомачни	buikspieren
стомачни	abs
кралствата	koninkrijken
микаел	mikael
шрек	shrek
андриј	andrij
плава	blue
плава	blauw
плава	blauwe
плава	blonde
плава	blondje
плава	blond
плава	blondine
плава	blonde
плава	blond
недовршена	onafgemaakte
недовршена	onvoltooide
планинарска	buiten
недоволна	ontoereikend
недоволна	onvoldoende
недоволна	ontoereikende
потопла	warmere
потопла	warmer
хипотеки	hypotheken
хипотеки	hypotheek
криминално	misdadiger
криминално	misdadig
криминално	crimineel
фиона	fiona
ужасна	vreselijk
ужасна	verschrikkelijk
ужасна	vreselijk
ужасна	verschrikkelijk
ужасна	gruwelijk
ужасна	afschuwelijk
крадците	dieven
твој	uwe
хад	hades
воздржан	onthouding
позитивизам	positivisme
крваво	bloedig
крваво	bloederig
крваво	bloedige
крваво	bloody
нанотехнологијата	nanotechnologie
неретва	neretva
интелектуалец	intellectuele
интелектуалец	intellectueel
примања	verdiensten
примања	inkomsten
примања	inkomen
примања	inkomsten
распнување	kruisiging
шекил	shaquille
брет	bret
брет	brett
мич	mitch
бишоп	loper
бишоп	bisschop
бишоп	bishop
бергер	berger
хургада	hurghada
булгаков	boelgakov
клучевите	keys
клучевите	sleutels
клучевите	toetsen
огнови	branden
огнови	vuren
ориноко	orinoco
холдинг	vasthouden
холдинг	holding
егзекуција	uitvoering
егзекуција	terechtstelling
егзекуција	executie
познаници	kennissen
познаници	bekenden
собрана	ingezameld
собрана	verzamelde
собрана	verzameld
домородците	inboorlingen
домородците	inheems
домородците	inheemse
сатиричар	satiricus
егејот	egeïsche
зеленчукот	chard
цртежот	sketch
цртежот	schets
маргарета	margareta
кледен	klöden
летоци	folders
летоци	pamfletten
фобија	fobie
магма	magma
алигатори	alligators
бесмртност	onsterfelijkheid
лучијано	luciano
донирани	gedoneerd
донирани	geschonken
јагода	aardbeien
јагода	strawberry
јагода	aardbei
јагода	jagoda
тајсон	tyson
карбонат	carbonaat
истекување	aflopende
истекување	lekken
истекување	lekkage
истекување	verstrijken
сираче	wees
внес	input
внес	invoer
цивилизациите	beschavingen
цивилизациите	beschavingen
џокер	joker
џокер	grappenmaker
џокер	grapjas
полоши	erger
полоши	slechter
триполитанија	tripolitanië
