جودو	джудо
ویستا	виста
اسهال	диария
پرستون	престън
چیدمان	оформление
چیدمان	подредба
جنگجویان	бойци
جنگجویان	воини
جنگجویان	войни
هروی	ерве
الکترومغناطیس	електромагнитен
الکترومغناطیس	електромагнитно
الکترومغناطیس	електромагнитна
الکترومغناطیس	електромагнетизма
کران	глуха
کران	глухи
کران	глух
بازگرداندن	възстановяване
زاد	потомство
گرومن	груман
لوران	лоран
پردازی	преработване
پردازی	преработка
پردازی	обработване
پردازی	обработка
سرم	серум
روبن	робен
روبن	рубен
روبن	рубин
روبن	рубен
حضورش	наличие
حضورش	присъствие
تزار	цар
گرانده	гранде
پلانک	планк
پلانک	дъската
پلانک	дъска
رانندگان	състезатели
رانندگان	шофьори
رانندگان	водачите
رانندگان	водачи
رانندگان	мотористи
ناپولی	неаполитански
ناپولی	неапол
ناپولی	наполи
دمی	деми
مبارزان	бойците
مبارزان	бойци
مبارزان	изтребители
مبارزان	борец
مبارزان	боец
مبارزان	изтребител
ماهه	месеца
ماهه	месеци
ماهه	месеците
اینترناسیونال	internacional
تشریفات	формалности
تشریفات	церемонии
تشریفات	церемониален
تشریفات	формалност
جوراب	чорап
جوراب	сок
جوراب	чорапите
جوراب	чорапи
سیلور	сребърна
سیلور	сребърни
سیلور	силвър
سیلور	сребро
سیلور	сребърен
تحرک	придвижване
تحرک	движение
تحرک	мобилност
تحرک	подвижност
شایعه	слух
لیتیم	литий
افتد	потопени
خانات	ханство
نئو	нео
دفعات	пъти
دفعات	времена
دفعات	таймс
دفعات	times
پیکره	корпус
زار	zar
لطیف	латиф
الیکایی	рен
ساعتی	час
خورش	задушено
خورش	яхния
کما	кома
کما	комата
پره	пълна
پره	пълни
پره	пълен
پره	пълно
بحثش	дискусия
بحثش	обсъждания
بحثش	дискусии
بحثش	обсъждане
بازارچه	пестеливост
ارتشی	военно
ارتشی	военен
ارتشی	военна
ارتشی	военни
ارتشی	армията
ارتشی	армеец
ارتشی	армия
ارتشی	армейски
داوطلبان	доброволците
داوطلبان	доброволци
ناتوان	слабо
ناتوان	слаби
ناتوان	слаб
ناتوان	слаба
ناتوان	неспособен
ناتوان	неспособни
ناتوان	неспособна
مکی	маки
مکی	лунички
مکی	маки
خیز	бдение
خیز	оток
بزودی	скоро
شانزدهمین	sixteenth
آشفته	засегнат
آشفته	обезпокоен
آشفته	проблемна
آشفته	нарушен
آشفته	обезпокоен
آشفته	нарушено
آشفته	разстроен
آشفته	разстроена
آشفته	объркани
آشفته	объркано
آشفته	объркан
آشفته	объркана
واگنر	уагнър
واگنر	вагнер
غرور	гордост
غرور	прайд
غرور	суета
سونامی	цунами
نامعتبر	невалиден
نامعتبر	инвалид
نامعتبر	невалидна
نامعتبر	невалидни
مدیون	задължен
مستحکم	укрепен
لویس	луис
ساب	сааб
ساب	sub
ساب	подводница
ساب	подводницата
رائول	раул
ساندرلند	съндърланд
چریکی	партизански
کوارتز	кварц
سولفید	сулфид
شوری	соленост
کورین	корин
تلمود	талмуда
کشتیرانی	корабоплаването
کشتیرانی	корабоплаване
کشتیرانی	доставка
امتیازی	отстъпки
امتیازی	концесии
اسپین	завъртане
اسپین	въртене
اسپین	завърти
رومانیایی	румъния
رومانیایی	румънски
رومانیایی	румънска
آرایشی	грим
گلف	голф
ارتدوکس	православна
آماندا	аманда
ول	вал
ویلن	цигулка
کریکت	крикет
مینو	мино
آغوش	прегръдка
آغوش	ръце
آغوش	оръжия
آغوش	оръжие
آغوش	прегръдки
فیلترینگ	филтриране
دوقطبی	биполярно
دوقطبی	дипол
پناهندگان	бежанци
پناهندگان	бежанците
پناهندگان	бегълци
انریکه	енрике
موصل	мосул
آشفتگی	турбуленция
آشفتگی	възбуда
آشفتگی	вълнение
آشفتگی	хаосът
آشفتگی	хаос
آشفتگی	объркване
توسکانی	тоскански
توسکانی	тоскана
سلیمانیه	сулеймания
زیباست	прекрасни
زیباست	прекрасна
زیباست	красива
زیباست	прекрасен
زیباست	красиво
اکتشافی	евристични
اکتشافی	проучвателни
خسارات	загуби
خسارات	загубите
تبلور	кристализация
دردسر	беля
دردسر	неприятности
دردسر	беда
دردسر	проблем
دردسر	проблеми
گچی	гипс
فلامستید	фламстед
تکانه	инерция
دیل	дейл
پروستات	простата
پروستات	простатата
داون	зора
داون	даун
داون	зори
داون	доун
داون	зората
نزدیکان	роднини
نزدیکان	роднините
امداد	облекчение
سواره	езда
سواره	яздене
سواره	кавалерия
سواره	кавалерията
اسکو	еско
سیاستهای	полици
سیاستهای	политики
بزمجه	монитор
بزمجه	следене
بزمجه	украсен
هیدروکسید	хидроксид
گرنت	субсидия
گرنت	грант
دیلی	дневна
دیلی	дневен
دیلی	ежедневно
دیلی	дневно
گردهمایی	събиране
بیگانگان	извънземни
بیگانگان	пришълци
توپولف	туполев
حبیبی	хабиби
دبیرخانه	секретариат
توصیفی	описателен
دوقلو	близнаци
دوقلو	близначка
دوقلو	близнак
دوقلو	близнаци
دوقلو	близнаците
دوقلو	близначки
چاقو	ножът
چاقو	нож
استات	ацетат
کرومیت	хромит
اورژانس	спешно
کانت	кант
دانکن	дънкан
دانکن	дънкън
فایرفاکس	firefox
لادن	ладен
لادن	натоварено
تعمیرات	ремонт
تعمیرات	поправка
تعمیرات	ремонти
تعمیرات	ремонт
تعمیرات	поправки
رقمی	цифров
رقمی	дигитален
رقمی	цифрово
رقمی	цифрова
رقمی	цифрови
براق	блясък
براق	светещи
براق	гланц
براق	блясък
براق	лъскаво
براق	лъскави
براق	лъскава
براق	лъскава
براق	лъскави
کاکایی	гъл
کاکایی	чайка
بروکس	брукс
شورولت	шевролет
آدینه	паството
آدینه	събор
آدینه	петък
رستگاری	избавление
رستگاری	спасението
رستگاری	спасение
رستگاری	изкупление
رستگاری	изкуплението
آلکس	алекс
وایادولید	валядолид
دلیجان	треньор
دلیجان	треньорът
نپتون	нептун
فمینیست	феминистка
گمرک	митническа
گمرک	митническо
گمرک	митнически
گمرک	митници
گمرک	обичаи
معرف	представлява
کلکته	колката
کلکته	калкута
نهی	забранено
نهی	забранена
نهی	забранен
نهی	забранени
بریتانیکا	британика
استانداران	сатрапии
توپولوژی	топология
سسک	славеите
پرسید	попитал
پرسید	попитала
پرسید	попита
گنجه	ганджа
گنجه	гардероб
گنجه	гардероба
گنجه	килер
هک	хакване
هک	хек
هک	хак
گوتینگن	гьотинген
تجهیز	мобилизират
تجهیز	мобилизира
نیکولای	николай
نیکولای	николай
گیج	гейдж
گیج	объркани
گیج	объркано
گیج	объркан
گیج	объркана
کال	кал
گلدار	цъфтят
فوکر	fokker
ناتالی	натали
ناتالی	натали
رویا	сън
رویا	мечта
واکنشی	реактивни
واکنشی	реакция
میلتون	милтън
عود	тамян
عود	oud
کارآگاه	детектив
مرجانی	корал
مرجانی	корали
افتتاحیه	премиерата
افتتاحیه	премиера
افتتاحیه	откриване
افتتاحیه	отваряне
نیترات	нитрат
نیترات	нитрати
کالینز	колинс
تجار	търговците
تجار	търговци
گابن	габон
دوپینگ	допинг
منکر	безчестие
جدای	джедай
جدای	джедаи
جیل	джил
ضمنی	косвена
مزه	вкус
مزه	вкус
مزه	вкусове
سریا	сория
بلاک	блокиране
بلاک	блок
بیستمین	twentieth
اتیل	етилов
مائو	мао
منیزیم	магнезий
منیزیم	магнезиев
همسری	съпруг
همسری	съпруга
کراس	крос
کراس	кръст
کراس	кръста
مقوله	категория
لیما	лима
مینیرو	минейро
پالنسیا	паленсия
فامیل	семейство
فامیل	семейството
ستم	несправедливост
ستم	несправедливостта
خوآن	хуан
مرخصی	отпуска
مرخصی	почивка
مرخصی	ваканция
مرخصی	отпуск
ناظم	назим
ماکسول	максуел
برونئی	бруней
طارق	тарик
سرخرگ	артерия
سرخرگ	артерията
آتاری	атари
باغبانی	градинарство
انطباق	съвпадение
انطباق	съвпадения
بازداشتگاه	карцера
بازداشتگاه	бригаден
حوصله	настроението
حوصله	настроение
مستعد	податлив
مستعد	податливи
مستعد	склонен
مستعد	склонна
اسماعیلیه	исмаилия
ریختن	проливане
همون	същият
همون	същата
همون	същото
شار	шар
جوئل	джоел
جوئل	джоуел
قبولی	приемане
گهواره	люлката
گهواره	люлка
پینگ	пинг
بریتنی	британи
بریتنی	бритни
ساختمانهای	сгради
آفت	вредители
آفت	напаст
توانا	способно
توانا	способен
توانا	способна
توانا	способни
توانا	мощен
توانا	мощно
توانا	мощна
توانا	ейбъл
توانا	всемогъщи
توانا	всемогъщ
توانا	компетентни
توانا	компетентна
توانا	компетентен
آخرالزمان	апокалипсис
سپاسگزارم	благодарна
سپاسگزارم	благодарни
سپاسگزارم	благодарен
مادران	майки
مادران	майките
گواه	свидетел
گواه	свидетели
باتلر	бътлър
باتلر	иконом
معاش	прехраната
معاش	препитание
معاش	прехрана
آوایی	фонетична
سوختن	изгори
سوختن	гори
سوختن	изгаряне
سوختن	горене
سوختن	гори
سوختن	парене
سوختن	горяща
سوختن	изгаряне
معترض	критик
سامرست	съмърсет
نمایه	профил
نمایه	индекс
نمایه	индекси
نمایه	показател
فنجان	чашка
فنجان	чаша
فنجان	купа
فنجان	къп
عالیه	страхотни
عالیه	страхотен
عالیه	страхотно
عالیه	страхотна
عالیه	супер
عالیه	страхотно
هابل	хъбъл
روکش	превръзки
روکش	тампони
روکش	подложки
روکش	одеало
روکش	одеяло
روکش	фурнир
ژولیوس	юлий
ژولیوس	джулиъс
تریاک	опиум
کاونتری	ковънтри
عایشه	аиша
عایشه	айша
عایشه	аиша
عایشه	айша
استیت	щат
استیت	държава
استیت	държавно
بیوک	буик
فتوحات	завоевания
همسایگان	съседите
همسایگان	съседи
همسایگان	съседи
برخورداری	наслада
تامس	томас
تامس	тома
آندرس	андрес
آندرس	андрес
آندرس	андерс
بندیکت	бенедикт
پیوستگی	приемственост
پیوستگی	афинитет
دکستر	декстър
استوانه	цилиндър
سافت	меко
سافت	мек
سافت	меки
سافت	нежна
سافت	мека
لغوی	лексикална
آلبیون	албион
ولد	влад
ولد	уелд
مدلهای	модели
مدلهای	образци
مدلهای	моделите
فارو	фаро
فارو	фароу
فارو	фарьорските
لوور	лувъра
مجرم	престъпник
مجرم	престъпно
مجرم	виновни
مجرم	виновна
مجرم	виновен
مست	пиян
مست	пияна
مست	пияни
مست	пияница
سکاها	скити
سهل	тривиално
درو	дрю
درو	дру
فیسبوک	фейсбук
فیسبوک	facebook
برادری	братство
برادری	братството
الا	ала
شرلی	шърли
فریزر	фрейзър
فریزر	фризер
فریزر	хладилник
داگ	дъг
قلیایی	алкална
قلیایی	метали
تاک	тък
تاک	так
میهمان	гост
میهمان	гостенка
میهمان	гостите
میهمان	гости
روسو	росо
روسو	русо
روسو	русо
بیسائو	бисау
مالکوم	малкълм
عدل	справедливост
عدل	правосъдие
عدل	правда
عدل	adl
والا	висок
والا	висока
والا	високи
والا	високо
والا	вала
والا	възвишено
ارجمند	почтен
تندی	танди
مشعل	факла
غذاها	храни
توسل	обжалване
توسل	призив
توسل	жалба
آسایش	комфорт
آسایش	утеха
آسایش	удобство
رویای	сън
رویای	мечта
مارین	марин
مارین	морски
مارین	пехотинец
مارین	морска
بشار	башар
سواران	конници
سواران	ездачи
سواران	кавалерия
سواران	кавалерията
استرلینگ	стърлинг
استرلینگ	стърлинг
استقامت	издръжливост
استقامت	пациентът
استقامت	пациентка
استقامت	търпелив
استقامت	пациент
تشبیه	метафора
تشبیه	метафори
تشبیه	метафорично
قزلباش	къзълбаши
کاست	каста
کاست	касета
جکی	джаки
کتابها	книгите
کتابها	книги
دهانی	орален
دهانی	орално
دهانی	перорално
دهانی	перорален
خاله	леля
نینا	нина
آذرخش	болт
آذرخش	светкавица
آذرخش	светкавици
آذرخش	мълния
تجسم	визуализация
تجسم	въплъщение
لوین	левин
کوارک	кварки
تشکل	блок
تشکل	блока
