大門	daimon
カロリー	calorique
消化	digestion
ヘビ	serpents
ヘビ	vipère
ヘビ	snake
ヘビ	serpent
ヘビ	serpents
膨張	agrandissement
膨張	extension
膨張	expansion
バッジ	insigne
バッジ	badge
バッジ	badges
バッジ	insignes
残酷	cruels
残酷	cruelle
残酷	cruel
残酷	cruelles
ペナルティ	pénalités
ペナルティ	peine
ペナルティ	pénalité
ペナルティ	sanction
フェンス	clôtures
フェンス	clôture
フェンス	barrière
浪速	naniwa
船員	marin
船員	matelot
フォレスト	forrest
フォレスト	forestier
フォレスト	forêts
フォレスト	forêt
フォレスト	foret
クラッチ	embrayage
見習い	apprentis
見習い	apprenti
見習い	apprenti
見習い	apprentie
見習い	apprentis
見習い	stagiaire
黙示録	apocalyptique
黙示録	apocalypse
枢機卿	cardinal
メソッド	méthode
メソッド	méthodes
スチュワート	stewart
スギ	cedar
スギ	cèdre
賭博	jeu
龍之介	ryunosuke
コップ	gobelet
コップ	cup
コップ	tasse
コップ	coupe
からくり	karakuri
母国	patrie
和歌集	wakashū
視界	visibilité
ニッケル	nickel
反響	écho
反響	échos
反響	echo
川本	kawamoto
プラットホーム	plate
プラットホーム	quai
プラットホーム	plateforme
プラットホーム	plateformes
カルチョ	calcio
スーザン	susan
スーザン	sylvie
ハイチ	haiti
ハイチ	haïti
ハイチ	haïtienne
ハイチ	haïtien
ハイチ	haïtiens
杉原	sugihara
洗浄	lavage
洗浄	laver
洗浄	ménage
洗浄	nettoyage
不祥事	scandales
不祥事	scandale
不祥事	scandales
チエ	chie
委任	délégation
委任	mandat
祭壇	autel
スライダー	curseur
スライダー	glissière
スライダー	curseurs
シエラ	sierra
新一	shinichi
帰化	naturalisation
手当	allocation
手当	indemnité
ボローニャ	bologne
ヤギ	chèvre
ヤギ	bouc
ヤギ	chèvres
ヤギ	caprins
ヤギ	chèvre
ワークショップ	ateliers
ワークショップ	atelier
ワークショップ	ateliers
ワーグナー	wagner
金庫	sécuritaire
金庫	sûr
金庫	coffre
金庫	coffres
臨済宗	rinzai
慎吾	shingo
消耗	usure
充当	appropriation
被告人	accusés
被告人	inculpé
被告人	accusé
被告人	accusée
被告人	accusé
被告人	défendeur
被告人	accusée
バトン	baguette
バトン	baton
バトン	matraque
バトン	bâton
バトン	sceptre
睡眠	sommeil
睡眠	dormir
睡眠	dors
氷室	himuro
モノクロ	monochrome
洗濯	lavage
洗濯	laver
洗濯	buanderie
洗濯	laverie
洗濯	linge
洗濯	blanchisserie
ツル	grue
ツル	crane
リヒャルト	richard
吉沢	yoshizawa
裏側	dos
裏側	arrière
裏側	retour
裏側	revenir
レズビアン	lesbienne
レズビアン	lesbien
レズビアン	lesbiennes
レズビアン	lesbiennes
芸者	geisha
チャップリン	chaplin
チャップリン	charlot
吸気	inhalé
吸気	inhalation
吸気	inhalé
祝福	bénédiction
祝福	bienfait
祝福	bénédictions
祝福	bénédiction
祝福	bénie
祝福	bienheureux
祝福	béni
祝福	bénis
林檎	pommier
林檎	pommes
林檎	apple
林檎	pomme
星空	étoilée
星空	étoilé
ロナルド	ronald
ランニング	courir
高尾	takao
古谷	furuya
届出	notification
レスキュー	secours
レスキュー	sauvetage
レスキュー	sauveteurs
土居	doi
委嘱	délégation
委嘱	commission
アンドレア	andrea
パンダ	panda
パンダ	pandas
ハク	haq
冗談	blague
冗談	plaisanter
冗談	plaisanterie
冗談	plaisante
冗談	plaisanter
冗談	plaisanterie
冗談	plaisante
お気に入り	préféré
お気に入り	préférée
お気に入り	favori
お気に入り	favoris
お気に入り	préférés
お気に入り	fave
お気に入り	favoris
お気に入り	préférés
お気に入り	préféré
お気に入り	préférée
お気に入り	favori
お気に入り	favoris
お気に入り	préférés
お気に入り	favoris
ロッカー	rocker
ロッカー	casiers
ロッカー	casier
トゥルー	vrais
トゥルー	true
トゥルー	vraie
トゥルー	vrai
トゥルー	véritable
ヨット	yacht
ヨット	yacht
ヨット	yachts
シェーン	shane
ダイナミック	dynamisme
ダイナミック	dynamic
ダイナミック	dynamiques
ダイナミック	dynamique
ラバウル	rabaul
飛行船	dirigeable
陶芸	poterie
陶芸	céramique
陶芸	poteries
エリオット	elliott
エリオット	elliot
エリオット	elliot
まみ	mami
フットサル	futsal
消去	effacement
消去	efface
消去	effacer
ストライカー	buteur
ストライカー	striker
ストライカー	attaquant
真木	maki
ハンプシャー	hampshire
テント	tentes
テント	tente
テント	tentes
テント	chapiteau
リソース	ressource
リソース	ressources
粛清	purge
粛清	purger
粛清	purgé
粛清	purgé
粛清	purge
粛清	purger
セリ	seri
崇拝	adoration
崇拝	culte
ワトソン	watson
寺内	terauchi
値段	prix
値段	tarif
藤森	fujimori
快適	confortables
快適	confortable
快適	confortables
快適	confortable
足跡	empreinte
足跡	empreintes
ロベール	robert
ロベール	thierry
バスケ	basket
バスケ	basketball
ケロロ	keroro
獣医	vétérinaires
獣医	véto
獣医	fep
獣医	vétérinaire
獣医	vétérinaire
ヴァージン	virgin
ヴァージン	vierges
ヴァージン	vierge
ヴァージン	puceau
石黒	ishiguro
和音	accord
和音	corde
帝政	empire
動揺	bouleversé
動揺	bouleversée
動揺	contrariée
動揺	contrarié
タブレット	tablette
タブレット	comprimé
タブレット	comprimés
神学校	séminaire
麻酔	anesthésie
阿弥陀如来	amitabha
人魚	sirène
ジュエル	jewel
ジュエル	joyau
ジュエル	bijou
サンチェス	sanchez
サンチェス	sánchez
サンチェス	sánchez
文字通り	littéralement
目的地	destination
マルチメディア	multimédias
マルチメディア	multimédia
オーラ	aura
オーラ	auras
ディープ	profond
ディープ	profonds
ディープ	deep
ディープ	profonde
中里	nakazato
マリアナ	mariana
アマゾン	amazones
アマゾン	amazonie
アマゾン	amazon
アマゾン	amazone
義雄	yoshio
年数	années
年数	ans
サイコロ	dés
コロナ	corona
切符	billets
切符	billetterie
切符	billet
切符	ticket
ちひろ	chihiro
氷川	hikawa
教義	dogme
教義	creed
教義	croyance
教義	doctrine
オメガ	oméga
オメガ	omega
富豪	millionnaires
富豪	milliardaires
両面	duplex
地雷	mines
可愛	mignon
ホッケー	hockey
かもめ	mouette
マダガスカル	madagascar
事績	réussites
事績	accomplissements
事績	réalisations
事績	accomplissement
キタ	kita
上告	pourvoi
上告	appel
