цинка	جست
вольт	چٹخنی
вольт	فرار
вольт	چُننا.
вольт	سٹکنا.
вольт	بیننا
приветствие	تپاک
приветствие	آداب.
приветствие	نیاز
приветствие	سلام
приветствие	آداب.
приветствие	تسلیم
приветствие	نیاز
приветствие	سلام
приветствие	سلام
профилактика	تدارک
чувствую	احساس
чувствую	سوچنا
взаимодействовать	تعامل.
какао	کوکو.
высочество	بلندی
высочество	رفعت
допроса	جرِح
допроса	سوال
допроса	استفسار.
трубе	ترّم
трубе	نفیر
трубе	ترّم
трубе	قرنا
трубе	نفیر
покупка	خریداری.
покупка	خریدنا
покупка	خریداری.
разгона	منتشر
разгона	بکھیرنا.
взаимосвязь	تعلق
взаимосвязь	رشتہ
еда	خوراک
еда	آہار.
еда	غذا
дэй	یوم
дэй	دن
дэй	مقررہ
дэй	دور
дэй	یوم
дэй	دن
дэй	مقررہ
дэй	دور
дэй	روز
правосудие	انصاف
правосудие	عدل.
неудачная	ناکامیاب.
неудачная	ناکام
неудачная	ناکامیاب.
тамплиеров	وکیل
обновить	(مشینری
обновить	رتبہ
обновить	درجہ
обновить	تفریح
рыбак	نوکا.
зажигания	جلنے
худший	بدترین
репетиции	اعادہ.
репетиции	مشق
упростить	کھولنا
индивидуальное	نفر
индивидуальное	خصوصی
индивидуальное	آدمی
индивидуальное	نفر
индивидуальное	خصوصی
индивидуальное	شخص
наследование	توالی
наследование	توالی
наследование	جانشینی
наследование	میراث
наследование	ترکہ.
печень	باسی
печень	جگر
печень	کبد
печень	کبدی.
лиственных	سینگوں
лиственных	عبوری
лиственных	عارضی
кузнец	حدّاد.
кузнец	حدّاد.
кузнец	لوہار
десятой	دہم.
десятой	دسواں
десятой	دہم.
корреспонденции	ربط
корреспонденции	ڈاک.
корреспонденции	تماثل
уходу	ہمدرد
уходу	شفیق
двадцатого	بیستم
двадцатого	بیسویں
двадцатого	بیسواں
гаджет	چٹکلا
гаджет	ڈھب
гаджет	تدبیر
гаджет	ترکیب
гаджет	جنتر
возражение	گرفت
возражение	اختلاف.
возражение	اعتراض
хорн	بھونپو
хорн	گجر
хорн	بنانا.
хорн	سنکھ
хорн	گھگو
хорн	بھونپو
хорн	گجر
хорн	بنانا.
хорн	سنکھ
хорн	گھگو
хорн	شاخ
величие	دبدبہ.
величие	شکوہ
величие	دبدبہ.
величие	شان
величие	شکوہ
величие	عظمت
величие	بُزرگی
предложите	کیفیت
предложите	منصوبہ
успешная	بامُراد.
успешная	عزت
успешная	بامُراد.
успешная	کامران
успешная	کامیاب
успешная	عزت
слушатель	سامع
торы	طومار.
стада	گڈریا.
стада	گروہ
стада	ٹکڑی.
стада	نگہبانی
стада	گڈریا.
стада	گروہ
стада	غول
стада	ٹکڑی.
стада	نگہبانی
устойчивый	برابر.
устойчивый	مستقل
устойчивый	درست
устойчивый	متوازن.
устойчивый	یکساں
устойчивый	مسلسل
устойчивый	استوار
устойчивый	سنبھالنا
устойчивый	ہموار
устойчивый	راسخ
устойчивый	سنجیدہ
устойчивый	محفوظ
устойчивый	متین
устойчивый	محتاط.
вспышка	جنگ
вспышка	بارزہ.
вспышка	وبا
вспышка	شوخ
вспышка	جھپکی
вспышка	نقلی
вспышка	بہنا.
вспышка	بھڑکیلا
вспышка	بھڑکنا
вспышка	بپھرنا
прослушивание	گانے
карри	سنوارنا.
карри	کوٹنا-
карри	چھڑنا
витамин	وٹامن
витамин	حیاتین
витамин	وٹامن
гармония	اتفاق.
гармония	آہنگ
гармония	اتفاق.
шпион	جاسوس
шпион	مخبر
противоположное	مدّمقابل.
противоположное	ڈنڈی
пережить	زندہ
хороша	مناسب
хороша	اچھا
хороша	مفید
хороша	موافق
хороша	معقول
хороша	خوبی
хороша	دلچسپ
хороша	باادب
хороша	اثاثہ
хороша	پُرکشش
хороша	کافی.
хороша	مدّعا
манипуляции	کارستانی
попа	دھونسنا.
попа	چوتڑ.
попа	سُرین
попа	ہدف.
удобрения	کھاد
моральный	کہاوت
моральный	مقولہ
закрытая	مسدود
закрытая	محدود
закрытая	مسدود
закрытая	محدود
закрытая	بند
психики	نفس.
психики	جان.
психики	ذہن
психики	روح
сексуальное	جنسی
сексуальное	شہوانی.
удовлетворение	تسلی
удовлетворение	تسلی
удовлетворение	تسکین
удовлетворение	طمانیت
удивляет	حیرتناک
зуба	اثر
зуба	سن
зуба	دنداں
зуба	اثر
зуба	سن
зуба	دنداں
зуба	دانت
суждение	تبصرہ
суждение	معقولیت
суждение	اندازہ
суждение	تنقید.
суждение	رائے
суждение	تبصرہ
суждение	معقولیت
суждение	اندازہ
суждение	تنقید.
партнер	ساتھی
партнер	ساجھا
партнер	ساتھی
партнер	ساجھی
партнер	ساجھا
координация	مطابقت
координация	تطبیق
стационарных	یکساں.
стационарных	کھڑی
стационарных	جامد
дневное	نمود
мотивация	ترغیب
родословная	نژاد
родословная	شجرہ.
трафик	مراسم
трафик	تعلق
трафик	مقدار
трафик	ضخامت.
актуальным	مقامی
актуальным	موضوعاتی.
зарегистрироваться	اموات
зарегистрироваться	فرد
зарегистрироваться	رفتار
зарегистрироваться	فہرست
зарегистрироваться	انطباق.
зарегистрироваться	سجل
зарегистрироваться	اموات
зарегистрироваться	فرد
зарегистрироваться	رفتار
зарегистрироваться	دفتر
зарегистрироваться	فہرست
зарегистрироваться	انطباق.
зарегистрироваться	سجل
зонд	مِسبر
янки	امریکی.
янки	اینچن.
демонстрацию	منطق
демонстрацию	مظاہرہ-
компромисса	تصفیہ
компромисса	سمجھوتا
приостановить	منصب
приостановить	خارج
приостановить	ٹھہرنا
приостановить	تعطل
приостановить	رکنا.
приостановить	سکوت.
приостановить	وقفہ
приостановить	ٹھہرنا
приостановить	تعطل
приостановить	رکنا.
приостановить	سکوت.
гарден	چمن.
гарден	چمن.
гарден	باغ
ядовитые	سمّی
ядовитые	مسموم
ядовитые	سمّی
ядовитые	زہریلا
ядовитые	مسموم
мрамор	ابری.
дебаты	بحث
краёв	چھجّا
краёв	غار
краёв	دہانہ
краёв	چھجّا
краёв	غار
краёв	لب
краёв	دہانہ
одиннадцатый	گیارھواں
произвол	زورازوری
банку	دھکّا.
банку	نامربوطی.
банку	کرخت
банку	کریہہ
колонке	دھویں
колонке	ستون
колонке	تھم
колонке	دھویں
колонке	ستون
кисть	نقّاشی
кисть	طرہ
кисть	معرکہ
кисть	برش
кисть	رگڑائی
кисть	گچھا.
обещаю	اقرار.
обещаю	قول
обещаю	عہد
обещаю	اقرار.
обещаю	قول
обещаю	وعدہ
совесть	ضمیر
канцелярия	مہربانی
канцелярия	اشارہ.
канцелярия	منصب.
канцелярия	ایما
канцелярия	توجہ.
канцелярия	عہدہ
канцелярия	مہربانی
канцелярия	اشارہ.
канцелярия	دفتر
канцелярия	منصب.
канцелярия	ایما
канцелярия	توجہ.
канцелярия	عہدہ
коробку	صندوق
коробку	بکس
низко	پست
низко	نیچا
низко	ناموافق
низко	افسردہ
низко	مبتذل
низко	برخلاف
низко	وسعت
низко	تھوڑے
низко	گنوارو
низко	کمزور.
низко	بلند.
низко	کمینہ
низко	پست
низко	نیچا
низко	ناموافق
низко	افسردہ
низко	مبتذل
низко	برخلاف
низко	گھٹیا
низко	وسعت
низко	تھوڑے
низко	گنوارو
низко	کمزور.
низко	بلند.
низко	کمینہ
молитву	مقصد
молитву	عبادت
молитву	نماز
молитву	عبادت.
доу	ہرنی
спецификация	تصریح.
спецификация	تخصیص
лам	جھاڑنا
заглянуть	تاکنا.
заглянуть	out
приключение	خطرے
пытки	تشدد
пытки	تعذیب
иллюзии	توہمات.
иллюзии	التباس
иллюзии	اشتباہ
витамина	وٹامن
витамина	حیاتین
витамина	وٹامن
цепочка	مالا
цепочка	سلسلہ
цепочка	ترتیب
цепочка	دکانوں
цепочка	ہوٹلوں
цепочка	جکڑنا
цепочка	چینل
цепочка	روک
цепочка	پابند
цепочка	قطار
перехват	گاڑی
перехват	پیغام
управляемый	سیدھا.
бензин	دلچسپ
бензин	غاز
бензин	گاز
бензин	گیس
бензин	گیسولین.
бензин	پٹرول
бензин	پٹرول.
исламские	اسلامی
горизонтальные	افقی
пустое	ویران
пустое	تھوتھا
пустое	عبث
пустое	بھوکا
пустое	نرا
пустое	ویران
пустое	تہی
пустое	تھوتھا
пустое	عبث
пустое	بھوکا
пустое	نرا
пустое	سُونا
пустое	خالی
пустое	کھوکھلا
ограниченная	محدود
ограниченная	کم
ограниченная	تھوڑا
управляемые	سیدھا.
шевалье	سورما
шевалье	بہادرآدمی
корк	کاگ
жестко	بمشکل
жестко	ظالم
жестко	لگاتار
жестко	مضبوط
жестко	ثابت
жестко	خ
жестко	بمشکل
жестко	ظالم
жестко	لگاتار
жестко	مضبوط
жестко	ثابت
жестко	سخت
жестко	کڑا
жестко	خ
жестко	سنگین
жестко	ہٹیلا
жестко	اکھڑ
жестко	اڑیل
гаррисон	قلعہ
получше	پسندیدہ
рассчитаны	دانستہ
рассчитаны	مطلوبہ.
недовольных	کبیدہ
недовольных	ناخوش
недовольных	نامطمئن
пул	سواریوں
повернуть	چرخی.
визирь	وزیر.
визирь	وزیر
визирь	وزیر.
гуд	قصابے
гуд	چھولداری.
гуд	شامیانہ
раба	بندہ
ковёр	دھمکانا
ковёр	ڈانٹنا
ковёр	قالین
ковёр	دھمکانا
ковёр	ڈانٹنا
кью	queen's
кью	question
плотная	گنجان
плотная	گاڑھا
плотная	گنجان
плотная	گاڑھا
плотная	کثیف
плотная	گھنا
сабина	سبینی.
патриархат	پدرسری
убеждение	عقیدہ
убеждение	ایمان
убеждение	گروہ
убеждение	تشویق
убеждение	عقیدہ
убеждение	ایمان
убеждение	ترغیب
убеждение	گروہ
убеждение	ایمان
убеждение	عقیدہ
канализации	نالیوں
канализации	بدررو
канализации	گنداب.
яма	رخنہ.
яма	رخنہ.
яма	گڑھا
распространить	بکھیرنا
эрозии	گھسنے
эрозии	فرسودگی.
инновации	اختراع
инновации	جدّت
спорно	جھکّی.
спорно	جھگڑالو
спорно	بحّاث
спорно	جھکّی.
спорно	جھگڑالو
спорно	مشتبہ
беременна	بھرپور.
беременна	پُرتخیّل
беременна	پُرمغز
полезность	افادیت
полезность	سودمند.
полезность	سراسرعملی
полезность	افادیت
пустошь	اجاڑ
пустошь	ویرانہ
наверх	چھت
наверх	کوٹھا.
качественная	صفاتی
девятой	نواں.
аутентификации	توثیق
приглашаю	پُرکشش.
подходящее	مناسب.
подходящее	for
спит	سُن
спит	غافل
спит	مردہ.
кролик	away
лягушки	غوک.
лягушки	پرتلا.
шут	نقّال.
шут	مسخرا
перчатки	چڑھانا.
перчатки	دستانہ.
форте	خوبی
осложнения	الجھائو
осложнения	پیچیدگی.
поднятия	حاصل
поднятия	چڑھانا
поднятия	اٹھانا
стабилизация	توازن
стабилизация	ٹھہرائو
фармакологии	دوائیات
тауэр	بلند
применимо	موزوں
применимо	لاگو.
применимо	مناسب
применимо	برمحل.
конкурировать	مسابقت
годовая	اکسالہ-
ослабления	تخفیف
ослабления	تقلیل
ребра	لگانا.
ребра	ستانا
ребра	پسلی.
ребра	جڑنا
ребра	چانپ.
ребра	لوہے
дистрибьютор	قاسم
ищите	سراغ.
ищите	جستجو.
ищите	پرکھ
ищите	مکمل
ищите	تفتیش
ищите	سراغ.
ищите	جستجو.
ищите	تلاش
ищите	پرکھ
ищите	مکمل
ищите	تفتیش
опора	وشواس-
опора	اعتماد
йен	اشتیاق.
йен	ہڑک
йен	طلب
аренда	غار.
аренда	درّہ
аренда	گھاٹی
аренда	بغارہ
аренда	کھونچا.
неприятности	علّت.
неприятности	دشواری.
неприятности	مشکل
неприятности	دقّت
неприятности	مصیبت
неприятности	زحمت.
неприятности	دشواری
неприятности	پریشانی
неприятности	زحمت
неприятности	علّت.
неприятности	دشواری.
неприятности	مشکل
неприятности	دقّت
неприятности	مصیبت
неприятности	خرابی
неприятности	زحمت.
неприятности	دشواری
психологическое	نفس
психологическое	نفسیاتی.
психологическое	ذہنی
неверное	انداز
неверное	(وضع
неверное	معیوب.
неверное	انداز
неверное	(وضع
неверное	غلط
неверное	معیوب.
уведомление	مشاہدہ
уведомление	توجہ
ожидание	اُمید
ожидание	آس.
ожидание	توقع
ожидание	انتظار.
засухи	تشنگی
засухи	خشکی.
засухи	سوکھا.
засухи	یبوست
стерео	بیّن.
стерео	مجسّم
устал	پرانا
пастбища	چراگاہ.
твердых	کٹّر.
твердых	اصلی
твердых	مسطّح
твердых	پختہ
твердых	مسلسل
твердых	مجسّم.
твердых	معتبر
твердых	ہموار
твердых	یکجا
твердых	متّحد
твердых	کٹّر.
твердых	اصلی
твердых	مسطّح
твердых	پختہ
твердых	مسلسل
твердых	مجسّم.
твердых	معتبر
твердых	ہموار
твердых	ٹھوس
твердых	مضبوط
твердых	سخت
твердых	یکجا
твердых	متّحد
эго	انانیت.
эго	خودی
эго	ایغو.
эго	انا
эго	انانیت.
эго	خودی
эго	ایغو.
милость	عفو
милость	درگزر.
милость	ترس
милость	عفو
милость	رحم
милость	درگزر.
милость	ترس
плач	پکار
плач	للکار
плач	بھونک.
плач	فریاد.
плач	آوازہ.
плач	انوروں
плач	پکار
плач	للکار
плач	بھونک.
плач	فریاد.
плач	رونا
плач	آوازہ.
плач	انوروں
плач	فریادکناں
заинтересованность	دلچسپی
заинтересованность	منافع
заинтересованность	بیاج.
заинтересованность	سُود
заинтересованность	دلچسپی
заинтересованность	فائدہ
заинтересованность	منافع
заинтересованность	بیاج.
сани	ف
сани	اسم
приятель	ہمکار
приятель	دوست.
приятель	مات.
приятель	ساتھی
приятель	یار
приятель	ہمکار.
приятель	دوست
приятель	ساتھی
приятель	یار
приятель	ہمکار.
приятель	ساتھی.
интриги	لُبھانا
контейнер	ظرف
горит	کھلا
горит	شدید
горит	نہایت
горит	ظاہر
сладкий	میٹھا
сладкий	ذاتی
сладкий	مٹھاس.
сладкий	پسندیدہ
сладкий	سُریلا
сладкий	شیریں.
сладкий	شیدا.
сладкий	میٹھا.
сладкий	خصوصی
тетрадь	کوچک
тетрадь	سفری
китти	بلوٹا
китти	بلونگڑا
решётка	دُرشت
решётка	کرخت
решётка	ٹٹّی.
решётка	مکروہ
бадди	ساتھی.
тюркский	کرغیزی.
завтрак	ناشتہ
цилиндрической	اسطوانی
атмосферных	سماوی
атмосферных	فضائی
воробей	عصفور
эффективные	نافذ
юнион	اتفاق
юнион	اتحاد
юнион	ملاپ
юнион	شادی
хронической	پرانا
хронической	دیرینہ
хронической	عادی
забор	ٹالنا
забор	گھیرنا
забор	جنگلہ
забор	ٹالنا
забор	گھیرنا
забор	جنگلہ
забор	باڑ
подходящих	مناسب.
подходящих	for
рационального	سہل
рационального	عاقل.
рационального	سہل
рационального	عاقل.
рационального	عقلی
рационального	معقول
наводнение	(بارش
наводнение	جوار
наводнение	سمندر.
наводнение	اُچھال.
наводнение	طغیانی
наводнение	سینچنا
наводнение	دریا
наводнение	نہر
наводнение	مد
неясным	مبہم.
неясным	مشتبہ
недавние	حالیہ
недавние	جدید
недавние	نیا.
недавние	(recent)
агрессивно	جارح
агрессивно	جارحانہ(عمل
агрессивно	اقدام)
агрессивно	مخالفانہ
агрессивно	ظالم
агрессивно	جابر
агрессивно	غاصب
агрессивно	معاندانہ
агрессивно	جنگجو
чака	لگانا
чака	غذا
чака	خوراک
чака	سہلانا
чака	پھینکنا
коррекция	تعزیر
коррекция	اصلاح
коррекция	سزا
топология	مقامیات
привык	روایتی
привык	مانوس
привык	عمومی
привык	واقف
добровольное	اختیاری
добровольное	بالارادہ
иммунитет	to
иммунитет	مستثنیٰ
иммунитет	مامونیت
иммунитет	اعفا
иммунитет	استثنیٰ.
иммунитет	محفوظ
иммунитет	اِستیت.
префикс	non-
снукер	ہرانا.
прошлые	حد
прошлые	گزشتہ
прошлые	حالیہ
определенно	ہاں
определенно	بالوثوق.
определенно	بیشک.
определенно	قطعاً
определенно	ضرور
определенно	ہاں
определенно	یقیناً
определенно	بالوثوق.
определенно	بیشک.
злоупотреблений	رکیک
случайное	غیرمتوقع.
случайное	حادثاتی
случайное	عارضی
случайное	غیرارادی
случайное	اتفاقی
небеса	آخرت.
небеса	آسمان
небеса	آخرت.
инструментальной	اسما
инструментальной	سازینہ
закрытое	مسدود
закрытое	محدود
закрытое	مسدود
закрытое	محدود
закрытое	بند
процветания	کامیابی.
процветания	خوشحالی
процветания	کامیابی.
процветания	خوشحالی
процветания	فراخی
украсть	چوری.
украсть	in
украсть	(بعدہ
украсть	سرقہ
раздражает	جھلّا
раздражает	آزاردہ
пил	بیلچہ
пил	ترکاری
пил	چھلکا.
пил	جلد
пил	پھل
абсурдно	مہمل
абсурдно	فضول
абсурдно	نامعقول
абсурдно	مہمل
абсурдно	فضول
хэнк	سوت
сэнди	ریتیلا.
настройка	نفسیات
вулф	گرگ
передвижение	اضطرار.
передвижение	جنبش.
передвижение	اجابت.
передвижение	حرکت
потребителя	طالب.
подлинности	صداقت
подлинности	تصدیق
инициировать	اپنانا
инициировать	آمدہ.
инициировать	نووارد
мафия	جتھا
мафия	جمگھٹا.
мафия	ہجوم
мафия	دھڑا
мафия	بھیڑ
мафия	اکٹھ
мафия	ٹولا
мафия	ریوڑ.
сбросить	رد
сбросить	ترک
горячо	مشتاقانہ.
горячо	برانگیختہ
горячо	ُپرجوش
горячо	ضرب
горячо	جذباتی.
горячо	سرگرم
горячо	درشتی
горячо	گرمانا.
горячо	سختی
тяжелая	پتھریلی
тяжелая	تحریر
тяжелая	وسیع.
тяжелая	وافر
тяжелая	باوقار
тяжелая	المناک
тяжелая	کھڑنک
тяжелая	بوجھل.
тяжелая	کثیر.
тяжелая	سنجیدہ
тяжелая	ٹھگ.
тяжелая	سخت
тяжелая	گمبھیر
тяжелая	پتھریلی
тяжелая	شدید
тяжелая	تحریر
тяжелая	وسیع.
тяжелая	وافر
тяжелая	باوقار
тяжелая	المناک
тяжелая	کھڑنک
тяжелая	بوجھل.
тяжелая	کثیر.
тяжелая	وزنی
тяжелая	سنجیدہ
тяжелая	ٹھگ.
тяжелая	سخت
любовник	عاشق
любовник	شیدا.
портер	(الف)قلی
портер	حاجب.
портер	دربان
портер	(الف)قلی
портер	حاجب.
портер	حمّال
смарт	ممتاز.
смарт	تیزی
смарт	درست
смарт	ہوشیار
смарт	پھرتیلا.
смарт	پھرتی
смарт	طرار
смарт	وضعدار
смарт	تیز
смарт	خلش.
смарт	عیار
смарт	طرحدار
смарт	زوردار.
погоня	روزگار.
погоня	مشغلہ
погоня	مصروفیت
погоня	روزگار.
погоня	مشغلہ
погоня	تعاقب
погоня	مصروفیت
погоня	پیچھا
погоня	پستول
погоня	جدوجہد
погоня	بھگانا
погоня	پیچھا
погоня	پستول
погоня	تعاقب
погоня	جدوجہد
погоня	بھگانا
драка	(مرض
драка	قتال
драка	آگ
драка	(جنگ
драка	کوشش
неравенства	نابرابری.
возможная	ممکن
траншеи	(میدان
траншеи	خندق.
траншеи	(میدان
траншеи	کھائی
траншеи	خندق.
орех	منڈیا.
орех	خوٹے.
орех	پیلک
орех	سر
орех	اڈو
орех	آڑ
орех	گھوڑی.
орех	اخروٹ.
гейл	طوفان.
рукав	آستین.
торгов	حکم
компенсировать	شاخچہ.
компенсировать	تاوان.
компенсировать	ٹہنی
компенсировать	جرمانہ
компенсировать	تلافی
интуитивно	وجدانی
интуитивно	کشفی
интуитивно	الہامی.
винер	نفر.
отходы	فالتو
отходы	ویرانہ
отходы	بیکار
отходы	پھکنا.
отходы	فضلہ
отходы	ناکارہ
отходы	اسراف
отходы	بیابان.
отходы	بربادی.
отходы	گھلاؤ
отходы	ضیاع
отходы	فرسودگی
марли	مکلّس
глобальное	عالمگیر
беру	یافت.
дак	دُبکنا
дак	بچنا
дак	پیارے
моментально	فوراً
нейтралитет	آزاد.
нейтралитет	نامرد
нейтралитет	ہلکا
нейтралитет	مبہم
нейтралитет	بھورا
нейтралитет	پسماندہ
аукцион	نیلام
аукцион	برّاج.
бакалавр	مجرد
бакалавр	مجرد
бакалавр	چھڑا
сумерки	انحطاط
сумерки	جُھٹپٹا
сумерки	زوال
сумерки	تباہی.
визуализации	استبصار
визуализации	محاکات
сердцу	کنہہ
сердцу	خلاصہ.
сердцу	ہمت
сердцу	کیفیت.
сердцу	دل
сердцу	قلب
лечить	تفریح
лечить	طعام
принудительно	جبراً
конечное	غائب
конечное	جمع
спарты	برداشت
спарты	دشوار
бука	زان
бука	تبولا
табло	پوسٹر.
подходящие	مناسب.
подходящие	for
кнут	اچانک
кнут	چرالینا
кнут	چابک.
кнут	نگراں
кнут	ترپنا
кнут	پھنٹائی
кнут	(کریم
кнут	کریم
кнут	اچانک
кнут	چرالینا
кнут	چابک.
кнут	کوڑا
кнут	نگراں
кнут	ترپنا
кнут	پھنٹائی
кнут	(کریم
кнут	کریم
позор	(بعدہ
позор	غیرت
позор	ندامت
позор	شرم
позор	(بعدہ
позор	غیرت
позор	شے
позор	ذلّت
позор	شرمناک
позор	نااہل
позор	رُسوائی
позор	بدنامی
позор	شے
позор	ذلّت
позор	شرمناک
позор	نااہل
позор	خواری
неверный	انداز
неверный	(وضع
неверный	معیوب.
неверный	انداز
неверный	(وضع
неверный	غلط
неверный	معیوب.
неверный	لامذہبوں
неверный	معذور
неверный	ناقص
неверный	اپاہج
неверный	نامعتبر
небесные	اعلیٰ.
небесные	ربّانی
небесные	ارفع
небесные	سماوی
небесные	اعلیٰ.
небесные	ربّانی
небесные	ارفع
равная	مرتبے
равная	خصوصیت
равная	منصب
равная	برابر
равная	خوبی
равная	درجے
равная	متوازن
равная	جسامت
равная	ہمسر
равная	مرتبے
равная	خصوصیت
равная	یکساں
равная	منصب
равная	برابر
равная	خوبی
равная	درجے
равная	متوازن
равная	جسامت
крепко	احتیاطیں
крепко	تھڑدلا
крепко	تند
крепко	قابو)
крепко	دشوار
крепко	کسا
крепко	احتیاطیں
крепко	تنگ
крепко	تھڑدلا
крепко	تند
крепко	قابو)
крепко	دشوار
маске	مخفی
маске	محجوب.
глюк	نقص.
исчисление	رک:
исчисление	پتھری
утки	دُبکنا
утки	بچنا
утки	پیارے
чек	تنقیہ
чек	اقرار
чек	تھامنا
чек	ڈانٹنا
чек	بندش
чек	تحدید
чек	تنقیہ
чек	اقرار
чек	شہ
чек	تھامنا
чек	ڈانٹنا
чек	بندش
чек	تحدید
чек	چیک
переходные	عبوری
переходные	عارضی
маньяк	مجنونانہ
маньяк	جنونی
отличительные	امتیازی.
отличительные	نمایاں
извлечение	منبع
извлечение	مخرج
извлечение	نسل
извлечение	ماخذ
извлечение	اخذ
извлечение	منبع
извлечение	مخرج
извлечение	نسل
извлечение	کشید
извлечение	ماخذ
извлечение	اکھاڑنا
извлечение	جوہر
извлечение	ملخص
извлечение	(رقم
извлечение	اقتباس.
извлечение	لطف
извлечение	نقل
извлечение	اکھاڑنا
извлечение	جوہر
извлечение	ملخص
извлечение	(رقم
извлечение	ست
извлечение	اقتباس.
извлечение	لطف
извлечение	نقل
классифицировать	درجے
кубинского	کیوبائی.
баннер	نمایاں
выносливость	توانائی
выносливость	دم.
выносливость	سکت
выносливость	توانائی
выносливость	دم.
выносливость	دم
проводник	استقبال
проводник	گارڈ.
проводник	ناظم.
католик	جامع
эмоциональной	جذباتی
ротации	توارد
ротации	چکّر.
ротации	چرخ
ротации	دوری
ротации	متوارد
око	آنکھ
око	چشم
око	بصارت
око	شعور
око	مصنوعی
або	آسٹر
компилятор	مولف.
компилятор	مرتب
компилятор	مدوّن
ерунда	بکواس
ерунда	احمقانہ
незаконной	غلط
незаконной	ناواجب
незаконной	حرامی.
незаконной	نامناسب.
незаконной	ناجائز
откровения	الہام
уик	بتی
поклонник	پیرو.
поклонник	واصف
поклонник	پیرو.
поклонник	واصف
поклонник	مدّاح
портфель	خریطہ
въезда	فہرست
плавать	تیرنا
плавать	(الف)ٹہلنا
плавать	بیڑا
плавать	(افواہ
драгоценные	نہایت
харри	حیران
словацкая	سلوواکی.
пардон	درگزر
пардон	معافی
пардон	عفو.
честный	واقعی.
честный	مخلص.
честный	دھوکے
честный	خالص
честный	مخلصانہ
медитации	استغراق
пропасть	جہنم.
жирных	شحیم.
жирных	چربیلا
жирных	چکنا.
милый	حسین
милый	ہوشیار
милый	ذہین
милый	خوبصورت
ассимиляции	ضم
замещения	بدل
замещения	استبدال
гроза	طوفان
гроза	تالیوں
гроза	غلغلہ.
гроза	آندھی
гроза	غوغا
гроза	out
гроза	یورش
талисман	تنتر.
талисман	تنتر.
талисман	تعویذ
талисман	مُبارک
талисман	شخص
заклинание	پُرکشش
заклинание	افسوں
заклинание	منتر
заклинание	پُرکشش
благотворительность	خیراتی
благотворительность	سخی
благотворительность	کرم
благотворительность	رعایت
благотворительность	عطا
паров	دھواں
паров	بخارات
паров	بھاپ.
паров	دُھند
вето	ممانعت
реагирования	متعامل
законодательная	قانونی
фарс	ڈھونگ.
фарс	مذاق
фарс	تلبیس
буффало	سہمانا
конструктивное	متبادر
конструктивное	مفید
конструктивное	مثبت
конструктивное	ماخوذ
конструктивное	ترکیب
конструктивное	معاون
налоговая	مکلف
налоговая	دباؤ.
налоговая	ٹیکس
налоговая	مکلف
налоговая	دباؤ.
налоговая	کر
налоговая	محصول
налоговая	ٹیکس
турбина	پانی
рояль	کومل.
рояль	مدّھم
пальто	کوٹ
великолепно	مقدار
великолепно	اہم
великолепно	شوقین
великолепно	ممتاز
великолепно	شاندار
великолепно	وسیع
великолепно	برتر
великолепно	وسعت
великолепно	پُرشکوہ
великолепно	فاضل.
великолепно	اکبر
великолепно	ماہر
великолепно	نمایاں
великолепно	مقدار
великолепно	اہم
великолепно	شوقین
великолепно	ممتاز
великолепно	شاندار
великолепно	وسیع
великолепно	برتر
великолепно	وسعت
великолепно	پُرشکوہ
великолепно	فاضل.
великолепно	اکبر
великолепно	ماہر
великолепно	عظیم
великолепно	نمایاں
великолепно	پُرشکوہ
великолепно	عمدہ.
великолепно	اعلٰی
забота	ہمدرد
забота	شفیق
забота	کاروبار
забота	about
забота	فکر
забота	اندیشہ
забота	کاروبار
забота	about
забота	تشویش
забота	فکر
забота	خبرداری
забота	توجہ
забота	پریشانی.
забота	for
забота	تحفظ
забота	احتیاط
забота	فکر
иранские	پشتو
иранские	ایرانی
нервная	بزدل
нервная	ہراساں
нервная	پریشان.
нервная	حسّاس
нервная	ڈھلمل
обострение	اکساہٹ
призраки	بھوت
призраки	سایہ.
призраки	روح
призраки	سایہ
холодно	جوش
холодно	بالکل
холодно	جذبہ
холодно	مہر
холодно	زکام
холодно	مدّھم
холодно	یکلخت
холодно	شیتل
холодно	جوش
холодно	سرد
холодно	بالکل
холодно	جذبہ
холодно	بارِد
холодно	نزلہ
холодно	مہر
холодно	زکام
холодно	مدّھم
холодно	یکلخت
холодно	شیتل
туалет	(بچے
меморандум	نجی
ирония	طنز
отрицания	انکار
отрицания	نفی
отрицания	تردید.
отрицания	بلا
отрицания	نقیض
отрицания	نا
отрицания	لاشے
отрицания	سلب.
отрицания	ہیچ.
хлопок	روئی
хлопок	پنبہ
хлопок	روئی
диабет	ذیابیطس
диабет	پیاس
свергнуть	شکست
свергнуть	ڈھانا
свергнуть	گرانا
свергнуть	زوال.
свергнуть	الٹنا.
перл	مروارید
смертный	شدید
смертный	نفر
смертный	جانی
смертный	ممکن
смертный	ڈر
смертный	سخت
смертный	شدید
смертный	نفر
смертный	جانی
смертный	ممکن
смертный	بشر
смертный	ڈر
смертный	سخت
необычное	نرالا.
необычное	انوکھا
необычное	امتیازی.
необычное	استثنائی
необычное	غیرمعمولی
рана	گھاؤ.
рана	گھاؤ.
рана	زخم
дисциплину	قیدیوں
дисциплину	فضیحت
дисциплину	سزا
посланника	پیامی.
посланника	پیامی.
посланника	قاصد
посланника	قائد
