медия	media
процесор	processori
трудни	difficile
трудни	ardua
трудни	difficili
справедливост	justice
справедливост	giustizia
вар	var
вар	calce
вар	lime
доставка	consegna
доставка	consegne
доставка	spedizioni
доставка	spedizione
доставка	fornitura
бенд	piegare
бенд	piegati
влага	umidità
влага	umidità
странно	strani
странно	strana
странно	strano
странно	strani
странно	strange
странно	strano
странно	strana
странно	dispari
странно	strano
уста	mouth
уста	bocca
фил	phil
хага	aia
оцветяване	colorazione
оцветяване	colorare
оцветяване	colorazione
оцветяване	coloranti
оцветяване	colorare
кит	balena
кит	balene
кит	kitt
кит	kit
беневенто	benevento
форест	forrest
форест	foreste
форест	foresta
футуна	futuna
клиника	clinica
клиника	ambulatorio
пиза	pisa
бин	bin
бин	bidone
жълта	gialla
жълта	giallo
унищожен	distrutta
унищожен	distrutti
унищожен	distrutte
унищожен	distrutto
тито	tito
томе	tomé
готовност	prontezza
мил	frantoio
мил	mulino
мил	mill
инструктор	istruttore
таланти	talenti
таланти	talenti
таланти	talento
дюселдорф	düsseldorf
дюселдорф	dusseldorf
обичай	personalizzata
обичай	custom
обичай	personalizzati
обичай	personalizzato
сива	grigio
сива	grigi
сива	gray
сива	grigio
сива	grigi
изкопаеми	fossile
изкопаеми	fossili
изчислява	calcola
отзиви	rassegne
отзиви	recensioni
рожден	compleanno
рожден	compleanni
роджърс	rodgers
роджърс	rogers
скрити	nascosto
скрити	nascoste
скрити	nascosta
скрити	nascosti
съхраняване	immagazzinamento
съхраняване	stoccaggio
съхраняване	memorizzazione
модула	länder
модула	lander
телескоп	telescopio
назначение	incarico
назначение	assegnazione
отговорни	responsabili
отговорни	responsabile
осетия	ossezia
ангели	angeli
толкин	tolkien
кантон	cantone
кантон	canton
насекомо	insetto
насекомо	insetti
адреси	indirizzi
адреси	url
благородници	nobili
рамо	spalla
фабрики	stabilimenti
фабрики	fabbriche
малц	malto
билборд	billboard
билборд	cartellone
нюкасъл	newcastle
европейците	europei
изненадващо	sorprendentemente
изненадващо	sorprendente
изненадващо	sorprendenti
жлеза	ghiandola
жлеза	ghiandole
доставя	consegnare
янина	janina
сбор	sum
сбор	somma
приск	prisco
иконостас	iconostasi
газа	gaza
мек	soffice
мек	morbido
мек	morbidi
мек	soft
мек	morbida
модернизация	ammodernamento
модернизация	modernizzazione
избрано	scelto
избрано	prescelto
избрано	scelti
избрано	selezionato
избрано	selezionati
избрано	selezionate
избрано	selezionata
сигизмунд	sigismondo
отрасли	industrie
отрасли	settori
чувствата	sentimento
чувствата	sensazioni
чувствата	sentimenti
упадък	declino
упадък	rifiuta
упадък	decadenza
неутрална	neutralità
неутрална	neutrale
неутрална	neutro
неутрална	neutra
неутрална	neutrali
родригес	rodriguez
родригес	rodríguez
родригес	rodrigues
родригес	rodríguez
дъщерите	figlie
николаевич	nikolaevič
райна	raina
райна	rayna
слалом	slalom
лозя	vigna
лозя	vigneti
лозя	vigneto
лозя	vigneti
лозя	vigne
лозя	vigneto
лозя	viti
лозя	vitigni
поли	polly
поли	paulie
поли	gonne
поли	poli
поли	poli
гнездо	nidi
гнездо	nido
николо	niccolo
провери	controlla
провери	controllare
провери	verifica
лиза	lisa
лиза	liza
чужда	straniera
чужда	straniero
чужда	stranieri
тестване	prove
тестване	testing
тестване	collaudo
тестване	test
авиацията	aviation
авиацията	aviazione
мичъл	mitchell
виното	vini
виното	vino
пирот	pirot
точна	accurato
точна	preciso
точна	accurata
наумов	naumov
кантакузин	cantacuzeno
съществувал	esisteva
съществувал	esistiti
съществувал	esistevano
съществувал	esistito
вулкани	vulcani
чешката	ceca
чешката	cechi
чешката	ceco
психолози	psicologi
линейни	lineare
линейни	lineari
албин	albin
временен	temporaneamente
временен	temporanei
временен	temporaneo
временен	temporanea
временен	precario
брабам	brabham
отон	autant
аргос	argo
графичен	grafico
графичен	grafica
графичен	grafici
графичен	grafiche
графичен	grafica
водачите	autisti
водачите	conducenti
водачите	driver
водачите	automobilisti
ядрено	nucleari
ядрено	nucleare
вариации	variazioni
полу	semi
верди	verdi
нба	nba
разход	costo
разход	spese
разход	spesa
разход	spesa
атома	atomo
атома	atomi
атома	atom
преместена	spostato
преместена	commosso
преместена	mosso
клипове	clip
клипове	video
клипове	filmati
гъсто	densamente
искра	scintilla
искра	scintille
недостиг	carenza
недостиг	deficienza
недостиг	penuria
недостиг	scarsità
недостиг	carenza
недостиг	penuria
недостиг	scarsità
вер	vere
земетресението	terremoto
земетресението	terremoti
алба	alba
логически	logiche
логически	logica
логически	logici
логически	logico
логически	logica
логически	logico
пионер	pioneer
пионер	pioniere
пионер	pionieri
лео	leone
лео	leo
заем	prestito
хенриета	henrietta
цру	cia
цру	cia
цру	cla
мартинес	martinez
изключва	esclude
мой	miniera
мой	mine
мой	mio
извънредно	straordinario
извънредно	straordinari
извънредно	estremamente
наблюдавани	osservato
наблюдавани	osservate
наблюдавани	osservata
наблюдавани	osservati
наблюдавани	sorvegliato
наблюдавани	guardato
наблюдавани	osservato
наблюдавани	monitorati
наблюдавани	monitorato
наблюдавани	monitorate
решетка	grill
решетка	griglia
решетка	griglia
решетка	reticolo
пабло	pablo
читатели	lettori
корупция	corruzione
