और	и
कै	кая
प्रकार्य	функция
प्रकार्य	функции
शरणार्थी	беженцы
शरणार्थी	беженцев
शरणार्थी	беженца
शरणार्थी	беженец
शरणार्थी	беженцы
गुंजाइश	охват
धीमे	медленные
धीमे	медленно
धीमे	медленный
धीमे	медленно
धीमे	потихоньку
दानों	сыпь
अवांछित	нежелательных
समोआ	самоа
लोदी	лоди
सममिति	симметрия
अनमोल	прелесть
अनमोल	драгоценных
अनमोल	драгоценные
अनमोल	драгоценный
हरियाली	зелень
हरियाली	зелени
कैस्पियन	каспийского
कक्षों	камер
कक्षों	палаты
स्पार्टा	спарта
व्यापकता	распространенности
व्यापकता	распространенность
रिमोट	дистанционное
रिमोट	дистанционного
रिमोट	пульт
आत्माओं	дух
आत्माओं	духом
आत्माओं	духи
आत्माओं	духов
खुशबू	запах
खुशबू	аромат
खुशबू	аромат
कस्बों	города
कस्बों	городах
त्रिशूल	трезубец
स्तनपान	вскармливания
इनाम	премия
इनाम	приз
इनाम	призы
जिन्दगी	life
जिन्दगी	жизнь
जिन्दगी	жизни
गरमी	тепло
गरमी	тепла
गरमी	жара
नोड	узел
नोड	узлов
नोड	узлы
असंगत	несовместимы
जीरा	тмин
पूर्वाग्रह	предвзятости
पूर्वाग्रह	предубеждения
पूर्वाग्रह	ущерба
पूर्वाग्रह	предрассудки
जैकेट	куртку
जैकेट	куртка
जैकेट	пиджак
आयतें	стихи
आयतें	знамения
आयतें	заповеди
आयतें	заповедей
अफवाह	слухи
अफवाह	слух
अफवाह	слухи
उत्सुक	любопытство
उत्सुक	любопытный
उत्सुक	любопытно
प्रिंटिंग	печать
टैबलेट	таблетки
टैबलेट	скрижали
टैबलेट	планшет
चैरिटी	благотворительность
चैरिटी	благотворительная
शिविरों	лагерях
शिविरों	лагеря
शिविरों	лагерей
तुला	весы
टैंगो	танго
न्यूकैसल	ньюкасл
केट	кейт
केट	кейт
पांचवां	пятый
पांचवां	пятой
पांचवां	пятая
पांचवां	пятое
प्रयोगकर्ता	пользователей
प्रयोगकर्ता	пользователи
शरत	сарат
रोनाल्ड	рональд
कटु	горько
कटु	горький
ब्रेकिंग	взлом
मोनिका	моника
मोनिका	моника
ग्रेस	благодать
ग्रेस	грейс
ग्रेस	грэйс
चोटों	травмы
चोटों	травм
मैजिक	волшебство
मैजिक	волшебная
मैजिक	magic
मैजिक	магия
भुट्टो	бхутто
हर्बल	травяной
रॉकी	рокки
चुम्बक	магнит
रयान	райан
एडिडास	adidas
फास्फोरस	фосфора
एथलेटिक	спортивный
एथलेटिक	спортивная
नेविगेशन	судоходства
नेविगेशन	навигации
नेविगेशन	судоходство
शिश्न	пенис
शिश्न	член
अधूरी	неполный
अधूरी	неполной
फ़ौज	армии
फ़ौज	армия
पागलपन	сумасшествие
पागलपन	безумие
ओड़िया	ория
युआन	юаней
रोमांच	трепет
बर्बर	варварские
सूख	сухая
सूख	сухие
सूख	сухой
दिग्गज	гигантов
दिग्गज	ветеран
इजाजत	разрешите
इजाजत	разрешение
सगाई	вовлечение
सगाई	помолвлен
सगाई	помолвлена
अन्तराल	интервал
अन्तराल	интервалы
कोस	кос
अटलांटा	атланте
मैडिसन	мэдисон
मृदु	изящных
पैराशूट	парашют
खरगोश	кролики
खरगोश	кроликов
खरगोश	заяц
खरगोश	кролик
मेज़बान	принимающих
मेज़बान	принимающая
तकलीफ	бедствие
तकलीफ	дискомфорт
तकलीफ	несчастье
मृतक	покойный
मृतक	скончалась
मृतक	умершего
मृतक	скончался
मृतक	умершие
कैट	кэт
कैट	кот
कैट	кпп
कैट	кошка
कैट	cat
वीरों	герои
वीरों	героев
काका	кака
लिफ्ट	поднять
लिफ्ट	лифт
लिफ्ट	лифт
गाँठ	киста
सिंथेटिक	синтетических
समझौतों	соглашения
बैरल	ствол
खुजली	зуд
अन्वेषक	следователь
मूर्ख	дурак
मूर्ख	дура
मूर्ख	идиоты
मूर्ख	глупая
मूर्ख	дурак
मूर्ख	дура
मूर्ख	глупый
मूर्ख	глупо
बीम	луч
बीम	пучок
कोडिंग	кодирования
गाव	гса
अशांति	беспорядков
अशांति	беспорядки
अशांति	волнения
अविश्वसनीय	невероятное
अविश्वसनीय	невероятная
अविश्वसनीय	невероятные
अविश्वसनीय	невероятно
अविश्वसनीय	невероятное
अविश्वसनीय	невероятный
अविश्वसनीय	невероятная
अविश्वसनीय	невероятные
अविश्वसनीय	невероятно
कर्षण	тяги
इम्पीरियल	imperial
वहा	там
घोषणापत्र	манифест
रेट	ставка
रेट	оцените
सत्रह	семнадцать
सत्रह	seventeen
सोया	соевый
मक्खी	муха
मक्खी	лети
मक्खी	летать
उद्यमों	предприятия
उद्यमों	предприятий
कॉन्सर्ट	концерт
कॉन्सर्ट	концертов
कॉन्सर्ट	концерты
छायांकन	затенение
छायांकन	фотографии
छायांकन	фотография
छायांकन	спасение
छायांकन	сохранение
छायांकन	экономия
कॉर्नेल	корнелл
नंदी	нанди
टेनेसी	теннесси
जहाँगीर	джахангир
नजारा	пейзажи
मधुमक्खी	пчела
टिप्पणियां	замечания
टिप्पणियां	комментарии
गुलामी	рабство
सरलीकृत	упрощение
सरलीकृत	упростить
गोआ	гоа
प्रलेखन	документация
संकेतन	нотация
घटी	уменьшить
घटी	уменьшение
पक्षपात	дискриминация
पक्षपात	дискриминации
इजरायल	израиль
इजरायल	израильтян
इजरायल	израильтяне
पकाया	готовила
गेंदबाज़ी	боулинг
आबू	абу
अनुरक्षण	сопровождение
अनुरक्षण	эскорт
डीलर	дилер
डीलर	дилеров
मीठी	сладкий
मीठी	сладкие
मीठी	сладкая
मीठी	слаще
ब्रॉडवे	бродвей
जिगर	печени
जिगर	печень
अंगोला	ангола
अंगोला	анголы
अंगोला	анголе
अंगोला	анголу
अंगोला	монголии
अंगोला	монголия
एक्सटेंशन	расширения
एक्सटेंशन	продления
एक्सटेंशन	продление
एक्सटेंशन	расширение
संस्थापकों	основатели
संस्थापकों	основателей
गोथिक	gothic
ऐंठन	судороги
बहुपद	многочлен
घुलनशील	растворимых
केसर	шафран
मुरैना	морена
दस्ते	спасатели
दस्ते	команда
दस्ते	отряд
दस्ते	взвод
आयोडीन	йода
परावर्तन	отражать
परावर्तन	отразить
परावर्तन	отражение
छानबीन	следствие
छानबीन	расследование
छानबीन	разведку
छानबीन	разведка
छानबीन	разведки
कामुक	чувственный
नीतियां	политически
नीतियां	политика
तेरहवीं	тринадцатый
तेरहवीं	тринадцатой
लेस	лез
लेस	les
लेस	лес
विन्स	выигрывает
विन्स	побеждает
मॉरिस	маврикий
मॉरिस	моррис
नारे	лозунги
त्रासदी	трагедии
त्रासदी	трагедия
सीन	сцена
ईशा	иша
कैफे	кофеина
नींबू	лимон
नींबू	лемон
नींबू	лимонный
नींबू	лимоны
ओपल	опал
हडसन	хадсон
धावक	бегун
धावक	бегунов
मार्क्सवाद	марксизм
लद्दाख	ладакх
बर्न	берн
बर्न	ожог
बर्न	сжечь
बर्न	гореть
निष्पादित	исполнение
निष्पादित	выполнения
शाहिद	шахид
इंडेक्स	индекс
इंडेक्स	указатель
तेंदुआ	леопард
अनुशंसा	рекомендуют
अनुशंसा	рекомендую
अनुशंसा	рекомендуем
अनुशंसा	рекомендовать
अनुशंसा	порекомендовать
अनुशंसा	рекомендует
अनुशंसा	рекомендации
अनुशंसा	рекомендация
अनुशंसा	рекомендацию
डिक	член
डिक	дик
निरर्थक	бессмысленно
निरर्थक	null
अमान्य	неверный
अमान्य	инвалид
झगड़े	бои
झगड़े	драки
होड़	раш
होड़	конкурирующих
निरोधक	контрацепции
घिरी	окружен
घिरी	окружили
कतार	очередь
कतार	очереди
बाल्टिक	балтийского
देयता	ответственности
देयता	ответственность
पोते	внуки
शकीरा	шакира
अमेज़न	амазонки
निजाम	низам
एसएमएस	sms
वैंकूवर	ванкувере
खेलकूद	спортивные
खेलकूद	спорт
खेलकूद	спортивная
खेलकूद	sports
प्यास	жажда
प्यास	пить
प्यास	жажда
प्यास	жажду
प्यास	жажды
मार्टिना	мартина
पीटर्सबर्ग	petersburg
पीटर्सबर्ग	петербург
पीलिया	желтуха
खलीफा	халиф
खलीफा	халифа
कीथ	кит
कीथ	кита
डेरा	дера
एडमंड	эдмунд
प्रकाशिकी	оптика
छुट्टियों	праздники
किंडरगार्टन	садик
जबतक	до
डिप्टी	заместитель
डेटिंग	свидания
डेटिंग	знакомства
डेटिंग	свидание
कमरा	room
कमरा	комната
माइनर	незначительные
माइनर	мелкие
माइनर	незначительное
माइनर	несовершеннолетний
गड्ढे	яма
गड्ढे	яму
कपडे	одежда
कपडे	одежды
कपडे	одежду
कपडे	одежда
कपडे	одежду
सोयाबीन	сои
एनबीए	nbc
एनबीए	нба
असत्य	нереально
चर्चिल	черчилль
खजाना	джекпот
खजाना	сокровище
खजाना	клад
खजाना	сокровища
आइंस्टीन	эйнштейн
आइंस्टीन	эйнштейна
गिब्सन	гибсон
सुझाया	рекомендуемые
सुझाया	предлагаемые
सुझाया	предложил
सुझाया	предложено
निर्वासन	изгнании
निर्वासन	изгнание
निर्वासन	депортировать
नोटिस	уведомление
नोटिस	извещение
रू	ру
रू	роо
महोदय	сэр
महोदय	сер
सीनेटर	сенатора
सीनेटर	сенатор
सुरक्षात्मक	защитное
सुरक्षात्मक	защитные
बीना	бина
दलाल	брокер
उदारता	щедрости
उदारता	великодушие
उदारता	щедрость
स्पिरिट	духи
स्पिरिट	духов
स्पिरिट	дух
स्पिरिट	духом
पार्कर	паркер
मेलों	ярмарки
बारबरा	барбара
एटीएम	банкомат
ड्राइंग	рисование
ड्राइंग	рисунок
चुप	молчание
चुप	молчать
दिवालिया	банкротом
दिवालिया	банкротства
बाल्यकाल	детство
बाल्यकाल	детства
द्रुत	быстрое
द्रुत	быстрого
ज़िम्मेदारी	ответственность
सावन	муссон
छोड़ो	бросить
स्क्वाड्रन	эскадрилья
यूनानियों	греки
यूनानियों	греков
यूनानियों	греции
यूनानियों	грецию
यूनानियों	греция
वाचक	диктора
प्रिंसटन	принстон
सौम्य	нежная
सौम्य	нежный
सौम्य	нежно
मालदीव	мальдивских
डिस्कवरी	открытие
डिस्कवरी	обнаружение
पर्यवेक्षक	руководителей
पर्यवेक्षक	начальники
पर्यवेक्षक	руководители
सत्यापित	проверено
सत्यापित	подтвержденные
सत्यापित	сертифицированных
सत्यापित	подтвердить
सत्यापित	проверить
बाइक	велосипеды
बाइक	мотоциклы
बाइक	велосипед
बाइक	байк
राबर्ट	роберт
राबर्ट	робер
डीज़ल	дизель
बाज़ारों	рынки
फिशर	фишер
फिशर	разлом
सदाचार	добродетель
सदाचार	добродетели
विम्बलडन	уимблдон
जुट	vantage
गुस्सा	гнев
गुस्सा	ярость
गुस्सा	злость
गुस्सा	злой
गुस्सा	злость
गुस्सा	злая
गुस्सा	зол
गुस्सा	возмущение
गुस्सा	негодование
गुस्सा	фурор
यूरिया	мочевины
सीढ़ियों	ступеньки
सीढ़ियों	лестнице
सीढ़ियों	лестница
सीढ़ियों	лестницы
रस्म	церемония
रस्म	церемонии
मऊ	мау
खरीदे	покупка
खरीदे	покупать
त्वरक	ускорителей
त्वरक	ускоритель
धात्विक	металлический
पहलवानों	борцы
मिंग	мин
मिंग	минг
घाना	гане
घाना	ганы
घाना	гана
कैप	кэп
कैप	кап
जनम	роды
जनम	рождения
जनम	рождение
साईं	саи
साईं	сай
कनेक्टिकट	коннектикут
क्रोम	chrome
रोनाल्डो	роналду
विंडसर	виндзор
ऑफ़िस	кабинет
ऑफ़िस	канцелярия
ऑफ़िस	офис
तुर्कों	индейка
तुर्कों	турция
तुर्कों	турцию
तुर्कों	турции
प्लेस्टेशन	playstation
सहकर्मी	коллега
सहकर्मी	коллеги
सहकर्मी	коллегами
सहकर्मी	коллег
माइक्रोसॉफ़्ट	microsoft
ट्रिगर	курок
विसर्जन	погружение
विसर्जन	погружения
हत्यारे	убийца
हत्यारे	убийц
हत्यारे	убийцы
हत्यारे	убийц
हत्यारे	убийцы
विनम्र	скромная
विनम्र	скромный
विनम्र	скромно
विनम्र	вежливым
विनम्र	вежливость
ध्वनिक	акустический
एडगर	эдгар
मशीनरी	механизм
मशीनरी	механизма
इलेक्ट्रानिक	электронная
इलेक्ट्रानिक	электронные
इलेक्ट्रानिक	электронное
इलेक्ट्रानिक	электронный
पौष्टिक	питательной
पौष्टिक	питательный
मिनियापोलिस	миннеаполис
कट्टरपंथी	радикально
कट्टरपंथी	радикальные
कट्टरपंथी	фанатик
डायना	диана
टॉमी	томми
मिल्क	молочный
मिल्क	молоко
मिल्क	молока
व्हील	колеса
व्हील	колесо
ग्रेनाइट	гранит
माथे	лоб
माथे	лоб
डुनेडिन	данидин
अवज्ञा	неподчинение
पत्ता	лист
इस्तांबुल	стамбуле
इस्तांबुल	стамбул
जार	банки
जार	банку
लैरी	лари
लैरी	ларри
सिंडरेला	золушка
स्वीट	сладкий
स्वीट	сладкие
स्वीट	сладкая
स्मैकडाउन	smackdown
बागान	плантациях
बागान	плантации
खूनी	кровавые
खूनी	кровавый
खूनी	кровавая
नफरत	ненавидеть
नफरत	ненависть
नफरत	ненавистью
नफरत	ненавижу
नफरत	ненависти
त्रैमासिक	ежеквартально
एंटोनियो	антонио
नाई	парикмахер
नाई	барбер
लम्बवत	перпендикулярно
ऑडिशन	прослушивания
ऑडिशन	прослушивание
बाधक	препятствует
बाधक	предотвращает
मेसोपोटामिया	месопотамии
सिलाई	пошив
सिलाई	шов
सज्जन	джентльмен
प्रचुरता	изобилие
असहमति	несогласие
असहमति	разногласия
ताई	тай
कार्सिनोमा	карцинома
ब्लैकबेरी	blackberry
खरपतवार	трава
खरपतवार	траву
लैन	графство
लैन	округе
लैन	округ
परिहार	уклонения
परिहार	уклонение
कारा	кару
कारा	кара
कारा	каре
कारा	кара
कारा	каре
दोलन	осцилляции
दोलन	колебания
निर्गुण	безоговорочной
टाइटन	титан
अव्यवस्था	хаос
कोको	коко
कोको	коко
मदीना	мадина
मदीना	медины
मदीना	медина
मदीना	медины
मदीना	медину
मदीना	медине
गोरी	гори
हटाएँ	убрать
हटाएँ	удалить
हटाएँ	исключить
हटाएँ	удаление
हटाएँ	удалить
खमीर	дрожжей
संवेदन	зондирования
विच्छेद	распад
विच्छेद	распада
नाच	dance
नाच	танцуй
नाच	танец
नाच	танцы
बाल्टीमोर	балтимор
बाल्टीमोर	балтиморе
लचीलापन	гибкость
स्केटिंग	катание
कलेक्टर	коллекционер
चित्रकारों	картина
चित्रकारों	живопись
चित्रकारों	рисование
कुन्ती	кунти
शैलियाँ	стайлз
शैलियाँ	стили
शैलियाँ	стилей
शैलियाँ	жанров
लालच	алчность
लालच	жадность
पुलों	мосты
पुलों	мостов
मिडिया	media
मिडिया	медиа
मिडिया	сми
केयर	заботится
केयर	ухода
केयर	забота
केयर	уход
कर्ट	курт
छतरी	зонтик
छतरी	зонт
मजिस्ट्रेट	магистрат
फीस	сборы
कतर	катаре
कतर	катар
कतर	катара
लकी	счастливая
लकी	лаки
लकी	счастливчик
लकी	повезло
धातुकर्म	металлообработка
जाम	джем
जाम	jam
रैम	рама
रैम	рам
अभिनेत्रियों	актрисы
गौरैया	воробей
वांछनीय	желательно
मकानों	дома
भेजना	отправляет
भेजना	посылает
फ़िल्टर	фильтр
फ़िल्टर	фильтры
कीड़ों	черви
कीड़ों	червей
स्कैनर	сканер
प्रतिशोध	мести
प्रतिशोध	месть
प्रतिशोध	возмездия
प्रतिशोध	возмездие
पार्किंग	стоянка
पार्किंग	парковка
नशा	наркотик
नशा	наркоманов
नशा	наркоманы
लचीला	гибкость
लचीला	гибко
लचीला	гибкий
लचीला	гибкой
लचीला	гибкие
सफ़ाई	чистка
सफ़ाई	уборка
सफ़ाई	уборки
सफ़ाई	очистка
बर्टन	бёртон
बर्टन	бартон
पुतिन	путин
पुतिन	путина
प्रोपेन	пропан
लादेन	ладена
ज़िम्मेदार	ответственное
ज़िम्मेदार	ответственные
ज़िम्मेदार	ответственная
ज़िम्मेदार	ответственный
अवहेलना	презрением
अवहेलना	презрение
अवहेलना	неподчинение
नर्सरी	детской
नर्सरी	детская
अविश्वास	неверие
अविश्वास	недоверие
पर्दा	занавес
बाट	бат
टच	touch
टच	прикоснуться
टच	прикосновение
तोपों	пушки
तोपों	пушка
सिल्क	шелк
झूठा	лжец
अक्षमता	невозможность
अक्षमता	неспособность
अक्षमता	некомпетентность
अक्षमता	инвалидность
अक्षमता	инвалидности
ईगल	игл
ईगल	орёл
ईगल	орел
वारंटी	гарантия
होमर	гомер
मुबारक	счастливый
मुबारक	счастливая
मुबारक	счастливые
मुबारक	счастлива
मुबारक	счастлив
एकांत	одиночество
विंड	ветер
विंड	ветра
आदर्शवादी	идеалист
आदर्शवादी	идеалист
आश्वस्त	уверен
आश्वस्त	уверенность
आश्वस्त	уверенно
आश्वस्त	уверены
हैंक्स	хэнкс
सोरोस	сороса
कोरोनरी	коронарной
आकृतियाँ	фигуры
आकृतियाँ	формы
सुलतान	султан
बदतर	хуже
लोपेज़	лопес
लोपेज़	лопес
पशुधन	скот
पशुधन	скота
आदी	зависимость
लार्वा	личинка
सेलुलर	клеточном
सेलुलर	сотовые
सेलुलर	сотовый
बहरीन	бахрейне
बहरीन	бахрейна
बहरीन	бахрейн
दीवानी	гражданская
दीवानी	гражданского
दीवानी	гражданские
दीवानी	гражданское
दीवानी	гражданский
गाजर	морковь
गाजर	морковь
उरुग्वे	уругвая
उरुग्वे	уругвай
उरुग्वे	уругвае
ओवल	овал
न्यायशास्त्र	юриспруденции
निराशाजनक	разочарование
मैकबेथ	макбет
ट्रिनिटी	троица
हैट	шапка
हैट	шляпу
हैट	шляпа
चाइल्ड	дитя
चाइल्ड	детский
चाइल्ड	ребенок
चाइल्ड	ребёнок
चाइल्ड	ребенка
शीला	шейла
चमगादड़	бат
चमगादड़	бита
ची	чи
ची	чи
मंचूरिया	маньчжурии
तेजस्वी	потрясающая
तेजस्वी	потрясающие
प्रोग्रामर	программист
हूवर	гувер
मसौदा	черновик
मसौदा	проект
मसौदा	драфт
हेयर	волосы
हेयर	волос
जुआन	хуан
जुआन	хуана
बर्ताव	поведение
बर्ताव	поведение
होप	надеюсь
होप	хоуп
होप	надежда
होप	надеемся
स्काइप	скайп
स्काइप	skype
गलियों	улицы
गलियों	улицах
गलियों	полос
शरणार्थियों	беженцы
शस्त्रों	оружие
हस्ती	знаменитости
हस्ती	знаменитость
कुम्भ	водолей
प्राधिकार	власти
प्राधिकार	прерогативой
प्राधिकार	авторитет
प्राधिकार	полномочия
अशुभ	неудача
माइकल्स	майклс
रोज़गार	трудоустройство
रोज़गार	занятость
मेड	мед
युनुस	юнус
मोंटे	монте
मोंटे	монти
तांबा	меди
तांबा	коп
तांबा	медь
दैहिक	соматические
फली	бод
अंसारी	ансари
सलाम	саламе
सलाम	салам
सलाम	мира
सलाम	мир
सलाम	приветствие
सलाम	салют
सलाम	салам
क्वींसलैंड	квинсленда
टॉड	жаба
टॉड	тодд
मरियम	маша
मरियम	мэри
मरियम	мария
मरियम	мери
मरियम	мариам
मरियम	марьям
ओहियो	огайо
उंगली	палец
उंगली	пальцем
शिक्षाओं	учения
शिक्षाओं	учение
पलक	веко
डब्ल्यूडब्ल्यूई	wwe
लिथुआनिया	литве
लिथुआनिया	литвы
लिथुआनिया	литва
अल्पसंख्यकों	меньшинств
अल्पसंख्यकों	меньшинства
शहीदों	мучеников
फ्लेमिंग	флеминг
अधिवक्ता	адвокат
यॉर्कशायर	йоркшире
मेट्रिक्स	метрики
मेट्रिक्स	матрицы
मेट्रिक्स	матрицу
मेट्रिक्स	матрица
कार्यशाला	практикум
कार्यशाला	семинар
कार्यशाला	мастерская
मैक्सवेल	максвелл
कॉर्न	кукурузу
कॉर्न	кукуруза
कॉर्न	кукурузы
कॉर्न	корн
बकिंघम	букингемский
मापक	правитель
मापक	масштаб
मापक	шкалы
मापक	шкала
मापक	масштабы
यातना	мучения
यातना	погибель
मलबे	обломков
अनाथ	сирот
अनाथ	сироты
अनाथ	сирот
अनाथ	сирота
अनाथ	сироты
अनाथ	сироту
अनाथ	сирот
टूटी	сломан
टूटी	сломана
जनसांख्यिकी	население
जनसांख्यिकी	переписи
जनसांख्यिकी	перепись
जनसांख्यिकी	демографические
जनसांख्यिकी	демографических
जनसांख्यिकी	населения
जनसांख्यिकी	население
अपरिहार्य	неизбежное
अपरिहार्य	неизбежным
अपरिहार्य	неизбежное
अपरिहार्य	неизбежно
दफन	похоронили
दफन	похоронен
आमंत्रण	приглашения
आमंत्रण	приглашает
आमंत्रण	пригласить
आमंत्रण	приглашение
आमंत्रण	приглашаем
आमंत्रण	приглашаю
आमंत्रण	приглашение
आमंत्रण	приглашения
आमंत्रण	приглашений
जिम्बाब्वे	зимбабве
वृद्धावस्था	старения
वृद्धावस्था	старение
आहत	больно
नरभक्षण	каннибализм
धूसर	серая
धूसर	серого
धूसर	серый
धूसर	серые
धूसर	серая
धूसर	серый
धूसर	серые
धूसर	грей
घाटा	потери
घाटा	потеря
घाटा	утрата
आतिथ्य	гостеприимство
परिसंघ	конфедерация
परिसंघ	конфедерации
शटल	шаттл
दरवाज़ा	двери
दरवाज़ा	дверь
लाहिड़ी	лахири
नंद	nand
कन्वेंशन	конвенция
कन्वेंशन	конвенции
सप्लाई	поставки
सप्लाई	снабжение
सप्लाई	поставка
रडार	радар
पंक	грязь
पंक	грязи
पंक	панк
पंक	куагмир
चैट	чата
चैट	чат
पदानुक्रम	иерархии
पदानुक्रम	иерархия
अल्ताई	алтай
क्रूरता	жестокость
क्रूरता	жестокости
क्रूरता	жестокость
कैम्पस	кампуса
कैम्पस	кампус
संभावनाएं	перспективы
मिया	мия
मिया	миа
निर्देशकों	директоров
निर्देशकों	директора
वीटो	вето
प्रत्याशित	ожидалось
प्रत्याशित	ожидаемые
प्रत्याशित	ожидается
प्रत्याशित	ожидаемый
प्रत्याशित	ожидаемое
गोंद	клей
एक्सबॉक्स	xbox
शियर्र	ширер
स्पॉट	место
पूंजीवाद	капитализм
फ्लोरेंस	флоренции
फ्लोरेंस	флоренс
फ्लोरेंस	флоренция
सुअर	свинья
सुअर	свиньи
गीली	мокрый
गीली	мокрая
गीली	мокрые
खोली	открыл
खोली	открыли
खोली	открыт
वर्षावन	rainforest
दलदल	марш
दलदल	куагмир
कंबोडिया	камбодже
कंबोडिया	камбоджи
कंबोडिया	камбоджа
गिरिजाघर	церковь
गिरिजाघर	церкви
सिंहली	сингальский
तानाशाही	диктатора
तानाशाही	диктатуры
नोवा	нова
अर्नेस्ट	эрнест
फोटोग्राफर	фотограф
संस्थापित	основанное
संस्थापित	основано
संस्थापित	основанная
संस्थापित	основана
संस्थापित	основанный
संस्थापित	основан
संस्थापित	установлены
संस्थापित	установлено
संस्थापित	установлен
संस्थापित	установлена
क्रेग	крейг
सिमुलेशन	моделирования
सिमुलेशन	моделирование
अधिकरण	трибунал
अधिकरण	трибунала
तीर्थयात्रियों	паломников
अखरोट	орех
बुकर	букер
विलिस	уиллис
डेनिश	дании
डेनिश	датский
त्रयी	трилогия
जुनून	страсти
जुनून	страсть
औरतों	женщины
औरतों	женщин
ओरेकल	oracle
दहेज	приданого
क़दम	стопам
क़दम	шаги
बहादुरी	храбрость
एटलस	atlas
एटलस	атлас
एटलस	районы
एटलस	области
निर्धन	неимущих
आर्सेनिक	мышьяк
वेलेंटाइन	валентин
वेलेंटाइन	валентина
स्लाइड	слайды
स्लाइड	слайд
मजा	кайф
मजा	веселье
मजा	весело
मजा	прикольно
मजा	веселые
लुकास	лукас
लुकास	люка
सेवारत	служение
सहस्र	кило
सहस्र	килограмм
वर्गाकार	площадь
वर्गाकार	квадрат
वर्गाकार	квадратный
वर्गाकार	квадрат
उपहास	насмешек
दर्दनाक	болезненно
दर्दनाक	больно
घुसपैठ	проникновения
घुसपैठ	проникновение
युक्तियाँ	советы
युक्तियाँ	подсказки
डबलिन	дублине
डबलिन	дублин
प्रस्तुतीकरण	пентагон
प्रस्तुतीकरण	пентагона
प्रस्तुतीकरण	презентации
प्रस्तुतीकरण	презентация
प्रस्तुतीकरण	представление
गौ	гау
गौ	властная
फंक्शन	функция
फंक्शन	функции
अंधकार	безвестности
केले	бананов
केले	бананы
रैप	варп
रैप	рэп
रैप	рэп
वियतनामी	вьетнама
तेहरान	тегеране
परहेज	трезвости
कार्मिक	персонал
ज्ञानी	знающих
सॉस	соус
फॉरेस्ट	форест
फॉरेस्ट	форрест
बाइट	байт
बाइट	байт
मिल्स	миллс
रोजर्स	роджерс
रोजर्स	роджерс
क्यूबेक	квебек
जलाल	джалал
चुपके	стелс
चुपके	тайком
वैक्सीन	вакцины
वैक्सीन	вакцина
वैक्सीन	вакцину
इलियट	элиот
इलियट	эллиот
जिया	прожил
जिया	жили
जिया	жила
जिया	жил
पन्द्रह	пятнадцать
ट्रंक	сундук
ट्रंक	багажник
ट्रंक	багажнике
डायल	набрать
अख़बार	газету
अख़बार	газета
अख़बार	газеты
धर्मशाला	хоспис
मुआवजा	компенсация
आर्मस्ट्रांग	армстронг
खासियत	usp
संघनन	конденсации
देशभक्त	патриотов
बाइनरी	двоичный
सतर्क	бдительность
सतर्क	внимательным
सतर्क	тревога
सतर्क	оповещение
नुक्सान	ущерб
नुक्सान	повреждение
नुक्सान	вред
नुक्सान	повреждения
परिचालित	распространен
परिचालित	распространенный
जगाने	пробудить
भरता	наполняет
मानसिकता	менталитет
मानसिकता	мышление
क्लाइव	клайв
ज़िम्बाब्वे	зимбабве
चंगेज़	чингиз
काहिरा	каир
काहिरा	каире
पारगमन	транзит
पारगमन	транзита
अमोनियम	аммония
संवहन	конвекция
आर्सेनल	арсенал
मज़ाक	шутка
मिनोग	миноуг
लाश	труп
कोडेक	кодек
नाइट्रिक	азотной
नाजी	нацистской
विक्टोरियन	викторианской
कॉम्पैक्ट	компакт
कीपर	хранитель
गठिया	ревматизм
गठिया	артрит
जागृति	пробуждение
रॉयटर्स	reuters
विभेद	дискриминация
विभेद	дискриминации
नासिर	насир
कबूतर	голуби
कबूतर	голубь
क्लिंटन	клинтон
बाबाजी	бабаджи
डेवलपर	разработчиков
डेवलपर	разработчикам
डेवलपर	разработчики
डेवलपर	разработчик
किस्मत	удача
मेघ	облако
मेघ	облака
एरिक्सन	эриксон
फी	плату
फी	гонорар
फी	плата
कूच	марш
कूच	март
कूच	марта
गोपी	гопи
उत्पात	гог
कॉरपोरेट	корпоративной
कॉरपोरेट	корпоративные
कॉरपोरेट	корпоративное
कॉरपोरेट	корпоративный
इकबाल	икбал
वाष्पीकरण	испарения
बूट	ботинки
बूट	сапоги
नाइट्स	ночи
नाइट्स	ночами
नाइट्स	ночей
ऐलिस	элис
ऐलिस	алиса
हर्षवर्धन	харша
क्षेत्राधिकार	компетенция
क्षेत्राधिकार	юрисдикция
मोर्स	морс
इन्फ्लूएंजा	грипп
इन्फ्लूएंजा	гриппа
नेवी	флот
आदिल	адиль
अंगुली	палец
अंगुली	пальцем
गुणक	множителя
औज़ार	инструмент
औज़ार	инструменты
औज़ार	сервис
औज़ार	устройств
औज़ार	устройства
कम्बोडिया	камбодже
कम्बोडिया	камбоджи
कम्बोडिया	камбоджа
नाली	дренаж
नाली	groove
ट्रैक्टर	трактор
चालकता	проводимость
स्ट्राइकर	нападающий
स्ट्राइकर	личинки
पो	по
बीटल्स	beatles
बीटल्स	битлз
भावनाएं	эмо
भावनाएं	чувства
श्रेणीबद्ध	классифицированы
नीहारिका	туманность
उदास	подавлен
उदास	депрессия
उदास	грустная
उदास	печально
उदास	грустный
उदास	грустно
उदास	грусть
मेष	овен
संबन्ध	взаимосвязь
संबन्ध	взаимоотношения
संबन्ध	отношения
हॉक	ястреб
बट	зад
बट	задницу
बट	попа
