ইউরেনিয়াম	ураниум
এইচআইভি	хив
ব্রেস্টস্ট্রোক	градно
লিথুয়ানিয়া	литванија
বাত	артритис
ছাদে	кровот
ছাদে	кров
স্ত্রীদের	сопругите
স্ত্রীদের	сопруги
দারা	дара
জেনারেটর	генератор
যুগোস্লাভিয়া	југославија
সিগারেট	цигари
সিগারেট	цигара
সিগারেট	цигарите
সিগারেট	цигари
ফ্যাকাল্টি	факултет
ফ্যাকাল্টি	faculty
সাবধান	внимавајте
সাবধান	претпазливост
সাবধান	внимателно
কেনসিংটন	кенсингтон
নিবদ্ধ	фокусиран
নিবদ্ধ	фокусирана
নিবদ্ধ	фокусирани
বান্টু	bantu
উদিত	изгрее
উদিত	изгрева
ইতিমধ্যেই	веке
ইতিমধ্যেই	веќе
দাতা	донатор
কার্গো	карго
কার্গো	товар
সাই	пси
সাই	саи
পাউডার	пудра
পাউডার	прав
পাউডার	прашок
পাউডার	барут
অ্যাকিলিস	херкулес
অ্যাকিলিস	ахил
বিশৃঙ্খলা	растројство
বিশৃঙ্খলা	нереди
বিশৃঙ্খলা	пореметување
বিশৃঙ্খলা	хаос
অন্যভাবে	инаку
অন্যভাবে	иначе
মরিসন	морисон
ভাঁজ	држењето
ভাঁজ	склопување
ফ্ল্যাগ	знамиња
যোনি	вагина
যোনি	вагината
অনুরাগী	фан
অনুরাগী	вентилатор
অনুরাগী	обожавател
অনুরাগী	навивач
ফ্যান	фан
ফ্যান	вентилатор
ফ্যান	обожавател
ফ্যান	навивач
প্রসেসিং	процесирање
প্রসেসিং	обработка
এয়ারলাইন	авиокомпанија
এয়ারলাইন	авиокомпанијата
অসুখ	заболување
অসুখ	болест
অসুখ	болести
স্তবক	јато
স্তবক	јата
টমি	томи
অনাথ	сираци
অনাথ	сирачиња
অনাথ	сираче
অনাথ	сирак
আবর্জনা	корпа
আবর্জনা	ѓубре
শাশ্বত	вечна
শাশ্বত	вечни
শাশ্বত	вечен
ঝুলে	бесење
ঝুলে	виси
শূণ্য	ништо
শূণ্য	ниеден
শূণ্য	никој
শূণ্য	ниедна
পেটে	желудник
পেটে	стомак
ক্রিসমাস	божиќ
ক্রিসমাস	божик
ক্রিসমাস	крисмас
আরিফ	ариф
ডোমিনিকান	доминиканската
ক্যাফে	кафуле
ক্যাফে	кафана
আমস্টারডাম	амстердам
ডাকোটা	дакота
লবন	солт
লবন	солта
লবন	сол
মনু	ману
কাতালোনিয়া	каталонија
ডার্বিশায়ার	derbyshire
হিউজ	хјуз
ঝাং	занг
ঝাং	џанг
পারবো	може
পারবো	можи
পারবো	можат
জন্তু	ѕвер
ওয়াং	вонг
ওয়াং	ванг
ওয়াং	венг
সিমন	симон
অথরিটি	авторитет
অথরিটি	власт
অথরিটি	овластувања
অথরিটি	управа
সংবাদদাতা	дописник
ইসাবেল	изабел
ইসাবেল	изабел
ইসাবেল	изабела
মর্গান	морган
লিসা	лиза
লিসা	лиса
উৎকর্ষ	извонредност
ফিন	фин
সহপাঠী	соученици
গুণের	доблести
ফসিল	фосилни
প্রাচুর্য	изобилство
জলি	џоли
অ্যাকাডেমিক	академик
অ্যাকাডেমিক	академски
অ্যাকাডেমিক	академска
চকোলেট	чоколадо
চকোলেট	чоколада
সিগন্যাল	сигнал
বহুভাষী	повеќејазична
দ্রবণ	цврсто
দ্রবণ	цврст
দ্রবণ	цврста
দ্রবণ	солидно
দ্রবণ	цврсти
দ্রবণ	силиконска
দ্রবণ	силикон
দ্রবণ	раствор
দ্রবণ	растворувач
দ্রবণ	раствор
দ্রবণ	решение
মিট	ракавица
শেখানো	научено
শেখানো	учени
শেখানো	научени
শেখানো	учеше
সহজতর	полесно
অধিবিদ্যা	метафизика
ট্রেডিং	тргување
এন্টারপ্রাইজ	претпријатие
এন্টারপ্রাইজ	ентерпрајс
বিলাল	билал
সন্দেহের	сомнежи
সন্দেহের	сомневања
সন্দেহের	сомневањата
সন্দেহের	сомнежи
স্তূপ	куп
স্তূপ	купче
স্তূপ	купишта
স্তূপ	купови
অ্যারন	ерон
অ্যারন	арон
নাড়ু	наду
রক্তাক্ত	крвави
রক্তাক্ত	крваво
রক্তাক্ত	крвава
রক্তাক্ত	крвав
রাউল	раул
রাউল	раул
ডাকাতি	грабежи
ডাকাতি	грабеж
পরিচ্ছন্ন	средена
পরিচ্ছন্ন	уредно
পরিচ্ছন্ন	уреден
সক	чорап
স্ফটিক	кристална
স্ফটিক	кристал
স্ফটিক	кристален
পরিসীমা	опсег
ফার্মেসি	аптека
ফার্মেসি	фармација
ফাঁপা	шуплива
দুষ্প্রাপ্য	ретки
দুষ্প্রাপ্য	реткост
দুষ্প্রাপ্য	ретко
দুষ্প্রাপ্য	редок
দুষ্প্রাপ্য	ретка
সিনেটর	сенатор
সিনেটর	сенаторот
সিনেটর	сенатори
সিনেটর	сенаторите
আইফেল	ајфеловата
চো	чо
ঘুরি	сврти
মেয়েটি	девојка
মেয়েটি	девојче
বিশ্বাসঘাতকতা	предаден
বিশ্বাসঘাতকতা	предадени
বিশ্বাসঘাতকতা	предаде
বিশ্বাসঘাতকতা	измамен
বিশ্বাসঘাতকতা	предавството
বিশ্বাসঘাতকতা	предавство
বিশ্বাসঘাতকতা	предавство
মশা	комарци
মশা	комарец
হাসির	насмевка
হাসির	смеењето
হাসির	смеа
হাসির	насмевки
বেকারত্ব	невработеноста
বেকারত্ব	невработеност
যৌতুক	мираз
নজির	преседан
মরিয়ম	мери
ইলিয়ট	елиот
তালা	брави
ক্রাউন	круна
প্লট	заговор
প্লট	парцела
প্লট	завера
অস্বীকৃত	одбиен
অস্বীকৃত	негираше
অস্বীকৃত	одбиено
নাজির	назир
একেশ্বরবাদী	монотеистички
লেভি	леви
লেভি	ливи
বিশ্লেষক	аналитичар
সামোয়া	самоа
টাইটানিক	титаник
বিপর্যস্ত	уништена
বিপর্যস্ত	вознемирена
বিপর্যস্ত	вознемирени
বিপর্যস্ত	вознемирен
শেঠ	сет
তানজানিয়া	танзанија
গুয়াতেমালা	гватемала
কসোভো	косово
ডু	ду
ভাস্কো	васко
প্লেস্টেশন	playstation
দারুচিনি	цимет
বিবেক	совест
বিবেক	совеста
হাস্যরসাত্মক	хумористична
হাস্যরসাত্মক	комично
উইকিমিডিয়ার	викимедија
এঞ্জেলস	анџелес
নিরপেক্ষতা	неутралност
নিরপেক্ষতা	непристрасност
প্রতিরোধী	отпорни
কুয়াশা	магла
কুয়াশা	маглата
কুয়াশা	магла
কুয়াশা	конкретни
কুয়াশা	конкретна
কুয়াশা	бетон
কুয়াশা	бетонски
কুয়াশা	конкретен
খমের	кмерски
ভোক্তা	потрошувачки
ভোক্তা	потрошувачите
ভোক্তা	потрошувачи
ভোক্তা	потрошувачите
অ্যাস্টন	ештон
বাজ	баз
বাজ	buzz
কর্মক্ষমতা	изведба
কর্মক্ষমতা	перформанс
কর্মক্ষমতা	перформанси
কর্মক্ষমতা	настап
ক্যাথিড্রাল	катедрала
রোম্যান্টিক	романтична
রোম্যান্টিক	романтика
রোম্যান্টিক	романтичен
রোম্যান্টিক	романтично
মামার	mama
মামার	мама
নিশাচর	ноќни
স্যুট	апартман
স্যুট	одела
স্যুট	костуми
স্যুট	одело
স্যুট	костум
কোহেন	коен
পুঁজিবাদী	капиталистички
গাজি	гази
ছুরি	ножеви
ছুরি	нож
বিদ্রোহীরা	бунтовници
বিদ্রোহীরা	бунтовници
বিদ্রোহীরা	бунтовниците
ইঙ্ক	инк
ইঙ্ক	inc
ধমনী	артерија
ধমনী	артеријата
ধমনী	артерии
পলিসি	политика
বরিস	boris
বরিস	борис
হেসে	хесе
মমি	мумија
মমি	мумии
দিমিত্রি	дмитри
দিমিত্রি	димитриј
মরা	мртво
মরা	мртов
মরা	мртви
মরা	мртва
পরিচর্যা	пензионерски
পরিচর্যা	грижа
পরিচর্যা	нега
ঝাঁপ	скокни
ঝাঁপ	скок
ঝাঁপ	скокај
নিপীড়ন	прогонување
নিপীড়ন	прогон
নিপীড়ন	угнетување
জামাই	младоженец
জামাই	зетот
থিসিস	тезите
থিসিস	тезата
থিসিস	теза
থিসিস	тези
অভিবাসীদের	емигранти
অভিবাসীদের	мигранти
প্রত্যাখ্যাত	повлечена
প্রত্যাখ্যাত	одземена
প্রত্যাখ্যাত	отповикан
প্রত্যাখ্যাত	одбиена
প্রত্যাখ্যাত	одби
ইকো	еко
ইকো	ехо
কংক্রিট	конкретни
কংক্রিট	конкретна
কংক্রিট	бетон
কংক্রিট	бетонски
কংক্রিট	конкретен
বপন	сеење
বপন	сеат
বপন	соу
শখের	аматерски
শখের	аматер
শখের	аматерска
ক্লদ	клод
মিশা	миша
সুইট	слатко
সুইট	слатка
সন্মান	чест
আবেগের	страст
গোলাগুলি	стрелање
গোলাগুলি	пукање
গ্রাহকদের	клиенти
গ্রাহকদের	муштерии
গ্রাহকদের	претплатници
দোস্ত	друже
ইনজুরি	повреда
ইনজুরি	повреди
ড্রসোফিলা	drosophila
বেরি	berry
আজকে	денес
আজকে	денеска
রক্তপাত	крварење
রক্তপাত	крвари
রক্তপাত	крвопролевање
সম্ভাব্যতা	веројатности
লুপ	јамка
ওমেগা	омега
ফুয়াদ	фуад
সাউন্ডট্র্যাক	саундтрак
শেফার্ড	овчари
শেফার্ড	пастирот
শেফার্ড	овчар
শেফার্ড	овчарот
শেফার্ড	шепард
শেফার্ড	пастир
জানত	знаев
জানত	знаел
জানত	знаеше
অমর্ত্য	амартја
গ্যাব্রিয়েল	габриел
গ্যাব্রিয়েল	гаврил
ধোঁয়া	чад
ধোঁয়া	пуши
ধোঁয়া	дим
ধোঁয়া	димче
পুষ্প	цвета
আইনত	правно
আইনত	законски
আইনত	легално
দারিদ্র্য	сиромаштија
সংশয়	скептицизам
সংশয়	сомнежот
সংশয়	сомнеж
সংশয়	сомневање
কোণায়	агол
কোণায়	ќоше
কোণায়	ќош
সেকশন	рез
সেকশন	оддел
সেকশন	отсек
সেকশন	секција
ট্রেভর	тревор
অংশগ্রহনের	учество
নরওয়েজিয়ান	норвешкиот
নরওয়েজিয়ান	норвешки
নরওয়েজিয়ান	норвешка
বিলম্ব	одложи
বিলম্ব	доцнење
বিলম্ব	одложување
ক্লেয়ার	клер
ডেভেলপার	развивач
ডেভেলপার	програмер
পড়ছে	паѓа
পড়ছে	паѓање
পড়ছে	паѓаат
মোনাকো	монако
সোনিয়া	соња
সস	сос
হ্যাট	шапка
হ্যাট	капата
হ্যাট	шешир
হ্যাট	капа
বিশৃঙ্খল	хаотична
আবদেল	абдел
করিডোর	преминот
করিডোর	коридор
করিডোর	ходник
করিডোর	коридорот
ওনার	ја
ওনার	нејзината
ওনার	неа
ওনার	нејзе
কারিগর	занаетчии
কারিগর	механичар
মাখন	путер
রু	ру
সোডা	сода
মুসলমানের	муслимански
মুসলমানের	муслиманско
মুসলমানের	муслиманска
মুসলমানের	муслиман
পেঁচা	був
পেঁচা	буф
ময়দা	брашно
ময়দা	маида
শুয়ে	лежејќи
শুয়ে	лажењето
শুয়ে	лаже
শুয়ে	лажење
হিলারি	хилари
হিলারি	хилари
আটলান্টা	атланта
আইসল্যান্ডীয়	исландски
কিউব	коцка
পুকুরে	понд
পুকুরে	барата
পুনরুজ্জীবিত	обновување
স্থূলতা	дебелина
স্থূলতা	дебелината
বন্ধুত্বের	другарство
বন্ধুত্বের	пријателство
শিশ্ন	пенис
নির্গমন	емисиите
সামুরাই	самурај
সামুরাই	самурајски
সামুরাই	самураите
মগ	кригла
ভদ্র	пристојна
ভদ্র	пристојно
ভদ্র	пристојни
ভদ্র	пристоен
ভদ্র	културен
ভদ্র	културно
ভদ্র	љубезен
ভদ্র	учтиво
ভদ্র	учтив
ভদ্র	нежна
ভদ্র	нежно
ভদ্র	нежни
ভদ্র	нежен
ইভ	ив
ইভ	ева
ইভ	eve
অনির্দিষ্ট	неопределено
অনির্দিষ্ট	било
জেসি	џеси
জেসি	петре
জেসি	џеси
লুডভিগ	лудвиг
সহকর্মীদের	колегите
সহকর্মীদের	колеги
টিমোথি	тимоти
জোসে	жозе
জোসে	хозе
আশি	осумдесет
কর্নেলিয়াস	корнелиус
বিশেষজ্ঞরা	специјалисти
বিশেষজ্ঞরা	експерти
দায়িত্বের	одговорности
দায়িত্বের	обврски
দায়িত্বের	одговорност
এলটন	алтон
ডেভি	дејви
নিশ্চিতভাবে	дефинитивно
জারা	зара
ইতালিয়	италијанска
ইতালিয়	италијански
ইতালিয়	италијанецот
ইতালিয়	италијанец
হাওয়াইয়ান	хавајски
যোদ্ধারা	борци
যোদ্ধারা	борците
রেন	рен
রেন	рен
ইয়াসিন	јасин
ইয়াসিন	јасин
বোনা	плетени
পিচ	теренот
কপাল	чело
কপাল	челото
কেও	премногу
ব্যাগ	вреќа
ব্যাগ	торба
ব্যাগ	ќесе
ব্যাগ	перничиња
ব্যাগ	ќеси
ব্যাগ	вреќи
ব্যাগ	торби
ব্যাগ	чанти
মরে	умри
মুরগি	пилешко
মুরগি	кокошка
মুরগি	пиле
মুরগি	кокошки
মুরগি	пилиња
জরীপ	истражувања
অবশিষ্টাংশ	остаток
সুপারনোভা	супернова
রোমা	ром
রোমা	роми
রোমা	рома
রোমা	ромите
ছড়ানো	шири
ছড়ানো	ширење
ছড়ানো	ширеше
ছড়ানো	шират
কোয়ালিশন	коалиција
হিচকক	хичкок
হস্তশিল্প	изработка
অ্যালিস	алиса
অ্যালিস	алис
চিনা	кинески
কাশ্মীরে	кашмир
যন্ত্রণা	болката
যন্ত্রণা	болки
যন্ত্রণা	болка
এন্টি	анти
সিরামিক	керамика
সিরামিক	керамички
হন্ডুরাস	хондурас
স্লোভাক	словачкиот
স্লোভাক	словачки
স্লোভাক	словачка
সাইফ	саиф
ভূতের	хорор
ভূতের	ужас
যাচাইকরণ	верификација
সোফি	софи
প্রিমেরা	примера
তালিবান	талибанците
শকুন	мршојадец
কীটপতঙ্গ	штетници
কাক	чавка
কাক	врана
কাক	врани
প্রমানিত	докажа
দরিয়া	дарија
ধর্মযাজক	пастирот
ধর্মযাজক	пасторот
ধর্মযাজক	пастор
যক্ষ্মা	туберкулоза
অ্যানালগ	аналогна
অ্যানালগ	аналоген
অয়েল	нафта
অয়েল	масло
কলিন্স	колинс
কারিনা	карина
বোটানিক্যাল	ботаничка
ফ্রেজার	фрејзер
খুলি	череп
খুলি	черепот
বর্ণালী	спектар
পাঙ্ক	панк
স্পর্শকাতর	чувствителен
স্পর্শকাতর	осетливо
স্পর্শকাতর	чувствителни
স্পর্শকাতর	осетлив
স্পর্শকাতর	осетлива
সোয়াহিলি	свахили
বারমুডা	бермуди
ক্রোধ	бес
ক্রোধ	гнев
ক্রোধ	лутина
ক্রোধ	бес
ক্রোধ	гнев
চেস্টার	честер
চেস্টার	кире
জার্মানদের	германци
জার্মানদের	германците
পুরা	pura
বেল্ট	каиш
বেল্ট	ремен
বেল্ট	појас
চুম্বক	магнет
চুম্বক	магнети
লস্কর	ласкер
রুজভেল্ট	рузвелт
মুবারক	мубарак
আসবাবপত্র	гарнитура
আসবাবপত্র	мебел
মেহেদী	мехди
ফেরেশতা	ангели
মূর্ধন্য	свиена
ডার	дер
আকাঙ্ক্ষা	копнежот
আকাঙ্ক্ষা	копнеж
সেশন	сезона
সেশন	седница
সেশন	сесија
সেশন	седници
সেশন	сеанси
সেশন	сесии
যোগী	јоги
কাশি	кашла
কাশি	кашлање
কাশি	кашлица
কাশি	кашлање
শখ	хоби
শখ	хоби
তাইপে	тајпеј
কই	koi
প্রতিবেদক	известувач
প্রতিবেদক	новинар
প্রতিবেদক	репортер
পুণ্য	побожност
ইনলাইন	внатрешно
মেকানিক্যাল	механички
শা	ша
শা	шај
গার্সিয়া	гарсија
গার্সিয়া	гарсија
ক্রেতাদের	купувачи
কারাগারের	затвор
হ্যালো	здраво
হ্যালো	ало
হাইতি	хаити
অ্যান্টি	анти
ফার্নান্দো	фернандо
লিবার্টি	либерти
লিবার্টি	слобода
নিশান	знаме
অপ্রত্যাশিত	неочекуван
অপ্রত্যাশিত	неочекувано
ঐকমত্য	консензус
ক্লোরিন	хлор
আসিয়ান	асеан
হং	хонг
হীরক	дијамант
হীরক	дајмонд
রম	ром
হার্ডি	харди
পুনর্বাসন	рехабилитација
পুনর্বাসন	рехабилитација
টলেমি	птоломеј
নীরব	неми
নীরব	тивка
নীরব	тивко
নীরব	тивок
নীরব	нем
নীরব	исклучи
ট্রাঙ্ক	багажник
ট্রাঙ্ক	багажникот
প্যারেড	парада
গার্হস্থ্য	домашно
গার্হস্থ্য	домашен
গার্হস্থ্য	домашна
গার্হস্থ্য	домашни
গার্হস্থ্য	домашните
কর্মশালা	работилници
কর্মশালা	работилница
ফ্রিকোয়েন্সি	фрекфенција
ফ্রিকোয়েন্সি	фреквенција
স্ট্যাম্প	печат
ডার্বি	дарби
ডার্বি	дерби
ডার্বি	дербито
বার্টন	бартон
জাম্বিয়া	гамбија
জাম্বিয়া	замбија
চৌ	чои
চৌ	чоу
বেলে	бел
পার্লামেন্টের	парламентарци
মন্টি	монте
মন্টি	монти
ফেজ	фаза
আর্মস্ট্রং	армстронг
কাব্যিক	поетски
কাব্যিক	поетска
সিড	сид
পাপড়ি	ливче
তেও	тео
লয়	финале
প্রত্ন	прото
সালিম	нерегулирани
সালিম	салим
হ্যান্ডবল	ракометна
হ্যান্ডবল	ракометот
হ্যান্ডবল	ракомет
হজম	варење
হজম	варењето
হজম	свари
নারীবাদ	феминизам
বিঘ্ন	прекин
বিঘ্ন	прекинува
হরতাল	удар
হরতাল	страјк
হরতাল	штрајк
হ্যামিলটন	хамилтон
নিকিতা	никита
