در	врата
دهانی	орална
خاله	стрина
خاله	тетка
خاله	тета
خاله	вујна
نینا	nina
نینا	нина
آذرخش	болт
آذرخش	гром
آذرخش	молња
آذرخش	гром
تجسم	визуелизација
لوین	левин
کوارک	кварк
تجارب	искуства
ترینیتی	тринити
فتنه	прогонување
فتنه	прогон
فتنه	искушението
فتنه	искушенија
فتنه	искушение
مدونا	мадона
وودی	вуди
کثیف	гнасни
کثیف	валкан
کثیف	нечиста
کثیف	валкан
کثیف	валкани
کثیف	нечист
کثیف	валкана
سرآغاز	пролог
مسجدی	џамија
استانداردها	стандарди
آفرین	браво
آفرین	bravo
متروپولیتن	митрополит
متروپولیتن	митрополитот
سالوادور	салвадор
جدال	контроверзност
جدال	контроверзија
جدال	контроверзии
جدال	оспори
جدال	спор
دکترین	доктрина
طبقاتی	клас
طبقاتی	класа
اشلی	ешли
کشمکش	борат
کشمکش	борба
کشمکش	конфликт
مشروعیت	легитимитетот
مشروعیت	легитимитет
جابز	задачи
نورپردازی	осветлување
واحدها	единици
تامپسون	томсон
تامپسون	томпсон
مشتاق	желна
مشتاق	желни
مشتاق	желен
مشتاق	ентузијаст
مشتاق	ентузијасти
مشتاق	ентузијастички
نیوتون	њутон
نیوتون	њутн
یکپارچگی	интеграција
تخلص	псевдоним
دیگ	трева
دیگ	лонец
دیگ	тенџере
دیگ	тенџериња
نمکی	солт
نمکی	солта
نمکی	сол
همبند	сврзно
جریانی	тек
جریانی	поток
جریانی	проток
جریانی	stream
فوربز	форбс
مهلت	одлагање
درمانگاه	клиника
درمانگاه	clinic
درمانگاه	амбуланта
سرامیک	керамика
سرامیک	керамички
سرامیک	керамика
قانونگذاری	законодавната
قانونگذاری	законодавна
قانونگذاری	законодавен
قانونگذاری	законодавни
قانونگذاری	легислатива
قانونگذاری	легислативата
قانونگذاری	законодавство
کرالا	керала
زیرزمین	подземјето
زیرزمین	подземје
زیرزمین	подземен
زیرزمین	подрум
زیرزمین	подрумот
نگهبانان	чувари
نگهبانان	стражари
نگهبانان	чувари
عقرب	скорпија
رایس	ориз
رایس	рајс
رایس	реис
ولگا	волга
دمکرات	демократ
آمارهای	статистика
ملزم	обврзана
ملزم	обврзан
بیندازید	гипс
تریسی	трејси
لمور	лемур
بون	бон
بون	бун
سوزنی	акупунктура
تسلیت	сочуство
تسلیت	сочувство
تسلیت	утеха
مجارستانی	унгарскиот
مجارستانی	унгарски
مجارستانی	унгарска
طاعون	чума
دعوا	борбите
دعوا	борба
مرموز	мистичен
جولیان	џулиан
جولیان	џулијан
متا	мета
متا	мете
اسپرینگز	спрингс
نوارهای	касети
نوارهای	ленти
براندنبورگ	бранденбург
اکسپلورر	истражувач
گرو	гроув
لبنانی	либанскиот
لبنانی	либански
سرگردان	неразумен
الکترود	електрода
الکترود	електроди
خیزش	востание
خیزش	бунтови
خیزش	изгрее
خیزش	изгрева
درین	дрим
درین	одвод
درین	одлив
پذیرفتن	прифаќање
پذیرفتن	прифаќањето
پذیرفتن	прифаќање
نشنال	национални
نشنال	национална
نشنال	национален
نشنال	национално
شیره	сируп
باتیستا	баутиста
باتیستا	батиста
باتیستا	батиста
فدایی	компензација
فدایی	надоместок
اتباع	државјани
اهریمن	демон
سیرک	циркус
نشت	протекување
نشت	протекува
گریم	шминка
دیود	диода
دیود	ади
بنک	бенкс
بنک	банките
بنک	банки
بنک	банка
ولید	валид
پنی	пени
پنی	денар
اوبونتو	ubuntu
دوحه	доха
کازان	казан
مادرزادی	вродена
کارگزاران	раководители
شبی	вечер
شبی	нок
شبی	ноќ
شبی	night
خریدار	купувач
خریدار	купувачот
خریدار	купување
خریدار	купени
خریدار	купена
خریدار	купено
خریدار	купен
لوکارنو	локарно
نیچه	ниче
فنول	фенол
برگی	лист
نگارگری	крштевање
ترمز	закочи
ترمز	кочницата
ترمز	кочница
ترمز	кочи
ترمز	кочниците
ترمز	кочи
ترمز	кочници
ایستا	неподвижни
ایستا	статичен
پائول	пол
پائول	паул
پائول	павле
دالی	dali
دالی	доли
تورینگن	тирингија
کلانتر	шерифот
کلانتر	шериф
یهودا	јуда
یهودا	јуда
متروک	напуштено
متروک	напуштена
متروک	напуштени
ویتوریا	виторија
پنگوئن	пингвин
سیلیکون	силиконски
سیلیکون	силиконска
سیلیکون	силикон
سریانی	сириски
برخاسته	зголемено
برخاسته	воскресна
تیک	тик
ستوان	поручник
لمباردی	ломбардија
ثروتمندترین	најбогатиот
ثروتمندترین	најбогат
ادیسون	адисон
ادیسون	едисон
ادیسون	едисон
فرای	пржење
فرای	пржи
رودولف	рудолф
رودولف	рудолф
ایوب	работа
ایوب	работно
گودال	дупка
گودال	ров
گودال	ендек
چله	летната
برنزی	бронзена
برنزی	бронзен
برنزی	бронза
برنزی	бронзени
خلاق	продуктивен
خلاق	продуктивно
خلاق	продуктивни
خلاق	креативна
خلاق	креативен
خلاق	креативни
خلاق	креативно
انسداد	блокиран
مدلی	мешано
آشپزخانه	кујна
آنتالیا	анталија
کارمن	кармен
سیرا	сиера
جیبوتی	џибути
کیست	цисти
هوس	желба
دوما	думата
شکارچیان	ловците
شکارچیان	ловци
فرمی	ферми
کلاهک	кап
کلاهک	капа
کلاهک	товарот
کلاهک	товар
سفینه	брод
عناصری	елементи
سرکه	оцет
جانز	џонс
سکو	платформа
کود	ѓубриво
کود	ѓубриво
لوسیا	лусија
لوسیا	луција
عروسکی	кукла
اولیویرا	оливеира
پناهی	прибежиште
پناهی	засолниште
لاری	лери
لاری	larry
لاری	лари
آلمریا	алмерија
پافشاری	упорност
پافشاری	упорноста
پافشاری	инсистирање
پافشاری	инсистирањето
قطعیت	сигурност
قطعیت	неизвесност
قطعیت	несигурност
نهادی	институционална
نهادی	институционални
نهادی	институционално
نهادی	институционален
سرطانی	рак
سرطانی	канцер
گردشی	иселувањето
دیپلماسی	дипломатија
منبر	предаваше
عواقب	последици
عواقب	последиците
عواقب	последици
محتمل	веројатна
تیروئید	тироидната
کاردیف	кардиф
ژوزه	жозе
ژوزه	хозе
ژوزه	хосе
آدلاید	аделаида
فروسرخ	инфрацрвено
سنگفرش	тротоарот
سنگفرش	поплочување
هیمالیا	хималаите
هیمالیا	хималајска
سینگ	синг
بازاری	маркет
بازاری	пазар
دیون	дион
اورا	евра
اورا	ора
نگهبانی	стража
نگهبانی	гарда
نگهبانی	стражар
نگهبانی	чувар
تشنج	запленување
تشنج	одземање
تشنج	запленување
کوانتوم	квантна
عمدی	намерно
چرم	кожни
چرم	кожа
بیتلز	битлси
بیابد	пронаоѓа
جیک	џејк
مهد	лулка
اجساد	трупови
اجساد	тела
ریچاردسون	ричардсон
سبد	корпа
سبد	кош
سبد	кошница
نورون	неврон
نورون	невроните
هیون	хјун
هیون	рај
ساندویچ	сендвич
ساندویچ	сендвичи
مرشد	ментор
طلسم	амајлија
طلسم	шарм
طلسم	шармот
میگل	мигел
دانشگاههای	универзитети
عادلانه	фер
عادلانه	саем
عادلانه	панаѓур
بازگشته	вратен
بازگشته	вратени
روشنفکری	просветлување
روشنفکری	интелектуален
روشنفکری	интелектуалец
روشنفکری	интелектуална
روشنفکری	интелектуално
زکریا	захарија
زکریا	закарија
ارغوانی	виолетово
ارغوانی	розева
ارغوانی	виолетова
پارکینگ	паркинг
پارکینگ	паркирање
قنطورس	кентаур
خلوت	приватно
خلوت	приватен
خلوت	приватна
خلوت	приватни
خلوت	приватност
اپراتور	оператор
اشتیاق	копнежот
اشتیاق	копнеж
اشتیاق	страст
اشتیاق	ентузијазам
زحل	сатурн
تخلفات	навреда
سامورایی	самурај
سامورایی	самурајски
سامورایی	самураите
تون	тон
آنهالت	анхалт
ایزابل	изабел
ایزابل	изабел
ایزابل	изабел
ایزابل	изабела
رگ	вена
پرز	перез
ویلیس	вилис
نوترون	модератор
نوترون	неутрон
پلکان	скалите
پلکان	скали
پلکان	скалила
پلکان	скали
معایب	недостатоци
معایب	маани
معایب	мани
رسوبی	седиментна
نوآر	noir
لحظات	моменти
لحظات	мигови
سوربن	сорбона
خلأ	празнина
خلأ	вакум
خلأ	вакуум
سهمیه	квота
سهمیه	квоти
خیار	краставица
خیار	краставици
امت	емет
امت	заедница
لیزا	лиза
لیزا	лиса
گوشتی	месо
گوشتی	месо
صابر	сабја
پاکستانی	пакистански
پاکستانی	паки
قضات	судиите
قضات	судии
کاشته	подметнат
قاشق	лажички
قاشق	лажици
قاشق	лажица
رئوس	темиња
ریسمان	јажиња
جاویدان	бесмртни
جاویدان	бесмртна
جاویدان	бесмртни
جاویدان	бесмртен
دیکتاتور	диктатор
دیکتاتور	диктаторот
چاره	раствор
چاره	решение
اریش	ерих
اورانوس	уран
چن	чен
آمریکن	американска
آمریکن	американски
آمریکن	американец
طبی	канабис
طبی	канабисот
طبی	медицински
امشب	вечерва
امشب	ноќва
دایناسورها	диносауруси
بطلمیوس	птоломеј
توازن	рамнотежа
توازن	баланс
توازن	биланс
برادوی	бродвеј
ویس	вис
ویس	вајс
امیلیا	емилија
امیلیا	амелија
فنیل	фенил
کارنگی	карнеги
کنیسه	синагога
زبانها	јазици
کوردوبا	кордоба
کوردوبا	кордоба
تابوت	сандак
تابوت	ковчегот
تابوت	ковчег
نارضایتی	незадоволството
نارضایتی	незадоволство
نارضایتی	незадоволство
ترانس	транс
آرتمیس	артемида
پک	пек
پک	пак
تفسیری	коментари
عذاب	пропаст
عذاب	пропаста
عذاب	маки
نقاب	маска
رنگارنگ	шарената
رنگارنگ	шарено
رنگارنگ	шарени
اولیور	оливер
اولیور	oliver
انتساب	додели
انتساب	доделиме
دومینیک	доминик
فردریش	фридрих
حرمت	светоста
حرمت	светост
پروتئینی	протеини
پروتئینی	протеин
چانگ	ченг
الفبایی	алфабетски
سلتیک	селтик
صهیونیسم	ционизам
آلو	слива
آلو	сливи
آلو	алое
چیس	чејс
پلیمر	полимер
خلاء	вакум
خلاء	вакуум
پشتون	племиња
ثانوی	средно
ادواردو	едуардо
مارتن	мартин
کباب	скара
مای	mai
مای	маи
آیزاک	ајзак
آیزاک	ајзек
آیزاک	исак
تلف	троши
تلف	отпад
آلان	алан
آلان	алан
آلان	ален
اکسل	аксел
کجای	каде
کینه	непријателство
کینه	омраза
کینه	одмаздата
کینه	злоба
زیرگونه	подвид
نیمکره	хемисфера
ساکورا	сакура
تولوز	тулуз
رقصنده	танчери
رقصنده	танчер
یهودستیزی	антисемитизам
نش	неш
مکانهای	локации
اقسام	измачува
ماکسیمیلیان	максимилијан
اعترافات	признанија
اعترافات	исповед
سوزاندن	изгореница
سوزاندن	гори
سوزاندن	изгори
سوزاندن	изгорени
سوزاندن	гори
سوزاندن	снимање
سوزاندن	горење
مارمولک	гуштер
کنایه	сарказам
حمص	хумус
حمص	хомс
کلم	зелка
امگا	омега
پالرمو	палермо
زنانی	жени
زنانی	женски
زنانی	жените
خویشاوندی	роднински
دونده	тркач
ماکیان	живина
ماکیان	cygnus
ماکیان	cygni
متغیرها	променлива
متغیرها	променливи
متغیرها	променливата
متغیرها	променливи
خار	трње
غازی	гази
نبردناو	борбен
بغدادی	багдади
عبدالرحمان	абдулрахман
پیران	пиран
چینگ	чинг
جرالد	џералд
بخشش	милост
بخشش	простување
بخشش	прошка
بخشش	великодушност
بخشش	дарежливост
کاربردها	апликации
مبنا	базата
مبنا	база
فلوت	флејта
اتین	етиен
ادو	ado
ادو	едо
اتاقی	просторија
اتاقی	соба
مرزها	граници
شبنم	роса
بوهم	бохемија
گذرنامه	пасош
مکعبی	кубни
شهابی	метеор
شهابی	метеорски
موسیقیدان	музичар
هیوز	хјуз
تخیل	имагинацијата
تخیل	фантазија
تخیل	имагинација
تقلیل	намалување
تقلیل	редукција
تقلیل	намалена
تقلیل	намален
تقلیل	намалени
بشوند	послушни
دومینیکا	доминика
چیا	чиа
واژگانی	лексичка
ساماندهی	регулација
ساماندهی	регулаторна
ساماندهی	сметководството
دویل	дојл
بردگی	ропство
هنریک	хенрик
هنریک	хенрик
خراج	представници
اپوزیسیون	опозициски
اپوزیسیون	опозицијата
اپوزیسیون	противење
اپوزیسیون	опозиција
لاستیک	гумена
لاستیک	гумени
لاستیک	гума
لاستیک	гума
زنگی	црнец
تشخیصی	дијагностика
تشخیصی	дијагностички
گرفتگی	затемнување
گرفتگی	помрачување
دامپزشکی	ветеринар
دامپزشکی	ветеринарна
دامپزشکی	ветеринарни
دامپزشکی	ветеринар
مینگ	минг
سوئز	суец
پتی	ситни
پتی	ситна
پتی	пети
غیرمستقیم	индиректно
غیرمستقیم	индиректни
نامطلوب	непожелни
کرکس	мршојадец
بازدیدکنندگان	гледачи
بازدیدکنندگان	гледачите
صیاد	предатор
صیاد	грабливец
آلبر	алберт
آلبر	албер
دات	точка
گذشتن	усвојувањето
گذشتن	поминување
گذشتن	минување
کوهپایه	падини
مقصر	виновник
گوته	гете
ناخدا	капетанот
ناخدا	капетане
ناخدا	капетан
درخشندگی	отсјајот
درخشندگی	брилијантност
درخشندگی	сјај
مخلوطی	мешавината
مخلوطی	мешавина
مخلوطی	смеса
جوری	џори
سار	старлинг
ساید	сид
متان	метан
گرانادا	гренада
گرانادا	гранада
استثنا	исклучоци
استثنا	исклучок
آمین	амин
اصطکاک	триење
گامبیا	гамбија
هور	авр
سوماترا	суматра
درسدن	дрезден
کوزه	урнал
کوزه	урна
کوزه	тегла
کوزه	џар
کوزه	тегли
کوزه	стомни
فرابنفش	ултравиолетови
دوزخ	пеколот
دوزخ	пекол
دوزخ	пеколот
دوزخ	пекол
دروغین	лажна
دروغین	неточно
دروغین	лажен
گالیله	галилео
الکسی	алексеј
هاو	huo
هاو	hao
هاو	хау
مارتینز	мартинез
پروفایل	профил
پروفایل	профилот
تسریع	забрзување
شربت	џус
شربت	сок
شربت	сируп
الوار	греди
الوار	штица
الوار	даска
ولوو	волво
ولوو	volvo
سیگما	сигма
برک	берк
برک	бурк
تاثیری	одразува
دلم	страст
آبجو	пиво
مات	мат
مات	мот
مات	мат
کارآفرینی	претприемништвото
کارآفرینی	претприемништво
بطری	шишиња
بطری	шише
بطری	шишенце
کلئوپاترا	клеопатра
ذغال	јаглен
شاپرک	молец
اورتن	ортон
مفعول	предмет
مفعول	објект
مفعول	дното
مفعول	долен
مفعول	дно
کرمی	црв
کربوکسیلیک	карбоксилна
اروین	ервин
اروین	ирвин
ضربان	пулсот
ضربان	пулс
آیینه	огледалце
آیینه	огледало
خودت	себе
خودت	себеси
خودت	самиот
کفر	богохулење
کفر	неверство
کفر	негирање
کفر	одрекување
مالکی	малики
حلزون	полжав
حلزون	школки
دانوب	дунав
دانوب	donau
فاسد	корумпирани
فاسد	корумпирано
فاسد	корумпирана
فاسد	корумпиран
فاسد	скапано
فاسد	расипани
فاسد	скапани
فاسد	расипано
ابرها	облаци
نویسه	карактер
نویسه	лик
نویسه	знак
نویسه	ликови
نویسه	карактери
نویسه	знаци
نایل	најл
چسب	самолепливи
چسب	лепило
چسب	лепило
چسب	лепак
سیلویا	силвија
سیلویا	силвија
شناختن	распознавање
شناختن	идентификување
ژاندارمری	жандармеријата
اویلر	ојлер
تعویق	одложи
سرسخت	инат
سرسخت	тврдоглава
سرسخت	тврдоглав
لفظی	буквален
لفظی	буквално
کلینیک	клиника
کلینیک	clinic
پیشگویی	пророштво
پیشگویی	пророштвото
قولی	вети
قولی	ветување
مردانی	мажи
مردانی	мажите
مردانی	луѓе
مردانی	машки
سیکورسکی	сикорски
سیکورسکی	sikorsky
آریل	ариел
لینچ	линч
پیشنهادهای	предлози
پیشنهادهای	сугестии
پیشنهادهای	предлози
شیرهای	лавовите
شیرهای	лавови
حداد	хадад
ترامپ	трамп
فارنهایت	фаренхајтови
خردمند	интелигентен
خردمند	интелегентни
خردمند	интелегентен
خردمند	интелигентни
خردمند	интелигентна
خردمند	мудар
خردمند	мудри
خردمند	мудро
خردمند	мудра
اژه	егејска
اژه	егејот
تاسف	кае
تاسف	каење
تاسف	жалење
معاینه	испит
یادمان	споменик
هرمس	хермес
هضم	варење
هضم	варењето
هضم	дигестивна
هضم	свари
شالکه	шалке
جنگها	војни
پالایه	филтер
سوت	свирка
سوت	свирче
سوت	свиркање
جامه	завиткан
جامه	завиткана
جامه	завиткани
جامه	постелнината
بسی	беси
آنتیگوا	антигва
استیونز	стивенс
مگی	маги
مگی	меги
آمپر	ампер
غیرطبیعی	неприродно
ارتکاب	вршење
میگوید	вели
میگوید	кажува
آروشا	аруша
همراهان	придружба
همراهان	придружници
همراهان	сопатници
خاویر	ксавиер
کابوس	кошмар
مازاد	вишок
مازاد	вишокот
مازاد	вишок
ورشکستگی	банкрот
ورشکستگی	банкрот
لیام	лиам
لیام	лијам
سیری	siri
داکوتا	дакота
فاکتورهای	фактури
آرمانی	армани
کپلر	кеплер
فواید	благосостојба
فواید	добросостојбата
فواید	придобивки
فواید	бенефиции
فواید	поволности
فواید	придобивките
جلیلی	џалили
دوردست	далечното
دوردست	далечен
دوردست	далечна
دوردست	далечни
دهها	десетици
دهها	десетина
دهها	десетици
دنور	денвер
تجلی	водици
تجلی	богојавление
رودها	потоци
رودها	реки
رودها	риверс
رودها	реките
کامپایل	состават
کامپایل	состави
کامپایل	компилација
آمینو	амино
شال	шал
شال	марама
روت	рут
خوشی	радост
خوشی	среќа
مورچه	мравка
مورچه	мравки
ستوده	пофали
کاکس	кокс
چستر	честер
چستر	кире
ناز	слатка
ناز	сладок
ناز	слатко
ناز	блаженство
باغچه	градината
باغچه	градина
جوانه	никулци
فاینال	final
فاینال	финална
فاینال	конечен
فاینال	конечна
الکساندرا	александра
میسون	мејсон
هیدرولیک	хидраулика
هیدرولیک	хидраулика
سفالی	грнчарија
افزونه	наставка
افزونه	продолжение
افزونه	продолжување
همگرایی	приближување
همگرایی	конвергенција
رژه	парада
ساندرا	сандра
اخیرا	неодамна
زهر	отров
زهر	отров
زهر	отровно
زهر	отровен
روبین	робин
روبین	робин
چارلتون	чарлтон
اکتشافات	експлоатација
اکتشافات	откритијата
اکتشافات	откритија
آوا	ева
چان	чан
چان	чен
شقایق	бобинки
شقایق	длабочини
تمسخر	потсмев
تمسخر	исмејуваат
تمسخر	исмејувањето
تمسخر	потсмев
موز	банана
موز	банани
اندوه	жалост
اندوه	тагата
اندوه	страдање
اندوه	мака
اندوه	тагата
اندوه	тага
آیندهوون	ајндховен
رونالدو	роналдо
آکوستیک	акустична
هنرمندی	уметнички
هنرمندی	уметничко
هنرمندی	изведувач
هنرمندی	уметник
نیمروز	пладне
نیمروز	пладне
چوپان	пастирот
چوپان	овчар
چوپان	овчарот
چوپان	шепард
چوپان	пастир
بالستیک	балистички
بالستیک	балистика
نابینا	слепо
نابینا	слеп
نابینا	слепа
نابینا	слепи
فریبا	шармантна
فریبا	шармантно
فریبا	шармантен
سیستماتیک	систематски
سیستماتیک	систематско
لورکوزن	леверкузен
آماتور	аматерски
آماتور	аматер
آماتور	аматерска
فوراً	веднаш
فوراً	одма
توالت	тоалет
توالت	wc
توالت	тоалетна
توالت	тоалетот
توالت	тоалети
آنجلو	анџело
آرین	аријан
تورنمنت	турнир
هیچکس	никој
دادرسی	судење
لاهور	лахор
کوریتیبا	куритиба
اتاقک	колибата
اتاقک	колиба
اتاقک	кабина
اتاقک	куќарка
توکوگاوا	токугава
مکالمه	разговор
مکالمه	конверзација
کیس	случај
کیس	кејс
کهکشانی	галактичко
جرارد	жерард
دف	daf
دف	деф
مسموم	отруена
مسموم	отровно
مسموم	отруен
مسموم	отров
مسموم	отровно
مسموم	отровен
ماین	главни
ماین	главен
ماین	главна
ماین	главното
ماین	мејн
کارزار	борба
کارزار	битка
هلیم	хелиум
خریداران	купувачи
اهانت	потценување
اهانت	презир
همخوان	рефрен
همخوان	согласка
امپریالیسم	империјализам
اسلاوی	словенскиот
اسلاوی	словенски
میهنی	патриотски
میهنی	патриотска
کلینت	клинт
بوروندی	бурунди
آندریا	андреја
آندریا	андреа
دوون	девон
شارون	шерон
شارون	карон
نیوپورت	њупорт
تونگا	тонга
خورخه	хорхе
اندروز	ендрус
پالمر	палмер
هپاتیت	хепатитис
هپاتیت	хепатит
مناسک	ритуали
مناسک	обреди
تظاهر	преправање
پلاس	плус
امانت	понуди
امانت	понудија
امانت	понуден
امانت	понудено
امانت	понудени
امانت	понудена
امانت	интегритет
گومز	гомез
گومز	гомез
ورماخت	вермахтот
نوئل	ноел
حاصلخیز	плодна
حاصلخیز	плодно
عطا	ата
عطا	ata
سنترال	централно
سنترال	централен
سنترال	централа
سنترال	централна
هایک	хејке
هایک	хајек
وینستون	винстон
هوکایدو	хокаидо
تانگ	танг
خالدار	забележана
خالدار	забележани
خالدار	шарен
ساکت	тишина
ساکت	тивки
ساکت	тивко
ساکت	тивок
کلمنت	климент
کلوب	клуб
طرحهای	дизајни
ملیتی	националност
تشریفاتی	церемонијална
دلا	дела
صباح	сабах
فشنگ	чаури
فشنگ	касети
فشنگ	куршум
روانکاوی	психоанализа
هلنا	елена
هلنا	хелена
افعال	глаголи
افشا	изложи
افشا	изложување
افشا	разоткривање
ادوبی	adobe
شایعات	гласини
شری	шери
شری	чери
شری	шери
جویس	џојс
آلباتروس	албатрос
انسولین	инсулин
گوری	гури
شاعرانه	поетски
شاعرانه	поетска
مؤمن	верување
مؤمن	верувајќи
مؤمن	верен
مؤمن	верници
مؤمن	верниците
مؤمن	верна
مؤمن	верни
مؤمن	верник
آستون	астон
ماندگاری	остварлива
ماندگاری	остварливо
ماندگاری	упорност
ماندگاری	упорноста
یاکوب	јакоб
یاکوب	jacob
یاکوب	јакоб
یاکوب	џејкоб
ویتوریو	виторио
مدیسون	медисон
جاوااسکریپت	javascript
شیروانی	таван
شیروانی	таванот
فای	феј
بلفاست	белфаст
بافر	тампон
قیچی	ножиците
قیچی	ножици
چاقی	дебелина
چاقی	дебелината
چاقی	дебела
چاقی	дебели
چاقی	масти
چاقی	сало
چاقی	дебел
بازو	оружје
بازو	арм
پرنسس	принцезата
پرنسس	принцеза
لایق	заслужува
لایق	достојни
لایق	достојна
لایق	достоен
لایق	способно
لایق	способен
لایق	способни
لایق	способна
فالتس	пфалц
لکی	леки
اشتراکی	колективни
اشتراکی	колектив
اشتراکی	колективна
اشتراکی	колективно
اشتراکی	колективен
پارت	дел
مانور	manor
تیمهای	екипи
تیمهای	тимови
درنگ	двоумење
درنگ	останаа
درنگ	останале
درنگ	останав
درنگ	остана
درنگ	останал
نابرابری	нееднаквост
نابرابری	нееднаквоста
دندانپزشکی	стоматологија
بول	бик
بول	бул
ورژن	издание
بافتی	ткиво
لوبیا	грав
لوبیا	бин
رضی	рази
جنی	џени
هادسون	хадсон
کوبه	коби
نزدیکتر	поблиски
نزدیکتر	поблиску
وارونه	превртен
حواس	сетилата
حواس	сетила
پیغمبر	пророк
اسرارآمیز	таинствена
اسرارآمیز	мистериозна
اسرارآمیز	мистериозно
اسرارآمیز	мистериозен
اسرارآمیز	мистичен
اسرارآمیز	окултизам
استفانی	стефани
گزارشگر	известувач
گزارشگر	новинар
گزارشگر	репортер
مریل	мерил
النور	еленор
النور	елеонор
درخور	соодветни
درخور	соодветна
درخور	соодветен
درخور	соодветно
سوییس	швајцарија
فانوس	фенер
کریستوف	кристоф
کریستوف	кристоф
دفترچه	тетратка
دفترچه	бележник
متهمان	обвинетите
متهمان	обвинети
ایگل	орел
سانتو	санто
ویر	интимни
ویر	weir
مافوق	супериорна
مافوق	супериорен
سدها	резервоарите
سدها	резервоари
لنگر	сидро
خطری	опасност
آنست	најавува
سوختگی	изгореници
سوختگی	барнс
سوختگی	изгореница
سوختگی	гори
سوختگی	изгори
مالاگا	малага
مالاگا	малага
سورن	сорен
یورگن	јирген
یورگن	јурген
برایتون	брајтон
سانی	сани
سانی	сончево
سانی	сончев
سانی	сончеви
معطر	зачинето
معطر	зачинета
القایی	индукција
رینولدز	рејнолдс
رونی	рони
ارم	iram
لیبرتی	либерти
لیبرتی	слобода
فریمن	фримен
باواریا	баварската
باواریا	баварија
برنجی	дувачки
برنجی	брас
برنجی	ориз
برنجی	рајс
اربیل	ербил
دالان	комората
دالان	комора
دالان	одаја
دالان	коридор
دالان	ходник
دالان	коридорот
قاعدگی	менструален
قاعدگی	менструација
اباد	абад
پوزش	молби
پوزش	оправдувања
پوزش	изговори
ماکائو	макао
ارزی	резерви
ارزی	резервисти
منزوی	изолирана
منزوی	изолирано
منزوی	изолирани
منزوی	изолиран
پورتلند	портланд
مثانه	меур
ادا	глумење
ادا	ада
ماریون	мерион
ماریون	марион
آمبرلا	чадор
آگوستین	августин
اقلیدسی	евклидов
زاغه	гето
مشروع	нелегитимен
مشروع	легитимна
مشروع	легитимни
مشروع	легитимно
مشروع	легитимен
مشروع	законско
چاق	дебела
چاق	дебели
چاق	масти
چاق	сало
چاق	дебел
فضیلت	доблест
فضیلت	доблести
گروس	грос
گروس	одвратно
گروس	бруто
نمادها	симболи
شارپ	остро
شارپ	шарп
شارپ	остра
شارپ	остар
شارپ	остри
پیترو	пјетро
پاناسونیک	панасоник
هرمی	пирамида
مستثنی	исклучен
مستثنی	исклучени
مستثنی	исклучена
مستثنی	исклучено
تورهای	тури
تورهای	екскурзии
آگوستوس	августус
شاهکارهای	подвизи
سیشل	сејшелите
کای	каи
آرزوهای	оптимист
آرزوهای	оптимистички
آرزوهای	оптимисти
آرزوهای	очекувањата
آرزوهای	очекувања
مخروط	конус
لم	лема
رالی	рели
رالی	собир
رالی	митинг
کونگ	конг
آهوی	срна
آهوی	елен
آهوی	елени
کاکتوس	кактуси
چرچیل	черчил
سوان	лебед
سوان	свон
بندپایان	членконоги
بویز	boyz
متافیزیک	метафизика
تذکره	биографија
پرهای	пердуви
ایدا	ида
ایدا	ада
کلیر	клер
کراولی	краули
تیری	тиери
جسارت	претпоставка
معصومی	беспрекорно
معصومی	безгрешно
مسن	постари
شرحی	објаснувачки
ناپایدار	нестабилни
ناپایدار	нестабилно
ناپایدار	нестабилна
ناپایدار	нестабилен
ناپایدار	нестабилниот
میراندا	миранда
کنسرسیوم	конзорциум
نخود	леблебија
نخود	грашок
اسکلتی	скелетни
زنگبار	занзибар
گوران	goran
گوران	горан
مهمانان	гости
باکتریایی	бактериска
باکتریایی	бактериски
ژنراتور	генератор
ریانا	ријана
کوله	ранец
کوله	ранецот
روسها	руси
روسها	русите
سای	саи
سای	пси
سمپدوریا	сампдорија
موریکونه	мориконе
ساکس	вреќите
ساکس	вреќи
ساکس	сокс
لونا	луна
فروشندگان	трговци
فروشندگان	продавачи
فروشندگان	дилери
فروشندگان	продавачи
سامرا	замора
هوارد	хауард
هوارد	ховард
توافقی	прилагодлива
توافقی	колаборативен
لوآر	лоара
لبخند	насмевка
لبخند	насмевки
جوخه	одред
جوخه	вод
ممنوعه	забрането
ممنوعه	забранета
ممنوعه	забранети
یکا	единица
فیلی	филаделфија
فیلی	фили
فیلی	слон
استراسبورگ	стразбур
استفراغ	повраќа
استفراغ	повраќање
نوسانات	флуктуации
لئوپولد	леополд
کولین	колин
جنگلهای	шуми
سیلیس	силикат
سعود	сауд
فریتس	фриц
یوحنا	јован
یوحنا	џон
کنسرواتوار	конзерваториумот
بیضوی	елиптична
سیلوستر	силвестер
مایورکا	мајорка
مایورکا	мајорка
خاردار	бодликава
اجتماعات	заедници
کلمبوس	колумбус
کلمبوس	колумбо
رکس	рекс
عبوری	транзитна
عبوری	транзит
دردناک	болно
دردناک	болни
دردناک	болна
همسان	идентични
همسان	идентичен
گجرات	гуџарат
ناخودآگاه	потсвест
ناخودآگاه	несвесно
ناخودآگاه	несвест
لسلی	лесли
لسلی	лезли
تالین	талин
والری	валери
خونه	дом
خونه	дома
خونه	домот
خونه	home
مثلثاتی	тригонометриски
بیوه	вдовици
بیوه	вдовица
عدن	аден
عدن	идн
عدن	eden
یوم	уме
یوم	yum
