бюрото	பீரோ
канадска	கனேடிய
случайни	குறிப்பிலா
случайни	நிலையில்லாத
случайни	ஒழுங்கற்ற
случайни	சீரற்ற
рада	ராதா
рада	ராதை
седмично	வாராந்திர
седмично	வாரத்திற்கு
седмично	வாரந்தோறும்
доживотен	ஆயுட்காலம்
доживотен	வாழ்நாள்
възход	உயரும்
възход	எழுச்சி
възход	உயர்வு
язовири	dams
язовири	அணைகள்
достойнство	கண்ணியம்
достойнство	கண்ணியத்தை
деймън	டாமன்
наоколо	சுற்றிப்
наоколо	சுற்றி
заловени	கைப்பற்றிய
заловени	கைப்பற்றி
фест	விழாவுக்கு
слонове	யானை
слонове	யானைகள்
пърси	பெர்சி
проба	மாதிரி
нощи	இரவுகள்
амазонка	amazon
амазонка	அமேசான்
злоупотреба	கையாடல்
злоупотреба	முறைகேடான
злоупотреба	முறைகேடு
злоупотреба	வன்கொடுமை
терминал	முனையம்
ограничение	limitation
ограничение	எல்லை
ограничение	வரம்பு
включващо	இடம்பெறும்
конници	ரைடர்ஸ்
грешно	தவறாக
грешно	தப்பு
грешно	தவறு
грешно	தவறான
навлизане	நுழைவு
навлизане	உள்ளீடு
романтичен	காதல்
ска	ska
тибетски	திபெத்திய
торо	டோரோ
торо	தூரோ
изброени	பட்டியலிடப்பட்டுள்ள
стопанства	ஹோல்டிங்ஸ்
подслон	தங்குமிடம்
зора	விடியல்
националисти	தேசியவாதிகள்
националисти	தேசியவாத
бали	பாலி
круз	க்ரூஸ்
херакъл	heracles
стрели	அம்புகள்
бедността	வறுமை
бедността	ஏழ்மை
кратера	கிண்ணக்குழி
корейски	கொரிய
корейски	கொரியன்
лутер	லூதர்
очертава	outlines
константа	மாறிலி
забранен	தடுக்கப்பட்டு
забранен	தடை
дим	டிம்
дим	புகை
показан	காட்டப்படும்
показан	காட்டப்பட்டது
олово	ஈயம்
олово	லீட்
заплати	சம்பளம்
заплати	கூலியை
очакване	எதிர்பார்ப்பும்
заключение	முடிவு
заключение	conclusion
рамон	ரமோன்
албер	ஆல்பர்ட்
албер	அல்பர்ட்
аматьорски	அமெச்சூர்
пакети	தொகுப்புகள்
пакети	பொட்டலங்கள்
романтична	காதல்
уорън	வாரன்
французи	பிரெஞ்சு
теорема	தேற்றம்
монтирана	பொருத்தி
монтирана	பொருத்தப்பட்ட
батист	பாப்டிஸ்ட்
кембъл	காம்ப்பெல்
нерви	நரம்புகள்
нерви	நரம்பு
почитатели	ரசிகர்கள்
стратегията	வியூகம்
стратегията	உத்தி
блу	நீலம்
блу	நீல
плочки	ஓடு
плочки	டைல்
плочки	ஓடுகள்
плочки	abs
богатства	செல்வமும்
долар	டாலர்
тероризъм	தீவிரவாதம்
тероризъм	பயங்கரவாதம்
утрехт	utrecht
кристал	கிரிஸ்டல்
положителна	நல்லது
положителна	நேர்மறை
положителна	நேர்
азбучен	அகரவரிசை
фрайбург	freiburg
пратеник	messenger
гъба	பஞ்சு
гъба	காளான்
хелън	ஹெலன்
клони	கிளைகள்
публичен	பொதுவானது
публичен	பொதுவான
публичен	பொது
дестинация	இலக்கு
дестинация	சேருமிடம்
дестинация	சேரும்
любим	பிடித்தமான
любим	பிடித்தமான
любим	பிடித்த
любим	பிடித்தது
любим	காதலர்
любим	காதலன்
вторично	இரண்டாம்
вторично	இரண்டாவது
хеликоптер	ஹெலிகாப்டர்
хеликоптер	சாப்பர்
поканени	அழைக்கப்பட்டார்கள்
поканени	அழைக்கப்பட்டது
поканени	அழைக்கப்பட்டார்
поканени	அழைக்கப்பட்டனர்
скокове	தாவல்கள்
скокове	குதிக்கும்
дубай	துபாய்
минни	சுரங்க
минни	சுரங்கம்
странни	வித்தியாசமான
странни	விசித்திரமான
зайци	முயல்கள்
астронавтите	விண்கலத்தில்
намалена	குறைத்தது
касандра	கசாண்ட்ரா
правосъдие	நியாயம்
правосъдие	நீதி
италианско	இத்தாலிய
италианско	இத்தாலியன்
вярна	நம்பிக்கை
вярна	நம்பிக்கையாக
вярна	ஈமான்
фашизма	பாசிசம்
скелет	எலும்புக்கூடு
сърдечен	இதய
престъпници	குற்றவாளிகள்
нервни	நரம்பு
нервни	நரம்புத்
нервни	நரம்பியல்
информира	தெரிவியுங்கள்
селскостопанска	விவசாய
линдзи	லின்ட்சே
разрушаване	தகர்ப்பு
разрушаване	அழிவு
масов	நிறை
масов	mass
масов	மாஸ்
взвод	ஸ்குவாட்
алуминий	அலுமினியம்
китове	திமிங்கலங்கள்
китове	திமிங்கலம்
премия	போனஸ்
премия	பிரீமியம்
балтимор	பால்டிமோர்
наказан	அடித்தளமாக
принудително	நிமிர்ந்து
принудително	கட்டாயக்
шарка	தட்டம்மை
шарка	pox
портата	வாயில்
портата	கேட்
патент	காப்புரிமை
кливланд	கிளீவ்லன்ட்
асоциации	கூட்டு
крисчън	கிறிஸ்துவ
крисчън	கிறித்தவர்
кюри	கியூரி
лок	லோக்
лок	loc
нюфаундленд	நியூஃபவுன்லாந்து
виновен	குற்ற
виновен	குற்றம்
виновен	குற்றவாளிகள்
виновен	குற்றவாளி
емоционално	உணர்ச்சி
емоционално	உணர்வுபூர்வமாக
мехур	குமிழி
мехур	சிறுநீர்ப்பை
капитализма	முதலாளித்துவம்
ниша	நிஷா
писмен	எழுதப்பட்ட
писмен	எழுதப்பட்டது
писмен	எழுதிய
отрицателно	எதிர்மறை
отрицателно	கெட்டது
монографии	monographs
диксън	டிக்சன்
променлив	மாறி
променлив	மாறிகள்
готически	கோதிக்
астрономията	வானியல்
смели	அரை
смели	தைரியமாக
смели	அஞ்சா
смели	தடிமன்
смели	தடித்த
безкрайно	எல்லையற்ற
безкрайно	முடிவில்லாத
безкрайно	முடிவில்லா
прехвърляне	பரிமாற்றம்
прехвърляне	இடமாற்றம்
дрейк	டிரேக்
дюк	டியூக்
съюзническите	நேச
галактиката	கேலக்ஸி
галактиката	பிரபஞ்சம்
шоколад	சாக்கலேட்
шоколад	சாக்லெட்
шоколад	சாக்லேட்
франка	பிராங்குகள்
фигурата	figure
клаудио	கிளாடியோ
глагол	வினைச்சொல்
отваряне	திறந்திருக்கும்
отваряне	திற
отваряне	திறக்கவும்
отваряне	திறக்க
отваряне	திறந்த
отваряне	திறந்துள்ளது
отваряне	திறக்கப்படுகிறது
отваряне	திறக்கும்
отваряне	திறப்பு
уинстън	வின்ஸ்டன்
лектор	விரிவுரையாளர்
къртис	கர்டிஸ்
функционалност	ஜாதக
мол	மால்
мол	mol
неофициално	அதிகாரப்பூர்வமற்ற
журналистка	பத்திரிகையாளர்
журналистка	நிருபர்
журналистка	பத்திரிக்கையாளர்
журналистка	பத்திரிகையாளர்கள்
материално	பொருள்
строг	கண்டிப்பு
строг	கண்டிப்பான
книжка	உரிமம்
почести	சோதிக்கும்
локално	உள்நாட்டில்
локално	உள்ளார்ந்த
локално	வட்டார
локално	உள்ளூர்
локално	உள்
даун	விடியல்
флеминг	ஃபிளெமிங்
мъдрост	ஞானம்
мъдрост	ஞானத்தை
лвов	லிவீவ்
дай	கொடுங்கள்
дай	கொடு
дай	கொடுப்பான்
дай	கொடுக்க
вълните	அலைகள்
вълните	அலை
продължил	தொடர்கிறது
продължил	தொடர்ந்தது
заето	busy
крос	குறுக்கு
крос	கிராஸ்
крос	சிலுவை
инсталация	நிறுவல்
инсталация	நிறுவுதல்
тед	டெட்
устойчиво	sustainable
спорно	சர்ச்சைக்குரிய
остатък	எச்சம்
ателие	ஸ்டுடியோ
ателие	ஸ்டூடியோ
електрическо	மின்னியல்
електрическо	மின்சார
електрическо	மின்
електрическо	மின்சார
незначителни	negligible
незначителни	சிறு
незначителни	மைனர்
кралете	அரசர்கள்
кралете	கிங்ஸ்
принсипи	பிரின்சிப்பி
проводник	கடத்தி
проводник	நடத்துனர்
оцветени	நிறமுள்ள
пишете	எழுத
пишете	எழுது
пишете	எழுதவும்
тихо	அமைதியான
тихо	மௌனமாக
изтичане	கசிவு
заек	ஹரே
заек	முயல்
гума	குமிழிகள்
гума	ரப்பர்
гума	டயர்
гума	டயர்
пластове	அடுக்குகள்
отрова	விஷத்தை
отрова	நஞ்சு
отрова	விஷம்
легло	படுக்கையில்
легло	படுக்கை
легло	கட்டில்
омраза	வெறுப்பை
омраза	வெறுப்பு
омраза	வெறுப்பு
омраза	வெறுக்கிறேன்
хвърляне	தூக்கி
хвърляне	பிட்ச்
яни	ஜானி
топла	வெதுவெதுப்பான
топла	பூசி
тимур	தைமூர்
диаграма	வரைப்படம்
диаграма	வரைபடம்
диаграма	விளக்கப்படம்
бърнард	பெர்னார்ட்
стела	ஸ்டெல்லா
клубовете	பட்டகம்
чувствителни	முக்கியமானவை
чувствителни	உணர்வுள்ள
пътешествия	பயணங்களில்
пътешествия	பயனம்
пътешествия	பயணம்
пътешествия	பயண
забележителна	குறிப்பிடத்தக்கது
андите	andes
любимци	பிடித்தவை
любимци	பிடித்தவர்கள்
любимци	விருப்பங்கள்
пласт	அடுக்கு
обърнат	தலைகீழ்
директна	டைரக்ட்
директна	நேரடி
бедност	வறுமை
бедност	ஏழ்மை
вика	அழைக்கிறோம்
вика	அழைக்கிறது
вика	அழைத்தல்
ереван	யெரெவான்
дала	கொடுத்தார்
дала	கொடுத்தோம்
пенсия	ஓய்வூதியம்
спорна	சர்ச்சைக்குரிய
морисън	மோரிசன்
хенрик	ஹென்ரிக்
мелница	மில்
сделки	பரிமாற்றம்
сделки	பரிவர்த்தனை
сделки	பரிமாற்றங்கள்
сделки	ஒப்பந்தங்கள்
скрито	மறைத்த
скрито	மறைந்த
скрито	மறைக்கப்பட்ட
скрито	மறைந்துள்ள
скрито	மறைக்கப்பட்டது
скрито	மறைந்து
потомство	சந்ததி
смесване	கலப்பு
смесване	அரைத்து
аналогия	ஒப்புமை
горещи	ஹாட்
горещи	சூடு
горещи	சூடாக
горещи	சூடான
ракия	பிராந்தி
интервали	இடைவெளிகள்
черепа	மண்டை
цитат	மேற்கோள்
закрила	பாதுகாப்பு
закрила	பாதுகாவலர்
увеличен	அதிகரித்துள்ளது
увеличен	அதிகரித்தது
пик	சிகரம்
ара	ஐவண்ணக்கிளி
гигант	பிரமாண்ட
сабина	சபீனா
функциониране	செயல்பாடு
функциониране	செயல்
функциониране	செயல்
функциониране	இயக்கம்
функциониране	செயல்பாடு
стийв	ஸ்டீவ்
сали	சாலி
токелау	டோக்கெலாவ்
график	திட்டமிடுதல்
график	அட்டவணை
дарение	நன்கொடை
дарение	நன்கொடைகளை
дарение	நன்கொடைகள்
издадено	வெளியிட்டார்
лозана	லோசான்
пирамиди	பிரமிட்
пирамиди	பிரமிடுகள்
брук	புரூக்
брук	புரூக்
грях	பாவம்
грях	பாவத்தை
безопасно	பாதுகாப்பான
безопасно	பாதுகாப்பாக
безопасно	பாதுகாப்பானது
безопасно	பத்திரமாக
безопасно	பாதுகாப்பு
гагарин	ககாரின்
тича	ஓட்டங்கள்
тича	ரன்கள்
одисей	ஒடிஸி
траш	திராசு
биологията	உயிரியல்
царства	பேரரசுகள்
клана	குலம்
джули	ஜூலி
джули	ஜூலி
флойд	ஃபிலாய்ட்
малкълм	மால்கம்
малкълм	malcolm
интериор	உட்புற
интериор	நுட்பமான
интериор	உள்துறை
младо	இளமையான
младо	இளம்
младо	இளமையாக
ферментация	நொதித்தல்
стока	commodity
диабет	நீரிழிவு
индустриална	தொழிற்சாலை
индустриална	தொழில்துறை
императрицата	பேரழகி
дребно	சில்லறை
кристи	கிறிஸ்டி
кристи	கிரிஸ்டி
кристи	கிறிஸ்டி
бунтовници	கலவரக்காரர்கள்
психиатрия	psychiatry
милтън	மில்டன்
резервен	உதிரி
монография	monograph
