το	на
ναουρού	науру
ταμεία	средства
ταμεία	фондови
σύμπτωμα	симптом
φυσαρμόνικα	хармоника
αγοράζει	купува
καρτ	количка
καρτ	количката
καπνό	чад
καπνό	пуши
καπνό	дим
καπνό	димче
καπνό	тутунски
καπνό	тутун
πεζών	пешачки
πεζών	пешак
πεζών	пешаци
πανοπλία	оклоп
πανοπλία	оклоп
εξαγωγής	извоз
εξαγωγής	изнесување
σκοποί	стражари
ζήτα	прашајте
ζήτα	прашај
ζήτα	зета
υποβολή	поднесе
υποβολή	достават
υποβολή	пријава
υποβολή	поднесување
επικάλυψη	преклопување
επικάλυψη	прекривање
κυκλικά	испукување
κυκλικά	циклични
κυκλικά	кружни
κυκλικά	кружен
μπάντες	бендови
ζωνών	зони
ωρίωνα	орион
παρήχθησαν	произведена
παρήχθησαν	произведени
παρήχθησαν	произведено
τζούλιαν	џулиан
τζούλιαν	џулијан
κοινωνιών	друштва
κοινωνιών	општества
κοινωνιών	општествата
νίξον	никсон
κάιζερ	кајзер
απόβλητα	отпад
τρέλα	луд
τρέλα	лудите
τρέλα	луда
τρέλα	луди
τρέλα	лудо
τρέλα	лудилото
τρέλα	лудило
υπηρέτης	слуга
περλ	бисер
περλ	перл
σάρλοτ	шарлот
σάρλοτ	шарлота
αξιόπιστα	веродостоен
αξιόπιστα	сигурни
αξιόπιστα	стабилен
αξιόπιστα	стабилна
ιδεολογική	идеолошка
ιδεολογική	идеолошки
ρόμαν	римска
ρόμαν	римски
ρόμαν	римјанин
ρόμαν	роман
ρόμαν	римско
διέγερση	стимулација
διέγερση	агитација
χάντσον	хадсон
πολλαπλασιασμού	множење
θνησιμότητας	смртност
θνησιμότητας	смртноста
καταδικάζει	осудува
καταδικάζει	осуди
καταδικάζει	осудуваат
περιφέρονται	талкаат
περιφέρονται	талка
μάσκες	маски
ντακ	паторот
ντακ	патка
ντακ	патор
κατάρτισης	обука
κατάρτισης	тренинг
τροποποιηθεί	изменето
τροποποιηθεί	изменетиот
τροποποιηθεί	изменет
μεσόγειος	медитерански
μεσόγειος	медитеранска
θήραμα	плен
αγωγός	гасовод
αγωγός	гасоводот
αγωγός	нафтовод
αγωγός	диригент
πολυμερή	мултилатералните
πολυμερή	полимери
τυδώρ	тудор
επιτόπου	внатрешно
τζόελ	џоел
ευαίσθητη	чувствителен
ευαίσθητη	осетливо
ευαίσθητη	чувствителни
ευαίσθητη	осетлив
ευαίσθητη	осетлива
υποψία	осомничени
υποψία	сомневање
ροδόπη	родопските
ματίας	матијас
προχωρημένη	напредни
προχωρημένη	напредно
προχωρημένη	напредна
προχωρημένη	напреден
παπάς	свештеник
παπάς	свештеникот
γουλφ	вулф
γουλφ	волф
γουλφ	волк
δημοσκοπήσεις	анкети
δημοσκοπήσεις	анкетите
προτεραιότητας	приоритетни
προτεραιότητας	приоритет
κωδικούς	шифри
κωδικούς	кодови
κωδικούς	лозинки
ταξιδεύοντας	патуваат
ταξιδεύοντας	патувајќи
ταξιδεύοντας	патување
ταξιδεύοντας	патувачки
ταξιδεύοντας	патувања
ταξιδεύοντας	патува
τέχνασμα	трик
τέχνασμα	русе
θύρες	пристаништа
θύρες	врати
δολοφονήθηκαν	убиена
δολοφονήθηκαν	убиени
δολοφονήθηκαν	убивани
δολοφονήθηκαν	убиен
τοποθετημένη	позиционирани
πληρωμής	исплата
πληρωμής	плаќање
ευνοϊκές	поволни
ευνοϊκές	поволно
ευνοϊκές	поволна
ευνοϊκές	поволен
ειρωνεία	иронично
ειρωνεία	иронија
υπερασπίζεται	брани
ενρίκο	енрико
ενημερωτικό	информативна
ενημερωτικό	информативен
ενημερωτικό	информативно
προτείνοντας	предлагајќи
προτείνοντας	предлага
προτείνοντας	предлагање
λίνα	лена
λίνα	лина
εμμ	ебр
κάρα	кара
κάρα	кара
τζάστιν	џастин
πένταθλο	петобој
ζεστά	грее
ζεστά	топло
ζεστά	топли
ζεστά	топол
ζεστά	топла
προφητεία	пророштво
προφητεία	пророштвото
γρίπης	грип
αρθρογράφος	колумнист
αρθρογράφος	колумнистот
υπηρέτρια	слуга
υπηρέτρια	слугинка
υπηρέτρια	собарка
γουάλας	волис
γουάλας	валас
γουάλας	волас
μαέστρος	маестро
μαέστρος	диригент
ιαν	јан
ιαν	ијан
ιαν	јан
ιαν	ијан
ιαν	јан
ιαν	иан
ισομερές	изомерија
βενζίνη	петрол
βενζίνη	бензин
βενζίνη	бензински
βενζίνη	бензин
βενζίνη	плин
βενζίνη	бензин
βενζίνη	гас
ψευδο	псевдо
σεισμοί	земјотресите
σεισμοί	земјотреси
υπερβολή	претерување
υπερβολή	вишокот
υπερβολή	вишок
ερευνά	испитува
μπολσεβίκοι	болшевиците
τεκμήριο	претпоставка
σουμάχερ	шумахер
αντίπατρος	антипатар
μίκης	микис
ευχάριστη	пријатни
ευχάριστη	пријатно
ερνέστο	ернесто
αυτί	уво
αυτί	увото
αζίζ	азиз
γουαδελούπης	гвадалупе
συλλαβή	слог
πέιν	пејн
αμαρτία	грев
αμαρτία	sin
αμαρτία	гревот
κάλλας	калас
τρομπέτα	труба
πλούτη	богатства
πλούτη	богатство
προγραμματιστής	програмер
προγραμματιστής	развивач
προγραμματιστής	програмер
ωνάση	оназис
εισάγονται	увезени
εισάγονται	внесен
οπτικοακουστικό	аудиовизуелна
γρίπη	грип
γρίπη	грипот
γρίπη	грип
ρας	рас
ρας	раш
ρας	брзање
ρας	рус
τενόρος	тенор
κερκίδες	трибината
μεγέθυνση	растење
μεγέθυνση	пораст
μεγέθυνση	раст
μεγέθυνση	растеж
μεγέθυνση	зголеми
μεγέθυνση	zoom
κομορών	коморите
ταβέρνα	таверна
ταβέρνα	крчма
ταβέρνα	таверната
φελίπε	фелипе
παράσιτα	штетници
παράσιτα	штетниците
παράσιτα	паразити
ιν	гостилница
ιν	ин
μητέρες	мајките
μητέρες	мајки
παράκληση	барањето
παράκληση	барање
συναισθηματικά	емотивно
συναισθηματικά	емоционална
συναισθηματικά	емотивен
συναισθηματικά	емоционален
συναισθηματικά	емотивна
συναισθηματικά	емотивно
συναισθηματικά	емоционално
διαφορετικός	различен
διαφορετικός	различно
διαφορετικός	поинакво
διαφορετικός	различна
διαφορετικός	поинаку
διαφορετικός	поинаков
φτιαγμένα	направи
φτιαγμένα	направени
φτιαγμένα	направен
φτιαγμένα	made
ερασιτέχνη	аматерски
ερασιτέχνη	аматер
ερασιτέχνη	аматерска
βδομάδα	недела
βδομάδα	седмица
τορπίλες	торпеда
δολοφονήσει	атентат
χοκς	хокс
γυναικες	жени
γυναικες	женски
γυναικες	жените
μίνα	мина
σκλήρυνση	згрутчувањето
σκλήρυνση	склероза
μειονοτήτων	малцинства
μειονοτήτων	малцинствата
ανεπαρκής	незадоволителна
ανεπαρκής	несоодветната
ανεπαρκής	несоодветна
ανεπαρκής	несоодветни
ανεπαρκής	недоволен
ανεπαρκής	недоволно
ανεπαρκής	недоволни
ανεπαρκής	недоволна
μετρώντας	броиме
μετρώντας	броење
μετρώντας	пребројување
επέμεινε	инсистираше
επέμεινε	инсистирал
προειδοποιήσεις	предупредувања
διαμάντι	дијамант
διαμάντι	дајмонд
ένιωσε	почувствува
ένιωσε	почуствував
νεότεροι	помладо
νεότεροι	помлади
νεότεροι	помлад
νεότεροι	помлада
οργανικό	органски
οργανικό	органско
οργανικό	органска
κοντινές	близина
πλουτώνιο	плутониум
άρια	ариа
άρια	арија
θάλαμος	комората
θάλαμος	комора
θάλαμος	одаја
θάλαμος	кабина
περούτζια	перуџа
τραυματισμούς	повредени
τραυματισμούς	повреди
ντοστογιέφσκι	достоевски
ποιοτική	поквалитетно
γκέτινγκεν	гетингенски
αστρονομικό	астрономски
νομοθετικά	законодавната
νομοθετικά	законодавна
νομοθετικά	законодавен
νομοθετικά	законодавни
δάκτυλα	прстите
δάκτυλα	прсти
κατακόρυφα	вертикално
κατακόρυφα	вертикален
κατακόρυφα	вертикално
κατακόρυφα	вертикални
καμπάνες	камбаните
καμπάνες	ѕвончиња
καμπάνες	ѕвона
μακρινή	далечното
μακρινή	далечен
μακρινή	далечна
μακρινή	далечни
νηστεία	пости
νηστεία	постот
συνεργαζόμενος	соработува
λεπτομερής	детално
λεπτομερής	детален
λεπτομερής	детални
λεπτομερής	детална
αρωματικά	ароматична
αϊόβα	ајова
μεταμορφώθηκε	претворен
μεταμορφώθηκε	трансформирана
αυστηρότητα	сериозноста
βίλλα	вила
εξερράγη	експлодирала
σερζ	серж
ξαναχτίστηκε	обновена
μπέρι	berry
σκόπιμα	намерно
σκόπιμα	намерно
καρέ	кадри
καρέ	рамки
καρέ	рамка
εντροπία	ентропија
ξύλινες	дрвено
ξύλινες	дрвена
ξύλινες	дрвен
ξύλινες	дрвени
νιτρικό	нитрат
πένθος	тагување
πένθος	жалост
πένθος	жалење
αθανασία	бесмртност
αθανασία	бесмртноста
εκπληκτικό	неверојатна
εκπληκτικό	неверојатни
εκπληκτικό	неверојатно
λίμα	лима
οργανωμένα	организиран
οργανωμένα	организирани
οργανωμένα	организирана
οργανωμένα	организиран
οργανωμένα	организирани
οργανωμένα	организирано
νοοτροπία	менталитет
νοοτροπία	менталитетот
τούρινγκ	тјуринг
προπόνηση	вежбање
προπόνηση	вежбањето
προπόνηση	вежбање
προπόνηση	пракса
προπόνηση	практика
προπόνηση	обука
προπόνηση	тренинг
οριστικό	дефинитивниот
οριστικό	дефинитивен
χρωστικές	бои
χρωστικές	пигменти
φανέλες	дресови
εισροή	внес
εισροή	влезни
εισροή	прилив
εισροή	прилив
εισροή	приливот
αστικός	урбан
αστικός	урбана
αστικός	урбано
αστικός	урбани
πανεπιστημιούπολη	кампусот
πανεπιστημιούπολη	кампус
ανάκληση	отповикување
ανάκληση	отповика
ανάκληση	повлекување
ηλεκτρομαγνητική	електромагнетни
σερβίων	серфиџе
αισθητήρα	сензорот
αισθητήρα	сензор
αισθητήρα	сензори
κατηγορούμενοι	обвинет
κατηγορούμενοι	обвини
κατηγορούμενοι	обвинети
κατηγορούμενοι	обвинета
κατηγορούμενοι	обвинетите
κατηγορούμενοι	обвинети
τηλεγράφημα	телеграмата
τηλεγράφημα	телеграма
επιφυλάξεις	резервација
επιφυλάξεις	резервации
επιφυλάξεις	резервираност
δοκιμαστικό	демо
δοκιμαστικό	аудиција
δοκιμαστικό	аудицијата
πρύμνη	крмата
πρύμνη	стерн
ενισχυθεί	зајакнат
ενισχυθεί	зајакната
ενισχυθεί	зајакнати
ενισχυθεί	засилени
ενισχυθεί	засилен
ενισχυθεί	зајакната
ενισχυθεί	засилена
εφευρέσεις	пронајдоци
εφευρέσεις	изуми
λέσλι	лесли
λέσλι	лезли
βίβιαν	вивиен
βίβιαν	вивиен
σουίτα	апартман
αποθηκεύονται	зачувана
σταν	stan
σταν	стен
ιούς	вируси
κινέζικο	кинески
διαρροή	протекување
διαρροή	протекува
διαρροή	истекување
ντέιμον	дејмон
κέρας	хорн
κέρας	рогот
κέρας	рог
άτυπη	неформални
άτυπη	неформалната
άτυπη	неформалниот
άτυπη	неформален
συντηρητικά	конзерванси
συντηρητικά	конзервативен
συντηρητικά	конзервативно
συντηρητικά	конзервативна
συντηρητικά	конзервативни
πρόωρη	рано
πρόωρη	ран
πρόωρη	прерано
πρόωρη	предвремено
πρόωρη	предвремена
εξώφυλλα	навлаки
εξώφυλλα	покрива
κίπλινγκ	киплинг
τεκμηριωμένη	документиран
κάιντα	каеда
μπάριμορ	баримор
έξυπνο	умен
έξυπνο	умно
έξυπνο	паметен
έξυπνο	паметна
έξυπνο	паметно
έξυπνο	паметен
έξυπνο	смарт
έξυπνο	паметна
έξυπνο	паметни
έξυπνο	паметно
έξυπνο	smart
ορφανός	сираче
ορφανός	сирак
ορφανός	сираче
ορφανός	сирак
αρχάγγελος	архангел
ειδικότητες	специјалитети
κοσμολογία	космологија
τύμπανο	тапан
τύμπανο	тапани
συνδυασμοί	комбинации
κοινοβούλια	парламенти
κοινοβούλια	парламентите
ξαφνική	ненадејно
ξαφνική	одеднаш
ξαφνική	изненадно
φωνήεν	самогласка
μιράντα	миранда
καθυστερήσεις	одложувања
καθυστερήσεις	доцнења
τιμωρήσει	казнување
χέντερσον	хендерсон
ψηλή	висок
ψηλή	висока
νεοκλασικό	неокласичен
μάιλς	мајлс
μάιλς	милји
μάιλς	km
αδύναμη	слабо
αδύναμη	слаби
αδύναμη	слаба
αδύναμη	слаб
βισέντε	висенте
μπύρα	пиво
κέι	кеј
καταναλώνουν	конзумираат
γωνιακή	аголна
γρόσια	грош
εχθρότητα	непријателство
εχθρότητα	непријателство
εχθρότητα	непријателство
μεταβολισμό	метаболизмот
τροφοδοσία	храни
τροφοδοσία	довод
τροφοδοσία	кетеринг
παρότρυνση	повикувајќи
κριστιάν	христијански
κριστιάν	кристијан
κριστιάν	христијан
κριστιάν	христијани
κριστιάν	христијанин
διέπουν	владеат
ντάνκαν	данкан
ρεαλιστική	прагматични
ρεαλιστική	реална
ρεαλιστική	реални
ρεαλιστική	реален
ανεργίας	невработеноста
ανεργίας	невработеност
αεροπλανοφόρο	носач
αεροπλανοφόρο	носител
αεροπλανοφόρο	превозник
τηλεπικοινωνίες	телекомуникации
τηλεπικοινωνίες	телекомуникациски
παραδέχτηκε	примена
ισραηλινοί	израелска
ισραηλινοί	израелските
ισραηλινοί	израелскиот
ισραηλινοί	израелски
ισραηλινοί	израелците
ισραηλινοί	израелци
τροπική	тропски
τροπική	тропска
χελώνες	желките
χελώνες	желки
γοτθικό	готски
έιμος	амос
μίκυ	мики
μίκυ	мики
τηλεθεατές	гледачи
τηλεθεατές	гледачите
πιλότους	пилоти
πιλότους	пилотите
ομοσπονδιακός	федерално
ομοσπονδιακός	федерални
ομοσπονδιακός	сојузниот
σέλτικς	селтикс
εξαφανίστηκαν	исчезнал
εξαφανίστηκαν	исчезна
παράπονα	приговори
παράπονα	поплаки
παράπονα	жалби
παρόμοιος	слично
παρόμοιος	сличен
παρόμοιος	слична
παρόμοιος	слични
πνευματικός	духовна
πνευματικός	духовни
πνευματικός	духовен
πνευματικός	духовно
απλούστερο	наједноставно
απλούστερο	поедноставен
απλούστερο	поедноставно
ρομαντικό	романтична
ρομαντικό	романтика
ρομαντικό	романтичен
ρομαντικό	романтично
περικοπές	намалувања
περικοπές	кратења
περικοπές	резови
περικοπές	исекотини
θρεπτικά	хранлива
φωνάζει	извикува
επίθετα	придавки
κανονισμού	регулатива
κανονισμού	прописи
κανονισμού	регулација
καλύβα	колиба
καλύβα	штанд
καλύβα	колиба
καλύβα	колибата
καλύβα	колиба
καλύβα	кабина
καλύβα	куќарка
θανάτωση	убивањето
θανάτωση	убивање
καρχαρία	ајкула
όρτον	ортон
πέρι	пери
πρόσθια	предниот
γεμίσει	наполни
γεμίσει	пополнување
γεμίσει	пополни
καπιταλισμού	капитализам
εφιάλτης	кошмар
τροχός	тркало
τροχός	тркалото
τροχός	воланот
αποθηκεύεται	зачувана
υποοικογένεια	subfamily
ορθότητα	коректност
ορθότητα	прецизност
ορθότητα	точност
ορθότητα	точноста
μπάτμαν	бетмен
βέγκας	вегас
συμβόλαια	договори
καθομιλουμένη	кажано
διάλεξε	одбери
διάλεξε	избери
διάλεξε	изберете
διάλεξε	одбери
ντέρεκ	дерек
ξεχάσει	заборавено
ξεχάσει	заборавен
ξεχάσει	заборавени
ξεχάσει	заборавена
τρίμηνο	тримесечен
τρίμηνο	четврт
τρίμηνο	кварт
προεπιλογή	стандарден
προεπιλογή	стандардно
εσπανιόλ	espanyol
παιδαγωγικό	педагошкиот
παράλογο	неразумно
παράλογο	неразумен
παράλογο	апсурден
παράλογο	апсурдно
παράλογο	апсурдна
παράλογο	нелогично
καταθέσεις	изјавите
καταθέσεις	депозити
καταθέσεις	наслаги
αιγόκερως	јарец
λόφοι	ридови
λόφοι	ридовите
λόφοι	хилс
επεξήγηση	објаснување
επεξήγηση	објаснение
παρενόχληση	малтретирање
παρενόχληση	малтретирање
παρενόχληση	злоставување
εγκάρσια	трансверзала
κων	istanbul
κων	истанбул
ψήφος	гласање
ψήφος	гласајте
ψήφος	гласај
φύρερ	фирерот
φύρερ	фирерот
ιρλανδοί	ирско
ιρλανδοί	ирци
ιρλανδοί	ирски
ιρλανδοί	ирец
πετώντας	летање
πετώντας	фрлаат
μαμά	мама
μαμά	mama
μαμά	мама
μαμά	мама
μαμά	мамо
μαμά	мама
μαμά	мајка
όρκος	завет
όρκος	заклетвата
όρκος	заклетва
έκαψε	изгоре
έκαψε	изгорени
έκαψε	запалени
αιχμή	врв
εφήβους	адолесценти
πλημμύρα	поплави
πλημμύρα	поплава
πλημμύρα	поплавување
πλημμύρα	поплава
πλημμύρα	поплави
σύμπτωση	случајност
σύμπτωση	коинциденција
σύμπτωση	совпаѓање
μπεκ	бек
ορχήστρες	оркестри
βανδαλισμό	вандализам
βανδαλισμό	вандализмот
πύραυλοι	проектилите
πύραυλοι	проектили
πύραυλοι	ракети
πύραυλοι	проектили
πύραυλοι	ракети
ακαδημαϊκά	академик
ακαδημαϊκά	академски
ακαδημαϊκά	академска
υποστηρίζονται	поддржан
υποστηρίζονται	поддржани
υποστηρίζονται	поддржана
υποστηρίζονται	поддржано
εμπάργκο	ембарго
μεγαλείο	величина
μεγαλείο	величественост
ριζοσπαστική	радикално
ριζοσπαστική	радикал
ριζοσπαστική	радикални
ριζοσπαστική	радикален
ριζοσπαστική	радикална
επικό	епски
αναιμία	анемија
επιχειρηματολογία	аргументи
εστίαση	фокус
εστίαση	фокусирање
εστίαση	zoom
διασκέδαση	забавен
διασκέδαση	забава
διασκέδαση	забавна
διασκέδαση	забавно
διασκέδαση	забава
διασκέδαση	забавни
ρολόγια	часовници
ρολόγια	часовниците
ρολόγια	часовници
νώε	ноа
νώε	ное
ταυτότητες	идентитети
συνομιλία	разговор
συνομιλία	конверзација
συνομιλία	муабет
συνομιλία	разговор
συνομιλία	чат
πυθαγόρα	питагора
φυλετική	расна
δαλματία	далмација
χάνσεν	хансен
μιν	мин
μιν	минимална
ταλέντα	таленти
ταλέντα	талент
συντηρητικοί	конзервативците
συντηρητικοί	конзервативци
συντηρητικοί	конзервативен
συντηρητικοί	конзервативно
συντηρητικοί	конзервативна
συντηρητικοί	конзервативни
μάνγκο	манго
σπέρματα	семиња
τιμωρείται	казнет
τιμωρείται	казнети
τιμωρείται	казниво
ναυπήγηση	изградбата
ναυπήγηση	градба
ναυπήγηση	градење
ναυπήγηση	градежништво
ναυπήγηση	конструкција
ναυπήγηση	изградба
φράγματα	бариери
φράγματα	бариерите
ρεξ	рекс
χωλ	сала
ελευθεριών	слободи
βοημία	бохемија
έμιλι	емили
σταματάει	застанува
σταματάει	престанува
σταματάει	запира
παρθένο	девица
βίαιο	насилно
βίαιο	насилен
βίαιο	насилна
βίαιο	насилни
αναστάτωση	непријатност
επιβιώνουν	преживеа
επιβιώνουν	преживее
επιβιώνουν	преживуваат
επιβιώνουν	преживува
βάπτιση	крштевање
λατομεία	каменоломите
πρωτοβάθμια	примарна
πρωτοβάθμια	примарно
πρωτοβάθμια	примарен
πορτογαλικό	португалски
κληρονομική	наследи
κληρονομική	наследен
κληρονομική	наследни
κληρονομική	наследно
τοσκάνη	тоскана
λαιμός	грлото
λαιμός	грло
λαιμός	грклан
λαιμός	врат
λαιμός	вратот
έλικα	helix
νέβιλ	невил
πουκάμισο	кошула
πουκάμισο	маица
εγγόνια	внуците
εγγόνια	внуци
εγγόνια	внучиња
χολμς	холмс
χρυσάφι	златен
χρυσάφι	златни
χρυσάφι	злато
βιταμίνης	витамин
κατασκήνωση	камп
κατασκήνωση	кампот
κατασκήνωση	логор
κατασκήνωση	кампување
τρέχουσες	актуелни
τρέχουσες	тековната
τρέχουσες	моментална
τρέχουσες	сегашна
τρέχουσες	тековна
μαρς	марш
μαρς	марс
γκάι	гај
γκάι	тип
προσθέστε	додавање
προσθέστε	додади
προσθέστε	додај
λειτουργικές	функционално
λειτουργικές	функционален
λειτουργικές	функционални
λειτουργικές	функционална
ουρές	редици
ουρές	опашки
απόδραση	бегство
απόδραση	избега
αλμανάκ	алманах
λόρκα	лорка
ωριμότητα	зрелост
δημοκράτες	демократи
δημοκράτες	демократите
μπλουά	бло
απόλυτος	апсолутен
απόλυτος	апсолутна
καταλύτες	катализатори
ρίτσαρντς	ричардс
βαζάρι	вазари
νεκροταφεία	гробишта
κριτής	судија
κριτής	судијата
αδελαΐδα	аделаида
διεπαφή	интерфејс
μαριάννα	мариана
μαριάννα	маријана
μαριάννα	маријана
παγωμένο	замрзнати
παγωμένο	замрзната
παγωμένο	замрзнат
παγωμένο	смрзнати
παγωμένο	смрзната
παγωμένο	замрзнување
πιότρ	пјотр
γερουσιαστή	сенатор
γερουσιαστή	сенаторот
επηρεάστηκαν	погодени
επηρεάστηκαν	засегнати
αμφιλεγόμενο	контроверзна
αμφιλεγόμενο	контроверзни
αμφιλεγόμενο	контроверзниот
αμφιλεγόμενο	контроверзен
αμφιλεγόμενο	контроверзно
μπρεχτ	брехт
αφήλιο	aphelion
παρέμβασης	интервенции
παρέμβασης	интервенција
κωδικοί	шифри
κωδικοί	кодови
καταστροφικές	катастрофални
καταστροφικές	катастрофално
καταστροφικές	катастрофална
καταστροφικές	катастрофални
καταστροφικές	катастрофално
καταστροφικές	катастрофална
καταστροφικές	катастрофално
καταστροφικές	катастрофални
καταστροφικές	уништувачки
εβδομαδιαίο	неделно
εβδομαδιαίο	неделник
εβδομαδιαίο	неделни
εβδομαδιαίο	неделна
πανικό	паника
μουσουλμάνος	муслимански
μουσουλμάνος	муслиманско
μουσουλμάνος	муслиманска
μουσουλμάνος	муслиман
πλαστική	пластика
πλαστική	пластична
πλαστική	пластични
πλαστική	пластика
εκφράζοντας	изразувајќи
εκφράζοντας	изразува
εκφράζοντας	искажувајќи
νιούτον	њутон
νιούτον	њутн
άξια	достојни
άξια	достојна
άξια	достоен
χαβιέρ	хавиер
βοοειδή	говеда
βοοειδή	стока
βοοειδή	добиток
ταξίδευε	патувал
ταξίδευε	патувале
ταξίδευε	патуваше
ταξίδευε	патувал
φυτείες	плантажа
φυτείες	плантажи
φωτογραφικές	фотографски
φωτογραφικές	фотографска
φωτογραφικές	фотографирана
έκαστος	секоја
χειρισμός	ракување
δημοκρατικά	демократски
ντονέτσκ	донецк
τζέσικα	jessica
τζέσικα	џесика
ανώνυμες	неименувани
ανώνυμες	неименуван
μυελό	срж
γίγαντα	џин
γίγαντα	гигант
γίγαντα	џиновска
γίγαντα	џиновски
κίμων	кимон
έλλειμμα	дефицит
ντίνο	дино
μετοχή	сподели
ψέμα	лажи
ψέμα	лага
ψέμα	лагата
επαρκείς	адекватни
επαρκείς	адекватен
επαρκείς	доволни
επαρκείς	доволен
πυροβολισμούς	истрели
πυροβολισμούς	пукање
φόστερ	фостер
χρονολόγιο	времеплов
ορίζοντες	хоризонти
αμφισβήτησε	спорни
αμφισβήτησε	спорен
αμφισβήτησε	испрашуван
εισοδήματα	приход
εισοδήματα	приходи
εισοδήματα	примања
ορειβάτες	планинари
μέισον	мејсон
μέγιστος	максимална
μέγιστος	максимално
μέγιστος	максимален
μέγιστος	максимум
τούβλα	тули
τούβλα	цигли
απαιτούμενο	потребна
απαιτούμενο	потребно
απαιτούμενο	потребни
απαιτούμενο	задолжително
ανταγωνιστική	конкурентни
ανταγωνιστική	натпреварувачки
ανταγωνιστική	конкурентна
ανταγωνιστική	конкурентен
τρόμο	терор
τρόμο	ужас
γραμματόσημο	печат
δασική	шумарство
ελβετικό	swiss
ελβετικό	швајцарски
ελβετικό	швајцарско
ελβετικό	швајцарска
κάμερες	камери
βαλ	вал
λέσβος	лезбејки
ομιλητής	звучник
ομιλητής	спикер
ομιλητής	говорник
μπουργκάς	бургас
προσχώρηση	пристапување
μοναξιά	самотија
μοναξιά	осаменост
μοναξιά	осаменоста
μοναξιά	осамена
μοναξιά	осамени
μοναξιά	осамен
μοναξιά	осамено
ντάλτον	далтон
γενναίος	храбра
γενναίος	храбар
γενναίος	храбри
γενναίος	храбро
μεμβράνες	мембраната
θησαυρού	лексикон
βιογράφος	биограф
καταφύγια	бункери
καταφύγια	засолништа
προηγούμενος	претходен
προηγούμενος	претходно
προηγούμενος	претходна
προηγούμενος	претходни
πέτα	мува
πέτα	летај
πέτα	летаат
πέτα	лета
πέτα	фрли
πέτα	фрлање
περίπλοκο	комплицирано
περίπλοκο	комплициран
περίπλοκο	комплицирана
περίπλοκο	комплицирани
αγριόγατα	каубој
αναλυτικές	аналитички
πυραμίδες	пирамидите
πυραμίδες	пирамиди
ικανοποιητικό	задоволително
ικανοποιητικό	задоволувачки
ικανοποιητικό	задоволителен
ικανοποιητικό	задоволителна
ικανοποιητικό	задоволително
ικανοποιητικό	задоволувачки
ικανοποιητικό	задоволителен
ικανοποιητικό	задоволување
ικανοποιητικό	задоволителна
ένδεκα	eleven
ένδεκα	единаесет
τρωκτικά	глодар
τρωκτικά	глодари
τρωκτικά	глодари
μπαντ	бад
κυνηγάει	лови
κριθάρι	јачмен
#αν	#ако
μεγαλώνουν	расте
μεγαλώνουν	растат
προφανή	очигледен
προφανή	очигледно
προφανή	очигледни
προφανή	очигледна
πρίν	пред
σαμάρα	самара
βεγγάλης	бенгал
ασφαλείς	безбедни
ασφαλείς	безбедно
ασφαλείς	безбедна
ασφαλείς	безбеден
σκέτο	обичен
σκέτο	обична
καθορισμός	одлучност
καθορισμός	решителност
μυκήνες	микена
πιέρο	пиеро
κεραυνό	грмотевици
κεραυνό	громови
κεραυνό	молња
κεραυνό	гром
ανιχνευτές	сензори
ανιχνευτές	детектори
ανιχνευτές	скенери
ανιχνευτές	извидниците
ανιχνευτές	извидници
συμπληρωματικά	комплементарни
δέκτη	примач
υπέροχη	прекрасно
υπέροχη	прекрасен
υπέροχη	прекрасни
ισοδύναμες	еквиваленти
ζέστη	топлина
ζέστη	жештина
ζέστη	згодна
ζέστη	жешка
ζέστη	жешко
ζέστη	жешки
ζέστη	топла
καθεστώτα	шеми
καλύβες	колиби
καλύβες	колиби
καλύβες	кабини
καλύβες	колиби
κληρονομήσει	наследи
κληρονομήσει	наследат
μούσες	музи
διαβήτης	дијабетес
διαβήτης	дијабетис
κρακοβία	краков
έκκριση	секреција
ευρυδίκη	евридика
πρόβες	пробите
πρόβες	проби
χειρουργός	хирург
ασταθή	нестабилни
ασταθή	нестабилно
ασταθή	нестабилна
ασταθή	нестабилен
πάρτυ	партиски
πάρτυ	партиска
πάρτυ	забава
πάρτυ	журка
πάρτυ	партија
φιούρι	бес
πολυ	многу
πολυ	poly
εφηύρε	измислил
εφηύρε	измислени
εφηύρε	измислено
εφηύρε	измислена
ευνοϊκή	поволни
ευνοϊκή	поволно
ευνοϊκή	поволна
ευνοϊκή	поволен
ελλαδα	грција
οικονομίες	заштеди
οικονομίες	штедење
οικονομίες	заштеда
οικονομίες	економии
οικονομίες	економиите
δράκο	змеј
ρόμπι	роби
ρόμπι	роби
μικρόφωνο	микрофон
μικρόφωνο	мик
βλήματα	проектилите
βλήματα	проектили
βλήματα	ракети
ανταλλαγές	размени
σίμπα	симба
προμηθέα	прометеј
ευαγγελία	евангелија
φθίνουσα	опаѓачки
φθίνουσα	опаѓање
φθίνουσα	намалува
πιθανός	можно
πιθανός	можни
πιθανός	возможно
πιθανός	можен
καουτσούκ	гумена
καουτσούκ	гумени
καουτσούκ	гума
ανενεργό	неактивен
σύναξη	ложа
σύναξη	собирање
σύναξη	собир
κωνστάντιος	констанциј
γάντια	ракавици
εξάσκηση	вежбање
εξάσκηση	вежбање
εξάσκηση	пракса
εξάσκηση	практика
δουλεύοντας	работи
δουλεύοντας	работен
δουλεύοντας	работна
δουλεύοντας	работење
ανώμαλη	ненормални
έντομο	инсект
