το	را
ανακοίνωση	اطلاعیه
ανακοίνωση	ارتباط
ανακοίνωση	ارتباطات
ανακοίνωση	مکاتبه
ανακοίνωση	ارتباطی
ευρύ	پهناور
ευρύ	پهنا
ευρύ	وسیع
κόμικς	کمیک
σκάφη	قایقهای
σκάφη	قایقها
σκάφη	کشتیها
σκάφη	کشتی
σκάφη	رگها
γνώσεις	دانش
γνώσεις	آگاهی
γνώσεις	علم
γνώσεις	معرفت
απαραίτητη	لازم
απαραίτητη	ضروری
απαραίτητη	واجب
ζώνες	کمربند
θύματα	قربانیان
επιθετικός	پرخاشگرانه
επιθετικός	پرخاشگری
επιθετικός	پرخاشگر
επιθετικός	تهاجمی
επιθετικός	استرایکر
επιθετικός	مهاجم
πετρούπολη	پترزبورگ
πνευματικά	معنوی
πνευματικά	روحانی
άλμα	جهش
άλμα	پرش
άλμα	پرشی
άλμα	جهش
άλμα	کبیسه
άλμα	الما
άλμα	آلما
πολιτικούς	سیاستمداران
δήλωση	بیانیه
δήλωση	اظهارات
δήλωση	اعلام
δήλωση	اعلان
θέα	نما
θέα	نمای
ολυμπιάδα	المپیاد
ουκρανίας	اوکراین
ουκρανίας	اوکراینی
ηθική	اخلاقیات
ηθική	اخلاق
ηθική	اخلاقی
ηθική	اخلاق
ηθική	اخلاق
ηθική	اخلاقیات
ηθική	اخلاقی
ηθική	اخلاق
ξύλο	چوبی
ξύλο	وود
ξύλο	چوب
ανάγνωση	بخوان
ανάγνωση	خواندن
ανάγνωση	خوانده
ανάγνωση	بخوانند
ανάγνωση	بخوانید
ανάγνωση	خواندن
ανάγνωση	قرائت
ναπολέοντα	ناپلئون
αλή	علی
αλή	ali
μαθηματικός	ریاضیدان
λίβερπουλ	liverpool
λίβερπουλ	لیورپول
μιλάνο	میلان
μιλάνο	میلانو
νεότερη	جوانتر
νεότερη	جدیدتر
θερμότητα	گرما
θερμότητα	حرارت
θερμότητα	گرمای
λακωνίας	لکونیا
γερουσία	سنا
γερουσία	سنای
προσωπικού	کارکنان
προσωπικού	پرسنل
λάρισα	لاریسا
λάρισα	لاریسا
αργά	دیر
αργά	آهسته
αργά	آهسته
εκδήλωση	رویداد
εκδήλωση	واقعه
εκδήλωση	رخداد
αύγουστος	آگوست
αύγουστος	آگست
αύγουστος	اوت
καθηγητές	اساتید
καθηγητές	معلم
καθηγητές	مدرس
τοπίο	مناظر
τοπίο	عرضی
τοπίο	منظره
κανόνας	قاعده
κανόνας	قانون
ιερός	مقدس
ξεχωριστά	جداگانه
μουσικούς	نوازنده
μουσικούς	نوازندگان
άγνωστη	ناشناخته
κατάλληλη	مناسب
κατάλληλη	درخور
κατάλληλη	مناسب
κατάλληλη	مناسبه
εξώφυλλο	کاور
εξώφυλλο	جلد
εξώφυλλο	پوشش
σχεδιασμός	دیزاین
σχεδιασμός	طرح
σχεδιασμός	طراحی
ανθρώπινο	انسان
ανθρώπινο	انسانی
ανθρώπινο	بشر
τζόουνς	جونز
αντόνιο	آنتونیو
αδέλφια	برادرهای
αδέλφια	برادران
αδέλφια	برادرها
σουδάν	سودان
εύρος	گستره
εύρος	گسترۀ
θρησκευτικές	مذهبی
θρησκευτικές	دینی
υποστηρικτές	حامیان
λατρεία	نیایش
λατρεία	سجده
λατρεία	عبادت
λατρεία	پرستش
σύμβαση	قرارداده
σύμβαση	قرارداد
σύμβαση	کنوانسیون
σύμβαση	همایش
κακή	bad
κακή	بد
ορισμός	تعریف
ιταλικό	ایتالیایی
ιταλικό	ایتالیا
τυχαία	تصادفی
τυχαία	تصادفی
πετρελαίου	نفت
πετρελαίου	اویل
πετρελαίου	روغن
πετρελαίου	نفت
ντράμερ	درامر
ακρωτήριο	کیپ
ακρωτήριο	شنل
ακρωτήριο	دماغه
μέτρησης	پیمانه
σικελίας	سیسیل
μπάλα	بال
μπάλα	توپ
ξεκινώντας	شروع
ξεκινώντας	آغاز
διαστήματα	فواصل
συνεχείς	مستمر
συνεχείς	مداوم
συνεχείς	پیوسته
συνεχείς	پاینده
επισκέπτες	میهمانان
επισκέπτες	میهمان
επισκέπτες	مهمانان
συσκευή	دستگاهی
συσκευή	دستگاهها
συσκευή	وسیله
συσκευή	دستگاه
απαιτήσεις	نیازها
απαιτήσεις	نیازهای
απαιτήσεις	خاسته
απαιτήσεις	تقاضا
απαιτήσεις	ادعا
κονγκό	کنگو
υδρογόνο	هیدروژن
υδρογόνο	هیدروژنی
πρόποδες	کوهپایه
εβραίοι	یهود
εβραίοι	یهودیان
εβραίοι	یهودی
εβραίοι	یهود
εβραίοι	یهودیان
εβραίοι	یهودی
κατάρρευση	بهمنی
κατάρρευση	آوار
κατάρρευση	فروپاشی
κινείται	حرکت
εισήχθη	معرفی
επιχείρημα	حجت
επιχείρημα	برهان
επιχείρημα	استدلال
τομέας	بخش
τομέας	سکتور
μετατροπή	تبدیل
μετατροπή	تبدیل
εισόδου	مدخل
εισόδου	ورودی
εισόδου	ورود
εισόδου	ورودی
γεωγραφικά	جغرافیایی
γεωγραφικά	جغرافی
γεωγραφικά	جغرافیایی
αικατερίνη	کاترین
επιχειρήματα	آرگومان
επιχειρήματα	دلایل
επιχειρήματα	استدلال
ανθολογία	گلچین
φρουρά	نگهبانی
φρουρά	گارد
άγνωστα	ناشناخته
εκπομπές	انتشار
εκπομπές	نشر
εκπομπές	گسیل
άραβες	اعراب
άραβες	عرب
όπλο	سلاح
όπλο	تفنگ
όπλο	تفنگی
όπλο	اسلحه
νεαρός	جوان
νεαρός	یانگ
νεαρός	جوون
νεαρός	یونگ
πολεμικές	رزمی
πέτρα	سنگ
πέτρα	استون
πέτρα	سنگی
πέτρα	سنگسار
πέτρα	پترا
πέτρα	سنگی
πέτρα	صخره
πέτρα	راک
κύκλους	دایره
κύκλους	چرخه
φτάνοντας	میرسد
φτάνοντας	رسا
θείο	گوگرد
θείο	سولفور
θείο	سولفور
ανταλλαγή	تجارت
ανταλλαγή	معاوضه
ανταλλαγή	تبادل
ανταλλαγή	مبادله
λέων	شیر
λέων	لئون
λέων	لیون
λέων	لئو
λέων	leo
αναγνωρίστηκε	تصدیق
νίκο	نیکو
νίκο	نیکو
παρατήρηση	مشاهده
παρατήρηση	رصد
μόνιμη	پایدار
μόνιμη	همیشگی
μόνιμη	دائم
μόνιμη	دائمی
μόνιμη	دایمی
μόνιμη	دایم
πρωταθλητή	قهرمان
πρωταθλητή	قهرمان
πρωταθλητή	پهلوان
πρωταθλητή	champion
δευτερόλεπτα	ثانیه
τζων	جان
τζων	یوحنا
αρχιτέκτονα	معمار
αρχιτέκτονα	architect
ουίλιαμ	ویلیام
ντελ	دِل
ντελ	دل
ντελ	del
ντελ	دل
αμυντικός	مدافع
ηχώ	پژواک
ηχώ	پژواک
ηχώ	اکو
αγώνισμα	رویداد
αγώνισμα	واقعه
αγώνισμα	رخداد
απόσπασμα	نقل
απόσπασμα	برگزیده
απόσπασμα	فوج
απόσπασμα	جوخه
απόσπασμα	استخراج
απόσπασμα	چکیده
πέναλτι	مجازات
πέναλτι	پنالتی
κατανόηση	عقل
ναζί	نازی
ναζί	نازیها
κορυφές	حداکثر
αστέρια	ستارگان
δημοσιεύτηκε	پست
λευκή	سپید
λευκή	وایت
λευκή	سفید
συγγενείς	نزدیکان
συγγενείς	خویشان
συγγενείς	خویشاوندان
λουί	لویی
λουί	لوئی
διαταγή	نظم
διαταγή	فرمان
διαταγή	دستور
διαταγή	سفارش
διαταγή	ترتیب
πολιτιστική	فرهنگی
περιορισμένη	محدود
περιορισμένη	ممنوع
μετακίνηση	حرکت
μετακίνηση	حرکت
μετακίνηση	جنبش
μετακίνηση	تحرک
μετακίνηση	نهضت
ουάσινγκτον	واشینگتون
ουάσινγκτον	واشنگتون
ουάσινγκτον	واشینگتن
ουάσινγκτον	واشنگتن
πω	بگویید
πω	بگو
κύματα	موجی
κύματα	امواج
κύματα	موجها
φύλλο	برگی
φύλλο	برگ
φύλλο	ورقه
φύλλο	برگه
ελληνιστική	هلنیستی
εφαρμόζεται	کاربردی
εφαρμόζεται	کاربردی
μικρότερες	کوچکتر
περιλαμβάνεται	شامل
οργανισμοί	سازمانها
οργανισμοί	سازمانهای
διαπραγματεύσεις	مذاکرات
διαπραγματεύσεις	مذاکره
διαπραγματεύσεις	مذاکره
διαπραγματεύσεις	مذاکرات
νεκροί	مرده
νεκροί	مردن
νεκροί	مُرده
νεκροί	مردگان
μεσογείου	مدیترانه
ψηλά	والا
ψηλά	رفیع
ψηλά	بلند
επικράτεια	قلمروی
επικράτεια	قلمرو
εξωτερικά	خارجی
επίδοση	عملکرد
επίδοση	اجرا
επίδοση	کارایی
μύθο	افسانه
μύθο	اسطوره
μύθο	حکایت
συστατικά	قطعات
συστατικά	اجزای
κορέας	کره
πολιτιστικό	فرهنگی
ισλάμ	اسلام
ρωμαϊκό	رومان
ρωμαϊκό	رومی
ρωμαϊκό	رومن
ρωμαϊκό	روم
πεθαίνει	میمیرد
πεθαίνει	بمیرد
γαλαξία	کهکشان
γαλαξία	گلکسی
στέμμα	کرون
στέμμα	کراون
στέμμα	تاج
ακριβής	دقیقی
ακριβής	دقیق
ακριβής	دقیق
ακριβής	دقیق
αίτημα	درخواست
πόλεμοι	جنگها
στρατιωτικά	ارتش
στρατιωτικά	نظامی
στρατιωτικά	ارتشی
πλήρωμα	سرنشین
πλήρωμα	سرنشینان
πλήρωμα	خدمه
πυροβόλα	شلیک
πυροβόλα	شوت
διανομή	توزیع
χώροι	یونسکو
χώροι	فضاهای
σικάγο	شیکاگو
επιστολές	حروف
σταθερό	ثابت
σταθερό	یکنواخت
σταθερό	پایدار
σταθερό	ثابت
σταθερό	معین
αθλήματα	اسپرت
αθλήματα	اسپورت
αθλήματα	ورزشی
αθλήματα	ورزش
καταδικάστηκε	محکوم
καταδικάστηκε	محکوم
διαθέσιμο	موجود
έθνος	ملت
έθνος	ملتی
εμπρός	جلو
στενή	باریکه
στενή	باریک
πολίτης	غیرنظامی
πολίτης	همشهری
πολίτης	شهروند
πολίτης	شهروندی
παρέμβαση	پارازیت
παρέμβαση	دخالت
παρέμβαση	مداخله
παρέμβαση	تداخل
παρέμβαση	دخالت
παρέμβαση	مداخله
ένοπλες	مسلح
ένοπλες	مجهز
λάδι	نفت
λάδι	اویل
λάδι	روغن
σιδήρου	آهن
αριστερή	چپ
έντονο	شدید
πυρκαγιά	آتشسوزی
πυρκαγιά	آتش
πυρκαγιά	آتیش
νεότερος	جوانترین
νεότερος	جوانتر
μέτρηση	پیمانه
επιχειρηματίας	کارآفرین
επιχειρηματίας	کاسب
επιχειρηματίας	کارآفرین
χαρά	مسرت
χαρά	شادی
χαρά	جوی
χαρά	شادمانی
χαρά	خوشی
χαρά	رضای
χαρά	خوشنودی
χαρά	لذت
αμβέρσα	آنتورپ
έγγραφο	سند
έγγραφο	نوشتار
καταγραφή	ضبط
παρόμοιες	مشابه
μετάδοση	انتقال
μετάδοση	مخابره
μετάδοση	پخش
μετάδοση	مخابره
εφ	eph
ψυχή	نفس
ψυχή	سول
ψυχή	نفسی
αντιπάλους	مخالفان
αξίζει	ارزش
τείχος	وال
τείχος	دیواری
τείχος	دیوار
ιστορικούς	مورخان
οικία	اقامتگاه
οικία	جایگاه
οικία	اقامت
πτολεμαίος	بطلمیوس
θηλυκό	نسوان
θηλυκό	زن
θηλυκό	مؤنث
θηλυκό	مونث
θηλυκό	ماده
χιλ	تپه
χιλ	هیل
ζημιές	آسیبهای
ζημιές	صدمات
ζημιές	صدمه
ζημιές	آسیب
βενιζέλου	venizelos
πέφτει	آبشار
πέφτει	فالز
ομιλία	سخنرانی
ομιλία	گفتار
ελπίδα	امیدی
ελπίδα	هوپ
ελπίδα	امیدوارم
ελπίδα	hope
ελπίδα	امید
σύλληψη	بازداشت
σύλληψη	توقیف
σύλληψη	دستگیر
σύλληψη	دستگیری
σύλληψη	دستگیر
σύλληψη	دستگیری
λευκωσία	نیکوزیا
αίτηση	کاربردی
αίτηση	کاربرد
αίτηση	درخواست
χημικά	شیمیایی
χημικά	شیمیایی
σικελία	سیسیل
πλούσιο	ثروتمند
πλούσιο	ثروتمندان
πλούσιο	پولدار
πλούσιο	پولداری
πλούσιο	غنی
πλούσιο	ریچ
πτυχίο	دیپلم
πτυχίο	زینه
πτυχίο	درجه
γρήγορη	سریع
γρήγορη	سریع
γρήγορη	روزه
γρήγορη	تند
εξοπλισμό	دنده
εξοπλισμό	گیر
ενδεχομένως	بالقوه
εκπαιδευτικό	آموزنده
εκπαιδευτικό	آموزشی
σοβαρή	جدی
σοβαρή	شدید
αποελ	apoel
ιατρός	پزشکان
ιατρός	پزشک
βαριά	سنگینی
βαριά	سنگین
ουρανό	آسمان
ουρανό	اسکای
κόντρα	کنترا
ταξίδια	سفرهای
ταξίδια	سفرها
ταξίδια	مسافرت
ταξίδια	travel
ταξίδια	سفر
ταξίδια	سفر
ταξίδια	مسافرت
ταξίδια	سفرها
θετικές	مثبت
φάσεις	مراحل
ήρωες	قهرمانان
κρις	کریس
προορισμό	مقصد
πατριαρχείο	patriarchate
σκοτώσει	بکش
σκοτώσει	بکشی
σκοτώσει	بکشم
σκοτώσει	کشتن
επιδόσεις	عملکرد
επιδόσεις	اجرا
επιδόσεις	کارایی
αντικατάσταση	جایگزینی
αντικατάσταση	جایگزینی
αντικατάσταση	جایگزین
αντικατάσταση	جانشینی
αντικατάσταση	جانشین
αντικατάσταση	جایگزینی
αντικατάσταση	جایگزین
βιομηχανική	صنعتی
συνεργάτης	همکار
συνεργάτης	شریک
συνεργάτης	همتای
κλαμπ	باشگاه
κλαμπ	چماق
κλαμπ	کلاب
κλαμπ	کلوب
κλαμπ	کلوپ
κλαμπ	خاج
αλφάβητο	الفبا
αλφάβητο	الفبای
εσωτερικά	داخلی
εσωτερικά	درونی
επιρροές	تاثیر
επιρροές	تأثیر
επιρροές	نفوذ
περού	پرو
περού	پرو
υποχρεώσεις	تعهدات
υποχρεώσεις	قراردادها
υποχρεώσεις	بدهی
υποχρεώσεις	وفا
σπήλαιο	غار
σπήλαιο	غاری
δέλτα	دلتا
δέλτα	دلتای
μπράιαν	براین
μπράιαν	برایان
φρανσουά	فرانسوا
ιδιωτική	خلوت
ιδιωτική	شخصی
ιδιωτική	سرباز
ιδιωτική	private
ιδιωτική	خصوصی
θετικά	مثبت
δυσκολίες	دشواری
δυσκολίες	سختی
δυσκολίες	مشکلات
τάφο	مقبره
τάφο	آرامگاه
τάφο	قبر
στάλθηκε	ارسالی
ατομικό	شخصی
ατομικό	فرد
βουλγαρική	بلغاری
νομοθεσία	قانونگذاری
αραβική	عرب
αραβική	عربها
αραβική	عربی
αραβική	تازی
δωρεάν	free
δωρεάν	آزادی
δωρεάν	رایگان
δωρεάν	آزاده
δωρεάν	آزاد
βελιγραδίου	بلگراد
εξετάσεις	آزمونهای
εξετάσεις	امتحان
εξετάσεις	معاینه
εξετάσεις	آزمون
εξετάσεις	امتحانات
συνδυασμός	ترکیبی
συνδυασμός	ترکیب
συνδυασμός	ترکیب
τζαζ	جاز
λάθη	اشتباهاتی
λάθη	اشتباهات
λάθη	خطاهای
λάθη	خطاست
λάθη	خطاها
σόλο	سولو
αντάρτες	چریکها
αντάρτες	شورشی
αντάρτες	یاغی
διατριβή	تز
συνέπειες	عواقب
συνέπειες	مفاهیم
φιλοσοφική	فلسفی
προσωπικότητα	شخصیت
προσωπικότητα	شخصیتی
βελιγράδι	بلگراد
οπαδούς	پیروان
ιερέας	کاهن
ιερέας	کشیش
ιερέας	کشیشی
ξενοδοχείο	هتل
διάσπαση	شکافتن
επισήμως	رسما
στόχους	اهداف
επαγγελματικό	حرفهای
μαύρα	مشکی
μαύρα	سیاه
μαύρα	سیاهی
μαύρα	بلک
κίνδυνος	خطر
κίνδυνος	ریسک
κίνδυνος	مخاطره
κίνδυνος	هازارد
κίνδυνος	خطری
κίνδυνος	خطر
φυσικοί	فیزیکدانان
κατανάλωση	مصرف
φλωρεντία	فلورنس
φλωρεντία	فلورانس
υψηλότερο	بالاترین
υψηλότερο	بالاتری
υψηλότερο	بالاتر
μωάμεθ	محمد
διάγνωση	تشخیصش
διάγνωση	تشخیص
μεταφορές	انتقال
μεταφορές	ترابری
εταιρίες	شرکتها
εταιρίες	شرکتهای
εταιρίες	احزاب
φάρμακα	دارو
φάρμακα	طب
φάρμακα	پزشکی
φάρμακα	داروها
δυναμική	دینامیک
δυναμική	داینامیک
δυναμική	پویای
δυναμική	پویا
δυναμική	دینامیک
κατάλληλο	مناسب
κατάλληλο	درخور
κατάλληλο	مناسب
κατάλληλο	مناسبه
ακτίνα	پرگار
ακτίνα	پرتو
συνεργάτες	شرکا
συνεργάτες	همتای
συνεργάτες	شریک
συνεργάτες	شرکا
συνεργάτες	شریکان
συνεργάτες	شرکای
εναλλακτική	جایگزین
εναλλακτική	متناوب
εκφράσεις	عبارتهای
ίαν	لان
ίαν	ایان
μύθος	افسانه
μύθος	اسطوره
μύθος	افسانه
μύθος	اسطوره
έξοδο	خروج
χανς	هانس
στερεά	توپر
στερεά	یکدست
στερεά	جامد
ισορροπία	میزان
ισορροπία	تعادل
ισορροπία	توازن
ισορροπία	موازنه
ισορροπία	تعادل
ισπανός	اسپانیا
ισπανός	اسپانیایی
εξελίξεις	تحولات
ρυθμός	پیس
ρυθμός	خوبیست
ρυθμός	نرخ
ρυθμός	تمپو
ρυθμός	ضرب
ρυθμός	نواخت
ρυθμός	موزون
ρυθμός	ریتم
συνασπισμού	ائتلاف
κάστρα	قصری
θεατές	تماشاچیان
θεατές	تماشاگران
θεατές	بیننده
θεατές	بینندگان
θεατές	بازدیدکنندگان
σφαγή	کشتار
σφαγή	کشتار
σφαγή	اسلاتر
σφαγή	کشتار
σφαγή	سلاخی
σουλτάνος	سلطان
ελαφρά	خفیف
ελαφρά	سخی
σεν	شن
σεν	sen
σεν	سن
μέταλλα	متال
μέταλλα	فلز
μέταλλα	فلزی
μέταλλα	فلزات
μέταλλα	قلیایی
υποκατάσταση	جانشینی
χορός	dance
χορός	رقص
χορός	رقص
χορός	رقصیدن
κολέγιο	کالج
κολέγιο	دانشکده
κολέγιο	دانشگاه
κολέγιο	دانشگاهی
κύμα	موج
κύμα	موجی
κέρματα	سکه
βία	خشونت
μαδρίτη	مادرید
κάρλος	کارلوس
κάρλος	اوس
πύλες	گیت
πύλες	گیتس
κορίτσι	دختری
κορίτσι	دختر
κορίτσι	girl
εγγονός	نوه
πρόσφατη	اخیر
ρίο	ریو
αρσενικό	آرسنیک
αρσενικό	مذکر
αρσενικό	نر
ψηφιακή	رقمی
ψηφιακή	digital
ψηφιακή	دیجیتالی
ψηφιακή	دیجیتال
ηλεκτρονική	الکترونیک
ηλεκτρονική	electronic
ηλεκτρονική	الکترونیکی
ηλεκτρονική	الکترونیک
τεράστιο	بزرگی
κομμουνιστικό	کمونیست
κομμουνιστικό	کمونیستی
επεκτάθηκε	گسترده
κατάργηση	الغاء
ήλιος	آفتاب
ήλιος	خورشید
ήλιος	سون
ήλιος	سان
άσπρο	سپید
άσπρο	وایت
άσπρο	سفید
θεολογία	الهیات
πρόεδροι	جمهور
ερώτημα	پرس
ερώτημα	سؤال
ερώτημα	سوال
ερώτημα	پرسش
σύνταξη	بازنشستگی
σύνταξη	نحو
σύνταξη	نحوی
τεχνικά	فنی
τεχνικά	تکنیکی
ιδιοκτήτης	مالک
ιδιοκτήτης	صاحب
ιδιοκτήτης	صاحبش
ιδιοκτήτης	مالکش
γαλαξίες	کهکشانها
θεατρική	تئاتری
κτήρια	ساختمانهای
κτήρια	ساختمانها
ωραία	خوبی
ωραία	قشنگ
ωραία	قشنگه
τάσεις	ترند
τάσεις	گرایش
τάσεις	روند
τάσεις	گرایشها
σελήνη	قمر
σελήνη	ماه
σελήνη	moon
εύκολο	آسان
εύκολο	ساده
εύκολο	راحت
εκτιμήσεις	برآورد
δούναβη	دانوب
ολυμπιακοί	المپیک
απάντησε	پاسخگویی
απάντησε	جواب
απάντησε	پاسخ
θηλαστικά	پستانداران
ισοπαλία	گره
ισοπαλία	کروات
ισοπαλία	کراوات
ισοπαλία	ترسیم
κεφαλή	هد
κεφαλή	سر
κεφαλή	کلاهک
επαναστάτες	انقلابیون
επαναστάτες	شورشی
επαναστάτες	یاغی
άθροισμα	مجموع
άθροισμα	مبلغ
λειτουργούσε	تدابیر
φυλακές	زندان
φυλακές	زندانهای
φυλακές	زندانها
σαλβαδόρ	سالوادور
ηλεκτρονικό	electronic
ηλεκτρονικό	الکترونیکی
ηλεκτρονικό	الکترونیک
κάλεσε	بخوانید
κάλεσε	تماس
αερίου	گس
αερίου	گاز
σύνδρομο	نشانگان
σύνδρομο	سندروم
σύνδρομο	سندرم
ζεύγος	زوج
ζεύγος	جفت
ανακοινώνει	رضوان
πόρων	منابع
συνοικίες	نواحی
συνοικίες	مناطق
παναγιώτη	پاناگیوتیس
άσκηση	مشق
άσκηση	ورزش
άσκηση	تمرین
σημείωση	یادداشت
σημείωση	نکته
σημείωση	نوت
ηλεκτρική	برق
ηλεκτρική	electrical
ηλεκτρική	الکتریکی
ηλεκτρική	برقی
ηλεκτρική	الکتریکی
ηλεκτρική	الکتریک
ηλεκτρικό	برقی
ηλεκτρικό	الکتریکی
ηλεκτρικό	الکتریک
αθηνά	آتنا
επιπτώσεις	ضربه
επιπτώσεις	اصابت
επιπτώσεις	برخوردی
επιπτώσεις	برخورد
επιπτώσεις	عواقب
επιπτώσεις	مفاهیم
επιπτώσεις	تأثیرات
επιπτώσεις	تاثیرات
επιπτώσεις	اثرات
επιπτώσεις	آثار
αγροτική	روستایی
δορυφόρος	ماهواره
δορυφόρος	ماهوارهای
αρσενικά	ذکور
αρσενικά	مذکر
αρσενικά	نر
ξέρει	میداند
ξέρει	داند
τραγωδία	تراژدی
αθλητικές	اسپورتینگ
αθλητικές	ورزشی
κλειδί	کلید
κλειδί	کلیدی
λευκά	سپید
λευκά	وایت
λευκά	سفید
μάρκο	مارکو
μάρκο	مارکو
υπεύθυνη	مسئول
υπεύθυνη	مسول
υπεύθυνη	مسئولیت
πρωταθλητές	قهرمانان
αναπληρωτής	معاون
μόρια	موریا
μόρια	مولکولها
μόρια	مولکول
μόρια	مولکولهای
αυτόνομη	خودگردان
αυτόνομη	خودمختار
αιγαίο	اژه
τατουάζ	خالکوبی
τατουάζ	تاتو
τατουάζ	خالکوبی
διαταγές	فرمان
διαταγές	دستورات
διαταγές	دستور
ιδιοκτησίας	مالکیت
παιδεία	آموزش
παιδεία	تحصیلات
αντίγραφο	تکراری
αντίγραφο	تکثیر
αντίγραφο	کپی
αντίγραφο	رونوشت
αντίγραφο	بدل
αντίγραφο	بدلی
χαλκιδικής	خالکیدیکه
φωτογραφίας	عکاسی
φωτογραφίας	photography
φωτογραφίας	عکسبرداری
ανοικτό	باز
θρησκευτικά	مذهب
θρησκευτικά	دین
θρησκευτικά	مذهبی
θρησκευτικά	دینی
διάσταση	بُعد
μυθιστορήματα	رمان
χένρι	هنری
χένρι	آنری
αξιολόγηση	ارزیابی
αξιολόγηση	ارزیابی
αντίθετο	مخالف
ορολογία	عبارات
ορολογία	اصطلاحات
δημοφιλές	عامه
δημοφιλές	محبوبه
δημοφιλές	محبوب
εντολές	فرمانها
εντολές	فرمانهای
εντολές	فرمان
εντολές	دستورات
εντολές	دستور
χειρόγραφα	خطی
κλινική	مطب
κλινική	درمانگاه
κλινική	کلینیک
κλινική	بالینی
μπαρόκ	باروک
πόλο	پلو
πόλο	پولو
πόλο	چوگان
πόλο	قطب
πόλο	تیرک
κάτοχος	مالک
κάτοχος	صاحب
κάτοχος	صاحبش
κάτοχος	مالکش
κάτοχος	هولدر
μεθυλο	متیل
συμμάχους	متفقین
συμμάχους	متحدین
περιφερειακή	منطقهای
περιφερειακή	محلی
προηγούμενα	پیشین
προηγούμενα	قبلی
επίσκεψη	آباد
επίσκεψη	ملاقات
επίσκεψη	عیادت
επίσκεψη	بازدید
διακοπή	بشکند
διακοπή	استراحت
διακοπή	شکستن
διακοπή	وقفه
αποδοχή	پذیرفتن
αποδοχή	پذیرش
αποδοχή	پذیرفت
αποδοχή	پذیرفته
αποδοχή	پذیرفتن
αποδοχή	پذیرش
αποδοχή	قبولی
αποδοχή	accept
αποδοχή	پذیرش
αποδοχή	قبول
άφιξη	ورود
κυνήγι	شکار
χριστιανούς	مسیحیان
χριστιανούς	مسیحی
χριστιανούς	نصارا
πλεονέκτημα	برتری
πλεονέκτημα	مزیت
κόκκινη	رد
κόκκινη	قرمز
κόκκινη	سرخ
επιστημονικά	علمی
μουσικές	موزیکال
μοναχός	راهب
μισέλ	میشل
πρόθεση	قصدی
πρόθεση	قصدم
πρόθεση	قصد
πρόθεση	قصدش
πρόθεση	قصد
ψάρια	فیش
ψάρια	ماهیان
ψάρια	ماهی
μπιλ	بیل
παλαιότερο	قدیمیترین
τέξας	تکزاس
τέξας	تگزاس
κανονικό	منظم
κανονικό	نرمال
κανονικό	عادی
κανονικό	معمولی
κανονικό	طبیعی
διάσημο	مشهور
διάσημο	مشهوره
διάσημο	معروف
τζόνσον	جانسن
τζόνσον	جانسون
κόστα	کوستا
κόστα	کاستا
τζαμί	مسجد
τζαμί	مسجدی
πάλη	کشتی
πάλη	جهاد
πάλη	کشمکش
πάλη	بجنگ
θαλάσσια	دریایی
θαλάσσια	مارین
αδυναμία	ناتوانی
αδυναμία	ضعف
οχυρό	قلعه
οχυρό	قلعه
οχυρό	دژ
οχυρό	فورت
οχυρό	دژ
μαθηματική	ریاضی
τόνι	تونی
μελετητές	عالمان
μελετητές	دانشمندان
μελετητές	علمای
μελετητές	محققان
αγορές	بازارها
αγορές	بازارهای
σύμπλεγμα	خوشه
αδερφή	خواهر
αδερφή	خواهری
αδερφή	خواهرش
σαμόα	ساموآیی
σαμόα	ساموآ
εργάτες	کارگرها
εργάτες	کارگران
φόρμουλα	فرمول
συντεταγμένες	مختصات
έρχονται	میاد
έρχονται	آمدن
λόγοι	دلایل
προσβολή	توهین
ανεξάρτητες	مستقل
κριμαίας	کریمه
πτήσεις	پروازهای
πτήσεις	پروازها
κρασί	شرابی
κρασί	شراب
κρασί	باده
νάτριο	سدیم
μαργαρίτα	مارگرت
μαργαρίτα	مارگارت
μαργαρίτα	مارگریتا
μαργαρίτα	دیسی
μαργαρίτα	دیزی
μαργαρίτα	مارگاریتا
αφροδίτη	آفرودیته
αφροδίτη	ونوس
αφροδίτη	زهره
αποδεκτή	پسندیده
αποδεκτή	مقبول
αποδεκτή	پذیرفت
αποδεκτή	پذیرفته
απονομή	اهدا
σύμπαν	کائنات
σύμπαν	کیهان
σύμπαν	گیتی
σύμπαν	کیهان
σύμπαν	گیتی
συντάκτες	تدوینگران
συντάκτες	نویسندگان
διαταραχή	ناآرامی
διαταραχή	اختلال
διαταραχή	خودشیفته
διαταραχή	اختلالات
σαίξπηρ	شکسپیر
επιστημονικό	علمی
μαίρη	ماری
μαίρη	مریم
μαίρη	مری
ακριβή	دقیقی
ακριβή	دقیق
ακριβή	دقیق
ακριβή	گران
ακριβή	گرونه
πόδι	پای
πόδι	فوت
πόδι	پیاده
πόδι	پا
πόδι	پای
πόδι	پاش
πόδι	ساق
πόδι	پا
παρκ	park
παρκ	پارک
βρυξέλλες	بروکسل
ροπή	گشتاور
άνθη	گل
άνθη	گلها
αστέρι	استار
αστέρι	ستاره
δωμάτιο	اتاق
δωμάτιο	اتاقی
δωμάτιο	اطاق
πάσχα	پسح
συμφώνησε	موافقت
συμφώνησε	موافق
συμφώνησε	توافق
γραμματεία	دبیرخانه
δημόσιες	عمومی
δημόσιες	علنی
δημόσιες	همگانی
δημόσιες	public
ανθρώπινα	انسان
ανθρώπινα	انسانی
ανθρώπινα	بشر
φτερά	پر
