culto	kult
gráfica	graf
gráfica	graf
estudamos	študija
sabia	vedel
sabia	vedela
sabia	modro
sabia	moder
ministerio	ministrstvo
ministerio	pisarna
ministerio	urad
noventa	devetdeset
ollade	poglej
pensaría	misli
nostalxia	nostalgija
existía	bil
existía	bila
existía	tam
seguise	vseeno
seguise	še
seguise	bil
seguise	bila
seguise	vzemite
seguise	vzemi
vendía	prodani
vendía	prodano
vendía	prodana
vendía	prodan
poemas	pesmi
sos	sama
sos	sami
sos	sam
sos	lastno
sos	lastne
sos	lastna
sos	lastni
collelo	vzemite
collelo	vzemi
collede	vzemite
collede	vzemi
coñecedes	dona
coñecedes	don
adoitan	so
adoitan	običajno
adoitan	navadno
adoitan	ponavadi
ducias	ducate
ducias	desetine
ensaios	sojenja
ensaios	preizkušnje
ensaios	preizkusi
supremo	vrhovnega
supremo	vrhovni
supremo	vrhovno
táboa	preglednica
táboa	razpredelnica
táboa	miza
táboa	tabela
táboa	zlomil
errada	narobe
errada	napačno
errada	napačen
inesperado	nepričakovan
inesperado	nepričakovana
inesperado	nepričakovano
inesperado	nepričakovane
deunos	dal
deunos	dau
deunos	dala
madrugada	dopoldne
madrugada	jutranja
madrugada	jutro
illamento	osamitev
illamento	izolacija
illamento	izolacijo
baratos	ceneno
baratos	poceni
aparellos	naprave
aparellos	naprav
aparellos	pripomočki
corporal	truplo
corporal	body
corporal	telesa
corporal	telo
negociacións	pogajanja
competición	konkurenca
competición	tekmovanje
competición	natečaj
finxir	pretvarjati
fainos	naredi
posicións	položaji
posicións	stališča
posicións	pozicije
aplicar	uveljavi
positiva	pozitiven
positiva	pozitivni
positiva	pozitivna
positiva	pozitivno
positiva	pozitivne
sufrín	trpel
sufrín	trpela
harvard	harvardu
harvard	harvard
seriamente	resno
pides	si
pides	ti
ecuación	enačba
axudas	pomagaj
axudas	pomoč
axudas	pomagajte
típica	tipičen
típica	značilno
típica	tipično
deixara	imelo
deixara	imeli
deixara	imel
deixara	imela
deixara	levica
deixara	levi
deixara	levo
deixara	leva
rematan	konec
amarelos	rumena
amarelos	rumeni
amarelos	rumene
amarelos	rumen
amarelos	rumeno
xenocidio	genocid
racial	rasno
racial	dirka
racial	dirko
racial	rasa
racial	rasno
sinxelos	preprost
sinxelos	preprosta
sinxelos	enostavno
sinxelos	preprosto
nixeria	nigeriji
casco	čelado
casco	čelada
refiro	kaj
refiro	zloben
refiro	hudoben
refiro	zlobno
africana	afriški
africana	afriška
africana	afriške
africana	afriško
paisaxes	pokrajine
imitar	oponašati
recoñeceu	priznan
recoñeceu	prepoznal
recoñeceu	priznana
recoñeceu	priznano
sábese	katerekoli
sábese	katerokoli
sábese	katerikoli
fragmentos	delčki
fragmentos	delci
atrapar	ulov
atrapar	ujeti
atrapar	ujemi
morrían	umrla
morrían	umrl
morrían	so
existente	obstoječa
existente	obstoječo
existente	obstoječe
existente	obstoječi
electrónica	elektronsko
electrónica	elektronska
eficacia	učinkovitosti
eficacia	izkoristek
eficacia	učinkovitost
eficacia	izkoristek
eficacia	učinkovitost
debuxar	žreb
debuxar	narisal
debuxar	risba
debuxar	risanje
desesperada	obupana
desesperada	obupan
desesperada	sinko
desesperada	sine
desesperada	sin
desesperada	son
balea	kita
balea	kit
nathaniel	nathaniel
tráxico	tragično
tráxico	tragične
tráxico	tragičen
tráxico	tragična
rexeita	zavrača
rexeita	odkloni
rexeita	zavrne
biolóxico	biološko
biolóxico	biološke
biolóxico	biološki
biolóxico	biološka
abren	odpri
abren	odprto
variedade	sorta
variedade	sorte
variedade	raznolikost
caribe	karibih
recuperación	predelava
recuperación	okrevanje
recuperación	vračilo
contaminación	onesnaževanje
contaminación	onesnaženje
caio	gaj
texas	teksas
texas	texas
pedazos	koščki
pedazos	kosi
bases	baz
bases	baze
bici	motocikel
bici	kolo
bici	motor
foxe	stran
minte	lagal
minte	lažnivi
minte	laganje
minte	lažejo
minte	laž
minte	laži
hail	toča
exercicios	vaje
exercicios	vaj
lixeiramente	rahlo
ventos	vetrovi
dixéronlle	povedal
dixéronlle	so
atopen	poišči
atopen	najdi
atopen	so
cambialo	spremembe
cambialo	spremeni
cambialo	sprememba
fundación	fundacija
fundación	temelj
fundación	sklad
fundación	temelje
construir	zgradi
construir	zgraditi
construir	zgradil
construir	zgradba
construir	stavba
farrapos	krpe
farrapos	cunje
tarda	vzame
tarda	jemlje
traballaban	delovalo
traballaban	obdelani
traballaban	delal
traballaban	dela
traballaban	delovna
traballaban	delovno
traballaban	delovni
tiveran	imajo
tiveran	imeti
tiveran	imelo
tiveran	imeli
tiveran	imel
tiveran	imela
tiveran	so
ainda	vseeno
ainda	še
usala	uporaba
usala	use
usala	uporabi
optimista	optimističen
optimista	optimistični
optimista	optimistično
optimista	optimistična
normalidade	običajno
medran	rastejo
medran	rasti
medran	gojil
medran	zrasti
cadela	dog
cadela	pasja
cadela	kuža
cadela	pasji
cadela	pes
cadela	prasica
cadela	kurba
encantaríame	ljubezni
encantaríame	love
encantaríame	ljubezen
virtude	vrlina
virtude	kreposti
virtude	krepost
perigos	nevarnosti
intencións	nameni
intencións	namere
cursos	tečaje
cursos	tečaji
cursos	seminarji
lembrades	si
lembrades	ti
willie	willie
dick	tič
dick	dick
herbas	trava
herbas	trave
herbas	travo
herbas	zelišča
howard	howard
golpear	udarec
golpear	stavka
golpear	stavki
computadora	računalnik
computadora	računalniško
computadora	računalniška
contactar	kontakt
contactar	stik
contactar	stika
preocúpame	skrbi
arquitecto	arhitekta
arquitecto	arhitekt
catedral	katedrala
catedral	katedrali
catedral	katedralo
comparar	primerjaj
comparar	primerjati
comparar	primerjava
manexar	ročaj
manexar	uredil
española	špansko
española	španščina
española	španski
española	španska
xogador	igralec
xogador	predvajalnik
xogador	igralca
xogador	kockar
computadores	računalniki
computadores	računalnike
durmía	spi
durmía	spanec
durmía	spati
durmía	spanje
durmía	spala
durmía	spal
bacteria	bakterija
bacteria	bakterija
bacteria	bakterije
élle	oskrba
élle	nego
élle	nega
élle	care
élle	ona
élle	dona
élle	don
entren	dobil
entren	dobi
parentes	sorodniki
bailes	plese
bailes	plesi
bailes	pleše
empezaron	začel
empezaron	začela
empezaron	so
estadio	stadion
estadio	arena
estadio	areni
estadio	areno
ocuparme	vzemite
ocuparme	vzemi
ocuparme	oskrba
ocuparme	nego
ocuparme	nega
ocuparme	care
atópanse	so
fósemos	bili
obstáculos	ovire
sinxelamente	enostavno
sinxelamente	preprosto
sinxelamente	le
sinxelamente	samo
variedades	sort
variedades	sorte
estupidez	neumnost
estupidez	neumnosti
sabiades	si
sabiades	ti
hamburguesa	hamburger
deitados	lagal
deitados	lažnivi
deitados	laganje
deitados	kavče
razas	dirk
razas	dirkah
razas	rase
razas	dirke
razas	dežja
razas	rain
razas	dež
declarou	prijavljeni
declarou	prijavljenih
declarou	prijavljena
pulmón	pljučna
pulmón	pljuč
pulmón	pljuča
cambiará	will
cambiará	bo
cambiará	volja
cambiará	spremembe
cambiará	spremeni
cambiará	sprememba
catástrofe	katastrofo
catástrofe	katastrofa
descuberta	odkrila
descuberta	odkril
descuberta	odkrite
descuberta	odkrita
descuberta	odkrili
descuberta	odkrit
descuberta	odkritje
descuberta	discovery
voluntario	prostovoljec
ímoslle	tukaj
pódesme	lahko
pódesme	si
pódesme	ti
estarías	si
estarías	ti
ombro	rame
ombro	ramo
ombro	rama
ombro	rami
desesperado	obupana
desesperado	obupan
sentenza	kazen
sentenza	stavek
sentenza	obsodba
superar	konec
convén	za
moralmente	moralno
construímos	zgrajeno
construímos	zgrajen
construímos	zgrajeni
construímos	zgradil
construímos	zgrajena
cambiamos	spremenjen
cambiamos	spremenjeno
cambiamos	spremembe
cambiamos	spremeni
cambiamos	sprememba
entendedes	si
entendedes	ti
terminou	konec
alimenta	semenski
alimenta	seme
alimenta	semena
hoxendía	danes
creador	stvarnika
creador	ustvarjalec
creador	stvarnik
feixóns	fižol
barras	bari
barras	rešetke
barras	bare
barras	palice
barras	kilogramov
eficiente	učinkoviti
eficiente	učinkovita
eficiente	učinkovit
eficiente	učinkovito
nenez	otroštvo
nenez	otroštva
vales	dolin
vales	doline
imaxinaba	misli
naturais	naravnega
naturais	naravni
naturais	naraven
naturais	naravno
naturais	naravna
naturais	naravne
valioso	dragoceno
valioso	dragocene
valioso	dragocen
valioso	dragocena
caendo	padanje
caendo	padec
caendo	padajoči
caendo	padajo
caendo	dol
caendo	navzdol
lavadora	pranje
lavadora	umivanje
lavadora	mašina
lavadora	stroj
leña	les
leña	wood
leña	lesena
leña	lesa
leña	lesni
leña	leseno
deixará	si
deixará	ti
deixará	dopust
deixará	zapusti
comezos	zgodnje
comezos	zgodnja
comezos	zgodnji
comezos	zgodaj
xeada	pozeba
xeada	frost
cráteres	kraterjev
cráteres	bombo
cráteres	bomba
fadas	vila
fadas	vilo
fadas	zgodba
fadas	pripoved
crearon	so
crearon	imajo
crearon	imeti
crearon	ustvarjen
crearon	ustvarjeno
crearon	ustvaril
crearon	ustvarjena
crearon	ustvarjene
gobernamental	vladna
gobernamental	vlado
gobernamental	vladno
gobernamental	vlada
gobernamental	vladni
gobernamental	vlade
viran	videli
viran	videl
viran	viden
viran	videna
matemática	matematiko
matemática	matematika
matemática	matematično
matemática	matematični
pílulas	tablete
pílulas	tabletke
contando	štetje
leccións	lekcije
fotógrafo	fotografa
fotógrafo	fotograf
fotógrafo	fotografinja
rematara	bil
rematara	bila
rematara	konec
saíches	ven
saíches	zunaj
saíches	si
saíches	ti
paquetes	pakete
paquetes	paketov
paquetes	paketi
detívose	ustavil
detívose	ustavljen
produciu	proizvedena
produciu	proizvedeno
produciu	proizveden
sudáfrica	južno
sudáfrica	jug
sudáfrica	južna
sudáfrica	afriko
sudáfrica	afrika
quererías	kot
quererías	bi
quererías	si
quererías	ti
quererías	želiš
teñades	si
teñades	ti
teñades	imajo
teñades	imeti
vistas	ogled
vistas	razgled
vistas	pogled
instrumentos	inštrumenti
instrumentos	instrumenti
protagonista	protagonist
vicio	vice
vicio	podpredsednik
esqueceu	pozabil
esqueceu	pozabila
esqueceu	pozabljen
esqueceu	pozabljena
esqueceu	pozabljeno
esqueceu	pozabljeni
cociñas	kuhinje
gravación	evidentiranje
gravación	zapisovanje
gravación	snemanje
giovanni	giovanni
carriño	vagon
carriño	voz
intentas	poizkusi
intentas	poskusi
intentas	si
intentas	ti
intentas	poskušam
dáche	daje
dáche	si
dáche	ti
gordos	debel
gordos	maščob
gordos	maščobe
gordos	debela
gordos	maščoba
gordos	debeli
televisor	televizijo
televisor	televizija
seguiron	sledili
seguiron	sledilo
seguiron	sledila
seguiron	sledil
firmes	pozor
firmes	pozornost
misterioso	skrivnostna
misterioso	skrivnosten
misterioso	skrivnostni
misterioso	skrivnostno
quendas	izmene
obradoiros	delavnic
obradoiros	delavnice
conseguen	dobil
conseguen	dobi
conseguen	lahko
descobre	odkrije
descobre	najde
descobre	ven
descobre	zunaj
levaría	bi
levaría	vzemite
levaría	vzemi
danny	danny
ataca	napadi
ataca	napade
ataca	napadi
ataca	napad
ulises	odisej
miserable	nesrečna
miserable	nesrečen
órbita	orbito
órbita	orbiti
atractiva	privlačna
atractiva	privlačno
atractiva	privlačne
atractiva	privlačni
atractiva	privlačen
apuntar	točka
apuntar	point
apuntar	točko
apuntar	meri
apuntar	nameri
soviética	sovjetski
soviética	sovjetska
soviética	sovjetske
soviética	sovjetsko
esmagar	zdrobljena
ofreceu	ponujena
ofreceu	ponujenih
ofreceu	ponujene
ofreceu	ponujeni
ofreceu	ponujeno
ofreceu	ponudil
dificultade	težavah
dificultade	oteženo
dificultade	težave
parlamento	parlament
espellos	ogledal
espellos	ogledali
espellos	ogledala
rota	zlomljen
rota	zlomljeni
rota	zlomljeno
anónimos	anonimno
anónimos	anonimni
anónimos	anonimen
anónimos	anonimna
vil	podlo
caixeiro	blagajna
caixeiro	blagajnik
caixeiro	mašina
caixeiro	stroj
alias	aka
nacido	rojen
nacido	rojena
nacido	rojene
nacido	rojeni
nacido	rodil
títulos	naslovi
títulos	naslovov
custos	stroški
custos	strošek
custos	stroški
vehículos	vozil
vehículos	vozila
metín	postavi
trouxeches	si
trouxeches	ti
trouxeches	prinesi
prometinlle	obljubljeno
prometinlle	obljubil
soña	sanje
soña	sanj
soña	sanjal
soña	sanjati
consolo	tolažbo
consolo	tolažba
espíritos	duhovi
espíritos	žganja
espíritos	duhov
algures	nekje
algures	nekam
matadoiro	klavnica
matadoiro	klavnici
taberna	bar
taberna	gostilna
vapor	pare
vapor	para
mátame	ubil
amarga	zagrenjen
amarga	grenko
amarga	grenka
amarga	grenak
afogar	utopil
afogar	utopitev
localizacións	lokacij
localizacións	lokacije
ditadura	diktature
donas	gospodični
donas	gospodične
donas	dame
baker	peka
baker	baker
baker	pek
tolear	nora
tolear	noro
tolear	nori
tolear	noro
encanto	čar
encanto	šarm
encanto	čara
porcallada	smrad
louco	nora
louco	noro
louco	nori
louco	jezna
louco	mad
gravata	neodločeno
gravata	kravato
probe	poizkusi
probe	poskusi
volvese	zadaj
volvese	hrbet
volvese	nazaj
volvese	pridi
planear	načrt
planear	plan
olle	poglej
xogas	igraj
perdo	izgubi
regresou	prišlo
regresou	prišel
regresou	zadaj
regresou	hrbet
regresou	nazaj
mate	ubil
desgraciado	nesrečna
desgraciado	nesrečni
desgraciado	nesrečen
beiras	banks
beiras	bankam
beiras	bankah
beiras	bankami
beiras	banke
aloxamento	ohišje
aloxamento	ohišja
aloxamento	nastanitev
mudanzas	spremembe
fartos	imelo
fartos	imeli
fartos	imel
fartos	imela
fartos	dovolj
berro	jok
berro	joči
karl	karl
desorde	motnja
desorde	razdejanje
desorde	nered
desorde	zmešnjavo
comerciante	trgovec
comerciante	trgovec
perfume	parfum
direicho	povej
direicho	si
direicho	ti
roxa	rdeča
roxa	rdeči
roxa	rdeč
roxa	rdeče
roxa	red
faríao	bi
saiamos	dobil
saiamos	dobi
saiamos	ven
saiamos	zunaj
téxtil	tekstil
téxtil	tekstilna
téxtil	tekstilnih
téxtil	tekstilni
téxtil	mlin
téxtil	mill
téxtil	žaga
castrón	sinko
castrón	sine
castrón	sin
castrón	son
castrón	pištola
castrón	pištolo
fascistas	fašisti
fascistas	fašistični
lenin	lenin
tócache	tvoje
tócache	tvoji
tócache	vaš
tócache	tvoj
tócache	tvoja
tócache	vaša
tócache	obrni
arranxalo	fix
arranxalo	dobil
arranxalo	dobi
dicídelle	povej
dicídelle	njega
dicídelle	ga
protesta	protest
protesta	protesti
bandeiras	zastave
caralludo	lep
caralludo	prijetno
caralludo	lepo
mami	mami
mami	mama
mami	mamo
mami	mami
mami	mamica
mami	mamico
mami	mamici
cruza	prečka
lémbraste	si
lémbraste	ti
prometida	obljubljeno
prometida	obljubil
cómoda	udobno
cómoda	udoben
cartuchos	vložkov
cartuchos	naboji
cartuchos	vložke
cartuchos	vložki
cartuchos	streliva
cartuchos	strelivo
balón	žogo
balón	žoga
balón	žogica
tomaches	si
tomaches	ti
delegación	delegacija
voltamos	zadaj
voltamos	hrbet
voltamos	nazaj
dispararlle	ustreli
revólver	pištola
revólver	pištolo
mato	ubitih
mato	ubit
mato	ubita
mato	umorjen
mato	umorjena
mato	ubil
baleiros	prazno
baleiros	izprazni
baleiros	prazni
baleiros	prazna
baleiros	prazen
patrullas	patrulje
patrullas	avte
patrullas	avtomobili
patrullas	avti
patrullas	avtomobile
colliches	si
colliches	ti
sid	sid
insulto	žalitev
enxeñeiro	inženir
subiu	odšel
subiu	dobil
subiu	got
díganos	povej
discursos	govore
discursos	govorov
louie	louie
séntate	sedi
séntate	dol
séntate	navzdol
puideses	si
puideses	ti
puideses	lahko
arrestar	aretacije
arrestar	aretacija
arrestar	aretiran
arrestar	prijetje
acusa	obtožuje
eddie	eddie
confirmar	potrditev
confirmar	potrdi
bañeira	kad
bañeira	kopel
bañeira	kopanje
bañeira	kad
bentley	bentley
britton	britton
quizá	mogoče
quizá	mogoce
quizá	morda
quizá	mogoče
quizá	morda
coñecerte	si
coñecerte	ti
coñecerte	spoznaj
chegarás	si
chegarás	ti
chegarás	will
chegarás	bo
chegarás	volja
dormes	spi
dormes	spanec
dormes	spati
dormes	spanje
dormes	si
dormes	ti
ruliña	ljubezni
ruliña	love
ruliña	ljubezen
ruliña	male
ruliña	mali
ruliña	golob
ruliña	golobica
pó	prah
pó	praha
envíe	mail
envíe	pošta
gravadora	trak
gravadora	kaseta
citas	citatov
dourado	zlat
dourado	zlato
dourado	zlata
dourado	zlate
dourado	zlati
telegrama	telegram
remataches	si
remataches	ti
remataches	končano
remataches	končala
remataches	končana
medallas	medalje
cruce	prečkanje
cruce	prehod
heiche	si
heiche	ti
negrata	zamorec
marabillas	čudes
marabillas	čudeže
marabillas	čudeži
prometeu	obljubljeno
prometeu	obljubil
prometeu	ima
troco	spremembe
troco	spremeni
troco	sprememba
guindar	met
guindar	vrzi
guindar	metanje
explorador	raziskovalec
explorador	ranger
cafés	kavarne
lar	domača
lar	doma
lar	domov
lar	dom
derrubar	dol
derrubar	navzdol
quixer	želiš
prometido	zaročenec
mula	mula
mula	mulo
cadaquén	vsi
cadaquén	vsak
cadaquén	vsaka
banal	banalno
banal	navadna
banal	navadni
castro	castra
castro	castro
benny	benny
