sauna	סאונה
concordia	קונקורדיה
bundesliga	בונדסליגה
laskesuusatamise	ביאתלון
kuvatakse	מציג
marian	מריאן
glen	גלן
värsid	פסוקים
pehmed	רך
pehmed	רכים
pehmed	רכות
pehmed	הרך
pehmed	רכה
kristallid	גבישים
kristallid	גבישי
armeenlased	הארמנים
sünteesida	לסנתז
seljas	לובש
seljas	לובשת
tööstusliku	תעשייתית
tööstusliku	תעשייתי
roche	רוש
föderaalne	הפדרלי
föderaalne	פדרלית
föderaalne	פדרלי
biotehnoloogia	ביוטכנולוגיה
biotehnoloogia	ביוטכנולוגיה
replikatsiooni	שכפול
partii	אצווה
partii	לוט
paradoks	פרדוקס
reageerida	הגיבו
reageerida	להגיב
mccartney	מקרטני
mani	מני
bernardo	ברנרדו
armuke	הפילגש
armuke	פילגש
armuke	גבירה
armuke	מאהבת
armuke	מאהב
armuke	המאהב
kajakas	שחף
kajakas	שחף
amos	עמוס
õpetamine	הוראה
õpetamine	מלמד
õpetamine	לימוד
õpetamine	מלמדת
lia	ליה
traditsioonid	מסורת
traditsioonid	מסורות
traditsioonid	מסורת
traditsioonid	המסורת
tagajärjeks	השלכות
tagajärjeks	תוצאה
tagajärjeks	השלכה
turbo	טורבו
lohe	עפיפון
lohe	העפיפון
lohe	דרגון
lohe	דרקון
lohe	הדרקון
gandhi	גנדי
tellitud	הזמין
tellitud	מנוי
blair	בלייר
kogukonnad	קהילות
metodisti	המתודיסטית
olukordi	מצבים
palkas	שכר
juustu	גבינה
tippkohtumine	פסגה
käpp	קלאו
käpp	טופר
ujumine	שחייה
ujumine	שוחה
ujumine	שחיה
juust	גבינה
juust	גבינות
creek	קריק
creek	נחל
dylan	דילן
muutuv	משתנה
vallandas	מפוטרת
vallandas	מפוטר
vallandas	ירה
tehnoloogiate	טכנולוגיות
kaabel	כבלים
kaabel	כבל
lehekülgi	דפים
lehekülgi	עמודים
burke	בורק
storm	סערה
storm	סופה
storm	סטורם
mõtleb	חושבת
mõtleb	חשיבה
mõtleb	חושב
astuvad	דורך
paranenud	השתפר
paranenud	שיפור
paranenud	משופר
paranenud	השתפרה
paranenud	נרפא
paranenud	ריפא
paranenud	החלים
humorist	הומוריסטן
nomenklatuur	המינוח
lammutatud	הריסה
kiss	נשיקה
kiss	קיס
köha	שיעול
köha	שיעול
laulma	לשיר
laulma	שרים
laulma	שירו
kaiser	קייזר
meremees	ימאי
pilar	פילאר
raketid	טילים
raketid	רקטות
raketid	טילים
virtuaalne	וירטואלי
virtuaalne	וירטואלית
embrüo	עובריים
öine	ליליים
motivatsiooni	מוטיבציה
motivatsiooni	מניע
cecil	ססיל
põgenemine	בריחה
põgenemine	מילוט
põgenemine	הבריחה
põgenemine	הימלטות
põgenemine	בריחה
põgenemine	לברוח
aids	איידס
lorenz	לורנץ
institutsiooni	מוסד
institutsiooni	המוסד
baldwin	בולדווין
noa	נוח
noa	נח
noa	נואה
noa	סכין
jäätmed	פסולת
jäätmed	לבזבז
jäätmed	בזבוז
kontsentreeritud	מרוכזת
kontsentreeritud	מרוכז
kontsentreeritud	מרוכזים
kattuvad	חפיפה
kattuvad	חופף
puudutas	נגעת
puudutas	נגעה
puudutas	נגעו
puudutas	נגעתי
puudutas	נגע
