το	os
απέλαση	expulsão
απέλαση	deportar
μολυνθεί	infectada
μολυνθεί	infectados
μολυνθεί	infectadas
μολυνθεί	infectado
έρωτες	romances
χυμό	sumo
χυμό	juice
χυμό	sumos
χυμό	suco
χυμό	sucos
σεθ	seth
κρίσταλ	cristal
κρίσταλ	cristais
κρίσταλ	crystal
κρίσταλ	cristal
λιμνοθάλασσες	lagoas
κρεμμύδι	cebolas
κρεμμύδι	cebola
κρεμμύδι	cebolas
κρεμμύδι	cebola
κυκλώνα	ciclone
δυσπιστία	desconfiança
δυσπιστία	desconfiança
δυσπιστία	incredulidade
δυσπιστία	descrença
προσβλητικό	ofensivos
προσβλητικό	ofensivo
προσβλητικό	ofensiva
προσβλητικό	ofensivas
προσβλητικό	insultuoso
προσβλητικό	insulto
προσβλητικό	insultar
πανικός	pânico
χημειοθεραπεία	quimioterapia
χημειοθεραπεία	quimioterapia
αποζημιώσεις	subsídios
αποζημιώσεις	licenças
τανγκ	tang
εγκληματίας	criminoso
εγκληματίας	criminal
εγκληματίας	criminosa
εγκληματίας	penal
συνδρομητές	subscritores
συνδρομητές	assinantes
μαστέιν	mustaine
ελένα	helena
ελένα	elena
κούκλες	manequins
κούκλες	bonecos
κούκλες	bonecos
κούκλες	bonecas
πληθωρισμού	inflação
ελαστικό	borracha
ελαστικό	elástica
ελαστικό	elástico
ελαστικό	elásticos
ελαστικό	pneu
ελαστικό	pneus
γουότερς	águas
γουότερς	aguas
ψυχανάλυση	psicanálise
άντερς	anders
καστέλι	castelli
ιησουίτες	jesuítas
κρυπτογραφία	criptografia
φάουστ	fausto
όουενς	owens
ρόσι	rossi
απογείωση	descolagem
απογείωση	decolagem
απογείωση	descolagem
απογείωση	decolagem
καε	oem
αραράτ	ararat
γιόρτασε	celebrada
γιόρτασε	celebrado
γιόρτασε	celebrou
γιόρτασε	comemorado
γιόρτασε	celebrados
γιόρτασε	celebrar
γιόρτασε	celebra
γιόρτασε	celebre
γιόρτασε	comemorar
εγγυήσεις	garantias
εγγυήσεις	garantia
εξάγονται	exportada
εξάγονται	exportadas
εξάγονται	exportados
εξάγονται	exportado
κορώνα	coroa
κορώνα	crown
κορώνα	cabeças
κορώνα	chefes
επίτροποι	comissários
τραυματίζοντας	ferindo
τραυματίζοντας	ferindo
ρούσβελτ	roosevelt
ρόμελ	rommel
σωτήρ	soter
ασαφή	inconclusivos
τοποθετήσεις	posicionamentos
κόβεντρι	coventry
αντιπροσωπείες	delegações
λεύκη	vitiligo
ντάουλα	dawla
ράτσα	raça
ράτσα	mestiço
επετεύχθη	alcançada
επετεύχθη	alcançado
επετεύχθη	alcançados
σάντερς	sanders
ντάμπι	dhabi
αμπντέλ	abdel
μηνιγγίτιδα	meningite
τρις	trish
τρις	tris
ειρωνικά	ironicamente
χέιλ	hale
μυστηριώδης	misteriosos
μυστηριώδης	misterioso
μυστηριώδης	misteriosa
μυστηριώδης	misteriosas
καπιταλισμό	capitalismo
αμαρτίες	pecados
λάμπρο	lambro
αντιστροφή	inverter
αντιστροφή	inverter
αντιστροφή	reverter
αντιστροφή	inverso
αντιστροφή	inversão
αντιστροφή	reversão
ετοιμότητα	prontidão
ρεαλιστικά	realista
ρεαλιστικά	realistas
ρεαλιστικά	realisticamente
ανύπαρκτη	inexistente
ανύπαρκτη	inexistentes
δημιουργικό	criativo
δημιουργικό	creative
δημιουργικό	criativos
δημιουργικό	criativa
κρατούμενος	prisioneiro
κρατούμενος	prisioneira
κρατούμενος	presidiário
κρατούμενος	recluso
ευχαριστίες	obg
ευχαριστίες	obrigado
ευχαριστίες	obrigada
ευχαριστίες	valeu
κάρβουνο	carvão
κάρβουνο	hulha
κάρβουνο	carvão
συμμόρφωση	cumprimento
συμμόρφωση	conformidade
συμμόρφωση	observância
συμμόρφωση	conformidade
συμμετρικό	simétrica
συμμετρικό	simétrico
ηλιοστάσιο	solstício
θάλλιο	tálio
κλιντ	clint
εξάρτημα	componente
παύλα	dash
παύλα	traço
παύλα	hífen
σματς	smuts
μάρα	mara
ανδρες	men
ανδρες	homens
πρόθυμοι	ávido
πρόθυμοι	ansioso
πρόθυμοι	ansiosos
πρόθυμοι	ansiosa
πρόθυμοι	disposto
πρόθυμοι	disposta
πρόθυμοι	dispostos
φτερό	penas
φτερό	pluma
φτερό	pena
φτερό	asa
φτερό	wing
βημα	step
βημα	passo
βημα	etapa
βημα	degrau
κρίσιμα	críticas
κρίσιμα	crítico
κρίσιμα	critica
κρίσιμα	críticos
κρίσιμα	crítica
βλάντισλαβ	vladislav
κλέβει	rouba
ρωτά	pede
κοσμικές	cósmicos
κοσμικές	cósmico
κοσμικές	cósmica
σαμπντόρια	sampdoria
αντίστοιχοι	correspondente
αντίστοιχοι	correspondendo
αντίστοιχοι	correspondentes
αμάξι	carro
αμάξι	automóvel
θάτσερ	thatcher
μειωμένο	reduzida
μειωμένο	reduzidos
μειωμένο	reduzidas
μειωμένο	reduzido
τεμπών	tempi
μονομερή	monómeros
μονομερή	unilateral
μονομερή	unilaterais
πληρωμές	pagamentos
φρένα	freios
φρένα	travões
προσδοκία	aspiração
προσδοκία	expectativa
προσδοκία	expectativas
προσδοκία	expectativas
προσδοκία	expectativa
διαγνωστικό	diagnóstico
παραχωρήσεις	concessões
γλάρος	gaivota
γλάρος	gull
γλάρος	gaivota
λάτρευαν	adorado
ουσιαστικές	substantivos
ασήμαντη	insignificante
ασήμαντη	insignificantes
γαλάτεια	galatea
εξέδρες	plataformas
σάνον	shannon
εξάντληση	esgotamento
εξάντληση	exaustão
εξάντληση	esgotamento
παλινδρόμηση	refluxo
ανταγωνιστή	concorrente
ανταγωνιστή	competidor
εστουδιάντες	estudiantes
μπαλάντες	baladas
οχρίδα	ohrid
καραθεοδωρή	carathéodory
μυρμήγκια	formigas
συνοχής	coesão
ψεκασμού	pulverização
επαναλαμβανόμενο	repetitivo
επαναλαμβανόμενο	repetitivos
επαναλαμβανόμενο	recorrentes
επαναλαμβανόμενο	recorrente
καλοσύνη	gentileza
καλοσύνη	amabilidade
καλοσύνη	bondade
καλοσύνη	bondade
φοβερό	incrível
φοβερό	fantástico
φοβερό	espetacular
είδωλα	ídolos
αναγνωρίσιμο	identificável
αναγνωρίσιμο	identificáveis
αναγνωρίσιμο	reconhecível
αναγνωρίσιμο	reconhecíveis
αναγνωρίσιμο	reconhecível
αναγνωρίσιμο	reconhecíveis
φράνκι	frankie
σίρερ	shearer
τρικυμία	tempestade
αρωματικό	aromáticas
αρωματικό	aromático
αρωματικό	aromáticos
χαμηλός	baixa
χαμηλός	baixos
χαμηλός	low
χαμηλός	baixo
υποχρεώνει	obrigando
κυπαρίσσι	cypress
χοίρων	porcos
χοίρων	suínos
εβιάν	evian
τέντι	pelúcia
τέντι	teddy
θριαμβευτική	triunfante
διερμηνέα	interprete
διερμηνέα	intérprete
σκύλους	cães
σκύλους	cachorros
λούθερ	luther
λούθερ	lutero
ηλεκτρόδια	eléctrodos
κοντή	curto
κοντή	short
κοντή	curtas
κοντή	curta
στόουκ	stoke
τσίρκο	circus
τσίρκο	circo
τσίρκο	circos
ρομάνο	romano
τέσλα	tesla
ανωνυμία	anonimato
χάντερ	caçador
χάντερ	caçadora
χάντερ	hunter
όρσον	orson
μοράλες	morais
μοράλες	morales
ευφροσύνη	eufrósine
ιδιοκτήτρια	dona
ιδιοκτήτρια	proprietária
ιδιοκτήτρια	dono
ιδιοκτήτρια	proprietário
ροντρίγκεζ	rodriguez
ροντρίγκεζ	rodríguez
ύποπτοι	suspeitos
ηφαίστου	hefesto
αψιμαχίες	escaramuças
ουόλτερ	walter
περιπολίες	patrulhar
περιπολίες	patrulhas
πένα	pen
πένα	caneta
πένα	canetas
πλανητάριο	planetário
πόρνες	prostitutas
πόρνες	prostitutas
πόρνες	putas
πόρνες	prostitutas
καταργεί	revoga
ραδιόφωνα	rádios
μπαϊκονούρ	baikonur
υδροξυ	hidroxi
κράμερ	kramer
κρέμεται	pendura
κρέμεται	forca
κρέμεται	enforcamento
κρέμεται	enforcado
ασταθείς	instável
ασταθείς	instáveis
σίρλεϊ	shirley
τσέλο	violoncelo
προσεκτικός	prudente
προσεκτικός	cautelosa
προσεκτικός	cauteloso
ταρσού	tarso
ασάφεια	imprecisão
ασάφεια	ambiguidade
ασάφεια	ambiguidades
εμίλιο	emílio
εμίλιο	emilio
ατέλειες	imperfeições
γενεών	gerações
κρος	cruz
κρος	cross
υπήκοοι	sujeitos
υπήκοοι	nacionais
σαλέρνο	salerno
ξάδελφος	primo
ξάδελφος	prima
χάμσαϊρ	hampshire
νοητική	mental
νοητική	mentais
μπάνερ	bandeira
μπάνερ	banners
μπάνερ	banner
μπάνερ	faixa
μπάνερ	estandarte
μαυρίκιο	maurícia
μαυρίκιο	maurício
λοτζ	lodz
σορτσάκι	short
σορτσάκι	shorts
σορτσάκι	curtas
σορτσάκι	calções
ανθρωπολόγος	antropólogo
τζούλιο	giulio
σοσιαλιστής	socialistas
σοσιαλιστής	socialista
αγαπητή	querido
αγαπητή	queridos
αγαπητή	querida
ικανοποιημένος	satisfeito
ικανοποιημένος	satisfeitos
ικανοποιημένος	satisfeita
μπαντού	bantu
θεμελιωδών	fundamental
θεμελιωδών	fundamentais
νάντια	nadia
πινγκ	ping
λουτσιάνο	luciano
φρόιντ	freud
απιστία	infidelidade
απιστία	deslealdade
ντακάρ	dakar
λάλα	lala
λικ	luc
λικ	leek
ελάφια	veados
ελάφια	veado
ελάφια	cervo
αγνόησε	ignore
αγνόησε	ignorem
αγνόησε	ignorar
αγνόησε	ignora
αγνόησε	ignorado
αγνόησε	ignoradas
αγνόησε	ignorados
αγνόησε	ignorada
δηλητηριώδη	venenosa
δηλητηριώδη	venenosas
δηλητηριώδη	venenosos
δηλητηριώδη	venenoso
στήριγμα	prop
διαγνωστικά	diagnóstico
διαγνωστικά	diagnósticos
διαγνωστικά	diagnóstico
τριοξείδιο	trióxido
απασχολημένος	ocupados
απασχολημένος	ocupado
απασχολημένος	ocupada
μπάκιγχαμ	buckingham
συνομοταξία	filo
μηδενικά	zeros
μηδενικά	zeros
τάουνσεντ	townsend
αγανάκτηση	indignação
ξωτικά	goblins
ξωτικά	gnomos
ξωτικά	elfos
ξωτικά	duendes
απίστευτο	inacreditável
απίστευτο	incrível
απίστευτο	incrivel
απίστευτο	fantástico
απίστευτο	amazing
απίστευτο	incrivel
αμαζονίου	amazônia
αμαζονίου	amazônica
ανεπαρκείς	insuficiente
ανεπαρκείς	inadequado
ανεπαρκείς	inadequada
ανεπαρκείς	inadequados
ανεπαρκείς	insuficiente
ανεπαρκείς	insuficientes
ανεπαρκείς	insuficiência
κίτο	quito
κάτια	katia
κάτια	katya
κάτια	katia
κάτια	katja
γιορτάζουν	comemorando
γιορτάζουν	celebrando
γιορτάζουν	celebrar
γιορτάζουν	celebra
γιορτάζουν	celebre
γιορτάζουν	comemorar
φάκελο	pasta
φάκελο	envelope
αίθριο	átrio
αίθριο	esplanada
αίθριο	terraço
αίθριο	varanda
αίθριο	terrace
αίθριο	pátio
καμήλες	camelos
τουφέκια	espingardas
τουφέκια	rifles
λοιποί	outros
λοιποί	outras
ιρίδιο	irídio
προτρέπει	insta
ελιγμούς	manobras
ελιγμούς	manobras
μπλάκμπερν	blackburn
επιταγές	verificações
επιταγές	controlos
επιταγές	cheques
επιταγές	cheques
σαντάμ	saddam
δηνάριο	dinar
μπακρ	bakr
γούλβεριν	wolverine
παλατινάτου	palatinado
αλάμπρα	alhambra
κολοσσός	colosso
ντόνα	donna
κορόνα	coroa
κορόνα	crown
κορόνα	cabeças
κορόνα	chefes
κορόνα	corona
πεντάγωνο	pentágono
εκπροσωπούνται	representada
εκπροσωπούνται	representado
εκπροσωπούνται	representados
εκπροσωπούνται	representadas
εκπροσωπούνται	representou
παζάρι	bazar
παζάρι	pechincha
ομολόγησε	confesso
ομολόγησε	confessar
ομολόγησε	confesse
ομολόγησε	confessa
εκούσια	voluntário
εκούσια	voluntárias
εκούσια	voluntária
χιόνια	neves
δολοφονική	homicida
δολοφονική	homicidas
σπάρτακ	spartak
γραφειοκρατία	burocracia
βόδια	bois
βόδια	gado
βόδια	bovinos
ρεαλιστικό	realista
ρεαλιστικό	realistas
κατοικημένες	povoadas
κατοικημένες	povoada
αόρατο	invisível
αόρατο	invisíveis
αόρατο	invisível
κόλα	kola
κόλα	cola
μαντολίνο	bandolim
αγαμέμνων	agamemnon
διενέξεις	diferendos
διενέξεις	litígios
διενέξεις	disputas
σόφτμπολ	softbol
σόφτμπολ	softball
ικα	ika
εκκρεμές	pêndulo
αυθεντικότητα	autenticidade
μετάνοια	penitência
μετάνοια	arrependimentos
μετάνοια	arrepender
μετάνοια	remorso
μετάνοια	arrependimento
λόγχη	lança
μεθυσμένος	bêbada
μεθυσμένος	bêbedo
μεθυσμένος	bêbados
μεθυσμένος	bêbado
όμορφος	bonitão
όμορφος	bonito
ερατώ	erato
μογγόλοι	mongóis
ψυχοθεραπεία	psicoterapia
διπλωματικά	diplomática
διπλωματικά	diplomático
διπλωματικά	diplomáticos
αιολική	vento
αιολική	wind
δόγη	doge
ύφαλο	recife
ορχάν	orhan
ναρ	nar
μετράμε	contagem
μετράμε	contando
μετράμε	contar
ψαράς	pescadores
ψαράς	pescador
γκαριμπάλντι	garibaldi
μπόνι	bonnie
μπόνι	bonny
μονομερώς	unilateral
μονομερώς	unilateralmente
σαχτάρ	shakhtar
ανταγωνιστής	concorrente
ανταγωνιστής	competidor
σαΐφ	saif
αυξήσεις	aumentos
αυξήσεις	aumenta
αυξήσεις	levanta
σίλερ	schiller
τελειότητα	grandiosidade
τελειότητα	perfeição
ατσαγιόλι	acciaiuoli
γκρος	bruta
γκρος	nojento
γκρος	gross
γκρος	brutos
γκρος	bruto
σταγόνες	pingos
σταγόνες	gotas
σταγόνες	colírio
βαντούζ	vaduz
εγκατεστημένο	instalada
εγκατεστημένο	instalados
εγκατεστημένο	instalado
άξιος	digno
άξιος	merecedor
άξιος	dignos
άξιος	digna
άξιος	merecedores
σάμπα	samba
σάμπα	saba
απεριόριστη	ilimitada
απεριόριστη	ilimitado
απεριόριστη	ilimitadas
απεριόριστη	ilimitados
ήπιες	ligeiro
ήπιες	suave
ήπιες	ameno
ήπιες	ligeira
σκιτσογράφος	cartunista
γκίλμορ	gilmore
συνειδητή	consciente
συνειδητή	conscientes
σαλόνια	salões
μολυσμένο	infectada
μολυσμένο	infectados
μολυσμένο	infectadas
μολυσμένο	infectado
μολυσμένο	contaminadas
μολυσμένο	contaminados
μολυσμένο	contaminado
μολυσμένο	contaminada
παλίζα	palisa
συνοδός	escolta
συνοδός	acompanhantes
συνοδός	acompanhante
ηλεκτρομαγνητικά	eletromagnético
ηλεκτρομαγνητικά	eletromagnética
ηλεκτρομαγνητικά	electromagnética
παράκαμψη	sobrepor
παράκαμψη	atalho
παράκαμψη	atalhos
παράκαμψη	desvio
παράκαμψη	bypass
φούγκα	fuga
ένδοξη	gloriosa
ένδοξη	glorioso
ένδοξη	gloriosos
εφάπτεται	tangencial
ονώριος	honório
εξουδετερώσει	neutralizar
λεμφοκύτταρα	linfócitos
προφητείες	profecias
ερλ	earl
ερλ	conde
έμμεσες	indiretas
έμμεσες	indirecto
έμμεσες	indirectas
έμμεσες	indirecta
έμμεσες	indireta
εισφορές	imposições
εισφορές	contributos
εισφορές	contribuições
επενδυτής	investidor
επενδυτής	investidores
φωτεινός	brilhante
φωτεινός	bright
φωτεινός	brilhantes
ελεγχόμενο	controlada
ελεγχόμενο	controlado
ελεγχόμενο	controlados
ελεγχόμενο	controladas
φυλλοβόλα	caducifólias
ααρών	aaron
ααρών	aarão
εξουσιοδότηση	autorização
εξουσιοδότηση	autorizações
εξουσιοδότηση	autorização
στιγμιότυπα	destaques
στιγμιότυπα	instantâneos
σεπ	sar
σεπ	shep
σεπ	sep
σαίρνερ	schörner
ονοματολογίας	nomenclatura
σαλάτα	saladas
σαλάτα	salada
σιδηρόπουλος	ironside
αυτοκινητοδρόμων	autoestradas
σκυλί	cão
σκυλί	cadela
σκυλί	dog
σκυλί	cachorro
αμμωνίου	amónio
ιππασίας	equestre
μποξ	boxe
μπερνς	byrnes
μπερνς	queimaduras
μπερνς	burns
μπερνς	queima
κερτς	kurtz
μέλλοντα	futuros
αφύπνιση	despertar
γονιμοποίηση	fertilização
γονιμοποίηση	inseminação
γονιμοποίηση	fertilização
κατάλοιπο	resíduo
κατάλοιπο	residuais
κατάλοιπο	residual
καταπληκτική	incrível
καταπληκτική	incrivel
καταπληκτική	fantástico
καταπληκτική	amazing
νικίας	nícias
βοστόκ	vostok
ευέλικτο	flexíveis
ευέλικτο	flexível
ευέλικτο	versátil
βιολιστής	violinista
βιολιστής	violinista
βιολιστής	fiddler
οντοτήτων	entidades
γεωπολιτική	geopolítico
γεωπολιτική	geopolítica
κλάρενς	clarence
λογιστικά	contabilidade
λογιστικά	contabilização
υποθέτει	assume
δίδυμος	gémeo
δίδυμος	gêmeos
δίδυμος	gêmeas
δίδυμος	twin
δίδυμος	gêmeo
δίδυμος	gêmea
δίδυμος	gemini
δίδυμος	gêmeos
πρόνωτο	protórax
θησαυροφυλάκιο	cofre
θησαυροφυλάκιο	abóbada
θησαυροφυλάκιο	tesouro
θησαυροφυλάκιο	tesouraria
ταϊτή	taiti
τόλμησε	ousou
παπαρίζου	paparizou
σάκη	sakis
φήλιξ	felix
φήλιξ	félix
αφοπλισμό	desarmamento
εφές	efes
στρώσεις	camadas
κέρι	carrie
κέρι	kerry
κλαρινέτο	clarinete
επιβάλλοντας	impondo
επιβάλλοντας	impor
λόλα	lola
ενδομητρίου	endométrio
μετανάστης	migrante
μετανάστης	migrantes
μετανάστης	imigrante
μετανάστης	imigrantes
γιγάντιο	gigantesca
γιγάντιο	gigantescas
γιγάντιο	gigantesco
υποθετικό	hipotética
υποθετικό	hipoteticamente
υποθετικό	hipotético
αδρανή	adormecido
αδρανή	dormente
αδρανή	dormentes
αδρανή	inerte
αδρανή	inertes
έντισον	edson
έντισον	edison
τραχύ	áspero
τραχύ	bruto
τραχύ	grosseiros
τραχύ	grosseiro
χοιρινό	porco
βαλς	valsa
αγοραστή	comprador
αγοραστή	comprador
μιλς	moinhos
μιλς	mills
φατμά	fatma
θαμμένος	sepultado
θαμμένος	enterrada
θαμμένος	enterrados
θαμμένος	enterradas
θαμμένος	enterrado
φόνους	assassínios
φόνους	homicídios
φόνους	assassinatos
τυποποιημένη	normalizados
τυποποιημένη	normalizado
τυποποιημένη	normalizados
άντεν	aden
μπλερ	blair
κατακραυγή	clamor
πιπεριές	pimentão
πιπεριές	pimentos
αρμονικές	harmônicos
ενέσεις	injecções
ενέσεις	injeções
γκόρκι	gorky
βόσπορο	bósforo
παστέρ	pasteur
άχρηστο	inútil
άχρηστο	inúteis
άχρηστο	inútil
άχρηστο	inúteis
κοπάδι	bando
κοπάδι	rebanho
κοπάδι	rebanho
κοπάδι	manada
μεταφραστή	tradutor
μεταφραστή	tradutora
ίππαρχος	hiparco
βολταίρος	voltaire
αφέντη	mestre
αφέντη	master
παίξιμο	jogar
παίξιμο	tocando
παίξιμο	jogando
παίξιμο	brincando
ελαχιστοποίηση	minimizar
ελαχιστοποίηση	minimização
ελαχιστοποίηση	minimizar
ελαχιστοποίηση	minimização
ελαχιστοποίηση	minimizar
λοθάριος	lotário
σκήπτρο	ceptro
ποστ	postar
ποστ	publicar
ποστ	publicação
ποστ	pós
ποστ	post
ρωτάει	pede
οιδίποδα	édipo
τραγικός	trágica
τραγικός	trágicas
τραγικός	trágico
κβάζαρ	quasar
κάλι	callie
κάλι	kali
κάλι	cali
εκθέσει	exponha
εκθέσει	expôr
εκθέσει	expor
σκανδιναβικές	nórdica
σκανδιναβικές	nórdico
σκανδιναβικές	nórdicos
σκανδιναβικές	escandinavos
σκανδιναβικές	escandinavo
κύησης	gestação
σινάν	sinan
φόβοι	receios
φόβοι	temores
φόβοι	medos
φτιαγμένη	feitos
φτιαγμένη	feita
φτιαγμένη	feito
φτιαγμένη	made
σιχ	sikh
επίμονη	persistente
επίμονη	persistência
επίμονη	persistentes
ομονοίας	omonia
χανκ	hank
αποστροφή	desagrado
αποστροφή	repulsa
αποστροφή	aversão
ουρανούς	céus
ουρανούς	céus
κουίνσλαντ	queensland
σκυροδέματος	concreto
σκυροδέματος	cimento
σκυροδέματος	concretas
σκυροδέματος	betão
σκυροδέματος	concretos
αλφόνς	alphonse
αργολίδος	argólida
χρώμιο	chrome
χρώμιο	cromo
χρώμιο	crómio
χρώμιο	cromo
αργού	bruto
χημικούς	químicos
νίκα	nika
νίκα	nica
παρακάλεσε	suplicou
παρακάλεσε	implorou
κύλινδροι	cilindros
διοικητών	governadores
μπουρζ	bourges
κατόχους	titulares
κατόχους	detentores
εμπορία	marketing
εμπορία	comercialização
εμπορία	tráfico
στένωση	estreitamento
στένωση	estenose
συγκρίνεται	compara
θάμνοι	arbustos
ρητίνη	resinas
ρητίνη	resina
μυ	músculos
μυ	músculo
μυ	muscular
βαλτιμόρη	baltimore
οικοτόπων	habitats
κασπάροφ	kasparov
συγκίνηση	emoção
συγκίνηση	emoções
συγκίνηση	excitação
συγκίνηση	emoção
συγκίνηση	emoção
συγκίνηση	emocionar
γονατάς	gónatas
μολύνσεις	infecções
ιρίνα	irina
σανσκριτικά	sânscrito
χυμός	sumo
χυμός	juice
χυμός	sumos
χυμός	suco
χυμός	sucos
πανδοχείο	estalagem
πανδοχείο	pousada
πανδοχείο	inn
ορό	soro
ασπιδα	escudo
ασπιδα	shield
γουντς	floresta
γουντς	bosque
γουντς	bosques
αόρατος	invisível
αόρατος	invisíveis
μικροσκοπικά	tiny
μικροσκοπικά	minúsculo
τρελό	doida
τρελό	louca
τρελό	maluco
τρελό	doido
τρελό	louco
ποδηλατοδρόμιο	velódromo
αμάρτημα	pecado
αμάρτημα	pecar
αμάρτημα	sin
κρέιβεν	craven
παρθένες	virgens
κίρρωση	cirrose
σιλικόνης	silicone
λαμπρά	brilhante
λαμπρά	brilhantes
γενειάδα	barba
γενειάδα	barbas
πλύσιμο	lavagem
πλύσιμο	lavar
πλύσιμο	lave
πλύσιμο	lava
πλύσιμο	wash
πλύσιμο	lavagem
πλύσιμο	lavar
ντάρελ	darrell
βάισαλα	väisälä
ψυχρή	frio
ψυχρή	cold
ψυχρή	frios
ψυχρή	fria
σύρμα	arame
σύρμα	fios
σύρμα	fio
λατομείο	pedreira
σαούλ	saul
ανανεώσει	renovar
δέρματα	couros
δέρματα	couro
δέρματα	peles
δέρματα	skins
αποφασιστικότητα	resolver
αποφασιστικότητα	determinação
πιανίστες	pianistas
σχετικοί	pertinente
σχετικοί	relevante
σχετικοί	pertinentes
σχετικοί	relevantes
σιλεσία	silésia
πνίγηκε	sufocou
πνίγηκε	afogado
πνίγηκε	afogada
πνίγηκε	afogados
μπολτ	bolt
μανταλένα	maddalena
μωρά	gatas
μωρά	gatinhas
μωρά	bebés
μωρά	bebês
μίλνερ	milner
τουλόν	toulon
ανασύσταση	reconstituição
ανασύσταση	reconstituído
ανασύσταση	reconstituída
ανασύσταση	reconstituir
επιλυθεί	resolvidos
επιλυθεί	resolveu
επιλυθεί	resolvido
επιλυθεί	resolvida
επιλυθεί	resolvidas
αλμυρό	salgadas
αλμυρό	salgada
αλμυρό	salgado
μαθητεία	aprendizado
μαθητεία	aprendizagem
σπόρο	semente
σπόρο	sementes
φρίκη	horrores
φρίκη	terror
φρίκη	horror
διάχυτη	penetrante
διάχυτη	disseminada
διάχυτη	divulgados
διάχυτη	difusa
γειά	olá
γειά	alô
γειά	hello
αμέλεια	negligência
αμέλεια	negligência
αμέλεια	negligenciar
μάντης	vidente
μάντης	vidente
παραγωγικό	produtivas
παραγωγικό	produtiva
παραγωγικό	produtivo
παραγωγικό	produtivos
βοηθητική	auxiliares
βοηθητική	auxiliar
λαβές	alças
λαβές	apertos
νανά	nanna
επανεκλεγεί	reeleito
οικολογικά	ecológica
οικολογικά	ecológicas
οικολογικά	ecológicos
οικολογικά	ecologia
οικολογικά	ecológico
διαμετρήματος	calibre
διαμετρήματος	calibre
αναλυτικό	analítico
αναλυτικό	analíticos
αναλυτικό	analítica
τυφλά	blind
τυφλά	cega
τυφλά	cego
τυφλά	cegos
τυφλά	cegas
τυφλά	cegamente
επικίνδυνων	perigosa
επικίνδυνων	perigosos
επικίνδυνων	perigoso
χέγκελ	hegel
λάβαρο	bandeira
λάβαρο	banners
λάβαρο	banner
λάβαρο	faixa
λάβαρο	estandarte
τίνα	tina
ομοφωνία	unanimidade
παπούτσι	sapato
προμηθευτές	fornecedores
πίθηκοι	macacos
πίθηκοι	macacos
κλάιβ	clive
ειλικρίνεια	honestidade
ειλικρίνεια	sinceridade
ειλικρίνεια	sinceridade
εξοργισμένος	furiosos
εξοργισμένος	furiosa
εξοργισμένος	furioso
εξοργισμένος	indignado
εξοργισμένος	enfurecido
ζόραν	zoran
κον	con
κον	cohn
κον	kon
πρωτεύον	primária
πρωτεύον	primário
πρωτεύον	primárias
πρωτεύον	primários
πρωτεύον	primata
πρωτεύον	primatas
ομπρέλα	umbrella
μάρτι	marty
μάρτι	marti
σκόπιμη	intencional
σκόπιμη	intencionais
σκόπιμη	deliberada
σκόπιμη	deliberado
ράντυ	randy
πιστοποίησης	certificação
ένγκελς	engels
σοπέν	chopin
συνάδελφό	colega
μαραντόνα	maradona
ουντινέζε	udinese
ριμέικ	refazer
ριμέικ	remake
αστροφυσική	astrofísica
σάξονες	saxões
σόνια	sonya
σόνια	sónia
σόνια	sonia
σόνια	sónia
σόνια	sonja
σόνια	sónia
νορβηγικό	noruegueses
νορβηγικό	norueguesa
νορβηγικό	norueguês
αιθέρες	éteres
αμφίβολη	duvidoso
αμφίβολη	duvidosa
ζωντάνια	vitalidade
φειδία	fídias
πεζοναύτες	marines
πεζοναύτες	fuzileiros
μανιτάρια	cogumelos
μανιτάρια	cogumelos
μανιτάρια	cogumelo
μεταμφιεσμένος	disfarçada
μεταμφιεσμένος	disfarçado
υποτίμηση	desvalorização
υποτίμηση	amortizações
υποτίμηση	amortização
υποτίμηση	depreciação
υποτίμηση	desvalorização
καμπή	watershed
αγοραστής	comprador
αγοραστής	comprador
άθως	athos
αναλυτής	analisador
αναλυτής	analista
αναλυτής	analisador
ομολογεί	confessa
κυβέλη	cibele
ανανεώσιμες	renovável
ανανεώσιμες	renováveis
ώριμο	madura
ώριμο	maduro
ώριμο	maduros
ώριμο	maduros
ώριμο	maduro
ώριμο	madura
χίκοκ	hickok
τανκ	tanques
τανκ	tanque
τανκ	reservatório
τανκ	tank
τανκ	tanques
τανκ	cisternas
χανκς	hanks
ζουλού	zulu
ναυπηγείο	estaleiro
κλέων	cleon
τσιν	chin
τσιν	queixo
θεογονία	teogonia
ταμάρα	tamara
αποκεφαλίστηκε	decapitado
γε	acs
δεσμεύεται	comete
αργώ	argo
δολοφόνοι	killers
δολοφόνοι	assassinos
δολοφόνοι	assassinos
δολοφόνοι	assassinas
δολοφόνοι	assassinos
κεφαλίδα	cabeçalho
καρφιά	pregos
καρφιά	nails
καρφιά	unhas
καρφιά	picos
βαρύς	pesado
βαρύς	heavy
βαρύς	pesadas
βαρύς	pesados
βαρύς	pesada
βρέχει	chovendo
βρέχει	chover
πεπεισμένος	convencidos
πεπεισμένος	convencido
πεπεισμένος	convencidas
πεπεισμένος	convencida
πεπεισμένος	convicto
κτηνοτρόφοι	reprodutores
κτηνοτρόφοι	criadores
φρόντο	frodo
επιδημίες	epidemias
χέιζ	hays
χέιζ	hayes
μπαλζάκ	balzac
φακοί	lanternas
φακοί	lentes
φου	foo
σίλβερ	prateado
σίλβερ	silver
σίλβερ	prata
διακεκριμένο	distintos
διακεκριμένο	distinguido
