morris	morris
määratleb	definieert
vaatlused	enquêtes
vaatlused	opmerkingen
vaatlused	waarnemingen
vaatlused	observaties
tunnustus	herkenning
tunnustus	erkenning
martha	martha
kara	kara
diagnostika	diagnose
diagnostika	diagnostiek
diagnostika	diagnostische
diagnostika	diagnose
diagnostika	diagnostiek
diagnostika	diagnoses
cpu	cpu
cpu	processor
füüsilised	lichamelijk
füüsilised	lichamelijke
füüsilised	fysieke
füüsilised	fysiek
kasutajaliides	frontend
efektiivselt	effectief
efektiivselt	efficiënt
peer	peer
peer	scheet
meeleavaldajate	demonstranten
meeleavaldajate	betogers
meeleavaldajate	demonstranten
meeleavaldajate	betogers
crystal	kristal
crystal	kristallen
crystal	crystal
ustav	trouwe
ustav	loyaal
ustav	trouw
ustav	loyale
madalmaad	nederland
münsteri	münster
politseinikud	politieagenten
kubernerkond	gouvernement
