die	на
pools	польське
xiii	xiii
organismes	організми
instelling	встановлення
asiatiese	азійський
francisco	франсіско
francisco	франциско
weerstand	опору
weerstand	опір
kleinste	найменша
kleinste	найменший
kleinste	найменше
premier	premier
premier	вищому
gebruike	використовує
gebruike	користується
gebruike	використання
gebruike	конвенції
publieke	публічний
publieke	громадське
publieke	паблік
publieke	відкритий
publieke	публічна
publieke	громадського
vrydag	friday
victor	віктор
victor	переможцю
musikant	музикант
glen	глен
slawe	рабів
slawe	раби
voorstede	передмісті
voorstede	околиці
force	примусово
force	примусити
force	сила
force	force
quebec	квебек
logo	логотип
county	графство
county	повіт
county	жупанія
werklike	ям
afgelope	минулий
afgelope	минулі
afgelope	минуле
teenwoordigheid	присутність
bedrag	сума
bedrag	суму
gesamentlike	спільна
gesamentlike	спільне
groeiende	росте
groeiende	нарощування
metodes	способи
metodes	методи
poësie	поезія
toerisme	туризм
rosenthal	розенталь
gevange	викрали
waarheid	істина
row	рядок
mengsel	суміш
idees	ідеї
katte	коти
katte	кішки
steve	стів
saturnus	сатурн
uitvoer	експортує
uitvoer	експорт
uitvoer	виконати
xii	xii
mure	стіни
mure	мури
anton	антон
geëindig	завершене
geëindig	закінчився
geëindig	закінчилась
geëindig	закінчилось
geëindig	завершився
student	студентка
student	студентська
student	студент
maniere	шляхи
maniere	способи
maniere	манери
geweld	насилля
geweld	насильство
ure	годин
ure	години
spanning	напруги
slaag	вдасться
tydelik	тимчасове
tydelik	тимчасові
tydelik	тимчасова
tydelik	тимчасово
tydelik	тимчасовий
armeense	вірменська
senior	старший
senior	сеньйор
klasse	класи
wetgewing	законодавства
wetgewing	законодавство
sakse	саксонія
afhanklik	залежні
afhanklik	залежних
elf	одинадцять
kommunikasie	комунікація
kommunikasie	спілкування
kommunikasie	комунікації
kommunikasie	комунікацій
grade	градуси
grade	градусів
hawaii	гаваї
skyf	диск
skyf	диску
skyf	диск
ooreenkomste	угод
glad	плавне
glad	згладжування
glad	плавні
glad	плавно
glad	гладкий
outeur	writer
outeur	письменник
outeur	хатхор
outeur	автор
outeur	автора
outeur	автором
vrees	fear
vrees	страх
vrees	страху
juan	хуан
formele	формальні
formele	формальна
julius	юліус
julius	юлій
vloeistof	рідкий
vloeistof	рідини
vloeistof	рідина
niemand	ніхто
niemand	нікого
kenia	кенії
kenia	кенія
skuif	слайд
petersburg	петербург
lied	конкурс
lied	пісня
families	сімей
families	родин
families	родини
medium	середній
medium	носій
medium	середня
medium	середні
xiv	xiv
italiaans	італійською
italiaans	італійський
italiaans	італієць
italiaans	італійська
italiaans	італійської
weerspieël	дзеркало
figuur	фігура
tom	тома
tom	том
ongelukkig	нажаль
faktore	фактори
faktore	факторів
daniël	daniel
daniël	даніел
daniël	даніель
daniël	деніел
daniël	данило
philip	філіп
plato	платон
lady	жіночі
lady	леді
lady	пані
kiesers	виборців
brandenburg	бранденбурзькі
selde	рідко
konserwatiewe	консервативна
hulpbronne	виконавців
hulpbronne	виконавці
hulpbronne	ресурси
toneel	сцени
toneel	сцена
vermy	уникнути
vermy	уникайте
vermy	уникати
nel	nel
aspekte	аспекти
aspekte	аспектів
bbp	ввп
benadering	наближення
benadering	підхід
vasgestel	встановлено
vasgestel	подальшому
vasgestel	заснований
genera	айстрових
verrig	адміністративні
verrig	адміністративний
verrig	адміністративне
carter	картер
skei	дроблення
skei	розділення
skei	розділити
skei	розділена
verhoed	заблоковано
verhoed	заблокували
verhoed	заблоковані
latyns	латинська
latyns	латинської
latyns	латинські
eiendom	властивості
eiendom	властивість
eiendom	майна
eiendom	власність
eiendom	майно
vilnius	вільнюс
sewende	сім
sewende	сімка
honderde	сотні
cheetahs	гепарди
jag	полювання
susters	сестрички
susters	сестри
versamel	зібрати
versamel	збирати
versamel	містяться
versamel	міститься
teorieë	теорії
slagoffers	жертв
slagoffers	жертви
slagoffers	жертвами
slagoffers	постраждалих
slagoffers	постраждалим
aankoms	прибуде
nuus	новини
nuus	новина
gehuisves	розміщена
françois	франсуа
bane	бейн
gestaak	зупинено
gestaak	зупинили
gestaak	зупинився
gestaak	зупинка
gestaak	припинено
gestaak	перервано
aangekoop	платні
aangekoop	придбаний
uitbreek	breakout
aanhangers	фани
aanhangers	шанувальники
aanhangers	вболівальники
aanhangers	фанати
hoekom	чому
hoekom	нащо
hoekom	навіщо
arbeid	праця
arbeid	трудове
arbeid	трудова
arbeid	трудові
briewe	листи
briewe	літер
briewe	літери
irak	ірак
irak	іраку
prestasie	ефективність
prestasie	виступ
montreal	монреаль
strepe	смужки
strepe	смуги
verdediging	оборона
verdediging	захист
verdediging	оборони
verdediging	захист
verdediging	оборону
sand	пісок
brasiliaanse	бразильська
sodra	once
christendom	християнство
gedagte	mind
gedagte	розум
ontsnap	втеча
ontsnap	втечу
ontsnap	втекти
patrick	патрік
poort	пор
poort	порт
kastilië	кастилія
patriarg	патріарх
koerante	газетах
koerante	газети
bul	taurus
elders	деінде
normale	звичайна
normale	нормальний
normale	нормальні
normale	звичайний
normale	звичайне
stories	історії
stories	публікації
stories	розповіді
vel	оболонка
vel	шкіра
vel	шкіри
glas	скло
stalin	сталін
bernard	бернард
bernard	бернар
toegeskryf	призначена
toegeskryf	оргкомітет
toegeskryf	призначені
individuele	окремих
individuele	індивідуальна
individuele	індивідуальні
individuele	індивідуальне
individuele	окремі
individuele	індивідуальний
florida	флориді
beskadig	обстрілів
beskadig	пошкоджені
betrekkinge	відносини
pluto	плутон
pan	пан
pan	випічки
owerheid	авторитет
owerheid	правом
onderhoud	обслуговування
onderhoud	супровід
dun	тонка
dun	тонкі
dun	тонкий
lewens	життів
lewens	живе
verklaring	оголошення
verklaring	оголосити
verklaring	декларація
verklaring	оголошення
impak	вплив
sekondêre	вторинної
homo	людина
homo	homo
armenië	вірменії
armenië	вірменія
komedie	комедія
komedie	комедії
hitler	гітлера
hitler	гітлер
optree	во
optree	заступник
optree	акторська
optree	діяти
cooper	купер
moontlikheid	можливість
moontlikheid	притягнути
bay	губа
bay	затока
gewapende	озброєний
gewapende	озброєні
gewapende	збройних
gewapende	бронетанкова
komplekse	комплекс
komplekse	складні
harde	hard
harde	тяжко
harde	важкий
harde	складна
harde	важка
harde	жорсткий
star	зоря
star	зірочки
star	зоряні
star	зірка
snelheid	швидкість
dekade	десятиліття
roep	дзвінок
roep	зателефонувати
roep	виклик
protestantse	протестантська
biografie	біографія
biografie	біографію
russe	руські
russe	росіян
russe	росіяни
half	пів
half	півтори
half	половина
half	половину
half	наполовину
diegene	ті
diegene	тих
diegene	тими
produseer	виробляє
produseer	дає
satelliet	супутник
onderwysers	учителі
onderwysers	вчителів
onderwysers	вчителі
onderwysers	учителі
onderwysers	викладачі
encyclopedia	енциклопедія
modelle	models
modelle	моделі
modelle	моделей
ffffff	ffffff
syfers	цифр
syfers	цифри
sirië	сирія
sirië	сирії
sahara	сахара
tel	кількість
tel	рахувати
tel	відлік
tel	підрахунок
tel	порядковий
tel	обліку
tel	відлік
persentasie	відсотки
persentasie	відсоток
afgevaardigdes	делегати
vergader	зібрати
vergader	збирати
kunste	мистецтво
grondslag	базис
bykomende	додаткові
jonathan	джонатан
dik	жирна
dik	товстий
dik	товста
dik	густе
toetse	перевірки
toetse	тести
spoor	доріжки
spoor	трек
spoor	композицію
spoor	доріжка
spoor	композиція
spoor	стежити
spoor	стежка
spoor	сліди
spoor	залізничний
spoor	трамвая
brussel	брюсселі
brussel	брюссель
rots	матеріал
rots	матеріали
theron	терон
heinrich	генріх
vogel	фоґель
fisika	фізика
francis	френсіс
francis	франциск
interne	внутрішнє
interne	внутрішній
interne	внутрішня
interne	внутрішні
long	легені
liga	ліга
liga	ліга
ingenieur	інженер
konteks	контекст
konteks	контексту
aftrede	пенсії
liedjies	пісень
liedjies	пісні
liedjies	songs
gesteun	підтримувані
gesteun	підтримали
gesteun	підтримується
geologiese	геологічні
dans	танці
dans	танцюй
dans	танець
dans	танцювальна
dans	танок
dans	танці
beginsels	засади
beginsels	принципи
dokter	лікар
dokter	лікаря
dokter	доктор
dokter	лікарю
tydelike	тимчасове
tydelike	тимчасові
tydelike	тимчасова
tydelike	тимчасово
tydelike	тимчасовий
vergeleke	порівняно
jerusalem	єрусалим
kapasiteit	потужність
kapasiteit	спроможність
vorms	форм
vorms	форми
vorms	форм
vorms	форми
vorms	форму
vorms	форма
guinee	гвінеї
guinee	гвінея
opposisie	протистояння
bespreking	бронювання
bespreking	дискусії
bespreking	дискусія
bespreking	обговорення
verkeer	навантаження
verkeer	пробки
verkeer	трафік
verkeer	рух
operasie	дія
operasie	операція
teologie	теології
rus	відпочинок
nodige	необхідно
nodige	необхідні
nodige	необхідним
gras	трава
gras	трави
gedeel	спільну
gedeel	поширив
gedeel	спільні
gedeel	поширили
gedeel	спільний
gedeel	акції
gedeel	поширення
henri	анрі
dek	обкладинки
dek	охоплює
dek	обкладинок
blankes	білих
rug	back
rug	назад
rug	ззаду
rug	повернулася
rug	спина
heen	кудись
heen	десь
sultan	султан
portugees	португальська
elektrisiteit	електрику
elektrisiteit	електрика
elektrisiteit	електрики
elektrisiteit	електроенергії
elektrisiteit	нижній
elektrisiteit	опустити
elektrisiteit	нижня
elektrisiteit	нижча
elektrisiteit	влада
elektrisiteit	живлення
elektrisiteit	сила
elektrisiteit	power
enwiki	enwiki
windows	вікон
windows	windows
windows	вікна
verowering	завоювання
verowering	conquest
verowering	підкорення
gelaai	завантажені
gelaai	завантажено
verteenwoordigers	представники
verteenwoordigers	представників
deeltjies	частки
deeltjies	частинок
deeltjies	частинки
lok	знайдуться
lok	співом
lok	зацікавити
lee	лі
werksaam	робота
werksaam	робочий
depressie	депресія
omskep	перетворити
pare	пари
pare	пар
gehalte	якість
strate	вулицям
strate	вулиць
strate	вуличками
strate	вулицями
strate	вулиці
verre	далеких
verre	вій
verre	далекого
horisontale	горизонтальний
horisontale	горизонтальна
horisontale	горизонтальне
horisontale	горизонтально
maandag	понеділок
ondersteuners	прихильники
dame	цариці
dame	королева
dame	queen
dame	краля
dame	цариця
dame	жіночі
dame	леді
dame	пані
herbou	відбудувати
herbou	заново
veranderings	зміна
veranderings	change
veranderings	змінити
gerig	орієнтований
gerig	направлена
opskrif	напис
opskrif	підпис
opskrif	відправника
opskrif	відправник
opskrif	згасання
banke	береги
banke	банків
banke	банки
kampioen	чемпіон
gevlug	пропущених
gevlug	пропущено
indruk	враження
mannetjie	чоловічий
mannetjie	самець
mannetjie	чоловічі
mannetjie	чоловіча
jeug	молодість
jeug	юнацтва
jeug	юність
jeug	молодь
chemie	хімія
absolute	абсолютна
absolute	абсолютний
absolute	абсолютне
internasionaal	міжнародний
internasionaal	міжнародна
internasionaal	міжнародні
internasionaal	інтернаціонал
internasionaal	міжнародне
voldoende	достатню
voldoende	достатньо
voldoende	адекватна
voldoende	оснащені
rousseau	руссо
ferdinand	фердинанд
dokument	документом
dokument	документа
dokument	документ
napoleon	наполеона
napoleon	наполеон
muller	мюллер
sover	блоки
sover	цегла
belasting	податкова
belasting	податки
belasting	податок
tony	тоні
vang	спіймати
vang	зловити
vang	встигнути
vang	захоплення
vang	захопити
ene	ті
resultate	результати
volgorde	замовити
volgorde	ордер
volgorde	наказ
volgorde	порядок
tuine	сади
tuine	садів
vuurtoring	маяк
koper	покупець
koper	покупця
koper	міді
koper	мідь
mount	гора
mount	маунт
mount	монтувати
mount	монтування
baai	губа
baai	затока
kandidate	кандидатів
aanvang	почалося
aanvang	почалось
aanvang	почали
aanvang	розпочато
aanvang	почався
aanvang	почато
komponente	компоненти
komponente	компонентів
uitwerking	вплине
uitwerking	вплинути
uitwerking	впливати
warskou	варшавський
warskou	варшава
warskou	варшавська
toneelstuk	відтворити
toneelstuk	грати
toneelstuk	програти
romans	романів
romans	романи
tydskrifte	журнали
kulture	культур
frederick	фредерік
beslis	безперечно
beslis	точно
beslis	безумовно
geregistreer	зареєстровано
geregistreer	зареєстровані
geregistreer	зареєстрований
geregistreer	підписані
hesse	гессе
hesse	гессен
taylor	тейлор
kol	kol
door	вивіз
door	двері
indonesië	індонезія
indonesië	індонезії
geleer	вивчили
geleer	навчився
geleer	вивчив
geleer	навчилися
ras	перегони
ras	забіг
ras	раса
spreek	треш
spreek	турботу
spreek	занепокоєння
organiese	органічні
organiese	органічне
dollar	долар
rotse	камені
rotse	скелі
rotse	астероїди
rotse	каміння
rotse	скелях
lawrence	лоуренс
front	front
front	спереду
front	передні
front	фронт
front	передній
ryn	рейн
belfast	белфаст
monargie	монарх
monargie	монархія
monargie	фракції
robertson	робертсон
stadig	повільно
stadig	повільні
stadig	повільний
stadig	повільно
meyer	меєр
meyer	маєр
besetting	окупаційні
besetting	окупація
besetting	окупації
geloop	йшли
geloop	йшов
geloop	запустили
geloop	розпочали
crusaders	фундаменталізм
baltiese	балтійське
evangelie	євангеліє
ernst	ернст
romantiese	романтик
romantiese	романтична
romantiese	романтичний
romantiese	романтичні
invloede	впливає
kenmerk	можливість
welkom	запрошуємо
handhaaf	утримати
handhaaf	підтримання
handhaaf	зберігати
handhaaf	підтримувати
personeel	персонал
personeel	штаб
utrecht	утрехт
oortuig	переконані
oortuig	переконали
williams	вільямс
take	завдання
take	задачі
blues	блюз
blues	blues
blues	блакить
blues	сині
navorsers	вчені
lewis	льюїс
lewis	льюіс
carlos	карлос
oorsaak	спричинити
oorsaak	причина
oorsaak	причиною
mike	майк
mike	майка
willie	віллі
administrateur	адміністратор
administrateur	адміністратора
administrateur	адміністратором
vin	vin
ekstra	додатковий
ekstra	зайві
ekstra	додаткова
ekstra	додаткові
grieke	греки
ding	фішка
ding	річ
ding	затори
aanvanklike	початкова
aanvanklike	початковий
aanvanklike	початкове
krisis	криза
donderdag	четвер
geroep	назвали
geroep	викликала
geroep	називається
geroep	викликали
skepping	створення
skepping	витвір
breed	широкі
breed	широке
gevang	зловили
gevang	спіймав
minerale	мінерали
toegerus	обладнаний
deelname	участі
deelname	участь
perde	коней
perde	коні
kantoor	офіс
kantoor	office
getuig	свідчити
oorweeg	вважається
oorweeg	вважаються
oorweeg	вважають
oorweeg	вважалося
uitgesaai	трансляція
brandstof	пальне
brandstof	паливо
brandstof	палива
aangrensende	сусіднього
aangrensende	сусідню
gelees	прочитайте
gelees	читати
gelees	прочитані
gelees	читайте
gelees	прочитати
gelees	читання
mane	mane
sitplekke	місця
sitplekke	сидіння
sitplekke	місце
sitplekke	seat
renaissance	відродження
kompleks	комплекс
kompleks	складні
religieuse	релігійна
religieuse	релігійні
anoniem	анонімний
anoniem	наркомани
brei	плетіння
reign	править
veg	бій
veg	бійка
veg	fight
gemengde	змішана
gemengde	змішаний
gemengde	змішані
aansoek	програми
aansoek	програма
aansoek	застосунок
aansoek	додаток
country	країни
country	країна
country	кантрі
vinniger	швидше
free	вільна
free	безкоштовне
free	вільний
free	безкоштовно
free	вільно
bremen	бремен
opera	opera
opera	опера
figure	фігури
figure	фігурки
figure	показники
true	істина
true	правда
toegestaan	розуміється
oostenrykse	австрійська
oostenrykse	австрійський
identiteit	особа
identiteit	особистість
identiteit	профіль
identiteit	ідентичність
steenkool	вугілля
geskuif	зворушений
geskuif	переїхала
geskuif	переїхали
geskuif	переїхав
stat	stat
outomaties	автоматичні
outomaties	автоматичний
outomaties	авто
outomaties	автоматично
outomaties	автоматична
outomaties	автоматичний
outomaties	автоматичне
outomaties	автоматичні
leonardo	леонардо
verdedig	захищатися
verdedig	захищають
verdedig	захисти
swaartekrag	гравітація
swaartekrag	тяжіння
alliansie	альянс
instrumente	інструментів
instrumente	інструментами
klere	одяг
klere	одяг
max	макс
groote	розмір
florence	флоренція
florence	флоренції
las	навантаження
las	завантажити
las	завантаження
behartig	регулюють
stefanus	стівен
stefanus	степан
besluite	рішення
besluite	рішень
uitgewer	видавець
materie	речовина
geskikte	відповідний
geskikte	відповідні
geskikte	відповідну
tanzanië	танзанії
colin	колін
vlaamse	фламандські
leon	леон
verwar	неприємні
hollywood	голлівуд
hollywood	hollywood
georg	георг
spring	стрибати
spring	перехід
spring	стрибок
spring	перейти
spring	скаче
perd	кінь
kuslyn	узбережжя
kuslyn	берег
regerings	уряди
jansen	jansen
moeite	лихоманка
moeite	зусилля
siek	хворим
siek	хворі
siek	хвора
siek	хворий
siek	захворіла
wolf	вовк
vermont	вермонт
gewysig	змінені
gewysig	змінений
gewysig	оновлено
gewysig	оновлений
gewysig	оновлені
gewysig	змінився
gewysig	змінилася
gewysig	змінено
gewysig	змінений
gewysig	змінені
gewysig	змінений
gewysig	змінено
gewysig	змінене
gewysig	змінені
gewysig	асортимент
gewysig	діапазон
gewysig	хребет
gewysig	апельсин
gewysig	помаранчевий
verdien	заробив
nasionaliteit	нації
nasionaliteit	країна
nasionaliteit	націю
nasionaliteit	громадянство
nasionaliteit	нація
materiale	матеріали
statistiek	статистика
statistiek	статистикою
statistiek	статистику
statistiek	статистики
statistiek	статистика
statistiek	статистики
eer	співають
eer	співай
eer	співаю
eer	честь
eer	пошани
gov	gov
geproduseer	ролик
magnetiese	магнітний
magnetiese	магнітна
vestiging	заклад
antarktika	антарктида
antarktika	антарктиди
malawi	малаві
estland	естонія
estland	естонії
handelaars	шахраїв
generasie	створення
generasie	generation
generasie	покоління
generasie	генерація
prosesse	процеси
prosesse	процесів
eienskap	атрибут
eienskap	можливість
hoofstuk	розділ
hoofstuk	глава
hoofstuk	главу
dertig	тридцять
verhoudings	взаємини
risiko	ризик
dryf	запас
dryf	резерв
kiëf	київ
mongoolse	монгольська
standaarde	стандартів
standaarde	стандартами
standaarde	стандартам
standaarde	стандарти
sone	зона
argitekte	архітекторів
perseel	приміщення
thailand	таїланд
caps	кінчики
caps	кубків
toyota	toyota
youtube	youtube
dreyer	дреєр
wene	відень
tydstip	тайм
tydstip	час
vlerke	крила
texas	техас
meksikaanse	мексиканська
meksikaanse	мексиканський
aanlyn	онлайн
aanlyn	online
denke	роздуми
denke	мислення
tande	зуби
bulls	бики
geteken	намальовано
geteken	намальовані
hamilton	гамільтон
liedjie	конкурс
liedjie	пісня
makliker	легше
makliker	простіше
ekspedisie	мкс
ekspedisie	експедиція
hektaar	гектар
hektaar	гектарів
cornelius	корнелій
blom	квітки
blom	квітка
aktiwiteit	активність
aktiwiteit	дії
aktiwiteit	діяльності
aktiwiteit	дія
aktiwiteit	діяльність
ongeluk	аварія
resultaat	результат
corporation	корпорація
infrastruktuur	інфраструктура
bulle	бики
progressiewe	прогресивна
progressiewe	прогресивний
progressiewe	прогресивні
progressiewe	тривалий
wolk	хмара
worcester	вустер
hamlet	гамлет
bewus	уважні
bewus	відомо
bewus	усвідомлює
roos	роуз
roos	роза
roos	розі
roos	троянда
moll	молл
gedink	здалося
gedink	подумав
gedink	думав
gedink	думала
gedink	гадали
getel	порахувати
daaglikse	щоденне
daaglikse	щоденно
daaglikse	щодня
daaglikse	щоденні
toerusting	обладнання
toerusting	інвентар
toerusting	спорядження
toerusting	gear
konstruksie	будівництво
konstruksie	будівництва
apollo	аполлон
letland	латвії
letland	латвія
geleenthede	випадках
geleenthede	події
digters	поетів
digters	поети
voortdurend	неодноразово
hemel	heaven
hemel	небеса
hemel	рай
hemel	небес
hemel	небесне
hemel	небеса
titels	заголовки
island	острів
gevangenes	затримані
gevangenes	полонених
alice	аліса
alice	еліс
kategorieë	категорії
neef	кузен
neef	племінник
uitstekende	відмінний
uitstekende	чудова
uitstekende	відмінно
gesing	унісон
swem	плавання
meet	вимірювання
meet	міру
meet	міра
begraafplaas	кладовище
begraafplaas	цвинтар
uitgestorwe	вимерли
siberië	сибір
onmoontlik	неможлива
onmoontlik	неможливе
onmoontlik	неможливо
perth	perth
dennis	деніс
dennis	денис
dennis	денніс
argipel	архіпелаг
geïdentifiseer	визначена
geïdentifiseer	визначено
pakistan	пакистану
pakistan	пакистан
onthul	розкривати
misluk	невдало
misluk	невдача
misluk	збій
misluk	помилка
roemenië	румунії
roemenië	румунія
geneig	тенденцію
jackson	джексон
moslems	мусульмани
moslems	мусульманин
airbus	airbus
arms	руки
duim	дюйм
duim	палець
duim	дюймів
duim	дюйми
selle	комірки
mej	міс
demokrasie	демократія
microsoft	microsoft
praktiese	практичні
praktiese	практичне
praktiese	практичний
praktiese	практична
metriek	метрика
klip	камінь
klip	stone
klip	стоун
dinsdag	вівторок
lutherse	лютеранська
konstantyn	костянтин
konstantyn	костянтин
rond	around
rond	довкола
rond	навколо
rond	раунди
rond	раундів
oomblik	момент
oomblik	мить
gehaal	отримано
boeddhisme	буддизм
vars	свіжі
vars	свіже
vars	свіжа
vars	свіжий
heuwel	пагорб
heuwel	хілл
heuwel	hill
heuwel	гілл
limburg	лімбург
ian	яном
ian	ієн
lesers	читачам
lesers	читачі
oral	всюди
oral	скрізь
oupa	дідусь
oupa	дід
oupa	дідуся
tekort	дефіцит
komeet	комета
stelling	заява
stelling	виписка
stelling	твердження
tipes	типи
skuldig	винен
skuldig	винним
skuldig	винний
miljoene	мільйонами
miljoene	мільйони
sagte	soft
sagte	ніжні
korter	коротше
korter	виступи
biologiese	біологічних
biologiese	біологічна
lisensie	ліцензію
lisensie	ліцензія
lisensie	ліцензії
lisensie	ліцензію
lisensie	ліцензія
fyn	файно
fyn	добре
uitstalling	виставку
uitstalling	експонат
marius	маріус
limited	foods
regter	суддя
regter	судді
regter	суддю
teenoorgestelde	протилежність
teenoorgestelde	відміну
teenoorgestelde	протилежний
teenoorgestelde	навпаки
antonio	антоніо
openbaar	публічний
openbaar	громадське
openbaar	паблік
openbaar	відкритий
openbaar	публічна
openbaar	громадського
openbaar	публічно
facebook	фейсбук
facebook	facebook
ietwat	дещо
normaalweg	зазвичай
woensdag	середа
velde	поля
afloop	увімкнення
iwan	іван
iwan	іванко
aansig	глядач
aansig	переглядач
aansig	відображення
aansig	дисплей
aansig	показати
aansig	показ
aansig	показувати
aansig	перегляд
aansig	вигляд
aansig	view
aansig	вид
aansig	переглянути
afgeleë	віддалений
afgeleë	пульт
afgeleë	віддалене
glasgow	glasgow
klanke	звуки
klanke	звучить
rewolusionêre	революційний
zeus	зевс
godin	богиня
gustav	густав
mis	туман
mis	mis
mis	туман
albums	альбомів
albums	альбоми
das	краватка
das	краватку
waterval	водоспад
luitenant	лейтенант
luitenant	лейтенанта
toespraak	мовлення
toespraak	промову
nikolaas	миколай
nikolaas	ніколас
nikolaas	миколая
meen	вірити
konstante	постійна
konstante	стала
konstante	постійний
bbc	bbc
voertuie	автомобілі
laagste	найнижчі
bereid	бажаючих
bereid	дасть
bereid	підготувала
bereid	суспільно
bereid	підготовлено
bereid	підготував
nico	ніко
onderdruk	блокувати
sub	sub
trein	потяг
trein	поїзд
georganiseer	організована
georganiseer	організовані
patroon	взірець
patroon	взірцем
patroon	візерунок
patroon	шаблон
kwaliteit	якість
takke	філії
takke	гілками
takke	гілки
houding	attitude
houding	ставлення
deelnemers	учасників
deelnemers	учасники
deelnemers	учасникам
ervaring	досвід
tuisblad	дім
tuisblad	домівка
tuisblad	домашній
tuisblad	додому
gelyke	вузол
gelyke	декларацій
gelyke	дорівнює
gelyke	рівне
toesig	нагляду
toesig	опіки
toesig	нагляд
bymekaar	зібрати
bymekaar	збирати
beveel	рекомендує
hubble	габбл
merk	мітка
merk	позначити
merk	позначка
merk	квач
merk	кропивницький
gevorderde	додатковий
gevorderde	додаткові
gevorderde	додаткове
gevorderde	розширений
gevorderde	додатково
veranderlike	стіл
veranderlike	столик
veranderlike	таблиця
veranderlike	таблиці
slang	змія
slang	змії
voorspel	прогноз
fins	фінська
simptome	симптоми
hervorming	реформації
airlines	антонова
airlines	авіалінії
airlines	airlines
genre	жанр
parke	парки
janeiro	жанейро
gesinne	сімей
gesinne	родин
gesinne	родини
rasse	порід
pruisiese	прусська
tref	накладати
tref	удар
tref	хіт
tref	влучити
tref	зачепив
tref	вдарив
regstreeks	жити
regstreeks	live
regstreeks	наживо
regstreeks	живу
regstreeks	трансляція
bedreiging	загроза
bedreiging	погроза
bedreiging	загрозу
small	малий
small	малі
small	маленькі
lesotho	лесото
uitleg	компонування
uitleg	розкладка
gesproke	звертаючись
gesproke	вимовити
smaak	смак
nuut	нові
nuut	нове
nuut	нова
nuut	новий
nuut	створити
spore	сліди
koolstof	карбон
dmitri	дмитро
monaco	монако
veertig	сорок
aardbewing	землетрус
woestyn	десерт
woestyn	пустелі
woestyn	пустеля
kolle	крапок
kolle	крапки
kolle	плями
kolle	плям
kookkuns	кухня
kookkuns	кулінарія
meisie	дівчинка
meisie	дівча
meisie	дівчина
meisie	дівчину
queen	цариці
queen	королева
queen	queen
queen	краля
queen	цариця
radius	радіус
vrae	запитань
vrae	питань
vrae	вопросы
vrae	запитання
vrae	питання
werknemers	співробітників
werknemers	працівників
werknemers	працівники
werknemers	службовців
sharks	акул
vee	худоба
grant	грант
grant	надати
reageer	реагувати
reageer	виводять
reageer	відповісти
china	china
china	китаї
china	китаю
china	китай
slowakye	словаччині
slowakye	словаччина
damme	дамм
tronk	тюрму
tronk	ґрати
tronk	тюрма
tronk	тюрми
adolf	адольф
enjins	двигуни
enjins	рушії
congress	конгрес
congress	конгресу
evolusie	еволюція
evolusie	evolution
sektor	сектор
addisionele	додаткові
leierskap	лідерство
leierskap	лідерства
keulen	кельн
alma	альма
alma	alma
php	php
afrigter	тренер
afrigter	тренера
ethiopië	ефіопії
pond	фунт
herinner	нагадати
herinner	нагадаємо
daal	краплі
gemeen	спільними
gemeen	поширені
gemeen	спільне
gemeen	загальні
gemeen	common
gemeen	означають
gemeen	середнє
mites	міфи
mites	міфів
items	елементів
items	пункти
items	елементи
winkels	магазинів
winkels	крамниці
winkels	магазини
winkels	магазини
azerbeidjan	азербайджану
azerbeidjan	азербайджанський
azerbeidjan	азербайджан
storm	шторм
storm	буря
erg	серйозно
genetiese	генетичний
libië	лівії
som	сума
som	суму
som	сум
films	films
films	фільми
films	фільмів
junior	джуніор
junior	дитячий
junior	junior
orkes	оркестр
orkes	orchestra
papier	папір
smelt	кельтські
oseane	океани
geëis	забрала
andorra	андорра
tuis	приціл
tuis	обсяг
tuis	дім
tuis	домівка
tuis	домашній
tuis	додому
afstammelinge	нащадки
boeing	боїнг
boeing	boeing
ruk	поки
sterker	сильнішим
sterker	сильніші
sterker	сильніше
sterker	сильнішою
sterker	сильніший
feite	факти
meganiese	механічна
meganiese	механічний
sirkel	коло
sirkel	гурток
wilson	вілсон
perspektief	перспективу
perspektief	перспектива
perspektief	перспективи
kings	королі
helderheid	яскравість
toepassings	додатки
toepassings	програми
toepassings	додатки
toepassings	програми
toepassings	програма
toepassings	застосунок
toepassings	додаток
weduwee	вдова
weduwee	вдови
fiksie	фантастика
fiksie	культурі
metale	метали
klubs	клуби
klubs	жир
klubs	клубів
#ffffff	#ffffff
domein	домен
newton	ньютон
lion	лев
dns	днк
dns	dns
blootgestel	відкритий
individu	окремих
individu	індивідуальна
individu	індивідуальні
individu	індивідуальне
individu	окремі
individu	індивідуальний
nissan	nissan
aanneem	усиновлення
aanneem	прийняття
fishbase	fishbase
oorsig	огляд
oorsig	переглянути
oorsig	рецензування
oorsig	відгук
oorsig	огляд
sade	сад
misdaad	злочин
misdaad	кримінальна
villa	вілла
sneeu	саванна
sneeu	сніг
maxwell	максвелл
gekoppel	skyline
stabiele	стабільна
stabiele	стійкий
vertalings	переклад
vertalings	переклади
oosterse	східних
redir	redir
klaar	завершено
klaar	завершені
klaar	закінчено
klaar	закінчиться
klaar	закінчив
klaar	зроблено
klaar	закінчили
klaar	виконано
klaar	готово
klaar	done
optiese	оптичний
lokomotief	локомотив
ontwerpe	designs
sleutel	ключ
sleutel	клавіша
uitdrukking	вираз
uitwissing	винищення
uitwissing	вимирання
uitwissing	загибель
uitwissing	зникнення
jane	джейн
sout	сіль
sout	солі
ideale	ідеали
