kuģniecības	کشتیرانی
luka	لوکا
luka	لوکا
aprakstīt	توصیف
pakauša	occipital
kokapstrādes	خراطی
otrie	دوم
otrie	ثانیه
otrie	دومی
ieteikuma	اشاره
ieteikuma	راهنمایی
slāpekli	نیتروژن
laimes	بخت
laimes	فال
laimes	ثروت
laimes	خوشبختی
laimes	شادی
laimes	خوشی
rom	رام
rom	rom
valērija	ولری
valērija	والریا
procedūra	رویه
procedūra	روند
smtp	smtp
uzsvaru	تأکید
uzsvaru	تاکید
džakomo	جاکومو
tēvocis	عمو
tēvocis	عموی
tēvocis	دایی
estadio	ورزشگاه
kolonna	ستون
kolonna	ستونی
stimulē	تحریک
barset	barset
pica	پیتزای
pica	پیتزا
pleca	شونه
pleca	شانه
taka	دنباله
gaiļa	خروس
vijole	ویولون
vijole	ویلن
vijole	ویولن
blu	بلو
vienots	یکپارچه
vienots	تکی
vienots	single
vienots	تک
kāpnēm	نردبان
kāpnēm	نردبانی
pakete	بسته
pakete	بستۀ
rāpuļi	خزندگان
kolēģija	کالج
kolēģija	دانشکده
kolēģija	دانشگاه
kolēģija	دانشگاهی
bbl	bbl
tomāšs	توماش
ziloņi	فیل
dabiski	طبیعتا
mango	انبه
mango	mango
izlaiž	پرش
intervijas	مصاحبه
intervijas	مصاحبه
šķiršanās	طلاق
šķiršanās	جدایی
šķiršanās	جدائی
zero	صفر
zero	زیرو
zero	zero
stabils	پایدار
ābols	سیب
ābols	apple
ābols	اپل
čemberlens	چمبرلین
izmeklēšana	تحقیق
izmeklēšana	تحقیقات
izmeklēšana	مکرر
bis	بیس
zeltā	طلای
zeltā	gold
zeltā	طلا
zeltā	طلایی
zeltā	گلد
zeltā	زرین
tests	آزمون
tests	آزمایش
tests	تست
trušu	خرگوشی
trušu	خرگوش
zemākas	پایینی
senči	تبار
senči	پدرانشان
senči	اجداد
senči	پدران
senči	نیاکان
veins	وین
galējais	نهایی
meles	ملس
istabu	اتاق
istabu	اتاقی
istabu	اطاق
mehānismi	مکانیسم
aston	آستون
fotogrāfijā	فتو
fotogrāfijā	photo
fotogrāfijā	عکس
fermi	فرمی
nepatika	متنفر
labojumi	اصلاح
labojumi	اصلاحات
labojumi	اصلاح
