ngc	ngc
kontakt	contacto
kontakt	contactar
kontakt	contactos
kontakt	contacta
domaći	doméstica
domaći	domésticas
domaći	domésticos
domaći	doméstico
domaći	tareas
domaći	tarea
domaći	deberes
učenika	alumna
učenika	pupilas
učenika	alumno
učenika	pupila
učenika	pupilo
naučnik	científico
naučnik	científica
naučnik	cientifico
fra	fra
kule	towers
kule	torres
teška	pesado
teška	heavy
teška	pesadas
teška	pesados
teška	pesada
teška	duro
teška	duros
teška	rudo
teška	dura
teška	dificil
teška	difícil
teška	difíciles
news	noticias
news	novedades
news	noticia
duh	ghost
duh	fantasmas
duh	fantasma
duh	espíritu
duh	spirit
duh	espiritu
pacijenata	pacientes
dolazak	llegada
dolazak	arribo
dolazak	llegadas
subota	sábados
subota	sábado
subota	sabado
sagrađena	construidos
sagrađena	construido
sagrađena	construida
mrežu	network
mrežu	red
izgubili	perdido
izgubili	lost
izgubili	perdida
izgubili	perdidos
izgubili	perdió
izgubili	perdidas
trajanje	duración
donijela	traído
donijela	trajo
donijela	traido
donijela	traída
tlo	suelos
tlo	tierra
tlo	suelo
tlo	terreno
tlo	molido
tlo	ground
štit	shield
štit	escudo
niže	bajar
niže	inferior
nedjelja	domingo
slični	parecido
slični	similar
slični	similares
slični	parecidos
broji	conde
broji	cuenta
broji	recuento
broji	contando
broji	contar
mašine	maquinaria
mašine	máquinas
mašine	maquinas
arhitekt	arquitecto
arhitekt	arquitectos
camp	campamentos
camp	camp
camp	campamento
camp	campo
tačaka	puntos
tačaka	puntos
tačaka	points
editor	redactor
editor	editor
editor	editora
osman	osman
ubija	mata
peru	perú
peru	peru
non	non
osvajači	invasores
wolfgang	wolfgang
pokrenuo	iniciadas
pokrenuo	iniciada
pokrenuo	iniciado
pokrenuo	iniciados
vilim	william
vilim	guillermo
originalni	original
originalni	originales
nervni	nerviosa
nervni	nervioso
nervni	nerviosos
nervni	nervio
var	var
pogon	propulsión
ostataka	residuo
efekti	efectos
živa	living
živa	vivir
živa	viviendo
živa	viva
živa	vivos
živa	vivo
živa	alive
topljenja	deshielo
kevin	kevin
komentari	observaciones
komentari	comenta
komentari	comentarios
komentari	comentario
chelsea	chelsea
odbija	rehúsa
odbija	rechaza
mađarski	húngaros
mađarski	húngaro
mađarski	hungría
mađarski	húngara
stotina	cien
stotina	centenar
stotina	hundred
božica	diosa
zauzimaju	ocupando
zauzimaju	occupy
zauzimaju	ocupen
zauzimaju	ocupar
tajni	secretos
ulaz	entrada
interakcije	interacción
interakcije	interacciones
interakcije	interacción
anton	anton
anton	antón
autori	autores
sahranjen	sepultado
sahranjen	enterrada
sahranjen	enterrados
sahranjen	enterrado
osnove	básicos
osnove	fundamentos
osnove	básico
dobijanje	ganar
dobijanje	ganando
stav	actitud
civilizacije	civilización
vincent	vicente
omer	omer
omer	umar
kandidat	candidata
kandidat	candidato
kandidat	candidatos
bolnice	hospitales
murray	murray
vladari	soberanos
vladari	gobernantes
bogova	dioses
ušla	entrado
ušla	introducido
ušla	entró
ušla	ingresado
elementima	elementos
povrede	lesión
povrede	lesiones
povrede	herida
povrede	perjuicio
povrede	traumatismos
povrede	lesiones
povrede	heridos
povrede	heridas
postojao	existido
postojao	existió
postojao	existía
postojao	existieron
postojao	existían
faktori	factores
now	now
now	ahora
bataljona	batallones
građani	ciudadanos
građani	ciudadanas
naprijed	adelante
naprijed	forward
naprijed	delantero
žrtava	bajas
žrtava	víctimas
žrtava	victimas
žrtava	víctimas
slijede	sigue
slijede	siga
slijede	seguir
slijede	sigan
slijede	follow
slijede	seguido
slijede	seguí
slijede	siguió
slijede	seguida
pjesmama	cantos
pjesmama	canciones
pjesmama	songs
događaji	eventos
događaji	acontecimientos
gume	neumáticos
gume	llantas
gume	gomas
prekida	interrupción
prekida	interrupción
prekida	interrupciones
bad	malas
bad	malos
bad	malo
bad	bad
bad	mal
bad	mala
bad	bud
bad	brote
napravljena	hecha
napravljena	made
napravljena	hecho
uspješan	exitosos
uspješan	exitoso
uspješan	exitosa
uspješan	exitosas
uspješan	éxito
uzeo	tomado
uzeo	tomadas
uzeo	tomados
uzeo	tomada
uzeo	tomaron
uzeo	tomó
žele	quieres
žele	quiero
žele	querer
žele	want
žele	quieren
starije	ancianos
starije	anciano
starije	anciana
starije	mayores
ubiti	kill
ubiti	matar
ubiti	mata
količinama	cantidades
količinama	magnitudes
rep	rabo
rep	cola
rep	rap
malu	poco
malu	little
malu	pequeño
malu	pequeña
malu	poquito
norveški	noruego
norveški	noruega
hard	duro
hard	duros
hard	hard
hard	difícil
hard	dura
prednosti	ventajas
prednosti	ventajas
prednosti	prestaciones
prednosti	beneficios
uprava	administración
carter	carter
lincoln	lincoln
ranim	early
ranim	primeros
ranim	temprano
wikitext	wikitext
aplikacije	aplicaciones
aplikacije	solicitudes
figure	figura
figure	cifra
priprema	preparativos
priprema	preparación
priprema	preparaciones
priprema	preparado
priprema	preparando
priprema	preparación
priprema	preparándose
roberto	roberto
akcija	action
akcija	acción
akcija	accion
akcija	acciones
hitler	hitler
csi	csi
kazna	frase
kazna	sentencia
kazna	penal
kazna	sanción
kazna	pena
kazna	penalización
kazna	castigos
kazna	castigo
trgovina	comercio
trgovina	intercambios
trgovina	comercio
hlist	hlist
adolf	adolfo
adolf	adolf
gama	gama
gama	gamma
programi	programas
programi	programas
ivica	ivica
fernando	fernando
rana	herida
rana	rana
rana	heridas
dodaje	añadido
dodaje	agregados
dodaje	añadida
dodaje	añadió
dodaje	agregó
dodaje	agregado
dodaje	agrega
dodaje	añade
vjeruju	creer
atina	atenas
atina	atenea
atina	athena
televizija	televisor
televizija	television
televizija	televisión
televizija	televisiones
karakter	carácter
karakter	caracter
karakter	personaje
div	gigante
div	giant
div	gigantes
div	div
osjećaj	sensación
osjećaj	sintiendo
osjećaj	sentimiento
gonzález	gonzález
atom	átomo
atom	atom
komada	trozos
komada	piezas
komada	pedazos
napravi	crear
napravi	crea
napravi	crean
zabranjeno	prohibida
zabranjeno	prohibido
zabranjeno	prohibidas
zabranjeno	prohibidos
zabranjeno	prohibida
zabranjeno	prohibido
zabranjeno	prohibidas
zabranjeno	prohibidos
zabranjeno	prohibida
zabranjeno	prohibido
zabranjeno	prohibidas
zabranjeno	prohibidos
preselio	movida
preselio	movido
preselio	conmovido
preselio	trasladado
xiv	xiv
privatni	privados
privatni	privadas
privatni	privado
privatni	privada
lični	personal
lični	personales
pobijedivši	latiendo
pobijedivši	paliza
pobijedivši	golpiza
perzej	perseo
uređaj	dispositivos
uređaj	dispositivo
filipa	philippa
tlu	suelos
tlu	tierra
tlu	suelo
tlu	terreno
tlu	molido
tlu	ground
steinitz	steinitz
priznanje	confesión
priznanje	confesiones
priznanje	reconocimientos
priznanje	reconocimiento
popularna	popular
popularna	populares
kolumbija	columbia
kolumbija	colombia
kolumbija	colombia
poštanski	postal
poštanski	postales
timovi	equipos
evolucija	evolution
evolucija	evolución
viktor	vencedor
viktor	víctor
viktor	victor
viktor	viktor
važnosti	importancia
vlastiti	propio
vlastiti	propios
vlastiti	propias
vlastiti	propia
pobjeđuje	victorias
pobjeđuje	gana
pobjeđuje	gane
izotop	isótopo
amsterdam	ámsterdam
amsterdam	amsterdam
brijeg	brijeg
kalendar	calendario
marina	marina
kritika	críticas
kritika	criticas
kritika	crítica
jezgro	core
jezgro	núcleo
jezgro	núcleos
jezgro	núcleo
tkivo	tejidos
tkivo	tejido
milja	miles
milja	millas
milja	kilómetros
mclaren	mclaren
pog	pogue
sullivan	sullivan
značajnu	significativos
značajnu	significativas
značajnu	significativo
značajnu	significativa
značajnu	significante
strah	temor
strah	miedo
strah	fear
turci	turcos
luk	luke
luk	lucas
luk	luk
luk	cebolla
luk	cebollas
luk	moño
luk	reverencia
luk	arco
luk	proa
luk	bow
štita	shield
štita	escudo
jake	jake
toplota	heat
toplota	calor
greške	errores
greške	errores
douglas	douglas
slučajno	accidentalmente
masakr	masacres
masakr	matanza
masakr	masacre
masakr	matanzas
razvijaju	evolucionar
razvijaju	evoluciona
saobraćaj	tránsito
saobraćaj	tráfico
saobraćaj	trafico
portugalski	portugueses
portugalski	portuguesa
portugalski	portugués
legenda	legend
legenda	leyenda
sjeverozapadu	northwestern
sjeverozapadu	noroeste
jedinstvo	unity
jedinstvo	unidad
fotografije	fotos
fotografije	fotografías
dušik	nitroso
dušik	nitro
dušik	nitrógeno
budućnost	futuro
budućnost	future
budućnost	futura
budućnost	porvenir
kontrola	control
kontrola	controlar
čuva	mantiene
nedaleko	estériles
nedaleko	estéril
blues	azules
blues	blues
potrebne	necesitó
potrebne	necesitaba
potrebne	necesitado
djevojka	chica
djevojka	niña
djevojka	muchacha
andreas	andreas
rgb	rgb
pilot	pilot
pilot	piloto
dokument	documentar
dokument	documento
podrška	apoyo
podrška	soporte
uključen	implicado
uključen	implicada
uključen	involucrado
uključen	involucrada
uključen	involucrados
policija	policía
policija	police
policija	policia
policija	policías
roland	roland
roland	rolando
samostan	monasterio
šake	puños
prenose	llevar
zaliva	golfo
zaliva	abismo
identitet	identidad
ravan	plano
ravan	piso
ravan	plana
turizam	turismo
instrument	instrumento
pokazalo	mostrada
pokazalo	mostrado
pokazalo	demostrado
pokazalo	mostrados
popović	popovic
sigurnost	seguridad
sigurnost	inocuidad
sigurnost	seguridad
specifične	específicas
specifične	específicos
specifične	específica
specifične	especifico
specifične	específico
kvaliteta	quality
kvaliteta	calidad
kvaliteta	cualidad
konferencija	conferencia
firma	firme
firma	firmes
firma	bufete
rastu	crecen
rastu	crecer
rastu	crece
andré	andré
željko	zeljko
andrew	andres
andrew	andrew
andrew	andrés
emisije	emisiones
samoubistvo	suicidarse
samoubistvo	suicide
samoubistvo	suicida
samoubistvo	suicido
samoubistvo	suicidio
samoubistvo	suicidios
usluga	servicios
sličnosti	similitudes
sličnosti	semejanzas
osmanlija	otomanos
glumaca	actores
ovan	aries
ash	cenizas
ash	ceniza
ash	ash
organ	órganos
organ	órgano
concacaf	concacaf
materija	materia
materija	sustancia
materija	substancia
connecticut	connecticut
discipline	disciplina
uvedena	introducido
uvedena	introducidos
uvedena	introducida
pedro	pedro
vozača	controlador
vozača	driver
vozača	chofer
vozača	conductor
vozača	chófer
eric	eric
eric	erick
tvrtko	tvrtko
pravac	direction
pravac	dirección
istina	cierto
istina	true
istina	verdadera
istina	verdad
istina	verdadero
istina	verdad
istina	truth
podijeljeno	divididas
podijeljeno	dividida
podijeljeno	dividido
podijeljeno	divididos
tečnosti	fluidos
tečnosti	líquidos
primarni	primario
primarni	primarias
primarni	primarios
primarni	primaria
turnirima	torneos
procesi	procesos
procesi	procesa
otkriven	descubierto
otkriven	descubierta
otkriven	descubiertas
otkriven	descubiertos
otkriven	descubrió
num	num
num	núm
arsenal	arsenal
upoznao	met
električni	electricidad
električni	eléctrica
električni	eléctrico
električni	eléctricas
električni	electrico
električni	electrico
električni	eléctrica
električni	eléctrico
električni	electrica
električni	electricidad
samuel	samuel
napon	voltaje
napon	tensión
himna	himno
himna	himno
husein	hussein
husein	husein
husein	hüseyin
vozači	conductores
vozači	pilotos
vozači	controladores
vozači	choferes
paljbe	disparando
paljbe	despido
koncentracije	concentraciones
koncentracije	concentración
ceste	carreteras
ceste	caminos
stvarno	realmente
biološki	biológica
biološki	biológicas
biološki	biológicos
biološki	biológico
biološki	biológicamente
izgradnji	construya
izgradnji	construir
izgradnji	construye
blizanci	gemini
blizanci	géminis
blizanci	gemelas
blizanci	mellizos
blizanci	gemelos
stavlja	pone
pronađen	encontrada
pronađen	encontradas
pronađen	encontrados
pronađen	hallado
pronađen	encontrado
leta	vuelo
leta	leto
leta	summers
leta	veranos
dodijeljena	asignadas
dodijeljena	asignada
dodijeljena	asignado
dodijeljena	asignados
posjeduju	propio
posjeduju	propios
posjeduju	propias
posjeduju	propia
prvenstava	campeonatos
prvenstava	campeonato
industrijski	industrial
industrijski	industriales
socijalistička	socialistas
socijalistička	socialista
cezar	cesar
cezar	césar
korpus	corps
hampshire	hampshire
nosilac	portador
nosilac	portadora
nosilac	beneficiaria
nosilac	beneficiario
nosilac	beneficiarios
odbrani	defender
odbrani	defiendan
odbrani	defenderme
predvodio	liderado
predvodio	liderados
predvodio	led
predvodio	llevó
islamski	islámico
islamski	islámica
islamski	islámicas
islamski	islámicos
wilson	wilson
vida	vida
unutrašnjost	dentro
unutrašnjost	adentro
unutrašnjost	inside
predstavljao	representado
predstavljao	representada
predstavljao	representados
predstavljao	representadas
sjeveroistoku	noreste
sjeveroistoku	nordeste
argument	argumento
argument	argumentación
def	def
doslovno	literalmente
doslovno	literal
doslovno	literal
doslovno	literales
konstanta	constante
konstanta	constantes
dubina	profundidad
denis	dionisio
denis	denis
koda	koda
aplikacija	aplicacion
aplikacija	solicitud
aplikacija	aplicación
aplikacija	app
aplikacija	aplicación
grafički	gráficos
grafički	gráfico
grafički	gráfica
grafički	gráficas
boston	boston
svrha	proposito
svrha	finalidad
svrha	propósito
čvrsto	sólidos
čvrsto	sólido
čvrsto	sólida
čvrsto	macizo
čvrsto	firmemente
povratka	retorno
povratka	devolución
povratka	regreso
povratka	regresar
povratka	vuelta
povratka	regresando
povratka	regresar
pruge	galones
pruge	rayas
pruge	franjas
rus	rus
ženke	hembras
front	fachada
front	frontal
front	front
front	frente
front	delantero
zajedničke	articulación
zajedničke	joint
zajedničke	porro
zajedničke	articulaciones
zajedničke	conjunta
vojnik	soldados
vojnik	soldado
forma	forma
forma	formulario
rtv	rtv
simptomi	síntomas
georg	georg
zahtjeva	solicita
zahtjeva	peticiones
zahtjeva	solicitudes
valencia	valencia
hrani	alimenta
pjesnika	poetas
mount	monte
mount	montura
mount	montar
nokaut	knockout
nokaut	nocaut
komedija	comedia
rekordi	actas
rekordi	registros
rekordi	discos
rekordi	records
svijesti	consciencia
svijesti	concientización
svijesti	sensibilización
svijesti	conciencia
svijesti	concienciación
patrick	patrick
patrick	patricio
sure	claro
sure	seguro
aktivan	activos
aktivan	activo
aktivan	activa
den	dan
den	den
roma	romaníes
roma	romaní
roma	roma
fotografija	fotografía
fotografija	photo
fotografija	foto
fotografija	fotografía
fotografija	fotografia
fotografija	fotos
fotografija	fotografías
iskustvo	experiencia
iskustvo	experiencias
međunarodno	internacional
međunarodno	international
međunarodno	internacionales
međunarodno	internacionalmente
hermann	hermann
dodatni	extra
ikad	ever
mjerenja	medición
mjerenja	mediciones
mjerenja	medidas
sahat	reloj
ndh	ndh
jezike	idiomas
jezike	lenguas
fiba	fiba
dos	dos
budžet	presupuestos
budžet	presupuesto
federer	federer
tvrdio	reclamado
tvrdio	reclamó
tvrdio	reclamadas
tvrdio	alegó
tvrdio	reclamada
roberta	roberta
tačnije	específicamente
tačnije	concretamente
afc	afc
lijek	cure
lijek	curar
lijek	cura
rizik	riesgo
rizik	riesgos
rizik	arriesgar
navrata	ocasiones
ograničenja	limitaciones
ograničenja	restricciones
ograničenja	condicionamientos
ograničenja	limitaciones
ograničenja	restricciones
biraju	elija
biraju	escoja
biraju	elegir
biraju	elige
biraju	seleccione
biraju	seleccione
biraju	seleccionar
biraju	selecciona
ibm	ibm
kurt	kurt
pobjegao	escapó
pobjegao	escapo
pobjegao	escapado
pobjegao	huido
pobjegao	huyó
pobjegao	huyeron
municije	municiones
municije	munición
municije	municiones
municije	munición
municije	municiones
suprotno	contrariamente
suprotno	contrario
suprotno	opuestos
suprotno	enfrente
suprotno	contrario
suprotno	opuesto
napadi	ataca
napadi	atentados
napadi	ataques
puške	pistolas
puške	guns
puške	fusiles
puške	cañones
puške	armas
odgovoran	responsable
odgovoran	responsables
usvojena	adoptada
usvojena	adoptado
usvojena	adoptados
postići	lograr
stuttgart	stuttgart
osijek	osijek
fred	fred
pobuna	rebelión
pobuna	revuelta
pobuna	motín
debi	debut
debi	debbie
debi	debi
ukrajina	ucrania
zakoni	leyes
supstanci	substancias
supstanci	sustancias
granata	granada
granata	obuses
granata	proyectiles
granata	conchas
granata	cáscaras
hemija	quimica
hemija	química
genetička	genéticas
genetička	genética
genetička	genético
genetička	genéticos
nemoguće	imposible
nemoguće	imposibles
organi	órganos
tragovi	trazas
tragovi	trace
tragovi	traza
tragovi	rastro
tragovi	trazo
tragovi	pistas
tragovi	vestigios
tragovi	rastros
tragovi	trazas
tragovi	trazos
islamska	islámico
islamska	islámica
islamska	islámicas
islamska	islámicos
odjel	departamento
rasa	razas
rasa	carreras
rasa	race
rasa	carrera
rasa	raza
datira	fechas
irak	irak
irak	iraq
tekstova	textos
tekstova	letra
tekstova	letras
geni	genes
slam	slam
prototip	prototipo
prototip	prototipos
monte	monte
izvršio	comprometido
izvršio	comprometidos
izvršio	cometido
izvršio	comprometida
opasnosti	peligros
predstave	actuaciones
predstave	representaciones
predstave	obras
predstave	juega
youtube	youtube
ostavku	dimisión
ostavku	dimitir
ostavku	renunciar
ostavku	renuncia
ostavku	dimitido
ostavku	dimitió
ostavku	renunció
ostavku	dimisión
ostavku	resignación
ostavku	renuncia
potez	moverse
potez	movimiento
potez	mover
potez	muévete
potez	mudanza
claude	claudia
claude	claude
claude	claudio
naglo	bruscamente
naglo	abruptamente
slonovače	marfil
logora	bandos
logora	campos
logora	campamentos
mutacija	mutación
mutacija	mutaciones
indijski	indios
indijski	indio
indijski	india
indijski	hindú
škotska	escocia
reagira	responde
vjetar	viento
podijeljene	divididas
podijeljene	dividida
podijeljene	dividido
podijeljene	divididos
razni	varios
razni	varias
razni	varios
razni	diversos
jabuka	manzana
jabuka	apple
važnost	importancia
skakač	caballero
skakač	knight
skakač	saltador
klasifikacija	clasificación
watson	watson
širenja	propagación
širenja	difundir
satelita	satélites
fischer	fischer
sergej	serguéi
sergej	sergio
sergej	sergei
sergej	serguéi
sergej	sergio
sergej	sergey
slatina	slatina
usvojen	pasó
usvojen	adoptada
usvojen	adoptado
usvojen	adoptados
sazviježđe	constelación
sazviježđe	constelaciones
matematici	mates
matematici	matemáticas
matematici	matemática
stan	stan
stan	apartamento
stan	piso
stan	departamento
stan	apartamentos
müller	müller
hong	hong
musa	musa
musa	moses
musa	moisés
ispitivanja	sondeos
ispitivanja	encuestas
ispitivanja	interrogatorios
ispitivanja	interrogatorio
ispitivanja	cuestionamiento
ispitivanja	interrogatorio
ispitivanja	interrogación
ispitivanja	interrogatorios
hiljadu	mil
ikada	ever
zuba	muelas
zuba	dentadura
zuba	diente
zuba	dientes
hromosom	cromosomas
hromosom	cromosoma
oslo	oslo
kutija	box
kutija	caja
kutija	recuadro
kutija	casilla
kutija	casillas
kutija	cajas
zadar	zadar
unutrašnji	interno
unutrašnji	interna
unutrašnji	interior
dunlop	dunlop
poluostrvo	península
drugačije	distinta
drugačije	diferente
drugačije	distintos
drugačije	distinto
drugačije	diferentes
poremećaj	interrupción
poremećaj	trastorno
poremećaj	desorden
peć	estufa
peć	caldera
peć	horno
peć	horno
peć	estanterías
peć	pec
gambit	gambit
kompozitora	compositores
dino	dino
interwiki	interwiki
puška	fusil
puška	rifle
zvao	llamados
zvao	llamado
zvao	llamé
zvao	llamada
zvao	inquilino
zvao	arrendatario
zvao	inquilinos
media	media
media	medios
oklop	armadura
oklop	armaduras
oklop	blindaje
oklop	armadura
oklop	armaduras
oklop	blindaje
philip	felipe
philip	filipo
otkrivena	descubierto
otkrivena	descubierta
otkrivena	descubiertas
otkrivena	descubiertos
otkrivena	descubrió
posjed	patrimonio
posjed	finca
delta	delta
ličnost	personalidad
home	hogar
home	casa
home	inicio
pumpa	bomba
objašnjenje	explicación
magazin	cargador
magazin	magazine
magazin	revista
magazin	revistas
poremećaji	trastornos
poremećaji	desórdenes
poremećaji	delirante
sintezu	síntesis
texas	tejas
texas	texas
odlučili	decidió
odlučili	decidido
vodene	acuático
vodene	acuática
vodene	acuáticas
vodene	acuáticos
ulja	aceites
vjerske	religiosos
vjerske	religioso
vjerske	religiosa
vjerske	religiosas
preuzeto	descargado
preuzeto	descargados
preuzeto	descargada
nastavila	continuo
nastavila	continuación
nastavila	continuó
nastavila	continuado
izgradio	construidos
izgradio	construido
izgradio	construida
pete	pete
kongres	congreso
kongres	congresos
sura	sura
dojke	mama
dojke	pechuga
dojke	seno
dojke	pecho
zbirke	cobros
zbirke	colecciones
promijenio	cambiado
promijenio	cambiada
promijenio	cambió
otkrili	descubrir
otkrili	descubra
otkrili	descubre
otkrili	descubren
otkrili	descubierto
otkrili	descubierta
otkrili	descubiertas
otkrili	descubiertos
otkrili	descubrió
edit	edith
stiže	llegando
stiže	llegar
stiže	llega
vidimo	véase
vidimo	see
vidimo	ver
vidimo	vea
forum	foro
forum	forum
forum	foros
lang	lang
cambridge	cambridge
pripadao	pertenecía
pripadao	perteneció
pripadao	pertenecían
pripadao	pertenecido
uspon	rise
uspon	levántate
uspon	subida
kapela	ermita
kapela	capilla
fort	fortaleza
fort	fuerte
fort	fort
budimpešta	budapest
kontekstu	contexto
postale	convertirse
arnold	armando
arnold	arnold
nekropola	necrópolis
očuvanje	conservar
očuvanje	preservar
očuvanje	preservar
očuvanje	preservando
očuvanje	preservación
očuvanje	conservación
očuvanje	preservación
završetku	terminación
završetku	finalización
završetku	conclusión
sastojala	consistía
sastojala	consistido
sastojala	consistió
sastojala	consistían
gary	gary
edvard	edvard
edvard	eduardo
edvard	edward
autoput	autovía
autoput	autopista
autoput	carretera
américa	américa
zatvorena	cerrada
zatvorena	cerrado
zatvorena	cerrados
tradicije	tradiciones
bernard	bernard
bernard	bernardo
biološke	biológica
biološke	biológicas
biološke	biológicos
biološke	biológico
plod	frutos
plod	fruto
plod	fruta
plod	frutas
plod	fruta
plod	frutas
plod	frutos
modeli	modelos
modeli	maquetas
abu	abu
opus	opus
rasponu	gamas
rasponu	rangos
rasponu	intervalos
vol	vol
airlines	airlines
airlines	aerolíneas
centara	centros
lovac	cazador
lovac	cazadora
lovac	hunter
lovac	cazadores
jugoistočna	sureste
jugoistočna	sudeste
jugoistočna	sureste
jugoistočna	sudeste
govorio	hablé
govorio	hablaba
govorio	habló
govorio	hablaron
povlačenje	retiro
povlačenje	retirada
čehoslovačka	checoslovaquia
genetika	genética
tradicija	tradición
tradicija	tradiciones
tradicija	tradiciones
kraljevi	reyes
kraljevi	kings
svemir	universe
svemir	universo
odlučila	decidió
odlučila	decidido
kijev	kiev
redova	hileras
redova	filas
svirao	jugaron
svirao	jugó
svirao	jugado
svirao	desempeñado
kopija	copiar
kopija	copia
kopija	copiado
kopija	copie
kopija	ejemplar
kopija	copias
kopija	ejemplares
kopija	copia
isprva	inicialmente
biskup	alfil
biskup	bishop
biskup	obispo
naša	nuestra
naša	nuestras
naša	nuestros
naša	nuestro
naša	nuestra
naša	nuestro
pojas	cinto
pojas	cinturón
maroko	marruecos
nada	nada
nada	esperanzas
nada	hope
nada	esperanza
iana	iana
ludwig	luis
ludwig	ludwig
ron	ron
uvod	preludio
uvod	prólogo
uhapšen	detenida
uhapšen	detenido
uhapšen	arrestada
uhapšen	detenidos
uhapšen	arrestados
uhapšen	arrestado
uhapšen	reventado
fond	fondos
fond	fondo
nogu	pata
nogu	pierna
mode	modalidad
mode	mode
mode	modo
zračenje	irradiación
zračenje	radiación
zračenje	radiaciones
mogući	posible
mogući	posibles
gvineja	guinea
athletic	athletic
athletic	atlética
athletic	atlético
pruga	ferrocarril
tito	tito
zamjenu	sustituya
zamjenu	sustituir
zamjenu	reemplazar
zamjenu	reemplazo
zamjenu	suplente
zamjenu	sustituto
zamjenu	sustituir
zamjenu	sustituta
priznao	confesó
priznao	confesado
priznao	reconocido
priznao	reconoció
priznao	reconocidos
priznao	reconocida
priznao	admitió
priznao	admitida
priznao	admitidos
priznao	admitido
damir	damir
orkestar	orchestra
orkestar	orquesta
nigerija	nigeria
central	céntrica
central	central
central	centrales
central	céntrico
trka	race
trka	carrera
trka	raza
atlético	atlético
prijenos	transferencia
prijenos	transfer
prijenos	traslado
prijenos	traslados
prijenos	traspaso
značilo	significaba
smjer	direction
smjer	dirección
popularan	popular
popularan	populares
zenice	alumnos
zenice	pupilas
pokriva	portadas
pokriva	fundas
pokriva	abarca
pokriva	cubiertas
privreda	economia
privreda	economía
privreda	económica
street	calle
street	callejero
street	street
street	calles
pripreme	preparativos
pripreme	preparación
pripreme	preparaciones
pripreme	preparado
pripreme	preparación
pripreme	preparados
pripreme	prepararse
pripreme	preparar
pripreme	preparativos
pripreme	preparaciones
pripreme	preparados
charlie	charlie
charlie	carlos
charlie	charly
osvojivši	ganar
osvojivši	ganando
rangers	rangers
rangers	guardabosques
gif	gif
izboru	escoger
izboru	elegir
izboru	escogiendo
izboru	eligiendo
brojna	abusos
javnost	público
javnost	publico
javnost	públicas
javnost	públicos
sekvenci	secuencias
muzičkim	musicales
muzičkim	musical
tržišta	mercados
tržišta	mercado
tržišta	market
uradio	hecho
proći	pase
proći	paso
proći	pasar
proći	pasa
proći	pasen
lawrence	lorenzo
lawrence	lawrence
tenis	tenis
sektor	sector
sektor	sectorial
usko	estrechamente
anderson	anderson
bruno	bruno
tel	tel
sinovi	hijos
sinovi	sons
sportska	deportivo
sportska	sporting
parovi	pareja
parovi	parejas
parovi	dobles
diego	diego
proizvođača	productores
proizvođača	productoras
martina	martina
ekonomska	económicas
ekonomska	económicos
ekonomska	económico
ekonomska	economico
ekonomska	económica
boravka	residence
boravka	residencia
boravka	quédate
boravka	quedo
boravka	quedate
boravka	estadía
boravka	estancia
kritičar	crítico
kritičar	critico
kritičar	crítica
prosječno	promedio
prosječno	media
organizmi	organismos
sab	sab
sab	prs
okolnostima	circunstancias
odgovarajući	correspondiente
odgovarajući	correspondientes
detalji	detalles
detalji	detalle
ris	reese
detalj	detalle
oženjen	casadas
oženjen	casada
oženjen	casado
oženjen	casados
pravoslavna	ortodoxo
pravoslavna	ortodoxas
pravoslavna	ortodoxos
pravoslavna	ortodoxa
naučna	científicas
naučna	científico
naučna	científica
naučna	científicos
brodovi	barcos
brodovi	embarcaciones
brodovi	botes
brodovi	lanchas
brodovi	barcos
brodovi	buques
brodovi	naves
australian	australianas
australian	australianos
australian	australiano
australian	australiana
johnny	johnny
maurice	mauricio
maurice	maurice
dovode	trae
dovode	traiga
dovode	traer
dovode	traigan
večeri	tardes
večeri	tarde
večeri	noche
večeri	velada
tomislav	tomislav
toranj	torre
toranj	tower
allen	allen
dolar	dólar
dolar	dolar
korištene	utilizada
korištene	usada
korištene	usado
korištene	utilizado
korištene	utilizados
korištene	usados
predstavio	presentado
predstavio	presentada
predstavio	presentados
sinova	hijos
sinova	sons
biologija	biología
alberto	alberto
giovanni	giovanni
zanimljivo	interesante
zanimljivo	interesantes
sjećanja	recuerdos
sjećanja	memorias
oslobođenje	liberación
našla	encontrada
našla	encontradas
našla	encontrados
našla	hallado
našla	encontrado
škotski	escoceses
škotski	escocesa
škotski	escocés
škotski	escoceses
škotski	escocesa
škotski	escocés
škotski	scottish
težak	pesado
težak	heavy
težak	pesadas
težak	pesados
težak	pesada
težak	pesaje
težak	duro
težak	duros
težak	rudo
težak	dura
težak	dificil
težak	difícil
težak	difíciles
funti	kilos
funti	libras
senat	senado
dortmund	dortmund
miloš	milos
žlijezda	glándula
žlijezda	glándulas
montana	montana
zla	torcido
zla	torcida
kameni	gema
kameni	stone
kameni	piedra
vlasništvo	propiedad
vlasništvo	propiedades
vlasništvo	inmueble
vlasništvo	titularidad
vlasništvo	propiedad
naknadno	posteriormente
lisica	zorro
lisica	fox
lisica	zorros
pjevača	cantantes
poteza	movimientos
poteza	mudanzas
značajni	sustancial
značajni	substancial
značajni	sustanciales
organizira	organiza
vegas	vegas
mirko	mirko
odvojeno	separadamente
odvojeno	separado
okvir	framework
okvir	bastidor
okvir	marco
okvir	frame
račun	cuenta
min	minutos
min	minuto
min	min
književna	literaria
književna	literarios
književna	literario
princeze	infanta
princeze	princesas
