loại	тып
mat	хлеб
mat	ложак
penny	пені
khuấy	паднялі
betty	бэці
gien	гены
sugar	цукру
trau	стамілася
trau	стаміўся
ôtô	аўтамабілі
ôtô	машыны
martha	марта
khuya	позна
khuya	спазніліся
giặt	абмыўся
cược	закладу
cược	што
chẻ	сцяне
rót	мяхі
tít	чуеце
tít	чуюць
eight	8
eight	восем
eight	васьмёрку
eight	васьмёркі
philippi	філіпавай
philippi	філіпах
mồm	рот
mồm	вусны
mồm	вуснаў
mồm	вуснах
baptist	хрысьціцель
cornelius	карнэль
drew	меч
smile	усмешкай
stones	камянёў
stones	камяні
hub	хабавыя
mystery	таямніца
mystery	таямніцу
mystery	тайну
mystery	тайны
mystery	тайна
damascus	дамаск
damascus	дамаску
chocolate	шакалад
bittorrent	bittorrent
stress	стрэсу
stress	стрэс
pattern	вобразу
brain	мозг
vila	віла
alive	жывымі
alive	жывы
alive	ажыў
ftp	ftp
menu	меню
menu	мэню
across	на
across	па
across	насупраць
across	другі
cafe	кавы
cafe	каву
cafe	кава
vanilla	грымотаў
nhả	бараббу
mama	грызлі
meet	сустрэцца
meet	пазнаёміцца
meet	сустракаю
meet	насустрач
meet	спатканьне
titus	ціт
titus	ціта
nưa	больш
cast	жэрабя
nếm	пакаштуюць
wanted	хацела
wanted	хацелі
wanted	хацеў
wanted	хочучы
advance	загадзя
lamb	ягня
lamb	ягнём
bluetooth	bluetooth
bluetooth	аддаленае
credit	падзяка
magdalena	магдалена
điếc	ачышчаюцца
jericho	ерыхону
jericho	ерыхон
colt	асьляня
jobs	працы
gnome	gnome
stay	ў
nháy	flash
sạc	над
fig	фігавае
fig	фігавым
rụi	маркотны
whole	ўсё
whole	ўвесь
noah	ноя
noah	ной
muon	хачу
coffee	кавы
coffee	каву
coffee	кава
pizza	піцу
samantha	саманта
samantha	саманты
olive	аліўкі
dốt	ня
billie	білі
nazareth	назарэт
nazareth	назарэец
nazareth	назарэту
nod	і
xíu	маленечкай
xíu	кола
xíu	пэўныя
antioch	антыёхіі
vầng	залатых
corinth	карыньце
hades	пекла
satan	шатана
satan	шатан
satan	шатанам
dress	масць
vát	і
vát	галовы
vát	галовамі
vát	галовах
vát	галоваў
mercy	літасьць
mercy	літасьці
mercy	міласэрнасьць
somebody	кагосьці
somebody	хтосьці
somebody	камусьці
scarlet	і
scarlet	кармазын
fifth	пяты
gmail	падзяка
furious	сталася
duỗi	выцягні
tomb	магіле
tomb	магілы
tomb	магіла
shine	сьвятло
doesn	не
doesn	значыць
sếp	сэр
sếp	пане
sếp	першасьвятары
sếp	першасьвятароў
messiah	хрыстос
messiah	хрыста
messiah	хрыстом
wise	мудры
wise	мудрым
wise	мудрага
wise	мудрыя
artemis	артэміды
enter	супачынак
enter	ўвайсьці
enter	ўваходзіць
enter	ўвойдзеце
shepherd	пастуха
shepherd	пастыр
muỗng	стацца
comments	каментары
loud	голас
loud	голасам
mải	назаўсёды
mải	заўсёды
mải	вякі
mải	вечнае
mải	вечнага
mải	вечны
nhóc	дзіця
darkness	цемры
darkness	цемра
produce	вымавіць
produce	добрага
produce	плод
judas	юду
judas	юда
judas	і
secrets	таямніцы
khiêng	і
khiêng	нёс
dima	дзіма
integrated	інтэграванае
saul	саўл
saul	саўле
saul	саўла
abba	абба
chon	крыж
chon	крыжа
chon	дрэва
naked	голы
naked	і
thirty	трыццаць
share	ў
share	з
share	падзяліцца
share	частку
share	радасьць
hidro	вадароду
mom	маці
ephesus	эфэсе
ephesus	эфэс
burn	спаліць
rèm	заслону
hydrogen	вадароду
funny	проста
funny	толькі
funny	як
builder	збудаваў
walls	сцены
dấm	воцат
twelve	дванаццаць
twelve	дванаццаці
moves	расліну
moves	картаў
alzheimer	альцгеймера
genius	геній
genius	генія
judea	юдэйскай
judea	юдэі
khùng	вар
taking	хлябоў
taking	узяўшы
taking	прыняўшы
zion	сыён
zion	сыёне
finger	пальцам
finger	і
finger	пальца
tiny	маленечкай
tiny	кола
tiny	пэўныя
kẻo	іначай
kẻo	бо
kẻo	не
kẻo	калі
priscilla	прыскілу
priscilla	прыскіла
eleven	адзінаццаці
eleven	адзінаццаць
smartphone	смартфона
exile	выгнанне
abyss	бездані
thinh	але
thinh	яшчэ
thinh	ня
nhậu	п
nen	месяц
nen	месяца
tời	адказаць
tời	адказу
tời	адказ
tời	адказваеш
unique	адзінкавыя
vine	вінаграднага
vine	лаза
pitch	вышыня
simeon	сымон
seventh	сёмы
higgs	гігса
wow	ваў
wisdom	мудрасьці
wisdom	мудрасьць
wisdom	мудрасьцю
lazarus	лазар
lazarus	лазара
galilee	галілеі
galilee	галілею
cruzeiro	крузэйра
widow	ўдава
ngách	кутах
joppa	ёппе
caesarea	цэзарэі
caesarea	цэзарэю
marry	ажаніцца
marry	замуж
marry	жаніцца
marry	жэняцца
oxygen	кіслароду
salomon	саламон
salomon	салямона
salomon	салямон
esperanto	эсперанта
bed	ложку
bed	ложка
bed	ложак
shining	сьвеціць
shining	і
birch	бяроза
ide	ide
ide	распрацоўкі
bethany	бэтаніі
cilicia	кілікіі
sabbath	суботу
bound	зьвязаў
bound	зьвязаўшы
bound	вінен
bound	зьвязаныя
bound	двума
ear	вуха
stuff	памыляцца
stuff	што
stuff	рэчы
grow	калі
grow	растуць
grow	расьці
ransom	адкупленьне
miracles	цуды
tèo	дах
layout	дадаткаў
herod	ірада
herod	ірад
herod	іраду
nhép	сэрцы
nhép	сэрца
nhép	сэрцах
nhép	чырвовую
aramaic	гебрайскай
avi	avi
ligo	ліга
virut	вірус
neck	шыі
moments	момантаў
moments	моманты
goi	паклікаў
goi	паклікаўшы
flip	да
flip	і
flip	ад
agrippa	агрыпа
hieu	зразумець
hieu	разумею
hieu	што
amen	амэн
elijah	ільля
elijah	ільлём
elijah	ільлю
rabbi	раббі
opengl	opengl
samaria	самарыі
sôcôla	шакалад
depression	дэпрэсіі
salvation	збаўленьне
salvation	збаўленьня
forty	сорак
resurrection	уваскрасеньне
resurrection	ўваскрасеньня
twisted	сплёўшы
jonah	ёна
fifty	пяцьдзясят
cyrene	і
koran	каран
revealed	адкрыў
revealed	адкрыецца
revealed	адкрыта
revealed	адкрыцьця
revealed	адкрываецца
đọt	сабралі
đọt	сабраўся
đọt	мноства
đọt	сабраліся
đọt	сабраў
trials	прыгнётах
ngổn	гары
husband	муж
husband	мужа
aba	абба
rumi	румі
thrones	пасады
thrones	пасадах
oto	аўтамабілі
oto	машыны
tanner	гарбара
greeks	грэкі
greeks	грэкаў
highlight	падсьветкі
magdalene	магдалена
ego	эга
isaiah	ісая
isaiah	ісаю
slot	стале
slot	поле
slot	месца
healing	аздараўляючы
donkey	асла
donkey	асьліцу
sion	сыён
sion	сыёне
mens	пакуль
mens	а
mens	калі
sulfur	серкаю
sulfur	і
insight	розум
sheryl	шэрыл
filip	філіп
filip	філіпа
filip	філіпу
sidon	сідону
caught	ў
caught	прастудзіўся
caught	прамільгнула
caught	злавілі
caught	падхоплены
mature	дасканалых
mature	дасканалымі
vid	шырыня
đàu	галавы
đàu	галаве
đàu	галаву
đàu	галава
đàu	галавою
galaxies	галактык
galaxies	галактыкі
spacex	spacex
curtain	заслону
ruler	які
ruler	начальніка
ruler	пан
altar	ахвярніка
altar	ахвярніку
altar	ахвярнік
jaipur	jaipur
alo	прывітанне
tenants	вінаградараў
fir	піхты
fir	піхта
silas	сілуан
silas	сілу
silas	сіла
silas	сілы
pilate	пілат
pilate	пілата
pilate	пілату
lamp	сьветач
inheritance	спадчыны
inheritance	спадчыну
inheritance	нашаю
khứa	хлопца
flock	статак
thessalonica	тэсалоніку
gentile	грэка
robots	робаты
robots	робатаў
homeless	бяздомных
submit	будзьце
submit	падпарадкоўвайцеся
submit	падпарадкоўваюцца
malice	подступ
elon	элан
sandal	сандалаў
sandal	сандалы
comfort	пацяшэньня
aware	ведае
aware	зразумеўшы
tetris	тэтрыс
idols	ідалаў
wav	wav
sto	стаялі
sto	стаяў
sto	яго
sto	стаў
sto	стаўшы
sto	сталі
sto	устаўшы
turns	што
turns	выяўляецца
turns	паварочвае
deeds	ўчынкамі
deeds	ўчынкі
deeds	учынкаў
deeds	справы
khổn	дэмана
dóc	разважалі
anchors	якары
thuồng	звычайна
xạo	ляжыць
xạo	ляжала
xạo	ляжаў
xạo	хлусьлівы
xạo	хлусьлівыя
xạo	знаходзіць
xạo	знойдзе
sodom	садом
benh	хваробы
lềnh	загаду
lềnh	загад
lềnh	прыказаньне
lềnh	загадваю
lềnh	«
prophecy	прароцтва
fourteen	чатырнаццаць
stretch	выцягні
covenant	запавету
covenant	запавет
ceasar	цэзара
sickle	серп
böll	пячорай
unfaithful	ліхадзеяў
oằn	сплёўшы
grandmaster	грандмайстра
laughter	смех
gtk	gtk
đỏi	залатых
dug	плотам
tabernacle	намёт
festus	фэста
festus	фэст
eighteen	васямнаццаць
bernice	бэрніка
distress	і
riches	багацьце
riches	багацьця
folly	глупства
folly	дурасьць
barnabas	барнабы
barnabas	барнабам
barnabas	барнабу
barnabas	барнаба
plank	воку
plank	бервяно
pollination	апылення
pollination	апыленне
envy	зайздрасьць
nathanael	натанаэля
nathanael	натанаэль
economists	эканамісты
norad	яго
divinity	боскасці
grit	характару
barabbas	бараббу
solitaire	пасьянс
rejects	адкідае
farges	што
farges	выяўляецца
farges	паварочвае
believer	згаджаецца
hypocrites	крывадушнікі
dvds	dvd
jealousy	зайздрасьцю
holiness	сьвятасьці
truths	веры
worthy	сумленныя
worthy	варты
worthy	годны
plugins	gstreamer
heirs	спадкаемцы
incredibly	неверагодна
rooster	певень
nhê	выгляду
nhê	выгляд
phít	кіламетраў
phít	км
phít	стадыяў
hint	падказак
chủa	зьвязаў
chủa	зьвязаўшы
chủa	вінен
chủa	зьвязаныя
chủa	двума
vởn	павесіўшы
galilean	галілеец
acl	доступу
xoã	што
xoã	ачысьціць
nicodemus	нікадэм
deposit	мянялам
crowns	вянкі
crowns	дыядэмаў
ítcariốt	іскарыёт
persecution	перасьлед
persecution	перасьледваньне
achaia	ахаі
momentum	імпульсе
momentum	імпульс
extras	законамі
obedience	паслухмянасьці
obedience	паслухмянасьць
imperative	неабходна
imperative	задача
supercomputer	суперкамп
codecs	кадэкі
plr	нашых
plr	нашага
plr	наш
plr	нашыя
cephas	кіфа
unbelievers	бязьверных
unbelievers	бязьвернымі
zechariah	захарыя
herodias	ірадыяды
awe	славілі
forsaken	пакінуў
cornerstone	вугла
hẹt	ўсё
hẹt	ўвесь
caphácnaum	капэрнауме
caphácnaum	капэрнаум
widows	ўдовы
sftp	sftp
bridegroom	жаніха
furnace	вогненную
furnace	горан
furnace	печы
mpd	mpd
perseverance	цярплівасьць
naphtali	нэфталі
israelites	ізраіля
gstreamer	утулкі
gstreamer	gstreamer
iconium	іконіі
iconium	іконію
stirs	сее
stirs	выклікае
