исполнува	cumpliendo
инспирирани	inspirada
инспирирани	inspiró
инспирирани	inspirado
инспирирани	inspirados
ураниум	uranio
приврзаниците	devotos
фебруари	febrero
аматерски	aficionada
аматерски	aficionados
аматерски	amateur
аматерски	aficionado
функционална	funcionamiento
функционална	funcionales
функционална	funcional
ракети	misiles
ракети	cohetes
штити	proteja
штити	proteger
штити	protegerla
штити	protege
штити	protege
штити	proteger
штити	protegiendo
штити	protección
емерсон	emerson
претходници	predecesores
претходници	antecesores
пустина	desierto
хромозоми	cromosomas
основачи	fundadores
тесен	apretado
тесен	apretada
тесен	ajustado
тесен	angosto
тесен	estrechas
тесен	estrecha
тесен	estrecho
тесен	estrechos
приватно	privados
приватно	privadas
приватно	privado
приватно	privada
интересен	interesante
интересен	interesantes
рагби	rugby
коен	cohen
коен	cohn
коен	cowen
показател	indicador
показател	indicadores
показател	indicativa
показател	indicativos
показател	indicativo
ќустендил	kyustendil
кадри	bastidores
кадри	marcos
кадри	kadri
систематски	sistemática
систематски	sistemáticamente
систематски	sistemático
систематски	sistemáticas
систематски	sistemáticos
систематски	sistemática
цвеќиња	flores
скарлет	scarlet
скарлет	escarlata
скарлет	scarlett
скарлет	escarlata
дефинитивно	definitivamente
размер	balanza
размер	baremo
размер	escalar
размер	escala
кратенка	atajo
кратенка	atajos
марин	marin
марин	marín
стапките	tasas
стапките	tarifas
појаси	cinturones
појаси	cinturón
појаси	correas
појаси	cinturones
колинс	collins
старбакс	starbucks
мочуришта	marismas
мочуришта	pantanos
мочуришта	humedales
мочуришта	marismas
мочуришта	pantanos
ајдахо	idaho
земјоделска	agricultura
земјоделска	agrícola
земјоделска	agrícolas
земјоделска	agricola
земјоделска	agraria
земјоделска	agricultura
централа	plantas
централа	vegetal
централа	planta
централа	céntrica
централа	central
централа	centrales
централа	céntrico
централа	despacho
советување	asesoría
советување	consejería
советување	asesoramiento
советување	asesoramiento
советување	consejería
трага	sendero
трага	trail
трага	rastro
трага	trazas
трага	trace
трага	traza
трага	rastro
трага	trazo
трага	liderar
трага	plomo
дрес	uniforme
дрес	uniformes
сериски	serie
сериски	serial
албанска	albanés
албанска	albaneses
зло	malvado
зло	maldad
зло	mal
зло	evil
зло	malvada
зло	azote
зло	flagelo
зло	plaga
зло	lacra
микроскоп	microscopio
оператори	operarios
оператори	operadores
ракописот	manuscrito
ракописот	manuscritos
датуми	fechas
исчезнат	desaparecido
исчезнат	desaparecidos
исчезнат	ausente
исчезнат	falta
исчезнат	desaparecida
исчезнат	desaparecer
исчезнат	desaparece
исчезнат	desaparecen
исчезнат	desaparezca
сенегал	senegal
пинк	pink
пинк	rosada
пинк	rosado
пинк	rosa
запише	inscribirse
приоритет	prelación
приоритет	prioritario
приоритет	prioridad
приоритет	prioritaria
науру	nauru
заклетва	juramento
хирургија	cirugía
хирургија	cirugías
бонд	bonos
бонд	vínculo
бонд	lazo
бонд	bond
ретка	raros
ретка	rara
ретка	raras
ретка	raro
засолниште	refugios
засолниште	refugio
засолниште	albergue
засолниште	santuario
засолниште	refugio
определување	determinando
определување	determinante
определување	determinar
влашка	valaquia
реализам	realismo
арамејски	arameo
бургенланд	burgenland
алфонсо	alfonso
преведување	traducir
преведување	traduciendo
преведување	traducción
преведување	traducciones
преведување	traducir
преведување	traduzca
преведување	traduce
уво	oreja
уво	oído
тесалија	tesalia
седи	sadie
седи	sentarse
седи	sentado
седи	sentada
седи	sentados
седи	sentado
седи	sentadas
седи	sentada
седи	sentados
флеминг	flemming
флеминг	fleming
изложување	exponer
изложување	exponiendo
изложување	exposición
калциум	calcio
тонови	tonos
римјани	romanos
фреска	fresco
фреска	mural
проценки	evaluaciones
проценки	estimaciones
проценки	estimados
проценки	evaluaciones
марина	marina
интелектуална	intelectuales
интелектуална	intelectual
катастрофа	catástrofe
катастрофа	desastres
катастрофа	desastre
катастрофа	catástrofe
напаѓаат	atacar
напаѓаат	atacando
овозможувајќи	propicio
наведените	arriba
наведените	supra
тед	ted
индустрии	industrias
индустрии	industria
пери	perry
убави	hermoso
убави	guapa
убави	hermosos
убави	hermosa
убави	bellos
константинов	konstantinov
терористите	terroristas
терористите	terrorista
призна	confesó
призна	confesado
призна	concedido
заработка	ganancia
заработка	beneficio
заработка	provecho
заработка	ganancias
заработка	beneficios
заработка	ganando
заработка	ingresos
заработка	ganancias
хем	hamm
хем	jamones
хем	jamón
хем	ham
пиј	bebe
пиј	beber
пиј	bebida
пиј	beba
версај	versalles
прост	prost
оценување	evaluación
оценување	evaluando
долини	valles
сузан	susana
сузан	suzanne
сузан	susanne
сузан	susana
сузан	susan
сели	sally
третини	tercios
третини	terceras
монетарен	monetario
монетарен	monetarias
монетарен	monetarios
монетарен	monetaria
мед	honey
мед	miel
мед	cariño
јунак	heroe
јунак	hero
јунак	héroe
автобуси	ómnibus
автобуси	autobuses
автобуси	buses
мексикански	mexicana
мексикански	mexicanos
мексикански	mexicanas
мексикански	mexicano
изненадување	sorpresa
дизајни	diseños
миранда	miranda
патка	patos
патка	patito
патка	pato
патка	duck
ема	emma
застапеност	representación
застапеност	representados
застапеност	representaciones
хомер	homer
хомер	homero
маја	maia
маја	maya
маја	mayas
маја	maja
окленд	auckland
стипендија	becas
стипендија	beca
маски	disfraces
маски	máscaras
екстремитети	extremidades
екстремитети	extremidades
седми	séptima
седми	séptimo
формална	formales
формална	formal
часовници	relojería
часовници	relojes
часовници	relojes
тркала	ruedas
бохемија	bohemia
победува	victorias
победува	gana
победува	gane
оптика	ópticas
оптика	óptica
магнетни	magnéticas
магнетни	magnética
магнетни	magnético
магнетни	magnéticos
кантон	cantón
кантон	canton
раководење	gerencia
раководење	gestión
раководење	dirección
раководење	administración
случајна	azar
случајна	aleatorio
случајна	random
случајна	aleatoria
опиша	descrito
опиша	descrita
опиша	descritos
апсолутно	absolutamente
студена	frio
студена	frías
студена	fría
студена	frío
студена	cold
забранета	prohibida
забранета	prohibido
забранета	prohibidas
забранета	prohibidos
забранета	prohibida
забранета	prohibido
забранета	prohibidas
забранета	prohibidos
забранета	prohibida
забранета	prohibido
забранета	prohibidas
забранета	prohibidos
афро	afro
доброволци	voluntarios
доброволци	voluntariado
доброволци	voluntarias
доброволци	voluntario
активист	activista
активист	militante
погубен	ejecutadas
погубен	ejecutada
погубен	ejecutado
погубен	ejecutados
терминологија	terminología
нуклеарно	nuclear
нуклеарно	nucleares
вулкани	volcanes
данте	dante
управител	gobernadora
управител	gobernador
едвардс	edwards
братислава	bratislava
кристоф	kristof
кристоф	kristoff
кристоф	christophe
кристоф	christoph
практични	práctico
практични	prácticos
практични	practico
практични	práctica
глазгов	glasgow
истакнато	destacado
истакнато	resaltado
истакнато	destacó
истакнато	destacados
истакнато	subrayado
истакнато	destacada
истакнато	destacado
истакнато	destacados
истакнато	destacadas
референци	referencias
зоја	zoya
кент	kent
отпорност	aguante
отпорност	resistencia
отпорност	resistencias
отпорност	resistencia
отпорност	resiliencia
отпорност	resistencia
рода	roda
мајорка	mallorca
мајорка	mallorca
хејс	hays
хејс	hayes
невработеноста	paro
невработеноста	desempleo
квалификува	calificar
квалификува	califican
квалификува	califica
квалификува	califica
илустрација	ilustración
тесни	angosto
тесни	estrechas
тесни	estrecha
тесни	estrecho
тесни	estrechos
вртење	hilado
вртење	girando
вртење	spin
вртење	girar
карактери	caracteres
карактери	personajes
љубомир	ljubomir
прстите	dedos
царства	reinos
моќна	poderosas
моќна	potente
моќна	poderosa
моќна	poderoso
моќна	poderosos
моќна	potente
моќна	potentes
белешка	note
белешка	nota
стекнување	adquiera
стекнување	adquiere
стекнување	adquirir
ниче	nietzsche
ганди	gandhi
предизвикан	desafiado
предизвикан	desafió
бастон	bastogne
литературна	literaria
литературна	literarios
литературна	literario
долар	dólar
долар	dolar
секстант	sextante
тувалу	tuvalu
атентати	asesinatos
седница	sesión
пронаоѓање	encontrar
пронаоѓање	hallazgo
задачите	tareas
полицајци	polis
полицајци	policías
полицајци	policías
полицајци	agentes
полицајци	oficiales
земање	tomando
земање	teniendo
водеше	ran
водеше	corrió
водеше	liderado
водеше	liderados
водеше	led
водеше	llevó
комунист	comunistas
комунист	comunista
повика	impulsos
повика	insta
повика	urge
повика	llamados
повика	llamado
повика	llamé
повика	llamada
грубо	duro
грубо	áspera
грубо	áspero
анкара	ankara
мареј	murray
кривични	criminales
кривични	criminal
кривични	penales
кривични	delincuente
кривични	penal
хелен	helena
хелен	elena
скендербег	skanderbeg
електро	electro
повелба	charter
повелба	chárter
повелба	carta
крум	krum
добивањето	recibir
добивањето	recibiendo
генетика	genética
достигнувајќи	alcanzando
достигнувајќи	alcanzar
точната	exacto
точната	exacta
точната	exactos
претходен	anterior
претходен	previo
претходен	anteriores
претходен	previos
анимиран	animado
анимиран	animados
анимиран	animada
инчи	pulgadas
инчи	centímetros
сајтови	sitios
сајтови	emplazamientos
сребрена	plata
сребрена	plateado
београд	beograd
таџикистан	tayikistán
погледнете	contemplen
покровителство	auspicios
покровителство	auspicio
социјалистички	socialistas
социјалистички	socialista
рамо	hombro
рамо	hombros
рекламирање	publicidad
заклучно	concluyente
заклучно	concluyentes
алјаска	alaska
жлезда	glándula
жлезда	glándulas
скорпија	escorpio
бактериите	bacteria
бактериите	bacterias
цвет	flor
цвет	flores
селтик	celta
селтик	celtic
селтик	celtas
премини	cruces
премини	pasajes
премини	pasillos
премини	pasadizos
семјуел	samuel
демонстрации	demostración
демонстрации	demostraciones
демонстрации	manifestación
демонстрации	manifestaciones
демонстрации	demostraciones
ахил	aquiles
монаси	monje
монаси	monjes
доволен	suficiente
доволен	suficientes
сојузник	aliado
сојузник	ally
сојузник	aliada
дождови	lluvias
дождови	aguacero
хардвер	hardware
хардвер	ferretería
несогласувања	desacuerdos
несогласувања	desacuerdo
штетни	dañino
штетни	perjudiciales
штетни	dañina
штетни	perjudicial
штетни	dañinos
штетни	nocivo
штетни	perjudicial
штетни	dañino
штетни	dañina
штетни	perjudicial
ладење	refrigeración
ладење	enfriamiento
остар	afilada
остар	sharp
остар	agudo
остар	afilado
федерални	federal
федерални	federales
руралните	rural
руралните	rurales
управуван	gobernada
управуван	gobernado
управуван	gobernados
погребот	funeraria
погребот	funerales
погребот	funeral
погребот	entierro
пронајдоци	invenciones
пронајдоци	inventos
натприродни	sobrenaturales
натприродни	sobrenatural
моли	molly
мтв	mtv
покрив	azotea
покрив	techo
покрив	tejados
покрив	tejado
чудо	milagro
чудо	milagrosa
чудо	milagros
отсуството	ausencia
рајт	wright
матка	útero
матка	útero
матка	vientre
хрвати	croatas
бунтовниците	rebeldes
рејс	arrasar
топологија	topología
сличност	parecido
сличност	semejanza
сличност	similitudes
сличност	semejanzas
сличност	parecido
сличност	similitud
сличност	semejanza
влажни	húmedo
влажни	húmedos
влажни	húmeda
влажни	mojados
влажни	húmedo
влажни	mojado
влажни	mojada
влажни	húmeda
прецизност	precisión
прецизност	precisión
прецизност	exactitud
лама	lama
автобиографија	autobiografía
муслиманско	musulmana
муслиманско	musulmanes
муслиманско	musulmán
лувр	louvre
шведскиот	suecos
шведскиот	suecia
шведскиот	sueco
шведскиот	sueca
страст	pasión
страст	pasion
страст	antojos
страст	antojo
страст	ansia
страст	ansias
словачки	eslovaca
словачки	eslovaco
срцева	cardíaca
срцева	cardiaca
срцева	cardíaco
споредено	comparadas
споредено	comparado
споредено	comparó
споредено	comparados
величини	tamaños
величини	tallas
муниција	municiones
муниција	munición
муниција	municiones
муниција	munición
муниција	municiones
надминат	exceda
надминат	sobrepasar
надминат	exceder
надминат	superar
надминат	superada
надминат	superación
зраците	rayos
професионалци	profesionales
професионалци	pros
професионалци	profesionales
функционални	funcionamiento
функционални	funcionales
функционални	funcional
размножуваат	procrear
конфигурација	configuración
нашироко	ampliamente
дует	dueto
дует	dúo
првичните	iniciales
првичните	inicial
територијални	territorial
територијални	territoriales
бремена	embarazadas
бремена	embarazada
бремена	embarazo
тирана	tirana
сериозен	serios
сериозен	seria
сериозен	seriedad
сериозен	serio
сериозен	grave
точките	puntos
испит	exámenes
испит	examen
испит	exámen
хорор	horror
хорор	espanto
зрелост	vencimientos
зрелост	vencimiento
зрелост	madurez
тенка	delgado
тенка	delgada
древни	antiguo
древни	antiguas
древни	antiguos
древни	antigua
рајнска	renano
мајсен	meissen
хемијата	quimica
хемијата	química
романтична	romántico
романтична	románticas
романтична	románticos
романтична	romántica
лео	león
лео	leo
прогласувањето	declarar
прогласувањето	declarando
мулти	multi
мирно	constante
мирно	pacífico
мирно	pacíficos
мирно	pacífica
цивили	civil
цивили	civiles
планинарски	montañismo
желби	desea
желби	deseos
желби	antojos
желби	ansias
желби	deseos
утврден	establecido
утврден	establecidos
утврден	establecida
мат	chucho
мат	matt
мат	mate
мат	mat
мат	mate
мат	mat
мат	tapete
алтернативна	alternativo
алтернативна	suplente
алтернативна	suplentes
алтернативна	alternar
алтернативна	alternativa
насилно	violentamente
насилно	violento
насилно	violentas
насилно	violentos
насилно	violenta
свињи	cerdos
свињи	cochinos
свињи	porcino
анимирани	animado
анимирани	animados
анимирани	animada
корелација	correlación
формација	formación
опус	opus
ловец	cazador
ловец	cazadora
ловец	hunter
ловец	cazadores
славни	celebridades
славни	famosos
нибали	nibali
бауцен	bautzen
екрани	pantallas
потсдам	potsdam
длабок	profundo
длабок	profunda
длабок	deep
земјотреси	temblores
земјотреси	terremotos
земјотреси	temblores
покривот	azotea
покривот	techo
покривот	tejados
покривот	tejado
