年	jaar
單人	enkel
運河	kanaal
星期四	donderdag
大門	hek
空白	leeg
空白	leë
空白	egipte
空白	leë
空白	blank
紀念碑	monumente
紀念碑	monument
人道	humane
人道	humanity
驗證	verifieer
驗證	bekragtiging
驗證	verifikasie
驗證	bekragtig
相鄰	aangrensende
相鄰	aangrensende
山姆	sam
監禁	uitdien
爐	stoof
亞當	adam
銷售量	verkope
侮辱	beledigings
侮辱	beledig
侮辱	beledig
侮辱	belediging
境外	offshore
管家	bediende
鰈	botvis
平凡	gewoon
水塘	reservoirs
水塘	reservoir
見證	getuienis
洲際	intercontinental
音響	stereo
馬拉松	marathon
馬拉松	maraton
聚合物	polimeer
聚合物	polimere
未成年	minderjarig
未成年	klein
誤會	misunderstanding
太空船	ruimtetuig
必需	nodige
天主教徒	katolieke
天主教徒	katoliek
決心	bepaling
決心	vasberadenheid
罰	penalty
罰	strafskop
個案	kas
個案	geval
安東	anton
官僚	bureaucrat
加冕	coronation
暑假	somer
炒	gebraaide
鞏固	konsolideer
燃油	brandstof
仲裁	arbitrasie
降水	neerslag
胃	maag
宜昌	yichang
姑娘	meisie
姑娘	girl
北歐	nordic
北歐	skandinawiese
洞穴	cave
洞穴	grot
洞穴	caves
洞穴	grotte
游泳池	swembad
印度尼西亞	indonesië
貝拉	bella
權威	authoritative
權威	gesag
權威	owerheid
樣本	voorbeeld
樣本	specimen
樣本	voorbeelde
樣本	samples
住房	opsy
住房	behuising
旗艦	flagship
惡意	skadelik
惡意	kwaadwillige
渠道	kanale
敵軍	vyand
旅館	hotel
旅館	hotelle
旅館	hotels
動物園	dieretuine
動物園	dieretuin
動物園	zoo
本質	essence
扭曲	twist
扭曲	kinkel
扭曲	gedraaide
扭曲	twisted
也許	miskien
也許	dalk
村莊	villages
村莊	village
村莊	dorpie
週六	saterdag
週六	sa
預告	sleepwa
預告	lokprent
節日	fees
節日	festivals
節日	vakansie
節日	vakansiedae
節日	vakansies
固有	inherent
地層	strata
地層	stratum
重疊	oorvleuelende
重疊	oorvleuel
健身	oefen
健身	fiksheid
共產主義	kommunistiese
共產主義	kommunisme
候補	afwissel
候補	alternatiewe
瓷	porselein
傳承	legacy
史前	prehistoric
禮物	geskenke
禮物	geskenk
里程碑	mylpale
里程碑	mylpaal
野外	wilderness
虐待	beledigend
虐待	misbruik
鋸	saag
逆轉	omgedraai
逆轉	omgekeer
工藝	craft
工藝	handewerk
解體	disintegration
描繪	uitbeelding
聊	klets
聊	gesels
聊	praat
門檻	drumpel
商用	kommersiële
商用	kommersieel
先驅	herald
先驅	pioneer
先驅	pionier
先驅	pioniers
先知	orakel
先知	profeet
先知	profesie
撤離	ontruiming
產物	produk
估算	skatting
美容	skoonheid
年表	kronologie
配件	bykomstighede
邁阿密	miami
寒冷	cold
寒冷	koue
寒冷	koud
靴	stewels
晚會	gala
手冊	handleiding
手冊	handmatige
手冊	hand
手冊	manual
手冊	januarie
整數	heelgetal
致死	lethal
瑞安	ryan
馬尼拉	manila
妖精	kabouter
預防	voorkoming
表決	stem
阿爾巴尼亞	albanië
濫用	beledigend
濫用	misbruik
好萊塢	hollywood
汁	sap
海王星	neptune
黃昏	skemer
地理位置	geografie
演變	evolusie
演變	evolution
航程	vaart
航程	voyages
辣	spicy
辣	geurige
適當	geskikte
適當	gepas
適當	toepaslike
夾	clip
某人	iemand
階層	strata
貨車	trok
貨車	vragmotor
熱情	entoesiasme
熱情	passie
熱情	passion
境界	realm
天天	alledaagse
手動	handleiding
手動	handmatige
手動	hand
手動	manual
手動	januarie
噪音	geraas
未定	onbetaalde
星期三	woensdag
評論家	critics
評論家	kritici
尿	pee
尿	urine
電源	krag
電源	elektrisiteit
大洋	oseaan
演說	spraak
演說	toespraak
演說	speech
侯爵	markies
德克薩斯州	texas
可行性	lewensvatbaarheid
主修	major
主修	majoor
主修	hoofvak
支柱	pilare
支柱	ruggraat
帳戶	rekening
公國	principality
公國	hertogdom
東洋	toyo
曲棍球	hokkie
靈感	besiel
靈感	geïnspireer
靈感	inspirasie
哲學家	filosowe
哲學家	philosopher
計算機	rekenaar
計算機	rekenaars
買賣	trading
改正	regstelling
可怕	vreesaanjaende
刺客	assassin
手稿	manuscripts
手稿	manuscript
外面	buite
替換	plaasvervanger
替換	oordra
替換	spasie
純粹	suiwer
精密	gesofistikeerde
精密	presisie
輕鬆	maklik
輕鬆	maklike
友情	vriendskappe
友情	vriendskap
沙特	saudi
引述	aangehaal
引述	aanhalings
萬里	myle
萬里	myl
反正	elkgeval
反正	anyway
反正	nogtans
繼承人	heir
繼承人	erfgenaam
導航	navigeer
導航	navigasie
導航	navigator
導航	navigasie
鵰	eagle
鵰	arend
退化	minderwaardige
退化	bedorwe
季度	kwart
季度	kwartaal
周日	sondag
向下	ondertoe
向下	neer
向下	af
佛羅里達州	florida
尼泊爾	nepal
雙重	dubbel
雙重	dubbele
雙重	dual
吞	swael
捕捉	vaslê
捕捉	vang
捕捉	vasvang
代數	algebraïese
代數	algebra
選項	opsies
選項	opsie
貴州	guizhou
部族	clan
部族	tribe
部族	clans
部族	tribes
折扣	afslag
氣氛	atmosfeer
糧	graan
反派	booswig
召回	herroep
頻繁	gereeld
保密	vertroulik
姿態	gebaar
渡輪	ferry
渡輪	veerbote
財富	riches
財富	fortuin
財富	rykdom
轉化	transformasie
浪費	afval
蕉	piesang
性感	sexy
廢物	afval
存取	toegang
存取	ingegaan
初級	junior
初級	primêr
初級	primary
初級	primêre
初級	belangrikste
香蕉	piesang
香蕉	bananas
迷宮	labirint
迷宮	doolhof
大乘	mahayana
度量	metriek
度量	meet
度量	meting
度量	mate
度量	mates
度量	maatreëls
州長	goewerneur
省略	weggelaat
省略	uitgelate
省略	omit
驚人	amazing
驚人	ongelooflik
振興	herlewing
振興	revival
伽利略	galileo
氦	helium
金沙	sands
利比亞	libië
畜牧	vee
鯨魚	walvis
告白	geloofsbelydenis
告白	confessions
處分	afhandeling
難度	moeilikheidsgraad
難度	moeilikheid
不列顛	brittanje
不列顛	britannia
攔截	koppelvlak
攔截	onderskep
攔截	onderskep
海事	marine
海事	maritieme
最短	kortste
視野	visie
結尾	einde
結尾	beëindig
結尾	eindig
胸部	chest
胸部	borskas
胸部	kassie
胸部	breast
破產	bankrot
左側	gelaat
業主	eienaar
業主	eienaars
喜好	voorkeur
纖維	fibre
纖維	vesel
海港	hawe
海港	harbour
渴望	gretige
矩陣	matrikse
矩陣	matrix
攝影師	fotograaf
攝影師	fotograwe
挑選	seleksie
聖誕節	kersfees
塔吉克	tadjikistan
學歷	opvoeding
學歷	opvoedkunde
學歷	onderwys
學歷	opleiding
學歷	onderrig
急性	akute
扭	twist
扭	kinkel
繩	tou
超音速	supersoniese
睡眠	slaap
效忠	allegiance
建構	konstruksies
建構	konstrueer
採購	aanskaffing
採購	aankope
忘記	vergeet
懲罰	penalty
懲罰	strafskop
懲罰	strafskoppe
懲罰	punishment
對比	vergelykings
對比	kontras
圍繞	rond
光線	lig
光線	ligte
信用	krediet
信用	krediete
信用	loubser
詞典	woordeboek
申請者	applikant
申請者	aansoeker
申請者	aansoekers
自由主義	liberale
自由主義	liberalisme
禮儀	maniere
土司	toast
土司	roosterbrood
農村	landelike
農村	rural
報復	wraak
報復	revenge
多功能	veeldoelige
途徑	pathways
覺醒	awakening
例行	roetine
已婚	getroude
已婚	getrou
已婚	getroud
微分	differential
傳教	sendeling
塑造	shaping
交替	afwisselende
手臂	arm
雙手	hande
魔神	toor
魔神	magic
極度	verskriklik
極度	uiters
極度	vreeslik
極度	uiters
極度	extreme
交出	teruggawe
交出	uitlewering
獲取	kry
屠殺	knee
屠殺	slagting
大邱	daegu
演習	oefeninge
演習	dril
巴拿馬	panama
攝氏	celsius
匹配	ooreenstemmend
匹配	pas
匹配	passing
匹配	ooreenstem
匹配	ooreenstemming
匹配	ooreengestem
匹配	gepas
斷層	fault
斷層	breuk
力士	lux
出境	verlaat
出境	vertrek
郊區	voorstad
郊區	suburban
郊區	suburbs
郊區	voorstede
哈哈	haha
哈哈	lol
願望	begeerte
願望	wens
願望	wense
阿拉伯人	arabiere
貧窮	armoede
光滑	glad
光滑	glans
君子	gentleman
遲	laat
詞語	woorde
生物學	biologiese
生物學	biologie
債務	skuld
俄語	russies
俄語	russiese
穿梭	shuttle
渲染	verbeelde
按鈕	knoppies
按鈕	knoppie
陣線	voorkant
陣線	voor
陣線	front
分化	verdeel
氨基	amino
週日	sondag
跆拳道	taekwondo
題目	onderwerp
題目	onderwerpe
高知	kochi
忙	besig
半導體	halfgeleier
評分	gekeurde
評分	rated
評分	gegradeer
評分	aanslae
評分	gradeer
評分	tarief
評分	beoordeel
附件	aanhangsel
泡沫	bubbles
泡沫	borrels
泡沫	skuim
泡沫	borrel
泡沫	bubble
倉庫	warehouse
發電機	generators
發電機	generator
比喻	metafoor
比喻	analogie
埋葬	burial
埋葬	begrawe
松鼠	eekhoring
衫	hemp
塵	stof
多多	toto
臨床	kliniese
繞道	detour
繞道	ompad
繞道	bypass
自願	vrywillige
自願	vrywillig
輸	verlore
輸	verloor
林子	woods
方形	vierkantig
方形	vierkant
方形	vierkantige
猜想	vermoede
愛國	patriotic
祝福	blessing
祝福	geseënd
陷阱	lokval
陷阱	trappe
遺傳	genetiese
遺傳	genetika
遺傳	hereditary
雨水	reën
干預	steuring
干預	inmenging
干預	ingryp
干預	intervensie
干預	broodnodige
崩潰	omval
崩潰	insident
崩潰	crash
崩潰	ineenstorting
崩潰	toevou
手球	handbal
車票	kaartjies
車票	kaartjie
射箭	boogskiet
牛頓	newton
糖尿病	diabetes
訂購	gesorteer
訂購	bestel
訂購	orde
訂購	bestel
訂購	volgorde
訂購	bestelling
訂購	rangskik
鋁	aluminium
鋁	aluminium
謀殺	moord
師傅	meester
探測器	ondersoek
可靠性	betroubaarheid
托馬斯	thomas
壟斷	monopolies
壟斷	monopolie
壟斷	monopoly
變數	veranderlikes
雙胞胎	tweeling
聰明	luukse
聰明	slim
聰明	smart
語文	tale
大主教	archbishop
鯉魚	carp
有時候	soms
曼哈頓	manhattan
植被	plantegroei
老大	baas
解答	antwoorde
大象	elephants
大象	olifant
會場	plek
會場	venue
會場	lokaal
閻	yen
回覆	antwoord
回覆	antwoorde
衰變	decay
塑膠	plastiek
塑膠	plastiek
排斥	skerwegerig
連鎖	ketting
企鵝	pikkewyne
企鵝	pikkewyn
沙灘	strand
沙灘	strande
賓夕法尼亞	pennsilvanië
高棉	khmer
懸	hang
浪潮	gety
浪潮	waai
浪潮	golf
盈利	profit
盈利	winsgewende
過渡	oorgang
傳教士	sendeling
表揚	loof
表揚	lofprysing
每個人	almal
每個人	almal
辜	koo
濕	nat
摩西	moses
網際網路	internet
遠藤	endo
戶外	outdoor
戶外	buite
戶外	buitelug
戶外	buitelewe
戶外	buitelug
文憑	diploma
文憑	diplomas
氨基酸	amino
脊椎	spine
空缺	vakatures
阻擋	blokkering
阻擋	blokkeer
巡邏	patrollie
睡	slaap
睡	slaap
睡	slapende
溴	broom
扭力	torque
蛋糕	koek
蛋糕	koeke
沙巴	sabah
對待	treat
對待	behandel
崇德	virgil
過期	verstryk
過期	verstryk
過期	verstreke
過期	verval
庇護	asylum
恐慌	paniek
恐慌	panic
前輩	elder
海嘯	tsunami
旋風	osoon
旋風	sikloon
殘疾	gestremde
殘疾	geaktiveer
殘疾	afgeskakel
殘疾	gestremdhede
殘疾	gestremdheid
聖地牙哥	santiago
推定	presumed
處決	aksie
處決	uitvoering
自傳	outobiografie
自傳	biografie
哇	wow
哇	sjoe
病患	geduldig
病患	patient
漁業	vissery
漁業	visvang
硼	boron
命中	hits
命中	getref
命中	tref
大野	ono
杜鵑	cuckoo
大理石	marmer
大理石	marble
撥款	toewysing
炭	koolstof
特效	effek
特效	effekte
疑問	twyfel
步驟	step
步驟	stap
步驟	stappe
大洲	kontinente
大洲	kontinent
救助	salvage
縮小	smal
縮小	verklein
縮小	krimp
衡量	meting
衡量	mate
衡量	mates
衡量	maatreëls
衡量	meet
內陸	landingeslote
高興	gelukkig
電路	bane
墓園	begraafplaas
間隔	intervalle
間隔	interval
間隔	spasiëring
海岸線	kus
海岸線	kuslyn
擢	mew
詩歌	poems
詩歌	gedigte
詩歌	poësie
流失	dreineer
氧化物	oxide
正方形	vierkantig
正方形	vierkant
正方形	vierkantige
保守派	konserwatief
保守派	konserwatiewe
保守派	versigtig
判刑	gevonnis
判刑	sinne
判刑	sin
剪輯	redigeer
剪輯	verstrek
剪輯	redigering
剪輯	wysiging
剪輯	clip
灶	stoof
複數	meervoud
英勇	dapperheid
印度教	hindu
會所	klubhuis
外貌	voorkoms
音節	lettergreep
傻	dom
傻	laf
傻	silly
跳躍	spring
跳躍	spring
測驗	toets
測驗	toetse
測驗	toets
伯德	voël
峽谷	canyons
峽谷	gorge
峽谷	kloof
飼養	breeding
氣壓	druk
氣壓	swig
戰區	teater
微波	mikrogolf
液體	vog
液體	vloeistof
回顧	opsomming
住宿	blyplek
住宿	indiening
住宿	verblyf
信念	geloof
信念	skuldigbevinding
槍擊	skiet
槍擊	verskietende
荷馬	homer
國歌	anthem
彈頭	koeël
彈頭	bullet
內心	binne
內心	innerlike
新鮮	vars
畏	angst
沼澤	natalse
沼澤	marsh
直立	regop
表情	uitdrukking
幻影	phantom
幻影	mirage
遙遠	faraway
遙遠	verre
塑像	standbeelde
塑像	standbeeld
牛肉	beesvleis
樓梯	trappe
樓梯	staircase
狩獵	hunt
狩獵	jag
專科	spesialiteite
穩	steady
等候	gewag
動機	motive
動機	motivering
軌跡	volg
軌跡	snit
軌跡	baan
軌跡	spoor
軌跡	trail
軌跡	spoor
風景	natuurskoon
風景	landskap
滴	druppel
滴	val
滴	drup
滴	daal
昏迷	coma
微型	micro
微型	mikro
海豹	seals
海豹	seal
海豹	seël
樓上	upstairs
大廳	saal
神廟	tempel
神廟	temple
斯德哥爾摩	stockholm
岩手	iwate
喊	skreeu
喊	skree
基準	baseline
花瓣	kroonblaar
蜥蜴	lizard
蜥蜴	akkedis
總和	sum
總和	som
著作權	kopiereg
熱心	entoesiasme
安倍	abe
放射	straling
平板	slab
平板	tablet
摩擦	rub
摩擦	wrywing
敵方	vyand
繁榮	boom
輪胎	tyres
輪胎	tire
延期	uitbreidings
肺炎	longontsteking
醬	sous
珠寶	juwele
珠寶	juweliersware
斧	byl
尼加拉瓜	nicaragua
非凡	extraordinary
焊接	weld
焊接	welding
國防軍	idf
獎學金	scholarships
獎學金	beurs
視訊	video
侄子	neef
墳	grave
墳	graf
資本主義	kapitalisme
辛苦	hard
辛苦	harde
辛苦	moeilik
排水	dreineer
慢性	chroniese
光榮	glorious
光榮	glorie
光榮	glory
胡椒	peper
自信	sekerheid
自信	vertroue
邊疆	frontier
染色體	chromosoom
枕	pillow
寺廟	tempel
寺廟	temple
寺廟	tempels
鈾	uraan
伴侶	vennoot
伴侶	maat
伴侶	lewensmaat
伴侶	metgesel
伴侶	companion
電荷	hef
電荷	lading
電荷	heffing
電荷	charge
廚房	kombuis
溫柔	tender
溫柔	gentle
紳士	gentleman
潮汐	gety
事變	voorval
事變	insident
抒情	lyrical
愛麗絲	alice
申訴	klagtes
申訴	klagte
蔓延	sprei
燈塔	vuurtoring
燈塔	beacon
血腥	bloody
醜聞	scandal
醜聞	skandaal
插圖	illustrations
插圖	illustrasies
骨頭	bones
骨頭	bene
骨頭	been
經理人	bestuurder
堡壘	bastion
堡壘	fortress
堡壘	fort
工資	loon
工資	salaris
工資	lone
工資	salarisse
憲兵	gendarmerie
犀牛	renoster
犀牛	rhino
乘車	rit
乘車	ride
寂寞	eensaam
叢	bondel
花卉	floral
花卉	blomme
庭院	courtyard
庭院	jaart
庭院	yard
樞紐	spil
仙女	barry
仙女	fairy
煙花	pype
煙花	vuurwerke
和諧	harmonie
撤消	herroep
室外	buite
室外	outdoor
室外	buite
室外	buitelug
室外	buitelewe
室外	buitelug
鵝	goose
鵝	gans
鵝	geese
刺殺	sluipmoord
坐標	koördinaat
坐標	koördineer
永恆	eternity
永恆	tydlose
永恆	timeless
永恆	ewige
破解	swart
捲	rol
卡車	trok
卡車	vragmotor
卡車	vragmotors
卡車	bakkies
卡車	trokke
麻雀	mossie
阻力	weerstand
耳朵	oor
耳朵	ore
熔岩	lawa
啟發	besiel
啟發	geïnspireer
盧森堡	luxembourg
疼痛	pyn
鷗	meeue
佔有	besit
獨家	eksklusiewe
冥王星	pluto
約束	constraint
掩護	toemaak
掩護	omslag
掩護	omhulsel
復原	restourasie
真主	allah
清潔	skoon
友誼	vriendskap
多元化	verskeidenheid
多元化	diversifiseer
多元化	pluralisme
友善	vriendelik
山麓	piedmont
甜蜜	lieflike
甜蜜	soet
瘦	leun
瘦	lean
瘦	maer
瘦	dun
學界	academia
甲烷	metaan
優質	kwaliteit
優質	gehalte
書法	kalligrafie
船員	crew
稀少	scarce
稀少	sparse
山羊	bok
山羊	goat
丟	gooi
雪梨	sydney
財團	consortium
批量	grootmaat
鳳蝶	swaelstert
消化	vertering
消化	samevatting
消化	opsomming
消化	digest
成效	doeltreffendheid
樹木	boom
樹木	bome
租賃	verhuur
凱撒	caesar
馬達加斯加	madagaskar
馬達加斯加	madagascar
告別	farewell
胖	vet
胖	fat
狹窄	smal
裁決	beslissing
裁決	regerende
節省	besparings
磚	sover
磚	baksteen
利率	gradeer
利率	tarief
利率	beoordeel
高大	tall
高大	lank
高大	hoog
水下	onderwater
意向	inclination
意向	voorneme
意向	bedoeling
壓制	lyke
壓制	onderdruk
進度	vordering
重溫	herleef
指稱	bewerings
哺乳動物	soogdier
哺乳動物	mammals
突襲	raid
突襲	inval
突襲	gestroop
情侶	paartjies
情侶	paartjie
情侶	liefhebbers
示範	demo
示範	demonstrasie
保全	bewaring
宮殿	paleis
智力	intelligensie
智力	intellektuele
羽田	haneda
渡口	ferry
糾紛	geskille
糾紛	dispute
糾紛	dispuut
糾紛	geskil
發光	skyn
發光	skitterende
結盟	alliance
結盟	alliansie
結盟	verbond
阿拉伯語	arabies
阿拉伯語	arabiese
阿拉伯語	arabic
異議	beswaar
係數	koëffisiënt
抱怨	kla
窮	poor
窮	arme
窮	swak
窮	armes
投球	toon
銀色	silwer
小牛	calf
訪談	interview
訪談	interviews
揚州	yangzhou
就職	inhuldiging
人性	humanity
噴發	uitbarsting
饒	rao
溶解	oplos
桃源	taoyuan
天平	skale
外國人	aliens
外國人	buitelander
外國人	buitelanders
反感	afsku
神仙	barry
神仙	fairy
李子	pruim
腸	derms
腸	ingewande
鹼	alkali
石板	tablet
液晶	lcd
福爾摩斯	holmes
君主制	monargie
野心	ambisie
野心	ambisieuse
別墅	villa
別墅	villas
幅度	reekse
印地安人	indians
印地安人	indiane
籠	hok
監管	toesig
顯示器	vertoon
顯示器	aansig
顯示器	monitors
有害	skadelike
銀河系	galaxy
銀河系	sterrestelsel
罰款	boetes
葡萄糖	glukose
鋰	lithium
劍橋	cambridge
詛咒	vloek
詛咒	curse
詛咒	vervloek
達拉斯	dallas
草莓	aarbei
草莓	strawberries
草莓	aarbeie
奶奶	ouma
蚊	mosquito
補償	vergoeding
教父	godfather
蝙蝠俠	batman
輕微	ligte
廁所	toilet
葉子	blare
葉子	blaar
葉子	yoko
激進	radikale
乙醇	etanol
有罪	skuldig
禮拜	aanbidding
禮拜	worship
樣式	styles
樣式	uitsonderings
樣式	style
遷徙	verskuiwing
遷徙	migrasie
交響樂團	simfonie
抄襲	plagiaat
海倫	helen
螢	ying
讀音	uitspraak
聖殿	minor
聖殿	tempel
聖殿	temple
空格	ruimtes
空格	spasies
郵票	stamp
郵票	stempel
郵票	stamps
郵票	seëls
阿爾及利亞	algerië
騷擾	teistering
騷擾	teister
攝影機	camera
攝影機	kamera
皇宮	paleis
法老	farao
微小	klein
微小	tiny
出版商	uitgewer
出版商	uitgewers
溫和	gentle
溫和	gematig
溫和	matig
溫和	mild
公升	liter
公升	liters
公升	silwer
公升	liter
相對論	relativism
相對論	relatiwiteit
對面	teenoorgestelde
香料	spices
香料	spesery
香料	spice
悼念	tribute
悼念	hulde
辣椒	chilli
辣椒	peper
賭場	casino
悲劇	tragic
悲劇	tragedie
鎖定	slot
租金	huur
喀麥隆	kameroen
誤解	misunderstanding
誤解	misverstaan
彎曲	bend
溫暖	warmte
解剖	anatomy
手套	handskoen
硬幣	coins
硬幣	munte
硬幣	muntstukke
硬幣	muntstuk
硬幣	coin
朝代	dinastie
你好	hallo
你好	hello
皂	seep
承包商	kontrakteurs
承包商	kontrakteur
草坪	lawn
草坪	grasperk
方舟	ark
鉛	lei
鉛	lood
鉛	aanvoer
鞭	sweep
錐	kegel
錐	cone
界定	definieer
氣溫	temperatuur
氣溫	temperature
日光	daglig
馬賽	marseille
彈性	soepel
彈性	buigbare
彈性	elastisiteit
彈性	flex
長老	elder
野牛	buffalo
盾牌	skild
盾牌	skuld
盾牌	shields
戒指	ring
戒指	rings
祭司	priest
酒井	sakai
乘法	maal
繪圖	mapping
繪圖	tekeninge
繪圖	grafika
繪圖	skets
繪圖	tekening
大屠殺	knee
大屠殺	slagting
大屠殺	holocaust
食堂	kafeteria
誓	gelofte
誓	eed
損壞	korrupte
損壞	korrup
損壞	beskadig
損壞	skadevergoeding
專長	spesialiteit
專長	spesialiteite
專長	kundigheid
羅素	russell
骨架	geraamte
骨架	skelet
更正	korrektiewe
更正	regstelling
音速	sonic
密西西比州	mississippi
摩天大樓	wolkekrabber
迷失	verlore
迷失	verloor
警務	polisie
仙女座	andromedae
仙女座	andromeda
橘子	orange
橘子	gewysig
橘子	lemoen
橘子	oranje
橘子	lemoene
歌聲	sang
歌聲	sing
歌聲	singing
歌聲	singende
散射	scattering
症候群	sindroom
存款	inbetaal
獨裁	outokrasie
獨裁	diktatorskap
宮廷	paleis
想象	imagine
祈禱	bid
祈禱	gebed
祈禱	prayers
相容	aanpasbaar
相容	versoenbaar
相容	versoenbaarheid
廚師	chef
廚師	sjef
廚師	cook
王冠	kroon
營養	nutrition
營養	voedingswaarde
愛媛	ehime
凝聚	samehorigheid
橡膠	rubber
教義	creed
教義	leerstelling
扳機	sneller
探險	expeditions
探險	avontuur
探險	ekspedisie
區塊	blokke
區塊	blokkeer
區塊	blok
地道	tonnel
所羅門	solomon
所羅門	salomo
腕	pols
附上	omsluit
機長	kaptein
聲援	solidarity
核子	nuclear
殘餘	oorblyfsel
莖	agterstewe
廢棄	verlate
檢視	aansig
檢視	besigtig
檢視	bekyk
學說	leerstelling
大提琴	tjello
加熱	heat
加熱	hitte
加熱	verhitting
還原	omkeer
暴風	storm
巴頓	patton
華沙	warskou
誘惑	temptation
掃描	skandeer
法典	codex
壺	pot
壺	jug
電報	telegram
電報	telegraph
升降機	hysbak
機密	vertroulik
城牆	mure
芭蕾舞	ballet
諾曼	norman
環礁	atol
斐濟	fiji
潛在	potensiaal
呼叫	oproep
呼叫	bel
呼叫	roep
呼叫	skakel
硝酸	nitrate
嵌入	ingebedde
嵌入	ingelegde
嵌入	ingebed
出血	uitstroming
烤	roast
口腔	mond
口腔	mondelinge
港灣	hawe
港灣	harbour
時鐘	horlosies
時鐘	horlosie
牽引	traction
論點	argumente
論點	betoog
論點	argument
左邊	gelaat
勇氣	moed
喵	miaau
天線	antenna
絕望	despair
絕望	desperate
摩納哥	monaco
格言	motto
格言	leuse
格言	maxim
甘肅	gansu
伏特	volt
出處	oorsprong
電磁	elektromagnetiese
瘋	mal
金子	goud
贏	wen
災害	rampe
災害	ramp
災害	disaster
持久	langdurige
字元	karakters
晚餐	aandete
晚餐	aandete
捐助	skenkings
山茶	kamelia
濕地	vleiland
獵物	prey
東正教	ortodoksie
東正教	ortodokse
燕子	swael
燕子	swallows
鄰居	bure
鄰居	bure
鄰居	buurman
會計師	rekenmeester
會計師	boekhouer
會計師	rekeningkundige
橢圓	oval
橢圓	ovaal
追逐	strewe
追逐	chase
君士坦丁	konstantyn
美式足球	voetbal
天然氣	gas
方塊	cube
方塊	kubus
方塊	vierkantig
方塊	vierkant
方塊	vierkantige
方塊	vierkante
方塊	blokkies
均衡	gebalanseerd
均衡	gebalanseerde
均衡	saldo
均衡	balans
均衡	balans
均衡	ewewig
叢林	jungle
慶典	viering
藏文	tibettaanse
色素	pigment
宣教	dawa
膝	knie
湖畔	lakeside
省長	prefek
省長	goewerneur
粗糙	rof
激情	hartstogtelik
激情	passionate
激情	passie
激情	passion
珍貴	precious
嚴厲	kras
門票	kaartjies
門票	kaartjie
長春	changchun
轎車	sedan
轎車	limousine
俄亥俄	ohio
獅子座	leeu
經濟學家	ekonoom
約瑟	joseph
約旦	jordan
約旦	jordaan
性行為	seks
性行為	geslag
性行為	sex
昨天	yesterday
昨天	gister
佛法	dharma
詳情	besonderheid
詳情	besonderhede
生殖	reproduktiewe
生殖	voortplanting
十個	tien
交配	mating
冰球	hokkie
漢城	seoul
酸性	suur
展望	outlook
展望	visie
多明尼加	dominikaanse
週年紀念	herdenking
世系	descent
猴子	apie
猴子	aap
抬	lift
可信	geloofwaardige
歐文	owen
歐文	irving
俄文	russies
俄文	russiese
揭示	vertoon
揭示	onthul
前景	prospekt
前景	voorgrond
妄想	paranoia
成年人	volwassene
成年人	volwassenes
冬青	holly
大炮	cannon
大炮	kanon
大炮	artillery
明智	gebeur
明智	wise
抽籤	teken
椅	chair
椅	voorsitter
椅	stoel
聖人	saints
聖人	heilige
聖人	saint
阿瑟	arthur
捕獲	vaslê
捕獲	vang
捕獲	vasvang
聽眾	luisteraar
聽眾	luisteraars
蒜	knoffel
居所	woonplek
優點	voordele
優點	voordeel
優點	advantage
思維	denke
計程車	taxi
布魯塞爾	brussels
布魯塞爾	brusselse
布魯塞爾	brussel
失業	werkloos
失業	werkloosheid
砷	arseen
野生動物	natuurlewe
天花	pokke
水路	waterweg
大麻	cannabis
大麻	dagga
大麻	onkruid
可疑	verdagte
可疑	verdag
小丑	nar
小丑	clown
小丑	gloei
抗生素	antibiotika
專營	franchise
關島	guam
字面	literal
自轉	rotasie
大通	chase
破碎	gebreekte
破碎	stukkend
破碎	gebroke
破碎	gebreek
語氣	skakering
語氣	tone
老年	ouer
隔離	isolation
隔離	isolasie
隔離	geïsoleerde
生病	siek
摔跤	stoei
高爾夫球	gholf
證書	sertifikaat
濟南	jinan
山脊	rif
惡作劇	kattekwaad
佈局	uitlegte
佈局	uitleg
日產	nissan
拳擊	boks
青蛙	paddas
青蛙	padda
面板	paneel
面板	panel
高效	doeltreffende
高效	doeltreffend
高效	doeltreffend
探險家	verkenner
探險家	explorer
拖延	vertraging
拖延	vertragings
伴隨	gepaardgaande
骨灰	ashes
安息	rip
預留	gereserveer
震撼	shook
搶救	salvage
商家	handelaar
執照	lisensies
執照	lisensie
執照	lisensie
煩惱	geïrriteerd
鮑威爾	powell
混合物	mengsel
粉紅色	pienk
軍營	kaserne
頸部	nek
脆弱	fragile
脆弱	brose
脆弱	kwesbare
定制	eie
定制	pasmaak
定制	verpersoonlik
定制	aangepas
火花	sparks
火花	sterre
火花	sterretjies
火花	spark
脈衝	pulse
脈衝	pols
莽	mang
電器	toebehore
電器	toestelle
客房	kamers
客房	rooms
協和	concord
伸展	strek
伸展	rek
餐飲	eetplekke
餐飲	spyseniering
亞馬遜	amazon
眼淚	skeur
眼淚	tears
眼淚	trane
特赦	amnestie
電影院	teater
電影院	cinema
休假	los
休假	verlof
休假	verlaat
口音	accent
口音	aksent
領導者	leier
領導者	leiers
言語	woorde
肢	ledemate
王座	throne
容忍	tolerance
四重奏	kwartet
州際公路	interstate
核糖	ribose
偏好	voorkeur
糖果	lekkergoed
山寨	kothuis
利潤	profit
利潤	winsgewende
利潤	winsgewend
範例	paradigm
範例	voorbeelde
範例	voorbeelde
範例	voorbeeld
施政	governance
切換	wissel
切換	skakelaar
