புரி	puri
அதிகபட்சம்	maximal
அதிகபட்சம்	max
அதிகபட்சம்	maximale
அதிகபட்சம்	höchstens
அதிகபட்சம்	maximale
அதிகபட்சம்	maximal
அதிகபட்சம்	maximum
அதிகபட்சம்	höchstwert
அதிகபட்சம்	höchstbetrag
சுருங்கி	schrumpft
சுருங்கி	psychiater
சுருங்கி	verkleinern
சுருங்கி	schrumpfen
கிட்	git
கிட்	kit
செய்தியாளர்	pressemitteilungen
செய்தியாளர்	presse
செய்தியாளர்	press
செய்தியாளர்	drücken
செய்தியாளர்	reporterin
செய்தியாளர்	journalist
செய்தியாளர்	journalistin
செய்தியாளர்	reporter
வகுத்தது	geebnet
வகுத்தது	gepflastert
சிப்	chip
சிப்	chipkarten
சிப்	chips
புக்கர்	bucher
புக்கர்	booker
கேளிக்கை	erholung
கேளிக்கை	freizeitgestaltung
கேளிக்கை	freizeit
கேளிக்கை	unterhaltung
சமோவா	samoa
பந்துகள்	kugeln
பந்துகள்	eier
பந்துகள்	bälle
குறிப்பேடு	logger
பருவங்கள்	jahreszeiten
பருவங்கள்	staffeln
பருவங்கள்	jahreszeit
பருவங்கள்	spielzeiten
குடியேற்றவாத	besiedlung
குடியேற்றவாத	kolonisation
வாத	terror
வாத	schrecken
நிலுவையில்	ausstehende
நிலுவையில்	anhängig
நிலுவையில்	bis
யுனிக்ஸ்	unix
தொட்டில்	wiege
விஸ்டா	vista
வாசம்	atem
வாசம்	atmung
வாசம்	atmen
வாசம்	atemzug
வாசம்	nachsicht
வாசம்	genuss
துன்பங்கள்	sorgen
துன்பங்கள்	kummer
கோளம்	sphäre
கோளம்	kugel
திரையரங்கு	theater
பின்புலம்	hintergründe
பின்புலம்	vorgeschichte
பின்புலம்	hintergrundinformationen
பின்புலம்	hintergrund
பின்னோக்கி	rückwärts
பின்னோக்கி	rückwärts
தத்து	karteikarte
தத்து	registerkarte
தத்து	tab
லம்போர்கினி	lamborghini
ஆலோசனைக்	konsultationen
ஆலோசனைக்	konsultation
ஆலோசனைக்	anhörung
தனிமையில்	allein
தனிமையில்	alleine
தனிமையில்	einsamer
தனிமையில்	einsamen
தனிமையில்	einsamkeit
தனிமையில்	einsam
தனிமையில்	einsamkeit
வழிகாட்டல்	anleitung
விக்கெட்	wicket
பார்வைகள்	besuche
பார்வைகள்	besichtigungen
பார்வைகள்	besuchen
பார்வைகள்	ansichten
பார்வைகள்	aufrufe
பார்வைகள்	aussicht
பார்வைகள்	meinungen
நோக்கங்களை	absicht
நோக்கங்களை	absichten
நோக்கங்களை	vorsätze
பளிங்கு	marmor
பளிங்கு	marble
மனிதர்களும்	mensch
மனிதர்களும்	menschen
வாக்கியம்	phrase
வாக்கியம்	satz
வாக்கியம்	ausdruck
வாக்கியம்	begriff
வாக்கியம்	satz
வாக்கியம்	strafmaß
வாக்கியம்	strafe
சொற்பொருள்	semantische
எதிரானது	gegen
எதிரானது	dagegen
அனுப்புகிறது	schicken
அனுப்புகிறது	senden
சுமேரிய	sumerische
கலந்துகொண்டார்	teilgenommen
கலந்துகொண்டார்	besucht
கலந்துகொண்டார்	teilnahmen
கலந்துகொண்டார்	besuchte
கலந்துகொண்டார்	gingen
கலந்துகொண்டார்	gegangen
கலந்துகொண்டார்	ging
துவக்கி	launcher
பூனைகள்	katze
பூனைகள்	cats
பூனைகள்	katzen
வார்சா	warschau
புள்ளிவிவரம்	statistiken
புள்ளிவிவரம்	statistik
புள்ளிவிவரம்	statistiken
புள்ளிவிவரம்	einsichten
புள்ளிவிவரம்	einblicke
புள்ளிவிவரம்	einblick
புள்ளிவிவரம்	erkenntnisse
பாஸ்கல்	pascal
மார்க்கெட்	markt
கணங்கள்	augenblicke
கணங்கள்	momente
சோமாலியா	somalia
படத்தொகுப்பு	collage
மீனவர்	fischern
மீனவர்	fischer
மீனவர்	fischer
மீனவர்	angler
பென்சீன்	benzol
இருக்கவும்	aufenthalt
இருக்கவும்	bleiben
துல்லியம்	genauigkeit
துல்லியம்	präzises
துல்லியம்	präzise
துல்லியம்	präzision
குவளை	becher
குவளை	tasse
தொழிற்சாலையில்	werk
தொழிற்சாலையில்	fabrik
ராக்கெட்	rakete
ராக்கெட்	raketen
ராக்கெட்	rocket
ஆல்ப்ஸ்	alpen
இயல்பை	natur
இயல்பை	naturschutz
வித்து	nachkommen
வித்து	saatgut
வித்து	saat
வித்து	seed
பானங்கள்	getränke
பானங்கள்	getränk
பானங்கள்	getränkeindustrie
பானங்கள்	getränken
பானங்கள்	getränke
பானங்கள்	getränk
பானங்கள்	getränkeindustrie
நினைக்கும்	denk
நினைக்கும்	denken
நினைக்கும்	denke
பெயர்ச்சி	ersetzt
பெயர்ச்சி	ersetzung
பெயர்ச்சி	ersatz
பெயர்ச்சி	ersetzen
பெயர்ச்சி	austauschen
தற்செயலாக	unbeabsichtigt
தற்செயலாக	versehentlich
தற்செயலாக	ungewollt
தற்செயலாக	unbeabsichtigt
சந்த்	chand
நாட்டினர்	landsleute
சமத்துவம்	neutralität
சமத்துவம்	unparteilichkeit
சமத்துவம்	gleichberechtigung
சமத்துவம்	gleichstellung
சமத்துவம்	gleichbehandlung
சமத்துவம்	gleichheit
சமத்துவம்	chancengleichheit
நடப்பில்	laufende
நடப்பில்	laufender
நடப்பில்	fortlaufende
நடப்பில்	fortlaufend
நடப்பில்	laufenden
நடனங்கள்	tänze
நடனங்கள்	tanzt
நிபந்தனைகள்	geschäftsbedingungen
நிபந்தனைகள்	voraussetzungen
நிபந்தனைகள்	konditionen
நிபந்தனைகள்	bedingungen
விடு	verlassen
விடு	hinterlassen
விடு	weggehen
விடு	fallenlassen
விடு	ablegen
விடு	drop
விடு	tropfen
துர்கா	durga
அலபாமா	alabama
தொழுகை	salah
அன்ட்ரூ	andreas
அன்ட்ரூ	andrew
நெருங்கி	nähert
நெருங்கி	annähern
நெருங்கி	nähern
ரேகை	breitengrad
ரேகை	längen
ரேகை	länge
பாலைவனத்தில்	wüsten
பாலைவனத்தில்	wüste
டான்ஸ்	dons
லூசியானா	louisiana
கரைப்பான்	lösemittel
கரைப்பான்	lösungsmittel
கரைப்பான்	lösungsmitteln
எறிந்து	gegossen
எறிந்து	besetzung
எறிந்து	darsteller
எறிந்து	werfen
எறிந்து	gips
எறிந்து	geworfen
கலீபா	kalif
தந்திரம்	trick
தந்திரம்	tricks
தந்திரம்	streich
அறிவார்ந்த	intelligente
அறிவார்ந்த	intelligenten
அறிவார்ந்த	intelligent
அறிவார்ந்த	intelligenter
மதிப்பாய்வு	rezension
மதிப்பாய்வு	überprüfen
மதிப்பாய்வு	bewertung
மதிப்பாய்வு	rückblick
மதிப்பாய்வு	überprüfung
மதிப்பாய்வு	gemäßigte
மதிப்பாய்வு	moderation
மதிப்பாய்வு	maßen
மதிப்பாய்வு	mäßigung
குவான்	guan
குவான்	quan
ஆர்எஸ்எஸ்	rss
நேர்மை	aufrichtigkeit
நேர்மை	ehrlichkeit
பொறாமை	neidisch
பொறாமை	eifersucht
பொறாமை	eifersüchtig
பொறாமை	neidisch
பொறாமை	neid
பொறாமை	eifersucht
பொறாமை	neid
கச்சா	roh
கச்சா	grob
கச்சா	primitiv
கச்சா	rohe
கச்சா	rohöl
கோட்டா	kota
வரவிருக்கும்	bevorstehende
வரவிருக்கும்	anstehende
வரவிருக்கும்	demnächst
வரவிருக்கும்	kommende
வரவிருக்கும்	kommenden
வரவிருக்கும்	nächste
அவுட்லுக்	perspektiven
அவுட்லுக்	outlook
அவுட்லுக்	aussichten
அவுட்லுக்	aussicht
அவுட்லுக்	perspektive
அவுட்லுக்	ausblick
சூசன்	susanne
சூசன்	susan
காமெடி	komödie
காமெடி	comedy
நையாண்டி	satire
கமிட்டி	ausschuss
கமிட்டி	ausschüsse
கமிட்டி	ausschuß
கமிட்டி	komitee
தீராத	chronischen
தீராத	chronisch
தீராத	chronischer
தீராத	chronische
வைக்கோல்	strohhalm
வைக்கோல்	stroh
இப்ராஹிம்	ibrahim
முத்துக்கள்	perlen
அலோர்	alor
ஆமைகள்	schildkröten
அலெக்சாந்திரியா	ägypten
அலெக்சாந்திரியா	alexandria
மென்பொருளில்	deaktiviert
சாதாரணமான	mittelmäßig
புள்ளிவிவர	statistische
புள்ளிவிவர	statistischer
புள்ளிவிவர	statistischen
பங்களா	bungalow
ஜூலியஸ்	julius
ஈஸ்ட்	hefen
ஈஸ்ட்	hefe
பரிணாமம்	evolution
பரிணாமம்	entwicklungen
பரிணாமம்	entwicklung
பங்கேற்பு	beteiligung
பங்கேற்பு	teilnahme
பங்கேற்பு	mitwirkung
பங்கேற்பு	teilnehmen
சோலார்	solarenergie
சோலார்	solarzellen
சோலார்	solar
சோலார்	sonnenenergie
மேகங்கள்	bewölkt
மேகங்கள்	wolken
மேகங்கள்	wolke
கேம்ஸ்	spiel
கேம்ஸ்	videospiele
கேம்ஸ்	spiele
கேம்ஸ்	spielen
கருட	garuda
நீரோ	nero
பூத	körperlich
பூத	physische
பூத	physischen
பூத	physisch
பூத	physischer
பூத	körperliche
நெரிசல்	überlastung
நெரிசல்	stau
நெரிசல்	verkehrsstaus
நெரிசல்	verstopfung
நெரிசல்	staus
நெரிசல்	stampede
நெரிசல்	ansturm
வாய்க்கால்	kanal
வாய்க்கால்	canal
வாய்க்கால்	kanals
கடலியல்	ozeanographie
இறைவனிடம்	fürst
இறைவனிடம்	gott
இறைவனிடம்	herr
இறைவனிடம்	lord
இறைவனிடம்	herrn
ரொனால்ட்	ronald
ரொனால்ட்	steffen
கொலராடோ	colorado
வளாகங்கள்	campus
மிதவை	treiben
மிதவை	schwebt
மிதவை	schwimmende
மிதவை	schweben
முதலீட்டாளர்	anleger
முதலீட்டாளர்	kapitalgeber
முதலீட்டாளர்	investor
முதலீட்டாளர்	investoren
உணரிகள்	sensoren
நசீர்	nasir
சோர்வு	ermüdung
சோர்வு	müdigkeit
சோர்வு	erschöpfung
சோர்வு	erschöpft
சோர்வு	müdigkeit
சோர்வு	müden
சோர்வு	müde
எவரெஸ்ட்	everest
திறக்க	offene
திறக்க	offen
திறக்க	geöffnet
திறக்க	open
திறக்க	öffnen
வானியற்பியல்	astrophysik
இடைவெளிகள்	räume
இடைவெளிகள்	leerzeichen
இரவும்	übernachtung
இரவும்	nächte
இரவும்	nacht
இரவும்	nachtleben
இரவும்	nachts
அத்தியாவசிய	wesentliche
அத்தியாவசிய	unentbehrlich
அத்தியாவசிய	wesentlichen
அத்தியாவசிய	wesentlich
ஏதுமில்லை	keine
ஏதுமில்லை	keiner
ஏதுமில்லை	keines
முன்னோக்கி	vorwärts
முன்னோக்கி	forward
முன்னோக்கி	weiterleiten
உணவாகும்	grub
ராஜு	raju
பயன்முறை	modus
பயன்முறை	mode
பெர்க்சையர்	berkshire
ஜிமெயில்	gmail
ஆர்வமும்	tendenzen
கவர்ச்சியான	sexy
சுலைமான்	suleiman
சுலைமான்	salomo
சுலைமான்	sulaiman
பேழை	kassetten
பேழை	kassette
தெருக்கள்	strassen
தெருக்கள்	straße
தெருக்கள்	gassen
தெருக்கள்	straßen
ஆர்ச்சர்	archer
ஆர்ச்சர்	bogenschützen
கீரை	spinat
ஜெப்ரி	geoffrey
ஜெப்ரி	gottfried
ஜெப்ரி	jeffery
சன்னி	sunny
சன்னி	sonnig
சன்னி	sonnige
சன்னி	sonne
சன்னி	sonnigen
பாதுகாக்கவும்	schützen
பாதுகாக்கவும்	beschützen
படையணி	bataillon
மோட்சம்	hingabe
மோட்சம்	verehrung
மோட்சம்	frömmigkeit
மோட்சம்	ergebenheit
சொரெஸ்	soros
பயிற்சியாளர்கள்	trainer
பயிற்சியாளர்கள்	personenwagen
பயிற்சியாளர்கள்	busse
பேசுகிறது	spricht
பேசுகிறது	sprechen
பேசுகிறது	sprechend
பேசுகிறது	spricht
ஈடுபட்டுள்ள	verlobt
ஈடுபட்டுள்ள	engagiert
ஏழ்மை	armut
ஏழ்மை	armutsbekämpfung
உடற்கூறு	anatomie
புவிவெப்ப	geothermische
பயங்கர	furchtbar
பயங்கர	schreckliches
பயங்கர	schrecklich
பயங்கர	schreckliche
பயங்கர	fürchterlich
மேலாளர்கள்	führungskräfte
மேலாளர்கள்	manager
மேலாளர்கள்	betriebsleiter
மீதம்	waage
மீதம்	bilanz
மீதம்	balance
மீதம்	gleichgewicht
மீதம்	übrig
மீதம்	verbleibenden
மீதம்	verbleibende
மீதம்	linke
மீதம்	linker
மீதம்	links
மீதம்	linken
பீச்	buche
பீச்	pfirsiche
பீச்	pfirsich
பீச்	pfirsich
பீச்	peach
குதுப்	qutb
லுட்விக்	ludwigs
லுட்விக்	ludwig
நெற்றியில்	stirn
அமிர்தசரஸ்	amritsar
பொறுப்பான	verantwortlich
பொறுப்பான	verantwortliche
பொறுப்பான	verantwortlicher
கன்று	kälber
கன்று	kalb
தீவிரவாதம்	terrorismus
தீவிரவாதம்	terrorismusbekämpfung
குறுக்கீடு	unterbrechen
குறுக்கீடு	eingriffe
குறுக்கீடு	störungen
குறுக்கீடு	einmischung
குறுக்கீடு	störung
குறுக்கீடு	interferenzen
எள்	sesam
வடிவமைக்க	einrichten
வடிவமைக்க	konfiguration
வடிவமைக்க	konfigurieren
மனப்பான்மை	haltung
மனப்பான்மை	einstellung
எட்ஜ்	rand
எட்ஜ்	kante
எட்ஜ்	edge
எட்ஜ்	kanten
செய்கிறான்	verursachen
செய்கிறான்	gründe
செய்கிறான்	ursachen
செய்கிறான்	ursache
செய்கிறான்	verursacht
பிளந்து	spalt
மாவீரன்	krieger
மாவீரன்	kämpfer
டொமினிக்கன்	dominikanische
டொமினிக்கன்	dominikanischen
வாருங்கள்	komme
வாருங்கள்	come
வாருங்கள்	kommt
வாருங்கள்	komm
வாருங்கள்	kommen
ஆன்மீகம்	spirituellen
ஆன்மீகம்	spiritualität
ஆன்மீகம்	geistlichen
ஆன்மீகம்	spirituelle
ஆன்மீகம்	geistliche
மெகாடெத்	megadeth
அனைவருமே	jeder
அனைவருமே	alle
அனைவருமே	jedermann
உள்நாட்டில்	lokal
உள்நாட்டில்	örtlich
வியூகம்	strategie
மாம்பழம்	mango
சத்யஜித்	satyajit
கழுதை	esel
வயிற்றுப்போக்கு	durchfall
முஸ்தபா	mostafa
முஸ்தபா	mustafa
நம்பிக்கையுடன்	hoffen
நம்பிக்கையுடன்	hoffnung
நம்பிக்கையுடன்	hofft
நம்பிக்கையுடன்	hoffe
நம்பிக்கையுடன்	gehofft
நம்பிக்கையுடன்	hoffentlich
கிரகம்	planet
கிரகம்	planeten
தலைக்கு	head
தலைக்கு	kopf
தலைக்கு	leiter
தலைக்கு	haupt
மாறிவிட்டது	änderte
மாறிவிட்டது	geändert
மாறிவிட்டது	verändert
மியாமி	miami
பொறித்த	gebraten
பொறித்த	durchgebrannt
பொறித்த	fried
நிக்கோலஸ்	nicolas
நிக்கோலஸ்	nicolás
நிக்கோலஸ்	nikolaus
நிக்கோலஸ்	nikolai
நிக்கோலஸ்	nicholas
கொரில்லா	gorilla
நானா	nana
மோகம்	leidenschaft
மோகம்	passion
மோகம்	leidenschaften
மோகம்	leidenschaftlich
தெரிவித்துக்	besucht
தெரிவித்துக்	besuchten
தெரிவித்துக்	besichtigt
தெரிவித்துக்	besuchte
கால்நடைகள்	vieh
கால்நடைகள்	rind
கால்நடைகள்	rinder
கால்நடைகள்	rindfleisch
தொலைகாட்சி	oled
ஓட்டோ	otto
நாளைய	morgen
நாளைய	tomorrow
சந்தர்ப்பம்	zusammenhang
சந்தர்ப்பம்	kontext
ஆண்டர்சன்	anderson
சிக்னல்	signal
அடையாறு	adyar
மோடம்	modem
கிளென்	glen
கிளென்	glenn
கிளென்	glenn
விவகாரங்கள்	angelegenheiten
காபூல்	kabul
அரிவாள்	sichel
பேச்சாளர்கள்	sprecher
பேச்சாளர்கள்	lautsprecher
பேச்சாளர்கள்	redner
பேச்சாளர்கள்	referenten
எலிகள்	mäusen
எலிகள்	mäuse
வைன்	weinbau
வைன்	wein
வைன்	weines
வைன்	weine
வாடிக்கையாளரின்	klienten
வாடிக்கையாளரின்	kunden
வாடிக்கையாளரின்	mandanten
வாடிக்கையாளரின்	kunde
வாடிக்கையாளரின்	auftraggeber
பட்டினி	hungersnot
பட்டினி	verhungern
பட்டினி	unterernährung
பட்டினி	hunger
விரிவாக்கி	kühnheit
பழமொழிகள்	sprüche
திறக்கும்	öffnungszeiten
திறக்கும்	öffnung
திறக்கும்	eröffnung
திறக்கும்	öffnen
ராபர்ட்ஸ்	roberts
ஜேக்மேன்	jackman
கிரி	kiri
பிரைவேட்	pvt
அசிட்டேட்டு	acetat
மருமகன்	neffen
மருமகன்	neffe
பக்தர்களின்	upa
கிரகங்கள்	planeten
காவி	safran
தோழன்	mate
தோழன்	kamerad
தோழன்	kumpel
தோழன்	paaren
நாட்டியம்	dance
நாட்டியம்	tanzen
நாட்டியம்	tanze
நாட்டியம்	tanz
நிறைவுற்ற	gesättigten
கடனை	schuld
கடனை	verschuldung
கடனை	schulden
சாஹிப்	sahib
மகேந்திர	mahendra
உபரி	zuschläge
உபரி	extras
உபரி	zusätze
உபரி	überschüssige
உபரி	überschüsse
உபரி	überschuss
அனுபவ	exp
அனுபவ	verwendbar
குட்டிகள்	cubs
குட்டிகள்	welpen
ஓவியத்தை	lackierung
ஓவியத்தை	gemälde
ஓவியத்தை	malen
ஓவியத்தை	malerei
மணமகள்	braut
சின்னப்பர்	theben
நிரூபிக்க	beweis
நிரூபிக்க	beweist
நிரூபிக்க	beweisen
நிரூபிக்க	beweise
ஜூலி	juli
ஜூலி	heiko
ஜூலி	julie
சொல்லாட்சி	rhetorik
அலங்கரிக்கப்பட்ட	verziert
அலங்கரிக்கப்பட்ட	dekoriert
அலங்கரிக்கப்பட்ட	geschmückt
ஒலிகள்	töne
ஒலிகள்	sounds
ஒலிகள்	klingt
ஒலிகள்	klänge
ஒலிகள்	geräusche
ஜோர்டான்	jordan
ஜோர்டான்	jordanien
பிரபஞ்சம்	universums
பிரபஞ்சம்	grundgesamtheit
பிரபஞ்சம்	weltall
பிரபஞ்சம்	universum
பிரபஞ்சம்	galaxien
பிரபஞ்சம்	galaxie
பிரபஞ்சம்	galaxis
பிரபஞ்சம்	galaxy
பிரபஞ்சம்	milchstraße
சிறுநீரகம்	nierenerkrankung
சிறுநீரகம்	niere
சிறுநீரகம்	nieren
மறக்க	vergessen
மறக்க	vergesst
மறக்க	vergiß
மறக்க	vergiss
மறக்க	vergisst
பிளாங்க்	planck
நடித்தது	hauptrolle
நடித்தது	hauptrollen
நடித்தது	darsteller
நடித்தது	hauptdarsteller
சுயசரிதை	biographie
சுயசரிதை	lebenslauf
சுயசரிதை	biografie
ரூபி	rubin
ரூபி	ruby
அத்தை	tante
அத்தை	tante
அத்தை	tante
துரோகம்	untreue
துரோகம்	verrat
துரோகம்	verrat
சீரோ	ciro
சரியா	rechte
சரியா	stimmt
சரியா	recht
சரியா	richtig
சரியா	rechts
பிட்டு	bisschen
பிட்டு	bit
கார்லோ	carlo
நடக்கின்றன	geschehen
நடக்கின்றன	passiert
பக்கத்து	nachbarland
பக்கத்து	nachbarin
பக்கத்து	nachbarn
பக்கத்து	nachbar
அவகாசம்	aufschub
கருச்சிதைவு	fehlgeburt
ஆரியர்	arischen
பண்பேற்றம்	modulation
பண்பேற்றம்	differenzierung
திரி	tri
டேம்	dame
படுக்கையில்	bettwäsche
படுக்கையில்	bett
விவசாயி	landwirt
விவசாயி	landwirte
விவசாயி	bauern
வழங்குநர்	gastgeber
வழங்குநர்	host
வழங்குநர்	gastgeberin
வழங்குநர்	rechner
வழங்குநர்	wirt
வழங்குநர்	anbieter
வழங்குநர்	dienstleister
வழங்குநர்	versorger
வழங்குநர்	provider
பதினொன்று	eleven
பதினொன்று	elf
வெளிநாட்டில்	ausland
வெளிநாட்டில்	auswärts
திறமைகளை	talent
திறமைகளை	talente
திறமைகளை	fertigkeiten
திறமைகளை	fähigkeiten
நிற்பது	stehen
நிற்பது	stehend
நிற்பது	stehendes
நிற்பது	ständigen
இரகசியமாக	insgeheim
இரகசியமாக	heimlich
முன்னேற்றத்தை	fortschritten
முன்னேற்றத்தை	fortschritts
முன்னேற்றத்தை	fortschritte
முன்னேற்றத்தை	fortschritt
முகமூடி	maske
முகமூடி	schablone
முகமூடி	masken
கோல்ட்மேன்	goldman
எலியட்	eliot
வியாபாரிகள்	anbieter
வியாபாரிகள்	lieferant
வியாபாரிகள்	verkäufer
மொழிபெயர்க்கப்பட்டது	übersetzte
மொழிபெயர்க்கப்பட்டது	übersetzten
மொழிபெயர்க்கப்பட்டது	übersetzt
பட்லர்	butler
காட்டப்பட்டது	entsorgen
காட்டப்பட்டது	ablegen
காட்டப்பட்டது	verwerfen
காட்டப்பட்டது	gezeigte
காட்டப்பட்டது	gezeigt
தந்தையர்	vater
தந்தையர்	väter
தந்தையர்	ahnen
தந்தையர்	vätern
தந்தையர்	vaters
முபாரக்	mubarak
வயர்லெஸ்	wireless
வயர்லெஸ்	drahtlose
வயர்லெஸ்	drahtlosen
வயர்லெஸ்	wlan
ஜின்னா	jinnah
குளூனி	clooney
பென்னி	penny
பென்னி	pfennig
பென்னி	cent
பென்னி	benny
லூக்	luke
லூக்	lukas
ஹன்னிபால்	hannibal
வில்லி	willy
பொய்யான	falschen
பொய்யான	falsch
பொய்யான	false
பொய்யான	falsche
பொய்யான	falsches
பொய்யான	gefälscht
பொய்யான	fälschung
பொய்யான	fake
ஸ்ரீநகர்	srinagar
படத்தைப்	foto
படத்தைப்	fotoalbum
முற்றத்தில்	hof
முற்றத்தில்	werft
முற்றத்தில்	yard
தேவாலயங்கள்	kirchen
தேவாலயங்கள்	kirche
மல்யுத்தம்	ringer
மல்யுத்தம்	wrestling
மல்யுத்தம்	ringen
இவனின்	hes
டோ	zeh
டோ	evg
பெட்ரோ	pedro
பிம்பம்	abbildung
பிம்பம்	bild
பிம்பம்	abbild
இறுக்கம்	verdichtung
இறுக்கம்	kompression
இறுக்கம்	komprimierung
இழப்பீடு	entschädigung
இழப்பீடு	ausgleichszahlungen
இழப்பீடு	ausgleich
இழப்பீடு	schadenersatz
இழப்பீடு	entschädigungen
பொட்டு	bindi
கோலங்கள்	zeichnungen
கோலங்கள்	zeichnung
நீட்டிப்பு	verlängern
நீட்டிப்பு	ausdehnen
நீட்டிப்பு	kater
வினைச்சொல்	verben
வினைச்சொல்	verb
பிசுமத்	bismut
ஜாகுவார்	jaguar
கிராமத்திற்கு	dorf
கிராமத்திற்கு	feriendorf
கிராமத்திற்கு	ortschaft
பாணிகள்	stile
பாணிகள்	stil
பாணிகள்	vorlagen
அல்ஜீரியா	algerien
குளிர்காலம்	wintersaison
குளிர்காலம்	winter
குறிப்பான	spezifisch
குறிப்பான	spezielle
குறிப்பான	spezifischen
குறிப்பான	spezifische
காத்துக்	warte
காத்துக்	gewartet
காத்துக்	abwarten
காத்துக்	warten
காத்துக்	wartet
செதுக்கப்பட்ட	geschnitzt
ஜெனிபர்	jennifer
மஹா	maha
டோம்	kuppel
டோம்	dome
டோம்	dom
ஆராய்ச்சியாளர்	wissenschaftler
ஆராய்ச்சியாளர்	forscher
ஆராய்ச்சியாளர்	wissenschaftlerin
நதியா	nadia
பத்திரிக்கையாளர்	journalisten
பத்திரிக்கையாளர்	journalist
பத்திரிக்கையாளர்	journalistin
இர்வின்	irwin
இர்வின்	irvine
பங்குதாரர்கள்	interessenvertreter
பங்குதாரர்கள்	beteiligte
பங்குதாரர்கள்	interessengruppen
பங்குதாரர்கள்	akteure
பங்குதாரர்கள்	beteiligten
புரூக்	brooke
புரூக்	brook
புரூக்	bach
உற்பத்தியாளர்	hersteller
புதன்கிழமை	mittwoch
புதன்கிழமை	mittwochs
கொரியன்	koreanische
கொரியன்	koreaner
கொரியன்	koreanisch
கொரியன்	maltesische
கொரியன்	koreanischen
முன்னொட்டு	vorwahl
முன்னொட்டு	vorangestellt
முன்னொட்டு	präfix
முன்னொட்டு	anrede
படக்	batak
சாமா	chama
விவகாரம்	skandal
விவகாரம்	skandalös
விவகாரம்	affäre
விவகாரம்	skandale
விவகாரம்	heft
விவகாரம்	ausgabe
விவகாரம்	thema
முதலாளித்துவ	kapitalistischen
முதலாளித்துவ	kapitalismus
முதலாளித்துவ	kapitalistische
அடித்தளமாக	hausarrest
பயோடீசல்	biodiesel
பாடு	sing
பாடு	singt
பாடு	singen
பாடு	singe
ஆளில்லா	unbemannte
பண்டார	pandora
தமன்	daman
சியாம்	siam
பாகா	baja
கிடங்கு	lager
கிடங்கு	lagerhaus
கிடங்கு	warehouse
கிடங்கு	lagerung
கிடங்கு	lagerraum
கிடங்கு	archiv
கிடங்கு	depot
கிடங்கு	repository
சொட்டு	tropfen
சொட்டு	tropf
சோடா	limo
சோடா	soda
அஜய்	ajay
நாஷ்	nash
பயங்கரமான	unheimlich
பயங்கரமான	gruselig
பயங்கரமான	beängstigend
பயங்கரமான	erschreckend
பயங்கரமான	furchtbar
பயங்கரமான	schreckliches
பயங்கரமான	schrecklich
பயங்கரமான	schreckliche
பயங்கரமான	fürchterlich
மலரின்	zerschmettert
பொறுத்தே	hängt
பொறுத்தே	abhängt
சிறப்பானது	vorgestellt
சிறப்பானது	hervorgehobene
சிறப்பானது	präsentiert
சிறப்பானது	empfohlene
குங்குமப்பூ	safran
வெனிலா	vanille
உரையாற்றினார்	adressiert
உரையாற்றினார்	angesprochen
உரையாற்றினார்	gerichtet
வழித்தடங்கள்	strecken
வழித்தடங்கள்	routen
துறவறம்	heiligen
துறவறம்	heiliger
துறவறம்	saint
துறவறம்	st
குடிக்கும்	saufen
குடிக்கும்	trink
குடிக்கும்	trinken
பார்க்கப்பட்டது	gesehen
பார்க்கப்பட்டது	sah
பார்க்கப்பட்டது	gesehen
பார்க்கப்பட்டது	sah
பார்க்கப்பட்டது	angesehen
பார்க்கப்பட்டது	beobachtet
பார்க்கப்பட்டது	beobachtete
பார்க்கப்பட்டது	betrachtet
பார்க்கப்பட்டது	gesehen
பார்க்கப்பட்டது	angesehen
பார்க்கப்பட்டது	angeschaut
காப்பாளர்	betreuer
மேனி	manny
கையாளுதல்	umgang
கையாளுதல்	handhabung
கையாளுதல்	handling
கையாளுதல்	handhaben
கையாளுதல்	manipulieren
கையாளுதல்	manipulationen
கையாளுதல்	manipulation
டாப்ளர்	doppler
அடித்தள	erdgeschoss
அடித்தள	untergeschoss
அடித்தள	keller
கார்டர்	carter
ரைடர்ஸ்	fahrer
ரைடர்ஸ்	reiter
குடிமகன்	bürger
குடிமகன்	bürgerrechte
பேராசிரியர்கள்	professoren
பேராசிரியர்கள்	hochschullehrer
உருகிய	geschmolzen
பால்டிக்	ostsee
பால்டிக்	baltische
பால்டிக்	baltic
பால்டிக்	baltikum
பால்டிக்	baltischen
ஏற்கப்பட்டது	angenommen
ஏற்கப்பட்டது	akzeptierten
ஏற்கப்பட்டது	akzeptierte
ஏற்கப்பட்டது	akzeptiert
நாடெங்கும்	bundesweit
நாடெங்கும்	landesweit
நாடெங்கும்	landesweite
அரசுகளும்	regierungen
மொசாம்பிக்	mosambik
ஹரியானா	haryana
ஒட்டுண்ணி	parasiten
சுடும்	schützen
சுடும்	schütze
சுடும்	shooter
ஃபெராரி	ferrari
ஜாதி	kaste
நிறுத்தங்கள்	stoppt
நிறுத்தங்கள்	haltestellen
நாகை	nagai
பர்	burr
ஈரம்	feucht
ஈரம்	wet
ஈரம்	nasse
ஈரம்	feuchte
ஈரம்	nass
அடுக்கி	stapler
மிருகங்கள்	tieren
மிருகங்கள்	tiere
விதிவிலக்கு	ausnahmen
விதிவிலக்கு	ausnahme
விதிவிலக்கு	ausnahmeregelungen
விதிவிலக்கு	ausnahmeregelung
பொறுமை	geduldig
பொறுமை	geduld
