और	un
प्रतिशोध	atriebība
पार्किंग	stāvvieta
पार्किंग	stāvvietas
नशा	mantu
नशा	nasha
लचीला	elastīga
लचीला	elastīgi
लचीला	elastīgs
लचीला	elastīgas
लचीला	elastīgā
सफ़ाई	tīrīšanas
सफ़ाई	tīrīšana
कोलेजन	kolagēna
ऊनी	vilnas
बर्टन	burton
पुतिन	putin
पुतिन	putina
प्रोपेन	propāna
प्रोपेन	propāns
ज़िम्मेदार	atbildīgais
ज़िम्मेदार	atbildīgs
ज़िम्मेदार	atbildīga
ज़िम्मेदार	atbildīgā
ज़िम्मेदार	atbildīgās
कार्यस्थल	darbavietā
कार्यस्थल	darbavieta
कार्यस्थल	darbavietas
अवहेलना	ignorēšanu
नर्सरी	bērnudārzu
अविश्वास	neuzticību
पर्दा	aizkari
टच	pieskarties
तोपों	lielgabalu
सिल्क	zīda
सिल्क	zīds
झूठा	melis
अक्षमता	nespēja
अक्षमता	nespēju
अक्षमता	invaliditāte
अक्षमता	invaliditātes
ईगल	ērglis
वारंटी	garantija
वारंटी	garantijas
होमर	homērs
मुबारक	priecīgs
मुबारक	laimīga
मुबारक	laimīgs
एकांत	vientulībā
विंड	vēju
विंड	vēja
विंड	vējš
आश्वस्त	pārliecināti
आश्वस्त	pārliecināta
हैंक्स	henkss
सोरोस	soross
आकृतियाँ	formas
सुलतान	sultāns
बदतर	sliktāk
बदतर	sliktāka
लोपेज़	lópez
लोपेज़	lopesa
पशुधन	lopkopības
पशुधन	lopi
आदी	atkarīgi
लार्वा	kāpurs
सेलुलर	šūnu
बहरीन	bahreina
दीवानी	civilā
दीवानी	civiliem
दीवानी	civilās
गाजर	burkānu
गाजर	burkāni
गाजर	burkāni
उरुग्वे	urugvaja
उरुग्वे	urugvajas
ओवल	ovālas
निराशाजनक	vilšanos
मैकबेथ	makbets
ट्रिनिटी	trīsvienība
हैट	cepure
हैट	cepuri
चाइल्ड	bērns
शीला	šeila
ची	chi
मंचूरिया	mandžūrija
प्रोग्रामर	programmētāju
हूवर	hūvers
मसौदा	projektus
मसौदा	projekti
हेयर	apmatojums
हेयर	matus
हेयर	matiem
हेयर	mati
जुआन	juan
बर्ताव	uzvedība
बर्ताव	izturēšanās
बर्ताव	uzvedību
बर्ताव	uzvedība
बर्ताव	izturēšanās
बर्ताव	uzvedību
होप	cerību
होप	cerības
होप	ceru
होप	cerība
स्काइप	skype
गलियों	ielām
गलियों	ielās
गलियों	ielas
गलियों	joslas
शरणार्थियों	bēgļi
शस्त्रों	ieroča
शस्त्रों	ierocis
हस्ती	slavenība
प्राधिकार	iestādes
प्राधिकार	iestāde
अशुभ	neveiksme
रोज़गार	nodarbinātība
रोज़गार	nodarbinātības
मेड	med
युनुस	junuss
मोंटे	monte
तांबा	vara
तांबा	varš
अंसारी	ansari
सलाम	himna
सलाम	miers
सलाम	mieru
सलाम	miera
सलाम	sveiciens
सलाम	salam
क्वींसलैंड	kvīnslenda
टॉड	krupis
टॉड	tods
मरियम	marija
मरियम	mērija
ओहियो	ohaio
उंगली	pirksta
उंगली	pirksts
उंगली	pirkstu
पलक	plakstiņu
डब्ल्यूडब्ल्यूई	wwe
लिथुआनिया	lietuvā
लिथुआनिया	lietuvu
लिथुआनिया	lietuva
अल्पसंख्यकों	mazākumtautības
अल्पसंख्यकों	minoritātes
शहीदों	mocekļu
फ्लेमिंग	flemings
अधिवक्ता	advocate
यॉर्कशायर	jorkšīras
मेट्रिक्स	metrika
मेट्रिक्स	matricas
मेट्रिक्स	matricu
मेट्रिक्स	matrices
मेट्रिक्स	matrica
कार्यशाला	seminārs
कार्यशाला	darbnīca
मैक्सवेल	maksvels
कॉर्न	kukurūzas
कॉर्न	kukurūza
कॉर्न	korn
बकिंघम	bekingemas
मापक	valdnieks
मापक	mērogs
मापक	skala
यातना	mokas
यातना	doom
मलबे	bruģi
अनाथ	bāreņiem
टूटी	šķeltiem
जनसांख्यिकी	demogrāfija
जनसांख्यिकी	skaitīšana
जनसांख्यिकी	demogrāfiskās
जनसांख्यिकी	populācija
जनसांख्यिकी	iedzīvotāji
अपरिहार्य	nenovēršama
अपरिहार्य	neizbēgama
अपरिहार्य	neizbēgami
दफन	aprakts
आमंत्रण	ielūdz
आमंत्रण	aicina
आमंत्रण	aicināt
आमंत्रण	uzaicināt
आमंत्रण	ielūgums
आमंत्रण	uzaicinājums
आमंत्रण	ielūgumus
जिम्बाब्वे	zimbabve
वृद्धावस्था	novecošanās
आहत	sāp
आहत	pāri
आहत	ievainots
विजू	viju
नरभक्षण	kanibālisma
धूसर	pelēks
धूसर	pelēkā
धूसर	pelēks
धूसर	pelēkas
धूसर	pelēkais
धूसर	pelēkās
घाटा	zudums
घाटा	zaudējums
घाटा	zudumi
घाटा	zaudējumi
परिसंघ	konfederācija
परिसंघ	konfederāciju
दरवाज़ा	durvju
दरवाज़ा	durvis
नंद	nand
कन्वेंशन	konvents
कन्वेंशन	konvencija
कन्वेंशन	konventa
कन्वेंशन	konvenciju
सप्लाई	piegāde
सप्लाई	piedāvājums
सप्लाई	apgāde
रडार	radara
रडार	radaru
पंक	dubļi
चैट	chat
पदानुक्रम	hierarhija
पदानुक्रम	hierarhijas
अल्ताई	altaja
क्रूरता	nežēlību
क्रूरता	brutalitāti
संभावनाएं	izredzes
संभावनाएं	perspektīvas
मिया	mia
निर्देशकों	direktori
वीटो	veto
प्रत्याशित	paredzamais
प्रत्याशित	gaidīts
प्रत्याशित	paredzamo
गोंद	līme
गोंद	līmi
एक्सबॉक्स	xbox
अज्ञेय	agnosticisms
स्पॉट	vietas
पूंजीवाद	kapitālisms
फ्लोरेंस	florence
सुअर	cūka
सुअर	cūkas
सुअर	cūku
गीली	slapjas
गीली	slapjš
गीली	mitra
खोली	atvērts
खोली	atvērta
दलदल	marsh
कंबोडिया	kambodžas
कंबोडिया	kambodža
रेशमी	zīdaini
गिरिजाघर	baznīca
गिरिजाघर	baznīcas
गिरिजाघर	baznīcā
एफडीए	fda
सिंहली	singāļu
तानाशाही	diktators
तानाशाही	diktatūra
नोवा	nova
अर्नेस्ट	ernests
फोटोग्राफर	fotogrāfs
संस्थापित	dibināta
संस्थापित	dibināts
संस्थापित	uzstādītas
संस्थापित	uzstādīts
संस्थापित	uzstādīta
संस्थापित	uzstādīti
संस्थापित	uzstādīt
क्रेग	kreigs
सिमुलेशन	imitācija
सिमुलेशन	imitācijas
अधिकरण	tribunāls
अधिकरण	tribunal
तीर्थयात्रियों	svētceļnieki
अखरोट	valriekstu
बुकर	booker
विलिस	vilis
डेनिश	dāņu
डेनिश	dānijas
त्रयी	triloģija
जुनून	aizraušanās
औरतों	sievietes
ओरेकल	oracle
दहेज	pūru
क़दम	pēdās
बहादुरी	drosme
एटलस	atlas
एटलस	atlants
एटलस	jomas
एटलस	apgabali
एटलस	teritorijas
एटलस	platības
आर्सेनिक	arsēna
वेलेंटाइन	valentīna
स्लाइड	slaidu
मजा	jautrība
मजा	jautri
मजा	prieki
लुकास	lucas
सेवारत	apkalpo
सेवारत	kalpo
सहस्र	kilogramu
वर्गाकार	kvadrātveida
वर्गाकार	laukumā
वर्गाकार	kvadrātā
वर्गाकार	brusas
उपहास	izsmiekla
सचित्र	ilustratīvs
दर्दनाक	sāpīgas
दर्दनाक	sāpīgs
दर्दनाक	sāpīgi
दर्दनाक	sāpīga
युक्तियाँ	uzgaļi
युक्तियाँ	padomi
युक्तियाँ	ieteikumi
डबलिन	dublinā
डबलिन	dublin
डबलिन	dublinas
प्रस्तुतीकरण	pentagona
प्रस्तुतीकरण	noformējumu
प्रस्तुतीकरण	prezentācija
प्रस्तुतीकरण	prezentācijas
प्रस्तुतीकरण	noformējums
गौ	bosijs
फंक्शन	amats
फंक्शन	funkcija
केले	banāni
रैप	wrap
रैप	rap
वियतनामी	vjetnamas
तेहरान	teherāna
तेहरान	teherānas
कार्मिक	personāls
सॉस	mērce
सॉस	mērcē
सॉस	mērci
बाइट	baitu
बाइट	baiti
मिल्स	dzirnavas
थोडा	kinda
रोजर्स	rodgers
क्यूबेक	kvebekā
चुपके	stealth
वैक्सीन	vakcīna
वैक्सीन	vakcīnas
इलियट	eliots
स्प्रेडशीट	izklājlapas
जिया	dzīvoja
जिया	dzīvojis
पन्द्रह	piecpadsmit
ट्रंक	bagāžnieku
डायल	ripu
अख़बार	laikraksts
अख़बार	avīze
अख़बार	laikraksta
अख़बार	avīzē
रत्नों	dārgakmeņi
रत्नों	dārgakmeņus
मुआवजा	kompensācijas
मुआवजा	kompensācija
आर्मस्ट्रांग	ārmstrongs
खासियत	usp
संघनन	kondensācijas
देशभक्त	patrioti
सतर्क	modri
सतर्क	uzmanīgi
सतर्क	brīdinājums
नुक्सान	bojājums
जगाने	pamodināt
मानसिकता	mentalitāti
मानसिकता	domāšana
मानसिकता	domāšanas
क्लाइव	klaivs
ज़िम्बाब्वे	zimbabve
काहिरा	kairas
पारगमन	tranzīts
पारगमन	tranzīta
अमोनियम	amonija
बलोच	beludžu
संवहन	konvekcijas
आर्सेनल	arsenāls
मज़ाक	joks
मिनोग	minoga
लाश	līķi
लाश	līķis
नाजी	nacistu
विक्टोरियन	viktorijas
कॉम्पैक्ट	kompakts
कीपर	turētājs
गठिया	artrīts
जागृति	atmodas
रॉयटर्स	reuters
विभेद	diskriminācijas
विभेद	diskriminācija
कबूतर	baložu
कबूतर	balodis
क्लिंटन	klintons
डेवलपर	izstrādātājiem
डेवलपर	izstrādātājs
किस्मत	veiksmi
किस्मत	veiksme
मेघ	mākoņi
मेघ	mākoņu
मेघ	mākonis
फी	nodeva
फी	maksa
नाज़िल	atklājās
नाज़िल	atklāja
कूच	marta
कूच	martā
कूच	marts
कॉरपोरेट	korporatīvā
इकबाल	ikbāls
वाष्पीकरण	iztvaikošanas
बूट	zābaku
बूट	zābaki
नाइट्स	naktis
ऐलिस	alise
क्षेत्राधिकार	piekritības
क्षेत्राधिकार	jurisdikcija
मोर्स	morzes
इन्फ्लूएंजा	gripa
इन्फ्लूएंजा	gripai
अंगुली	pirksta
अंगुली	pirksts
अंगुली	pirkstu
औज़ार	instruments
औज़ार	rīks
औज़ार	rīki
औज़ार	instrumenti
औज़ार	darbarīki
औज़ार	molu
औज़ार	mol
औज़ार	ierīces
कम्बोडिया	kambodžas
कम्बोडिया	kambodža
नाली	drenāžas
नाली	gropes
ट्रैक्टर	traktors
ट्रैक्टर	traktora
चालकता	vadītspējas
स्ट्राइकर	uzbrucējs
पलामू	palamu
बीटल्स	beatles
भावनाएं	emo
भावनाएं	noskaņojumu
भावनाएं	jūtām
भावनाएं	sajūtas
भावनाएं	jūtas
नीहारिका	miglājs
उदास	nomākts
उदास	bēdīgs
उदास	skumji
उदास	vad
मेष	aries
संबन्ध	attiecības
संबन्ध	saistība
बट	dibens
ताजिक	tadžikistānas
सुशोभित	rotāja
स्थानापन्न	aizstājējs
योजनाएँ	plānus
योजनाएँ	plāni
समुद्रतट	pludmale
समुद्रतट	pludmales
समुद्रतट	beach
समुद्रतट	pludmales
समुद्रतट	marine
समुद्रतट	jūras
वारेन	vorens
पतंग	klija
इंजीनियर्स	inženieri
अभ्रक	vizlas
लाठी	stienis
लाठी	air
लाठी	nūju
उठाई	izvēlējies
डाकुओं	bandīti
संगति	konsekvenci
संगति	konsekvence
बेलारूस	baltkrievija
पेस	paess
संकरण	hibrīdi
ओमेगा	omega
लीक	noplūdes
लीक	noplūde
इलिनोइस	ilinoisas
अंडाशय	olnīcas
रोकते	kavēt
जिम्मेदारियों	pienākumi
जिम्मेदारियों	atbildība
जिम्मेदारियों	atbildības
मनोबल	noskaņojums
रिहाना	rihanna
मिर्गी	epilepsija
मस्ती	jautrība
मस्ती	jautri
मस्ती	prieki
तितली	tauriņu
ऊँट	kamieļa
घराना	žanrs
सेनानियों	cīnītāji
फ्लोरा	flora
फ्लोरा	floras
आउटडोर	āra
आउटडोर	sportot
माओ	mao
ग्रास	zāle
ग्रास	zāli
शमन	mazināšana
शमन	mazināšanas
बक्से	kārbas
बक्से	kastes
वेट	slapjas
वेट	slapjš
वेट	mitra
हकदार	pienākas
दोषपूर्ण	brāķi
चिकना	gludas
चिकना	gludi
चिकना	netraucētu
चिकना	raiti
चिकना	gluda
रवैया	attieksme
जीर्णोद्धार	atjaunošana
जीर्णोद्धार	atjaunošanu
लिंच	linčs
डिलीवरी	piegāde
डिलीवरी	piegādes
डिलीवरी	piegādes
सुस्पष्ट	skaidri
द्रवित	sašķidrināta
लोमड़ी	fox
लोमड़ी	lapsa
ज्ञापन	memorands
ज्ञापन	memorandu
सुनामी	cunami
स्कीम	shēmu
स्कीम	shēma
रूसो	ruso
ख़लीफ़ा	kalifs
विस्टा	vista
लाउडस्पीकर	skaļruni
विलंब	kavēšanās
विलंब	aizkavēšanās
विलंब	aizture
प्लेटिनम	platīna
कौशी	cauchy
मार्कस	markuss
मार्कस	markus
दन्त	zobu
हिलेरी	hilarija
हिलेरी	hilarija
स्वयंसेवकों	swat
स्वयंसेवकों	brīvprātīgie
हर्बर्ट	herbert
पीटरसन	peterson
जीएसएम	gsm
अपार्टमेंट	dzīvoklis
अपार्टमेंट	dzīvoklī
अपार्टमेंट	dzīvokļu
अपार्टमेंट	dzīvokļi
पुट	gaidot
प्रोटॉन	protonu
प्रदूषित	piesārņoja
प्रदूषित	piesārņots
मो	moe
उल्लेखित	pieminēts
उल्लेखित	minēts
उल्लेखित	pieminēja
उल्लेखित	precizēts
उल्लेखित	norādītā
उल्लेखित	norādīts
बोरिस	boriss
लोकेशन	vieta
लोकेशन	novietojums
ट्रेलर	piekabes
शेख़	sheikh
आउटसोर्सिंग	ārpakalpojumu
तारक	star
तारक	zvaigzne
मुट्ठी	dūri
कब्ज	aizcietējums
व्यवधान	pārtraukt
व्यवधान	pārtraukums
शॉ	šovs
शॉ	šova
पढ़ाने	mācīšana
पढ़ाने	mācību
आयत	dzejā
आयत	taisnstūra
कारीगरों	amatnieku
कारीगरों	amatniekiem
वेबर	weber
सूचनाएं	paziņojumi
सूचनाएं	paziņojumus
रॉसी	rossi
धनु	strēlnieks
अर्थशास्त्रियों	ekonomisti
मनोदशा	noskaņa
मनोदशा	garastāvoklis
मनोदशा	noskaņojums
मनोदशा	garastāvokļa
फिश	zivīm
फिश	zivs
फिश	zivis
वफादार	uzticamais
वफादार	uzticīgs
टंकण	rakstīšanas
पोलो	polo
तैरने	peldēt
जीवाश्मों	fosilijas
मंडेला	mandela
दायरा	diapazons
दायरा	rādiuss
कालका	kalkas
क्लीनर	tīrāku
वनवास	trimdā
बिंब	attēli
बिंब	attēlus
पारद	dzīvsudraba
पारद	dzīvsudrabs
कॉपर	vara
कॉपर	varš
क्लिनिक	klīnikas
क्लिनिक	klīnikā
क्लिनिक	klīnika
फैराडे	faradeja
स्थिरांक	nemainīga
स्थिरांक	konstante
स्थिरांक	nemainīgs
स्थिरांक	konstanti
स्थिरांक	konstantes
प्रस्तुतियों	prezentācijas
जानें	mācies
जानें	mācīties
मरीन	marine
मरीन	jūras
फ्रैंकनस्टाइन	frankenšteina
सेकेण्ड	sekundēs
सेकेण्ड	sekunžu
सेकेण्ड	sekundēm
सेकेण्ड	sekundes
निबन्ध	eseju
डिपो	depo
मोना	mona
सालगिरह	jubileja
सालगिरह	gadadiena
अपनाना	adoptēt
अपनाना	pieņemšana
अपनाना	adopcija
दर्जनों	desmitiem
दर्जनों	dučiem
वॉरेन	vorens
सीआईए	cip
ब्लेयर	blair
विवर्तन	difrakcijas
लंगर	enkura
जोसफ	džozefs
जोसफ	joseph
पूंजीवादी	kapitālistu
पूंजीवादी	kapitālisms
कैच	nozvejas
कैच	noķert
कैच	noķer
कैच	loms
कैच	nozveja
न्यूरॉन्स	neironiem
कैम्पबेल	campbell
चमड़ा	ādas
चमड़ा	āda
अनायास	neapzinātā
अनायास	spontāni
वैनिला	vaniļas
हार्पर	hārpers
संपादकीय	redakcijas
शिपिंग	kuģniecības
शिपिंग	shipping
ब्रश	ota
ब्रश	otas
डैम	sasodīti
डैम	damm
बहुलता	polinoma
रमण	ramana
आयातित	importēts
आयातित	importē
आयातित	importētas
आरोपी	apsūdzēto
आरोपी	apsūdzēti
आरोपी	apsūdzēts
आरोपी	apsūdzēta
आरोपी	apsūdzēja
पेजरैंक	pagerank
मैडम	kundze
डायरेक्ट	tiešā
डायरेक्ट	tiešs
डायरेक्ट	tiešais
डायरेक्ट	direct
डायरेक्ट	tieša
शब्दकोष	vārdnīca
शब्दकोष	vārdnīcu
आंगन	pagalms
आंगन	pagalma
आंगन	pagalmā
आंगन	pagalmu
डिश	trauku
कीटोन	ketonu
संप्रभुता	suverenitāte
इंटरकांटिनेंटल	starpkontinentu
मिलें	satiekas
मिलें	tiekas
मिलें	sanāk
रॉयल्टी	honorāru
वायुमण्डल	gaisotne
वायुमण्डल	atmosfēra
वायुमण्डल	atmosfērā
वायुमण्डल	atmosfēras
वालेस	voless
सीज़र	cēzara
गुयाना	gviānas
रिश्वत	kukuļi
रिश्वत	kukuli
क्लॉक	pulkstenis
क्लॉक	pulksteni
फ़ाइलें	faili
फ़ाइलें	datnes
फ़ाइलें	failus
पब	krogi
पब	krogs
दोगुना	dubulta
दोगुना	dubultā
दोगुना	dubults
दोगुना	dubultošanās
ब्रॉड	plašas
ब्रॉड	plašu
ब्रॉड	plašs
ब्रॉड	plaša
रेखाएं	līnijas
रेखाएं	rindas
स्कोडा	škoda
जिंक	cinks
जिंक	cinka
मीडियाविकि	mediawiki
शराबी	piedzēries
लातीनी	latino
विचारधाराओं	ideoloģijas
ख़तरा	risks
ख़तरा	briesmas
ख़तरा	draudi
चील	ērglis
जुआ	azartspēles
अप्रिय	nepatīkama
अप्रिय	nepatīkams
अप्रिय	uzbrukumā
अप्रिय	ofensīvu
हाफ	pusi
कोस्टा	costa
आदम	adam
सबक	mācība
सबक	nodarbība
एडिसन	edison
भाभा	bhabha
घुमाव	rotācija
तानाशाह	diktators
भूजल	gruntsūdeņu
भूजल	gruntsūdens
लकडी	koksne
लकडी	koks
लकडी	koka
लकडी	kokmateriāli
उपनगरों	piepilsētā
सोमालिया	somālija
सोमालिया	somālijas
सेहत	veselības
सेहत	veselību
सेहत	veselība
कर्मकांड	rituāli
गर्त	dziļvaga
दुर्व्यवहार	ļaunprātīgas
इत्र	smaržas
इत्र	smaržu
इत्र	smaržas
गाती	dzied
त्रि	tri
ड्यूटी	pienākums
ड्यूटी	maksājums
ड्यूटी	maksājuma
ड्यूटी	nodoklis
वहीँ	tur
बहाली	atjaunošana
बहाली	atjaunošanu
खरीदना	iegāde
खरीदना	pirkšana
आलोचनाओं	kritika
आलोचनाओं	kritiku
दलाई	dalai
स्पाइडर	zirneklis
हल्क	halks
नानी	nani
किफायती	ekonomiska
बहनें	māsas
अंदाज़	stils
एकाएक	pēkšņi
हवलदार	hav
जेरार्ड	džerards
इब्राहीम	ibrahim
येन	jenas
पाले	bāli
पाले	gaiši
असंतुष्ट	neapmierināto
असंतुष्ट	neapmierināti
जोवी	džovi
राक्षसों	dēmoni
कोरल	koraļļu
साम	sama
असुविधा	neērtības
जीना	dzīvošana
जीना	dzīvo
जीना	džīnu
जीना	džīna
कामदेव	kupidons
यौवन	pubertātes
लोहान	loena
बटलर	batlers
हंट	medības
दिनचर्या	rutīnas
शेक	spiest
ग्रेग	gregs
वेक्टर	vektora
वेक्टर	vektoru
फीड	barības
फीड	barību
फीड	barībai
फीड	barība
फीड	baro
फीड	barība
बगदाद	bagdāde
बीवी	sievas
बीवी	sieva
मानचित्रण	kartēšanas
सादगी	vienkāršības
गलियारे	sānā
श्यानता	viskozitāte
श्यानता	viskozitāti
यार्ड	pagalms
यार्ड	būvētava
यार्ड	būvētavas
एमा	emma
सतर्कता	modrību
उजाला	tumsu
उजाला	tumsa
संघटक	sastāvdaļu
संघटक	sastāvdaļa
संघटक	sastāvdaļām
संघटक	sastāvdaļas
पैड	spilventiņi
सिरका	etiķis
बोर	garlaicīgi
गेटवे	vārti
रोष	sašutumu
ध्वनियाँ	izklausās
ध्वनियाँ	skaņas
ध्वनियाँ	skan
विनियम	regulēšana
विनियम	regula
विनियम	regulējums
मंशा	nolūki
मंशा	nodomi
मिलाप	kohēzija
मिलाप	kohēzijas
अलविदा	bye
अलविदा	atā
अलविदा	atvadas
अलविदा	ardievu
जलयान	kuģis
पात्रता	atbilstība
पात्रता	piemērotība
जलमार्ग	ūdensceļu
अत्यावश्यक	steidzami
अत्यावश्यक	steidzīgi
अत्यावश्यक	steidzama
प्रतिस्पर्धात्मक	konkurētspējīgs
प्रतिस्पर्धात्मक	konkurētspējīga
लहसुन	ķiploku
लहसुन	ķiploki
रैपर	reperis
आउटलुक	perspektīvas
रिचर्ड्स	richards
बेची	pārdoti
बेची	pārdod
बेची	pārdots
नवीं	devītajā
नवीं	devītais
नवीं	devītā
सहनशीलता	izturības
सहनशीलता	noturība
फर	februāra
फर	feb
फर	kažokādas
फर	kažokādu
स्कॉच	skotu
पंजे	nagus
पंजे	nagi
पंजे	ķepām
शावक	mazuļi
शावक	mazulis
व्हेल	vaļu
चैंबर	kamera
चैंबर	palāta
पुनर्मिलन	atkalapvienošanās
पुनर्मिलन	salidojuma
प्रायश्चित	atonement
लघुगणक	logaritms
लक्षद्वीप	lakšadvīpa
खतना	apgraizīšana
मुहर	zīmogs
मुहर	ronis
मुहर	roņu
अपरिवर्तित	nemainīgs
अप्रभावी	neefektīvi
अप्रभावी	neefektīvas
अप्रभावी	neefektīva
इंटेलिजेंस	izlūkošanas
आंधी	tornado
आंधी	viesuļvētra
आंधी	viesuļvētra
आंधी	negaiss
आंधी	vētra
आंधी	vētras
आंधी	vētru
आंधी	negaiss
कीनिया	kenijas
कीनिया	kenija
कीनिया	kenijā
छायावादी	mistiska
अधिसूचना	paziņošana
अधिसूचना	paziņojumu
अधिसूचना	paziņojums
अधिसूचना	paziņojumi
अधिसूचना	paziņojumus
परवरिश	audzināšanas
कोलोराडो	kolorado
पैरामीटर	parametru
पैरामीटर	parametrs
पैरामीटर	parametri
पैरामीटर	raksturlielums
पैरामीटर	parametri
क्वालिटी	kvalitāte
क्वालिटी	kvalitātes
गे	gejs
गे	geju
बेर	ber
बन्दर	pērtiķiem
मोटापा	aptaukošanās
कीमतें	cenas
गिलास	stikls
गिलास	stikla
गिलास	glāze
गिलास	stikli
वाह	wow
चश्मा	brilles
चश्मा	stikli
चश्मा	glāzes
शिथिलता	mīkstais
एडविन	edvīns
जिनेवा	ženēvā
जिनेवा	ženēvas
बैंकर	baņķieris
बैंकर	baņķieri
बैंकर	banka
वेल	vale
जेलीफ़िश	medūzas
बल्ब	spuldze
बल्ब	spuldzes
बल्ब	lampas
बल्ब	lukturi
बल्ब	lampa
बल्ब	lukturis
अस्वीकृति	noraidījums
अस्वीकृति	noraidīšanu
अस्वीकृति	nosodījums
अस्वीकृति	nosodījumu
यूँ	tādējādi
यूँ	yun
बोलिविया	bolīvija
परिधीय	perifēro
लोलक	svārsta
निम्नतम	mazākais
निम्नतम	zemākā
निम्नतम	zemākais
निम्नतम	zemāko
आसुत	destilētu
नीबू	citronu
अरे	hei
अरे	hey
स्टोरेज	uzglabāšana
स्टोरेज	glabāšana
शीतोष्ण	mērenā
अपस्फीति	deflācija
कोकीन	kokaīnu
कोकीन	kokaīna
कोकीन	kokaīns
कारपोरेशन	korporācija
कारपोरेशन	corporation
मिलेनियम	tūkstošgades
असहाय	bezpalīdzīgi
मुसीबत	nepatikšanas
राल्फ	ralf
राल्फ	ralfs
ख़ुशी	baudu
ख़ुशी	prieks
ख़ुशी	laimi
ख़ुशी	laime
ख़ुशी	laimes
आवधिक	periodiskas
आवधिक	periodiski
आवधिक	periodiska
वेव	viļņu
वेव	vilnis
वेव	viļņa
हनी	medu
हनी	mīļā
हनी	medus
वितरक	izplatītājs
हालिया	nesenā
हालिया	nesen
लाओ	atved
लाओ	lao
क्रूज	kruīza
क्रूज	kruīzu
खाए	ganās
स्विमिंग	peldēties
स्विमिंग	peldēšana
स्विमिंग	peldēšanas
प्रबुद्ध	pozitīvismu
केबिन	kabīnes
केबिन	kabīne
केबिन	salona
पारस	filozofs
जवाबदेही	atbildību
जवाबदेही	atbildība
जेनेवा	ženēvā
जेनेवा	ženēvas
सैंकड़ों	simtu
सैंकड़ों	simtiem
सैंकड़ों	simti
कलेक्शन	savākšanas
कलेक्शन	kolekcijas
कलेक्शन	vākšana
कलेक्शन	savākšana
कलेक्शन	kolekcija
कैनवास	audekls
रोमियो	romeo
हबल	habla
बागवानी	dārzkopības
बागवानी	dārzkopības
कुकी	cepumu
स्काउट	skautu
स्काउट	skauti
जिंदा	dzīvs
जिंदा	dzīva
दाढ़ी	bārdu
दाढ़ी	bārdas
दाढ़ी	bārda
जेब	kabatas
जेब	kabatā
मानवतावाद	humānisma
छतों	jumts
पाण्डुलिपि	manuskriptu
ग्रीनलैंड	grenlandes
ग्रीनलैंड	grenlande
रेमंड	raymond
शेली	šellija
एयरवेज़	airbus
एयरवेज़	airways
असहमत	nepiekrītu
असहमत	nepiekrīt
असहमत	nepiekrist
ट्रेनों	vilcieni
ट्रेनों	vilcienus
साग	zaļo
साग	zaļie
फू	foo
इवेंट	notikums
सादृश्य	analoģiski
सादृश्य	analogi
बोधिसत्व	bodisatva
तत्र	tatra
चकित	pārsteigta
चकित	pārsteigta
चकित	pārsteigts
चकित	pārsteidz
चकित	pārsteigti
चकित	pārsteidza
बिट्स	bitiem
बिट्स	sīkumi
बिट्स	biti
सामंती	feodālajiem
निलंबन	apturēšana
निलंबन	suspensijas
निलंबन	suspensija
तरक्की	veicināšana
तरक्की	popularizēšana
तरक्की	veicināšanas
रफ्तार	ātrums
रफ्तार	ātrumu
रफ्तार	apgriezieni
स्वस्तिक	svastika
द्विपक्षीय	divpusēji
द्विपक्षीय	divpusēja
द्विपक्षीय	divpusējas
द्विपक्षीय	divpusējā
लिन	lin
एमबीए	mba
निष्कर्षण	ieguve
निष्कर्षण	ekstrakcijas
निष्कर्षण	ekstrakcija
निष्कर्षण	iegūšana
उदारीकरण	liberalizācija
खाद्यान्न	labība
बनवाई	celta
बनवाई	būvēts
बनवाई	uzbūvēts
बनवाई	veidots
बनवाई	būvēti
बनवाई	būvēta
हेवीवेट	smagsvara
क्रू	apkalpe
क्रू	apkalpei
क्रू	apkalpes
हॉलैंड	holland
हॉलैंड	holande
अखंडता	integritāti
अखंडता	integritāte
एलियट	eliots
विरूपण	deformē
काटना	bite
काटना	kož
माताओं	mātes
माताओं	mātēm
आदर्शवाद	ideālisma
विश्वासघात	nodevis
विश्वासघात	nodevība
पास्कल	pascal
आरोहण	debesbraukšanas
उर्वरकों	mēslojums
उर्वरकों	mēslošanas
अनाम	anonīmi
अनाम	anonīma
अनाम	anonīmā
अनाम	anonīms
अनाम	untitled
शुभारम्भ	uzsāka
साल्वाडोर	salvador
कार्लिन	karlins
योगदानकर्ता	veicinātājs
बेतार	bezvadu
लेकर्स	lakers
नट	riekstu
गिरफ़्तार	arests
गिरफ़्तार	apcietināšanas
मेडागास्कर	madagaskaras
हंगामा	rakete
नवीनता	inovāciju
नवीनता	jauninājumi
नवीनता	inovācija
नवीनता	inovācijas
यूजीन	eugene
प्रकटीकरण	atklāšana
रचनात्मकता	radošuma
रचनात्मकता	radošums
रचनात्मकता	radošumu
पत्नियों	sievas
मोटापे	aptaukošanās
एकसमान	identiskas
एकसमान	identiska
एकसमान	identisks
एकसमान	identiski
कैप्शन	virsraksts
कैप्शन	aprakstus
कैप्शन	apraksti
कुतुब	kutbs
पसीना	sviedri
मोतियाबिंद	katarakta
मध्याह्न	meridian
सममित	simetrisks
सममित	simetriski
सीपीयू	procesora
सीपीयू	procesors
सीपीयू	cpu
गैसीय	gāzveida
