сараево	sarajeve
бюрото	grémium
бюрото	predsedníctvo
словашки	slovenský
словашки	slovenské
словашки	slovenčina
словашки	slovenskej
словашки	slovenka
словашки	slovenská
тръба	fajka
тръба	potrubie
тръба	rúra
тръба	trubica
тръба	trubice
тръба	rúra
никъде	nikam
никъде	nikde
месото	mäsa
месото	mäso
такси	taxi
такси	taxíkom
такси	taxík
такси	taxi
такси	kabína
такси	taxík
такси	poplatkov
такси	poplatky
такси	honorár
албумите	albumy
албумите	albumov
лош	zlý
лош	zlá
лош	bad
лош	zlé
лош	blbo
докторат	doktorát
разработване	rozvoj
разработване	vývoj
разработване	rozvíjanie
разработване	rozvojových
документа	doklad
документа	dokument
документа	písomnosť
документа	dokumentu
запазено	rezervované
запазено	vyhradené
запазено	vyhradená
запазено	zachované
запазено	konzervované
статуи	sochy
математическа	matematické
математическа	matematický
айнщайн	einstein
коридор	chodba
коридор	chodbe
коридор	chodbu
коридор	chodba
коридор	koridor
лора	laura
лора	lauru
слухове	klebety
слухове	chýry
слухове	povesti
слухове	reci
слухове	zvesti
слухове	fámy
слухове	chýry
слухове	reci
слухове	zvesti
плячка	koristi
плячка	korisť
плячка	korisť
параклиса	kaplnke
пера	perie
пера	peria
противниците	súperov
противниците	oponentov
достатъчна	dostatočný
достатъчна	dostatočná
достатъчна	dostatočné
достатъчна	postačujúce
кореспонденти	korešpondentov
младен	mladen
лоша	zlý
лоша	zlá
лоша	bad
лоша	zlé
лоша	blbo
достъпен	prístupná
достъпен	prístupný
достъпен	prístupné
закрито	vnútri
закрито	vnútorná
закрито	domáca
закрито	vnútorné
зигмунд	sigmund
петрол	benzín
петрол	benzínu
петрол	oleja
петрол	ropa
петрол	olej
петрол	oil
петрол	ropné
петрол	ropa
петрол	ropný
лихтенщайн	lichtenštajnsko
лихтенщайн	lichtenstein
беатрис	beatrice
беатрис	beatriz
суматра	sumatra
оператори	operátori
оператори	prevádzkovateľov
оператори	prevádzkovatelia
форуми	fórach
форуми	fór
форуми	fórum
форуми	fór
форуми	fóra
кадафи	kaddáfí
зареждане	nabiť
зареждане	načítať
зареждане	zaťaženie
зареждане	nabiť
зареждане	poplatok
зареждане	nakladanie
зареждане	zaťaženie
зареждане	nabíjanie
зареждане	nabíjania
харисън	harrison
елзас	alsasko
добавка	doplnenie
добавка	pridávanie
добавка	pridanie
добавка	dodatok
добавка	doplnok
добавка	doplniť
добавка	príplatok
добавка	doplnok
добавка	doplnku
добавка	prísada
рап	rap
интервал	interval
лингвистика	lingvistika
обсъжда	rozoberá
обсъжда	diskutuje
моделите	vzory
моделите	modely
моделите	modelky
моделите	modelov
панорама	panorama
хрушчов	chruščov
сервилий	servilius
деян	dejan
лидия	lidia
лидия	lydia
антонин	antonin
възможен	možná
възможен	možné
възможен	možný
възможен	mozne
пелопонес	peloponéze
раул	raoul
раул	raul
миграция	migráciu
миграция	migrácie
миграция	prechod
миграция	migrácia
митове	mýty
мюзикъл	hudobný
мюзикъл	muzikál
мюзикъл	hudobná
мюзикъл	hudobné
мюзикъл	musical
работилница	workshopy
работилница	workshop
работилница	seminár
галактика	galaxie
галактика	galaxii
галактика	galaxy
галактика	galaxia
кавалерия	kavaléria
клиент	zákazníka
клиент	zákazník
клиент	zákazníkovi
клиент	odberateľ
клиент	klienta
клиент	klient
завой	otočiť
завой	ohnúť
речи	vystúpenia
речи	prejavy
речи	prejavov
емили	emilie
емили	emily
светкавица	blesk
светкавица	flash
светкавица	záblesk
светкавица	blesky
светкавица	blesk
мазнини	tuky
мазнини	tukov
мазнини	tučné
мазнини	tuku
мазнини	tuk
мазнини	tuky
мазнини	fat
самоубийство	samovražda
самоубийство	samovraždu
завършила	absolvoval
достигане	dosah
достигане	reach
достигане	dosiahnuť
достигане	dosiahnutí
достигане	dosiahnutia
достигане	dosahovanie
достигане	dosiahnutie
крайни	extrémne
крайни	extrémny
крайни	extrémna
смесена	zmiešaný
смесена	zmiešaná
смесена	zmiešané
проектиран	projektované
проектиран	navrhnuté
проектиран	konštruované
проектиран	navrhnutá
проектиран	navrhnutý
соломон	solomon
екрана	obrazovka
екрана	obrazovky
екрана	screen
екрана	obrazovku
джеси	jessie
джеси	jesse
гласни	samohlásky
съчетава	kombinuje
преобразува	konvertuje
преобразува	premieňa
преобразува	prevádza
глазгоу	glasgow
растат	rásť
растат	rastú
растат	pestovať
съкровище	srdiečko
съкровище	poklad
астероид	asteroid
кейн	cain
кейн	kane
кейн	trstiny
кейн	palica
кейн	paličku
кейн	palicu
кейн	caine
унищожена	zničený
унищожена	zničili
унищожена	zničené
унищожена	zničení
унищожена	zničená
положително	pozitívnych
положително	pozitívne
положително	pozitívna
положително	kladná
положително	pozitívny
положително	kladne
заплата	mzda
заплата	plat
моравия	morave
страбон	strabón
антропология	antropológia
американци	američania
американци	američanov
ренесанса	renesancie
подиум	dlažbu
богатството	bohatstvo
кръгли	okrúhle
кръгли	kolo
кръгли	okrúhly
кръгли	kola
лена	lena
етажа	poschodia
етажа	podlahy
етажа	podlaha
фасада	fasáda
ограничаване	obmedzenie
ограничаване	obmedzovanie
ограничаване	obmedzenie
ограничаване	obmedzujúce
ограничаване	obmedzenie
ограничаване	limit
ограничаване	obmedziť
конник	jazdec
конник	jazdec
доза	dávkovania
доза	dávkovanie
доза	dávku
доза	dávky
доза	dávka
доза	dávke
хендрикс	hendricks
хендрикс	hendrix
измервания	merania
измервания	meraní
измервания	meranie
измервания	oceňovanie
измервания	meranie
емблема	znak
пиеро	pierrot
пиеро	piero
петра	petra
желев	želev
мускул	svaly
мускул	sval
мускул	svalov
мускул	svalstvo
тбилиси	tbilisi
разкрити	nekryté
разкрити	odhalila
разкрити	ukázalo
разкрити	odhalená
разкрити	zjavené
разкрити	odhalené
колонията	kolónie
колонията	kolóniu
колонията	kolónia
колонията	kolónii
сиви	gray
сиви	sivé
сиви	sivá
сиви	sivý
сиви	šedá
сиви	šedá
сиви	sivý
сиви	grey
сиви	šedé
сиви	sivá
сиви	sivé
полезна	užitočný
полезна	užitočné
полезна	užitočná
полезна	užitočný
полезна	užitočné
полезна	užitočná
показани	zobrazený
показани	zobrazená
показани	zobrazené
крайници	končatiny
крайници	končatín
крайници	končatiny
крайници	končatín
размножаване	rozmnožovanie
размножаване	chov
размножаване	chovné
размножаване	rozmnožovanie
размножаване	reprodukciu
размножаване	reprodukcia
размножаване	reprodukčné
статуята	sochu
статуята	socha
териториално	územná
териториално	územné
териториално	územnej
териториално	územný
верни	lojálny
верни	verný
верни	verná
верни	verní
верни	pravda
верни	true
верни	pravdivé
верни	verný
верни	verná
верни	verní
алпите	alpy
алпите	alpách
демо	demo
измества	vytláčajú
архиви	záznamy
архиви	záznamov
архиви	platne
архиви	records
архиви	archívov
архиви	archívy
архиви	archív
архиви	archíve
архиви	archívu
архиви	archív
документите	dokumenty
документите	doklady
документите	dokumentov
документите	písomnosti
вечеря	večera
вечеря	večere
вечеря	večera
вечеря	večeru
померания	pomoransko
накратко	krátko
накратко	stručne
унищожаването	ničia
унищожаването	ničí
анализи	analýz
анализи	analýzy
анализи	rozbor
анализи	analýza
анализи	analýzy
анализи	analýzu
анализи	prehľady
анализи	postrehy
анализи	štatistiky
кожани	kozani
съдържаща	obsahujúce
съдържаща	obsahujúca
съдържаща	obsahujúci
бедствия	pohromy
бедствия	katastrofy
бедствия	katastrof
бедствия	pohroma
бедствия	katastrofa
производни	derivátmi
производни	derivátov
производни	deriváty
влажни	vlhké
влажни	vlhký
влажни	vlhké
подводница	ponorku
подводница	ponorka
подводница	sub
перо	pierko
перо	perie
перо	peria
арктика	arktídy
арктика	arktíde
въведение	zavedenie
въведение	úvod
въведение	úvodnú
въведение	intro
въведение	úvod
известия	upozornenia
известия	oznámenia
бара	bara
важност	dôležitosť
важност	význam
торпедо	torpédo
удря	zasiahne
удря	hity
конан	conan
шрифт	písmo
шрифт	font
бюст	štiepenia
бюст	poprsie
пустиня	púšte
пустиня	púšť
пустиня	púšti
новгород	novgorod
локомотиви	lokomotívy
намален	znížená
намален	znížené
намален	znížený
намален	znížená
намален	znížené
намален	znížený
зърна	obilie
зърна	zrná
зърна	zrno
зърна	zrna
зърна	bradavky
зърна	zrná
сенат	senátu
сенат	senát
съображения	hľadiská
съображения	úvahy
съображения	odôvodnenia
тепе	tepe
утре	zajtrajšok
утре	zajtra
авторитет	autorita
авторитет	právomoc
авторитет	orgán
авторитет	úrad
японско	japonské
японско	japonská
японско	japonci
японско	japonsky
японско	japonský
полуфинала	semifinále
преки	priame
преки	priama
преки	priamo
преки	priamy
преки	direct
шведска	švédske
шведска	švédska
шведска	švédsky
цин	qing
тотнъм	tottenham
гробници	krypty
гробници	hrobky
атланта	atlanty
атланта	atlante
елит	elita
елит	elity
елит	elite
елит	elity
елит	elít
бомбардировач	bombardér
рита	rita
директорите	riaditeľov
директорите	riaditelia
рон	ron
стратегическо	strategické
стратегическо	strategický
стратегическо	strategická
темите	motívy
темите	témy
темите	tém
темите	témy
паскал	pascal
трио	trio
указания	pokyny
указания	inštrukcie
указания	návod
трагедията	tragédia
трагедията	tragédie
бунтовниците	rebel
малцинства	menšín
малцинства	menšiny
фред	fred
основания	dôvody
готово	hotová
готово	urobené
готово	hotové
готово	hotovo
готово	vykonané
готово	urobil
грозни	škaredý
грозни	škaredé
грозни	škaredá
железни	železný
железни	železo
железни	železné
железни	iron
железни	železa
близнаци	dvojča
близнаци	gemini
близнаци	dvojčatá
близнаци	dvojičky
бомбардировачи	bombardéry
совалка	raketoplán
тигър	tiger
тигър	tigra
видя	pozri
видя	vidíš
видя	vidieť
имигранти	migranti
имигранти	migrantov
имигранти	prisťahovalcom
имигранти	prisťahovalcov
имигранти	prisťahovalci
имигранти	imigrantov
имигранти	prisťahovalcov
вкъщи	doma
вкъщи	domov
вкъщи	domáca
вкъщи	domáce
нарушаване	deformácia
нарушаване	narušenie
обсерватория	observatórium
грама	gramov
азаренка	azarenka
виолета	violetta
виолета	fialová
виолета	fialové
виолета	violet
метел	metellus
механик	mechanika
механик	mechanik
младост	mládež
младост	mladosť
младост	mládeže
младост	mladosti
поддръжници	priaznivcov
познато	známe
изолация	izolácia
изолация	izolácie
изолация	izoláciu
изолация	izolácia
изолация	izoláciu
изолация	izolácie
гробища	cintoríny
гробища	cintorín
унищожи	zničiť
унищожи	zničí
унищожи	ničiť
успее	uspieť
съвместни	kĺb
съвместни	joint
съвместни	spoločné
съвместни	spoločná
съвместни	spoločný
момичетата	dievčatá
заплашва	hrozí
заплашва	ohrozuje
заплашва	ohrozujúce
заплашва	vyhráža
придвижване	presun
придвижване	premiestňovanie
придвижване	pohyb
придвижване	hnutie
далас	dallas
съставна	zložený
съставна	kompozitné
съставна	zložená
съставна	zložené
съставна	súhrnnej
съставна	súhrnný
мода	couture
мода	módne
мода	fashion
мода	móda
мода	módna
мода	módy
пие	pije
пие	pitie
пие	piť
пие	pijú
пие	nápoje
пие	pije
пие	pitie
пие	nápojov
верде	verde
управляващ	spravovanie
преминал	prešiel
преминал	prešli
преминал	prešlo
смях	smeje
смях	smiech
смях	smiechu
смях	smiech
смях	smeje
смях	smiech
компилация	zostavenie
компилация	zostavovanie
оттегляне	odobrať
оттегляне	odobratie
оттегляне	zrušenie
оттегляне	stiahnutie
оттегляне	odstúpenie
оттегляне	odňatie
клане	masaker
клане	masaker
клане	masaker
клане	zabitie
клане	zabíjanie
клане	porážka
симпсън	simpsonovcov
симпсън	simpson
образователна	vzdelávacie
качва	nahraté
качва	nahrávania
детектив	detektív
детектив	detektíva
детектив	detektívka
албанско	albánsky
албанско	albánska
приключенията	dobrodružstvá
редове	riadkov
редове	riadky
редове	radov
редове	čiary
редове	riadkov
редове	linky
редове	riadky
редове	trate
предимства	prínosy
предимства	výhody
предимства	dávky
предимства	prospieva
предимства	prínos
предимства	výhody
римляни	rimania
некропол	necropolis
еоод	ltd
формати	formátov
формати	formáty
отворено	open
отворено	otvorené
отворено	otvorená
отворено	otvoriť
квалификации	hodnotenia
квалификации	kvalifikáciu
квалификации	kvalifikácie
квалификации	kvalifikácií
квалификации	kvalifikácia
квалификации	kvalifikácie
квалификации	kvalifikácia
печалба	profit
печалба	zisku
печалба	zisk
печалба	zisky
одобрение	schvaľovanie
одобрение	schválenie
одобрение	schválenia
одобрение	súhlas
демокрацията	demokraciu
демокрацията	demokracia
фиат	fiat
блейк	blake
еврейско	židovské
еврейско	židia
еврейско	žid
еврейско	židovský
русо	russo
русо	rousseau
памук	bavlnu
памук	bavlny
памук	bavlna
памук	bavlnené
ахил	achilles
ахил	achille
четвъртък	štvrtok
романтични	romantický
романтични	romantické
романтични	romantická
романтични	romantik
романтични	romantika
батальона	prápor
алгоритъм	algoritmus
алгоритъм	algoritmu
партньорство	partnerstva
партньорство	partnerstvo
партньорство	partnerstvá
партньорство	partnerstvo
дин	din
стрийт	ulici
стрийт	ulicu
стрийт	street
стрийт	ulica
пето	piaty
пето	piata
пето	piate
геология	geológia
наема	prenájom
наема	prenajať
наема	nájom
наема	nájomné
албена	albena
конфедерация	konfederáciou
конфедерация	konfederácia
конфедерация	konfederácie
микеланджело	michelangelo
бахамски	bahamských
юнг	jung
юнг	yung
инвазия	invázia
инвазия	inváziu
местообитания	biotopov
местообитания	biotopy
местообитания	biotopu
местообитания	biotopov
местообитания	biotopy
строител	staviteľ
глина	hlina
глина	hliny
глина	clay
плътно	pevne
чисти	čistá
чисти	čistý
чисти	vyčistiť
чисти	čisté
климатични	klimatických
климатични	klimatické
облаци	oblaky
облаци	oblakov
облаци	oblakoch
облаци	mraky
облаци	oblak
облаци	mrak
облаци	cloud
олтар	oltár
олтар	oltári
олтар	svätyne
биг	velke
биг	velka
биг	veľký
биг	big
биг	veľké
биг	veľká
бригадата	brigáda
бригадата	brigády
седма	siedmych
седма	seven
седма	siedmich
седма	sedem
седма	siedma
седма	siedmy
седма	siedmej
седма	siedmeho
седма	siedme
козината	kožušiny
козината	kožušín
козината	kožuch
козината	srsť
вале	valle
вале	jack
вале	jacka
вале	vale
вале	komorník
свещена	posvätný
свещена	posvätné
смъртни	smrteľný
смъртни	smrteľníkov
арменци	arménov
арменци	arménskej
арменци	arménska
предложен	odporúčané
предложен	navrhovaní
предложен	navrhol
предложен	navrhnuté
предложен	navrhované
предложен	ponúkané
предложен	ponúknutá
предложен	ponúknuté
предложен	ponúkol
предложен	navrhovaná
предложен	navrhnutý
предложен	navrhované
предложен	navrhnuté
предложен	navrhovaných
предложен	navrhovaný
джън	zheng
лил	lil
лил	lille
торпеда	torpéda
казимир	casimir
вилхелмина	wilhelmina
панаир	karneval
панаир	spravodlivý
панаир	fér
панаир	spravodlivé
панаир	veľtrh
психиатър	zmenšiť
психиатър	psychiatra
психиатър	psychiater
мембрана	membrány
мембрана	membránu
конете	koňom
конете	kone
конете	koní
травма	úraz
травма	ujmy
травма	zranenie
травма	poškodenie
травма	poranenie
травма	ujma
травма	traumu
травма	úraz
травма	trauma
последствия	dôsledok
последствия	následok
последствия	následky
последствия	dôsledky
намерението	zámer
намерението	úmysel
сабин	sabine
университетите	univerzity
университетите	univerzít
смъртност	úmrtnosť
смъртност	úmrtnosti
смъртност	mortalita
ленти	pásoch
ленти	pásy
ленти	pásiky
ленти	kazety
ленти	pásky
ленти	pásy
ленти	strip
псевдоними	prezývky
сервий	servius
рамки	rámce
рамки	rámy
вратите	dvere
вратите	dverí
кабо	cape
кабо	mys
кабо	plášť
кабо	cabo
регулиране	predpis
регулиране	regulácia
регулиране	nariadenia
регулиране	regulácie
регулиране	nariadenie
регулиране	úprava
регулиране	nastavenie
регулиране	prispôsobenie
регулиране	regulovať
скъпи	drahá
скъпи	milí
скъпи	milá
есе	esej
потомък	potomok
кавала	kavala
процесор	procesor
процесор	cpu
процесор	procesor
трудни	ťažké
трудни	náročné
трудни	zložité
трудни	ťažko
справедливост	spravodlivosť
справедливост	justice
справедливост	spravodlivosti
вар	var
вар	vápna
доставка	doručenie
доставка	rozvoz
доставка	dodanie
доставка	doručovanie
доставка	preprava
доставка	poštovné
доставка	shipping
доставка	zásobovanie
бенд	ohnúť
влага	vlhkosť
влага	vlhkosti
влага	vlhkosť
странно	čudný
странно	zvláštne
странно	divné
странно	čudné
странно	divný
странно	zvláštne
странно	podivné
странно	čudné
странно	zvláštny
странно	čudný
странно	zvláštne
странно	zvláštny
странно	zvláštna
уста	huba
уста	papule
уста	ústa
фил	phil
хага	haagu
оцветяване	farbenie
оцветяване	sfarbenie
оцветяване	farbenie
оцветяване	farbivo
оцветяване	farbenie
оцветяване	sfarbenie
оцветяване	farbivo
кит	veľryba
кит	veľryby
кит	kitt
кит	súpravu
кит	súprava
кит	kit
беневенто	benevento
форест	forrest
форест	lesný
форест	les
форест	forest
форест	lesná
форест	lesné
футуна	futuna
клиника	klinika
клиника	kliniky
клиника	klinike
учебник	učebnicu
учебник	učebnice
пиза	pise
бин	bin
бин	kôš
жълта	žlté
жълта	žltý
жълта	žltá
унищожен	zničený
унищожен	zničili
унищожен	zničené
унищожен	zničení
унищожен	zničená
тито	tito
готовност	pripravenosť
готовност	ochota
готовност	ochoty
готовност	ochotu
мил	mlyn
мил	mill
инструктор	inštruktor
инструктор	inštruktora
таланти	talenty
таланти	talent
таланти	nadanie
таланти	talenty
таланти	talent
таланти	nadanie
дюселдорф	düsseldorf
обичай	vlastný
обичай	vlastná
обичай	vlastné
констанций	constantius
сива	gray
сива	sivé
сива	sivá
сива	sivý
сива	šedá
сива	šedá
сива	sivý
сива	grey
сива	šedé
сива	sivá
сива	sivé
изкопаеми	fosílnych
изкопаеми	fosílne
изчислява	vypočíta
изчислява	počíta
изчислява	vypočítava
отзиви	recenzie
отзиви	preskúmania
отзиви	prehľady
отзиви	recenzia
отзиви	hodnotenia
рожден	narodeniny
роджърс	rodgers
роджърс	rogers
скрити	ukryté
скрити	skrytý
скрити	skrytá
скрити	skryté
съхраняване	uskladnenie
съхраняване	ukladanie
съхраняване	uchovávanie
съхраняване	skladovanie
модула	lander
телескоп	teleskop
телескоп	ďalekohľad
назначение	priradenie
назначение	pridelenie
отговорни	zodpovedný
отговорни	zodpovedné
отговорни	zodpovedných
отговорни	zodpovedná
осетия	osetska
ангели	anjeli
ангели	anjelov
ангели	angels
ангели	anjelom
толкин	tolkien
насекомо	hmyzu
насекомо	hmyz
адреси	adresy
адреси	url
благородници	šľachtici
рамо	plece
рамо	rameno
рамо	ramena
фабрики	továrne
малц	sladu
билборд	billboard
нюкасъл	newcastle
европейците	európanom
европейците	európanov
европейците	európania
изненадващо	prekvapujúco
изненадващо	prekvapivo
изненадващо	prekvapujúce
изненадващо	prekvapivé
доставя	dodá
доставя	dodáva
доставя	dodávajú
доставя	doručiť
янина	janina
сбор	súčet
сбор	suma
приск	priscus
иконостас	ikonostas
газа	gaze
мек	jemné
мек	mäkká
мек	mäkké
мек	mäkký
модернизация	modernizácie
модернизация	vylepšenie
модернизация	modernizácia
модернизация	modernizácie
модернизация	modernizáciu
модернизация	modernizácia
избрано	zvolené
избрано	vybratý
избрано	zvolená
избрано	vybraný
избрано	vybraté
избрано	zvolený
избрано	vybrané
избрано	vybratý
избрано	zvolená
избрано	vybraná
избрано	vybraný
избрано	vybraté
отрасли	odvetvia
отрасли	sektorov
отрасли	odvetvia
отрасли	sektory
чувствата	pocity
чувствата	city
чувствата	citov
упадък	pokles
упадък	odmietnuť
упадък	zamietnuť
упадък	dekadencia
неутрална	neutrálny
неутрална	neutrálna
неутрална	neutrálne
родригес	rodriguez
родригес	rodrigues
родригес	rodríguez
дъщерите	dcér
дъщерите	dcéry
слалом	slalom
лозя	vinice
лозя	vinohrad
лозя	vinohradov
лозя	vinohrady
лозя	vinice
лозя	viniča
поли	polly
поли	paulie
поли	paula
поли	sukne
поли	poli
поли	poly
гнездо	hniezdo
гнездо	hniezda
николо	niccolo
провери	skontrolujte
провери	kontrola
провери	skontrolovať
лиза	lisa
лиза	lisu
лиза	liza
чужда	cudzích
чужда	cudzie
чужда	zahraničný
чужда	zahraničné
чужда	cudzí
чужда	zahraničnej
тестване	skúšky
тестване	testovanie
тестване	skúška
тестване	skúšanie
авиацията	letecká
авиацията	letectvo
мичъл	mitchell
виното	vínko
виното	víno
виното	vína
виното	vino
точна	presná
точна	presný
точна	presné
съществувал	existovali
съществувал	existovala
съществувал	existoval
съществувал	existovalo
вулкани	sopky
чешката	česká
чешката	české
чешката	czech
чешката	český
чешката	českého
психолози	psychológovia
линейни	lineárne
линейни	lineárna
линейни	lineárny
албин	albín
временен	dočasné
временен	dočasný
временен	dočasne
временен	dočasná
временен	teplota
брабам	brabham
отон	autant
аргос	argos
графичен	grafické
графичен	grafický
графичен	grafické
графичен	grafický
графичен	grafiku
графичен	grafické
графичен	grafika
водачите	vodiči
водачите	ovládače
водачите	vodičom
водачите	vodičov
ядрено	jadrová
ядрено	jadrové
ядрено	jadrovej
ядрено	jadrový
вариации	varianty
вариации	variácie
вариации	odchýlky
полу	semi
верди	verdi
нба	nba
разход	nákladov
разход	náklady
разход	výdavok
разход	výdavky
разход	výdavok
атома	atom
преместена	presunuté
преместена	premiestnila
клипове	svorky
клипове	klipy
клипове	videá
гъсто	husto
искра	iskru
искра	iskra
недостиг	nedostatok
недостиг	nedostatok
недостиг	nedostatku
недостиг	nedostatok
вер	vere
земетресението	zemetrasenie
земетресението	zemetrasenia
алба	alba
логически	logické
логически	logický
логически	logická
логически	logika
логически	logiky
логически	logiku
логически	logické
пионер	pionier
лео	lea
лео	lev
лео	leo
заем	úver
заем	pôžička
никопол	nikopol
хенриета	henrietta
цру	cia
цру	cia
мартинес	martinez
изключва	nezahŕňa
изключва	vylučujú
изключва	vylučuje
мой	môj
мой	baňa
мой	moja
мой	moje
извънредно	nadčas
извънредно	extrémne
извънредно	krajne
извънредно	mimoriadne
наблюдавани	pozorovali
наблюдавани	pozorovaný
наблюдавани	zistená
наблюдавани	pozorovaná
наблюдавани	pozorované
наблюдавани	sledovaní
наблюдавани	pozerali
наблюдавани	sledované
наблюдавани	sledoval
наблюдавани	pozeral
наблюдавани	monitorované
наблюдавани	sledované
решетка	mreže
решетка	mriežky
решетка	mriežky
решетка	sieť
пабло	pablo
читатели	čitateľov
читатели	čitatelia
корупция	korupcia
корупция	korupcie
корупция	korupciu
социалисти	socialisti
социалисти	socialistov
намюр	namur
