rousseau	rousseau
céréales	žitarice
céréales	žitarica
céréales	žitarice
céréales	pahuljice
pts	ptsp
confirmer	potvrđuje
confirmer	potvrđujem
confirmer	potvrdi
diminuer	smanji
coréenne	korejski
coréenne	koreja
coréenne	koreji
coréenne	koreju
obstacles	barijere
obstacles	zapreke
obstacles	prepreka
obstacles	zapreke
obstacles	prepreke
délégués	delegati
délégués	delegat
rabat	flap
cherbourg	cherbourg
habsbourg	habsburg
conclu	zaključio
équipés	opremljen
équipés	opremljeni
équipés	opremljena
sociologue	sociolog
voté	glasao
voté	glasali
voté	glasovao
chalon	chalona
anatomie	anatomije
anatomie	anatomiju
voltaire	voltaire
rogers	rogers
occurrence	pojava
rubrique	smjer
pcf	pcf
santo	santo
vérification	revizija
vérification	revizije
renouvellement	obnovi
renouvellement	obnavljanje
renouvellement	obnova
renouvellement	obnovu
plumes	pera
plumes	pero
plumes	perje
plumes	pernati
plumes	pera
plumes	perje
entrepreneur	poduzetnik
entrepreneur	poduzetnika
entrepreneur	izvođač
martín	martine
martín	martina
martín	martin
municipaux	općinske
généalogie	genealogija
oricon	oricon
jung	jung
jamie	jamie
psychanalyse	psihoanalizu
manœuvre	manevar
manœuvre	manevarski
manœuvre	manevar
manœuvre	manevarski
pompiers	vatrogasci
vagues	valove
vagues	valovi
népal	nepalu
cérémonies	ceremonije
martyr	mučenik
martyr	mučeništvo
assassin	atentator
assassin	ubojica
assassin	ubica
conversation	razgovor
bactéries	bakterija
bactéries	bakterije
véronique	veronica
véronique	veronika
biographies	biografije
biographies	bios
chuck	chuck
discographie	diskografija
faillite	bankrotirao
faillite	bankrot
faillite	bankrota
kyoto	kyoto
invisible	nevidljiv
invisible	nevidljivo
invisible	nevidljivi
invisible	nevidljiva
invisible	nevidljivo
cambodge	kambodži
réacteur	reaktor
attribués	pripisao
dossiers	mape
dossiers	datoteke
panthéon	panteonu
légumes	povrće
légumes	biljka
légumes	povrće
légumes	povrća
niger	niger
prose	proze
vain	uzalud
caserne	baraka
caserne	barake
anthropologie	antropologiju
anthropologie	antropološke
mexicaine	meksička
mexicaine	meksički
mexicaine	meksikanac
dupuis	dupuis
weber	weber
cédric	cedric
cédric	cédric
intervalle	interval
quarantaine	karantena
concurrents	natjecatelji
concurrents	natjecatelji
concurrents	natjecatelja
concurrents	konkurent
concurrents	natjecatelj
symptômes	simptomi
symptômes	simptome
estimations	procjena
estimations	procjena
estimations	procjene
jackie	jackie
dissous	raspušten
dissous	raspuštene
réplique	odgovor
réplique	odgovori
réplique	replika
mètre	metar
mètre	metar
staline	staljin
ban	zabrani
ban	ban
ban	zabrana
azerbaïdjan	azerbejdžan
arcs	lukovi
arcs	lukove
arcs	arcs
tgv	tgv
walsh	walsh
anecdote	anegdota
directeurs	direktori
directeurs	menadžeri
canard	patak
canard	patka
canard	duck
protégés	zaštićeno
protégés	zaštićena
protégés	zaštićen
protégés	zaštićeni
gazon	travnjaka
gazon	travnjak
gazon	travnjaku
gazon	trava
gazon	travu
gazon	travi
gazon	trave
monstres	čudovišta
monstres	nakaze
bits	komadiće
bits	komadići
chirac	chirac
panorama	panorama
icône	ikona
progressif	postupno
progressif	postepeno
progressif	napredna
garnier	garnier
osaka	osaki
oreilles	oreille
oreilles	uho
oreilles	uhu
oreilles	uha
oreilles	uši
oreilles	usi
patrouille	patrola
patrouille	patrole
patrouille	ophodnja
jadis	jednom
zagreb	zagreb
creek	creek
méditerranéen	mediterana
méditerranéen	mediteranske
vaud	vaud
fusée	baklja
fusée	raketa
prieur	nadstojnik
grès	pješčenjak
notation	rejting
notation	ocjena
notation	notacija
prairies	livada
prairies	meadow
prairies	prerijski
prairies	livade
prairies	prerije
bennett	bennett
rendement	izvedba
rendement	izvođenje
rendement	nastup
rendement	učinkovitosti
rendement	učinkovitost
rendement	efikasnost
requêtes	zahtjeve
requêtes	zahtjeva
requêtes	zahtjevi
reynolds	reynoldsa
reynolds	reynolds
canvas	platno
brad	brad
jolie	lepa
jolie	lijepa
jolie	zgodna
jolie	lepo
jolie	lijepo
jolie	lijep
bénéfice	profit
bénéfice	zarade
bénéfice	zarada
bénéfice	korist
notions	pojmovi
notions	koncepti
levée	dizanje
grandi	grandi
colmar	colmar
bassins	barama
bassins	bare
exhaustive	iscrpnim
téléspectateurs	gledatelji
téléspectateurs	gledatelje
téléspectateurs	gledatelja
téléspectateurs	gledateljima
leroy	leroy
amélie	amalia
amélie	amelia
amélie	amelie
amélie	amelie
évangile	evanđelja
évangile	evanđelje
tapis	tepih
tapis	tepih
tapis	tepiha
solides	čvrsta
solides	solidan
solides	čvrsto
marius	marius
coach	trener
coach	treneru
entiers	cijeli
entiers	cijela
entiers	cijele
pratiquer	vježba
pratiquer	trening
pratiquer	praksa
pratiquer	vježbanje
pratiquer	vježbati
cahier	bilježnica
cahier	notes
cahier	bilježnicu
spécifiquement	konkretno
rédiger	pišite
rédiger	napiši
rédiger	piši
rédiger	napišite
permanence	trajnost
hélicoptère	helikopter
hélicoptère	helikoptera
hélicoptère	helikoptera
hélicoptère	helikopteri
hélicoptère	helikoptere
déplacé	raseljeni
déplacé	preselio
attribuer	atribut
attribuer	dodijeli
attribuer	dodijeliti
saxophone	sax
saxophone	saksofon
saxophone	saksofon
willy	willy
willy	vili
avènement	advent
marron	brown
marron	smeđa
marron	smeđi
marron	smeđe
josh	josh
essaye	probaj
essaye	pokušaj
essaye	pokušajte
bombes	bomba
bombes	bombe
territorial	teritorijalni
crédits	krediti
crédits	kredite
crédits	krediti
crédits	kredite
battue	pretučen
heavy	teška
heavy	težak
heavy	teški
avocats	odvjetnici
avocats	odvjetnici
cia	cia
cia	cia
cia	cla
utc	utc
exécuter	izvrši
exécuter	pogubiti
illustrer	ilustriraju
constamment	konstantno
constamment	stalno
constamment	neprestano
porta	porta
prolongation	produžetak
prolongation	proširenje
champignons	gljive
champignons	gljivica
champignons	gljivice
champignons	gljivice
champignons	gljive
champignons	gljiva
attractions	atrakcija
eduardo	eduardo
coton	pamuk
coton	cotton
artois	artois
insertion	ubaci
insertion	ubacivanje
extinction	istrebljenje
extinction	izumiranja
extinction	istrebljenja
trous	rupe
trous	rupice
implication	implikacija
implication	umiješanost
consécutive	uzastopnih
tyler	tyler
façades	fasade
façades	fasada
portion	porcija
portion	služiti
portion	služenje
grains	žita
grains	žito
grains	zrno
grains	zrna
grains	žitarice
grains	zrnca
