den	را
industri	صنایع
drag	حرکت
drag	کشیدن
drag	حرکات
absolut	مطلقا
absolut	مطلق
iowa	آیووا
trädde	واردشده
torn	برجهای
torn	برجها
torn	برج
torn	تاور
torn	برج
torn	رُخ
dance	dance
dance	رقص
förare	رانندگان
förare	راننده
förare	گرداننده
toro	toro
fruhstorfer	fruhstorfer
metoder	روشهای
raymond	ریموند
benin	بنین
borgmästare	شهردار
eugen	اویگن
tim	تیم
tim	tim
folkmängd	جمعیت
folkmängd	جمعیتی
prinsessan	پرنسس
prinsessan	شاهدخت
cooper	کوپر
botswana	بوتسوانا
stannade	ایستاد
stannade	ماند
stannade	درنگ
donald	دونالد
nederländska	هلندی
nederländska	داچ
nederländska	هلند
canyon	کانیون
libris	authorities
stan	استن
redigera	ویرایش
redigera	تدوین
redigera	ویرایش
intervju	مصاحبه
bahamas	باهاما
lindgren	لیندگرن
förlust	خسارات
förlust	ضرر
säte	صندلی
vald	برگزیده
vald	برگزیده
andre	آندره
avtal	قراردادهای
avtal	قراردادها
avtal	توافقنامه
avtal	موافقتنامه
avtal	قرارداد
avtal	توافق
avtal	توافقنامه
avtal	توافقات
spencer	اسپنسر
handel	بازرگانی
handel	تجارت
handel	تجارت
handel	تجارت
gatan	استریت
gatan	خیابانی
gatan	خیابان
gatan	خیابون
idéer	ایده
musikaliska	موزیکال
jon	jon
profil	profile
profil	نمایه
profil	پروفایل
anhängare	پیروان
anhängare	حامیان
anhängare	یاور
higgins	هیگینز
thailand	تایلند
förbi	past
förbi	گذشته
medborgare	شهروندان
medborgare	اتباع
medborgare	همشهری
medborgare	شهروند
medborgare	شهروندی
junior	جونیور
jazz	جاز
polsk	لهستانی
pakistan	پاکستان
konsensus	اجماع
page	صفحۀ
page	صفحه
styrkor	نیروهای
styrkor	نیروهایی
brand	آتشسوزی
brand	آتش
brand	آتیش
brand	براند
brand	برند
book	کتاب
book	book
book	کتابی
behandlar	درمان
tidningar	کاغذها
tidningar	اسناد
tidningar	کاغذ
clara	کلارا
styrelsen	بورد
styrelsen	تخته
bach	باخ
bach	بچ
mittfältare	هافبک
swedish	انگلیسی
swedish	english
kjell	کیجل
söker	نگاه
söker	نظاره
söker	جستجوی
söker	جستجو
söker	طلب
allierade	متفقین
allierade	متحد
allierade	متفقین
allierade	متحدین
torsten	تورشتن
jason	جیسون
tyrolen	landgemeinde
tyrolen	تیرول
jens	ینس
let	بزار
fabricius	فابریسیوس
kelly	کلی
evans	ایوانز
evans	اونس
evans	اوانس
evans	اونز
evans	اوانز
flagga	پرچم
iron	آهن
skillnaden	تفاوت
skillnaden	فرق
lokalt	محلی
lokalt	محلی
dokument	سند
dokument	نوشتار
dokument	اسناد
föda	غذایی
föda	خوراک
föda	غذا
valign	valign
bernhard	برنارد
bernhard	برنار
bernhard	برنهارد
benjamin	بنجامین
benjamin	بنیامین
vincent	ونسان
vincent	وینسنت
stål	فولاد
stål	استیل
stål	فولادی
förbättra	بهبود
förbättra	اصلاحات
förbättra	بهبود
aguada	اگوادا
diskussioner	بحثهای
diskussioner	بحثش
diskussioner	بحث
hotell	هتل
hotell	هتلهای
hotell	هتلها
abraham	آبراهام
abraham	قصّه
abraham	ابراهیم
resor	سفرهای
resor	سفرها
resor	مسافرت
resor	travel
resor	سفر
resor	سفرها
sek	سک
rådet	شورای
rådet	شورا
rådet	انجمن
omedelbart	فوراً
omedelbart	فورا
omedelbart	بلافاصله
omedelbart	فوری
omedelbart	بلافاصله
diverse	گوناگون
diverse	متفرقه
diverse	assorted
vietnam	ویتنام
fordon	خودرو
fordon	ماشین
väljer	انتخاب
väljer	انتخاب
framtiden	اینده
framtiden	future
framtiden	آینده
holm	هولم
baja	باخا
toronto	toronto
toronto	تورنتو
österrikiska	اتریش
österrikiska	اتریشی
córdoba	کوردوبا
fire	آتشسوزی
fire	آتش
fire	آتیش
judiska	یهود
judiska	یهودیان
judiska	یهودی
saga	حماسه
saga	ساگا
deltagande	حضار
deltagande	حضور
deltagande	مشارکت
segrare	برنده
segrare	ویکتور
jane	جِین
carlo	کارلو
shandong	شاندونگ
tillfälle	مناسبت
tillfälle	فرصتی
tillfälle	فرصت
margaret	مارگرت
margaret	مارگارت
georgetown	جرجتاون
birgitta	بریجیت
förklarade	اعلام
köra	درایو
köra	رانندگی
köra	سوق
köra	رانندگی
traditionellt	سنتی
irak	عراق
upphov	طلوع
referenser	مراجع
remix	ریمیکس
organ	ارگان
organ	اندامها
organ	اندام
organ	اجساد
organ	ارگ
organ	ارگان
organ	اندام
diplomat	دیپلمات
santander	سانتاندر
amerika	آمریکای
amerika	امریکا
amerika	آمریکا
thomson	تامسون
thomson	تامپسون
thomson	تامسون
enstaka	تکی
enstaka	single
enstaka	تک
ansvarig	جوابگو
ansvarig	مسئول
ansvarig	مسول
ansvarig	مسئولیت
ansvarig	نگهدارنده
emma	اِما
borgerliga	بورژوا
enheter	واحدها
enheter	دستگاهها
enheter	دستگاههای
bohuslän	بوهوسلن
rörande	لمس
dålig	bad
dålig	بد
veckan	هفته
veckan	هفتۀ
veckan	هفتگی
ola	اولا
jiangsu	جیانگسو
mytologi	اساطیر
mytologi	اسطوره
motstånd	مقاومت
motstånd	مقاومتی
motstånd	مخالفان
motstånd	اپوزیسیون
motstånd	مخالف
motstånd	مخالفین
motstånd	مخالفت
kritiker	منتقدان
kritiker	منتقدین
kritiker	معترض
kritiker	منتقد
motståndare	مخالفان
motståndare	حریفی
motståndare	رقیب
motståndare	حریف
häst	اسب
grå	خاکستری
grå	گری
grå	خاکستری
tyckte	تفکر
förstå	فهم
förstå	درک
förstå	عقل
bolívar	بولیوار
strider	نبردهای
racing	مسابقه
äktenskapet	ازدواج
carter	کارتر
stiftelsen	پایه
stiftelsen	بنیاد
mord	قتلهای
mord	قتل
naturen	سرشت
naturen	طبیعت
enkla	ساده
dave	دیو
singlar	اختصاص
singlar	تکآهنگ
singlar	تکنفره
singlar	مجرد
resulterade	لوگوی
låga	شراره
låga	شعله
låga	کم
låga	low
latinska	لاتین
korrekt	دقیق
ling	لینگ
betala	تاوان
betala	پرداخت
law	حقوق
law	قانون
stjärnor	ستارگان
gifta	ازدواج
gifta	عقد
gifta	married
gifta	متاهل
gifta	ازدواج
människa	انسان
människa	انسانی
människa	بشر
scen	صحنه
scen	سکانس
scen	مرحله
scen	صحنه
scen	استیج
bit	گاز
bit	تکه
bit	قطعه
faso	فاسو
trea	سومین
trea	سومی
trea	سوم
tusen	هزار
roland	رولند
roland	رولاند
bredd	عرض
rothschild	روتشیلد
nielsen	نیلسن
bevis	برهان
bevis	اثبات
bevis	مدرک
bevis	شواهد
bevis	مدارک
bevis	مدرک
aragonien	آراگن
aragonien	آراگون
skådespelerska	بازیگر
skådespelerska	actress
solna	سلنا
litterära	ادبی
hardy	اردی
hardy	هاردی
riksdag	مجلس
riksdag	پارلمان
grundat	بنیان
einar	اینار
fokus	کانون
fokus	تمرکز
moritz	موریتس
wolfgang	ولفگانگ
watson	واتسون
perspektiv	منظر
dasht	دشت
skador	صدمه
skador	آسیب
skador	آسیبهای
skador	صدمات
skador	جراحت
skador	آزاری
skador	زخم
velika	ولیکا
nigeria	نیجریه
mala	مالا
elmer	المر
handlingar	اسناد
drew	درو
sri	سری
klubbar	خاج
uppfattning	ادراک
uppfattning	لقاح
algoma	الگوما
bretagne	برتاین
bretagne	بریتنی
åtgärder	کنش
åtgärder	اکشن
åtgärder	اقدام
åtgärder	عمل
åtgärder	کنش
lima	لیما
charlie	چارلی
grader	درجه
passerar	برود
passerar	میگذرد
passerar	گذشتن
passerar	وفات
passerar	گذر
maryland	مریلند
niedersachsen	niedersachsen
liverpool	liverpool
liverpool	لیورپول
force	زور
force	اجباری
force	نیرو
force	اجبار
salzburg	سالزبورگ
gods	محموله
gods	کالاهای
gods	کالا
gods	اجناس
gods	کالاها
gods	باربری
arkiv	مخزن
arkiv	آرشیو
arkiv	بایگانی
arkiv	پرونده
arkiv	آرشیو
arkiv	بایگانی
hävdar	ادعا
main	main
main	اصلی
main	ماین
verkställande	اجراء
verkställande	اعدام
verkställande	اعدامی
verkställande	اجرا
verkställande	اجرای
verkställande	اعدامش
verkställande	اجرایی
sjunger	آواز
sjunger	خوانندگی
ström	جریان
ström	جریانی
elisabet	الیزابت
fristående	مستقل
blommor	گل
blommor	گلها
minsta	کمترین
minsta	کمینه
minsta	کوچکترین
målningar	نقاشیهای
behövde	لازم
behövde	نیاز
mclaren	مکلارن
ungerska	مجاری
ungerska	مجارستانی
ungerska	مجارستان
forest	فارست
forest	جنگل
forest	جنگلی
deep	اعماق
deep	ژرف
deep	عمیق
administratör	سرپرست
administratör	مدیر
administratör	سرپرست
andrea	آندریا
andrea	آندرا
kvinnan	زن
kvinnan	زنی
aktuella	جاری
aktuella	جریان
upptäckte	کشف
konflikt	درگیری
konflikt	منازعه
konflikt	کشمکش
konflikt	نزاع
konflikt	ناسازگاری
awards	جوایز
påve	پاپ
påve	پوپ
kennedy	کندی
maritime	دریانوردی
minister	وزیر
minister	وزیری
marsh	مارش
marsh	مرداب
skogen	وودز
skogen	فارست
skogen	جنگل
skogen	جنگلی
gränser	محدودیتها
gränser	محدودیت
gränser	جلودار
gränser	مرزها
gränser	مرز
gränser	مرزهای
gränser	مرزها
framgångsrik	موفق
framgångsrik	رستگار
comté	کنته
ökat	افزایش
ökat	افزود
ingenjör	مهندس
ingenjör	engineer
sälja	فروش
sälja	بفروش
sälja	بفروشید
sälja	فروش
sälja	فروختن
institute	موسسه
institute	مؤسسه
institute	انستیتو
provence	پروانس
förblev	ماند
sjöng	sang
sjöng	سنگ
sjöng	آواز
sjöng	سانگ
symbol	نماد
dirigent	رسانا
dirigent	راهبر
livsmiljö	زیستگاه
eagle	عقاب
eagle	ایگل
medarbetare	کارمند
medarbetare	کارمندان
medarbetare	کارکنان
medarbetare	کارمند
akut	حاد
akut	اورژانسی
akut	اضطراری
akut	اورژانس
akut	فوری
akut	فوریه
akut	ضروری
cabo	کابو
halmstad	هالمستاد
visby	ویزبه
augustus	آگوستوس
julia	جولیا
julia	جولیت
julia	ژولیت
tänker	تفکر
tänker	فکر
komplett	تکمیل
tänka	تفکر
tänka	فکر
tänka	فکر
sidorna	صفحات
undersökningar	مطالعات
undersökningar	مکرر
hastighet	سرعت
hastighet	سرعت
begränsad	محدود
begränsad	ممنوع
aktivt	فعال
aktivt	فعالانه
liberala	لیبرال
liberala	آزادیخواه
djurart	گونه
djurart	گونههای
napoleon	ناپلئون
stuart	استارت
stuart	استوارت
stuart	سوارت
borg	بورگ
dör	میمیرد
dör	بمیرد
dör	بمیرم
dör	بمیرد
dör	بمیر
sullivan	سالیوان
ficus	انجیر
tunga	سنگینی
tunga	سنگین
tunga	زبون
tunga	زبان
individuella	شخصی
individuella	فرد
hitler	هیتلر
cecilia	سیسیلیا
kronan	کرون
kronan	کراون
kronan	تاج
part	مهمانی
part	پارتی
part	مهمونی
part	حزب
part	جشن
arvid	آروید
inriktning	جهت
franche	فرانش
hubei	هوبئی
jansson	یانسون
bildat	تشکیل
mästerskap	قهرمانی
lösning	چاره
lösning	محلول
moon	قمر
moon	ماه
moon	moon
gitarrist	guitarist
gitarrist	گیتاریست
elias	الیاس
img	img
grav	مقبره
grav	آرامگاه
grav	قبر
wiki	ویکی
herre	لرد
herre	پروردگارا
lagar	قوانین
kontor	دفاتر
kontor	ادارات
kontor	اداره
kontor	دفتر
alternativt	جایگزین
alternativt	متناوب
alltför	همچنین
sekunder	ثانیه
run	اجرا
frankfurt	فرانکفورت
teknisk	فنی
teknisk	تکنیکی
tillfälligt	موقتاً
tillfälligt	موقت
tillfälligt	موقتی
tillfälligt	موقتا
tillfälligt	موقت
tillfälligt	موقتی
champions	قهرمانان
perry	پری
lotus	لوتوس
lotus	نیلوفر
brun	قهوهای
brun	براون
für	für
becker	بکر
lärde	آموخت
lärde	آموخته
manuel	مانوئل
påven	پاپ
påven	پوپ
grundad	بنیان
tiderna	زمانهای
tiderna	times
tiderna	دفعات
tiderna	تایمز
rötter	ریشه
cross	صلیب
cross	کراس
cross	عبور
modeller	مدلهای
peña	پنیا
elev	مردمک
elev	محصل
elev	شاگرد
elev	دانشجو
leeds	لیدز
framtida	اینده
framtida	future
framtida	آینده
times	زمانهای
times	times
times	دفعات
times	تایمز
meta	متا
jakt	شکار
tillverkning	تولید
tillverkning	تولید
tillverkning	ساخت
tillverkning	تولیدی
karriären	حرفه
karriären	شغل
beteende	رفتاری
beteende	سیرت
beteende	رفتار
beteende	رفتاری
beteende	رفتار
meyer	مایر
meyer	میر
vancouver	ونکوور
burma	برمه
burma	برما
burma	میانمار
preussen	پروس
tjänster	خدمات
personal	کارکنان
personal	پرسنل
personal	کارمندان
personal	ستاد
personal	عصای
sjukdomar	بیماریهای
sjukdomar	بیماریها
sjukdomar	بیماری
plus	پلاس
civila	civil
civila	مدنی
civila	غیرنظامی
civila	میگرد
amsterdam	آمستردام
amsterdam	امستردام
morris	موریس
intresserad	علاقمندی
intresserad	علاقه
intresserad	علاقمند
guadeloupe	گوادلوپ
kommunistiska	کمونیست
kommunistiska	کمونیستی
news	اخبار
news	نیوز
news	خبر
news	خبری
news	اخباری
philadelphia	فیلادلفیا
stadsdel	همسایه
stadsdel	همسایگی
stadsdel	محله
guy	گای
guy	یارو
tbilisi	تفلیس
estadio	ورزشگاه
merrill	مریل
flat	مسطح
flat	فلت
finna	یافتن
wayne	وین
ukrainska	اوکراین
ukrainska	اوکراینی
fraser	عبارتهای
fraser	فریزر
medaljer	مدال
monument	یادبود
monument	یادمان
polis	پولیس
polis	پلیس
hårda	سخت
hårda	دشوار
hårda	سختگیر
hårda	زننده
hårda	خشن
tillbringade	صرف
bahía	باییا
annorlunda	متفاوت
bates	بیتس
svår	شدید
svår	سخت
svår	سختی
svår	دشوار
arenan	آرنا
freden	سلامت
freden	سلام
freden	صلح
torget	مربع
torget	میدان
steklar	بالاخانواده
disney	دیزنی
nick	نیک
fame	شهرتش
fame	شهرت
fame	شهرتی
chapman	چپمن
starta	شروع
starta	آغاز
starta	پرتاب
ökad	افزایش
ökad	افزود
jul	کریسمس
jul	jul
andy	اندی
hollywood	هالیوود
hollywood	هالیوودی
beskriva	توصیف
ställen	مکانهایی
ställen	مکانها
ställen	مساجد
konsert	کنسرت
frihet	ازادی
frihet	آزادی
frihet	لیبرتی
leipzig	لایپزیگ
kevin	کوین
kevin	kevin
dalton	دالتون
online	online
online	برخط
online	آنلاین
stjärna	استار
stjärna	ستاره
duck	داک
duck	اردک
duck	مرغابی
gerhard	گرهارد
klostret	صومعه
flygplanet	طیاره
uppror	خیزش
uppror	عصیان
uppror	طغیان
uppror	سرکشی
uppror	شورش
minskade	خواص
tegel	آجرهای
tegel	آجر
tegel	بریک
tegel	آجر
tegel	آجری
barbara	باربارا
barbara	باربرا
flygplatsen	فرودگاه
linda	لیندا
utmärkt	عالی
upptäckt	آشکارسازی
upptäckt	تشخیص
upptäckt	کشف
upptäckt	اکتشاف
upptäckt	دیسکاوری
upptäckt	کشف
tolkning	تعبیر
tolkning	تفسیر
tolkning	تجزیه
idé	ایده
erica	اریکا
motorn	موتور
tor	tor
tor	تور
tor	تور
tor	ثور
majoritet	اکثریت
säkerhet	امنیتی
säkerhet	حراست
säkerhet	امنیت
säkerhet	سلامت
säkerhet	امن
säkerhet	امنیت
säkerhet	ایمنی
xii	دوازدهم
äventyr	ماجرای
äventyr	ماجراجویی
äventyr	ماجراهای
fader	پدری
fader	پدر
hår	موی
hår	مو
hår	موها
heat	گرما
heat	حرارت
heat	گرمای
amerikanskt	آمریکایی
amerikanskt	امریکایی
amerikanskt	امریکن
amerikanskt	آمریکن
potter	پاتر
ryan	راین
ryan	رایان
hopp	جهش
hopp	پرش
hopp	پرشی
hopp	امیدهای
hopp	امیدی
hopp	هوپ
hopp	امیدوارم
hopp	hope
hopp	امید
light	سبک
light	روشنایی
light	نور
light	روشن
light	نوری
pappa	بابا
pappa	پدر
pappa	پدری
pappa	پدر
pappa	بابایی
träsk	باتلاق
träsk	مرداب
harrison	هریسون
jensen	جنسن
träffade	met
niklas	نیکلاس
sea	دریا
sea	دریای
sea	بحر
blandning	اختلاط
blandning	آمیختن
blandning	تلفیق
blandning	اختلاط
blandning	مخلوط
blandning	میکس
blandning	آمیخته
blandning	مخلوطی
blandning	ترکیب
skrift	نویسندگی
skrift	نوشتن
nyligen	اخیرا
nyligen	اخیراً
nyligen	تازگی
nyligen	اخیر
kvalitet	کیفیتی
kvalitet	کیفیت
jonathan	جاناتان
slår	تپش
slår	میزنه
tak	سقفی
tak	سقفش
tak	سقف
tak	سقف
tak	بام
tak	تاک
tak	tak
nad	ناد
flora	فلورا
huvudsakliga	main
huvudsakliga	اصلی
huvudsakliga	ماین
huvudsakliga	مدیر
kamp	رزم
kamp	کارزار
kamp	بتل
kamp	نبرد
kamp	جهاد
kamp	کشمکش
kamp	مقابله
kamp	نبرد
kamp	بجنگ
vart	کجا
vart	کجای
lagos	لاگوس
naturligt	طبیعی
naturligt	natural
naturligt	طبیعتا
utökad	گسترده
utökad	گسترده
risk	خطر
risk	ریسک
ungdom	جوانی
ungdom	جوانان
detaljer	جزئیات
våld	خشونت
herrgård	عمارت
jerusalem	اورشلیم
jerusalem	قدس
relation	نسبتی
relation	ارتباط
relation	رابطه
relation	رابطه
sebastian	سباستین
sebastian	سباستیان
turkiska	ترکیه
turkiska	ترکی
tammerfors	تامپره
edgar	ادگار
boys	پسران
boys	پسرها
boys	پسرا
ständigt	دائماً
ständigt	دائما
upplands	اوپلاند
rikets	رایش
ghazni	غزنوی
ghazni	غزنی
sluta	استعفا
sluta	انصراف
sluta	ترک
sluta	توقف
arts	arts
arts	هنر
arts	هنرهای
conakry	کوناکری
skepp	سفینه
skepp	کشتی
skepp	کشتیها
skepp	کشتیها
skepp	کشتی
dottern	دختر
östersjön	بالتیک
populärt	عامه
populärt	محبوبه
populärt	محبوب
populärt	پرطرفدار
hävdade	ادعا
nebraska	نبراسکا
myndigheter	مسئولین
myndigheter	مقامات
myndigheter	مسئولان
diego	دیگو
gottfried	گوتفرید
automatiskt	خودکار
automatiskt	اتوماتیک
automatiskt	خودکار
mönster	الگو
mönster	طراحیهای
mönster	طرحهای
mönster	الگوها
belize	بلیز
schleswig	شلسویگ
pará	پارا
breda	پهناور
breda	پهنا
breda	وسیع
hamnen	بندرگاه
hamnen	بندر
hamnen	درگاه
hamnen	بندر
hamnen	بندرگاه
hamnen	هاربر
bestämmer	اراده
konserter	کنسرت
johanna	یوحنا
johanna	جوآنا
johanna	جوانا
möjliga	امکان
möjliga	ممکن
samla	جمع
samla	جمع
ungdomar	جوانی
ungdomar	جوانان
ungdomar	نوجوانان
zhang	ژانگ
zhang	شانگ
åskådare	تماشاچیان
åskådare	تماشاگران
åskådare	تماشاچی
åskådare	ناظری
åskådare	تماشاگر
socialdemokraterna	سوسیالیست
goiás	گوییاس
siffror	ارقام
siffror	شکلها
siffror	شکلی
siffror	شکلهای
siffror	ارقام
siffror	اعداد
siffror	عدد
siffror	اعدادی
antofagasta	آنتوفاگاستا
generellt	عموما
generellt	عموماً
koch	کوخ
koch	کخ
självständighet	خودمختاری
självständighet	استقلال
självständighet	استقلالی
wars	جنگها
allium	آلیوم
kommunerna	شهرهای
kommunerna	دهستانهای
foto	فتو
foto	photo
foto	عکس
foto	عکس
tell	بگویم
tell	بگو
akademiska	دانشگاهی
akademiska	آکادمیک
akademiska	تحصیلی
knight	شوالیه
knight	نایت
tennis	تنیس
juridik	حقوق
juridik	قانون
pro	پرو
pro	pro
pro	حرفهای
hälsa	سلامت
hälsa	بهداشت
hälsa	health
hälsa	سلامتی
wagner	وگنر
wagner	واگنر
lloyd	لوید
familjer	خانواده
dela	اشتراک
dela	تفرقه
dela	تقسیم
dela	شکافتن
joakim	جوکیم
joakim	اسکروج
innehålla	حاوی
harbour	بندرگاه
harbour	هاربر
lanka	لانکا
nationell	نشنال
nationell	ملی
rita	ترسیم
rita	ترسیم
rita	نقاشی
rita	کشیدن
rita	ریتا
ambassadör	سفیر
ambassadör	کبیری
sommar	تابستان
sommar	سامر
sommar	تابستون
sommar	تابستانی
hole	سوراخ
hole	حفره
hole	گودال
företrädare	نمایندگان
företrädare	نماینده
fot	پای
fot	فوت
fot	پیاده
fot	پا
fot	پاهای
fot	پایی
fönster	ویندوز
fönster	پنجره
lantbrukare	کشاورزان
lantbrukare	کشاورز
lantbrukare	کشاورز
ersätta	جایگزینی
ersätta	جانشین
ersätta	جایگزینی
ersätta	جایگزین
fågeln	پرنده
erbjuder	توجیه
erbjuder	پیشکش
erbjuder	تعارف
erbjuder	پیشنهاد
försvar	دفاعی
försvar	دفاع
försvar	دفاع
avslutades	شوده
box	باکس
box	جعبه
berättelse	داستان
berättelse	داستانی
berättelse	قصه
berättelse	روایت
räcker	کفایت
räcker	بسنده
metoden	متد
metoden	روش
thüringen	تورینگن
tecknade	کارتون
rudolph	رودولف
hoppas	امید
hoppas	امیدی
hoppas	هوپ
hoppas	امیدوارم
hoppas	hope
hoppas	امید
turné	تور
turné	tour
homer	هامر
enklare	راحتتر
enklare	آسانتر
verktyg	ابزار
verktyg	ابزار
verktyg	ابزارها
verktyg	ابزارهای
verktyg	تسهیلات
elsa	elsa
elsa	السا
bryta	بشکند
bryta	استراحت
bryta	شکستن
bryta	شکستن
bryta	شکنی
matematik	ریاضیات
matematik	ریاضی
matematik	ریاضیات
matematik	ریاضی
matematik	ریاضیات
matematik	math
tirana	تیرانا
tron	ایمانش
tron	ایمان
tron	ایمانی
tron	اعتقاد
nintendo	نینتندو
vii	هفتم
traditionell	سنتی
vega	وگا
kajanaland	کاینو
pjäs	پخش
pjäs	بازی
vista	vista
vista	ویستا
montréal	مونترآل
kommendör	کاپیتان
kommendör	سروان
kommendör	ناخدا
mörka	دارک
mörka	تاریک
mörka	تیره
häckar	هجز
filosof	فیلسوف
förband	بانداژ
förband	پانسمان
fåtal	چند
släktingar	نزدیکان
släktingar	خویشان
släktingar	خویشاوندان
achille	آکیله
kläder	پوشاک
kläder	لباس
kläder	پوشاک
kläder	لباسها
kläder	لباس
kläder	لباسهای
offentlig	عمومی
offentlig	علنی
offentlig	همگانی
offentlig	public
race	نژاد
race	مسابقه
fernando	فرناندو
process	فرایند
process	پروسه
process	فرآیند
process	روند
process	مراحل
skjuter	گلنگدن
entertainment	سرگرمی
entertainment	تفریحات
entertainment	پذیرایی
brett	پهناور
brett	پهنا
brett	وسیع
brett	برت
cliff	سخره
cliff	کلیف
cliff	پرتگاه
cliff	صخره
avsedd	قصد
mattias	ماتیاس
malta	مالت
kor	گاوها
kor	کر
jobb	شغل
jobb	کار
jobb	ایوب
jobb	کارها
jobb	جابز
jobb	کارهای
kerstin	کرستین
likhet	تشابه
likhet	شباهت
likhet	شباهتی
likhet	تشابه
likhet	شباهت
kontrollera	مهار
kontrollera	کنترل
kontrollera	کنترول
kontrollera	بررسی
storm	استورم
storm	توفان
storm	طوفان
branch	انشعاب
branch	برنچ
branch	شاخه
gle	gle
saab	ساب
story	داستان
story	داستانی
story	قصه
drift	دریفت
drift	رانش
drift	عملیات
drift	عمل
expedition	اکتشاف
poitou	پواتو
banks	بنک
banks	بانکها
banks	بانک
banks	بنکس
tallinn	تالین
rex	رکس
stuttgart	اشتوتگارت
grenar	شعبه
grenar	شاخه
nyare	جدیدتر
silene	قلیانک
eng	انگ
eng	eng
say	بگویید
say	بگو
jefferson	جفرسون
hope	امیدی
hope	هوپ
hope	امیدوارم
hope	hope
hope	امید
separat	جداگانه
dyker	غواصی
dyker	شیرجه
iväg	میفرمایند
iväg	دور
iväg	خاموش
falun	فالون
name	نام
drama	درام
rike	فرمانروایی
rike	پادشاهی
rike	امپراطوری
rike	امپایر
rike	امپراتوری
rike	قلمرو
roberts	رابرتس
roberts	رابرتز
avancerade	پیشرفته
bridge	پل
bridge	پلی
bond	باند
bond	پیوند
bostäder	مسکن
bostäder	کاشانه
matt	مَت
bon	بون
marina	مارینا
marina	دریایی
marina	مارین
monica	مونیکا
eld	آتشسوزی
eld	آتش
eld	آتیش
innehållet	محتویات
innehållet	رضایت
innehållet	خرسند
innehållet	محتوای
innehållet	محتوا
innehållet	محتویات
kretsar	مدارهای
kretsar	مدار
kretsar	circuit
linjer	خطوط
marocko	مراکش
christoph	کریستف
christoph	کریستوف
begäran	درخواستها
begäran	درخواست
beteckning	برچسب
mått	ابعاد
mått	معیارهای
mått	بُعد
uganda	اوگاندا
kust	ساحلی
kust	کوست
webbsida	سایت
webbsida	وبگاه
webbsida	وبسایت
intermedia	intermedia
egenskap	خصیصه
egenskap	صفت
egenskap	ویژگی
egenskap	دارایی
egenskap	ملک
egenskap	اموال
egenskap	مالکیت
xian	شیان
blockering	انسداد
blockering	بلوکه
blockering	بلوک
blockering	بلاک
vallonien	والونی
utrustning	تجهیزات
utrustning	وسایل
slagverk	دق
återvända	بازگشت
hål	سوراخ
hål	حفره
hål	گودال
teorin	نظریه
teorin	تئوری
teorin	فرضیه
islam	اسلام
kings	پادشاهان
kings	سلاطین
kings	شاهان
kings	کینگز
eddie	اِدی
nätverk	شبکه
nätverk	شبکه
nätverk	network
definition	تعریف
copa	کوپا
regionala	منطقهای
regionala	محلی
planen	تدبیر
planen	پلان
planen	نقشه
flyttar	حرکات
flyttar	حرکت
afrikanska	آفریقایی
milano	میلان
milano	میلانو
uppföljare	پیگیری
uppföljare	دنباله
självständig	مستقل
självständig	خودگردان
självständig	خودمختار
rico	ریکو
ekonomiskt	مالی
ekonomiskt	اقتصادی
tankar	تانک
tankar	تانکها
tankar	افکار
tankar	افکارش
vårt	ما
portugisiska	پرتغال
portugisiska	پرتغالی
portugisiska	پرتقالی
åttonde	هشتم
åttonde	هشتمین
infoga	درج
yorkshire	یورکشر
games	بازیهای
games	بازیها
games	بازی
glas	گلاس
glas	گلس
glas	لیوان
glas	شیشه
pic	عکس
norrland	نورلاند
finsk	فنلاندی
finsk	فنلاند
generation	نسل
tyvärr	بدبختانه
tyvärr	متأسفانه
tyvärr	متاسفانه
village	روستای
village	دهکده
village	ویلیج
village	روستا
besökare	مهمان
aleksandr	اسکندر
aleksandr	الکساندر
noveller	رمان
förbund	عهد
förbund	پیمان
föreningar	انجمنهای
tryck	فشار
tryck	فشاری
tryck	چاپ
tryck	فشار
tryck	پرس
tryck	فشار
fet	چاقی
fet	چربی
fet	fat
fet	چاق
fet	تپل
hänger	آویزان
marianne	ماریان
body	بدن
body	بدنی
body	بدنه
body	جسم
body	body
rubrik	تیتر
moselle	مسل
field	فیلد
field	حوزه
journal	ژورنال
journal	مجله
journal	نشریه
misslyckades	خرابی
fra	فرا
plata	پلاتا
struktur	ساختار
struktur	سازه
adrian	ادرین
adrian	آدریان
adrian	آدرین
finner	بفهمد
finner	بیابد
undersökning	تحقیق
undersökning	استعلام
undersökning	تحقیق
undersökning	تحقیقات
undersökning	کنکور
undersökning	معاینه
undersökning	سروی
undersökning	نظرسنجی
reklam	تبلیغات
reklam	تبلیغاتی
reklam	آگهی
reklam	آگهی
reklam	تبلیغ
bära	حمل
bära	پوشیدن
bära	بپوشید
master	master
master	استادی
master	ارباب
master	استاد
hunter	هانتر
hunter	شکارچی
avdelning	وزارت
avdelning	اداره
avdelning	بخش
avdelning	بخش
perioder	دوران
miljon	میلیون
miljon	میلیونی
miljon	ملیون
vermont	ورمونت
vermont	ورمانت
mac	مکینتاش
mac	mac
mac	مک
venedig	ونیز
net	تور
net	net
oaxaca	اوآخاکا
hjärta	قلبی
hjärta	دل
hjärta	قلب
våningar	طبقه
våningar	طبقات
speciell	مخصوص
speciell	ویژه
speciell	خاص
speciell	استثنایی
speciell	خاصه
gyllene	زرین
gyllene	طلایی
