kategória	category
vemić	vemić
atrament	ink
edi	edi
zmiešaním	mixing
klzák	glider
godfrey	godfrey
gripen	gripen
fran	fran
odberateľov	subscribers
simultánne	simultaneous
simultánne	simultaneously
broz	broz
haeckel	haeckel
parmenides	parmenides
fashion	fashion
nowe	nowe
etienne	etienne
adolph	adolph
pioline	pioline
zápisník	notebook
bludy	delusions
bludy	delusion
bludy	delusional
náhla	sudden
polievky	soups
cro	cro
kontinuitu	continuity
manuál	manual
navrhovaných	proposed
nechápe	understands
operátori	operators
zarobiť	earn
regulačné	regulatory
regulačné	regulators
gis	gis
médoc	médoc
blériot	blériot
gros	gros
chladnejšie	cooler
potrestanie	punishment
rozpúšťadlá	solvents
beaty	beaty
rogue	rogue
médard	médard
moto	moto
hŕstka	handful
sup	vulture
sup	sup
zápasil	wrestled
dáždnik	umbrella
plachetnica	sailboat
brigád	brigades
hrdla	throat
vrahom	murderer
cristobal	cristobal
lipka	lipka
avery	avery
bali	bali
jody	jody
gan	gan
kingsley	kingsley
liberáli	liberals
piacenza	piacenza
pandora	pandora
srichaphan	srichaphan
privatizáciu	privatisation
barth	barth
muchy	flies
feudálneho	feudal
stacy	stacy
visla	vistula
cour	cour
esther	esther
tanner	tanner
priania	wishes
meg	meg
demonštrantov	demonstrators
demonštrantov	protestors
mau	mau
slang	slang
hester	hester
opitý	drunken
opitý	drunk
skeletu	skeletal
rasizmus	racism
cfm	cfm
veszprém	veszprém
nitro	nitro
pomocníkov	helpers
vraždenie	murder
podvody	fraud
podvody	scams
podvody	frauds
chlorofyl	chlorophyll
leninizmus	leninism
kvapiek	drops
piliera	pillar
oikos	oikos
studien	studien
alkaloid	alkaloid
schválenia	approvals
schválenia	approval
izzy	izzy
nepodstatné	irrelevant
nepodstatné	immaterial
vyhodil	blew
vyhodil	fired
nebezpečne	dangerously
kula	kula
dotkli	touched
atalanta	atalanta
rezolúcie	resolutions
stig	stig
abcházska	abkhazia
theodoros	theodoros
únosu	kidnapping
vetranie	ventilation
rvhp	comecon
guzmán	guzmán
šišky	donuts
šišky	doughnuts
znásilnenie	rape
platobné	payment
nîmes	nîmes
zlepšovať	improve
ambiciózny	ambitious
ubrániť	defend
roque	roque
fuzzy	fuzzy
podrobná	detailed
stamford	stamford
rozporu	contradiction
zrozumiteľný	intelligible
vert	vert
kolóna	column
ponúk	offers
oddeľovanie	separating
oddeľovanie	detachment
oddeľovanie	separation
swire	swire
porušené	violated
radka	shaun
radka	radka
butch	butch
coolidge	coolidge
mangifera	mangifera
lynyrd	lynyrd
opica	monkey
opica	hangover
opica	ape
sbs	sbs
leonis	leonis
zajace	rabbits
zajace	bunnies
zajace	hares
dot	dot
agresie	aggression
bocage	bocage
jedálne	canteens
jedálne	canteen
fromm	fromm
berta	berta
musi	must
liang	liang
walsh	walsh
zostávajúci	remaining
pridružené	affiliated
pridružené	associated
finalistov	finalists
schránku	clipboard
foreman	foreman
peta	pete
peta	peta
molekulová	molar
molekulová	molecular
aubigny	aubigny
antalya	antalya
päťboj	pentathlon
európan	european
embryo	embryo
septimius	septimius
pochváliť	boast
pochváliť	praise
inštalovať	install
inštalovať	installed
lalande	lalande
howlett	howlett
akropola	acropolis
dol	dol
splnený	fulfilled
splnený	accomplished
mikrobiológ	microbiologist
agm	agm
kriek	kriek
palce	crossed
palce	thumbs
oslavovaný	hailed
lasker	lasker
prekvapenia	surprises
preruší	interrupts
polymérov	polymers
eliminuje	eliminates
terminátor	terminator
upolu	upolu
zeballos	zeballos
coldplay	coldplay
medúzy	medusa
medúzy	jellyfish
societas	societas
splodil	spawned
munster	munster
werder	werder
mpi	mpi
nápadníkov	suitors
slimáky	snails
slimáky	slugs
rip	rip
hayek	hayek
aaa	aaa
tarzan	tarzan
koku	koku
fotku	photo
navarra	navarra
frisch	frisch
vymenovania	appointments
ohlásené	announced
prvosienka	primula
boo	boo
uhlířová	uhlířová
abnormálne	abnormally
abnormálne	abnormal
dampierre	dampierre
bodo	bodo
oppenheimer	oppenheimer
unesený	abducted
unesený	kidnapped
ans	ans
verná	loyal
verná	faithful
gprs	gprs
ravenna	ravenna
drahokamy	gems
canaria	canaria
čarodejníctvo	witchcraft
homolka	homolka
informovaný	informed
odhaľovanie	detection
sľudy	mica
ticino	ticino
merida	merida
ariola	ariola
opole	opole
amalthea	amalthea
reeves	reeves
oriolus	oriolus
huni	huns
rusom	russians
vertikálna	vertical
théodore	théodore
teplomer	thermometer
thutmose	thutmose
prevádzkovateľa	operator
nácvik	rehearsal
nácvik	drills
alisa	alisa
kriminalita	criminality
kriminalita	crime
vrabcotvaré	passerine
agro	agro
hroty	spikes
konkurenčný	competitive
konkurenčný	competing
belinda	belinda
ppi	ppi
prehliadanie	browse
prehliadanie	browsing
roxy	roxy
elm	elm
nikos	nikos
konkurenčné	competitive
ústupky	concessions
spolupracujúci	cooperating
pozostávať	consist
panika	panic
prilákať	attract
prilákať	attracting
neurológ	neurologist
sdkfz	sdkfz
wii	wii
reptilia	reptilia
tărnovo	tarnovo
playa	playa
suka	bitch
rzeszów	rzeszów
hervé	hervé
ortega	ortega
wimmer	wimmer
lezenie	climbing
larousse	larousse
komunista	communist
breda	breda
pma	pma
seizmické	seismic
jedy	poisons
stoly	tables
stoly	desks
zadanie	award
sendai	sendai
chaussée	chaussée
finkelstein	finkelstein
elephas	elephas
poď	come
grindcore	grindcore
spokojnosti	satisfaction
legislatívu	legislation
pešiak	pawn
sena	hay
sena	haystack
sims	sims
metabolické	metabolic
misky	bowls
odolať	resist
odolať	resisting
jönsson	jönsson
pyreneje	pyrenees
glan	glan
špirála	spiral
clo	duty
extáza	ecstasy
nevoľníctva	servitude
nedarí	failing
taras	taras
kapusta	cabbage
kapusta	cabbages
visser	visser
tesné	tight
objemy	volumes
faro	faro
swap	swap
hun	hun
estrogén	estrogen
estrogén	oestrogen
hominem	hominem
chaco	chaco
herculis	herculis
kenský	kenyan
griffiths	griffiths
teheráne	tehran
usilujú	endeavour
usilujú	strive
muky	agony
muky	torment
muky	anguish
muky	torments
plast	plastic
antigény	antigens
imac	imac
bazény	pools
dlžník	debtor
dlžník	borrower
shin	shin
lotyšské	latvian
okamžitá	instant
okamžitá	immediate
okamžitá	instantaneous
voronež	voronezh
rub	rub
nastaví	sets
kazeta	cassette
pýtať	asking
zaujem	interested
registrovať	register
kliatby	curses
cambridgeshire	cambridgeshire
lys	lys
uns	uns
pozostalých	bereaved
laine	laine
paterson	paterson
citujem	quote
citujem	quoting
závažnosti	severity
škôlky	nurseries
škôlky	daycare
škôlky	kindergarten
škôlky	preschool
rozoberá	discusses
pale	pale
lucifer	lucifer
splní	meets
spochybnil	questioned
prosperita	prosperity
karcinogény	carcinogens
flyš	flysch
počúva	listening
počúva	listens
vinogradov	vinogradov
katakomby	catacombs
pivnica	cellar
pivnica	basement
theil	theil
pic	pic
profesionál	professional
semitské	semitic
quatro	quatro
zmierenia	reconciliation
vyjednávania	negotiations
wight	wight
haváriu	crash
dekodér	decoder
škodlivých	harmful
virgo	virgo
josephine	josephine
cherbourg	cherbourg
absencie	absence
absencie	absences
absencie	absenteeism
balenie	packaging
balenie	package
balenie	pack
päťky	fives
demografické	demographic
ambrose	ambrose
muñoz	muñoz
diva	diva
wola	wola
zittau	zittau
humanitárnej	humanitarian
koncentrované	concentrated
kyslosť	acidity
ivb	ivb
dedinčanov	villagers
álvaro	álvaro
montesquieu	montesquieu
mundi	mundi
lodenice	shipyards
lodenice	shipyard
lodenice	yard
escherichia	escherichia
cid	cid
neuchâtel	neuchâtel
kontinuita	continuity
samozrejmé	obvious
prehnane	overly
nhm	nhm
vymazal	erased
rašeliny	peat
želal	wished
ger	ger
neviditeľný	invisible
myers	myers
broderick	broderick
mancha	mancha
objednali	ordered
nevedomosť	ignorance
vízum	visa
remo	remo
ohodnotenie	valuation
vyriešila	resolved
reaktívne	reactive
paweł	paweł
zakopalová	koukalová
pressburger	pressburger
otrasy	tremors
otrasy	tremor
otrasy	shocks
pauly	pauly
bergamo	bergamo
carolyn	carolyn
regis	regis
mcfly	mcfly
atraktívny	attractive
priradený	attributed
forte	forte
blaze	blaze
vfb	vfb
abrams	abrams
predložené	submitted
predložené	presented
nacionalisti	nationalists
schloss	schloss
huntington	huntington
dýzy	nozzles
dýzy	nozzle
ivar	ivar
typografické	typographical
touraine	touraine
carrick	carrick
zanzibar	zanzibar
nováček	novacek
fantáziu	fantasy
fantáziu	imagination
féin	féin
žiarovka	lightbulb
žiarovka	bulb
žiarovka	lamp
jagger	jagger
vývojár	developer
kút	corner
würm	würm
avicii	avicii
zweig	zweig
indexov	indices
indexov	indexes
okienko	window
everett	everett
transakcií	transactions
slonov	elephants
neda	ned
škvrnu	smudge
metcalf	metcalf
bong	bong
extrémna	extreme
vinohradov	vineyards
očistiť	cleanse
adria	adria
uralu	urals
ivano	ivano
strindberg	strindberg
puškina	pushkin
redukcie	reductions
prevody	transfers
prevody	gears
bellini	bellini
zakryté	covered
winner	wenner
zal	zal
microsystems	microsystems
antónio	antónio
tuileries	tuileries
kognitívne	cognitive
lacná	cheap
revolucionári	revolutionaries
moloch	moloch
giscard	giscard
colombier	colombier
petrie	petrie
menič	shapeshifter
menič	changer
menič	shifter
rhino	rhino
splnila	fulfilled
susanna	susanna
nešťastná	unhappy
nešťastná	unfortunate
nešťastná	miserable
antropológovia	anthropologists
paletu	palette
miešať	mix
zjednodušuje	simplifies
formuláciu	phrasing
vybratý	chosen
vybratý	selected
jos	jos
perrin	perrin
eufrat	euphrates
russel	russel
nábojnice	casings
ponúknutá	offered
postele	beds
postele	bed
kielce	kielce
giroux	giroux
odzrkadľuje	reflects
nekrológ	obituary
kenšin	kenshin
apollinaire	apollinaire
kensington	kensington
kašpar	buffoon
platba	payment
navrhovať	suggest
navrhovať	propose
novorodencov	neonates
novorodencov	newborns
terme	terme
villard	villard
skromný	modest
skromný	humble
evžen	evgeny
quagga	quagga
katalánsku	catalonia
lengyel	lengyel
tasmánia	tasmania
prekvapení	surprises
prekvapení	surprised
kamakura	kamakura
pylóny	pylons
šiauliai	šiauliai
strávi	spends
zborový	choral
wmf	wmf
akcionárom	shareholders
akcionárom	stockholders
akcionárom	shareholder
jacek	jacek
nálepiek	stickers
joni	joni
odobraté	withdrawn
naturalis	naturalis
severin	severin
roc	roc
vlada	vlad
vlada	government
mečíř	mečíř
hofmann	hofmann
narbonne	narbonne
sušené	dried
workshop	workshop
bolan	bolan
interne	internally
milencov	lovers
úvodnú	intro
syfilis	syphilis
kukla	cocoon
bataille	bataille
vesty	vests
valladolid	valladolid
châtelet	châtelet
apokalypsa	apocalypse
ananke	ananke
domenica	domenica
inhibítor	inhibitor
politík	policies
neschopný	incapable
makarov	makarov
vauxhall	vauxhall
projekcia	projection
gleb	gleb
petrucci	petrucci
napalm	napalm
vance	vance
rubeľ	ruble
neudorf	neudorf
bum	boom
zrelé	mature
zrelé	ripe
kosínus	cosine
agregátov	aggregates
dewey	dewey
punto	punto
zákazky	contracts
ary	ary
šakal	jackal
bezpodmienečne	unconditionally
televízor	television
società	società
garmisch	garmisch
hawaii	hawaii
kúzlo	spell
kúzlo	magic
pochybovať	doubt
zaručené	guaranteed
aik	aik
okolnosť	circumstance
cielené	focused
úmrtnosti	mortality
eurocopter	eurocopter
marihuana	marijuana
dohliadať	oversee
dohliadať	supervise
xfce	xfce
liffey	liffey
boyne	boyne
kilkenny	kilkenny
hil	hil
močovej	uric
grandis	grandis
benedict	benedict
chudobu	poverty
hodné	worth
hodné	worthy
pozastavené	paused
pozastavené	suspended
ulmus	ulmus
intelekt	intellect
garth	garth
gallus	gallus
biotit	biotite
carlyle	carlyle
zidane	zidane
hanke	hanke
mostar	mostar
loki	loki
tlačil	pushed
chronickej	chronic
danilo	danilo
nur	nur
hajduk	hajduk
hypertext	hypertext
naveky	forever
naveky	eternally
chez	chez
figúrka	figurine
relevantný	relevant
tonic	tonic
aro	aro
industrializácie	industrialisation
odporuje	contradicts
caracas	caracas
narušenia	distortions
spodok	bottom
osy	wasps
slušné	decent
slušné	polite
vyhovovať	suit
dominion	dominion
pekáreň	bakery
msp	sme
msp	smes
koleno	knee
udržateľný	sustainable
elisa	elisa
tvárí	faces
alegória	allegory
trakčné	traction
becquerel	becquerel
paličky	chopsticks
paličky	sticks
ballard	ballard
polyneikes	polynices
lim	lim
symetria	symmetry
milenku	mistress
úraz	injury
úraz	trauma
úraz	accident
kriket	cricket
emden	emden
salinas	salinas
volne	free
eli	eli
volaní	calls
čerpanie	pumping
fagot	bassoon
mikroprocesorov	microprocessors
poznani	poznan
poznani	poznań
špión	spy
lavína	avalanche
kele	kele
samba	samba
korçë	korçë
alighieri	alighieri
dior	dior
darcov	donors
pohromy	disasters
etlis	etlis
jerryho	jerry
christa	christa
kormidlo	rudder
kormidlo	helm
bryce	bryce
rozpravy	debates
zamestnať	employ
zamestnať	hire
miešania	stirring
ipsum	ipsum
nikki	nikki
gonzalo	gonzalo
strážcu	handler
comeback	comeback
dionysios	dionysius
stožiare	masts
skrinky	lockers
skrinky	locker
skrinky	cabinets
skrinky	cupboards
olof	olof
admirals	admirals
hrude	chest
ids	ids
ids	its
katalyzátora	catalyst
renoir	renoir
reklám	ads
ostrovných	insular
cagliari	cagliari
sae	uae
sae	sae
prípravok	preparation
nestabilná	unstable
ťažkostiach	difficulty
kráľovné	queens
nekonečnej	infinite
oblek	suit
chomsky	chomsky
cicavec	mammal
fluóru	fluorine
thovt	thoth
hovädzie	beef
hovädzie	bovine
weise	weise
zraneného	wounded
bligh	bligh
vilas	vilas
jessie	jessie
prehlásenie	declaration
prehlásenie	statement
rétoriku	rhetoric
roya	roy
vykúpenie	redemption
swansea	swansea
basso	basso
zatknutie	arrest
počúvanie	listening
barthélemy	barthélemy
fip	fip
cdrom	cdrom
boney	boney
typografia	typography
liberté	liberté
kauciu	bail
uľahčujú	facilitates
uľahčujú	facilitate
špekulácií	speculation
špekulácií	speculations
pavlova	pavlova
prilbu	helmet
moines	moines
booth	booth
mocné	mighty
mocné	powerful
hubbard	hubbard
stovkách	hundreds
centimeter	centimeter
centimeter	centimetre
domini	domini
hygienické	hygienic
hygienické	sanitary
hygienické	hygiene
tomi	tomi
tomi	tom
carme	carme
ralf	ralf
vyrovnávanie	levelling
vyrovnávanie	balancing
vyrovnávanie	leveling
mireille	mireille
obžalovaný	defendant
obojstranne	mutually
tajomné	mysterious
tajomné	cryptic
odpoved	answer
audit	audit
audit	auditing
pretlak	overpressure
strešné	roofing
strešné	roof
ping	ping
odense	odense
osvetové	outreach
heydrich	heydrich
braga	braga
hlavonožce	cephalopods
cnn	cnn
spozná	recognizes
erne	erne
teng	teng
louisom	louis
antares	antares
radiácia	radiation
predsudkov	prejudice
anonymné	anonymous
zmerať	measure
bertha	bertha
gnosticizmus	gnosticism
náhly	sudden
náhly	abrupt
uší	ears
#ff	#ff
kolieska	wheels
katolík	catholic
koeficienty	coefficients
navrhovaní	suggested
slip	slip
rozvedený	divorced
heian	heian
rozvodov	divorces
fink	fink
herpes	herpes
kryty	guards
kryty	enclosures
kryty	covers
feministka	feminist
gebirge	gebirge
masi	masi
weiland	weiland
thuja	thuja
príjemne	pleasant
príjemne	pleasantly
náhradný	spare
scuti	scuti
sault	sault
bias	bias
pompadour	pompadour
schváliť	approve
kolená	knees
kolená	elbows
nahý	naked
nahý	nude
tribune	tribune
galatea	galatea
zadaný	entered
kubo	kubo
kubo	kuba
strihu	shear
lehmann	lehmann
agusta	agusta
lesklý	glossy
koralové	coral
kakao	cocoa
parva	parva
varese	varese
fouquet	fouquet
bussy	bussy
maskovanie	cloak
maskovanie	camouflage
maskovanie	disguise
maskovanie	masking
sapporo	sapporo
bieda	misery
takeda	takeda
plno	crowded
neutrálna	neutral
reaktorov	reactors
fry	fry
nagano	nagano
nel	nel
gipsy	gipsy
kendall	kendall
oliveira	oliveira
congo	congo
ehs	eec
zbavuje	deprives
desmond	desmond
manning	manning
winterthur	winterthur
pacheco	pacheco
cody	cody
katharine	katharine
orge	orge
komando	squad
komando	commando
objemov	volumes
prepracovať	redesign
pytagoras	pythagoras
prednosti	merits
prednosti	primacy
konzervatívcov	conservatives
zvrhli	overthrew
stug	stug
boľševikom	bolsheviks
ponúknuté	offered
shea	shea
blum	blum
rozpadne	crumbles
rozpadne	crumble
umm	umm
caux	caux
múza	muse
strážcovia	guards
strážcovia	guardians
traktory	tractors
lyonnais	lyonnais
klose	klose
batožiny	baggage
batožiny	luggage
kuvajte	kuwait
hamm	hamm
komíny	chimneys
kelvin	kelvin
demonštrovať	demonstrate
hrach	peas
mikroskopické	microscopic
harrington	harrington
zachytí	captures
luz	luz
vyvážený	balanced
faye	faye
záloha	backup
oscilátor	oscillator
zjavný	apparent
vyčistiť	purge
vyčistiť	clear
vyčistiť	clean
ric	ric
oldenburg	oldenburg
kura	chicken
hodný	worthy
eca	eca
naturelle	naturelle
floridu	florida
camus	camus
choreografia	choreography
kotúče	discs
kotúče	rolls
kotúče	reels
verner	verner
aigues	aigues
homosexualita	homosexuality
baptist	baptist
kôrovcov	crustaceans
nagel	nagel
licinius	licinius
frasier	frasier
scopoli	scopoli
audiovizuálnych	audiovisual
náhody	coincidences
náhody	coincidence
reštaurátor	restorer
ornej	arable
podložené	substantiated
carlsen	carlsen
investora	investor
skyscraperpage	skyscraperpage
pohode	cool
kuipers	kuipers
haarhuis	haarhuis
odmietnutý	refused
odmietnutý	rejected
odmietnutý	denied
džihád	jihad
smrteľný	deadly
smrteľný	fatal
smrteľný	mortal
vyhradená	reserved
sativa	sativa
vážiť	weigh
plch	dormouse
oslavovali	celebrated
obse	osce
žiarlivosť	jealousy
užovkovité	colubridae
vypočítaná	calculated
vypočítaná	computed
springsteen	springsteen
avram	avram
apartheidu	apartheid
irgun	irgun
vodivé	conductive
stlačením	pressing
dedinčania	villagers
naturalizmus	naturalism
lokalizovať	locate
mottram	mottram
khe	khe
chrbtica	spine
chrbtica	backbone
ignoroval	ignored
capensis	capensis
chlpy	hair
chlpy	hairs
kaplan	kaplan
asymetrické	asymmetric
asymetrické	asymmetrical
krehký	fragile
obnoviteľné	res
obnoviteľné	renewables
obnoviteľné	renewable
astrofyziky	astrophysics
viejo	viejo
súdržnosť	cohesion
súdržnosť	coherence
bajkal	baikal
ryana	ryan
heckler	heckler
wilton	wilton
zabíjať	kill
zabíjať	killing
anonymných	anonymous
caf	caf
monitory	monitors
aktivovať	activate
aktivovať	activated
zlatko	honey
zlatko	sweetie
bublina	bubble
ferrara	ferrara
borisov	borisov
spektroskopia	spectroscopy
meister	meister
povedz	say
povedz	tell
barikády	barricades
záchranca	saviour
záchranca	savior
vichy	vichy
nicka	nick
bunin	bunin
komisári	commissioners
hermiona	hermione
rozvodie	watershed
ošípané	pigs
ošípané	swine
ošípané	porcine
vox	vox
luiz	luiz
nanga	nanga
tempest	tempest
dotykom	touch
medziľudské	interpersonal
draper	draper
zákulisia	backstage
exponent	exponent
teropóda	theropod
bahrajne	bahrain
zmýšľanie	mindset
zvitok	scroll
precesie	precession
riskovať	risk
naca	naca
leták	leaflet
leták	flyer
guvernéri	governors
vnútroštátnych	national
apis	apis
aktérov	actors
irackých	iraqi
kokaín	coke
kokaín	cocaine
stĺpce	columns
berlioz	berlioz
klimov	klimov
bezvedomia	unconscious
bezvedomia	unconsciousness
léopold	léopold
šmíd	šmíd
košele	shirts
bena	ben
linea	linea
lato	lato
greenville	greenville
mato	mato
christy	christy
schindler	schindler
jednostranné	unilateral
čudné	weird
čudné	strange
szolkowy	szolkowy
inštitúty	institutes
nell	nell
rosso	rosso
blitz	blitz
fašistické	fascist
cerkva	tserkva
rámy	frames
zanedbateľné	negligible
frázu	phrase
arr	arr
hadice	hoses
hadice	hose
lau	lau
antikoncepcie	contraception
coria	coria
adagio	adagio
wisconsine	wisconsin
klepačová	klepač
lož	lie
norwich	norwich
weaver	weaver
hostina	feast
záhadné	mysterious
záhadné	mystery
alchymisti	alchemists
zhu	zhu
momo	momo
cyperskej	cypriot
met	met
dahl	dahl
ohrozovať	threaten
čierni	blacks
holič	barber
volfrámu	tungsten
martins	martins
egyptológia	egyptology
toby	toby
symetricky	symmetrically
júda	juda
garfield	garfield
bundeslige	bundesliga
nevhodná	unsuitable
presiahnuť	exceed
alžír	algiers
gmunden	gmunden
zdôraznenie	emphasis
zdôraznenie	underline
veterinárna	veterinary
podivné	strange
pripomienka	reminder
nabáda	encourages
dax	dax
weiner	weiner
mamma	mamma
zneužitia	abuse
zneužitia	abuses
kanoe	canoes
kanoe	canoe
akvárium	aquarium
biochemické	biochemical
cunningham	cunningham
amg	amg
kovač	kovač
scarlatti	scarlatti
relax	relaxation
relax	relaxing
relax	relax
magnetometer	magnetometer
galaktické	galactic
vychovaný	raised
nezákonné	illegal
nezákonné	unlawful
nezákonné	illicit
seifert	seifert
vypúšťanie	discharge
vypúšťanie	discharges
synchronizované	synced
synchronizované	synchronised
synchronizované	synchronized
chvíľa	moment
pobrežný	inshore
pobrežný	coastal
cervus	cervus
príplatok	premium
príplatok	supplement
príplatok	surcharge
uhoľnatého	monoxide
hdd	hdd
pio	pio
napier	napier
lymfatické	lymph
lucanus	lucanus
lisieux	lisieux
zaobchádzať	handle
zaobchádzať	treat
fagus	fagus
zborníky	anthologies
jimmyho	jimmy
ambrosius	ambrosius
spiegel	spiegel
boccaccio	boccaccio
randall	randall
večery	evenings
informovala	informed
komarov	komarov
capcom	capcom
vieille	vieille
mitterrand	mitterrand
taschen	taschen
owens	owens
melichar	melchior
inštitucionálne	institutional
inštitucionálne	institutionally
vevo	vevo
uväznená	imprisoned
uväznená	trapped
gianluca	gianluca
keothavongová	keothavong
psychoanalýzy	psychoanalysis
lei	lei
clevelande	cleveland
cysta	cyst
nickom	nick
maybach	maybach
imagawa	yoshimoto
sediment	sediment
morrow	morrow
tender	tender
hyperion	hyperion
zásobníky	reservoirs
sejmu	sejm
tvarované	formed
tvarované	moulded
tvarované	shaped
zosilňovače	amplifiers
kondenzátor	condenser
kondenzátor	capacitor
catch	catch
redding	redding
čiernohorský	montenegrin
uvoľnením	releasing
rosemary	rosemary
stromček	tree
kráska	beauty
kráska	gorgeous
zhoršovať	worsen
zhoršovať	aggravate
napĺňa	fills
cuvier	cuvier
gts	gts
karburátor	carburetor
zdvihnúť	lift
zdvihnúť	raise
trúbky	trumpets
aurigae	aurigae
kandy	kandy
ebola	ebola
vyhodnocovanie	evaluation
jednomyseľne	unanimously
jednomyseľne	unanimous
zábradlie	railing
nechajte	let
asfalt	asphalt
realistický	realistic
eritrei	eritrea
gro	gro
aso	aso
aki	aki
poggio	poggio
syry	cheese
syry	cheeses
cisco	cisco
lavra	lavra
stánok	kiosk
stánok	booth
očkovanie	vaccination
očkovanie	vaccinations
uchu	ear
trik	trick
sforza	sforza
medicínsky	medically
fólie	foil
explóziu	explosion
krmivo	feed
krmivo	fodder
königsberg	königsberg
hrdinské	heroic
drám	dramas
sofokles	sophocles
vyvážené	balanced
toga	toga
kyslý	acidic
kyslý	sour
kyslý	acid
arctica	arctica
mozu	can
stáž	internship
pino	pino
smithsonian	smithsonian
surinam	surinam
moč	pee
moč	urine
moč	piss
pondelka	monday
goldberg	goldberg
manstein	manstein
sedimentácie	sedimentation
cms	cms
valerián	valerian
ukradli	stolen
ukradli	stole
flinders	flinders
szeged	szeged
jansen	jansen
australopitek	australopithecus
plnené	filled
plnené	stuffed
zola	zola
naomi	naomi
ivry	ivry
kázal	preached
pearce	pearce
skrini	cupboard
skrini	closet
zradil	betrayed
amnestiu	amnesty
robespierre	robespierre
škandinávske	scandinavian
pasív	liabilities
imperator	imperator
lander	lander
kassai	kassai
seriózne	seriously
ignacy	ignacy
správali	behaved
aktivovaný	activated
znovuzrodenia	resurrection
townsend	townsend
lewin	lewin
mladen	mladen
mauricio	mauricio
hlásiť	report
rebeka	rebekah
rebeka	rebecca
geminorum	geminorum
bmi	bmi
migráciu	migration
prvy	first
kaviarní	cafés
rifle	jeans
heine	heine
marly	marly
huey	huey
zaručená	guaranteed
parazitov	parasites
platonizmus	platonism
znela	sounded
woodbridge	woodbridge
zamýšľaný	intended
zápasníci	wrestlers
paradorn	paradorn
rozumné	sensible
trestá	punishing
trestá	punishes
dostihy	racing
bruško	tummy
bruško	belly
cézanne	cézanne
neuquén	neuquén
nomenklatúra	nomenclature
foy	foy
včasné	timely
chces	want
dompierre	dompierre
frida	frida
chiudinelli	chiudinelli
milka	milka
katrina	katrina
parco	parco
inšpektora	inspector
drôty	wire
drôty	wires
modliť	pray
estónske	estonian
zázračný	miraculous
dýcha	breathing
dýcha	breathes
pizarro	pizarro
kravitz	kravitz
sundance	sundance
záujemcovia	candidates
charitatívne	charitable
glonass	glonass
napäté	strained
napäté	tense
douai	douai
oriol	oriol
integer	integer
kapitan	captain
panorámu	skyline
nadmerne	excessively
luxe	luxe
privatizácia	privatization
privatizácia	privatisation
squad	squad
shelby	shelby
riverside	riverside
narodené	born
prekvapujúce	surprising
blahobyt	prosperity
blahobyt	welfare
napodobniť	emulate
napodobniť	mimic
napodobniť	imitate
quatre	quatre
scsi	scsi
apex	apex
vaughan	vaughan
ripley	ripley
sedliak	peasant
sedliak	farmer
capelle	capelle
skazu	doom
strix	strix
salta	salta
albi	albi
nin	nin
harmonicky	harmoniously
premium	premium
imunitu	immunity
typológia	typology
zlomiť	break
maru	maru
cgi	cgi
prato	prato
clancy	clancy
bowling	bowling
petície	petitions
empiricky	empirically
asýrčania	assyrians
waite	waite
zásluh	merits
zásluh	merit
bello	bello
rehabilitáciu	rehabilitation
dada	dada
białystok	bialystok
vola	called
alouette	alouette
pula	pula
livingstone	livingstone
jolie	jolie
predurčený	destined
mich	mich
dubna	dubna
whiskey	whiskey
nakupovať	shop
nakupovať	shopping
níle	nile
garry	garry
mauser	mauser
atv	atv
wct	wct
honorár	royalties
honorár	fee
honorár	fees
pošva	quim
rybári	fishermen
rybári	fishers
pochybujem	doubt
pochybujem	doubtful
bohemica	bohemica
nerval	nerval
icf	icf
upokojiť	reassure
smiths	smiths
cukry	sugars
oslabený	weakened
docklands	docklands
sedačky	seats
dalí	dalí
altman	altman
hewlett	hewlett
poslania	missions
zaujalo	intrigued
priečnej	transverse
bobule	berries
opadavý	decidua
zavolať	call
spoľahlivá	reliable
anima	anima
subvencie	subsidy
subvencie	subsidies
subvencie	grants
empirizmus	empiricism
neobmedzený	unlimited
podrobností	detail
csi	csl
csi	csi
silueta	silhouette
partnerka	partner
dimenzia	dimension
matterhorn	matterhorn
hnačka	diarrhea
hnačka	diarrhoea
rimbaud	rimbaud
trombín	thrombin
bac	bac
agenda	agenda
cyklón	cyclone
jsp	jsp
uverejnenie	publication
reorganizácie	reorganisation
reorganizácie	reorganisations
rocketdyne	rocketdyne
frey	frey
carterová	carter
príčastie	participle
asen	asen
ochota	willingness
jednohlasne	unanimously
amfiteátri	amphitheatre
silvio	silvio
toskánsky	tuscan
spóry	spores
radcliffe	radcliffe
lístie	foliage
colbert	colbert
korpus	corpus
zelda	zelda
kožušiny	furs
kožušiny	fur
kožušiny	skins
univerzálnej	universal
zdieľali	shared
cibulec	cibulec
respondentov	respondents
gregg	gregg
monet	monet
schenker	schenker
beos	beos
divné	weird
solberg	solberg
ovzdušie	air
závisť	envy
gurion	gurion
fontaines	fontaines
valentino	valentino
sedna	sedna
nepovinné	optional
upgrade	upgrade
improvizácie	improv
skúmaný	studied
gomes	gomes
joanna	joanna
šikanovanie	bullying
mechwarrior	mechwarrior
obetovali	sacrificed
eridu	eridu
generovať	generate
dúha	rainbow
yuri	yuri
neoklasická	neoclassical
oznamy	announcements
hoste	hoste
gong	gong
pauwels	pauwels
podskupín	subgroups
lek	lek
gcc	gcc
podávanie	administration
graeme	graeme
