политехнический	politehnični
заняты	zasedena
заняты	zaposlena
существенные	precejšnja
существенные	precejšnje
регент	regent
двигаться	selitev
двигаться	premikanje
лена	lena
уважение	spoštovanja
уважение	spoštovati
уважение	spoštovanje
уважение	spoštuj
эскадрилья	eskadrilja
подтверждаю	potrjen
подтверждаю	potrjeno
подтверждаю	potrjeni
подтверждаю	potrjena
капитаны	kapitanov
капитаны	kapitani
воздушная	antena
воздушная	zračni
самоубийство	samomor
томпсон	thompson
томпсон	thompsona
определены	opredeljen
определены	opredeljeni
определены	opredeljeno
определены	opredeljena
определены	odločna
определены	odločena
определены	odločni
определены	odločen
голландский	nizozemsko
голландский	nizozemski
захаров	zaharov
снаряда	izstrelek
снаряда	projektil
блокады	blokada
блокады	blokado
блокады	blokade
подземный	podzemna
подземный	podzemni
подземный	podzemlje
живые	živeti
живые	živel
живые	živela
живые	živahna
живые	živahen
живые	živahno
живые	živa
живые	živega
живые	živ
фбр	fbi
винсент	vincent
винсент	vincenta
варвара	varvara
мар	mar
обитатели	prebivalce
обитатели	prebivalcev
обитатели	prebivalci
рикардо	ricardo
противостоять	nasprotovati
ходил	hodil
змей	kača
змей	kačo
змей	kače
змей	kač
змей	kače
авария	nesreča
авария	nesreče
авария	nesreči
авария	trk
вождь	poglavar
вождь	načelnik
миграции	migracije
миграции	selitev
миграции	migracija
предприниматели	podjetnike
предприниматели	podjetniki
квартале	četrt
квартале	četrtina
включено	vključeni
включено	vključena
включено	vključene
включено	vključen
включено	vključeno
включено	omogočen
включено	omogočeno
костюмы	kostumi
костюмы	kostume
костюмы	obleke
бан	ban
бан	prepoved
бан	prepovedi
бан	bun
повстанцы	uporniki
повстанцы	upornikov
повстанцы	uporniki
ромео	romeo
доводы	trditve
доводы	utemeljitve
доводы	argumenti
бронза	bron
редактировать	urejanje
шаги	stopnice
шаги	koraki
шаги	stopinje
шаги	koraki
вставить	vstavi
вставить	prilepi
квартет	kvartet
вину	krivde
вину	krivdo
вину	krivda
алжира	alžirski
алжира	alžirija
филип	philip
филип	filip
филип	filip
николя	nicolas
николя	nicola
квалификация	kvalifikacije
квалификация	kvalificiranih
квалификация	kvalificiran
квалификация	kvalifikacij
квалификация	usposobljenost
квалификация	kvalifikacije
квалификация	kvalifikacije
квалификация	usposobljenost
сантос	santos
организаторы	organizatorji
организаторы	organizatorjev
организаторы	organizatorji
организаторы	gostitelji
грамотности	pismenosti
коллегами	sodelavci
коллегами	kolegi
коллегами	sodelavci
свод	redd
походы	sprehode
походы	taborjenje
походы	kampiranje
походы	pohodništvo
моряков	mornarji
моряков	pomorščake
моряков	mornarji
моряков	mornarjev
потеря	izgublja
потеря	izguba
профессионально	profesionalno
профессионально	poklicno
кентукки	kentucky
получен	prejeto
получен	prejeti
получен	prejeta
французское	francosko
французское	francoska
французское	francoščina
французское	francoski
имеющихся	razpoložljivi
имеющихся	razpoložljiva
секрет	skrivna
секрет	skrivnost
секрет	skrivno
электрические	električno
электрические	električni
иерархии	hierarhije
иерархии	hierarhijo
камеру	fotoaparat
камеру	kamera
камеру	kamero
этнических	etničnih
этнических	etnične
этнических	etnično
зимы	zime
зимы	winters
чужой	nezemeljsko
чужой	neznanka
чужой	tujec
чужой	neznanec
излучение	sevanje
излучение	obsevanje
излучение	sevanja
принести	prinesi
методика	metodologija
методика	metodologijo
методика	metodologije
семян	semenski
семян	seme
семян	semena
прекращено	prekinjeno
электрический	električno
электрический	električni
электрический	električno
электрический	električna
электрический	električni
комплект	nastavi
комплект	komplet
комплект	kit
комплект	komplet
чэнь	chen
лоуренс	laurence
лоуренс	lawrence
полицейские	policaji
полицейские	policisti
полицейские	policisti
полицейские	policija
утвержден	odobrena
утвержден	odobrene
утвержден	odobreni
утвержден	odobreno
утвержден	odobren
префектуре	prefekture
сухопутные	kopenski
сухопутные	kopenske
сухопутные	kopenskih
собственная	lastno
собственная	lastne
собственная	lastna
собственная	lastni
богиня	boginjo
богиня	boginja
проход	prehod
рид	reid
рид	reed
аппараты	stroji
созыв	sklic
отпуск	dopust
отпуск	počitnice
отпуск	oddih
мэттью	mathew
мэттью	matthew
мэттью	matej
медицинское	medicinski
медицинское	medicinsko
замки	gradove
замки	ključavnice
эрнест	ernest
уверены	samozavesten
уверены	samozavestna
уверены	samozavestno
уверены	samozavestni
треугольник	trikotnik
треугольник	trikotnika
дональд	donald
автоматического	samodejno
автоматического	avtomatsko
автоматического	samodejni
автоматического	samodejna
мыши	miši
мыши	miške
мыши	miš
мыши	miška
мыши	miško
мыши	mišek
мыши	miške
лагерей	taborišča
лагерей	taboriščih
реабилитации	rehabilitacija
реабилитации	odvajanje
реабилитации	rehabilitacijo
реабилитации	rehabilitacija
реабилитации	rehabilitacije
реабилитации	rehabilitacijo
симона	simone
симона	simona
рик	rick
рик	ricka
рик	ric
оригинальная	prvotna
оригинальная	izvirnik
оригинальная	izvirno
оригинальная	prvotni
оригинальная	original
богатый	bogato
богатый	bogati
богатый	rich
богатый	bogat
богатый	bogata
богатый	bogat
грэм	graeme
грэм	graham
необходимое	potrebno
призыв	pritožba
чехов	čehova
ибрагим	ibrahim
протокола	protokol
толедо	toledo
канадская	kanadska
канадская	kanadsko
канадская	kanadski
послов	ambasadorji
послов	odposlanca
ходит	sprehode
ходит	sprehodi
моисей	moses
моисей	mojzes
моисей	musa
предки	predniki
дайте	dej
дайте	daj
записано	posnet
записано	posneto
записано	zabeleži
записано	zabeleženo
теоретические	teoretično
теоретические	teoretična
теоретические	teoretični
корень	korenina
корень	korena
корень	koren
корень	korenine
корень	root
невский	nevski
черный	črno
черный	črne
черный	črn
черный	črni
черный	črna
аполлон	apollo
кении	keniji
иностранный	tuje
иностранный	tuja
иностранный	tuji
шансы	verjetnost
шансы	možnosti
раса	dirka
раса	dirko
раса	rasa
точные	natančno
точные	natančen
точные	natančna
точные	točen
точные	natančen
точные	natančni
точные	natančna
обещал	obljubljeno
обещал	obljubil
ближнем	sredina
ближнем	srednji
ближнем	srednja
решительно	odločno
непрерывно	neprekinjeno
непрерывно	neprekinjen
непрерывно	neprekinjeno
прованс	provansi
опасных	nevarno
опасных	nevaren
опасных	nevarne
опасных	nevarni
опасных	nevarna
опасных	nevarni
опасных	nevarne
опасных	nevarna
недопустимо	nesprejemljivo
недопустимо	nesprejemljiv
недопустимо	nesprejemljiva
недопустимо	nedopustno
филиппин	filipini
филиппин	filipinski
предпринимателей	podjetnike
предпринимателей	podjetniki
пятое	petič
пятое	peta
пятое	peto
пятое	peti
подозрения	sum
подозрения	sume
подозрения	sumi
шеф	kuhar
шеф	poglavar
шеф	načelnik
исчезает	izgine
исчезает	izginja
фестивалей	festivale
физически	fizično
физически	telesno
инди	indie
инди	indy
пособия	priročnikov
пособия	nadomestila
пособия	koristi
пособия	zaslužki
пособия	dajatve
пособия	ugodnosti
покрытием	obložene
покрытием	prevlečena
покрытием	prevlečeni
покрытием	prevlečen
активисты	aktivisti
активисты	aktivistov
ничто	nič
егоров	egorov
новость	novica
новость	novice
новость	zgodba
новость	zgodbo
вводит	uvaja
петрограде	petrogradu
чешской	češka
чешской	češki
идеология	ideologije
идеология	ideologije
двина	dvina
вилла	vili
вилла	vilo
вилла	villa
вилла	vila
нейтральной	nevtralno
нейтральной	nevtralni
нейтральной	nevtralen
тень	senca
тень	senco
тень	senci
тень	sence
тень	senca
тень	senci
тень	senco
тень	odtenek
лауреатов	nagrajencev
рассуждения	sklepanje
терминал	terminal
терминал	terminalu
упор	poudarjanje
упор	poudarek
племен	plemen
племен	plemena
племен	plemenski
активистов	aktivisti
активистов	aktivistov
консоли	konzolo
бин	bin
бин	koš
бин	bean
тепла	vročina
тепла	toplota
тепла	toplote
тепла	toplota
тепла	toplino
традиционная	tradicionalna
традиционная	tradicionalni
традиционная	tradicionalne
традиционная	tradicionalen
традиционная	tradicionalno
купол	kupola
купол	kupolo
миссисипи	mississippi
конкуренции	konkurenca
конкуренции	tekmovanje
конкуренции	natečaj
бернард	bernard
бернард	bernarda
смита	smith
маска	masko
маска	maska
дели	delhiju
обширные	obsežna
обширные	obširno
обширные	obsežno
обширные	obsežne
увеличивает	povišanja
увеличивает	povečuje
киров	kirov
ионов	ionov
референдум	referendumu
референдум	referendum
референдум	referenduma
пейзаж	pokrajina
пейзаж	pokrajine
пейзаж	pokrajino
задних	zadaj
принимая	jemanje
платить	plačevanje
платить	plača
платить	plačilo
враги	sovražnik
враги	sovražniki
враги	sovražniki
враги	sovražnike
враги	sovražnikov
мексиканский	mehiško
мексиканский	mehiški
мексиканский	mehičan
мексиканский	mehiška
кошки	mačke
кошки	mačk
кошки	mački
исход	eksodus
протесты	protest
протесты	protesti
протесты	proteste
протесты	protesti
строка	črta
строка	vrstica
строка	niz
строка	vrvica
строка	vrvico
строка	vrvice
строка	vrstica
требовал	zahteval
соломон	salomon
соломон	solomon
сторонник	zagovornik
мягко	nežno
мягко	nežno
альбрехт	albrecht
публикует	objavlja
передние	fronta
передние	spredaj
миров	svetov
миров	svetovi
миров	svetove
колебания	nihanja
колебания	valovanje
колебания	nihanje
колебания	oklevanja
колебания	nihanja
колебания	nihanje
томе	tome
помогло	pomagala
помогло	pomagal
помогло	pomagalo
молдова	moldavija
молдова	moldavijo
листов	listi
мэй	maj
мэй	maja
мэй	mae
мэй	mei
трофей	pokal
трофей	trofeja
бригад	brigad
бригад	brigade
оксана	oksana
спасителя	rešitelj
спасителя	odrešenik
спасителя	rešitelja
призрак	duh
призрак	prikazen
призрак	prikazni
призрак	fantom
акцент	poudarjanje
акцент	poudarek
акцент	naglas
текущее	tok
текущее	trenutni
текущее	trenutna
текущее	sedanji
ожидания	pričakovanja
ожидания	pričakovanje
ожидания	pričakovanja
ранены	poškodovanih
ранены	poškodovan
ранены	poškodovani
ранены	poškodovane
ранены	poškodovana
ранены	ranjena
ранены	ranjene
ранены	ranjen
ранены	ranjenci
вратари	vratarjev
пациента	potrpežljiv
пациента	bolnik
пациента	pacient
серые	gray
серые	siv
серые	siva
серые	sivo
серые	sivi
серые	sive
серые	sivo
серые	sivi
серые	grey
серые	siva
восприятие	zaznavanje
восприятие	zaznava
восприятие	dojemanje
восприятие	dojemanje
джоан	joan
помогли	pomagala
помогли	pomagal
помогли	pomagalo
самец	samec
самец	samci
самец	moško
самец	moški
самец	moška
хелен	helene
хелен	helena
хелен	helen
симптомы	simptomi
лошадь	konjsko
лошадь	konj
лошадь	konja
ника	nick
ника	nika
солнечный	sončna
солнечный	sončni
солнечный	sončen
солнечный	sunny
солнечный	sončno
диана	diana
диана	diane
уэйн	wayne
вернер	verner
вернер	werner
арабские	arabska
арабские	arabski
арабские	arabec
коммерческие	komercialni
коммерческие	komercialna
коммерческие	komercialne
коммерческие	reklama
коммерческие	komercialno
даллас	dallas
миллиардов	milijarde
миллиардов	milijard
завершение	zaključek
завершение	dokončanje
завершение	zaključna
испанцы	španci
атаковал	napaden
атаковал	napadeni
атаковал	napadel
атаковал	napadena
атаковал	napadli
джесси	jessie
джесси	jesse
хуана	juan
хуана	juana
временные	začasni
временные	začasno
временные	začasna
временные	začasen
перси	percy
гамильтон	hamilton
тимошенко	timošenko
сергеев	sergejev
рамон	ramón
рамон	ramone
рамон	ramon
рамон	ramon
обзора	revizija
обзора	pregledovanje
обзора	pregled
павильон	paviljonu
неофициальный	neuradno
неофициальный	neformalno
неофициальный	neformalne
агентов	zastopniki
агентов	agentje
агентов	agenti
баланс	ravnotežje
баланс	ravnovesje
баланс	tehtnica
баланс	bilanca
персии	perzije
разведку	izvidnico
разведку	raziskovanje
эквадора	ekvadorske
псков	pskov
руководит	usmerja
разведка	inteligenca
разведка	obveščevalna
разведка	izvidniška
разведка	raziskovanje
защитники	zagovorniki
защитники	zagovorniki
защитники	zagovarja
ткань	krpo
ткань	robček
ткань	tkiva
ткань	tkivo
ткань	tkanine
ткань	tkanino
несоответствие	neusklajenost
несоответствие	neskladnost
несоответствие	neskladnosti
рыцари	vitezi
низ	dno
низ	spodaj
партизанского	partizan
регистрация	registrira
регистрация	register
регистрация	evidenca
регистрация	registracija
регистрация	evidentiranje
архангельск	arhangelska
гомер	homer
служащий	zaposleni
служащий	uslužbenec
служащий	delavec
миссий	misije
ужас	groza
ужас	grozljivke
ужас	grozljivka
эльст	elst
консультант	svetovalca
консультант	svetovalec
поступления	prihodki
поступления	dohodek
поступления	dohodka
поступления	dohodki
поступления	prihodki
поступления	prihodek
поступления	izkupiček
поступления	prihodki
поступления	prihodek
поступления	prihodki
поступления	dohodki
патент	patent
франкфурт	frankfurtu
франкфурт	frankfurt
моделирования	modeliranje
моделирования	modeliranje
моделирования	modeliranja
моделирования	simulacija
моделирования	simulacijo
моделирования	simulacije
потоков	tokov
читайте	branje
читайте	preberite
читайте	preberi
лоренцо	lorenzo
вестфалия	vestfalija
точной	točen
точной	natančen
точной	natančni
точной	natančna
отверстия	odprtine
отверстия	luknje
краков	kraków
пятна	madeže
пятна	madeži
пятна	pege
предлогом	pretvezo
зимбабве	zimbabveju
уши	uschi
уши	ušes
уши	ušesi
уши	ušesa
нагрузка	obremenitve
нагрузка	naloži
нагрузка	obremenitev
андреас	andreas
блюда	obroki
блюда	obrokov
блюда	posodo
блюда	posode
блюда	jedi
блюда	posoda
обычная	navadna
обычная	navadni
переменных	spremenljivke
джеки	jackie
джеки	jacky
стекло	steklo
стекло	stekla
стекло	kozarec
стекло	steklena
запрещена	prepovedano
запрещена	prepovedan
запрещена	prepovedani
запрещена	prepovedana
запрещена	prepovedano
запрещена	prepovedane
запрещена	prepovedani
запрещена	prepovedana
запрещена	prepovedan
запрещена	prepovedana
запрещена	prepovedani
совершено	predano
совершено	storjena
витебск	vitebsk
системные	sistemska
нпо	nvo
нпо	nvo
финансово	finančno
маккартни	mccartney
жив	živa
жив	živega
жив	živ
искусственный	umetne
искусственный	umetna
искусственный	umetno
искусственный	umetni
искусственный	umetnega
спросить	vprašajte
спросить	vprašaj
эксперты	strokovnjaki
рэп	rap
трансляции	oddajanje
трансляции	oddaja
фауны	favna
членство	članstvo
майер	maier
майер	mayer
майер	meier
майер	meyer
норман	norman
кристи	christie
кристи	christy
главу	poglavje
голод	lakota
голод	lakota
голод	lakote
голод	lakoto
алтарь	oltarju
алтарь	oltar
алтарь	oltarja
страсти	strasti
страсти	strast
страсти	strasti
антропологии	antropologije
бежали	pobegnila
бежали	pobegnil
товарищи	tovariši
товарищи	tovariši
отменил	odpovedal
отменил	preklicana
отменил	odpovedan
отменил	odpovedana
отменил	preklican
слушателей	poslušalci
сет	nastavi
сет	komplet
сет	seth
роже	roger
роже	sprejeto
общаться	sporazumevanje
валюты	valute
толщина	debeline
толщина	debelino
толщина	debelina
билет	karta
билет	vozovnica
билет	karto
билет	vozovnico
билет	vstopnica
билет	srečka
диски	diski
диски	diske
диски	platišča
диски	diski
диски	diske
диски	diske
автоматическая	samodejno
автоматическая	avtomatsko
автоматическая	samodejni
автоматическая	samodejna
распад	razčlenitev
распад	razdelitev
распад	razpad
распад	razpad
распад	razhod
распад	raztapljanje
распад	razpad
восточное	oriental
восточное	vzhodni
восточное	vzhodna
восточное	vzhodno
похороны	pokop
похороны	pogreba
похороны	pogreb
похороны	pogrebe
крыши	strehe
крыши	streh
крыши	strehe
крыши	streh
крыши	strehe
крыши	streho
крыши	streha
крыши	strehi
эмили	emily
потребность	potrebo
потребность	potreba
бег	teče
бег	tek
бег	teči
крещение	krst
крещение	krst
тов	tov
карен	karen
новичок	novinec
новичок	zelenec
новичок	novinec
новичок	začetnica
новичок	zelenec
песнь	pesem
рауль	raoul
рауль	raul
рауль	raúl
эсперанто	esperanto
скала	scala
скала	skalo
скала	rock
скала	kamen
скала	skala
