και	और
κοινωνικό	सामाजिक
κοινωνικό	सोशल
πρωί	सुबह
πρωί	सवेरा
πρωί	morning
κάπου	कहीं
κάπου	कही
ετήσια	वार्षिक
ετήσια	वार्षिक
ετήσια	सालाना
υποθέσεις	मामलों
υποθέσεις	केस
υποθέσεις	मामले
νεκροταφείο	कब्रिस्तान
παραλλαγές	विसंगतियाँ
παραλλαγές	विसंगतियाँ
σκοτ	स्कॉट
βαθιά	दीप
βαθιά	गहरी
βαθιά	गहरा
βαθιά	गहन
κώδικας	संहिता
κώδικας	कोड
τσαρλς	चार्ल्स
επιτυχημένη	सफल
επιτυχημένη	कामयाब
απαραίτητο	जरुरी
απαραίτητο	अनिवार्य
αδερφός	भाई
αδερφός	bhai
εργαλείο	उपकरण
εργαλείο	औज़ार
εργαλείο	टूल्स
εργαλείο	औजार
αρχιτέκτονας	वास्तुकला
αρχιτέκτονας	आर्किटेक्ट
αρχιτέκτονας	वास्तुकार
αρχιτέκτονας	वास्तु
γιουγκοσλαβία	यूगोस्लाविया
ελεύθερος	निशुल्क
ελεύθερος	मुफ्त
ελεύθερος	मुक्त
ελεύθερος	फ्री
ελεύθερος	आजाद
ελεύθερος	फ़्री
αποικία	उपनिवेशों
αποικία	उपनिवेशवाद
αποικία	कॉलोनी
αποικία	उपनिवेश
βασισμένη	आधारित
κυρία	महोदया
κυρία	मैडम
κυρία	लेडी
κυρία	महिला
λόγιος	विद्वान
κλίση	ढाल
κλίση	ढलान
κλίση	ढाल
κλίση	अनुपात
κλίση	झुकाव
δημοφιλής	लोकप्रिय
αφγανιστάν	अफ़ग़ानिस्तान
αφγανιστάν	अफ़गानिस्तान
αφγανιστάν	अफगानिस्तान
πετύχει	सफल
μεταβολές	परिवर्तन
ενεργά	सक्रिय
ενεργά	क्रियाशील
τόνους	टन
τόνους	टन
προηγούμενες	पिछले
προηγούμενες	पिछला
δημοκρατική	लोकतांत्रिक
παίκτη	खिलाड़ी
ναυτική	नवल
αργεντινής	अर्जेंटीना
αργεντινής	अर्जेंटाइन
θεία	बुआ
θεία	काकी
θεία	आंटी
θεία	aunty
θεία	चाची
θεία	मौसी
θεία	बुआ
γουινέα	लीनियर
γουινέα	गिनी
διαιρείται	विभक्त
διαιρείται	विभाजित
ικανότητες	कौशल
αφιέρωμα	श्रद्धांजलि
αφιέρωμα	नमन
αντιπολίτευσης	विरोध
αντιπολίτευσης	विपक्ष
κιλά	lbs
κιλά	पाउंड
κιλά	पाउंड
κιλά	किलोग्राम
κιλά	गामा
φάσμα	स्पेक्ट्रम
φάσμα	वर्णक्रम
ελάχιστη	न्यूनतम
βιετνάμ	विएतनाम
βιετνάμ	वियतनाम
βιετνάμ	वियतनामी
παρούσα	मौजूद
παρούσα	मौजूदा
παρούσα	वर्तमान
παρούσα	उपस्थित
ντοκιμαντέρ	वृत्तचित्र
υψηλότερη	सर्वोच्च
υψηλότερη	उच्चतम
υψηλότερη	उच्चतर
συνθέσεις	रचनाएं
πωλ	पाल
πωλ	पॉल
άμστερνταμ	एम्सटर्डम
επιθυμία	इच्छा
επιθυμία	ख्वाहिश
επιθυμία	काश
γεωγραφικό	भौगोलिक
γεωγραφικό	भौगोलिक
προφορά	उच्चारण
προφορά	लहजा
προφορά	लहजे
προφορά	एक्सेंट
άγιοι	संतों
άγιοι	संत
άγιοι	संतो
ιούλιος	जुलाई
σκότωσε	किल
σκότωσε	मारो
σκότωσε	मार
σκότωσε	मारे
εγκαταλείψει	लापरवाही
τζακ	जैक
τζακ	जोकर
συμπέρασμα	निष्कर्ष
σταυρό	क्रास
σταυρό	पार
σταυρό	क्रॉस
χερσόνησο	प्रायद्वीप
μηχανές	इंजन
μηχανές	मशीनों
μηχανές	मशीनें
μηχανές	मशीने
μηχανές	मशीनों
μηχανές	मशीनरी
αγωνιστές	सेनानियों
αγωνιστές	सेनानी
αγωνιστές	आतंकवादियों
αγωνιστές	उग्रवादियों
μεταβολή	परिवर्तन
μεταβολή	बदलाव
μεταβολή	बदलें
εκατό	सौ
μάρτιν	मार्टिन
φορείς	वाहक
σκάφος	पोत
σκάφος	जहाज
σκάφος	शिप
σκάφος	जलयान
σκάφος	क्राफ्ट
σκάφος	शिल्प
σκάφος	नौका
σκάφος	नाव
ένταση	टेंशन
ένταση	तीव्रता
απουσία	अनुपस्थित
απουσία	अभाव
απουσία	अनुपस्थिति
όροι	शर्तों
όροι	शर्तो
όροι	शर्तें
όροι	शर्तों
όροι	शर्तें
δίσκους	डिस्क
δέντρα	वृक्ष
δέντρα	पेड़ों
δέντρα	पेड़
μέγιστη	अधिकतम
εκλέγεται	चुनी
εκλέγεται	निर्वाचित
μόναχο	म्यूनिख
μόνιμα	स्थायी
μόνιμα	स्थाई
σταυρός	क्रास
σταυρός	पार
σταυρός	क्रॉस
δίκτυα	नेटवर्क
δίκτυα	संजाल
δημιουργός	मेकर
δημιουργός	निर्माता
μέσων	वाद्यों
μέσων	यंत्र
φίλοι	मित्रो
φίλοι	दोस्तो
φίλοι	मित्र
φίλοι	दोस्तों
φίλοι	मित्रों
στελέχη	अधिकारियों
όπλων	शस्त्र
όπλων	बाहें
δείκτης	निर्देशिका
δείκτης	इंडेक्स
δείκτης	सूचकांक
δείκτης	अनुक्रमणिका
εντύπωση	छाप
αναλογία	अनुपात
άγνωστος	अज्ञात
άγνωστος	अनजान
πρόσφατες	हालिया
πρόσφατες	हाल
δυνατότητες	संभावनाओं
δυνατότητες	क्षमता
δυνατότητες	सामर्थ्य
δυνατότητες	संभावित
ουρά	कतार
ουρά	पूँछ
ουρά	पूंछ
ουρά	टेल
λογότυπο	लोगो
ήρωας	हीरो
ήρωας	hero
ήρωας	नायक
ήρωας	नायिका
κορυφαία	उपर
κορυφαία	ऊपर
κορυφαία	टॉप
κορυφαία	शीर्ष
μικρότερα	छोटी
επιτρέπεται	अनुमति
επιτρέπεται	अनुमत
αέριο	गैस
συν	प्लस
νήσος	आइलैंड
νήσος	द्वीप
νήσος	आइल
μεραρχία	विभाग
μεραρχία	विभाजन
μεραρχία	प्रभाग
ακολουθία	क्रम
ακολουθία	अनुक्रम
οξυγόνο	आक्सीजन
οξυγόνο	ऑक्सीजन
ταξινόμηση	छंटाई
ταξινόμηση	वर्गीकरण
ποινή	पेनल्टी
ποινή	दंड
ποινή	सजा
ποινή	वाक्य
αναπαράσταση	प्रतिनिधित्व
ματς	माचिस
ματς	मिलाएँ
ματς	मिलान
ματς	मैच
έντουαρντ	एडवर्ड
λαμβάνουν	प्राप्त
αυτόματα	स्वचलित
αυτόματα	स्वचालित
γυμναστήριο	जिम
λίμνες	झीलें
λίμνες	झीलों
χαν	ख़ान
χαν	khan
χαν	खां
χαν	खान
χαν	हान
νόμους	कानून
λήψη	डाउनलोड
λήψη	लें
λήψη	ले
λήψη	लो
χριστιανοί	क्रिश्चियन
χριστιανοί	क्रिस्चियन
χριστιανοί	ईसाई
χριστιανοί	ईसाइयों
εμφανίζει	प्रदर्शक
οπτική	दृष्टि
οπτική	विज़ुअल
οπτική	प्रकाशिकी
ενίσχυση	सहायता
αποκατάσταση	जीर्णोद्धार
αποκατάσταση	पुनरुद्धार
αποκατάσταση	बहाली
αποκατάσταση	पुनर्वास
διευθυντή	निर्देशक
διευθυντή	निदेशक
ευγενείς	नोबल
ευγενείς	प्रतिष्ठित
μάρκος	मार्कोस
δέρμα	चमड़ा
δέρμα	चमड़े
δέρμα	चमड़ी
δέρμα	त्वचा
δέρμα	स्किन
οθόνη	परदा
οθόνη	स्क्रीन
οθόνη	मॉनीटर
οθόνη	मॉनिटर
σάο	साओ
τουρκικά	तुर्की
μίλια	मील
προτείνω	अनुशंसा
προτείνω	सुझाएँ
ιδρύματα	संस्थाओं
ιδρύματα	संस्थानों
ήχο	ध्वनि
ήχο	आडियो
ήχο	ऑडियो
στόλος	बेड़े
σκωτία	स्कॉटलैंड
ίδιοι	समान
ίδιοι	वही
ακτινοβολία	विकिरण
έγκλημα	क्राइम
έγκλημα	अपराध
έγκλημα	जुर्म
έγκλημα	अपराधों
δουκάτο	duchy
συσκευές	उपकरण
συσκευές	उपकरण
συσκευές	युक्ति
συσκευές	औज़ार
συσκευές	डिवाइस
παράγουν	उपज
γιαν	jan
γιαν	जन
ρωμαίος	रोमन
ρωμαίος	रोमियो
τάφος	मज़ार
τάφος	मकबरा
τάφος	कब्र
τάφος	संगीन
σχολές	विद्यालय
σχολές	स्कूल
σχολές	स्कूलों
ρίζα	जड़
ρίζα	रूट
κοινωνικά	सामाजिक
κοινωνικά	सोशल
σωστό	सही
σωστό	सही
κομητεία	लैन
κομητεία	काउंटी
κεφάλαιο	सूरा
κεφάλαιο	अध्याय
κεφάλαιο	राजधानी
κεφάλαιο	पूंजी
πνευματική	आध्यात्मिक
πνευματική	बौद्धिक
εκδότης	प्रकाशक
εκδότης	संपादक
εκδότης	एडिटर
εκδότης	जारीकर्ता
χρυσά	सुनहरा
χρυσά	गोल्डन
χρυσά	सुनहरी
χρυσά	सोने
χρυσά	सोना
χρυσά	गोल्ड
χρυσά	स्वर्ण
χρυσά	सुनहरा
παλαιότερη	पुराने
παλαιότερη	पुराना
παλαιότερη	वृद्ध
παλαιότερη	पुरानी
υψηλό	हाई
υψηλό	आलीशान
υψηλό	उच्च
υψηλό	ऊँची
παραδοσιακό	पारम्परिक
παραδοσιακό	पारंपरिक
παραδοσιακό	परंपरागत
όρη	kyu
μοναδικός	अनोखा
μοναδικός	अनूठा
μοναδικός	बेजोड़
μοναδικός	अद्वितीय
παραλλαγή	variant
παραλλαγή	चर
παραλλαγή	रूपांतर
παραλλαγή	विभिन्नता
σκοτώθηκαν	मारे
ζακ	zac
ζακ	ज़ाक
φινλανδία	फ़िनलैंड
φινλανδία	फिनलैंड
επιδρομές	छापे
νωρίς	जल्दी
μάτι	नेत्र
μάτι	आँख
μάτι	आंख
μάτι	नजर
συλλογικό	सामूहिक
ύμνος	गान
κανάλια	चैनल
κανάλια	चैनलों
κανάλια	चैनल्स
κανάλια	नहरों
νορβηγία	नॉर्वे
νορβηγία	नार्वे
ορυκτά	मिनरल्स
ορυκτά	खनिज
ορυκτά	खनिज
ιδιοκτησία	संपत्ति
ιδιοκτησία	गुण
ιδιοκτησία	सम्पत्ति
ιδιοκτησία	प्रॉपर्टी
ιδιοκτησία	स्वामित्व
είσοδος	प्रवेश
είσοδος	प्रवेश
είσοδος	इनपुट
είσοδος	एन्ट्री
είσοδος	एंट्री
είσοδος	प्रविष्टि
αποσαφήνιση	बहुविकल्पी
αποσαφήνιση	स्पष्टीकरण
μεσόγειο	भूमध्यसागरीय
αεροσκαφών	विमान
αεροσκαφών	वायुयान
πάντοτε	हमेशा
πάντοτε	सदा
χάρτες	नक्शे
χάρτες	मानचित्र
χοσέ	जोस
χοσέ	जोस
ζηλανδία	जीलैंड
κυβερνήσεις	सरकारों
κυβερνήσεις	सरकारें
μαξ	अधिकतम
επαγγελματίας	पेशेवर
επαγγελματίας	प्रो
αντίστασης	प्रतिरोध
συστηματική	प्रणालीगत
συστηματική	व्यवस्थित
κινητήρες	इंजन
ίχνη	ट्रैक
ίχνη	ट्रैक्स
ίχνη	ट्रेस
μηνών	महीनों
μηνών	माह
μηνών	महीने
σπορ	खेल
σπορ	क्रीड़ा
σπορ	खेलकूद
σπορ	स्पोर्ट्स
σπορ	खेल
διαστάσεων	आयामी
στρατηγική	कार्यनीति
στρατηγική	रणनीति
δημοσίευση	पोस्टिंग
δημοσίευση	प्रकाशित
δημοσίευση	प्रकाशन
δημοσίευση	प्रकाशित
δημοσίευση	पोस्ट
βιβλιοθήκες	लाइब्रेरी
βιβλιοθήκες	पुस्तकालय
βιβλιοθήκες	पुस्तकालयों
ανακοίνωση	घोषणा
ανακοίνωση	संचार
ευρύ	वाइड
ευρύ	व्यापक
ευρύ	चौड़ी
κόμικς	कॉमिक्स
σκάφη	नौकाएँ
σκάφη	जहाज
σκάφη	जहाजों
σκάφη	बरतन
γνώσεις	ज्ञान
απαραίτητη	जरुरी
ζώνες	बेल्ट
θύματα	पीड़ित
θύματα	पीड़ितों
επιθετικός	आक्रामक
επιθετικός	स्ट्राइकर
πετρούπολη	पीटर्सबर्ग
πνευματικά	आध्यात्मिक
πνευματικά	मानसिक
άλμα	कूद
άλμα	जम्प
άλμα	लीप
άλμα	छलांग
άλμα	अल्मा
πολιτικούς	राजनेता
δήλωση	वक्तव्य
δήλωση	स्टेटमेंट
δήλωση	कथन
δήλωση	बयान
δήλωση	डिक्लेरेशन
δήλωση	घोषणा
θέα	देखें
θέα	दृश्य
ολυμπιάδα	ओलंपियाड
ουκρανίας	यूक्रेन
ουκρανίας	युक्त
ουκρανίας	यूक्रेनी
ηθική	नैतिक
ηθική	नैतिकता
ηθική	आचार
ηθική	नैतिक
ηθική	moral
ηθική	नैतिकता
ηθική	नैतिकता
ξύλο	वुड
ξύλο	लकड़ी
ξύλο	लकडी
ανάγνωση	पढ़ें
ανάγνωση	पढ़े
ανάγνωση	पढ़ा
ανάγνωση	पढ़ना
ανάγνωση	पढना
ναπολέοντα	नेपोलियन
αλή	अली
μαθηματικός	गणितीय
μαθηματικός	गणित
μαθηματικός	गणितज्ञ
λίβερπουλ	लिवरपूल
μιλάνο	मिलाने
μιλάνο	मिलन
μιλάνο	मिलियन
μιλάνο	मिलान
νεότερη	नया
νεότερη	नई
νεότερη	नए
θερμότητα	गर्मी
θερμότητα	गरमी
θερμότητα	हीट
θερμότητα	ऊष्मा
γερουσία	सीनेट
αε	roi
εξελίχθηκε	विकसित
προσωπικού	कार्मिक
προσωπικού	कर्मियों
λάρισα	लरिसा
αργά	देरी
αργά	देर
αργά	लेट
αργά	धीमे
αργά	धीमा
αργά	स्लो
αργά	मन्द
αργά	slow
αργά	धीमे
αργά	धीरे
εκδήλωση	ईवेंट
εκδήλωση	घटना
εκδήλωση	कार्यक्रम
εκδήλωση	इवेंट
αύγουστος	अगस्त
καθηγητές	शिक्षकों
καθηγητές	शिक्षक
τοπίο	नजारा
τοπίο	परिदृश्य
τοπίο	आड़ा
τοπίο	लैंडस्केप
κανόνας	शासन
κανόνας	नियम
ιερός	पवित्र
όγκο	आवाज
όγκο	वाल्यूम
όγκο	आयतन
όγκο	आवाज़
ξεχωριστά	जुदा
ξεχωριστά	अलग
ξεχωριστά	पृथक
μουσικούς	संगीतकार
μουσικούς	संगीतकारों
άγνωστη	अज्ञात
άγνωστη	अनजान
κατάλληλη	उपयुक्त
κατάλληλη	उचित
κατάλληλη	उपयुक्त
εξώφυλλο	आवरण
εξώφυλλο	कवर
σχεδιασμός	नियोजन
σχεδιασμός	डिजाइन
σχεδιασμός	डिज़ाइन
ναυτικών	सीमेन
ανθρώπινο	मनुष्य
ανθρώπινο	मानव
ανθρώπινο	इंसान
τζόουνς	जोन्स
αντόνιο	एंटोनियो
αντόνιο	अंतोनियो
αδέλφια	सहोदर
αδέλφια	ब्रदर्स
αδέλφια	भाइयों
αδέλφια	भाईयो
αδέλφια	भाइयो
σουδάν	रवि
σουδάν	सूडान
εύρος	सीमा
εύρος	दायरा
θρησκευτικές	धार्मिक
ευρεία	ब्रॉड
ευρεία	व्यापक
υποστηρικτές	समर्थक
λατρεία	सजदे
λατρεία	पुजा
λατρεία	पूजा
λατρεία	उपासना
λατρεία	इबादत
σύμβαση	संविदा
σύμβαση	अनुबंध
σύμβαση	कन्वेंशन
σύμβαση	सम्मेलन
κακή	खराब
κακή	ख़राब
ορισμός	परिभाषा
ιταλικό	इतालवी
τυχαία	बेतरतीब
τυχαία	यादृच्छिक
τυχαία	आकस्मिक
πετρελαίου	तेल
πετρελαίου	ऑयल
πετρελαίου	आयल
πετρελαίου	पेट्रोलियम
ντράμερ	वादक
ακρωτήριο	केप
σικελίας	सिसिली
μπάλα	गेंद
μπάλα	बॉल
συνεχείς	निरंतर
συνεχείς	लगातार
συνεχείς	सतत
συνεχείς	निरन्तर
επισκέπτες	विज़िटर
επισκέπτες	मेहमान
επισκέπτες	गेस्ट
επισκέπτες	अतिथि
συσκευή	उपकरण
συσκευή	युक्ति
συσκευή	डिवाइस
συσκευή	यंत्र
απαιτήσεις	आवश्यकताओं
απαιτήσεις	आवश्यकताएँ
απαιτήσεις	मांगों
απαιτήσεις	मांगो
απαιτήσεις	मांगें
απαιτήσεις	मांगे
απαιτήσεις	दावे
απαιτήσεις	दावा
κονγκό	कांगो
υδρογόνο	हाइड्रोजन
εβραίοι	यहूदी
εβραίοι	यहूदी
εβραίοι	यहूदियों
κατάρρευση	विश्लेषण
κατάρρευση	पतन
κινείται	चलती
επιχείρημα	तर्क
χρήσεις	उपयोग
τομέας	सेक्टर
μετατροπή	रूपांतरण
μετατροπή	परिवर्तन
μετατροπή	रूपांतरित
μετατροπή	परिवर्तित
μετατροπή	रूपांतरित
μετατροπή	बदलें
εισόδου	एन्ट्री
εισόδου	एंट्री
εισόδου	प्रविष्टि
εισόδου	इनपुट
γεωγραφικά	भौगोलिक
γεωγραφικά	भौगोलिक
αικατερίνη	कैथरीन
επιχειρήματα	वितर्क
φρουρά	गार्ड
άγνωστα	अज्ञात
άγνωστα	अनजान
εκπομπές	उत्सर्जन
όπλο	शस्त्र
όπλο	शस्त्रों
όπλο	हथियार
όπλο	बंदूक
όπλο	गन
νεαρός	युवा
νεαρός	जवान
νεαρός	यंग
γραμμένο	लिखी
γραμμένο	लिखा
πέτρα	पत्थर
πέτρα	स्टोन
πέτρα	पीट्रा
πέτρα	शैल
πέτρα	रॉक
πέτρα	चट्टान
κύκλους	वृत्त
κύκλους	चक्र
θείο	सल्फर
θείο	गंधक
θείο	सल्फर
θείο	गंधक
ανταλλαγή	व्यापार
ανταλλαγή	विनिमय
ανταλλαγή	एक्सचेंज
λέων	सिंगापूर
λέων	शेर
λέων	लियोन
λέων	लिओन
λέων	सिंह
λέων	leo
αναγνωρίστηκε	पहचाना
αναγνωρίστηκε	पहचाना
νίκο	निको
νίκο	निको
καταστήματα	शॉप
καταστήματα	दुकानें
καταστήματα	दुकानें
καταστήματα	स्टोर
καταστήματα	स्टोर्स
παρατήρηση	अवलोकन
μόνιμη	स्थायी
μόνιμη	स्थाई
κροατία	क्रोएशिया
παντρευτεί	बुध
παντρευτεί	बुधवार
πρωταθλητή	चैम्पियन
πρωταθλητή	champ
πρωταθλητή	चैम्पियन
πρωταθλητή	चैंपियन
βασίλη	क्लॉस
δευτερόλεπτα	सेकेण्ड
δευτερόλεπτα	सेकंड
δευτερόλεπτα	सेकण्ड
δευτερόλεπτα	सेकेंड
τζων	जॉन
αρχιτέκτονα	वास्तुकला
αρχιτέκτονα	आर्किटेक्ट
αρχιτέκτονα	वास्तुकार
αρχιτέκτονα	वास्तु
ουίλιαμ	विलियम
ντελ	डेल
ντελ	डेल
αμυντικός	रक्षात्मक
ηχώ	इको
ηχώ	प्रतिध्वनि
ηχώ	गूँज
ηχώ	गूंज
αγώνισμα	ईवेंट
αγώνισμα	घटना
αγώνισμα	कार्यक्रम
αγώνισμα	इवेंट
απόσπασμα	कोट
απόσπασμα	उद्धरण
απόσπασμα	दस्ता
απόσπασμα	दस्ते
απόσπασμα	स्क्वाड
απόσπασμα	निकालें
πέναλτι	पेनल्टी
πέναλτι	दंड
κατανόηση	समझ
κατανόηση	समझना
ναζί	नाजी
κορυφές	टॉप
κορυφές	चढे
κορυφές	पार्ट्स
κορυφές	चोटियों
αστέρια	तारों
αστέρια	तारे
αστέρια	सितारे
αστέρια	तारें
αστέρια	सितारों
δημοσιεύτηκε	प्रकाशित
λευκή	सफेद
λευκή	सफ़ेद
λευκή	श्वेत
συγγενείς	आत्मीय
συγγενείς	रिश्तेदार
συγγενείς	रिश्तेदारों
λουί	लुई
διαταγή	क्रम
διαταγή	ऑर्डर
διαταγή	आदेश
διαταγή	अनुक्रम
πολιτιστική	सांस्कृतिक
περιορισμένη	limited
περιορισμένη	सीमित
περιορισμένη	प्रतिबंधित
μετακίνηση	चाल
μετακίνηση	मूव
μετακίνηση	चलती
μετακίνηση	आन्दोलन
μετακίνηση	आंदोलन
μετακίνηση	गति
ουάσινγκτον	वाशिंगटन
ουάσινγκτον	वॉशिंगटन
πω	कहें
πω	बोलो
πω	कह
κύματα	लहरों
κύματα	लहरें
αναπτυχθεί	विकसित
φύλλο	पत्ती
φύλλο	पत्ता
φύλλο	शीट
φύλλο	चादर
ελληνιστική	hellenistic
εφαρμόζεται	लागू
εφαρμόζεται	लागू
μεταφράσεις	अनुवाद
μικρότερες	छोटी
περιλαμβάνεται	शामिल
οργανισμοί	संगठन
οργανισμοί	जीवों
οργανισμοί	संगठनों
νεκροί	मर
νεκροί	मुर्दे
μεσογείου	भूमध्यसागरीय
ψηλά	हाई
ψηλά	आलीशान
ψηλά	उच्च
ψηλά	ऊँची
εξωτερικά	बाहरी
εξωτερικά	बाह्य
επίδοση	निष्पादन
επίδοση	प्रदर्शन
μύθο	मिथक
επώνυμο	बेनाम
επώνυμο	सरनेम
επώνυμο	उपनाम
συστατικά	संघटक
κορέας	कोरिया
κορέας	कोरियाई
πολιτιστικό	सांस्कृतिक
ισλάμ	इस्लाम
ισλάμ	islam
ρωμαϊκό	रोमन
πεθαίνει	मरता
πεθαίνει	मरना
γαλαξία	गैलेक्सी
γαλαξία	आकाशगंगा
στέμμα	ताज
στέμμα	मुकुट
στέμμα	क्राउन
ακριβής	सटीक
ακριβής	सटीक
αίτημα	अनुरोध
αίτημα	आग्रह
αίτημα	निवेदन
πόλεμοι	वॉर्स
πόλεμοι	युद्धों
στρατιωτικά	मिलिट्री
στρατιωτικά	सैनिक
στρατιωτικά	फौजी
στρατιωτικά	सैन्य
πλήρωμα	दल
πλήρωμα	क्रू
διανομή	वितरण
χώροι	परिसर
χώροι	प्रांगण
χώροι	साइटें
χώροι	साइट्स
χώροι	साइट
χώροι	स्पेसेस
σικάγο	शिकागो
επιστολές	letters
επιστολές	अक्षर
σταθερό	स्थिर
σταθερό	तय
σταθερό	फिक्स्ड
αθλήματα	क्रीड़ा
αθλήματα	खेलकूद
αθλήματα	स्पोर्ट्स
αθλήματα	खेल
διαθέσιμο	उपलब्ध
διαθέσιμο	उपलब्धियाँ
έθνος	देश
έθνος	राष्ट्र
έθνος	स्वदेश
εμπρός	आगे
στενή	संकीर्ण
στενή	तंग
στενή	सीमित
πολίτης	नागरिक
παρέμβαση	इंटरफेस
παρέμβαση	हस्तक्षेप
παρέμβαση	हस्तक्षेप
ένοπλες	सशस्त्र
ένοπλες	हथियारबंद
λάδι	तेल
λάδι	ऑयल
λάδι	आयल
σιδήρου	लोहा
σιδήρου	लोहे
σιδήρου	लौह
σιδήρου	आयरन
αριστερή	बायां
αριστερή	शेष
αριστερή	बाएं
αριστερή	बाएँ
έντονο	तीव्र
πυρκαγιά	फायर
πυρκαγιά	अग्नि
πυρκαγιά	आग
μέτρηση	मूल्यांकन
μέτρηση	माप
μέτρηση	मापन
επιχειρηματίας	व्यापारी
επιχειρηματίας	व्यवसायी
επιχειρηματίας	बिजनेसमैन
επιχειρηματίας	उद्यमी
επιχειρηματίας	उद्यमियों
επιχειρηματίας	entrepreneur
επιχειρηματίας	उद्देश्यों
επιχειρηματίας	उद्योगों
χαρά	खुशी
χαρά	जॉय
χαρά	आनन्द
χαρά	ख़ुशी
έγγραφο	दस्तावेज
έγγραφο	दस्तावेज़
καταγραφή	रिकार्डिंग
καταγραφή	रिकॉर्डिंग
καταγραφή	रजिस्ट्रेशन
καταγραφή	पंजीकरण
παρόμοιες	समान
μετάδοση	संचरण
μετάδοση	प्रेषण
μετάδοση	हस्तांतरण
μετάδοση	प्रसारण
μετάδοση	ब्रॉडकास्ट
μετάδοση	प्रसारण
ψυχή	आत्मा
αντιπάλους	प्रतिद्वंद्वी
αντιπάλους	विरोधियों
αντιπάλους	प्रतिद्वंद्वियों
αξίζει	लायक
τείχος	दीवार
τείχος	wall
τείχος	वॉल
ιστορικούς	इतिहासकारों
οικία	आवास
οικία	निवास
πτολεμαίος	टॉलेमी
θηλυκό	स्त्री
θηλυκό	महिला
θηλυκό	मादा
χιλ	पहाड़ी
χιλ	हिल
ζημιές	क्षतिपूर्ति
ζημιές	नुक्सान
ζημιές	नुकसान
ζημιές	क्षति
πέφτει	प्रपात
πέφτει	झरना
πέφτει	जलप्रपात
ομιλία	स्पीच
ομιλία	भाषण
ομιλία	वाक्
ομιλία	वाक
ελπίδα	उम्मीद
ελπίδα	होप
ελπίδα	आशा
σύλληψη	गिरफ़्तारी
σύλληψη	गिरफ्तार
σύλληψη	गिरफ्तारी
σύλληψη	गिरफ़्तार
σύλληψη	कैप्चर
λευκωσία	निकोसिया
αίτηση	एप्लिकेशन
αίτηση	आवेदन
αίτηση	अनुप्रयोग
αίτηση	अनुरोध
αίτηση	आग्रह
αίτηση	निवेदन
χημικά	रसायन
χημικά	केमिकल
χημικά	रासायनिक
χημικά	रसायन
σικελία	सिसिली
πλούσιο	रिच
πλούσιο	अमीर
πλούσιο	समृद्ध
πτυχίο	डिप्लोमा
πτυχίο	diploma
πτυχίο	डिग्री
πτυχίο	उपाधि
γρήγορη	त्वरित
γρήγορη	क्विक
γρήγορη	जल्दी
γρήγορη	तीव्र
γρήγορη	फास्ट
γρήγορη	फ़ास्ट
γρήγορη	तेज
γρήγορη	तेज़
εξοπλισμό	गियर
ενδεχομένως	संभवतः
εκπαιδευτικό	शैक्षिक
εκπαιδευτικό	शैक्षणिक
σοβαρή	गंभीर
σοβαρή	कठोर
ιατρός	चिकित्सक
βαριά	भारी
ουρανό	आसमानी
ουρανό	आकाश
ουρανό	आसमां
ουρανό	आसमान
κόντρα	contra
κόντρα	खिलाफ
κόντρα	विरुद्ध
κόντρα	विरूद्ध
ταξίδια	यात्राएं
ταξίδια	यात्रा
ταξίδια	सफर
ταξίδια	ट्रेवल्स
ταξίδια	यात्राएं
ταξίδια	यात्राएँ
θετικές	सकारात्मक
θετικές	धनात्मक
φάσεις	स्टेज
φάσεις	चरण
ήρωες	वीरों
ήρωες	नायक
κρις	क्रिस
προορισμό	मंज़िल
προορισμό	गंतव्य
σκοτώσει	किल
σκοτώσει	मारो
σκοτώσει	मार
επιδόσεις	निष्पादन
επιδόσεις	प्रदर्शन
τριάντα	thirty
τριάντα	तीस
σταθμούς	स्टेशन
διαλυτότητα	घुलनशीलता
αντικατάσταση	बदलें
αντικατάσταση	मिटाकर
αντικατάσταση	प्रतिस्थापन
αντικατάσταση	स्थानापन्न
αντικατάσταση	प्रतिस्थापन
αντικατάσταση	बदला
αντικατάσταση	बदलना
βιομηχανική	औद्योगिक
συνεργάτης	साथी
συνεργάτης	पार्टनर
συνεργάτης	साझेदार
συνεργάτης	संगी
συνεργάτης	सहकर्मी
συνεργάτης	सहयोगी
συνεργάτης	एसोसिएट
συνεργάτης	संबद्ध
κλαμπ	क्लब
κλαμπ	क्लबों
κλαμπ	चिड़ी
κλαμπ	क्लब
αλφάβητο	लिपि
αλφάβητο	वर्णमाला
εσωτερικά	आंतरिक
εσωτερικά	आन्तरिक
εσωτερικά	आतंरिक
επιρροές	प्रभाव
περού	पेरू
έπαιζε	निभाई
σεναριογράφος	screenwriter
αστερισμό	तारामंडल
αστερισμό	नक्षत्र
υποχρεώσεις	दायित्वों
υποχρεώσεις	देनदारी
υποχρεώσεις	प्रतिज्ञाओं
σπήλαιο	गुफ़ा
σπήλαιο	गुफा
δέλτα	डेल्टा
μπράιαν	ब्रायन
ιδιωτική	प्राइवेट
ιδιωτική	निजी
θετικά	सकारात्मक
θετικά	धनात्मक
δυσκολίες	कठिनाई
δυσκολίες	परेशानी
δυσκολίες	कठिनाइयों
τάφο	मज़ार
τάφο	मकबरा
τάφο	कब्र
τάφο	संगीन
στάλθηκε	भेजी
στάλθηκε	प्रेषित
στάλθηκε	भेजा
