veleposlanik	nagykövet
nepričakovano	váratlanul
nepričakovano	váratlan
regionalno	regionális
regionalno	regionálisan
priznani	felismert
priznani	elismert
izvoz	export
izvoz	kivitel
izvoz	exportálni
izvoz	export
izvoz	kivitel
izvoz	kiviteli
katerokoli	bármelyik
katerokoli	bármely
katerokoli	bármilyen
strel	lőtt
strel	lelőtték
strel	lövés
prevodnost	vezetőképesség
montrealu	montreali
express	express
express	expressz
nadomesti	helyettesíti
nadomesti	felülírja
nadomesti	helyettesíteni
geografska	földrajzi
slikanje	festés
slikanje	festmény
slikanje	képalkotó
petdeset	ötven
petdeset	fifty
men	férfi
men	férfiak
men	emberek
opozarja	figyelmeztet
gnus	undor
izvolitev	választási
izvolitev	választás
izvolitev	választások
fleming	fleming
strupene	mérgező
udarci	fúj
udarci	ütések
udarci	ütéseket
sveže	frissen
sveže	friss
sveže	frissen
templjev	templomok
butler	butler
butler	inas
butler	komornyik
mešanje	keverés
mešanje	keverési
regina	regina
stavki	sztrájk
stavki	csapás
stavki	mondatok
stavki	kifejezéseket
stavki	kifejezések
stavki	ítéletek
stavki	mondatok
stavki	mondat
fontana	szökőkút
fontana	kút
mačke	macskák
mačke	cicák
relikvije	ereklyéket
salvador	salvador
kap	stroke
kap	agyvérzés
kap	löket
trajanje	időtartam
trajanje	időtartama
innsbrucku	innsbruck
magdalena	magdolna
magdalena	magdalena
riga	riga
serijsko	soros
serijsko	sorozat
jerry	jerry
najdeni	megtalált
najdeni	megtaláltam
najdeni	talált
prijateljica	barát
prijateljica	barátom
zvestobo	hűség
zvestobo	hűség
weiss	weiss
centrov	központok
starše	szülei
starše	szülők
starše	szüleim
volumen	kötet
volumen	térfogat
volumen	mennyiség
volumen	volumen
približek	proxy
vito	vito
ustanovitelji	alapítók
tel	tel
izvršni	végrehajtó
izvršni	ügyvezető
lado	lado
afganistanu	afganisztán
afganistanu	afganisztáni
koristno	hasznos
koristno	segítőkész
koristno	hasznos
nadaljevalo	folyamatos
nadaljevalo	folytatása
nadaljevalo	folytatta
nadaljevalo	folytatás
nadaljevalo	folytatódott
vzela	vette
vzela	elvitte
okuženih	fertőzöttek
okuženih	fertőzött
okuženih	megfertőződött
renato	renato
kmetijsko	mezőgazdasági
kmetijsko	mezőgazdaság
kmetijsko	agrár
sončno	napsütés
sončno	napfényes
sončno	napos
sončno	sunny
sončno	napenergia
zbira	gyűjt
zbira	összegyűjti
zbira	gyűjti
štirideset	negyven
tkiv	szövetek
pero	toll
pero	pero
pero	pen
pero	tollat
pero	toll
johanna	johanna
avro	avro
partner	társ
partner	partner
partner	társa
partner	társam
kolidž	kollégium
kolidž	főiskola
kolidž	egyetem
brest	brest
znamk	márkák
črn	fekete
črn	black
naključno	véletlenszerűen
naključno	random
naključno	véletlenszerű
naključno	véletlen
saab	saab
denarno	monetáris
usmerjeni	rendezte
usmerjeni	rendezett
usmerjeni	irányított
sedeži	nyergek
sedeži	ülések
sedeži	ülés
toulouse	toulouse
felice	felice
hranil	tápanyagok
hranil	tápanyag
hranil	tápanyag
balkan	balkáni
balkan	balkán
balkan	balkáni
balkan	balkán
kapitala	főváros
kapitala	tőke
izjava	nyilatkozat
izjava	nyilatkozata
izjava	kimutatás
izjava	állítás
izjava	kijelentés
izjava	nyilatkozat
izjava	nyilatkozata
gorsko	hegyen
gorsko	hegyi
gorsko	hegy
gorsko	hegyek
opazovalec	megfigyelő
opazovalec	megfigyelői
opazovalec	megfigyelők
celični	porózus
celični	sejt
sirijo	szíriában
sirijo	szíria
ustanovni	alapító
obiskovalce	látogatók
obiskovalce	látogatói
obiskovalce	látogató
nino	nina
nino	nino
emanuel	emanuel
plesa	tánc
plesa	táncolni
plesa	táncol
suhe	szárazon
suhe	száraz
realizem	realizmus
priseljenci	migráns
priseljenci	bevándorlók
priseljenci	migránsok
priseljenci	bevándorlók
sredozemsko	mediterrán
izraelski	izraeli
izraelski	izraeliek
izraelski	izraeli
izraelski	izrael
izgine	eltűnik
izgine	eltűnik
zbrana	beszedett
zbrana	begyűjtött
zbrana	összeszedett
zbrana	összegyűjtött
zbrana	gyűjtött
zima	tél
zima	téli
zima	télen
obtok	forgalomba
sands	homok
sands	sands
natalija	natalja
natalija	natalia
frekvenca	frekvencia
frekvenca	gyakoriság
frekvenca	gyakorisága
ipa	ipa
zdravstvo	egészségügy
strmo	meredek
vejo	branch
vejo	ág
violina	hegedű
nemščina	németül
nemščina	német
fry	fry
willy	willy
demokrat	demokraták
demokrat	demokrata
vzdržuje	fenntartja
dvignil	felemelte
klarinet	klarinét
vesela	boldogság
vesela	boldog
prebiva	tartózkodó
jezikoslovje	nyelvészet
luksemburg	luxemburgi
luksemburg	luxemburgban
luksemburg	luxemburg
luksemburg	luxembourg
božanstva	istenségek
peska	homok
kardinali	bíborosok
magyar	magyar
učinkoviti	hatékony
učinkoviti	hatékonyan
učinkoviti	eredményes
učinkoviti	hatékony
učinkoviti	hatásos
učinkoviti	effektív
učinkoviti	eredményes
lase	haj
lase	szőr
romane	regényeket
romane	regény
roža	virág
roža	virágos
poslopja	épületek
natančnost	precíziós
natančnost	pontosság
natančnost	pontosság
carmen	carmen
evro	euró
evro	euróban
evro	euro
zavarovanje	fedezet
zavarovanje	biztosíték
zavarovanje	biztosíték
zavarovanje	biztosítási
zavarovanje	biztosítás
susan	susant
susan	susan
tropskih	trópusi
