kolář	kolář
řidiče	kierowców
řidiče	sterowniki
řidiče	kierowca
řidiče	sterownik
řidiče	kierowcy
oddělené	rozdzielone
oddělené	oddzielone
oddělené	osobne
oddělené	odrębne
oddělené	oddzielne
vyhláška	rozporządzenie
vyhláška	zarządzenia
vyhláška	zarządzenie
vyhláška	dekret
neštěstí	pecha
neštěstí	nieszczęście
neštěstí	nieszczęścia
neštěstí	katastrofy
neštěstí	katastrofa
neštěstí	klęska
wiener	wiener
aktivních	aktywne
aktivních	aktywna
aktivních	aktywni
aktivních	aktywny
aktivních	czynne
loví	poluje
velvyslanectví	ambasady
velvyslanectví	ambasady
velvyslanectví	ambasadzie
velvyslanectví	ambasada
ovlivnit	wpływ
ovlivnit	wpływy
svobodná	jednolitego
svobodná	single
svobodná	pojedynczy
svobodná	singiel
svobodná	pojedyncze
kovy	metale
kovy	metalowe
kovy	metalowy
kovy	metal
kovy	metale
sinclair	sinclair
pilotní	pilocie
pilotní	pilot
zobrazí	pokazy
zobrazí	pokazuje
nepřátel	wrogów
nepřátel	wrogowie
hradecká	hradecká
architektonické	architektoniczne
architektonické	architektury
inteligentní	inteligentna
inteligentní	inteligentny
inteligentní	inteligentne
tyčinky	kije
kyselin	kwasy
kyselin	kwasów
přímá	bezpośrednia
přímá	bezpośredni
přímá	bezpośrednie
přímá	direct
italia	italia
vkládá	brzmieniu
zimy	winters
zimy	zimy
obhájce	obrońca
obhájce	obrońcę
obhájce	obrońcy
larry	larry
rozložení	dystrybucji
rozložení	dystrybucja
rozložení	rozkład
rozložení	układ
rozložení	rozmieszczenie
finance	finansowania
finance	finansowanie
finance	finanse
finance	finansów
finance	finanse
finance	finanse
norma	norma
norma	normę
norma	norma
norma	normę
norma	normy
norma	norm
norma	standardowy
norma	standardowa
norma	norma
norma	standardowe
norma	standard
příkazy	poleceń
příkazy	komendy
příkazy	polecenia
příkazy	rozkazy
příkazy	zamówienia
napsali	napisała
napsali	napisali
napsali	pisał
napsali	napisałeś
napsali	napisał
blake	blake
opakované	powtarza
opakované	powtórzyć
opakované	powtarzalne
čluny	łodzi
čluny	łódki
čluny	łodzie
čluny	barek
čluny	barki
zpíval	śpiewała
zpíval	sang
zpíval	śpiewał
dovnitř	wewnątrz
osobám	osoby
soukromí	prywatności
soukromí	prywatność
podlaží	piętrze
podlaží	piętro
podlaží	podłoga
luk	łuk
vzory	wzory
vzory	modeli
vzory	modelki
vzory	modele
vzory	wzory
vzory	schematy
vzory	wzorce
vzory	wzory
vzory	projekty
podpořit	wsparcia
podpořit	wsparcie
podpořit	wspieranie
olympic	olimpijski
olympic	olympic
olympic	olimpijskie
zraněn	ranni
zraněn	ranny
zraněn	ranna
zraněn	ranna
zraněn	ranny
zraněn	zraniony
zraněn	ranni
vkládání	osadzanie
volná	wolne
volná	wolna
volná	wolny
volná	bezpłatne
volná	free
temné	dark
temné	ciemno
temné	ciemne
temné	ciemna
temné	ciemny
stockholmu	sztokholmu
stockholmu	sztokholmie
řádek	wiersz
řádek	linia
řádek	line
řádek	linii
řádek	rząd
řádek	wiersz
řádek	row
jürgen	jürgen
pokorný	skromny
pokorný	skromna
pokorný	skromne
zkratkou	skróty
zkratkou	skrót
studuje	studiuje
posun	przesunięcie
posun	shift
potvrzeno	potwierdzona
potvrzeno	potwierdzam
potvrzeno	potwierdzono
potvrzeno	potwierdzone
slabé	słaby
slabé	słabo
slabé	słaba
slabé	słabe
tmavé	dark
tmavé	ciemno
tmavé	ciemne
tmavé	ciemna
tmavé	ciemny
germain	germain
texasu	teksasu
texasu	teksas
texasu	texas
bull	byka
bull	byk
bull	bull
spektra	widma
spektra	widma
spektra	widmo
spektra	spektrum
sedmý	siódmy
sedmý	siódmego
sedmý	siódmej
sedmý	siódme
sedmý	siódma
mann	mann
sochařství	rzeźbienia
obdobné	analogiczny
obdobné	analogiczne
obdobné	podobni
obdobné	podobna
obdobné	podobny
obdobné	podobne
ana	ana
zvýšené	zwiększone
zvýšené	zwiększona
zvýšené	zwiększony
zvýšené	zwiększenie
zvýšené	podwyższone
zvýšené	podniesiony
pokrok	progress
pokrok	postępu
pokrok	postępy
pokrok	postęp
plavby	rejsy
ověření	autoryzacja
ověření	uwierzytelniania
ověření	zatwierdzanie
ověření	zatwierdzenie
ověření	walidacji
ověření	sprawdzenie
ověření	weryfikacja
ověření	weryfikacji
buk	buk
paulo	paulo
paulo	pauli
paulo	paula
vzestup	ascension
vzestup	powstań
provedeno	zrobione
potřeb	potrzebuje
potřeb	potrzeby
potřeb	potrzeb
náhodně	losowo
náhodně	przypadkowe
náhodně	przypadkowa
náhodně	przypadkowy
náhodně	losowo
náhodně	losowe
náhodně	przypadkowo
odměnu	nagrodę
odměnu	nagroda
grace	łaska
grace	grace
grace	łaski
oslavy	uroczystości
oslavy	obchody
oslavy	świętowanie
oslavy	uroczystości
oslavy	święto
oslavy	świętowania
oslavy	uroczystość
poddruh	podgatunki
dallas	dallas
zrychlení	przyspieszenie
zrychlení	przyspieszenia
útočiště	schronienie
útočiště	sanktuarium
útočiště	schronienie
čekat	czekanie
čekat	czeka
čekat	oczekiwanie
čekat	czekamy
čekat	czekam
organismy	organizmy
organismy	organizmów
obytné	mieszkaniowe
obytné	mieszkalnych
zachována	zatrzymanych
zachována	zachowane
zachována	zachowany
zachována	zatrzymana
zachována	zatrzymane
zachována	utrzymane
zachována	utrzymywane
zachována	utrzymana
zachována	zachowane
leonardo	leonardo
haas	haas
váže	wiąże
začleňování	włączenie
začleňování	integracja
začleňování	włączenia
vadí	niepokoi
mor	mor
mor	plagi
mor	plaga
mor	zaraza
mor	zarazy
mor	zaraza
mor	zarazy
fiala	fiala
arabsky	arabskie
arabsky	arabski
julian	julian
julian	juliana
estonsko	estonii
estonsko	estonia
missouri	missouri
saxofonista	saksofonista
jedině	tylko
přírodovědec	przyrodnik
obrat	obroty
obrat	obrót
obrat	obrotu
doklady	dokumenty
doklady	dokumentów
doklady	papiery
doklady	gazety
césar	caesar
césar	cezara
césar	cezar
césar	cesar
césar	césar
atlantis	atlantis
dávid	dávid
zásahy	interwencji
zásahy	interwencje
zásahy	interwencja
zásahy	interwencji
zásahy	interwencje
plošiny	platform
plošiny	platformy
viru	wirusów
viru	wirus
viru	wirusy
viru	wirusa
sestavy	zestawy
sestavy	zespoły
sestavy	zgromadzeń
mlýny	mills
ramat	ramat
podvozku	podwozia
podvozku	podwozie
podvozku	wózka
hamburku	hamburgu
hamburku	hamburg
nejdéle	najdłużej
nejdéle	najdłuższy
bývalí	byłych
bývalí	byłe
kantonů	kantonów
profilu	profil
profilu	profilu
kanadská	kanady
kanadská	kanadyjski
slam	slam
partner	partner
partner	partnerka
partner	partnerem
partner	partnera
partner	wspólnik
etnicky	etnicznie
konkurenční	konkurencyjna
konkurenční	konkurencyjne
konkurenční	konkurencyjny
konkurenční	konkurencyjnych
konkurenční	konkurencyjność
konkurenční	konkurencyjnych
konkurenční	konkurencyjne
transformace	przemiana
transformace	przemiany
transformace	transformacji
transformace	transformacja
transformace	przekształcenie
transformace	transformacje
transformace	przekształcenia
jonas	jonas
profesionál	zawodowe
profesionál	zawodowych
profesionál	profesjonalne
profesionál	profesjonalna
profesionál	profesjonalny
profesionál	profesjonalnie
havířov	hawierzów
inspiroval	inspiracja
inspiroval	zainspirowany
inspiroval	inspirujące
odpověděl	odpowiedział
odpověděl	odpowiedział
odpověděl	odpowiedział
odpověděl	odpowiedziało
gilles	gilles
zpravodaj	biuletyn
zpravodaj	newsletter
zpravodaj	biuletyn
zpravodaj	biuletynie
zpravodaj	sprawozdawcą
zpravodaj	sprawozdawcy
zpravodaj	sprawozdawca
přeložen	przeniesiony
přeložen	przeniesiona
přeložen	przeniesione
přeložen	przeniesiono
sdělení	komunikat
sdělení	komunikacja
sdělení	komunikacji
sdělení	komunikaty
sdělení	łączności
sdělení	komunikacja
sdělení	komunikacji
sdělení	łączność
pruh	lane
piloti	piloci
piloti	pilotów
oldfield	oldfield
důlní	wydobycie
důlní	górnictwa
důlní	kopalnia
plavidel	statki
plavidel	naczynia
deutscher	deutscher
koloniální	kolonialnej
muhammad	muhammad
hop	hop
ovce	owcy
ovce	owca
ovce	owiec
ovce	owce
superpohár	supercup
krakově	krakowa
krakově	krakowie
krakově	kraków
konfederace	konfederacji
konfederace	konfederacja
účetní	księgowych
účetní	księgowości
účetní	rachunkowość
účetní	księgowość
účetní	księgowy
účetní	rachunkowości
účetní	księgowa
účetní	księgowy
náboženský	religijny
náboženský	religijnych
náboženský	religia
náboženský	religijna
náboženský	religijne
hluboký	głęboka
hluboký	głęboki
hluboký	głęboko
hluboký	głębokie
hluboký	deep
synovec	bratanka
synovec	siostrzeniec
synovec	siostrzeńca
synovec	bratanek
pokusů	próby
nesmysl	nonsens
marketing	marketing
marketing	obrót
marketing	marketingu
hymna	hymn
rozšířená	rozszerzone
rozšířená	rozszerzona
rozšířená	rozszerzony
rozšířená	przedłużony
rozšířená	rozszerzone
rozšířená	rozszerzony
rozšířená	rozszerzona
potrubí	rurociągu
potrubí	rurociąg
potrubí	rurociągów
potrubí	rury
potrubí	rura
potrubí	fajkę
potrubí	hydraulika
zatčení	areszt
zatčení	aresztowanie
zatčení	aresztowany
zatčení	aresztowań
zatčení	aresztowania
nutná	niezbędny
nutná	konieczny
nutná	konieczna
nutná	niezbędne
nutná	konieczne
položek	elementy
položek	artykuły
položek	pozycji
položek	przedmioty
položek	pozycje
zpětně	wstecznie
frederick	frederick
frederick	fryderyk
opuštění	porzucenie
odborníci	specjalistów
odborníci	specjaliści
odborníci	profesjonalistów
odborníci	zawodowcy
odborníci	profesjonaliści
odborníci	specjaliści
odborníci	eksperci
odborníci	ekspertów
odborníci	specjalistów
odborníci	specjaliści
portugalské	portugalii
portugalské	portugalski
portugalské	portugalska
portugalské	portugalskie
portugalské	portugalskim
stanovena	ustanowiono
stanovena	ustanowione
stanovena	ustalono
stanovena	ustanowiony
stanovena	stałe
stanovena	stały
stanovena	stała
stanovena	ustalone
stanovena	ustalona
gov	gov
panorama	panorama
panorama	skyline
kancléř	kanclerz
alpha	alpha
alpha	alfa
mercury	mercury
mercury	rtęci
mercury	rtęć
jet	odrzutowiec
jet	jet
arménie	armenii
mozek	mózg
mozek	rozum
mozek	umysł
mozek	mózgu
mozek	mózg
mozek	mózgi
mozek	mózgów
zločin	przestępstwo
zločin	przestępstwo
zločin	przestępczość
zločin	przestępstwa
zločin	zbrodnie
zločin	zbrodni
zločin	zbrodnia
převod	przenoszenie
převod	transfer
převod	przeniesienie
převod	przelew
převod	przekazanie
převod	transferu
kanálů	kanałów
kanálů	kanały
ničení	zniszczenia
ničení	zniszczenie
ničení	niszczenie
cache	cache
zveřejnil	wysłany
zveřejnil	opublikowane
zveřejnil	opublikowano
zveřejnil	opublikował
zveřejnil	zamieszczone
návštěvníky	odwiedziny
návštěvníky	gości
návštěvníky	odwiedzający
návštěvníky	goście
návštěvníky	odwiedzających
dosáhli	osiągnięta
dosáhli	osiągnięte
dosáhli	osiągnął
dosáhli	osiągnięto
dosáhli	osiągnięty
balet	baletu
balet	balet
porýní	ren
porýní	renie
porýní	nadrenia
systematicky	systematycznie
systematicky	systematyczny
systematicky	systematycznie
systematicky	systematyczne
unit	jednostka
unit	jednostki
unit	unit
virginia	virginia
virginia	wirginia
virginia	wirginii
bomby	bomb
bomby	bomby
předchůdci	poprzedników
chicagu	chicago
hdp	pkb
mořských	żołnierz
mořských	morski
mořských	marine
mořských	morskie
normálně	zazwyczaj
normálně	normalnie
rfc	rfc
pozemek	kraina
pozemek	land
pozemek	ląd
pozemek	grunty
pozemek	ziemia
uplatnit	zastosować
uplatnit	stosować
uplatnit	odkupić
zúčastnit	uczestniczyć
kazatel	kaznodzieja
kongo	kongo
kongo	konga
připraven	gotowy
připraven	gotowe
ostré	ostre
ostré	sharp
ostré	ostry
ostré	ostra
adrian	adrian
zeměpisné	geograficznego
zeměpisné	geograficzne
zeměpisné	geograficzna
zeměpisné	geograficzny
zeměpisné	geograficzne
zeměpisné	geograficzna
zeměpisné	geograficzny
drak	smoka
drak	smok
drak	dragon
dosah	zasięg
dosah	zakres
dosah	zasięgu
dosah	przedział
dosah	odległość
dosah	zasięg
dosah	reach
překvapivě	zadziwiająco
překvapivě	niespodziewanie
překvapivě	zaskakująco
chemický	chemikalia
chemický	chemiczne
melzer	melzer
sud	beczka
sud	beczka
sud	lufy
sud	sud
sud	beczka
sud	beczce
filmografie	filmografia
astronomie	astronomii
přirozený	naturalne
přirozený	naturalny
přirozený	naturalnych
přirozený	naturalna
allmusic	allmusic
cokoliv	cokolwiek
cokoliv	cokolwiek
citroën	citroën
kyjev	kijów
uhlíku	węgla
uhlíku	węgiel
lyon	lyon
dělník	robotnik
dělník	robotnik
dělník	workman
dělník	robotnik
dělník	pracownik
dělník	pracownika
ryze	czysto
potkal	spełnione
potkal	met
potkal	spotkał
ramena	ramiona
ramena	łopatki
ramena	ramion
ramena	barki
zvuky	dźwięki
zvuky	brzmi
zvuky	hałasy
alexandre	alexandre
bibli	biblia
bibli	biblię
bibli	biblii
reed	reed
požadoval	zażądał
palestině	palestyny
holt	holt
homosexuální	homoseksualistą
výpočetní	obliczeniowe
výpočetní	informatyka
kvitová	kvitová
marshall	marshall
marshall	marszałek
marshall	marshalla
prezidentských	prezydenckie
prezidentských	prezydenckich
prezidentských	prezydencki
bankovní	bankowego
bankovní	bankowości
bankovní	bankowy
bankovní	bankowe
bankovní	banku
bankovní	bankowe
bankovní	bank
buňka	cela
buňka	celi
gama	gamma
jevgenij	jewgienij
proteinů	białek
proteinů	białka
duši	duszę
duši	dusza
duši	dusze
duši	soul
duši	duszy
zveřejnění	ujawnienie
zveřejnění	ujawnianie
zveřejnění	publikacja
zveřejnění	publikacji
zveřejnění	publikowanie
zveřejnění	publikacje
zveřejnění	wydawnictwo
zveřejnění	publikacja
zveřejnění	wydawnictwa
zveřejnění	publikacje
zveřejnění	publikowania
zveřejnění	publikowanie
zveřejnění	ujawnienia
pat	pat
pat	pat
írán	iranie
írán	iranu
írán	irański
írán	iran
dřív	prędzej
jar	jar
hitlera	hitlera
hitlera	hitler
porazit	beat
porazit	pokonać
porazit	porażki
porazit	klęska
porazit	przegrana
porazit	pokonać
porazit	porażka
ukázky	demonstracje
ukázky	demonstracji
ukázky	próbek
ukázky	próbki
ukázky	zapowiedzi
porucha	usterka
porucha	awaria
porucha	zaburzenie
emma	emma
schválen	zatwierdzony
schválen	zatwierdzono
schválen	zatwierdzona
schválen	zatwierdzone
schválen	zatwierdzonych
léky	medycyny
léky	lekarstwo
léky	medycyna
léky	lekarstwa
léky	prochy
léky	narkotyki
léky	leki
léky	lekarstwa
léky	leków
léky	lekarstwa
léky	leki
ledové	lodowatej
krajinu	krajobraz
krajinu	krajobrazy
pohřební	pogrzeb
pohřební	pogrzebu
pohřební	pogrzeby
drobná	drobna
drobná	petite
metr	metr
metr	metr
metr	metrów
metr	licznik
metr	miernik
tón	tonie
tón	ton
tón	tonu
slavík	nightingale
basketbal	koszykówki
basketbal	kosza
basketbal	koszykówka
basketbal	koszykówkę
smrk	spruce
zima	zimno
zima	chłód
zima	zimne
zima	zimny
zima	zimna
zima	winter
zima	zimowy
zima	zimy
zima	zima
zima	zimowe
nicole	nicole
frankfurtu	frankfurt
hnědý	brązowa
hnědý	brown
hnědý	brązowe
hnědý	brąz
hnědý	brązowy
mississippi	missisipi
mississippi	mississippi
nepochybně	niewątpliwie
sporné	wątpliwe
sporné	kwestionowane
sporné	spór
sporné	sporne
extrémní	ekstremalnie
extrémní	ekstremalne
vyvinutý	rozwijane
vyvinutý	rozwiniętych
vyvinutý	opracowane
vyvinutý	rozwinięte
vyvinutý	opracowany
bruntál	bruntál
éra	epoka
éra	era
éra	ery
signály	sygnały
holý	gołe
dokládá	ilustruje
středa	środy
středa	środę
středa	środa
ideologie	ideologii
ideologie	ideologie
école	école
odhad	oszacowania
odhad	oszacowanie
odhad	szacunki
odhad	szacowania
odhad	oszacowanie
odhad	szacowana
odhad	szacowany
odhad	szacunkowy
pacienta	pacjentka
pacienta	pacjenta
pacienta	cierpliwy
pacienta	pacjent
irské	irlandczycy
irské	irlandzkie
irské	irlandzki
irské	irlandczyk
irské	irlandzka
kázání	kazań
kázání	kazania
kázání	kazanie
kázání	kazania
kázání	głosić
kázání	kazania
poválečné	powojennej
prázdná	puste
prázdná	pusta
prázdná	pusto
prázdná	pusty
vystupovat	wykonać
osa	osi
osa	osie
osa	oś
dvojí	podwójne
převodovka	transmisji
převodovka	przesyłanie
převodovka	transmisja
převodovka	przekazanie
chybějící	brak
chybějící	brakuje
chybějící	brakujące
chybějící	zaginiony
chybějící	zaginął
pohřebiště	cmentarzu
pohřebiště	cmentarz
schneider	schneider
habsburské	habsburg
paolo	paolo
strop	sufitu
strop	suficie
strop	sufit
strop	pułap
zemře	umiera
údržbu	utrzymanie
údržbu	utrzymania
údržbu	konserwacja
portugalská	portugalii
portugalská	portugalski
portugalská	portugalska
portugalská	portugalskie
portugalská	portugalskim
rozcestí	skrzyżowania
rozcestí	skrzyżowaniu
výdělek	profit
výdělek	zysku
výdělek	zysk
výdělek	zyski
výdělek	zyski
výdělek	zarobki
výdělek	zarobków
výdělek	dochody
nížiny	nizinne
granollers	granollers
porozumění	zrozumienie
porozumění	rozumienie
porozumění	zrozumienia
biblické	biblijne
nabídka	czułe
nabídka	przetargu
nabídka	przetarg
nabídka	oferta
nabídka	ofertę
nabídka	oferta
nabídka	oferty
pomáhat	pomaganie
pomáhat	pomagam
nadpis	nagłówek
nadpis	kierunek
nadpis	tytuł
nadpis	tytułem
bosna	bośni
bosna	bośnia
korlević	korlević
leon	leona
leon	leon
hole	kluby
hole	trefl
hole	klubów
hole	kije
klarinet	klarnet
křižníky	krążowniki
heinz	heinz
vlčí	wolf
vlčí	wilka
vlčí	wilk
patent	patent
patent	patentu
patent	patenty
absence	nieobecny
absence	nieobecność
absence	nieobecna
absence	brak
absence	nieobecności
absence	nieobecność
absence	nieobecności
sestavil	skompilowane
koupila	kupione
koupila	kupił
koupila	kupiony
koupila	kupiła
opus	opus
komunisté	komunistów
komunisté	komuniści
řádně	prawidłowo
proveden	zrealizowane
proveden	wykonany
proveden	wykonane
proveden	wykonywane
proveden	stracony
army	army
army	wojska
army	wojsko
army	armia
army	armii
mag	mag
počítat	liczyć
počítat	licz
počítat	hrabia
počítat	liczyć
počítat	liczenie
počítat	liczę
benz	benz
biologické	biologicznych
biologické	biologiczne
biologické	biologiczna
biologické	biologiczny
kapacity	pojemności
kapacity	pojemność
kapacity	zdolność
kopecký	kopecký
děla	armata
děla	armaty
děla	działo
děla	armaty
poklad	skarbem
poklad	skarb
poklad	skarby
upravuje	reguluje
upravuje	dostosowuje
regiony	regiony
regiony	rejony
regiony	regionów
povstalci	powstańców
povstalci	rebeliantów
povstalci	rebelianci
povstalci	buntowników
křesťané	chrześcijanie
křesťané	chrześcijan
slonoviny	ivory
vyvinut	rozwijane
vyvinut	rozwiniętych
vyvinut	opracowane
vyvinut	rozwinięte
vyvinut	opracowany
výuka	nauczanie
výuka	uczenie
výuka	nauczania
výuka	nauka
výuka	tutorial
fed	fed
miguel	miguela
miguel	miguel
vyrovnání	osady
vyrovnání	ugoda
vyrovnání	rozliczenie
vyrovnání	osada
vyrovnání	rozrachunku
vyrovnání	przesunięcie
vyrovnání	wyrównanie
pistole	pistolety
pistole	pistolet
pistole	broń
pistole	pistolet
pistole	gun
vzácný	rzadka
vzácný	rzadkość
vzácný	rzadkie
vzácný	rzadki
vzácný	rzadko
postupů	procedury
postupů	zabiegi
složený	złożone
složený	składany
složený	złożona
složený	składane
sung	sung
kings	kings
kings	królowie
kings	królów
empire	imperium
empire	empire
know	know
investice	inwestowanie
investice	inwestycja
investice	inwestycje
investice	inwestycje
investice	inwestycja
investice	inwestycji
investice	inwestycje
investice	inwestycji
investice	inwestycja
investice	inwestycyjne
investice	inwestowanie
flash	błysk
flash	flash
bližší	bliżej
jemně	miękko
jemně	łagodnie
jemně	łagodnie
jemně	delikatnie
collins	collins
collins	collinsa
navštívit	odwiedziny
navštívit	wizyta
navštívit	wizyty
norem	normy
norem	norm
norem	standardy
norem	normy
norem	norm
soares	soares
dokázat	udowodnienie
dokázat	udowodnić
dokázat	udowadnia
dokázat	udowodnić
dokázat	udowodnij
slavnost	festival
slavnost	festiwalu
slavnost	festiwal
slavnost	święto
pomocný	pomocniczy
pomocný	pomocnicze
titulární	tytularny
účinnosti	skuteczność
účinnosti	efektywność
účinnosti	skuteczności
ronald	ronald
cti	honoru
cti	zaszczyt
cti	honor
cti	honoru
cti	zaszczyt
cti	honor
cti	honorem
hlasuje	głosy
hlasuje	głosów
hlasuje	głosowania
spojovací	sprzęgu
soundtrack	soundtrack
potřeboval	potrzebny
potřeboval	potrzebna
potřeboval	potrzebne
justin	justin
justin	justyna
rhône	rhône
rozděluje	dzieli
čekal	oczekiwane
čekal	spodziewane
čekal	oczekiwano
čekal	oczekiwany
čekal	oczekiwać
poručík	porucznik
chung	chung
bojovali	walczyli
bojovali	walczył
ruka	ręka
ruka	ramię
ruka	rękę
ruka	dłoń
ruka	ręka
kolekce	zbiory
kolekce	kolekcji
kolekce	kolekcje
kolekce	zbieranie
kolekce	kolekcja
kolekce	zbiór
kolekce	kolekcji
federaci	federacji
federaci	federacja
sólo	solo
vyvolává	podnosi
křídy	kredy
jater	wątroba
jater	wątroby
dílčí	częściowa
dílčí	częściowo
dílčí	częściowy
dílčí	częściowe
kritérií	kryterium
kritérií	kryteria
schváleno	zatwierdzony
schváleno	zatwierdzono
schváleno	zatwierdzona
schváleno	zatwierdzone
schváleno	zatwierdzonych
vyřazení	eliminacja
vyřazení	eliminacji
vyřazení	wydalanie
vyřazení	likwidacja
odstavec	akapitu
odstavec	ustęp
odstavec	paragraf
odstavec	akapit
tendenci	skłonność
tendenci	tendencja
nedávné	niedawno
nedávné	najnowsze
nedávné	ostatnie
nedávné	ostatnich
nedávné	ostatnio
sloučenin	związki
kansas	kansas
povoleno	dozwolone
povoleno	dopuszczone
povoleno	upoważniony
povoleno	włączone
povoleno	włączono
povoleno	włączony
povoleno	włączona
povoleno	dozwolone
povoleno	dozwolony
povoleno	dozwolona
povoleno	dopuszczone
povoleno	dozwolone
povoleno	dozwolony
povoleno	dozwolona
povoleno	dopuszczone
flora	flory
flora	flora
luftwaffe	luftwaffe
mitsubishi	mitsubishi
ráj	raju
ráj	raj
ráj	paradise
přeložit	tłumaczyć
přeložit	przetłumaczyć
přeložit	tłumacz
ložiska	łożyska
polák	polsko
polák	polskie
polák	polski
polák	polak
polák	biegun
polák	pole
polák	słup
polák	polaku
polák	polak
esa	asy
esa	esa
fasády	fasady
nancy	nancy
protein	białko
protein	białka
nfl	nfl
moravec	moravec
kohout	fiut
kohout	kogut
kohout	koguta
kohout	kogut
vily	willi
vily	wille
vily	willa
vily	villa
chemická	chemikalia
chemická	chemiczne
létající	latające
létající	pływające
létající	latający
létající	latanie
důsledek	konsekwencje
důsledek	konsekwencją
účetnictví	księgowości
účetnictví	rachunkowość
účetnictví	księgowość
účetnictví	księgowy
účetnictví	rachunkowości
účetnictví	księgowości
účetnictví	księgowość
účetnictví	księgowość
anjou	anjou
čtenářů	czytelnicy
čtenářů	czytniki
čtenářů	czytelników
působnost	zakres
karen	karen
mare	mare
mare	klacz
sloučit	łączenie
sloučit	połączyć
sloučit	połączone
sloučit	połączona
sloučit	łączone
reforma	reformę
reforma	reform
reforma	reforma
reforma	reformy
zimonjić	zimonjić
odlišuje	wyróżnia
odlišuje	odróżnia
odlišuje	rozróżnia
očekává	oczekuje
žádoucí	pożądanego
žádoucí	pożądany
žádoucí	pożądane
žádoucí	pożądane
žádoucí	pożądany
proteiny	białko
proteiny	białka
proteiny	białek
proteiny	białka
england	anglia
england	anglii
england	england
hlášení	zgłoś
hlášení	raport
hlášení	sprawozdanie
hlášení	zgłoszenie
hlášení	zgłaszanie
hlášení	raporty
hlášení	raporty
hlášení	sprawozdania
hlášení	zgłoszenia
hlášení	raportów
odstraňování	usuwanie
odstraňování	usuwania
odstraňování	usunięcie
odstraňování	usuwanie
paralelní	równolegle
paralelní	równoległy
paralelní	równoległego
paralelní	równoległych
paralelní	równoległe
raketoplán	prom
raketoplán	wahadłowiec
raketoplán	wahadłowiec
přesnost	precyzji
přesnost	dokładność
přesnost	precyzyjne
přesnost	precyzja
přesnost	dokładność
přesnost	dokładności
kraus	kraus
vertikální	pionowa
vertikální	pionowo
vertikální	pionowe
tatry	tatry
podnět	zażalenie
podnět	skarga
podnět	skargę
podnět	skargi
podnět	bodźce
podnět	bodziec
podnět	bodziec
podnět	zachęta
podnět	zachęty
podnět	inicjatywa
podnět	inicjatywy
vytvořeno	utworzona
vytvořeno	utworzony
vytvořeno	utworzono
vytvořeno	stworzył
vytvořeno	utworzone
ball	piłkę
ball	ball
ball	piłka
ball	kula
popularitu	popularności
popularitu	popularność
dramatické	dramatyczne
dramatické	dramatycznie
dramatické	dramatyczny
příslušný	właściwy
příslušný	kompetentny
příslušný	właściwe
železná	żelazna
železná	żelazo
železná	żelaza
železná	iron
železná	żelazko
eleonora	eleonora
zabití	zabijanie
zabití	zabójstwo
zabití	zabicie
mont	mont
ilegální	nielegalny
ilegální	nielegalna
ilegální	nielegalne
deutschen	deutschen
čistá	czysty
čistá	czysta
čistá	czyste
čistá	czysty
čistá	czysta
čistá	czyste
řekla	powiedział
řekla	said
vydaný	wyemitowane
vydaný	wydany
vydaný	wydane
vydaný	wydawane
vydaný	wydano
sta	sta
toky	płynie
toky	przepływów
toky	przepływy
dialog	dialogu
dialog	dialog
expanze	rozszerzenie
expanze	rozbudowa
expanze	ekspansji
istanbulu	stambule
derby	derby
příkop	trench
příkop	rów
příkop	rów
příkop	rowu
příkop	rowie
příkop	fosy
tržní	rynek
tržní	targ
tržní	rynku
tržní	market
bas	bas
agresivní	agresywne
agresivní	agresywna
agresivní	agresywny
agresivní	agresywnie
agresivní	agresja
libuše	libuše
dean	dean
dean	dziekan
campbell	campbell
obnovy	odzyskanie
obnovy	odzysk
obnovy	odzyskiwanie
obnovy	odzysku
ulrich	ulrich
životnost	trwałości
životnost	trwałość
ger	ger
radar	radar
alain	alain
kabiny	taksówki
kabiny	kabiny
kabiny	domki
kabiny	kabiny
pochopil	rozumieć
omylem	przypadkowo
mapování	mapowanie
expozici	narażenia
expozici	ekspozycja
expozici	narażenie
tábory	obozy
tábory	obozach
sourozenci	rodzeństwo
sourozenci	rodzeństwa
mrtvý	martwa
mrtvý	martwe
mrtvý	martwy
mrtvý	dead
vysílat	transmisje
vysílat	transmisja
vysílat	nadawanie
vysílat	transmisji
týdnech	tygodni
týdnech	tygodniami
týdnech	tygodniach
týdnech	tygodnie
phoenix	feniks
phoenix	phoenix
dosáhne	osiągnie
dosáhne	sięga
dosáhne	osiąga
anti	anty
nahrazuje	zastępuje
konstantinopole	konstantynopola
řez	cięcie
řez	nacięcie
vyhnanství	wygnanie
vyhnanství	wygnanie
boulevard	boulevard
pořádek	porządek
pořádek	zamówienie
pořádek	kolejność
cruz	cruz
turci	turków
turci	turcy
nesprávně	nieprawidłowy
nesprávně	nieprawidłowe
nesprávně	nieprawidłowa
nesprávně	błędnie
nesprávně	nieprawidłowo
tepelné	termiczne
tanečnice	tancerki
tanečnice	tancerzy
tanečnice	tancerz
tanečnice	tancerka
monografie	monografii
porušování	naruszenia
porušování	naruszenie
prodat	sprzedać
dennis	dennisa
dennis	dennis
palais	palais
rumunské	rumuński
respekt	szacunek
respekt	szacunku
respekt	poszanowanie
respekt	szacunkiem
respekt	szanuje
pete	pete
cska	cska
objektivní	cel
kometa	kometa
kometa	komety
hodnotí	ocenia
optimální	optymalne
