και	at
τζόουνς	jones
αντόνιο	antonio
αδέλφια	magkakapatid
αδέλφια	magkapatid
αδέλφια	kapatid
αδέλφια	brothers
σουδάν	sudan
εύρος	saklaw
εύρος	hanay
θρησκευτικές	relihiyoso
ευρεία	malawak
υποστηρικτές	tagasuporta
υποστηρικτές	supporters
λατρεία	kargo
λατρεία	kulto
λατρεία	pagsamba
λατρεία	pagsamba
σύμβαση	kontrata
σύμβαση	convention
κακή	bad
κακή	masamang
κακή	masama
ορισμός	definition
ορισμός	katuturan
ορισμός	kahulugan
ιταλικό	italian
ιταλικό	italyano
τυχαία	random
τυχαία	sapalaran
τυχαία	sinasadyang
πετρελαίου	langis
πετρελαίου	oil
πετρελαίου	petroleum
ντράμερ	drummer
ακρωτήριο	cape
ακρωτήριο	tangos
ακρωτήριο	kabo
σικελίας	sicilia
σικελίας	sicily
μπάλα	bola
ξεκινώντας	sinisimulan
ξεκινώντας	nagsisimula
ξεκινώντας	simula
συνεχείς	tuloy
επισκέπτες	bisita
επισκέπτες	panauhin
ορίζει	tumutukoy
συσκευή	device
συσκευή	aparato
συσκευή	apparatus
απαιτήσεις	kinakailangan
απαιτήσεις	requirements
απαιτήσεις	demands
απαιτήσεις	claims
κονγκό	ehipto
κονγκό	congo
κονγκό	congolese
υδρογόνο	hydrogen
εβραίοι	jewish
κατάρρευση	pagkakahati
κατάρρευση	pagguho
κατάρρευση	pagbagsak
κινείται	lilipat
κινείται	gumagalaw
εισήχθη	nagpakilala
εισήχθη	pinakilala
εισήχθη	nagpasimula
εισήχθη	ipinakilala
εισήχθη	inamin
επιχείρημα	argumento
επιχείρημα	argument
επιχείρημα	pagtatalo
τομέας	sektor
τομέας	sector
μετατροπή	conversion
μετατροπή	convert
μετατροπή	convert
αστρονόμος	astronomer
εισόδου	entry
εισόδου	pagpasok
εισόδου	input
εισόδου	ipinasok
γεωγραφικά	geographic
γεωγραφικά	heograpikong
γεωγραφικά	heograpikong
αικατερίνη	catherine
επιχειρήματα	argumento
ανθολογία	anthology
φρουρά	guard
φρουρά	bantay
προσωπικότητες	personalities
εκπομπές	paglabas
άραβες	arabe
όπλο	sandata
όπλο	baril
νεαρός	bata
γραμμένο	isinulat
γραμμένο	nakasulat
γραμμένο	sinulat
γραμμένο	naisulat
πέτρα	bato
πέτρα	petra
πέτρα	bato
πέτρα	rock
διάδοση	pagpapalaganap
διάδοση	pagsasabog
κύκλους	activities
φτάνοντας	makakarating
φτάνοντας	naaabot
θείο	sulfur
ανταλλαγή	kalakalan
ανταλλαγή	ipagpalit
ανταλλαγή	magnegosyo
ανταλλαγή	trade
ανταλλαγή	palitan
ανταλλαγή	palit
λέων	leon
λέων	leon
λέων	leo
αναγνωρίστηκε	kinilala
αναγνωρίστηκε	nakilala
αναγνωρίστηκε	nakakilala
αναγνωρίστηκε	kinikilalang
αναγνωρίστηκε	nakilalang
αναγνωρίστηκε	kinikilala
αναγνωρίστηκε	nakilala
νίκο	nico
καταστήματα	tindahan
παρατήρηση	observation
μόνιμη	permanente
μόνιμη	permanent
κροατία	croatia
πρωταθλητή	champ
πρωταθλητή	champion
βασίλη	claus
δευτερόλεπτα	seconds
δευτερόλεπτα	segundo
τζων	juan
τζων	john
δομές	istruktura
αρχιτέκτονα	arkitekto
ουίλιαμ	william
ντελ	del
ντελ	dell
αμυντικός	defender
αμυντικός	kalaban
αμυντικός	defensive
αμυντικός	tinatanggihan
ηχώ	echo
αγώνισμα	pangyayari
αγώνισμα	kaganapan
αγώνισμα	event
απόσπασμα	quote
απόσπασμα	sipi
απόσπασμα	detachment
απόσπασμα	squad
απόσπασμα	extract
απόσπασμα	kunin
πέναλτι	parusa
κατανόηση	intindi
κατανόηση	unawa
ναζί	nazi
κορυφές	tops
κορυφές	talbos
αστέρια	stars
δημοσιεύτηκε	inilathala
δημοσιεύτηκε	publish
δημοσιεύτηκε	nagpaskil
λευκή	maputi
λευκή	puti
συγγενείς	relatives
συγγενείς	kamaganak
λουί	louis
διαταγή	order
πολιτιστική	pangkultura
πολιτιστική	cultural
περιορισμένη	limitado
περιορισμένη	limitadong
περιορισμένη	limited
περιορισμένη	nililimitahan
περιορισμένη	limitado
περιορισμένη	nilimitahan
μετακίνηση	gumalaw
μετακίνηση	move
μετακίνηση	ilipat
μετακίνηση	galawin
μετακίνηση	lilipat
μετακίνηση	gumagalaw
μετακίνηση	paggalaw
μετακίνηση	kilusan
ουάσινγκτον	washington
κύματα	alon
αναπτυχθεί	binuo
φύλλο	dahon
φύλλο	sheet
ελληνιστική	hellenistic
εφαρμόζεται	inilapat
εφαρμόζεται	naaangkop
μεταφράσεις	pagsasalin
περιλαμβάνεται	kasama
περιλαμβάνεται	nasama
οργανισμοί	organismo
οργανισμοί	organism
διαπραγματεύσεις	negotiations
νεκροί	patay
μεσογείου	mediterranean
ψηλά	high
ψηλά	mataas
επικράτεια	teritoryo
εξωτερικά	panlabas
αναμέτρηση	showdown
επίδοση	pagtatanghal
επίδοση	pagganap
μύθο	mito
μύθο	myth
μύθο	pabula
επώνυμο	apelyido
αποκτά	nagpakasal
συστατικά	sangkap
συστατικά	components
κορέας	korea
πολιτιστικό	pangkultura
πολιτιστικό	cultural
ισλάμ	islam
ρωμαϊκό	roman
ρωμαϊκό	romano
πεθαίνει	dies
πεθαίνει	namatay
πεθαίνει	dying
πεθαίνει	naghihingalo
γαλαξία	galaxy
στέμμα	korona
ακριβής	tumpak
ακριβής	tama
ακριβής	eksaktong
αίτημα	hilingin
αίτημα	kahilingan
αίτημα	hiling
αίτημα	request
αίτημα	humiling
πόλεμοι	wars
στρατιωτικά	military
στρατιωτικά	pangmilitar
στρατιωτικά	militar
πλήρωμα	crew
πυροβόλα	shoot
πυροβόλα	bumaril
πυροβόλα	barilin
πυροβόλα	kumuha
διανομή	pamamahagi
χώροι	site
χώροι	sites
σικάγο	chicago
επιστολές	letra
επιστολές	letters
επιστολές	titik
σταθερό	steady
σταθερό	matatag
σταθερό	stable
σταθερό	naayos
σταθερό	inayos
αθλήματα	palakasan
αθλήματα	isports
αθλήματα	sports
καταδικάστηκε	nahatulang
καταδικάστηκε	nahatulan
διαθέσιμο	available
διαθέσιμο	magagamit
διαθέσιμο	makukuha
έθνος	nation
εμπρός	sulong
εμπρός	pasulong
εμπρός	ipasa
στενή	makipot
στενή	paliitin
στενή	makitid
πολίτης	civilian
πολίτης	mamamayan
πολίτης	citizen
παρέμβαση	panghihimasok
παρέμβαση	pamamagitan
ένοπλες	hukbong
ένοπλες	armadong
ένοπλες	sandatahang
λάδι	langis
λάδι	oil
σιδήρου	bakal
σιδήρου	iron
αριστερή	natitira
αριστερή	pakaliwa
αριστερή	iniwan
αριστερή	naiwan
αριστερή	kaliwa
έντονο	matinding
πυρκαγιά	fire
πυρκαγιά	sunog
πυρκαγιά	apoy
νεότερος	bunso
μέτρηση	pagsukat
μεταφέρθηκαν	sasakay
επιχειρηματίας	businessman
επιχειρηματίας	negosyante
επιχειρηματίας	entrepreneur
επιχειρηματίας	negosyante
χαρά	joy
χαρά	tuwa
χαρά	kasiyahan
αμβέρσα	amberes
έγγραφο	dokumento
καταγραφή	pagtatala
καταγραφή	recording
παρόμοιες	kapareho
παρόμοιες	magkatulad
παρόμοιες	katulad
μετάδοση	transmission
μετάδοση	paghahatid
μετάδοση	broadcast
μετάδοση	pagsasahimpapawid
μετάδοση	pagsasahimpapawid
μετάδοση	broadcasting
ψυχή	psyche
ψυχή	kaluluwa
ψυχή	soul
κυπριακή	cypriot
τείχος	dingding
τείχος	pader
ιστορικούς	historians
οικία	paninirahan
οικία	residence
οικία	tirahan
πτολεμαίος	ptolomeo
θηλυκό	babae
θηλυκό	female
διήρκεσε	tumagal
χιλ	burol
ζημιές	damages
ζημιές	damage
ζημιές	pinsala
πέφτει	talon
πέφτει	falls
ομιλία	speech
ομιλία	pananalita
ομιλία	talumpati
ομιλία	pagsasalita
ελπίδα	umaasa
ελπίδα	umasa
ελπίδα	sana
σύλληψη	arrest
σύλληψη	kunan
σύλληψη	kumuha
σύλληψη	capture
λευκωσία	nicosia
αίτηση	aplikasyon
αίτηση	hilingin
αίτηση	kahilingan
αίτηση	hiling
αίτηση	request
αίτηση	humiling
χημικά	chemical
χημικά	kemikal
χημικά	kemikal
χημικά	chemicals
σικελία	sicilia
σικελία	sicily
πλούσιο	mayaman
πλούσιο	rich
πλούσιο	mayayaman
πτυχίο	diploma
πτυχίο	degree
πτυχίο	antas
γρήγορη	mabilisan
γρήγορη	dali
γρήγορη	mabilis
γρήγορη	kabilis
γρήγορη	fast
εξοπλισμό	gear
ενδεχομένως	marahil
ενδεχομένως	posibleng
εκπαιδευτικό	educational
σοβαρή	seryoso
σοβαρή	malubha
σοβαρή	severe
σοβαρή	malubhang
ιατρός	physician
βαριά	mabigat
ουρανό	sky
ουρανό	kalangitan
ουρανό	himpapawid
κόντρα	contra
ταξίδια	journeys
ταξίδια	bumiyahe
ταξίδια	travel
ταξίδια	paglalakbay
ταξίδια	byahe
ταξίδια	naglalakbay
ταξίδια	naglalakbay
ταξίδια	trips
θετικές	positive
θετικές	positibong
θετικές	positibo
φάσεις	phases
φάσεις	yugto
ήρωες	heroes
κρις	chris
προορισμό	pupuntahan
προορισμό	destinasyon
προορισμό	patutunguhan
πατριαρχείο	patriarchate
σκοτώσει	pumatay
σκοτώσει	patayin
επιδόσεις	pagtatanghal
επιδόσεις	pagganap
τριάντα	tatlumpung
τριάντα	medya
σταθμούς	istasyon
διαλυτότητα	solubility
αντικατάσταση	papalitan
αντικατάσταση	palitan
αντικατάσταση	pagpapalit
αντικατάσταση	pamalit
αντικατάσταση	kapalit
αντικατάσταση	kapalit
βιομηχανική	industrial
βιομηχανική	industriyal
συνεργάτης	partner
συνεργάτης	kasosyo
συνεργάτης	kapareha
συνεργάτης	katrabaho
συνεργάτης	iugnay
ασκήσεις	exercise
ασκήσεις	magsanay
κλαμπ	club
κλαμπ	samahan
αλφάβητο	alpabeto
εσωτερικά	panloob
εσωτερικά	internal
εσωτερικά	internally
επιρροές	impluwensiya
επιρροές	impluwensya
επιρροές	nakakaimpluwensiya
επιρροές	impluwensya
περού	peruvian
περού	peru
έπαιζε	naglaro
έπαιζε	nilalaro
έπαιζε	nilaro
σεναριογράφος	screenwriter
αστερισμό	konstelasyon
υποχρεώσεις	obligasyon
υποχρεώσεις	liabilities
σπήλαιο	cave
σπήλαιο	kuweba
δέλτα	delta
μπράιαν	brian
φρανσουά	francois
φρανσουά	françois
ιδιωτική	pribado
ιδιωτική	pribadong
θετικά	positive
θετικά	positibong
θετικά	positibo
δυσκολίες	nahirapan
τάφο	puntod
τάφο	libingan
τάφο	puntod
τάφο	libingan
τάφο	grave
στάλθηκε	naipadala
στάλθηκε	ipinadala
στάλθηκε	nagpadala
ατομικό	indibiduwal
αναφέρθηκε	naiulat
αναφέρθηκε	iniulat
αναφέρθηκε	inulat
βουλγαρική	bulgaro
νομοθεσία	legislation
αραβική	arab
αραβική	arabic
αραβική	arabe
αραβική	arabo
δωρεάν	libreng
δωρεάν	free
δωρεάν	libre
δωρεάν	malaya
εξετάσεις	pagsusulit
εξετάσεις	exam
εξετάσεις	examinations
εξετάσεις	exams
συνδυασμός	kumbinasyon
συνδυασμός	kombinasyon
συνδυασμός	pagsamahin
τζαζ	jazz
λάθη	pagkakamali
σόλο	solo
αντάρτες	rebelde
διατριβή	dissertation
διατριβή	thesis
συνέπειες	kahihinatnan
φιλοσοφική	pilosopiko
προσωπικότητα	personalidad
προσωπικότητα	pagkatao
οπαδούς	tagasunod
ιερέας	pari
νικώντας	defeating
επισκοπή	diocese
ξενοδοχείο	otel
ξενοδοχείο	hotel
διάσπαση	paghahati
διάσπαση	split
διάσπαση	hatiin
επισήμως	formally
επισήμως	officially
επισήμως	opisyal
στάλιν	stalin
στόχους	goals
επαγγελματικό	professional
επαγγελματικό	propesyonal
προβλήθηκε	aired
μαύρα	itim
κίνδυνος	panganib
κίνδυνος	panganib
κίνδυνος	hazard
κίνδυνος	panganib
κίνδυνος	danger
σχεδιασμού	pagplano
σχεδιασμού	planning
σχεδιασμού	pagpaplano
αποδείχθηκε	pinatunayan
κατανάλωση	consumption
κατανάλωση	paggamit
φλωρεντία	florence
μονακό	monako
υψηλότερο	pinakamataas
μωάμεθ	muhammad
μωάμεθ	mohammed
μεταφορές	paglipat
μεταφορές	transportasyon
μεταφορές	sasakyan
εταιρίες	corporations
εταιρίες	kumpanya
εταιρίες	kompanya
φάρμακα	medisina
φάρμακα	gamot
δυναμική	dinamika
δυναμική	dynamic
κατάλληλο	naaangkop
κατάλληλο	angkop
κατάλληλο	angkop
ακτίνα	beam
ακτίνα	radius
συνεργάτες	partners
συνεργάτες	associates
εναλλακτική	alternatibong
εναλλακτική	alternatibo
εναλλακτική	kahaliling
εναλλακτική	alternatibong
εναλλακτική	alternate
εξίσου	pantay
εκφράσεις	ekspresyon
ίαν	lan
ίαν	ian
μύθος	alamat
μύθος	legend
μύθος	mito
μύθος	myth
έξοδο	umalis
έξοδο	lumabas
χανς	hans
στερεά	solid
ισορροπία	balanse
ισπανός	spanish
ισπανός	kastila
ισπανός	espanyol
εξελίξεις	developments
ρυθμός	pace
ρυθμός	rate
ρυθμός	tempo
ρυθμός	ritmo
ρυθμός	kumpas
ρυθμός	rhythm
συνασπισμού	samahan
συνασπισμού	coalition
σφαγή	massacre
σφαγή	pagpatay
σφαγή	patayan
σουλτάνος	sultan
ελαφρά	slight
ελαφρά	bahagyang
ελαφρά	bahagya
σεν	shen
σεν	sen
βιρτζίνια	virginia
μέταλλα	metal
μέταλλα	metals
σκηνοθέτες	direktor
υποκατάσταση	pagpapalit
χορός	sayaw
χορός	sayawan
χορός	sumayaw
χορός	nagsasayaw
χορός	sumasayaw
χορός	pagsasayaw
κολέγιο	college
κολέγιο	kolehiyo
κύμα	alon
σχεδιάστηκε	pagkakagawa
σχεδιάστηκε	dinisenyo
σχεδιάστηκε	idinisenyo
κέρματα	barya
βία	karahasan
μαδρίτη	madrid
κάρλος	carlos
πύλες	gates
πύλες	portal
κορίτσι	girl
πρόσφατη	kamakailan
πρόσφατη	recent
ρίο	rio
βυζάντιο	byzantium
αρσενικό	arseniko
αρσενικό	male
αρσενικό	lalaki
ψηφιακή	digital
ηλεκτρονική	elektronika
ηλεκτρονική	electronics
ηλεκτρονική	elektronikong
ηλεκτρονική	electronic
τεράστιο	napakalaki
κομμουνιστικό	komunista
επεκτάθηκε	pinalawak
κατάργηση	abolition
ήλιος	sun
ήλιος	araw
άσπρο	maputi
άσπρο	puti
θεολογία	teolohiya
εκδοχές	bersyon
ερώτημα	query
ερώτημα	katanungan
ερώτημα	tanong
σύνταξη	syntax
τεχνικά	teknikal
τεχνικά	technically
γαλαξίες	galaxies
θεατρική	dulang
ωραία	ganda
ωραία	sarap
ωραία	nice
τάσεις	uso
τάσεις	trend
τάσεις	uso
σελήνη	buwan
σελήνη	moon
εύκολο	madali
εύκολο	madaling
εύκολο	easy
εκτιμήσεις	pagtantiya
δούναβη	danubio
απεικονίζεται	depicted
ολυμπιακοί	olympics
απάντησε	sagutin
απάντησε	sagot
θηλαστικά	mammalian
θηλαστικά	mammals
μεσαιωνική	medyebal
ισοπαλία	tie
ισοπαλία	kurbata
ισοπαλία	itali
ισοπαλία	tabla
ισοπαλία	gumuhit
κεφαλή	head
κεφαλή	ulo
επαναστάτες	rebelde
άθροισμα	sum
άθροισμα	kabuuan
λειτουργούσε	pinamamahalaan
παρακολούθησε	nanood
παρακολούθησε	napanood
παρακολούθησε	pinanood
φυλακές	bilangguan
σήμαινε	sinadya
σαλβαδόρ	salvador
ηλεκτρονικό	elektronikong
ηλεκτρονικό	electronic
κάλεσε	tumawag
κάλεσε	tawagan
κάλεσε	tawag
αερίου	gas
σύνδρομο	syndrome
ζεύγος	pares
πόρων	mapagkukunan
πόρων	yaman
πόρων	kayamanan
συνοικίες	pambatas
ολοκληρωθεί	nakumpleto
ολοκληρωθεί	natapos
άσκηση	ehersisyo
άσκηση	ehersisyong
άσκηση	exercise
σημείωση	tala
σημείωση	tandaan
ηλεκτρική	electrical
ηλεκτρική	electric
ηλεκτρικό	electric
αθηνά	athina
αθηνά	athena
επιπτώσεις	epekto
επιπτώσεις	kahihinatnan
επιπτώσεις	epekto
επιπτώσεις	effects
επιπτώσεις	epekto
αγροτική	rural
αγροτική	panlalawigan
δορυφόρος	satellite
αρσενικά	males
αρσενικά	male
αρσενικά	lalaki
ξέρει	nakakaalam
ξέρει	knows
διαφέρουν	iiba
τραγωδία	trahedya
κλειδί	susi
κλειδί	key
λευκά	maputi
λευκά	puti
μάρκο	marko
μάρκο	marco
υπεύθυνη	responsableng
υπεύθυνη	responsable
υπεύθυνη	pananagutan
πρωταθλητές	champions
αναπληρωτής	deputy
μόρια	molecules
αυτόνομη	autonomous
αυτόνομη	awtonomong
αυτόνομη	sosyalistikong
αιγαίο	aegean
τατουάζ	tattoo
διαταγές	orders
παιδεία	edukasyon
αντίγραφο	dobleng
αντίγραφο	duplicate
αντίγραφο	kopya
αντίγραφο	copy
αντίγραφο	kopyahin
αντίγραφο	replica
φωτογραφίας	photography
ανοικτό	buksan
ανοικτό	bukas
ανοικτό	open
θρησκευτικά	pananampalataya
θρησκευτικά	relihiyon
θρησκευτικά	relihiyoso
μυθιστορήματα	nobelang
χένρι	enrique
χένρι	henry
αξιολόγηση	pagsusuri
αξιολόγηση	assessment
αξιολόγηση	pagsusuri
αντίθετο	kabaliktaran
ορολογία	terminolohiya
δημοφιλές	popular
δημοφιλές	sikat
εντολές	utos
εντολές	orders
χειρόγραφα	manuscripts
χειρόγραφα	manuskrito
κλινική	klinika
κλινική	clinic
κλινική	clinical
μπαρόκ	baroque
πόλο	polo
πόλο	pole
πόλο	poste
κάτοχος	hawak
κάτοχος	panghawakan
κάτοχος	holder
μεθυλο	methyl
συμμάχους	allies
περιφερειακή	pampook
περιφερειακή	regional
περιφερειακή	rehiyonal
ιδρυτικό	amang
προηγούμενα	dating
προηγούμενα	nakaraang
γράφεται	spelling
επίσκεψη	puntahan
επίσκεψη	pagbisita
διακοπή	break
διακοπή	pagkaantala
αποδοχή	tinanggap
αποδοχή	acceptance
αποδοχή	pagtanggap
αποδοχή	tanggapin
αποδοχή	accept
προστέθηκε	naidagdag
προστέθηκε	idinagdag
άφιξη	pagdating
άφιξη	arrival
κυνήγι	hunt
κυνήγι	mangkukulam
κυνήγι	pangangaso
χριστιανούς	kristiyano
πλεονέκτημα	bentahe
πλεονέκτημα	samantalahin
πλεονέκτημα	advantage
πλεονέκτημα	kalamangan
κόκκινη	pula
κόκκινη	red
διατηρείται	pinananatili
μουσικές	musikal
μουσικές	musical
μοναχός	friar
μοναχός	monk
μισέλ	michelle
μισέλ	michel
πρόθεση	intention
ψάρια	isda
μπιλ	kuwenta
μπιλ	bill
μπιλ	bayarin
παλαιότερο	oldest
τέξας	texas
κανονικό	regular
κανονικό	normal
διάσημο	famous
διάσημο	sikat
τζόνσον	johnson
κόστα	costa
κόστα	kosta
τζαμί	mosque
πάλη	wrestling
πάλη	pakikibaka
πάλη	struggle
πάλη	lumaban
θαλάσσια	marine
αδυναμία	kahinaan
οχυρό	muog
οχυρό	kuta
οχυρό	kutang
οχυρό	fort
μαθηματική	matematikal
τόνι	tony
τόνι	toni
μελετητές	iskolar
αγορές	merkado
σύμπλεγμα	kumpol
σύμπλεγμα	cluster
αδερφή	sister
αδερφή	ate
σαμόα	samoan
σαμόα	samoa
επιστρέφοντας	bumabalik
εργάτες	manggagawa
βασισμένο	batay
φόρμουλα	formula
συντεταγμένες	coordinate
έρχονται	sasama
έρχονται	darating
προσβολή	lait
λύσεις	solusyon
ανεξάρτητες	malayang
ανεξάρτητες	independent
συμπεριλαμβανομένης	kasama
πτήσεις	flight
κρασί	alak
επηρέασε	naapektuhan
επηρέασε	nadamay
επηρέασε	affected
επηρέασε	apektado
επηρέασε	maaapektuhan
νάτριο	sodium
μαργαρίτα	margaret
μαργαρίτα	margherita
μαργαρίτα	daisy
μαργαρίτα	margarita
πόρτο	porto
αφροδίτη	aphrodite
αφροδίτη	venus
αποδεκτή	tinanggap
οποιονδήποτε	sinuman
σύμπαν	sansinukob
σύμπαν	universe
σύμπαν	cosmos
συντάκτες	editor
διαταραχή	disorder
σαίξπηρ	shakespeare
συνεισφορές	ambag
μαίρη	mary
μαίρη	maria
ακριβή	tumpak
ακριβή	tama
ακριβή	mahal
ακριβή	magastos
ακριβή	mamahaling
σιδηροδρομικός	railway
σιδηροδρομικός	riles
πόδι	paa
πόδι	hita
πόδι	binti
πόδι	leg
παρκ	liwasan
παρκ	park
βρυξέλλες	brussels
ροπή	torque
άνθη	bulaklak
άνθη	blossoms
αστέρι	bituin
αστέρι	star
συνέβαλε	ambag
δωμάτιο	silid
δωμάτιο	kuwarto
δωμάτιο	kwarto
πάσχα	paskwa
πάσχα	pagkabuhay
πάσχα	easter
βοηθά	tinutulungan
βοηθά	tumutulong
συμφώνησε	pumayag
γραμματεία	secretariat
δημόσιες	publiko
δημόσιες	pampubliko
ανθρώπινα	pantao
ανθρώπινα	tao
ανθρώπινα	makatao
ανθρώπινα	human
φτερά	feathers
φτερά	wings
φτερά	pakpak
απαγόρευση	pagbawalan
απαγόρευση	pagbabawal
αίθουσες	kuwarto
αίθουσες	kwarto
αίθουσες	bulwagan
επιβάτες	pasahero
υιός	anak
υιός	son
σερβικά	pranses
διάλυμα	solusyon
καύσης	kombustiyon
σύνολα	sets
διάδοχο	successor
δημοφιλή	popular
δημοφιλή	sikat
δημοφιλή	nauuso
δημοφιλή	trending
εξορία	tinapon
ανατροπή	ibagsak
επιλογές	opsyon
επιλογές	options
επιλογές	pagpipilian
τόμ	tom
φωνές	tinig
διατηρήθηκε	pinananatili
θεωρητικά	kimikang
ενότητες	modules
αντιπολίτευση	pagsalungat
εισήλθε	inilagay
εισήλθε	pinasok
εισήλθε	naipasok
υποψήφιοι	nominees
υποψήφιοι	candidates
θρησκευτικό	relihiyoso
τελειώνει	matatapos
φορτίο	load
φορτίο	cargo
φορτίο	karga
φορτίο	kargamento
φορτίο	padala
αφιερωμένο	nakatutok
αφιερωμένο	dedikado
ακμή	acne
γαλαξίας	galaxy
αζερμπαϊτζάν	azerbaijan
αζερμπαϊτζάν	aserbayan
ιωάννα	johanna
ιωάννα	joan
ιωάννα	joanna
ιωάννα	juana
ιωάννα	jeanne
παίζοντας	paglalaro
παίζοντας	naglalaro
πολίτη	mamamayan
πολίτη	citizen
συνδέσμους	links
αριστοτέλη	aristotle
ελάχιστο	pinakamababa
ελάχιστο	pinakamaliit
ελάχιστο	minimum
ελάχιστο	pinakamababang
ελάχιστο	kaunti
ελάχιστο	minimal
γυρίσματα	film
γυρίσματα	shooting
γυρίσματα	pagbaril
γυρίσματα	pamamaril
επίλυση	paglutas
επίλυση	lutasin
κεντρικός	central
κεντρικός	gitnang
κουλτούρα	kultura
κουλτούρα	nok
προφήτη	propeta
πτηνά	birds
πτηνά	ibon
βρετανικά	british
χαρτί	papel
σετ	set
σετ	itakda
σετ	sets
σημειώθηκε	mapapansin
σημειώθηκε	noted
σημειώθηκε	kilala
χάρις	harris
φαραώ	paraon
εξαιρετική	mahusay
εξαιρετική	napakahusay
τρόφιμα	pagkain
συνδέθηκε	nakakonekta
συνδέθηκε	konektado
χρήσιμο	makatutulong
χρήσιμο	nakatulong
χρήσιμο	nakakatulong
άλατα	salts
προσδιορισμός	pagpapasiya
σάμου	samos
εργατικό	paggawa
ποταμών	ilog
ανοιχτό	buksan
ανοιχτό	bukas
ανοιχτό	open
θετική	positive
θετική	positibong
θετική	positibo
καλύπτεται	sakop
πέμπτο	ikalimang
πέμπτο	panglima
χαμηλό	mababang
χαμηλό	mababa
χαμηλό	low
παράταση	extension
βλάστηση	behetasyon
κατάλληλα	naaangkop
κατάλληλα	angkop
κατάλληλα	angkop
εβραϊκή	griyego
εβραϊκή	ebreo
εβραϊκή	hebreo
ομόνοια	concord
αστική	urbano
μεταφορών	transportasyon
μεταφορών	sasakyan
στιούαρτ	stewart
στιούαρτ	stuart
χειρόγραφο	manuskrito
έντομα	insekto
έντομα	bugs
αθλητισμός	palakasan
αθλητισμός	sport
αθλητισμός	isport
αθλητισμός	palakasan
αθλητισμός	isports
αθλητισμός	sports
δουλεύει	gumagana
λειτουργικό	operating
λειτουργικό	pagganap
λειτουργικό	pagpapatakbo
εκλεγεί	inihalal
εκλεγεί	hinalal
μόριο	molecule
γουινέας	guinea
σοβαρό	seryoso
παρατηρηθεί	nagmamasid
παρατηρηθεί	ginugunita
σκάκι	ahedres
σκάκι	chess
ποτάμι	ilog
θεότητα	divinity
θεότητα	diyos
αρέσει	likes
διάγραμμα	diagram
διάγραμμα	grapo
διάγραμμα	tsart
διάγραμμα	chart
πεδιάδα	payak
πεδιάδα	kapatagan
ονόματι	pinangalanang
ονόματι	pinangalanan
ονόματι	nagngangalang
εκφράζει	nagpapahayag
αρμενία	armenia
περνάει	pumasa
ποσειδώνα	poseidon
ποσειδώνα	neptuno
σκέψης	iniisip
τραυματίες	injured
τραυματίες	nasugatan
τραυματίες	nasugatan
κορίνθου	corinto
σμήνος	kumpol
σμήνος	cluster
σμήνος	kawan
αναγνώστες	mambabasa
ιιι	iii
διπλωμάτης	diplomat
απολύτως	absolutely
απολύτως	pasubali
χιλή	chile
σαράντα	apatnapu
άγρια	wild
άγρια	ligaw
μαρίνα	marina
πτέρυγα	ward
πτέρυγα	wing
πτέρυγα	pakpak
υποψήφια	kandidato
υποψήφια	candidate
εκμετάλλευση	pagsasamantala
εκμετάλλευση	hawak
ανώτατη	supreme
ανώτατη	kataas
σοσιαλιστικό	soviet
διάσημος	famous
διάσημος	sikat
διάσημος	celebrity
νυν	current
νυν	kasalukuyan
νυν	kasalukuyang
συνεχίζεται	patuloy
συνεχίζεται	pagpapatuloy
συνεχίζεται	ipinagpatuloy
συνεχίζεται	nagpatuloy
χτισμένο	nakapaloob
χτισμένο	binuo
προετοιμασία	paghahanda
προετοιμασία	ihanda
προετοιμασία	maghanda
προετοιμασία	hinahanda
προετοιμασία	naghahanda
προετοιμασία	paghahanda
προετοιμασία	inihahanda
τουρκικό	turko
αξιοθέατα	attractions
αξιοθέατα	palatandaan
αξιοθέατα	tanawin
αξιοθέατα	pamamasyal
σύγχυση	pagkalito
σύγχυση	nalilito
σύγχυση	nakakalito
αεπ	gdp
αεπ	gnp
μάρτυρες	jehova
μάρτυρες	martir
καβάλα	nakasakay
καβάλα	sumakay
καβάλα	sakay
βιολί	violin
μάθει	natutunan
μάθει	natuto
ντέιβις	davis
ντέιβις	davies
σπαρτιάτες	spartans
δίπλωμα	diploma
δίπλωμα	lisensiya
δίπλωμα	lisensya
κόλπος	puki
κόλπος	golpo
κόλπος	gulf
κόλπος	look
κόλπος	bay
ιδεολογία	ideology
κατερίνα	katerina
κατερίνα	catherine
κατερίνα	caterina
οξέα	acids
ματ	matt
ματ	checkmate
ίση	pantay
μίλαν	milan
οδυσσέας	odysseus
οδυσσέας	ulysses
οδυσσέας	odisea
συνασπισμός	samahan
συνασπισμός	coalition
συντάκτης	editor
συντάκτης	author
αυγά	itlog
στρατόπεδα	kampo
κεφάλαια	pondo
ζώο	animal
ζώο	hayop
χλωρίδα	flora
καθορίζει	tumutukoy
καθορίζει	tumutukoy
μέταλλο	metal
ένταξη	accession
ένταξη	integration
ντο	doe
μοίρες	degrees
δηλώσεις	pahayag
στενό	makipot
στενό	paliitin
στενό	makitid
τόποι	places
ελέγχει	pagkontrol
ελαφρώς	bahagyang
ελαφρώς	bahagya
διπλή	dobleng
διπλή	double
διπλή	doble
διπλή	dalawahan
διπλή	dual
αστρονομία	astronomiya
κορίτσια	girls
