яно	jana
залишилось	rămase
плату	taxa
плату	taxă
плату	onorariu
плату	comision
ранок	dimineata
ранок	dimineața
ранок	neatza
освітні	educativ
аллен	allen
презентації	prezentare
презентації	prezentarea
презентації	prezentări
отруєння	otrăvirea
отруєння	otrăvire
вайт	albi
вайт	albe
вайт	albă
вайт	alb
вайт	whyte
штурму	încălcare
гвардія	gardian
гвардія	garda
гвардія	paznic
овочі	vegetală
овочі	legume
овочі	vegetale
овочі	vegetal
овочі	legumă
овочі	legume
овочі	legumele
неаполь	neapole
неаполь	napoli
альє	allier
абсолютний	absolută
ахмед	ahmed
стажування	stagiu
вимагати	revendicare
вимагати	revendică
вимагати	necesită
вимагати	necesita
політично	politic
пагорб	colina
пагорб	dealul
пагорб	hill
пагорб	deal
горіння	ardere
горіння	combustie
франциска	franziska
танкові	blindat
танкові	blindată
танкові	blindate
рейси	zborurile
рейси	zboruri
дром	drôme
бін	bean
бін	fasole
корону	coroana
корону	coroană
корону	crown
росс	ross
реалізм	realism
темна	dark
темна	întuneric
темна	intuneric
темна	întunecat
ернест	ernest
певне	specific
певне	specifică
певне	specifice
канзас	kansas
ринків	piețele
ринків	piețe
розробили	dezvoltate
розробили	dezvoltată
розробили	dezvoltat
варіації	variații
артиста	feat
майбутні	viitoare
подорожей	excursii
леві	levi
леві	levy
леві	lévy
консенсусу	consens
консенсусу	consensul
заповнення	umplutură
заповнення	umplere
заповнення	umple
заповнення	umplere
допоможе	ajută
загрожує	amenință
русла	rugozitate
дужках	paranteze
кваліфікація	calificarea
кваліфікація	calificare
лініями	liniile
лініями	linii
лініями	replici
нікарагуа	nicaragua
відвідати	vizitând
відвідати	vizită
митець	artistă
митець	artista
митець	artistul
митець	artist
алея	mall
алея	alee
алея	aleea
змінної	variabil
змінної	variabilă
змінної	variabile
змінної	variabila
початковій	elementar
початковій	elementară
початковій	elementare
космонавт	astronautul
космонавт	astronaut
вогні	balize
вогні	lumini
вогні	luminile
обладнанням	hardware
потенційно	potențial
веслування	canotaj
заколот	revolta
заколот	revoltă
напій	bea
напій	băutură
боках	marcajele
боках	marcaje
сумніву	îndoiala
сумніву	îndoială
сумніву	indoiala
александер	alexandru
александер	alexander
мінор	minore
мінор	minoră
мінор	minora
мінор	minor
колегія	electorale
колегія	electoral
колегія	electorală
колегія	collegium
кілометри	kilometri
кілометри	kilometrii
біхор	bihor
оплати	plata
оплати	plată
джонатан	jonathan
конкакаф	concacaf
зруйнували	ruinat
зруйнували	ruinată
безвісти	mia
ном	nom
товар	produsul
товар	produse
товар	produs
товар	marfa
виділив	alocate
виділив	alocat
виділив	alocată
гострі	sharp
сплави	aliaj
сплави	aliaje
дозвілля	agrement
франсіско	francisco
видала	eliberat
видала	emis
видала	emisă
видала	emise
оае	eau
конкуренції	competitivă
конкуренції	competitiv
повідомила	avertizat
проїзд	plimbare
проїзд	ride
проїзд	evaziune
проїзд	pasajul
проїзд	pasaj
рококо	rococo
хотіла	dorit
хотіла	dorită
хотіла	vrut
математична	matematic
математична	matematică
факто	facto
живим	vie
живим	viu
бабуся	bunică
бабуся	bunica
бабуся	bunică
бабуся	bunica
навчальна	educativ
сигізмунд	sigismund
кішки	pisicile
кішки	pisici
кішки	calico
катастрофа	dezastrul
катастрофа	dezastru
катастрофа	catastrofa
катастрофа	catastrofă
ідеологія	ideologia
ідеологія	ideologie
тренто	trento
різноманітність	diversitatea
різноманітність	diversitate
різноманітність	varietate
різноманітність	soi
різноманітність	varietatea
тонкий	subtil
тонкий	subtile
тонкий	subtilă
тонкий	subtire
тонкий	subțire
компетенції	competență
христина	christina
христина	krystyna
христина	christine
крісті	kristi
крісті	christie
крісті	christy
анти	anti
бал	bal
бал	ball
бал	minge
бал	mingea
бал	bilă
бал	bila
ралі	miting
ралі	raliu
темп	tempo
дружині	sotie
дружині	soția
дружині	soţia
дружині	soție
дружині	nevasta
пережив	supraviețuit
пережив	supravietuit
павел	pawel
павел	paweł
павел	pavel
переїхали	mutate
переїхали	mutat
переїхали	mutată
бізнесмен	afacerist
підкорення	cucerire
підкорення	cucerirea
підкорення	cuceriri
підкорення	cuceri
підкорення	cuceresc
підкорення	depunerea
підкорення	supunere
підкорення	depunere
заєць	hare
цвіте	bloom
акцент	accent
акцент	accentul
жертва	sacrificiu
жертва	jertfa
жертва	sacrificii
жертва	sacrificiul
жертва	victimă
жертва	victima
ланцюга	amok
туркменістану	turkmenistan
анімаційний	animate
анімаційний	animat
надруковано	tipărit
надруковано	printat
надруковано	tipărite
надруковано	tipărită
надруковано	imprimate
угорці	unguri
угорці	maghiari
назовні	afara
назовні	afară
назовні	out
фехтування	scrimă
креслення	complot
креслення	intriga
креслення	intrigă
креслення	desene
креслення	desenele
креслення	desenul
креслення	desen
креслення	desenez
складчастість	hercinică
японці	japonez
японці	japonezi
японці	japoneze
японці	japoneza
японці	japoneză
заслужена	meritat
лівану	liban
моніторинг	monitorizarea
моніторинг	monitorizare
ангел	inger
ангел	înger
ангел	angel
організатори	organizatorii
організатори	organizatori
юнайтед	unită
юнайтед	united
юнайтед	unite
юнайтед	unit
клітинах	fetală
прокурор	procuror
прокурор	procurorul
кроків	pașii
кроків	trepte
кроків	pași
кроків	pasi
данте	dante
снаряд	muniție
снаряд	proiectil
біблія	biblia
біблія	biblie
поттер	potter
гамільтон	hamilton
вали	arbore
старіння	îmbătrânire
старіння	îmbătrânirea
старіння	îmbătrânire
старіння	îmbătrânirea
обговорювати	discută
подавати	servi
подавати	serveste
подавати	servesc
юань	yuan
ресурсу	resursa
ресурсу	resursă
ресурсу	resurse
рейс	reyes
рейс	zborul
рейс	zbor
рейс	reis
вимога	obligația
вимога	obligație
вбиті	măcelărit
вбиті	sacrificate
круглий	rotund
круглий	rotunde
круглий	rundă
круглий	rotundă
круглий	runda
круглий	circulare
круглий	circulară
круглий	circulara
круглий	circular
оснащені	adecvată
оснащені	adecvate
оснащені	adecvat
киргизстану	kârgâzstan
ніколя	nicolas
типова	prestabilită
типова	implicite
типова	prestabilit
типова	implicit
типова	implicită
типова	tipic
типова	tipice
дракон	balaur
дракон	dragonul
дракон	dragon
